,DATE,OBSRUNOFF,SIMRUNOFF,RESIDUAL
0,2008-04-02,0.184,0.009000000000000001,0.175
1,2008-05-02,0.147,0.009000000000000001,0.13799999999999998
2,2008-06-02,0.11,0.006,0.104
3,2008-07-02,0.147,0.017,0.13
4,2008-08-02,0.11,0.018000000000000002,0.092
5,2008-09-02,0.07400000000000001,0.042,0.03200000000000001
6,2008-10-02,0.07400000000000001,0.071,0.0030000000000000165
7,2008-11-02,0.07400000000000001,0.06,0.014000000000000012
8,2008-12-02,0.07400000000000001,0.038,0.03600000000000001
9,2008-02-13,0.07400000000000001,0.071,0.0030000000000000165
10,2008-02-14,0.07400000000000001,0.11800000000000001,-0.044
11,2008-02-15,0.07400000000000001,0.121,-0.046999999999999986
12,2008-02-16,0.07400000000000001,0.107,-0.03299999999999999
13,2008-02-17,0.257,0.223,0.034
14,2008-02-18,0.478,0.391,0.08699999999999997
15,2008-02-19,0.625,0.46,0.16499999999999998
16,2008-02-20,0.588,0.462,0.12599999999999995
17,2008-02-21,0.40399999999999997,0.41600000000000004,-0.012000000000000066
18,2008-02-22,0.478,0.424,0.05399999999999999
19,2008-02-23,0.625,0.489,0.136
20,2008-02-24,0.625,0.501,0.124
21,2008-02-25,0.588,0.486,0.10199999999999998
22,2008-02-26,0.478,0.47,0.008000000000000007
23,2008-02-27,0.441,0.425,0.016000000000000014
24,2008-02-28,0.478,0.402,0.07599999999999996
25,2008-02-29,0.40399999999999997,0.387,0.01699999999999996
26,2008-01-03,0.294,0.354,-0.06
27,2008-02-03,0.257,0.316,-0.059
28,2008-03-03,0.331,0.321,0.010000000000000009
29,2008-04-03,0.331,0.345,-0.013999999999999957
30,2008-05-03,0.515,0.41700000000000004,0.09799999999999998
31,2008-06-03,0.625,0.48100000000000004,0.14399999999999996
32,2008-07-03,0.551,0.461,0.09000000000000002
33,2008-08-03,0.40399999999999997,0.42700000000000005,-0.023000000000000076
34,2008-09-03,0.294,0.384,-0.09000000000000002
35,2008-10-03,0.221,0.345,-0.12399999999999997
36,2008-11-03,0.184,0.308,-0.124
37,2008-12-03,0.184,0.349,-0.16499999999999998
38,2008-03-13,0.147,0.385,-0.23800000000000002
39,2008-03-14,0.11,0.34700000000000003,-0.23700000000000004
40,2008-03-15,0.07400000000000001,0.312,-0.238
41,2008-03-16,0.07400000000000001,0.284,-0.20999999999999996
42,2008-03-17,0.11,0.303,-0.193
43,2008-03-18,0.294,0.35600000000000004,-0.062000000000000055
44,2008-03-19,0.441,0.436,0.0050000000000000044
45,2008-03-20,0.368,0.47700000000000004,-0.10900000000000004
46,2008-03-21,0.294,0.44299999999999995,-0.14899999999999997
47,2008-03-22,0.184,0.4,-0.21600000000000003
48,2008-03-23,0.147,0.36,-0.213
49,2008-03-24,0.11,0.32299999999999995,-0.21299999999999997
50,2008-03-25,0.07400000000000001,0.28800000000000003,-0.21400000000000002
51,2008-03-26,0.07400000000000001,0.256,-0.182
52,2008-03-27,0.037000000000000005,0.225,-0.188
53,2008-03-28,0.037000000000000005,0.19699999999999998,-0.15999999999999998
54,2008-03-29,0.037000000000000005,0.17,-0.133
55,2008-03-30,0.037000000000000005,0.151,-0.11399999999999999
56,2008-03-31,0.037000000000000005,0.134,-0.097
57,2008-01-04,0.0,0.11900000000000001,-0.11900000000000001
58,2008-02-04,0.0,0.11699999999999999,-0.11699999999999999
59,2008-03-04,0.0,0.115,-0.115
60,2008-04-04,0.0,0.13,-0.13
61,2008-05-04,0.0,0.133,-0.133
62,2008-06-04,0.0,0.136,-0.136
63,2008-07-04,0.0,0.162,-0.162
64,2008-08-04,0.0,0.162,-0.162
65,2008-09-04,0.0,0.13699999999999998,-0.13699999999999998
66,2008-10-04,0.0,0.132,-0.132
67,2008-11-04,0.0,0.128,-0.128
68,2008-12-04,0.0,0.12,-0.12
69,2008-04-13,0.0,0.11699999999999999,-0.11699999999999999
70,2008-04-14,0.0,0.115,-0.115
71,2008-04-15,0.0,0.12300000000000001,-0.12300000000000001
72,2008-04-16,0.0,0.121,-0.121
73,2008-04-17,0.0,0.113,-0.113
74,2008-04-18,0.0,0.111,-0.111
75,2008-04-19,0.0,0.10800000000000001,-0.10800000000000001
76,2008-04-20,0.0,0.105,-0.105
77,2008-04-21,0.0,0.10300000000000001,-0.10300000000000001
78,2008-04-22,0.0,0.115,-0.115
79,2008-04-23,0.0,0.18,-0.18
80,2008-04-24,0.0,0.303,-0.303
81,2008-04-25,0.0,0.456,-0.456
82,2008-04-26,0.0,0.6,-0.6
83,2008-04-27,0.0,0.742,-0.742
84,2008-04-28,0.037000000000000005,0.98,-0.943
85,2008-04-29,0.221,1.307,-1.0859999999999999
