,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[0.29798555],[0.369],[0.669],[0.3],[0.37101445],[0.3]
1,[0.29047784],[0.357],[0.607],[0.25],[0.31652216],[0.25]
2,[0.2926007],[0.321],[0.551],[0.23],[0.25839931],[0.23]
3,[0.2993533],[0.28],[0.51],[0.23],[0.2106467],[0.23]
4,[0.42631018],[0.355],[0.665],[0.31],[0.23868982],[0.31]
5,[0.44777805],[0.112],[0.662],[0.55],[0.21422195],[0.55]
6,[0.28694543],[-0.086],[0.804],[0.89],[0.51705457],[0.89]
7,[0.42495614],[0.03],[0.86],[0.83],[0.43504386],[0.83]
8,[0.2937672],[-0.003],[0.607],[0.61],[0.31323279],[0.61]
9,[0.31234977],[0.19],[0.88],[0.69],[0.56765023],[0.69]
10,[0.45576143],[-0.189],[0.991],[1.18],[0.53523857],[1.18]
11,[0.30995974],[-0.475],[0.695],[1.17],[0.38504026],[1.17]
12,[0.28190827],[-0.973],[0.897],[1.87],[0.61509173],[1.87]
13,[0.45867142],[-1.857],[1.073],[2.93],[0.61432858],[2.93]
14,[0.34404695],[-1.005],[0.845],[1.85],[0.50095305],[1.85]
15,[0.2736045],[-0.604],[0.666],[1.27],[0.39239549],[1.27]
16,[0.24027151],[-0.384],[0.606],[0.99],[0.36572849],[0.99]
17,[0.11765826],[-0.189],[0.601],[0.79],[0.48334174],[0.79]
18,[0.23219472],[-0.074],[0.586],[0.66],[0.35380528],[0.66]
19,[0.19536406],[-0.012],[0.538],[0.55],[0.34263594],[0.55]
20,[0.16584978],[0.019],[0.489],[0.47],[0.32315022],[0.47]
21,[0.17299129],[0.014],[0.444],[0.43],[0.27100871],[0.43]
22,[0.18965212],[0.022],[0.402],[0.38],[0.21234788],[0.38]
23,[0.18806086],[0.028],[0.368],[0.34],[0.17993914],[0.34]
24,[0.22151783],[0.027],[0.337],[0.31],[0.11548217],[0.31]
25,[0.22758338],[0.005],[0.305],[0.3],[0.07741662],[0.3]
26,[0.24256757],[0.006],[0.276],[0.27],[0.03343243],[0.27]
27,[0.2580856],[0.009],[0.249],[0.24],[-0.00908561],[0.24]
28,[0.27100056],[0.005],[0.225],[0.22],[-0.04600056],[0.22]
29,[0.27274725],[0.003],[0.203],[0.2],[-0.06974725],[0.2]
30,[0.24383721],[-0.007],[0.183],[0.19],[-0.06083721],[0.19]
31,[0.2227783],[-0.046],[0.164],[0.21],[-0.05877831],[0.21]
32,[0.15009445],[-0.646],[0.194],[0.84],[0.04390555],[0.84]
33,[0.26360837],[-0.991],[0.229],[1.22],[-0.03460837],[1.22]
34,[0.4097436],[-0.82],[0.35],[1.17],[-0.05974361],[1.17]
35,[1.2623233],[-2.314],[1.586],[3.9],[0.32367674],[3.9]
36,[1.185167],[-0.637],[3.453],[4.09],[2.26783305],[4.09]
37,[0.8193833],[-0.781],[2.019],[2.8],[1.19961668],[2.8]
38,[0.504111],[-0.318],[1.442],[1.76],[0.93788901],[1.76]
39,[0.3061745],[-0.299],[1.031],[1.33],[0.72482551],[1.33]
40,[0.24707708],[-0.769],[0.981],[1.75],[0.73392292],[1.75]
41,[0.36210194],[-0.687],[0.893],[1.58],[0.53089806],[1.58]
42,[0.31028637],[-0.578],[0.622],[1.2],[0.31171363],[1.2]
43,[0.31338772],[-0.428],[0.562],[0.99],[0.24861228],[0.99]
44,[0.21031874],[-0.219],[0.561],[0.78],[0.35068126],[0.78]
45,[0.31288454],[-0.091],[0.549],[0.64],[0.23611546],[0.64]
46,[0.2674921],[-0.047],[0.503],[0.55],[0.23550791],[0.55]
47,[0.25424945],[-0.029],[0.471],[0.5],[0.21675055],[0.5]
48,[0.27708456],[0.002],[0.442],[0.44],[0.16491544],[0.44]
49,[0.2328547],[0.004],[0.404],[0.4],[0.17114531],[0.4]
50,[0.19540578],[-0.002],[0.368],[0.37],[0.17259422],[0.37]
51,[0.06658294],[-0.002],[0.348],[0.35],[0.28141706],[0.35]
52,[0.05140774],[-0.013],[0.347],[0.36],[0.29559226],[0.36]
53,[0.11194183],[-0.001],[0.339],[0.34],[0.22705817],[0.34]
54,[0.21872729],[0.005],[0.315],[0.31],[0.09627271],[0.31]
55,[0.13169263],[-0.012],[0.288],[0.3],[0.15630737],[0.3]
56,[0.14787984],[-0.026],[0.264],[0.29],[0.11612016],[0.29]
57,[0.01586278],[0.065],[0.355],[0.29],[0.33913722],[0.29]
58,[0.23882979],[0.136],[0.426],[0.29],[0.18717021],[0.29]
