,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[0.13093935],[1.233],[7.783],[6.55],[7.65206065],[6.55]
1,[0.62412685],[-0.117],[8.153],[8.27],[7.52887315],[8.27]
2,[1.336898],[1.809],[11.039],[9.23],[9.70210203],[9.23]
3,[2.018464],[4.123],[13.883],[9.76],[11.86453591],[9.76]
4,[0.98144627],[2.343],[16.993],[14.65],[16.01155373],[14.65]
5,[0.9367077],[2.969],[11.899],[8.93],[10.96229232],[8.93]
6,[0.12429206],[1.888],[8.548],[6.66],[8.42370794],[6.66]
7,[0.18685406],[1.101],[6.731],[5.63],[6.54414594],[5.63]
8,[0.5630103],[2.142],[7.132],[4.99],[6.56898972],[4.99]
9,[1.164202],[3.358],[8.128],[4.77],[6.96379803],[4.77]
10,[1.5724332],[3.514],[8.544],[5.03],[6.97156677],[5.03]
11,[1.7638898],[4.75],[9.45],[4.7],[7.68611021],[4.7]
12,[1.7520428],[3.302],[8.512],[5.21],[6.75995723],[5.21]
13,[1.7965152],[3.194],[8.414],[5.22],[6.61748477],[5.22]
14,[1.7113965],[4.027],[8.057],[4.03],[6.34560354],[4.03]
15,[1.657726],[3.744],[7.474],[3.73],[5.81627395],[3.73]
16,[1.6628768],[3.21],[6.64],[3.43],[4.97712316],[3.43]
17,[1.620168],[2.558],[5.428],[2.87],[3.80783203],[2.87]
18,[1.4718943],[1.648],[4.328],[2.68],[2.85610574],[2.68]
19,[1.6276226],[2.394],[5.044],[2.65],[3.4163774],[2.65]
20,[2.3193789],[3.144],[7.154],[4.01],[4.83462115],[4.01]
21,[1.8481197],[3.914],[7.324],[3.41],[5.47588026],[3.41]
22,[1.5934706],[2.921],[5.851],[2.93],[4.25752943],[2.93]
23,[2.1501873],[4.106],[7.846],[3.74],[5.69581275],[3.74]
24,[2.0725517],[5.038],[8.308],[3.27],[6.23544827],[3.27]
25,[1.799319],[3.343],[6.473],[3.13],[4.67368097],[3.13]
26,[1.8112538],[2.942],[6.072],[3.13],[4.26074621],[3.13]
27,[2.3586955],[5.211],[8.191],[2.98],[5.83230449],[2.98]
28,[2.1102643],[3.36],[9.44],[6.08],[7.3297357],[6.08]
29,[1.5442975],[9.502],[14.932],[5.43],[13.38770254],[5.43]
30,[1.7086582],[4.728],[8.568],[3.84],[6.85934178],[3.84]
31,[0.6893821],[1.184],[4.244],[3.06],[3.55461792],[3.06]
32,[0.40064004],[0.584],[3.214],[2.63],[2.81335996],[2.63]
33,[0.41732815],[0.212],[2.482],[2.27],[2.06467185],[2.27]
34,[0.41799384],[0.19],[2.2],[2.01],[1.78200616],[2.01]
