,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[-0.30982023],[0.002],[0.252],[0.25],[0.56182023],[0.25]
1,[-0.2956861],[-0.008],[0.222],[0.23],[0.5176861],[0.23]
2,[-0.2730919],[0.021],[0.231],[0.21],[0.50409191],[0.21]
3,[-0.28129733],[0.028],[0.238],[0.21],[0.51929733],[0.21]
4,[-0.26629558],[0.024],[0.214],[0.19],[0.48029558],[0.19]
5,[-0.26085383],[0.015],[0.215],[0.2],[0.47585383],[0.2]
6,[-0.2585777],[0.024],[0.254],[0.23],[0.5125777],[0.23]
7,[-0.26950607],[0.038],[0.308],[0.27],[0.57750607],[0.27]
8,[-0.2884646],[0.003],[0.333],[0.33],[0.62146461],[0.33]
9,[-0.3109338],[-0.046],[0.324],[0.37],[0.6349338],[0.37]
10,[-0.31750965],[-0.095],[0.295],[0.39],[0.61250965],[0.39]
11,[-0.31771627],[-0.119],[0.261],[0.38],[0.57871627],[0.38]
12,[-0.31097707],[-0.12],[0.23],[0.35],[0.54097707],[0.35]
13,[-0.30740327],[-0.117],[0.203],[0.32],[0.51040327],[0.32]
14,[-0.28897998],[-0.102],[0.178],[0.28],[0.46697998],[0.28]
15,[-0.27230722],[-0.103],[0.157],[0.26],[0.42930722],[0.26]
16,[-0.26982373],[-0.092],[0.138],[0.23],[0.40782373],[0.23]
17,[-0.27037752],[-0.089],[0.121],[0.21],[0.39137752],[0.21]
18,[-0.27094126],[-0.084],[0.106],[0.19],[0.37694126],[0.19]
19,[-0.27167904],[-0.087],[0.093],[0.18],[0.36467904],[0.18]
20,[-0.28267062],[-0.061],[0.099],[0.16],[0.38167062],[0.16]
21,[-0.26302153],[0.072],[0.262],[0.19],[0.52502153],[0.19]
22,[-0.3091514],[0.088],[0.268],[0.18],[0.57715141],[0.18]
23,[-0.21687049],[0.281],[0.531],[0.25],[0.74787049],[0.25]
24,[-0.13730113],[0.603],[1.093],[0.49],[1.23030113],[0.49]
25,[-0.1898593],[-0.039],[1.431],[1.47],[1.6208593],[1.47]
26,[-0.387444],[-0.246],[1.314],[1.56],[1.70144399],[1.56]
27,[-0.37969092],[-0.658],[1.262],[1.92],[1.64169092],[1.92]
28,[-0.3304062],[-2.546],[1.584],[4.13],[1.91440619],[4.13]
29,[0.20892888],[-2.684],[5.566],[8.25],[5.35707112],[8.25]
30,[0.07821664],[0.156],[6.736],[6.58],[6.65778336],[6.58]
31,[0.0176899],[-0.384],[3.216],[3.6],[3.1983101],[3.6]
32,[0.03749949],[-0.323],[1.697],[2.02],[1.65950051],[2.02]
33,[0.067203],[-0.16],[1.16],[1.32],[1.092797],[1.32]
34,[0.08742565],[-0.158],[0.782],[0.94],[0.69457435],[0.94]
35,[0.07408451],[-0.034],[0.676],[0.71],[0.60191549],[0.71]
36,[0.05698226],[0.033],[0.603],[0.57],[0.54601774],[0.57]
37,[0.00011405],[0.03],[0.55],[0.52],[0.54988595],[0.52]
38,[-0.14040215],[-0.208],[0.542],[0.75],[0.68240215],[0.75]
39,[-0.18089235],[-0.355],[0.535],[0.89],[0.71589235],[0.89]
40,[-0.16697417],[-0.335],[0.495],[0.83],[0.66197417],[0.83]
41,[-0.27976263],[-0.355],[0.495],[0.85],[0.77476263],[0.85]
42,[-0.26808986],[-0.796],[0.794],[1.59],[1.06208986],[1.59]
43,[-0.36049116],[-0.927],[1.223],[2.15],[1.58349116],[2.15]
44,[-0.53331167],[-1.042],[1.588],[2.63],[2.12131167],[2.63]
45,[-0.5941983],[-0.674],[1.476],[2.15],[2.07019829],[2.15]
46,[-0.53899676],[-0.543],[1.067],[1.61],[1.60599676],[1.61]
47,[-0.41792658],[-0.454],[0.766],[1.22],[1.18392658],[1.22]
48,[-0.3416334],[-0.292],[0.648],[0.94],[0.98963341],[0.94]
49,[-0.2934014],[-0.192],[0.578],[0.77],[0.87140139],[0.77]
50,[-0.25349575],[-0.125],[0.525],[0.65],[0.77849575],[0.65]
51,[-0.32317856],[-0.057],[0.513],[0.57],[0.83617856],[0.57]
52,[-0.50524765],[-0.444],[0.566],[1.01],[1.07124765],[1.01]
53,[-0.7826302],[-1.449],[0.891],[2.34],[1.67363021],[2.34]
54,[-0.9610396],[-2.406],[1.404],[3.81],[2.3650396],[3.81]
55,[-0.7672445],[-2.13],[1.42],[3.55],[2.18724452],[3.55]
56,[-0.95588464],[-1.71],[1.29],[3.],[2.24588464],[3.]
57,[-0.78960294],[-2.209],[1.191],[3.4],[1.98060294],[3.4]
58,[-1.0850441],[-2.364],[1.326],[3.69],[2.41104415],[3.69]
59,[-0.72464114],[-1.364],[1.376],[2.74],[2.10064114],[2.74]
60,[-0.63086617],[-0.835],[1.095],[1.93],[1.72586617],[1.93]
61,[-0.50095326],[-0.539],[0.911],[1.45],[1.41195326],[1.45]
62,[-0.31017563],[-0.276],[0.774],[1.05],[1.08417563],[1.05]
63,[-0.16431502],[-0.123],[0.697],[0.82],[0.86131502],[0.82]
64,[-0.24223402],[-1.034],[0.666],[1.7],[0.90823402],[1.7]
65,[-0.36817446],[-1.351],[0.809],[2.16],[1.17717446],[2.16]
66,[-0.13214678],[-0.842],[0.868],[1.71],[1.00014678],[1.71]
67,[-0.34099215],[-0.762],[0.898],[1.66],[1.23899215],[1.66]
68,[0.06337159],[-0.444],[0.846],[1.29],[0.78262841],[1.29]
69,[0.12075383],[-0.257],[0.723],[0.98],[0.60224617],[0.98]
70,[0.1267043],[-0.145],[0.655],[0.8],[0.52829569],[0.8]
71,[-0.06489306],[-0.085],[0.685],[0.77],[0.74989306],[0.77]
72,[0.00213229],[-0.126],[0.644],[0.77],[0.64186771],[0.77]
73,[-0.00046805],[-0.134],[0.576],[0.71],[0.57646805],[0.71]
74,[-0.03461529],[-0.131],[0.529],[0.66],[0.56361529],[0.66]
75,[0.01450156],[-0.071],[0.489],[0.56],[0.47449844],[0.56]
76,[-0.02199459],[-0.052],[0.438],[0.49],[0.45999459],[0.49]
77,[-0.09424873],[-0.034],[0.396],[0.43],[0.49024873],[0.43]
78,[-0.00837733],[-0.032],[0.358],[0.39],[0.36637733],[0.39]
79,[-0.01770364],[-0.072],[0.338],[0.41],[0.35570364],[0.41]
80,[-0.22804728],[-0.216],[0.374],[0.59],[0.60204728],[0.59]
81,[0.1247767],[-0.279],[0.401],[0.68],[0.2762233],[0.68]
82,[0.19793493],[-0.207],[0.413],[0.62],[0.21506507],[0.62]
83,[0.35946214],[-0.14],[0.41],[0.55],[0.05053786],[0.55]
84,[0.13013545],[-0.095],[0.425],[0.52],[0.29486455],[0.52]
85,[0.25483286],[0.],[0.42],[0.42],[0.16516714],[0.42]
86,[0.25361085],[-0.001],[0.379],[0.38],[0.12538915],[0.38]
87,[0.12447454],[0.002],[0.342],[0.34],[0.21752546],[0.34]
88,[0.1559532],[-0.03],[0.31],[0.34],[0.1540468],[0.34]
89,[-0.02171933],[-0.035],[0.285],[0.32],[0.30671933],[0.32]
90,[0.00687163],[-0.017],[0.263],[0.28],[0.25612837],[0.28]
91,[-0.02916755],[-0.032],[0.238],[0.27],[0.26716755],[0.27]
92,[-0.08719324],[-0.023],[0.227],[0.25],[0.31419324],[0.25]
93,[-0.04649287],[-0.032],[0.218],[0.25],[0.26449287],[0.25]
94,[-0.15767124],[-0.054],[0.226],[0.28],[0.38367124],[0.28]
95,[0.05308858],[-0.034],[0.226],[0.26],[0.17291142],[0.26]
96,[0.15009719],[-0.022],[0.208],[0.23],[0.05790281],[0.23]
97,[0.19434224],[0.],[0.21],[0.21],[0.01565776],[0.21]
98,[0.12145013],[0.026],[0.206],[0.18],[0.08454987],[0.18]
99,[-0.0269005],[0.019],[0.189],[0.17],[0.2159005],[0.17]
