,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[0.02388596],[0.141],[0.371],[0.23],[0.34711404],[0.23]
1,[-0.03421758],[0.071],[0.271],[0.2],[0.30521758],[0.2]
2,[-0.05643774],[0.046],[0.246],[0.2],[0.30243774],[0.2]
3,[-0.01564174],[-0.163],[0.257],[0.42],[0.27264174],[0.42]
4,[-0.10221018],[-0.376],[0.664],[1.04],[0.76621018],[1.04]
5,[0.19552024],[0.348],[0.888],[0.54],[0.69247976],[0.54]
6,[0.05903978],[0.227],[0.637],[0.41],[0.57796022],[0.41]
7,[0.10245467],[0.216],[0.476],[0.26],[0.37354533],[0.26]
8,[-0.0253824],[0.142],[0.332],[0.19],[0.3573824],[0.19]
9,[-0.03661757],[0.129],[0.289],[0.16],[0.32561757],[0.16]
10,[-0.02395997],[0.107],[0.257],[0.15],[0.28095997],[0.15]
11,[3.4308527e-05],[0.059],[0.229],[0.17],[0.22896569],[0.17]
12,[0.0473659],[0.051],[0.211],[0.16],[0.1636341],[0.16]
13,[-0.0074955],[0.065],[0.195],[0.13],[0.2024955],[0.13]
14,[0.06919543],[0.063],[0.173],[0.11],[0.10380457],[0.11]
15,[0.03439986],[0.063],[0.153],[0.09],[0.11860014],[0.09]
16,[-0.01198916],[0.055],[0.135],[0.08],[0.14698916],[0.08]
17,[-0.00159897],[0.049],[0.119],[0.07],[0.12059897],[0.07]
18,[-0.01208679],[0.045],[0.105],[0.06],[0.11708679],[0.06]
19,[-0.10515454],[0.033],[0.093],[0.06],[0.19815454],[0.06]
20,[-0.24535322],[-0.365],[0.205],[0.57],[0.45035322],[0.57]
21,[-0.04656687],[-0.092],[0.278],[0.37],[0.32456687],[0.37]
22,[-0.06168613],[-0.029],[0.191],[0.22],[0.25268613],[0.22]
23,[-0.1801541],[-0.029],[0.181],[0.21],[0.3611541],[0.21]
24,[-0.09702028],[-0.003],[0.177],[0.18],[0.27402028],[0.18]
25,[-0.11849896],[0.016],[0.156],[0.14],[0.27449896],[0.14]
26,[-0.16006812],[0.018],[0.138],[0.12],[0.29806812],[0.12]
27,[-0.1772882],[0.013],[0.123],[0.11],[0.3002882],[0.11]
28,[-0.13624622],[-0.21],[0.11],[0.32],[0.24624622],[0.32]
29,[-0.19720289],[-0.179],[0.441],[0.62],[0.63820289],[0.62]
30,[0.07823077],[0.13],[0.56],[0.43],[0.48176923],[0.43]
31,[-0.07358539],[0.003],[0.383],[0.38],[0.45658539],[0.38]
32,[-0.02914795],[-0.02],[0.37],[0.39],[0.39914795],[0.39]
33,[0.02938248],[0.03],[0.28],[0.25],[0.25061752],[0.25]
34,[0.03173572],[0.044],[0.224],[0.18],[0.19226428],[0.18]
35,[-0.07581895],[0.044],[0.264],[0.22],[0.33981895],[0.22]
36,[0.01522191],[0.066],[0.256],[0.19],[0.24077809],[0.19]
37,[-0.00817724],[-0.156],[0.234],[0.39],[0.24217724],[0.39]
38,[-0.05404449],[-0.049],[0.221],[0.27],[0.27504449],[0.27]
39,[-0.0573565],[-0.995],[0.295],[1.29],[0.3523565],[1.29]
40,[-0.15998447],[-0.266],[0.674],[0.94],[0.83398447],[0.94]
41,[-0.08813872],[-0.85],[0.84],[1.69],[0.92813872],[1.69]
42,[-0.19579531],[-0.277],[2.033],[2.31],[2.22879531],[2.31]
43,[-0.01132929],[-0.091],[1.529],[1.62],[1.54032929],[1.62]
44,[-0.04991218],[-1.879],[1.121],[3.],[1.17091218],[3.]
45,[-0.03850355],[-0.577],[0.873],[1.45],[0.91150355],[1.45]
46,[0.04727282],[-0.075],[0.605],[0.68],[0.55772718],[0.68]
47,[-0.08456589],[-0.109],[0.461],[0.57],[0.54556589],[0.57]
48,[-0.02681808],[-0.007],[0.363],[0.37],[0.38981808],[0.37]
49,[-0.00637912],[-0.184],[0.316],[0.5],[0.32237912],[0.5]
50,[-0.0626898],[-0.237],[0.293],[0.53],[0.3556898],[0.53]
51,[-0.07914],[-4.098],[0.292],[4.39],[0.37114],[4.39]
52,[-0.21552935],[-1.702],[0.548],[2.25],[0.76352935],[2.25]
53,[-0.02034326],[-0.148],[0.692],[0.84],[0.71234326],[0.84]
54,[0.05321732],[-0.623],[0.497],[1.12],[0.44378268],[1.12]
55,[-0.22661196],[-0.925],[2.665],[3.59],[2.89161196],[3.59]
56,[0.08868425],[-0.253],[1.387],[1.64],[1.29831575],[1.64]
57,[-0.2376666],[-0.687],[0.833],[1.52],[1.07066661],[1.52]
58,[-0.03413189],[-0.433],[0.667],[1.1],[0.70113189],[1.1]
59,[0.07663894],[-0.16],[0.5],[0.66],[0.42336106],[0.66]
60,[0.00276463],[-0.033],[0.367],[0.4],[0.36423537],[0.4]
61,[0.00156144],[0.002],[0.322],[0.32],[0.32043856],[0.32]
62,[0.0131704],[0.032],[0.282],[0.25],[0.2688296],[0.25]
63,[0.0294285],[0.117],[0.247],[0.13],[0.2175715],[0.13]
64,[0.0344644],[0.087],[0.217],[0.13],[0.1825356],[0.13]
65,[-0.01882569],[-0.141],[0.199],[0.34],[0.21782569],[0.34]
66,[0.03014534],[-0.052],[0.198],[0.25],[0.16785466],[0.25]
67,[0.05364346],[0.017],[0.187],[0.17],[0.13335654],[0.17]
68,[0.06354099],[0.04],[0.18],[0.14],[0.11645901],[0.14]
69,[-0.02176671],[0.226],[0.366],[0.14],[0.38776671],[0.14]
70,[0.07224795],[0.322],[0.482],[0.16],[0.40975205],[0.16]
71,[0.03882736],[0.3],[0.62],[0.32],[0.58117264],[0.32]
72,[0.02166223],[0.523],[0.723],[0.2],[0.70133777],[0.2]
73,[0.02258465],[0.393],[0.503],[0.11],[0.48041535],[0.11]
74,[0.02979954],[0.14],[0.34],[0.2],[0.31020046],[0.2]
75,[0.02322924],[0.029],[0.279],[0.25],[0.25577076],[0.25]
76,[0.03945412],[0.009],[0.259],[0.25],[0.21954588],[0.25]
77,[-0.02253546],[-0.138],[0.732],[0.87],[0.75453546],[0.87]
78,[0.03996781],[0.375],[0.975],[0.6],[0.93503219],[0.6]
79,[0.00428725],[0.159],[0.549],[0.39],[0.54471275],[0.39]
80,[-0.03049391],[0.115],[0.385],[0.27],[0.41549391],[0.27]
81,[-0.00625146],[-0.034],[0.306],[0.34],[0.31225146],[0.34]
82,[0.00321227],[-0.04],[0.28],[0.32],[0.27678773],[0.32]
83,[-0.02863914],[0.037],[0.257],[0.22],[0.28563914],[0.22]
84,[-0.04619823],[0.12],[0.23],[0.11],[0.27619823],[0.11]
85,[-0.00350532],[0.025],[0.205],[0.18],[0.20850532],[0.18]
86,[-0.00344185],[0.03],[0.18],[0.15],[0.18344185],[0.15]
87,[-0.00038326],[0.038],[0.158],[0.12],[0.15838326],[0.12]
88,[-0.01498011],[0.014],[0.144],[0.13],[0.15898011],[0.13]
89,[-0.02411436],[-0.391],[0.159],[0.55],[0.18311436],[0.55]
90,[0.01326876],[-0.245],[0.185],[0.43],[0.17173124],[0.43]
91,[0.0201827],[-0.16],[0.18],[0.34],[0.1598173],[0.34]
92,[-0.01848372],[-0.058],[0.162],[0.22],[0.18048372],[0.22]
93,[0.02279801],[-0.024],[0.146],[0.17],[0.12320199],[0.17]
94,[0.01582979],[-0.012],[0.128],[0.14],[0.11217021],[0.14]
95,[0.01572916],[-0.008],[0.112],[0.12],[0.09627084],[0.12]
96,[0.01944719],[-0.002],[0.098],[0.1],[0.07855281],[0.1]
97,[0.02281621],[-0.004],[0.086],[0.09],[0.06318379],[0.09]
98,[0.03027373],[-0.005],[0.075],[0.08],[0.04472627],[0.08]
99,[0.02503584],[-0.014],[0.066],[0.08],[0.04096416],[0.08]
100,[0.05087114],[0.008],[0.068],[0.06],[0.01712886],[0.06]
101,[0.03836419],[-0.009],[0.081],[0.09],[0.04263581],[0.09]
102,[-0.00694888],[-0.044],[0.086],[0.13],[0.09294888],[0.13]
103,[0.00182118],[-0.02],[0.08],[0.1],[0.07817882],[0.1]
104,[0.00189951],[-0.019],[0.071],[0.09],[0.06910049],[0.09]
105,[0.00350472],[0.012],[0.062],[0.05],[0.05849528],[0.05]
