,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
60,[0.15084742],[-0.505],[2.425],[2.93],[2.27415258],[2.93]
61,[-0.02713075],[-0.837],[1.763],[2.6],[1.79013075],[2.6]
62,[-0.02539229],[-0.79],[1.41],[2.2],[1.43539229],[2.2]
63,[-0.02660441],[-0.51],[1.34],[1.85],[1.36660441],[1.85]
64,[0.07727534],[-0.26],[1.46],[1.72],[1.38272466],[1.72]
65,[-0.13240044],[0.922],[3.312],[2.39],[3.44440044],[2.39]
66,[0.37023628],[1.115],[4.305],[3.19],[3.93476372],[3.19]
67,[0.2503348],[0.117],[3.317],[3.2],[3.0666652],[3.2]
68,[0.16428246],[-0.35],[2.42],[2.77],[2.25571754],[2.77]
69,[0.11639699],[-0.528],[1.762],[2.29],[1.64560301],[2.29]
70,[0.1298551],[-0.475],[1.445],[1.92],[1.3151449],[1.92]
71,[0.13216555],[-0.187],[1.403],[1.59],[1.27083445],[1.59]
72,[0.14360477],[-0.099],[1.331],[1.43],[1.18739523],[1.43]
73,[0.19465017],[0.049],[1.349],[1.3],[1.15434983],[1.3]
74,[0.22497353],[0.188],[1.388],[1.2],[1.16302647],[1.2]
75,[0.2621131],[0.171],[1.421],[1.25],[1.15888691],[1.25]
76,[0.26057905],[0.272],[1.602],[1.33],[1.34142095],[1.33]
77,[0.24635306],[0.248],[1.958],[1.71],[1.71164694],[1.71]
78,[0.2556017],[0.057],[2.587],[2.53],[2.3313983],[2.53]
79,[0.37058675],[-0.16],[3.11],[3.27],[2.73941325],[3.27]
80,[0.2057888],[-0.378],[3.722],[4.1],[3.51621119],[4.1]
81,[0.3446582],[-0.011],[4.569],[4.58],[4.2243418],[4.58]
82,[0.4987046],[0.274],[4.874],[4.6],[4.37529539],[4.6]
83,[0.48935324],[0.224],[4.194],[3.97],[3.70464676],[3.97]
84,[0.21105841],[-0.018],[3.142],[3.16],[2.93094159],[3.16]
85,[-0.00420533],[0.202],[2.712],[2.51],[2.71620533],[2.51]
86,[-0.10934363],[0.315],[2.355],[2.04],[2.46434363],[2.04]
87,[-0.13421015],[0.24],[1.92],[1.68],[2.05421015],[1.68]
88,[-0.00127247],[0.813],[2.713],[1.9],[2.71427247],[1.9]
89,[-0.15156393],[0.969],[5.329],[4.36],[5.48056393],[4.36]
90,[-0.04480369],[-2.437],[8.113],[10.55],[8.15780369],[10.55]
91,[0.9118299],[-2.299],[7.931],[10.23],[7.01917011],[10.23]
92,[0.8243448],[-1.265],[5.885],[7.15],[5.06065519],[7.15]
93,[0.70902264],[-0.375],[4.685],[5.06],[3.97597736],[5.06]
94,[0.3806725],[0.056],[3.766],[3.71],[3.38532749],[3.71]
95,[0.16850486],[-0.032],[2.758],[2.79],[2.58949514],[2.79]
96,[0.06431019],[-0.142],[2.018],[2.16],[1.95368981],[2.16]
97,[0.00223218],[-0.203],[1.527],[1.73],[1.52476782],[1.73]
98,[-0.00045551],[-0.044],[1.356],[1.4],[1.35645551],[1.4]
99,[-0.02212669],[0.127],[1.227],[1.1],[1.24912669],[1.1]
100,[-0.06665413],[0.213],[1.113],[0.9],[1.17965413],[0.9]
101,[-0.05922537],[0.244],[1.034],[0.79],[1.09322537],[0.79]
102,[0.06536383],[0.283],[0.983],[0.7],[0.91763617],[0.7]
103,[0.00378908],[0.315],[0.915],[0.6],[0.91121092],[0.6]
104,[-0.02402496],[0.308],[0.828],[0.52],[0.85202496],[0.52]
105,[-0.03820118],[0.249],[0.749],[0.5],[0.78720118],[0.5]
106,[-0.0732619],[0.278],[0.678],[0.4],[0.7512619],[0.4]
107,[-0.06864817],[0.366],[0.716],[0.35],[0.78464817],[0.35]
108,[0.02254221],[0.548],[0.868],[0.32],[0.84545779],[0.32]
109,[0.07606188],[0.763],[1.053],[0.29],[0.97693812],[0.29]
110,[0.17467934],[0.827],[1.147],[0.32],[0.97232066],[0.32]
111,[-0.0083179],[0.783],[1.553],[0.77],[1.5613179],[0.77]
112,[0.24268866],[0.816],[1.926],[1.11],[1.68331134],[1.11]
113,[0.1710613],[0.191],[1.561],[1.37],[1.38993869],[1.37]
114,[-0.0087885],[-0.112],[2.468],[2.58],[2.4767885],[2.58]
115,[0.19891655],[-0.163],[2.947],[3.11],[2.74808345],[3.11]
116,[0.08388719],[-0.786],[2.214],[3.],[2.13011281],[3.]
117,[0.08044609],[-0.912],[1.748],[2.66],[1.66755391],[2.66]
118,[0.12311059],[-0.839],[1.561],[2.4],[1.43788941],[2.4]
119,[0.16041932],[-1.099],[1.441],[2.54],[1.28058068],[2.54]
120,[0.20071405],[-1.195],[1.305],[2.5],[1.10428595],[2.5]
121,[0.17231806],[-1.029],[1.181],[2.21],[1.00868194],[2.21]
122,[0.15562735],[-0.717],[1.143],[1.86],[0.98737265],[1.86]
123,[0.18699263],[-0.528],[1.312],[1.84],[1.12500737],[1.84]
124,[0.17701992],[-0.472],[1.398],[1.87],[1.22098008],[1.87]
125,[0.13828349],[-0.485],[1.295],[1.78],[1.15671651],[1.78]
126,[0.12672798],[-0.454],[1.226],[1.68],[1.09927202],[1.68]
127,[0.11589173],[-0.37],[1.15],[1.52],[1.03410827],[1.52]
128,[0.05237713],[-0.284],[1.066],[1.35],[1.01362287],[1.35]
129,[-0.11057276],[-0.088],[1.842],[1.93],[1.95257276],[1.93]
130,[0.34612757],[0.318],[2.778],[2.46],[2.43187243],[2.46]
131,[0.39477926],[-1.383],[2.237],[3.62],[1.84222074],[3.62]
132,[0.19194934],[-5.263],[3.257],[8.52],[3.06505066],[8.52]
133,[0.19681332],[-4.966],[4.724],[9.69],[4.52718668],[9.69]
134,[0.10370544],[-1.775],[5.685],[7.46],[5.58129456],[7.46]
135,[0.11467745],[0.363],[7.033],[6.67],[6.91832255],[6.67]
136,[0.23260957],[1.166],[7.276],[6.11],[7.04339043],[6.11]
137,[0.27842247],[1.402],[6.632],[5.23],[6.35357753],[5.23]
138,[0.13933963],[1.422],[5.512],[4.09],[5.37266037],[4.09]
139,[-0.00320429],[0.981],[4.041],[3.06],[4.04420429],[3.06]
140,[-0.08958234],[0.632],[2.962],[2.33],[3.05158234],[2.33]
141,[-0.04154849],[0.348],[2.178],[1.83],[2.21954849],[1.83]
142,[0.0118854],[0.141],[1.621],[1.48],[1.6091146],[1.48]
143,[0.02795127],[0.22],[1.4],[1.18],[1.37204873],[1.18]
144,[0.0484274],[0.329],[1.269],[0.94],[1.2205726],[0.94]
145,[0.09534912],[0.398],[1.158],[0.76],[1.06265088],[0.76]
146,[0.14963245],[0.427],[1.057],[0.63],[0.90736755],[0.63]
147,[0.16741782],[0.426],[0.956],[0.53],[0.78858218],[0.53]
148,[0.17526251],[0.405],[0.865],[0.46],[0.68973749],[0.46]
149,[0.14179245],[0.382],[0.782],[0.4],[0.64020755],[0.4]
150,[0.06746364],[0.357],[0.707],[0.35],[0.63953636],[0.35]
151,[0.01080637],[0.329],[0.639],[0.31],[0.62819363],[0.31]
152,[-0.03026137],[0.308],[0.578],[0.27],[0.60826137],[0.27]
153,[-0.04405458],[0.274],[0.524],[0.25],[0.56805458],[0.25]
154,[-0.03820181],[0.255],[0.475],[0.22],[0.51320181],[0.22]
155,[-0.02205151],[0.231],[0.431],[0.2],[0.45305151],[0.2]
156,[-0.02764817],[0.209],[0.389],[0.18],[0.41664817],[0.18]
157,[-0.01698214],[0.19],[0.35],[0.16],[0.36698214],[0.16]
158,[-0.02408715],[0.166],[0.316],[0.15],[0.34008715],[0.15]
159,[0.0017423],[0.149],[0.289],[0.14],[0.2872577],[0.14]
160,[-0.00891533],[0.136],[0.266],[0.13],[0.27491533],[0.13]
161,[0.03420285],[0.121],[0.241],[0.12],[0.20679715],[0.12]
162,[0.05164707],[0.097],[0.217],[0.12],[0.16535293],[0.12]
163,[0.05802667],[0.089],[0.209],[0.12],[0.15097333],[0.12]
164,[0.09306915],[0.114],[0.234],[0.12],[0.14093085],[0.12]
165,[0.04399415],[0.133],[0.253],[0.12],[0.20900585],[0.12]
166,[0.03294403],[0.128],[0.258],[0.13],[0.22505597],[0.13]
167,[0.11178309],[0.142],[0.272],[0.13],[0.16021691],[0.13]
168,[0.03488533],[0.15],[0.28],[0.13],[0.24511467],[0.13]
169,[-0.12343307],[0.146],[0.266],[0.12],[0.38943307],[0.12]
170,[-0.1393509],[0.089],[0.239],[0.15],[0.37835091],[0.15]
171,[-0.09357631],[0.055],[0.225],[0.17],[0.31857631],[0.17]
172,[0.00240661],[0.06],[0.23],[0.17],[0.22759339],[0.17]
173,[0.09949984],[0.221],[0.471],[0.25],[0.37150016],[0.25]
174,[0.17948247],[0.264],[0.884],[0.62],[0.70451753],[0.62]
175,[0.16041806],[-0.128],[1.442],[1.57],[1.28158194],[1.57]
176,[0.04776483],[-0.673],[3.807],[4.48],[3.75923517],[4.48]
177,[0.3034729],[-1.949],[5.641],[7.59],[5.33752709],[7.59]
178,[0.3364128],[-1.409],[5.681],[7.09],[5.34458721],[7.09]
179,[0.17956737],[-0.669],[4.761],[5.43],[4.58143263],[5.43]
180,[0.11999664],[-0.534],[3.576],[4.11],[3.45600336],[4.11]
181,[0.04003153],[-0.556],[2.704],[3.26],[2.66396847],[3.26]
182,[-0.11892815],[-0.55],[2.01],[2.56],[2.12892815],[2.56]
183,[-0.15392704],[-0.53],[1.53],[2.06],[1.68392704],[2.06]
184,[-0.10167158],[-0.448],[1.412],[1.86],[1.51367158],[1.86]
185,[-0.01516934],[-0.275],[1.505],[1.78],[1.52016934],[1.78]
186,[0.05665719],[0.035],[1.705],[1.67],[1.64834281],[1.67]
187,[0.07901441],[0.552],[2.072],[1.52],[1.99298559],[1.52]
188,[0.14787638],[0.993],[2.353],[1.36],[2.20512362],[1.36]
189,[0.16453953],[1.125],[2.285],[1.16],[2.12046047],[1.16]
190,[0.19611335],[0.991],[1.981],[0.99],[1.78488665],[0.99]
191,[0.19276136],[0.697],[1.557],[0.86],[1.36423864],[0.86]
192,[0.17993805],[0.666],[1.416],[0.75],[1.23606195],[0.75]
193,[0.20182063],[0.651],[1.321],[0.67],[1.11917937],[0.67]
194,[0.21626325],[0.664],[1.294],[0.63],[1.07773675],[0.63]
195,[0.2413577],[0.765],[1.445],[0.68],[1.2036423],[0.68]
196,[0.168722],[0.624],[1.484],[0.86],[1.315278],[0.86]
197,[0.15241717],[0.301],[1.331],[1.03],[1.17858283],[1.03]
198,[0.15361737],[0.017],[1.257],[1.24],[1.10338263],[1.24]
199,[0.18851212],[-0.227],[1.373],[1.6],[1.18448788],[1.6]
200,[0.22926351],[-0.239],[1.701],[1.94],[1.47173649],[1.94]
201,[0.09275977],[-0.418],[1.702],[2.12],[1.60924023],[2.12]
202,[0.05486576],[-0.606],[1.434],[2.04],[1.37913424],[2.04]
203,[-0.12691398],[-0.214],[2.116],[2.33],[2.24291398],[2.33]
204,[0.33010608],[-0.121],[3.309],[3.43],[2.97889392],[3.43]
205,[0.4763041],[-0.662],[3.638],[4.3],[3.16169589],[4.3]
206,[0.34194165],[-0.901],[3.199],[4.1],[2.85705835],[4.1]
207,[0.1809216],[-0.981],[2.409],[3.39],[2.2280784],[3.39]
208,[-0.00197434],[-0.884],[1.796],[2.68],[1.79797434],[2.68]
209,[-0.093916],[-0.674],[1.456],[2.13],[1.549916],[2.13]
210,[-0.08825846],[-0.349],[1.371],[1.72],[1.45925846],[1.72]
211,[-0.04027499],[-0.028],[1.392],[1.42],[1.43227499],[1.42]
212,[-0.01229414],[0.311],[1.461],[1.15],[1.47329414],[1.15]
213,[0.01386457],[0.458],[1.648],[1.19],[1.63413543],[1.19]
214,[0.01377353],[0.584],[1.894],[1.31],[1.88022647],[1.31]
215,[0.05660982],[0.668],[2.078],[1.41],[2.02139018],[1.41]
216,[0.04457971],[1.096],[2.566],[1.47],[2.52142029],[1.47]
217,[0.13409497],[1.13],[2.62],[1.49],[2.48590503],[1.49]
218,[0.15696616],[0.622],[2.042],[1.42],[1.88503384],[1.42]
219,[0.17899509],[0.53],[1.94],[1.41],[1.76100491],[1.41]
220,[0.20368913],[0.607],[2.097],[1.49],[1.89331087],[1.49]
221,[0.10986477],[0.395],[1.875],[1.48],[1.76513523],[1.48]
222,[0.09485434],[0.111],[1.501],[1.39],[1.40614566],[1.39]
223,[0.10123287],[0.07],[1.33],[1.26],[1.22876713],[1.26]
224,[0.0936157],[0.142],[1.232],[1.09],[1.1383843],[1.09]
225,[0.00923524],[0.194],[1.144],[0.95],[1.13476476],[0.95]
226,[0.05016287],[0.212],[1.042],[0.83],[0.99183713],[0.83]
227,[0.13824762],[0.236],[0.946],[0.71],[0.80775238],[0.71]
228,[0.18724668],[0.228],[0.848],[0.62],[0.66075332],[0.62]
229,[0.17374848],[0.22],[0.76],[0.54],[0.58625152],[0.54]
230,[0.1927096],[0.213],[0.693],[0.48],[0.50029041],[0.48]
231,[0.20342809],[0.235],[0.655],[0.42],[0.45157191],[0.42]
232,[0.18569164],[0.238],[0.608],[0.37],[0.42230836],[0.37]
233,[0.15785114],[0.21],[0.54],[0.33],[0.38214886],[0.33]
234,[0.14592819],[0.179],[0.479],[0.3],[0.33307181],[0.3]
235,[0.12410877],[0.155],[0.425],[0.27],[0.30089123],[0.27]
236,[0.14464572],[0.125],[0.375],[0.25],[0.23035428],[0.25]
237,[0.04178234],[0.108],[0.328],[0.22],[0.28621766],[0.22]
238,[0.05063189],[0.079],[0.289],[0.21],[0.23836811],[0.21]
239,[-0.0393568],[0.064],[0.254],[0.19],[0.2933568],[0.19]
240,[-0.06253962],[0.081],[0.261],[0.18],[0.32353962],[0.18]
241,[0.02721981],[0.132],[0.292],[0.16],[0.26478019],[0.16]
242,[0.03559808],[0.127],[0.277],[0.15],[0.24140192],[0.15]
243,[-0.0801778],[0.099],[0.239],[0.14],[0.3191778],[0.14]
244,[-0.12826405],[0.073],[0.203],[0.13],[0.33126405],[0.13]
245,[-0.1324742],[0.031],[0.171],[0.14],[0.3034742],[0.14]
246,[-0.02887905],[0.04],[0.2],[0.16],[0.22887905],[0.16]
247,[0.01423116],[0.077],[0.227],[0.15],[0.21276884],[0.15]
248,[0.02501634],[0.079],[0.219],[0.14],[0.19398366],[0.14]
249,[0.0564014],[0.078],[0.208],[0.13],[0.1515986],[0.13]
250,[0.06337973],[0.075],[0.205],[0.13],[0.14162027],[0.13]
251,[0.06479035],[0.102],[0.232],[0.13],[0.16720965],[0.13]
252,[0.03970981],[0.107],[0.237],[0.13],[0.19729019],[0.13]
253,[0.00217964],[0.094],[0.214],[0.12],[0.21182036],[0.12]
254,[0.09938055],[0.085],[0.215],[0.13],[0.11561945],[0.13]
255,[0.1156444],[0.094],[0.244],[0.15],[0.1283556],[0.15]
256,[0.0906026],[0.089],[0.239],[0.15],[0.1483974],[0.15]
257,[0.05044197],[0.053],[0.203],[0.15],[0.15255803],[0.15]
258,[-0.0478746],[0.029],[0.169],[0.14],[0.2168746],[0.14]
259,[-0.1002256],[-0.001],[0.139],[0.14],[0.2392256],[0.14]
260,[-0.12234376],[-0.019],[0.111],[0.13],[0.23334376],[0.13]
261,[-0.11968127],[-0.034],[0.086],[0.12],[0.20568127],[0.12]
262,[-0.11368789],[-0.048],[0.062],[0.11],[0.17568789],[0.11]
263,[-0.11487155],[-0.055],[0.055],[0.11],[0.16987155],[0.11]
264,[-0.09326023],[-0.053],[0.047],[0.1],[0.14026023],[0.1]
265,[-0.0814493],[-0.073],[0.027],[0.1],[0.1084493],[0.1]
266,[-0.09315938],[-0.074],[0.016],[0.09],[0.10915938],[0.09]
267,[-0.10175963],[-0.073],[0.007],[0.08],[0.10875963],[0.08]
268,[-0.12932454],[0.008],[0.088],[0.08],[0.21732454],[0.08]
269,[0.02093846],[0.074],[0.154],[0.08],[0.13306154],[0.08]
270,[-0.0196545],[0.091],[0.201],[0.11],[0.2206545],[0.11]
271,[0.032145],[0.132],[0.262],[0.13],[0.229855],[0.13]
272,[-0.01788799],[0.113],[0.243],[0.13],[0.26088799],[0.13]
273,[-0.06899105],[0.065],[0.205],[0.14],[0.27399105],[0.14]
274,[-0.10668001],[0.031],[0.171],[0.14],[0.27768001],[0.14]
275,[-0.10284501],[-0.001],[0.139],[0.14],[0.24184501],[0.14]
276,[-0.07873784],[-0.029],[0.111],[0.14],[0.18973784],[0.14]
277,[-0.03073512],[0.005],[0.175],[0.17],[0.20573512],[0.17]
278,[0.08567846],[0.14],[0.34],[0.2],[0.25432154],[0.2]
279,[0.07806949],[0.215],[0.425],[0.21],[0.34693051],[0.21]
280,[0.01901785],[0.188],[0.408],[0.22],[0.38898215],[0.22]
281,[0.00427355],[0.146],[0.366],[0.22],[0.36172645],[0.22]
282,[-0.01041725],[0.096],[0.316],[0.22],[0.32641725],[0.22]
283,[-0.04886763],[0.05],[0.27],[0.22],[0.31886763],[0.22]
284,[-0.09136322],[0.059],[0.279],[0.22],[0.37036322],[0.22]
285,[-0.07075655],[0.098],[0.308],[0.21],[0.37875655],[0.21]
286,[-0.07881275],[0.085],[0.285],[0.2],[0.36381275],[0.2]
287,[-0.07829852],[0.076],[0.276],[0.2],[0.35429852],[0.2]
288,[-0.07181567],[0.067],[0.267],[0.2],[0.33881567],[0.2]
289,[-0.05791934],[0.043],[0.233],[0.19],[0.29091934],[0.19]
290,[-0.03767136],[0.049],[0.229],[0.18],[0.26667136],[0.18]
291,[-0.04112327],[0.059],[0.229],[0.17],[0.27012327],[0.17]
292,[-0.07114829],[0.043],[0.203],[0.16],[0.27414829],[0.16]
293,[-0.0864948],[0.008],[0.168],[0.16],[0.2544948],[0.16]
294,[-0.08724754],[-0.014],[0.136],[0.15],[0.22324754],[0.15]
295,[-0.08701976],[-0.033],[0.107],[0.14],[0.19401976],[0.14]
296,[-0.09185325],[-0.043],[0.087],[0.13],[0.17885325],[0.13]
297,[-0.08973032],[-0.055],[0.075],[0.13],[0.16473032],[0.13]
298,[-0.08730431],[-0.064],[0.056],[0.12],[0.14330431],[0.12]
299,[-0.0945745],[-0.075],[0.035],[0.11],[0.1295745],[0.11]
300,[-0.10015938],[-0.085],[0.015],[0.1],[0.11515938],[0.1]
301,[-0.09464771],[-0.1],[0.],[0.1],[0.09464771],[0.1]
302,[-0.08294842],[-0.09],[0.],[0.09],[0.08294842],[0.09]
303,[-0.07622163],[-0.09],[0.],[0.09],[0.07622163],[0.09]
304,[-0.06289621],[-0.08],[0.],[0.08],[0.06289621],[0.08]
305,[-0.06062244],[-0.08],[0.],[0.08],[0.06062244],[0.08]
306,[-0.0534039],[-0.07],[0.],[0.07],[0.0534039],[0.07]
307,[-0.05093603],[-0.07],[0.],[0.07],[0.05093603],[0.07]
308,[-0.05007659],[-0.06],[0.],[0.06],[0.05007659],[0.06]
309,[-0.05305408],[-0.06],[0.],[0.06],[0.05305408],[0.06]
310,[-0.05983993],[-0.05],[0.],[0.05],[0.05983993],[0.05]
311,[-0.06618738],[-0.05],[0.],[0.05],[0.06618738],[0.05]
312,[-0.06946091],[-0.04],[0.],[0.04],[0.06946091],[0.04]
313,[-0.07462823],[-0.04],[0.],[0.04],[0.07462823],[0.04]
314,[-0.04304339],[-0.037],[0.003],[0.04],[0.04604339],[0.04]
315,[-0.03512257],[-0.034],[0.006],[0.04],[0.04112257],[0.04]
316,[-0.06580631],[-0.04],[0.],[0.04],[0.06580631],[0.04]
317,[-0.04298432],[-0.04],[0.],[0.04],[0.04298432],[0.04]
318,[-0.05815944],[-0.04],[0.],[0.04],[0.05815944],[0.04]
319,[-0.06501059],[-0.03],[0.],[0.03],[0.06501059],[0.03]
320,[-0.05854499],[-0.03],[0.],[0.03],[0.05854499],[0.03]
321,[-0.01721682],[-0.026],[0.004],[0.03],[0.02121682],[0.03]
322,[-0.05403315],[-0.03],[0.],[0.03],[0.05403315],[0.03]
323,[-0.05132757],[-0.03],[0.],[0.03],[0.05132757],[0.03]
324,[0.02291543],[0.001],[0.041],[0.04],[0.01808457],[0.04]
325,[0.1988681],[0.184],[0.244],[0.06],[0.0451319],[0.06]
326,[0.53980345],[0.325],[0.385],[0.06],[-0.15480345],[0.06]
327,[0.17766736],[0.301],[0.351],[0.05],[0.17333264],[0.05]
328,[0.04754761],[0.279],[0.329],[0.05],[0.28145239],[0.05]
329,[0.04246743],[0.279],[0.329],[0.05],[0.28653257],[0.05]
330,[0.11487059],[0.315],[0.375],[0.06],[0.26012941],[0.06]
331,[0.15203767],[0.372],[0.442],[0.07],[0.28996233],[0.07]
332,[0.14237447],[0.418],[0.498],[0.08],[0.35562553],[0.08]
333,[0.00333349],[0.413],[0.493],[0.08],[0.48966651],[0.08]
334,[-0.01752059],[0.351],[0.431],[0.08],[0.44852059],[0.08]
335,[0.04114944],[0.331],[0.401],[0.07],[0.35985056],[0.07]
336,[0.09382818],[0.342],[0.422],[0.08],[0.32817182],[0.08]
337,[-0.00585903],[0.344],[0.414],[0.07],[0.41985903],[0.07]
338,[-0.00567886],[0.291],[0.361],[0.07],[0.36667886],[0.07]
339,[-0.00639011],[0.242],[0.312],[0.07],[0.31839011],[0.07]
340,[-0.00428389],[0.198],[0.268],[0.07],[0.27228389],[0.07]
341,[0.00397794],[0.158],[0.228],[0.07],[0.22402206],[0.07]
342,[0.03621059],[0.131],[0.201],[0.07],[0.16478941],[0.07]
343,[0.03837247],[0.117],[0.187],[0.07],[0.14862753],[0.07]
344,[0.10751964],[0.117],[0.197],[0.08],[0.08948036],[0.08]
345,[0.01693112],[0.127],[0.197],[0.07],[0.18006888],[0.07]
346,[0.12559251],[0.136],[0.206],[0.07],[0.08040749],[0.07]
347,[0.20490909],[0.195],[0.275],[0.08],[0.07009091],[0.08]
348,[0.23944595],[0.273],[0.353],[0.08],[0.11355405],[0.08]
349,[0.49263906],[0.384],[0.524],[0.14],[0.03136094],[0.14]
350,[0.8051635],[0.525],[0.765],[0.24],[-0.0401635],[0.24]
351,[0.8042422],[0.633],[0.913],[0.28],[0.10875781],[0.28]
352,[0.6181679],[0.515],[0.945],[0.43],[0.32683212],[0.43]
353,[0.2401689],[0.194],[0.884],[0.69],[0.6438311],[0.69]
354,[0.03669719],[-0.123],[0.787],[0.91],[0.75030281],[0.91]
355,[0.03441651],[-0.312],[0.708],[1.02],[0.67358349],[1.02]
356,[0.13929473],[-0.341],[0.709],[1.05],[0.56970527],[1.05]
357,[0.22206068],[-0.233],[0.817],[1.05],[0.59493932],[1.05]
358,[0.1236828],[-0.165],[0.855],[1.02],[0.7313172],[1.02]
359,[0.0315503],[-0.158],[0.782],[0.94],[0.7504497],[0.94]
360,[0.00966755],[-0.138],[0.702],[0.84],[0.69233245],[0.84]
361,[0.01266047],[-0.125],[0.625],[0.75],[0.61233953],[0.75]
362,[0.10593584],[-0.071],[0.599],[0.67],[0.49306416],[0.67]
363,[0.06545244],[-0.006],[0.594],[0.6],[0.52854756],[0.6]
364,[0.19716947],[0.104],[0.654],[0.55],[0.45683053],[0.55]
365,[0.27235347],[0.264],[0.784],[0.52],[0.51164653],[0.52]
366,[0.31060427],[0.208],[0.858],[0.65],[0.54739573],[0.65]
367,[0.34729707],[0.028],[0.918],[0.89],[0.57070293],[0.89]
