,timestamp,mm,grC,grC.1,m3/s,evapo_transp,grC1,grC2,grC3,grC4,grC5,grC6,grC7,grC8,grC9,grC10,mm1,mm2,mm3,mm4,mm5,mm6,mm7,mm8,mm9,mm10,EPOT,Q_obs,Q_sim,Residual
0,2000-01-01,0.0,-1.76,-1.76,0.39,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.39,0.0,-0.39
1,2000-01-02,0.0,-0.48,-0.48,0.33,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.33,0.0,-0.33
2,2000-01-03,6.39,0.62,0.62,0.34,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.34,0.258,-0.08200000000000003
3,2000-01-04,0.0,0.67,0.67,0.33,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.33,0.459,0.12899999999999995
4,2000-01-05,5.04,-0.12,-0.12,0.34,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.34,0.455,0.115
5,2000-01-06,3.04,-0.74,-0.74,0.36,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.36,0.463,0.10299999999999998
6,2000-01-07,9.16,1.51,1.51,0.57,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.57,0.757,0.18700000000000008
7,2000-01-08,15.96,2.78,2.78,1.36,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.36,2.045,0.6849999999999998
8,2000-01-09,17.26,3.43,3.43,3.15,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.15,7.358,4.208
9,2000-01-10,4.58,2.05,2.05,2.67,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.67,4.127,1.457
10,2000-01-11,9.51,2.02,2.02,2.33,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.33,3.15,0.8199999999999998
11,2000-01-12,11.66,1.74,1.74,2.1,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.1,4.0680000000000005,1.9680000000000004
12,2000-01-13,18.69,-0.07,-0.07,1.68,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.68,2.629,0.9489999999999996
13,2000-01-14,5.42,-1.66,-1.66,1.26,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.26,1.986,0.726
14,2000-01-15,6.82,0.09,0.09,1.05,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.05,1.715,0.665
15,2000-01-16,15.21,0.61,0.61,1.51,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.51,1.932,0.4219999999999999
16,2000-01-17,13.41,0.9,0.9,2.21,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,2.21,3.173,0.963
17,2000-01-18,7.93,0.45,0.45,1.98,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,1.98,2.8280000000000003,0.8480000000000003
18,2000-01-19,7.86,-2.82,-2.82,1.51,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,1.51,2.103,0.5930000000000002
19,2000-01-20,3.72,-4.31,-4.31,1.15,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,1.15,1.72,0.5700000000000001
20,2000-01-21,3.34,-8.02,-8.02,0.86,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.86,1.391,0.531
21,2000-01-22,2.34,-9.81,-9.81,0.72,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.72,1.124,0.40400000000000014
22,2000-01-23,0.41,-9.44,-9.44,0.61,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.61,0.895,0.28500000000000003
23,2000-01-24,4.1,-5.5,-5.5,0.54,0.1,0.6463636363636363,0.7963636363636362,0.9588636363636363,1.1338636363636363,1.4238636363636363,1.7663636363636361,2.1563636363636363,2.621363636363636,3.1338636363636363,4.268863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.54,0.7290000000000001,0.18900000000000008
