,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[0.0687538],[0.369],[0.669],[0.3],[0.6002462],[0.3]
1,[0.05886916],[0.357],[0.607],[0.25],[0.54813084],[0.25]
2,[0.07460119],[0.321],[0.551],[0.23],[0.47639881],[0.23]
3,[0.04360054],[0.28],[0.51],[0.23],[0.46639946],[0.23]
4,[-0.10671165],[0.355],[0.665],[0.31],[0.77171165],[0.31]
5,[0.11105378],[0.112],[0.662],[0.55],[0.55094622],[0.55]
6,[-0.2122004],[-0.086],[0.804],[0.89],[1.0162004],[0.89]
7,[0.14020781],[0.03],[0.86],[0.83],[0.71979219],[0.83]
8,[0.09754924],[-0.003],[0.607],[0.61],[0.50945076],[0.61]
9,[-0.11439837],[0.19],[0.88],[0.69],[0.99439837],[0.69]
10,[0.23149884],[-0.189],[0.991],[1.18],[0.75950116],[1.18]
11,[0.09155147],[-0.475],[0.695],[1.17],[0.60344853],[1.17]
12,[-0.2562619],[-0.973],[0.897],[1.87],[1.15326189],[1.87]
13,[-0.05841623],[-1.857],[1.073],[2.93],[1.13141623],[2.93]
14,[-0.18310577],[-1.005],[0.845],[1.85],[1.02810577],[1.85]
15,[-0.15721866],[-0.604],[0.666],[1.27],[0.82321866],[1.27]
16,[-0.13051888],[-0.384],[0.606],[0.99],[0.73651888],[0.99]
17,[-0.1498026],[-0.189],[0.601],[0.79],[0.7508026],[0.79]
18,[-0.03476266],[-0.074],[0.586],[0.66],[0.62076266],[0.66]
19,[-0.03249333],[-0.012],[0.538],[0.55],[0.57049333],[0.55]
20,[0.03057633],[0.019],[0.489],[0.47],[0.45842367],[0.47]
21,[0.05427262],[0.014],[0.444],[0.43],[0.38972738],[0.43]
22,[0.09072392],[0.022],[0.402],[0.38],[0.31127608],[0.38]
23,[0.08279823],[0.028],[0.368],[0.34],[0.28520177],[0.34]
24,[0.10317744],[0.027],[0.337],[0.31],[0.23382256],[0.31]
25,[0.09931158],[0.005],[0.305],[0.3],[0.20568842],[0.3]
26,[0.11126319],[0.006],[0.276],[0.27],[0.16473681],[0.27]
27,[0.12363061],[0.009],[0.249],[0.24],[0.12536939],[0.24]
28,[0.13079333],[0.005],[0.225],[0.22],[0.09420667],[0.22]
29,[0.11616334],[0.003],[0.203],[0.2],[0.08683666],[0.2]
30,[0.07486413],[-0.007],[0.183],[0.19],[0.10813587],[0.19]
31,[0.05441054],[-0.046],[0.164],[0.21],[0.10958946],[0.21]
32,[0.05170106],[-0.646],[0.194],[0.84],[0.14229894],[0.84]
33,[0.06916876],[-0.991],[0.229],[1.22],[0.15983124],[1.22]
34,[0.02029639],[-0.82],[0.35],[1.17],[0.32970361],[1.17]
35,[0.6342478],[-2.314],[1.586],[3.9],[0.95175222],[3.9]
36,[0.5934184],[-0.637],[3.453],[4.09],[2.85958158],[4.09]
37,[0.22779149],[-0.781],[2.019],[2.8],[1.79120851],[2.8]
38,[0.16559845],[-0.318],[1.442],[1.76],[1.27640155],[1.76]
39,[0.23551878],[-0.299],[1.031],[1.33],[0.79548122],[1.33]
40,[0.563081],[-0.769],[0.981],[1.75],[0.41791897],[1.75]
41,[0.39726266],[-0.687],[0.893],[1.58],[0.49573734],[1.58]
42,[0.2719548],[-0.578],[0.622],[1.2],[0.3500452],[1.2]
43,[0.2093606],[-0.428],[0.562],[0.99],[0.3526394],[0.99]
44,[0.1111098],[-0.219],[0.561],[0.78],[0.4498902],[0.78]
45,[0.10477186],[-0.091],[0.549],[0.64],[0.44422814],[0.64]
46,[0.05896483],[-0.047],[0.503],[0.55],[0.44403517],[0.55]
47,[0.04456198],[-0.029],[0.471],[0.5],[0.42643802],[0.5]
48,[0.05264265],[0.002],[0.442],[0.44],[0.38935735],[0.44]
49,[0.04918057],[0.004],[0.404],[0.4],[0.35481943],[0.4]
50,[0.04216852],[-0.002],[0.368],[0.37],[0.32583148],[0.37]
51,[0.11248586],[-0.002],[0.348],[0.35],[0.23551414],[0.35]
52,[0.14621016],[-0.013],[0.347],[0.36],[0.20078984],[0.36]
53,[0.09215654],[-0.001],[0.339],[0.34],[0.24684346],[0.34]
54,[0.08697178],[0.005],[0.315],[0.31],[0.22802822],[0.31]
