,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[0.04712836],[0.077],[0.207],[0.13],[0.15987164],[0.13]
1,[0.04397547],[0.057],[0.187],[0.13],[0.14302453],[0.13]
2,[0.04004591],[0.039],[0.169],[0.13],[0.12895409],[0.13]
3,[0.03511741],[0.031],[0.171],[0.14],[0.13588259],[0.14]
4,[0.04143479],[0.012],[0.232],[0.22],[0.19056521],[0.22]
5,[0.07091122],[0.026],[0.276],[0.25],[0.20508878],[0.25]
6,[0.04170578],[0.01],[0.26],[0.25],[0.21829422],[0.25]
7,[0.02444467],[0.009],[0.239],[0.23],[0.21455533],[0.23]
8,[0.01873863],[-0.004],[0.216],[0.22],[0.19726137],[0.22]
9,[0.01276454],[-0.004],[0.196],[0.2],[0.18323546],[0.2]
10,[0.00739301],[-0.013],[0.177],[0.19],[0.16960699],[0.19]
11,[0.00410325],[-0.02],[0.16],[0.18],[0.15589675],[0.18]
12,[0.0004795],[-0.008],[0.162],[0.17],[0.1615205],[0.17]
13,[0.00176525],[0.012],[0.162],[0.15],[0.16023475],[0.15]
14,[0.00676567],[-0.004],[0.146],[0.15],[0.13923433],[0.15]
15,[0.00827766],[-0.009],[0.131],[0.14],[0.12272234],[0.14]
16,[0.00475279],[-0.012],[0.118],[0.13],[0.11324721],[0.13]
17,[0.00595883],[-0.014],[0.106],[0.12],[0.10004117],[0.12]
18,[0.00541925],[-0.026],[0.094],[0.12],[0.08858075],[0.12]
19,[0.00379185],[-0.019],[0.101],[0.12],[0.09720815],[0.12]
20,[-0.05339677],[-0.038],[0.202],[0.24],[0.25539677],[0.24]
21,[0.09737054],[-0.01],[0.3],[0.31],[0.20262946],[0.31]
22,[0.06999835],[-0.004],[0.296],[0.3],[0.22600165],[0.3]
23,[0.0283431],[-0.024],[0.346],[0.37],[0.3176569],[0.37]
24,[0.05286848],[0.021],[0.391],[0.37],[0.33813152],[0.37]
25,[0.02750956],[0.004],[0.354],[0.35],[0.32649044],[0.35]
26,[0.01055978],[0.003],[0.323],[0.32],[0.31244022],[0.32]
27,[-0.00280608],[0.009],[0.299],[0.29],[0.30180608],[0.29]
28,[-0.00578364],[-0.003],[0.277],[0.28],[0.28278364],[0.28]
29,[-0.0001924],[0.004],[0.284],[0.28],[0.2841924],[0.28]
30,[0.02020932],[0.036],[0.306],[0.27],[0.28579068],[0.27]
31,[0.01905382],[0.047],[0.307],[0.26],[0.28794618],[0.26]
32,[0.01215139],[0.041],[0.291],[0.25],[0.27884861],[0.25]
33,[-0.00028914],[0.037],[0.267],[0.23],[0.26728914],[0.23]
34,[-0.00476538],[0.025],[0.245],[0.22],[0.24976538],[0.22]
35,[-0.03444159],[0.065],[0.275],[0.21],[0.30944159],[0.21]
36,[0.03794175],[0.095],[0.325],[0.23],[0.28705825],[0.23]
37,[0.03383938],[0.099],[0.389],[0.29],[0.35516062],[0.29]
38,[0.08988447],[0.124],[0.424],[0.3],[0.33411553],[0.3]
39,[0.06494405],[0.045],[0.395],[0.35],[0.33005595],[0.35]
40,[0.05265615],[-0.005],[0.445],[0.45],[0.39234385],[0.45]
41,[0.04429091],[-0.161],[0.519],[0.68],[0.47470909],[0.68]
42,[0.01804942],[-0.391],[0.599],[0.99],[0.58095058],[0.99]
43,[-0.02806852],[-0.286],[0.674],[0.96],[0.70206852],[0.96]
44,[-0.04615694],[-0.386],[0.784],[1.17],[0.83015694],[1.17]
45,[-0.01872691],[-0.338],[0.872],[1.21],[0.89072691],[1.21]
46,[-0.00903617],[-0.259],[0.831],[1.09],[0.84003617],[1.09]
47,[-0.07677114],[-0.272],[0.858],[1.13],[0.93477114],[1.13]
48,[0.10805718],[-0.158],[0.912],[1.07],[0.80394282],[1.07]
49,[0.09798878],[-0.287],[0.863],[1.15],[0.76501122],[1.15]
50,[-0.13582653],[-0.315],[0.975],[1.29],[1.11082653],[1.29]
51,[-0.00997975],[-0.391],[1.099],[1.49],[1.10897975],[1.49]
52,[-0.14079677],[-0.316],[1.204],[1.52],[1.34479677],[1.52]
53,[0.0848491],[0.025],[1.265],[1.24],[1.1801509],[1.24]
54,[0.15657453],[-0.102],[1.158],[1.26],[1.00142547],[1.26]
55,[-0.19634876],[-0.459],[1.371],[1.83],[1.56734876],[1.83]
56,[-0.00738897],[-0.161],[1.589],[1.75],[1.59638897],[1.75]
57,[-0.14764121],[-0.248],[1.652],[1.9],[1.79964121],[1.9]
