,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[0.0554924],[0.158],[0.878],[0.72],[0.8225076],[0.72]
1,[0.02837019],[0.122],[0.812],[0.69],[0.78362981],[0.69]
2,[0.00435003],[0.005],[0.665],[0.66],[0.66064997],[0.66]
3,[-0.01815589],[-0.072],[0.588],[0.66],[0.60615589],[0.66]
4,[-0.07372409],[-0.868],[0.602],[1.47],[0.67572409],[1.47]
5,[-0.5629085],[-0.73],[1.08],[1.81],[1.64290847],[1.81]
6,[0.11976274],[-0.033],[1.417],[1.45],[1.29723726],[1.45]
7,[0.01449107],[-0.088],[1.192],[1.28],[1.17750893],[1.28]
8,[-0.09291964],[-0.151],[1.009],[1.16],[1.10191964],[1.16]
9,[-0.15544635],[-0.255],[0.835],[1.09],[0.99044635],[1.09]
10,[-0.19420649],[-0.308],[0.692],[1.],[0.88620649],[1.]
11,[-0.21244289],[-0.3],[0.66],[0.96],[0.87244289],[0.96]
12,[-0.23091272],[-0.229],[0.641],[0.87],[0.87191272],[0.87]
13,[-0.23091896],[-0.207],[0.623],[0.83],[0.85391896],[0.83]
14,[-0.23449826],[-0.205],[0.605],[0.81],[0.83949826],[0.81]
15,[-0.3371776],[-0.148],[0.652],[0.8],[0.9891776],[0.8]
16,[-0.24552853],[-0.13],[0.64],[0.77],[0.88552853],[0.77]
17,[-0.19966562],[-0.145],[0.605],[0.75],[0.80466562],[0.75]
18,[-0.20475487],[-0.152],[0.588],[0.74],[0.79275487],[0.74]
19,[-0.1933779],[-0.138],[0.572],[0.71],[0.7653779],[0.71]
20,[-0.21490078],[-0.122],[0.568],[0.69],[0.78290078],[0.69]
21,[-0.20106219],[-0.116],[0.564],[0.68],[0.76506219],[0.68]
22,[-0.17990777],[-0.089],[0.551],[0.64],[0.73090777],[0.64]
23,[-0.22325833],[-0.073],[0.577],[0.65],[0.80025833],[0.65]
24,[-0.1780092],[-0.072],[0.568],[0.64],[0.7460092],[0.64]
25,[-0.14484465],[-0.069],[0.551],[0.62],[0.69584465],[0.62]
26,[-0.13859876],[-0.074],[0.536],[0.61],[0.67459876],[0.61]
