,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[0.03777442],[0.028],[0.078],[0.05],[0.04022558],[0.05]
1,[0.01898595],[0.024],[0.074],[0.05],[0.05501405],[0.05]
2,[0.01673539],[0.02],[0.07],[0.05],[0.05326461],[0.05]
3,[0.01204672],[0.017],[0.067],[0.05],[0.05495328],[0.05]
4,[0.01675592],[0.004],[0.064],[0.06],[0.04724408],[0.06]
5,[-0.00316123],[0.09],[0.15],[0.06],[0.15316123],[0.06]
6,[0.07741726],[0.057],[0.117],[0.06],[0.03958274],[0.06]
7,[0.01803565],[0.032],[0.082],[0.05],[0.06396435],[0.05]
8,[0.02438575],[0.031],[0.081],[0.05],[0.05661425],[0.05]
9,[0.01924225],[0.028],[0.078],[0.05],[0.05875775],[0.05]
10,[0.02508066],[0.024],[0.074],[0.05],[0.04891934],[0.05]
11,[0.02901718],[0.02],[0.07],[0.05],[0.04098282],[0.05]
12,[0.02981205],[0.017],[0.067],[0.05],[0.03718795],[0.05]
13,[0.03077466],[0.013],[0.063],[0.05],[0.03222534],[0.05]
14,[0.02690554],[0.01],[0.06],[0.05],[0.03309446],[0.05]
15,[0.02096735],[0.007],[0.057],[0.05],[0.03603265],[0.05]
16,[0.0277207],[0.004],[0.054],[0.05],[0.0262793],[0.05]
17,[0.02417198],[0.002],[0.052],[0.05],[0.02782802],[0.05]
18,[0.01674815],[-0.001],[0.049],[0.05],[0.03225185],[0.05]
19,[0.01435899],[-0.003],[0.047],[0.05],[0.03264101],[0.05]
20,[0.02063082],[-0.005],[0.045],[0.05],[0.02436918],[0.05]
21,[0.05564987],[0.187],[0.257],[0.07],[0.20135013],[0.07]
22,[0.1190166],[0.202],[0.252],[0.05],[0.1329834],[0.05]
23,[-0.01626622],[0.045],[0.105],[0.06],[0.12126622],[0.06]
24,[-0.05652517],[0.012],[0.092],[0.08],[0.14852517],[0.08]
25,[-0.01708164],[0.013],[0.093],[0.08],[0.11008164],[0.08]
26,[-0.14751352],[0.06],[0.13],[0.07],[0.27751352],[0.07]
27,[-0.19567052],[0.084],[0.224],[0.14],[0.41967052],[0.14]
28,[-0.21760322],[0.05],[0.41],[0.36],[0.62760322],[0.36]
29,[-0.1675768],[0.259],[0.559],[0.3],[0.7265768],[0.3]
30,[0.03225026],[0.291],[0.471],[0.18],[0.43874974],[0.18]
31,[0.05081507],[0.111],[0.271],[0.16],[0.22018493],[0.16]
32,[0.01232621],[0.054],[0.154],[0.1],[0.14167379],[0.1]
33,[0.0074283],[0.054],[0.144],[0.09],[0.1365717],[0.09]
34,[0.0094187],[0.057],[0.137],[0.08],[0.1275813],[0.08]
35,[0.01277802],[0.06],[0.13],[0.07],[0.11722198],[0.07]
36,[0.01249638],[0.054],[0.124],[0.07],[0.11150362],[0.07]
37,[0.01464589],[0.008],[0.118],[0.11],[0.10335411],[0.11]
38,[-0.08622882],[0.018],[0.248],[0.23],[0.33422882],[0.23]
39,[-0.0475535],[0.222],[0.352],[0.13],[0.3995535],[0.13]
40,[-0.03854874],[0.132],[0.282],[0.15],[0.32054874],[0.15]
41,[-0.06487513],[-0.03],[0.18],[0.21],[0.24487513],[0.21]
42,[-0.12894297],[-0.095],[0.165],[0.26],[0.29394297],[0.26]
43,[-0.17729029],[-0.166],[0.224],[0.39],[0.40129029],[0.39]
44,[-0.11903664],[-0.249],[0.281],[0.53],[0.40003664],[0.53]
45,[-0.17430733],[-0.204],[0.406],[0.61],[0.58030733],[0.61]
46,[-0.03308133],[0.083],[0.463],[0.38],[0.49608133],[0.38]
47,[0.01519698],[0.112],[0.352],[0.24],[0.33680302],[0.24]
48,[0.05435077],[0.042],[0.212],[0.17],[0.15764923],[0.17]
49,[-0.00608819],[0.043],[0.193],[0.15],[0.19908819],[0.15]
50,[-0.18080844],[0.085],[0.285],[0.2],[0.46580844],[0.2]
51,[0.0237186],[0.107],[0.307],[0.2],[0.2832814],[0.2]
52,[-0.21659933],[-0.155],[0.355],[0.51],[0.57159933],[0.51]
53,[-0.04970267],[-0.658],[0.462],[1.12],[0.51170267],[1.12]
54,[-0.02069189],[0.036],[0.496],[0.46],[0.51669189],[0.46]
55,[-0.0112987],[0.129],[0.469],[0.34],[0.4802987],[0.34]
56,[-0.04832923],[-0.191],[0.389],[0.58],[0.43732923],[0.58]
57,[-0.14894871],[-0.656],[0.584],[1.24],[0.73294871],[1.24]
58,[0.15143743],[-0.221],[0.669],[0.89],[0.51756257],[0.89]
59,[-0.05083665],[0.048],[0.658],[0.61],[0.70883665],[0.61]
60,[0.19744462],[-0.116],[0.544],[0.66],[0.34655538],[0.66]
61,[0.092745],[-0.063],[0.427],[0.49],[0.334255],[0.49]
62,[0.12428872],[0.071],[0.321],[0.25],[0.19671128],[0.25]
