,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[0.02480141],[-0.148],[0.642],[0.79],[0.61719859],[0.79]
1,[0.07549167],[-0.14],[0.61],[0.75],[0.53450833],[0.75]
2,[-0.01784656],[-0.156],[0.534],[0.69],[0.55184656],[0.69]
3,[-0.0141238],[-0.118],[0.522],[0.64],[0.5361238],[0.64]
4,[-0.02579659],[-0.109],[0.511],[0.62],[0.53679659],[0.62]
5,[-0.00245754],[-0.051],[0.589],[0.64],[0.59145754],[0.64]
6,[0.1215397],[-0.027],[0.633],[0.66],[0.5114603],[0.66]
7,[0.12777208],[-0.098],[0.552],[0.65],[0.42422792],[0.65]
8,[0.03487733],[-0.117],[0.523],[0.64],[0.48812267],[0.64]
9,[-0.00584988],[-0.105],[0.515],[0.62],[0.52084988],[0.62]
10,[-0.10117775],[-0.086],[0.504],[0.59],[0.60517775],[0.59]
11,[-0.12062478],[-0.068],[0.492],[0.56],[0.61262478],[0.56]
12,[-0.1005967],[-0.049],[0.481],[0.53],[0.5815967],[0.53]
13,[-0.11979912],[-0.04],[0.47],[0.51],[0.58979912],[0.51]
14,[-0.06089604],[-0.031],[0.459],[0.49],[0.51989604],[0.49]
15,[-0.04623082],[-0.031],[0.449],[0.48],[0.49523082],[0.48]
16,[-0.10278778],[-0.042],[0.438],[0.48],[0.54078778],[0.48]
17,[-0.06254592],[-0.042],[0.428],[0.47],[0.49054592],[0.47]
18,[-0.05969352],[-0.052],[0.418],[0.47],[0.47769352],[0.47]
19,[-0.03894624],[-0.042],[0.408],[0.45],[0.44694624],[0.45]
20,[-0.06208342],[-0.051],[0.399],[0.45],[0.46108342],[0.45]
21,[-0.14221525],[0.283],[0.833],[0.55],[0.97521525],[0.55]
22,[0.35886097],[0.48],[1.06],[0.58],[0.70113903],[0.58]
23,[0.11189759],[0.332],[1.112],[0.78],[1.00010241],[0.78]
24,[0.06536312],[-0.04],[1.54],[1.58],[1.47463688],[1.58]
25,[0.07324758],[-1.372],[2.128],[3.5],[2.05475242],[3.5]
26,[0.3045131],[-1.062],[3.548],[4.61],[3.2434869],[4.61]
27,[1.5312871],[1.364],[8.054],[6.69],[6.52271293],[6.69]
28,[2.307748],[2.261],[10.331],[8.07],[8.02325192],[8.07]
29,[1.946801],[0.88],[9.],[8.12],[7.05319905],[8.12]
30,[0.6865964],[-0.44],[4.5],[4.94],[3.81340361],[4.94]
31,[0.53455234],[-0.257],[2.803],[3.06],[2.26844766],[3.06]
32,[0.433686],[-0.409],[1.741],[2.15],[1.30731401],[2.15]
33,[0.17881705],[-0.443],[1.287],[1.73],[1.10818295],[1.73]
34,[0.07994503],[-0.493],[0.947],[1.44],[0.86705497],[1.44]
35,[0.00013757],[-0.608],[0.612],[1.22],[0.61186243],[1.22]
36,[-0.0461574],[-0.574],[0.526],[1.1],[0.5721574],[1.1]
37,[-0.08949068],[-0.597],[0.683],[1.28],[0.77249068],[1.28]
38,[-0.11132288],[-0.604],[1.496],[2.1],[1.60732288],[2.1]
39,[0.5211077],[0.072],[2.222],[2.15],[1.70089233],[2.15]
40,[0.3679688],[0.058],[2.128],[2.07],[1.7600312],[2.07]
41,[0.5845727],[-0.393],[3.527],[3.92],[2.94242733],[3.92]
42,[1.1778566],[2.696],[7.096],[4.4],[5.91814344],[4.4]
43,[2.2449203],[2.122],[9.622],[7.5],[7.37707975],[7.5]
44,[1.7061472],[-0.025],[7.295],[7.32],[5.58885281],[7.32]
45,[3.001249],[4.599],[19.259],[14.66],[16.25775093],[14.66]
46,[1.8091817],[0.337],[10.027],[9.69],[8.21781831],[9.69]
47,[0.02500853],[-0.99],[3.73],[4.72],[3.70499147],[4.72]
48,[-0.38297114],[-1.051],[1.999],[3.05],[2.38197114],[3.05]
49,[-0.65526354],[-0.852],[1.608],[2.46],[2.26326354],[2.46]
50,[-0.15677008],[-0.732],[1.578],[2.31],[1.73477008],[2.31]
51,[-0.12423471],[-0.765],[1.615],[2.38],[1.73923471],[2.38]
52,[-0.11943677],[-0.375],[2.405],[2.78],[2.52443677],[2.78]
53,[0.7296412],[0.302],[4.002],[3.7],[3.2723588],[3.7]
54,[1.5117042],[2.815],[6.525],[3.71],[5.01329579],[3.71]
55,[1.0451734],[1.483],[5.103],[3.62],[4.05782659],[3.62]
56,[1.156825],[1.002],[4.622],[3.62],[3.46517505],[3.62]
57,[2.7916338],[8.477],[13.617],[5.14],[10.82536616],[5.14]
58,[3.0475307],[4.035],[8.955],[4.92],[5.90746935],[4.92]
59,[2.889172],[1.616],[5.256],[3.64],[2.36682792],[3.64]
60,[3.212007],[0.314],[4.464],[4.15],[1.25199295],[4.15]
61,[3.399092],[0.683],[3.963],[3.28],[0.56390804],[3.28]
62,[1.6648209],[0.507],[2.747],[2.24],[1.08217909],[2.24]
63,[0.56006956],[-0.025],[1.755],[1.78],[1.19493044],[1.78]
64,[0.448441],[-0.367],[1.773],[2.14],[1.324559],[2.14]
65,[1.5308939],[0.13],[2.27],[2.14],[0.73910608],[2.14]
66,[1.7055817],[-0.132],[2.928],[3.06],[1.22241833],[3.06]
67,[1.7508615],[0.424],[3.734],[3.31],[1.98313847],[3.31]
68,[0.93306196],[0.523],[3.003],[2.48],[2.06993804],[2.48]
69,[0.25205988],[-0.096],[1.844],[1.94],[1.59194012],[1.94]
70,[0.28792232],[-0.162],[1.478],[1.64],[1.19007768],[1.64]
71,[0.25027895],[-0.193],[1.257],[1.45],[1.00672105],[1.45]
72,[0.23366101],[-0.275],[1.045],[1.32],[0.81133899],[1.32]
73,[0.22639361],[-0.299],[0.931],[1.23],[0.70460639],[1.23]
74,[0.25323886],[-0.307],[0.873],[1.18],[0.61976114],[1.18]
75,[0.0825261],[-0.317],[0.773],[1.09],[0.6904739],[1.09]
76,[-0.00641382],[-0.23],[0.74],[0.97],[0.74641382],[0.97]
77,[0.05561849],[-0.18],[0.73],[0.91],[0.67438151],[0.91]
78,[0.09840184],[-0.118],[0.722],[0.84],[0.62359816],[0.84]
79,[-0.24669048],[-0.296],[0.744],[1.04],[0.99069048],[1.04]
80,[-0.43166333],[-0.538],[1.452],[1.99],[1.88366333],[1.99]
81,[0.82645357],[0.049],[1.929],[1.88],[1.10254643],[1.88]
82,[1.1079506],[0.041],[1.671],[1.63],[0.56304943],[1.63]
83,[0.6055558],[0.05],[1.34],[1.29],[0.73444423],[1.29]
84,[0.2585898],[-0.105],[1.015],[1.12],[0.7564102],[1.12]
85,[0.2358209],[-0.132],[0.798],[0.93],[0.5621791],[0.93]
86,[0.10417323],[-0.063],[0.737],[0.8],[0.63282677],[0.8]
87,[0.11176729],[-0.028],[0.722],[0.75],[0.61023271],[0.75]
88,[0.0387585],[-0.083],[0.717],[0.8],[0.6782415],[0.8]
89,[0.24847712],[-0.052],[0.708],[0.76],[0.45952288],[0.76]
90,[0.07912509],[-0.067],[0.703],[0.77],[0.62387491],[0.77]
91,[0.08334957],[-0.068],[0.722],[0.79],[0.63865043],[0.79]
92,[0.3861105],[-0.011],[0.709],[0.72],[0.32288949],[0.72]
93,[0.30042422],[0.015],[0.705],[0.69],[0.40457578],[0.69]
94,[0.26410055],[0.058],[0.698],[0.64],[0.43389945],[0.64]
95,[0.22131741],[0.093],[0.693],[0.6],[0.47168259],[0.6]
96,[0.24755843],[0.114],[0.694],[0.58],[0.44644157],[0.58]
97,[0.16919093],[0.132],[0.692],[0.56],[0.52280907],[0.56]
98,[0.05627212],[0.131],[0.681],[0.55],[0.62472788],[0.55]
99,[0.05085242],[0.127],[0.667],[0.54],[0.61614758],[0.54]
100,[0.12382823],[0.126],[0.656],[0.53],[0.53217177],[0.53]
101,[0.139519],[0.107],[0.657],[0.55],[0.51748099],[0.55]
102,[0.14317726],[0.119],[0.649],[0.53],[0.50582274],[0.53]
103,[0.09519373],[0.116],[0.636],[0.52],[0.54080627],[0.52]
104,[0.08617488],[0.123],[0.623],[0.5],[0.53682512],[0.5]
105,[0.1102162],[0.132],[0.612],[0.48],[0.5017838],[0.48]
106,[0.06861952],[0.136],[0.606],[0.47],[0.53738048],[0.47]
107,[0.15340754],[0.149],[0.609],[0.46],[0.45559246],[0.46]
108,[0.28491378],[0.349],[0.879],[0.53],[0.59408622],[0.53]
109,[0.11468211],[1.726],[2.676],[0.95],[2.56131789],[0.95]
110,[1.8863415],[4.933],[6.173],[1.24],[4.28665855],[1.24]
111,[2.6210935],[6.518],[8.058],[1.54],[5.43690649],[1.54]
112,[2.3785946],[3.23],[4.77],[1.54],[2.39140536],[1.54]
113,[1.9481279],[1.86],[3.1],[1.24],[1.15187213],[1.24]
114,[1.1277447],[1.008],[1.988],[0.98],[0.86025533],[0.98]
115,[0.40233278],[0.67],[1.52],[0.85],[1.11766722],[0.85]
116,[0.08972695],[0.42],[1.18],[0.76],[1.09027305],[0.76]
117,[-0.00398336],[0.206],[1.196],[0.99],[1.19998336],[0.99]
118,[0.84397423],[-0.554],[2.316],[2.87],[1.47202577],[2.87]
119,[1.0237402],[1.019],[3.639],[2.62],[2.61525983],[2.62]
120,[0.598102],[1.416],[3.276],[1.86],[2.67789803],[1.86]
121,[0.60369027],[1.117],[2.887],[1.77],[2.28330973],[1.77]
122,[0.44792414],[0.774],[3.004],[2.23],[2.55607586],[2.23]
123,[0.7106173],[1.046],[3.526],[2.48],[2.8153827],[2.48]
124,[0.41586182],[0.896],[2.826],[1.93],[2.41013818],[1.93]
125,[-0.09615447],[0.294],[1.844],[1.55],[1.94015447],[1.55]
126,[-0.18088192],[0.135],[1.395],[1.26],[1.57588192],[1.26]
127,[-0.02860169],[-0.035],[1.045],[1.08],[1.07360169],[1.08]
128,[-0.11230215],[-0.264],[0.796],[1.06],[0.90830215],[1.06]
129,[-1.0908462],[-0.437],[0.813],[1.25],[1.90384618],[1.25]
130,[0.12698816],[-0.301],[0.799],[1.1],[0.67201184],[1.1]
131,[-0.04611502],[-0.379],[0.731],[1.11],[0.77711502],[1.11]
132,[-1.0756203],[-0.518],[0.842],[1.36],[1.91762029],[1.36]
133,[0.20739935],[-0.958],[1.402],[2.36],[1.19460065],[2.36]
134,[-0.38489825],[-0.078],[4.492],[4.57],[4.87689825],[4.57]
