,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[0.44159877],[-0.274],[0.756],[1.03],[0.31440123],[1.03]
1,[0.3596664],[-0.256],[0.794],[1.05],[0.43433359],[1.05]
2,[0.11418684],[-0.233],[0.797],[1.03],[0.68281316],[1.03]
3,[-0.01797946],[-0.287],[0.733],[1.02],[0.75097946],[1.02]
4,[0.06915672],[-0.357],[0.773],[1.13],[0.70384328],[1.13]
5,[-0.23803565],[-0.372],[1.098],[1.47],[1.33603565],[1.47]
6,[0.4136228],[-0.219],[1.311],[1.53],[0.8973772],[1.53]
7,[0.23496863],[-0.261],[1.229],[1.49],[0.99403137],[1.49]
8,[0.21466544],[-0.258],[1.142],[1.4],[0.92733456],[1.4]
9,[0.15295795],[-0.27],[1.06],[1.33],[0.90704205],[1.33]
10,[0.06127062],[-0.277],[0.983],[1.26],[0.92172938],[1.26]
11,[-0.04189512],[-0.291],[0.909],[1.2],[0.95089512],[1.2]
12,[-0.09828124],[-0.29],[0.84],[1.13],[0.93828124],[1.13]
13,[-0.11170565],[-0.296],[0.774],[1.07],[0.88570565],[1.07]
14,[-0.0793263],[-0.252],[0.778],[1.03],[0.8573263],[1.03]
15,[-0.04712884],[-0.174],[0.816],[0.99],[0.86312884],[0.99]
16,[-0.03312609],[-0.164],[0.786],[0.95],[0.81912609],[0.95]
17,[-0.00146361],[-0.185],[0.725],[0.91],[0.72646361],[0.91]
18,[0.01643112],[-0.202],[0.668],[0.87],[0.65156888],[0.87]
19,[0.0848494],[-0.22],[0.62],[0.84],[0.5351506],[0.84]
20,[0.14613807],[-0.18],[0.62],[0.8],[0.47386193],[0.8]
21,[0.16551772],[-0.124],[0.636],[0.76],[0.47048228],[0.76]
22,[0.18309742],[-0.139],[0.601],[0.74],[0.41790258],[0.74]
23,[0.20160663],[-0.094],[0.626],[0.72],[0.42439337],[0.72]
24,[0.15846765],[-0.067],[0.643],[0.71],[0.48453235],[0.71]
25,[0.2138905],[-0.099],[0.591],[0.69],[0.37710951],[0.69]
26,[0.22399786],[-0.119],[0.551],[0.67],[0.32700214],[0.67]
27,[0.33627245],[-0.129],[0.531],[0.66],[0.19472755],[0.66]
28,[0.3096054],[-0.191],[0.519],[0.71],[0.20939461],[0.71]
29,[-0.6345229],[-0.048],[0.982],[1.03],[1.61652291],[1.03]
30,[0.6231308],[0.409],[1.649],[1.24],[1.0258692],[1.24]
31,[0.89056844],[0.341],[1.671],[1.33],[0.78043156],[1.33]
32,[0.5970005],[0.134],[1.454],[1.32],[0.85699952],[1.32]
33,[0.33115458],[0.082],[1.352],[1.27],[1.02084542],[1.27]
34,[0.24867734],[0.065],[1.285],[1.22],[1.03632266],[1.22]
35,[0.2548933],[0.067],[1.307],[1.24],[1.0521067],[1.24]
36,[0.09690167],[0.079],[1.329],[1.25],[1.23209833],[1.25]
37,[0.05600275],[-0.131],[1.519],[1.65],[1.46299725],[1.65]
38,[0.15764165],[-0.112],[1.728],[1.84],[1.57035835],[1.84]
