,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[0.16188249],[0.236],[0.876],[0.64],[0.71411751],[0.64]
1,[0.13198647],[0.176],[0.766],[0.59],[0.63401353],[0.59]
2,[0.05827224],[0.13],[0.67],[0.54],[0.61172776],[0.54]
3,[0.07684043],[0.046],[0.596],[0.55],[0.51915957],[0.55]
4,[-0.28331995],[-2.574],[2.736],[5.31],[3.01931995],[5.31]
5,[0.49832153],[0.157],[3.417],[3.26],[2.91867847],[3.26]
6,[0.18782291],[-0.205],[2.465],[2.67],[2.27717709],[2.67]
7,[0.4358837],[0.069],[1.509],[1.44],[1.0731163],[1.44]
8,[0.1056695],[0.052],[1.052],[1.],[0.9463305],[1.]
9,[0.09783739],[0.11],[0.92],[0.81],[0.82216261],[0.81]
10,[0.09687841],[0.074],[0.804],[0.73],[0.70712159],[0.73]
11,[0.08979055],[0.043],[0.703],[0.66],[0.61320945],[0.66]
12,[0.0610407],[-0.012],[0.618],[0.63],[0.5569593],[0.63]
13,[0.0181464],[0.003],[0.543],[0.54],[0.5248536],[0.54]
14,[-0.03855971],[-0.015],[0.475],[0.49],[0.51355971],[0.49]
15,[-0.15518826],[-0.035],[0.415],[0.45],[0.57018826],[0.45]
16,[-0.16452038],[-0.047],[0.363],[0.41],[0.52752038],[0.41]
17,[-0.24453431],[-0.053],[0.317],[0.37],[0.56153431],[0.37]
18,[-0.2941121],[-0.084],[0.276],[0.36],[0.57011209],[0.36]
19,[-0.36552906],[-0.099],[0.241],[0.34],[0.60652906],[0.34]
20,[-0.21573603],[-0.208],[0.272],[0.48],[0.48773603],[0.48]
21,[-0.16317034],[-0.275],[0.325],[0.6],[0.48817034],[0.6]
22,[-0.28588545],[-0.161],[0.319],[0.48],[0.60488545],[0.48]
23,[-0.23074883],[-0.158],[0.372],[0.53],[0.60274883],[0.53]
24,[-0.09689242],[-0.049],[0.481],[0.53],[0.57789242],[0.53]
25,[-0.07415956],[0.034],[0.484],[0.45],[0.55815956],[0.45]
26,[-0.1577267],[0.013],[0.423],[0.41],[0.58072671],[0.41]
27,[-0.13214773],[-0.03],[0.37],[0.4],[0.50214773],[0.4]
28,[-0.12507349],[-0.167],[0.323],[0.49],[0.44807349],[0.49]
29,[-0.11131901],[-0.486],[0.364],[0.85],[0.47531901],[0.85]
30,[-0.09381342],[-0.408],[0.382],[0.79],[0.47581342],[0.79]
31,[-0.27474946],[-0.446],[0.334],[0.78],[0.60874946],[0.78]
32,[-0.28516],[-0.438],[0.292],[0.73],[0.57716001],[0.73]
33,[-0.26161534],[-0.395],[0.255],[0.65],[0.51661534],[0.65]
34,[-0.3325733],[-0.347],[0.223],[0.57],[0.55557329],[0.57]
35,[-0.34062737],[-0.415],[0.195],[0.61],[0.53562737],[0.61]
36,[0.12535512],[-0.41],[0.2],[0.61],[0.07464488],[0.61]
37,[0.28979117],[-0.406],[0.214],[0.62],[-0.07579117],[0.62]
38,[0.13331905],[-0.382],[0.208],[0.59],[0.07468095],[0.59]
39,[0.05327719],[-1.651],[0.259],[1.91],[0.20572281],[1.91]
40,[0.53238106],[-3.312],[1.318],[4.63],[0.78561894],[4.63]
41,[0.87976897],[-1.471],[2.049],[3.52],[1.16923103],[3.52]
42,[1.1919229],[-5.552],[4.318],[9.87],[3.1260771],[9.87]
43,[1.0040696],[-2.612],[3.458],[6.07],[2.45393043],[6.07]
44,[0.38256025],[-3.929],[1.881],[5.81],[1.49843975],[5.81]
45,[0.83407843],[-2.051],[2.699],[4.75],[1.86492157],[4.75]
46,[0.18033025],[0.415],[2.685],[2.27],[2.50466975],[2.27]
47,[0.07546967],[-0.041],[1.499],[1.54],[1.42353033],[1.54]
48,[0.08839622],[0.152],[1.322],[1.17],[1.23360378],[1.17]
49,[-0.01180363],[0.169],[1.189],[1.02],[1.20080363],[1.02]
50,[0.17203107],[0.158],[1.178],[1.02],[1.00596893],[1.02]
51,[0.26872188],[-3.921],[1.229],[5.15],[0.96027812],[5.15]
52,[0.66285133],[2.74],[9.54],[6.8],[8.87714867],[6.8]
53,[1.0180457],[4.164],[7.034],[2.87],[6.01595434],[2.87]
54,[0.6212925],[0.214],[2.334],[2.12],[1.71270753],[2.12]
55,[0.8619826],[-2.082],[4.388],[6.47],[3.52601742],[6.47]
56,[1.1200672],[0.726],[5.156],[4.43],[4.03593276],[4.43]
57,[1.1529462],[-0.255],[5.095],[5.35],[3.94205377],[5.35]
58,[1.320749],[0.906],[3.526],[2.62],[2.20525096],[2.62]
59,[0.64925706],[0.337],[1.937],[1.6],[1.28774294],[1.6]
60,[0.3653546],[0.466],[1.576],[1.11],[1.2106454],[1.11]
61,[0.2722578],[0.411],[1.381],[0.97],[1.1087422],[0.97]
62,[0.16945699],[0.389],[1.209],[0.82],[1.03954301],[0.82]
63,[0.1488676],[0.329],[1.059],[0.73],[0.91013239],[0.73]
64,[0.02005917],[0.181],[0.931],[0.75],[0.91094083],[0.75]
65,[-0.13934976],[0.207],[0.937],[0.73],[1.07634976],[0.73]
66,[-0.13342166],[0.344],[1.044],[0.7],[1.17742166],[0.7]
67,[0.0238044],[0.402],[1.022],[0.62],[0.9981956],[0.62]
68,[-0.08039391],[0.389],[0.969],[0.58],[1.04939391],[0.58]
69,[-0.06303635],[0.506],[1.066],[0.56],[1.12903635],[0.56]
