,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[0.10106771],[0.141],[0.371],[0.23],[0.26993229],[0.23]
1,[0.08329484],[0.071],[0.271],[0.2],[0.18770516],[0.2]
2,[0.06421408],[0.046],[0.246],[0.2],[0.18178592],[0.2]
3,[-0.06080758],[-0.163],[0.257],[0.42],[0.31780758],[0.42]
4,[-0.17147563],[-0.376],[0.664],[1.04],[0.83547563],[1.04]
5,[0.15827458],[0.348],[0.888],[0.54],[0.72972542],[0.54]
6,[0.03464185],[0.227],[0.637],[0.41],[0.60235815],[0.41]
7,[0.15826078],[0.216],[0.476],[0.26],[0.31773922],[0.26]
8,[0.04586684],[0.142],[0.332],[0.19],[0.28613316],[0.19]
9,[0.08553012],[0.129],[0.289],[0.16],[0.20346988],[0.16]
10,[0.06182314],[0.107],[0.257],[0.15],[0.19517686],[0.15]
11,[0.06283232],[0.059],[0.229],[0.17],[0.16616768],[0.17]
12,[0.06517027],[0.051],[0.211],[0.16],[0.14582973],[0.16]
13,[0.02656968],[0.065],[0.195],[0.13],[0.16843032],[0.13]
14,[0.14039904],[0.063],[0.173],[0.11],[0.03260096],[0.11]
15,[0.07380211],[0.063],[0.153],[0.09],[0.07919789],[0.09]
16,[0.05332867],[0.055],[0.135],[0.08],[0.08167133],[0.08]
17,[0.12592173],[0.049],[0.119],[0.07],[-0.00692173],[0.07]
18,[0.11849892],[0.045],[0.105],[0.06],[-0.01349892],[0.06]
19,[0.021533],[0.033],[0.093],[0.06],[0.071467],[0.06]
20,[-0.18252279],[-0.365],[0.205],[0.57],[0.38752279],[0.57]
21,[0.01125677],[-0.092],[0.278],[0.37],[0.26674323],[0.37]
22,[0.12691388],[-0.029],[0.191],[0.22],[0.06408612],[0.22]
23,[-0.10388864],[-0.029],[0.181],[0.21],[0.28488864],[0.21]
24,[0.15289085],[-0.003],[0.177],[0.18],[0.02410915],[0.18]
25,[0.05879191],[0.016],[0.156],[0.14],[0.09720809],[0.14]
26,[0.03707572],[0.018],[0.138],[0.12],[0.10092428],[0.12]
27,[0.03307505],[0.013],[0.123],[0.11],[0.08992495],[0.11]
28,[0.06246845],[-0.21],[0.11],[0.32],[0.04753155],[0.32]
29,[-0.17498563],[-0.179],[0.441],[0.62],[0.61598563],[0.62]
30,[0.24019146],[0.13],[0.56],[0.43],[0.31980854],[0.43]
31,[-0.1133754],[0.003],[0.383],[0.38],[0.4963754],[0.38]
32,[0.01927568],[-0.02],[0.37],[0.39],[0.35072432],[0.39]
33,[0.14263295],[0.03],[0.28],[0.25],[0.13736705],[0.25]
34,[0.15317586],[0.044],[0.224],[0.18],[0.07082414],[0.18]
35,[-0.10230498],[0.044],[0.264],[0.22],[0.36630498],[0.22]
36,[0.09935588],[0.066],[0.256],[0.19],[0.15664412],[0.19]
37,[-0.00322184],[-0.156],[0.234],[0.39],[0.23722184],[0.39]
38,[0.00157689],[-0.049],[0.221],[0.27],[0.21942311],[0.27]
39,[0.00111384],[-0.995],[0.295],[1.29],[0.29388616],[1.29]
40,[-0.26556936],[-0.266],[0.674],[0.94],[0.93956936],[0.94]
41,[0.10937609],[-0.85],[0.84],[1.69],[0.73062391],[1.69]
42,[-0.0795877],[-0.277],[2.033],[2.31],[2.1125877],[2.31]
43,[0.38828117],[-0.091],[1.529],[1.62],[1.14071883],[1.62]
44,[0.29395372],[-1.879],[1.121],[3.],[0.82704628],[3.]
45,[0.12600788],[-0.577],[0.873],[1.45],[0.74699212],[1.45]
