date        time     P_O_Tysvær_23mo  T_Tysvær_23moh  T_Tysvær_23moh        Q_Tysvær 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
12.02.2003  00:00:00           2.630           2.570           2.570           0.180 
13.02.2003  00:00:00           0.270           2.600           2.600           0.160 
14.02.2003  00:00:00           0.000           1.300           1.300           0.150 
15.02.2003  00:00:00           0.000          -1.070          -1.070           0.130 
16.02.2003  00:00:00           0.000          -1.270          -1.270           0.120 
17.02.2003  00:00:00           0.000          -0.030          -0.030           0.100 
18.02.2003  00:00:00           0.000          -1.470          -1.470           0.090 
19.02.2003  00:00:00           0.000          -1.770          -1.770           0.080 
20.02.2003  00:00:00           0.000          -0.700          -0.700           0.070 
21.02.2003  00:00:00           0.000           2.100           2.100           0.060 
22.02.2003  00:00:00           0.000           2.300           2.300           0.060 
23.02.2003  00:00:00           0.000          -0.270          -0.270           0.050 
24.02.2003  00:00:00           0.000           0.630           0.630           0.050 
25.02.2003  00:00:00           6.830           2.330           2.330           0.050 
26.02.2003  00:00:00           0.000           2.000           2.000           0.050 
27.02.2003  00:00:00           0.000           2.500           2.500           0.040 
28.02.2003  00:00:00           0.000           0.630           0.630           0.040 
01.03.2003  00:00:00           0.000           1.130           1.130           0.040 
02.03.2003  00:00:00           0.730           3.230           3.230           0.030 
03.03.2003  00:00:00           0.000           2.400           2.400           0.030 
04.03.2003  00:00:00           2.430           0.500           0.500           0.030 
05.03.2003  00:00:00           0.230           1.800           1.800           0.030 
06.03.2003  00:00:00          13.330           3.330           3.330           0.050 
07.03.2003  00:00:00          10.270           3.600           3.600           0.070 
08.03.2003  00:00:00           0.100           4.770           4.770           0.070 
09.03.2003  00:00:00           1.200           4.600           4.600           0.090 
10.03.2003  00:00:00          17.900           5.300           5.300           0.120 
11.03.2003  00:00:00          10.100           5.400           5.400           0.120 
12.03.2003  00:00:00           0.000           4.500           4.500           0.120 
13.03.2003  00:00:00           0.000           3.070           3.070           0.110 
14.03.2003  00:00:00           0.000           3.030           3.030           0.100 
15.03.2003  00:00:00           0.000           2.900           2.900           0.090 
16.03.2003  00:00:00           0.000           2.830           2.830           0.080 
17.03.2003  00:00:00           0.000           2.500           2.500           0.080 
18.03.2003  00:00:00           0.000           3.830           3.830           0.070 
19.03.2003  00:00:00           0.000           3.400           3.400           0.060 
20.03.2003  00:00:00           0.000           2.200           2.200           0.060 
21.03.2003  00:00:00           0.000           2.500           2.500           0.050 
22.03.2003  00:00:00           0.000           3.570           3.570           0.050 
23.03.2003  00:00:00           0.000           4.330           4.330           0.040 
24.03.2003  00:00:00           0.000           3.600           3.600           0.040 
25.03.2003  00:00:00           0.000           2.200           2.200           0.030 
26.03.2003  00:00:00           0.000           2.670           2.670           0.030 
27.03.2003  00:00:00           0.000           3.330           3.330           0.030 
28.03.2003  00:00:00           0.000           3.100           3.100           0.030 
29.03.2003  00:00:00           0.000           3.100           3.100           0.030 
30.03.2003  00:00:00           4.270           4.000           4.000           0.030 
31.03.2003  00:00:00           8.430           3.000           3.000           0.040 
01.04.2003  00:00:00           7.330           3.700           3.700           0.070 
02.04.2003  00:00:00          19.470           4.830           4.830           0.080 
03.04.2003  00:00:00           0.730           3.370           3.370           0.080 
04.04.2003  00:00:00           3.430           3.770           3.770           0.080 
05.04.2003  00:00:00           0.470           4.830           4.830           0.080 
06.04.2003  00:00:00           0.000           2.900           2.900           0.070 
07.04.2003  00:00:00           0.000           2.530           2.530           0.070 
08.04.2003  00:00:00           0.000           2.930           2.930           0.060 
09.04.2003  00:00:00           0.000           4.000           4.000           0.050 
10.04.2003  00:00:00           0.000           4.600           4.600           0.050 
11.04.2003  00:00:00           0.000           5.800           5.800           0.040 
12.04.2003  00:00:00           0.000           5.100           5.100           0.040 
13.04.2003  00:00:00           0.100           5.600           5.600           0.030 
14.04.2003  00:00:00           0.000           5.300           5.300           0.030 
15.04.2003  00:00:00           0.000           8.200           8.200           0.020 
16.04.2003  00:00:00           0.000          11.000          11.000           0.020 
17.04.2003  00:00:00           0.000          10.000          10.000           0.020 
18.04.2003  00:00:00           0.000           8.700           8.700           0.020 
19.04.2003  00:00:00           0.000           8.300           8.300           0.020 
20.04.2003  00:00:00           0.000           8.670           8.670           0.020 
21.04.2003  00:00:00           0.000          10.800          10.800           0.020 
22.04.2003  00:00:00           0.000          12.070          12.070           0.010 
23.04.2003  00:00:00           0.000          11.100          11.100           0.010 
24.04.2003  00:00:00           0.000           9.770           9.770           0.010 
25.04.2003  00:00:00           0.000           7.300           7.300           0.010 
26.04.2003  00:00:00           0.000           9.800           9.800           0.010 
27.04.2003  00:00:00          11.570           9.300           9.300           0.010 
28.04.2003  00:00:00           0.000           7.600           7.600           0.010 
29.04.2003  00:00:00           2.570           9.400           9.400           0.020 
30.04.2003  00:00:00          12.870           8.800           8.800           0.030 
01.05.2003  00:00:00          15.800           7.700           7.700           0.040 
02.05.2003  00:00:00           0.000           5.130           5.130           0.040 
03.05.2003  00:00:00           0.100           6.700           6.700           0.040 
04.05.2003  00:00:00           3.900           7.000           7.000           0.040 
05.05.2003  00:00:00          10.700           9.130           9.130           0.080 
06.05.2003  00:00:00          11.730          10.400          10.400           0.090 
07.05.2003  00:00:00           2.600           8.300           8.300           0.100 
08.05.2003  00:00:00           2.400           8.000           8.000           0.100 
09.05.2003  00:00:00           5.130           7.830           7.830           0.100 
10.05.2003  00:00:00           2.070           8.200           8.200           0.100 
11.05.2003  00:00:00           1.370           8.070           8.070           0.090 
12.05.2003  00:00:00           6.600           8.200           8.200           0.090 
13.05.2003  00:00:00           1.830           8.300           8.300           0.090 
14.05.2003  00:00:00           6.600           6.800           6.800           0.100 
15.05.2003  00:00:00           4.630           6.730           6.730           0.100 
16.05.2003  00:00:00           0.000           6.800           6.800           0.090 
17.05.2003  00:00:00           0.000           6.800           6.800           0.080 
18.05.2003  00:00:00           1.470           9.100           9.100           0.070 
19.05.2003  00:00:00           1.500          11.300          11.300           0.080 
20.05.2003  00:00:00           6.870          10.000          10.000           0.080 
21.05.2003  00:00:00           0.270           9.400           9.400           0.070 
22.05.2003  00:00:00           0.170           9.700           9.700           0.060 
23.05.2003  00:00:00           2.000          11.000          11.000           0.060 
24.05.2003  00:00:00          12.330          10.600          10.600           0.070 
25.05.2003  00:00:00           8.230          10.670          10.670           0.090 
26.05.2003  00:00:00           3.400          10.400          10.400           0.090 
27.05.2003  00:00:00           0.030          11.000          11.000           0.090 
28.05.2003  00:00:00           0.000          10.970          10.970           0.080 
29.05.2003  00:00:00           2.470          11.770          11.770           0.080 
30.05.2003  00:00:00          11.870          11.700          11.700           0.100 
31.05.2003  00:00:00           0.000          11.100          11.100           0.090 
01.06.2003  00:00:00           0.000          11.500          11.500           0.080 
02.06.2003  00:00:00           0.000          13.970          13.970           0.070 
03.06.2003  00:00:00           0.500          17.600          17.600           0.070 
04.06.2003  00:00:00           8.830          15.100          15.100           0.070 
05.06.2003  00:00:00          26.600          15.600          15.600           0.160 
06.06.2003  00:00:00           0.000          14.000          14.000           0.160 
07.06.2003  00:00:00           4.330          13.070          13.070           0.150 
08.06.2003  00:00:00           4.430          13.600          13.600           0.140 
09.06.2003  00:00:00           0.000          14.300          14.300           0.120 
10.06.2003  00:00:00           0.000          12.600          12.600           0.100 
11.06.2003  00:00:00           7.900          12.030          12.030           0.100 
12.06.2003  00:00:00           0.000          13.600          13.600           0.100 
13.06.2003  00:00:00           8.400          11.600          11.600           0.110 
14.06.2003  00:00:00           4.430          12.500          12.500           0.110 
15.06.2003  00:00:00           0.000          14.030          14.030           0.100 
16.06.2003  00:00:00           0.000          12.900          12.900           0.090 
17.06.2003  00:00:00           0.000          13.600          13.600           0.080 
18.06.2003  00:00:00           0.000          13.700          13.700           0.070 
19.06.2003  00:00:00           6.470          13.400          13.400           0.070 
20.06.2003  00:00:00          14.200          12.230          12.230           0.070 
21.06.2003  00:00:00          10.200          11.800          11.800           0.070 
22.06.2003  00:00:00           3.300          11.830          11.830           0.070 
23.06.2003  00:00:00           7.670          12.800          12.800           0.080 
24.06.2003  00:00:00          16.530          12.600          12.600           0.100 
25.06.2003  00:00:00           1.530          12.270          12.270           0.090 
26.06.2003  00:00:00           0.000          13.600          13.600           0.090 
27.06.2003  00:00:00           0.000          14.100          14.100           0.080 
28.06.2003  00:00:00           0.000          17.100          17.100           0.070 
29.06.2003  00:00:00           0.000          17.300          17.300           0.060 
30.06.2003  00:00:00          23.770          16.000          16.000           0.060 
01.07.2003  00:00:00           0.000          16.170          16.170           0.050 
02.07.2003  00:00:00           1.200          16.800          16.800           0.050 
03.07.2003  00:00:00           0.000          17.070          17.070           0.040 
04.07.2003  00:00:00           0.000          18.500          18.500           0.040 
05.07.2003  00:00:00           0.000          18.370          18.370           0.030 
06.07.2003  00:00:00           0.000          15.200          15.200           0.030 
07.07.2003  00:00:00           0.000          13.800          13.800           0.030 
08.07.2003  00:00:00           6.500          14.230          14.230           0.030 
09.07.2003  00:00:00           0.000          15.000          15.000           0.020 
10.07.2003  00:00:00           0.000          14.600          14.600           0.020 
11.07.2003  00:00:00          10.430          15.800          15.800           0.020 
12.07.2003  00:00:00           6.870          15.200          15.200           0.020 
13.07.2003  00:00:00           0.000          14.100          14.100           0.020 
14.07.2003  00:00:00           0.000          16.100          16.100           0.020 
15.07.2003  00:00:00           0.000          17.730          17.730           0.020 
16.07.2003  00:00:00           0.000          20.700          20.700           0.010 
17.07.2003  00:00:00           0.000          22.400          22.400           0.010 
18.07.2003  00:00:00           0.000          22.300          22.300           0.010 
19.07.2003  00:00:00           9.700          19.100          19.100           0.010 
20.07.2003  00:00:00           2.300          18.200          18.200           0.010 
21.07.2003  00:00:00          22.470          18.400          18.400           0.020 
22.07.2003  00:00:00           6.470          18.200          18.200           0.020 
23.07.2003  00:00:00          13.200          16.830          16.830           0.030 
24.07.2003  00:00:00           0.000          17.370          17.370           0.020 
25.07.2003  00:00:00          14.730          17.600          17.600           0.040 
26.07.2003  00:00:00          11.400          17.530          17.530           0.040 
27.07.2003  00:00:00           7.870          17.030          17.030           0.050 
28.07.2003  00:00:00           6.000          16.100          16.100           0.050 
29.07.2003  00:00:00           4.070          16.500          16.500           0.050 
30.07.2003  00:00:00           0.930          18.030          18.030           0.050 
31.07.2003  00:00:00           1.000          19.200          19.200           0.050 
01.08.2003  00:00:00           4.300          19.030          19.030           0.050 
02.08.2003  00:00:00          12.570          16.600          16.600           0.060 
03.08.2003  00:00:00           0.100          16.370          16.370           0.050 
04.08.2003  00:00:00           0.000          16.470          16.470           0.050 
05.08.2003  00:00:00           0.000          16.170          16.170           0.050 
06.08.2003  00:00:00           0.000          16.500          16.500           0.040 
07.08.2003  00:00:00           0.000          17.300          17.300           0.040 
08.08.2003  00:00:00           0.000          18.800          18.800           0.030 
09.08.2003  00:00:00           0.000          18.300          18.300           0.030 
10.08.2003  00:00:00           0.000          19.600          19.600           0.030 
11.08.2003  00:00:00           0.900          21.000          21.000           0.020 
12.08.2003  00:00:00           0.930          20.100          20.100           0.020 
13.08.2003  00:00:00           0.000          17.600          17.600           0.020 
14.08.2003  00:00:00          23.870          14.930          14.930           0.030 
15.08.2003  00:00:00           3.630          15.400          15.400           0.030 
16.08.2003  00:00:00           0.600          15.000          15.000           0.030 
17.08.2003  00:00:00           0.000          14.730          14.730           0.030 
18.08.2003  00:00:00           0.000          15.500          15.500           0.020 
19.08.2003  00:00:00           4.570          15.800          15.800           0.020 
20.08.2003  00:00:00          12.270          15.270          15.270           0.020 
21.08.2003  00:00:00          12.000          14.200          14.200           0.050 
22.08.2003  00:00:00          26.170          15.000          15.000           0.090 
23.08.2003  00:00:00           6.800          14.600          14.600           0.110 
24.08.2003  00:00:00           0.000          15.830          15.830           0.110 
25.08.2003  00:00:00           0.000          16.000          16.000           0.100 
26.08.2003  00:00:00           0.000          14.900          14.900           0.090 
27.08.2003  00:00:00           0.000          12.670          12.670           0.080 
28.08.2003  00:00:00           0.000          12.170          12.170           0.070 
29.08.2003  00:00:00           0.000          12.600          12.600           0.060 
30.08.2003  00:00:00           0.000          12.600          12.600           0.050 
31.08.2003  00:00:00           0.000          12.600          12.600           0.040 
01.09.2003  00:00:00           0.000          11.800          11.800           0.040 
02.09.2003  00:00:00           0.000          11.700          11.700           0.030 
03.09.2003  00:00:00           3.830          12.100          12.100           0.030 
04.09.2003  00:00:00           3.030          13.800          13.800           0.030 
05.09.2003  00:00:00           0.000          14.300          14.300           0.030 
06.09.2003  00:00:00           0.000          15.400          15.400           0.030 
07.09.2003  00:00:00          23.900          16.300          16.300           0.070 
08.09.2003  00:00:00           1.400          13.700          13.700           0.060 
09.09.2003  00:00:00          18.200          12.670          12.670           0.090 
10.09.2003  00:00:00          11.730          14.700          14.700           0.120 
11.09.2003  00:00:00           0.500          12.230          12.230           0.110 
12.09.2003  00:00:00           5.370          13.830          13.830           0.130 
13.09.2003  00:00:00           3.200          12.600          12.600           0.120 
14.09.2003  00:00:00           0.000          13.730          13.730           0.110 
15.09.2003  00:00:00           8.070          15.300          15.300           0.130 
16.09.2003  00:00:00           0.130          15.100          15.100           0.120 
17.09.2003  00:00:00           1.530          13.330          13.330           0.110 
18.09.2003  00:00:00           1.770          14.630          14.630           0.100 
19.09.2003  00:00:00           8.200          14.300          14.300           0.120 
20.09.2003  00:00:00           7.000          11.770          11.770           0.120 
21.09.2003  00:00:00           8.900          11.970          11.970           0.140 
22.09.2003  00:00:00          26.430          13.300          13.300           0.410 
23.09.2003  00:00:00          46.730          10.370          10.370           0.590 
24.09.2003  00:00:00           6.600           7.600           7.600           0.600 
25.09.2003  00:00:00          34.330           9.600           9.600           0.700 
26.09.2003  00:00:00           6.200          12.930          12.930           0.690 
27.09.2003  00:00:00          23.100          10.100          10.100           0.630 
28.09.2003  00:00:00           0.000           7.930           7.930           0.500 
29.09.2003  00:00:00           3.270           7.930           7.930           0.370 
30.09.2003  00:00:00          20.270           9.930           9.930           0.550 
01.10.2003  00:00:00          10.170          11.030          11.030           0.540 
02.10.2003  00:00:00           5.100          10.230          10.230           0.440 
03.10.2003  00:00:00           9.300          10.930          10.930           0.380 
04.10.2003  00:00:00           5.870           9.800           9.800           0.350 
05.10.2003  00:00:00           7.470           7.030           7.030           0.310 
06.10.2003  00:00:00           0.500           7.070           7.070           0.290 
07.10.2003  00:00:00          10.270           8.000           8.000           0.310 
08.10.2003  00:00:00           0.000           8.930           8.930           0.310 
09.10.2003  00:00:00          14.730           8.230           8.230           0.320 
10.10.2003  00:00:00           9.030           8.700           8.700           0.440 
11.10.2003  00:00:00          13.300           9.470           9.470           0.490 
12.10.2003  00:00:00           7.700           8.300           8.300           0.450 
13.10.2003  00:00:00           0.000           6.430           6.430           0.360 
14.10.2003  00:00:00           0.000           5.630           5.630           0.290 
15.10.2003  00:00:00           0.000           5.230           5.230           0.240 
16.10.2003  00:00:00           0.000           4.800           4.800           0.200 
17.10.2003  00:00:00           0.000           4.230           4.230           0.170 
18.10.2003  00:00:00           0.000           5.130           5.130           0.140 
19.10.2003  00:00:00           0.100           5.700           5.700           0.130 
20.10.2003  00:00:00           0.000           3.100           3.100           0.110 
21.10.2003  00:00:00           8.400           1.900           1.900           0.100 
22.10.2003  00:00:00           1.100           3.200           3.200           0.100 
23.10.2003  00:00:00           0.000           2.230           2.230           0.090 
24.10.2003  00:00:00           0.000           1.200           1.200           0.090 
25.10.2003  00:00:00           5.730           2.600           2.600           0.080 
26.10.2003  00:00:00           0.000           3.800           3.800           0.080 
27.10.2003  00:00:00           2.970           4.430           4.430           0.070 
28.10.2003  00:00:00           6.870           8.300           8.300           0.080 
29.10.2003  00:00:00           5.800           7.370           7.370           0.080 
30.10.2003  00:00:00           8.530           6.470           6.470           0.100 
31.10.2003  00:00:00           0.000           7.400           7.400           0.100 
01.11.2003  00:00:00           0.000           5.970           5.970           0.100 
02.11.2003  00:00:00           0.000           5.970           5.970           0.100 
03.11.2003  00:00:00          20.070           8.300           8.300           0.100 
04.11.2003  00:00:00           8.130           8.600           8.600           0.100 
05.11.2003  00:00:00           0.000           8.370           8.370           0.190 
06.11.2003  00:00:00           0.700          11.000          11.000           0.180 
07.11.2003  00:00:00           0.000           8.900           8.900           0.160 
08.11.2003  00:00:00           0.000           8.030           8.030           0.140 
09.11.2003  00:00:00           0.000           7.270           7.270           0.130 
10.11.2003  00:00:00           0.000           8.400           8.400           0.110 
11.11.2003  00:00:00           0.000           7.930           7.930           0.100 
12.11.2003  00:00:00           0.000           6.600           6.600           0.090 
13.11.2003  00:00:00           0.000           7.200           7.200           0.090 
14.11.2003  00:00:00           5.800           6.670           6.670           0.090 
15.11.2003  00:00:00           0.130           8.630           8.630           0.090 
16.11.2003  00:00:00           0.000           8.000           8.000           0.080 
17.11.2003  00:00:00           4.070           5.230           5.230           0.080 
18.11.2003  00:00:00           6.200           5.870           5.870           0.130 
19.11.2003  00:00:00           8.200           9.330           9.330           0.150 
20.11.2003  00:00:00           5.170           7.330           7.330           0.150 
21.11.2003  00:00:00           3.300           6.830           6.830           0.150 
22.11.2003  00:00:00           9.230           6.430           6.430           0.160 
23.11.2003  00:00:00           0.100           5.030           5.030           0.150 
24.11.2003  00:00:00           0.000           3.400           3.400           0.140 
25.11.2003  00:00:00           2.900           5.600           5.600           0.130 
26.11.2003  00:00:00          10.030           6.900           6.900           0.150 
27.11.2003  00:00:00          11.870           8.900           8.900           0.190 
28.11.2003  00:00:00           8.470           7.300           7.300           0.200 
29.11.2003  00:00:00           6.770           7.030           7.030           0.230 
30.11.2003  00:00:00          10.630           7.730           7.730           0.230 
01.12.2003  00:00:00           3.770           6.400           6.400           0.230 
02.12.2003  00:00:00           0.200           5.430           5.430           0.200 
03.12.2003  00:00:00           0.400           6.400           6.400           0.180 
04.12.2003  00:00:00           0.000           7.300           7.300           0.160 
05.12.2003  00:00:00           3.400           6.870           6.870           0.150 
06.12.2003  00:00:00           3.700           5.330           5.330           0.140 
07.12.2003  00:00:00           0.000           1.370           1.370           0.120 
08.12.2003  00:00:00           3.530           3.330           3.330           0.120 
09.12.2003  00:00:00           0.900           5.270           5.270           0.120 
10.12.2003  00:00:00           2.200           6.430           6.430           0.110 
11.12.2003  00:00:00          12.570           6.830           6.830           0.130 
12.12.2003  00:00:00           0.400           3.130           3.130           0.110 
13.12.2003  00:00:00          13.530           3.530           3.530           0.190 
14.12.2003  00:00:00           9.430           6.530           6.530           0.220 
15.12.2003  00:00:00           7.870           2.800           2.800           0.220 
16.12.2003  00:00:00           1.830           1.700           1.700           0.200 
17.12.2003  00:00:00          13.570           4.830           4.830           0.280 
18.12.2003  00:00:00           5.730           7.470           7.470           0.270 
19.12.2003  00:00:00           4.770           7.930           7.930           0.260 
20.12.2003  00:00:00           4.130           5.100           5.100           0.220 
21.12.2003  00:00:00           0.100           3.470           3.470           0.190 
22.12.2003  00:00:00           0.000           2.000           2.000           0.160 
23.12.2003  00:00:00           0.000          -0.430          -0.430           0.150 
24.12.2003  00:00:00          17.230           4.130           4.130           0.240 
25.12.2003  00:00:00          14.600           7.170           7.170           0.280 
26.12.2003  00:00:00           6.230           6.370           6.370           0.310 
27.12.2003  00:00:00          28.670           6.400           6.400           0.490 
28.12.2003  00:00:00          14.570           5.470           5.470           0.480 
29.12.2003  00:00:00           3.630           2.830           2.830           0.390 
30.12.2003  00:00:00           0.000          -0.570          -0.570           0.320 
31.12.2003  00:00:00           0.000          -1.870          -1.870           0.260 
01.01.2004  00:00:00           0.000          -0.870          -0.870           0.210 
02.01.2004  00:00:00           0.000           0.830           0.830           0.170 
03.01.2004  00:00:00           0.000           0.300           0.300           0.150 
04.01.2004  00:00:00          15.400           1.930           1.930           0.170 
05.01.2004  00:00:00           0.000           0.430           0.430           0.150 
06.01.2004  00:00:00           5.530           2.230           2.230           0.170 
07.01.2004  00:00:00          19.030           3.870           3.870           0.210 
08.01.2004  00:00:00           0.330           4.630           4.630           0.200 
09.01.2004  00:00:00           0.230           6.300           6.300           0.180 
10.01.2004  00:00:00           0.000           4.900           4.900           0.170 
11.01.2004  00:00:00           7.270           5.500           5.500           0.190 
12.01.2004  00:00:00          21.030           5.900           5.900           0.220 
13.01.2004  00:00:00          14.630           4.570           4.570           0.230 
14.01.2004  00:00:00           0.400           3.200           3.200           0.210 
15.01.2004  00:00:00           0.000           3.000           3.000           0.180 
16.01.2004  00:00:00           0.000           1.870           1.870           0.160 
17.01.2004  00:00:00           0.000           0.200           0.200           0.140 
18.01.2004  00:00:00           0.000          -1.170          -1.170           0.120 
19.01.2004  00:00:00          11.170           1.930           1.930           0.120 
20.01.2004  00:00:00           0.000           0.030           0.030           0.110 
21.01.2004  00:00:00           0.870          -1.330          -1.330           0.100 
22.01.2004  00:00:00           0.000           0.430           0.430           0.100 
23.01.2004  00:00:00           6.270           3.230           3.230           0.110 
24.01.2004  00:00:00          12.830           5.600           5.600           0.150 
25.01.2004  00:00:00          11.730           4.200           4.200           0.180 
26.01.2004  00:00:00           2.970           3.630           3.630           0.200 
27.01.2004  00:00:00           4.800           1.830           1.830           0.190 
28.01.2004  00:00:00          10.630          -1.030          -1.030           0.180 
29.01.2004  00:00:00           1.530          -3.800          -3.800           0.160 
30.01.2004  00:00:00           0.000          -2.970          -2.970           0.150 
31.01.2004  00:00:00           4.730          -0.370          -0.370           0.140 
01.02.2004  00:00:00           0.000          -0.370          -0.370           0.120 
02.02.2004  00:00:00           4.500           0.570           0.570           0.130 
03.02.2004  00:00:00           9.900           4.830           4.830           0.270 
04.02.2004  00:00:00          10.100           7.600           7.600           0.310 
05.02.2004  00:00:00           2.600           6.700           6.700           0.310 
06.02.2004  00:00:00          12.030           5.970           5.970           0.300 
07.02.2004  00:00:00           9.870           5.530           5.530           0.300 
08.02.2004  00:00:00           3.530           2.930           2.930           0.270 
09.02.2004  00:00:00           0.070           1.030           1.030           0.230 
10.02.2004  00:00:00           0.000           0.130           0.130           0.200 
11.02.2004  00:00:00           2.700           0.930           0.930           0.180 
12.02.2004  00:00:00           4.200           0.870           0.870           0.180 
13.02.2004  00:00:00           0.100           3.100           3.100           0.170 
14.02.2004  00:00:00           0.000           3.300           3.300           0.150 
15.02.2004  00:00:00           0.000           2.130           2.130           0.140 
16.02.2004  00:00:00           0.300           1.030           1.030           0.130 
17.02.2004  00:00:00           0.400           2.430           2.430           0.120 
18.02.2004  00:00:00           1.400           4.300           4.300           0.110 
19.02.2004  00:00:00           0.000           3.670           3.670           0.100 
20.02.2004  00:00:00           0.000           2.230           2.230           0.090 
21.02.2004  00:00:00           0.800           2.170           2.170           0.090 
22.02.2004  00:00:00           3.200           1.830           1.830           0.080 
23.02.2004  00:00:00           0.000           0.630           0.630           0.070 
24.02.2004  00:00:00           8.570           1.470           1.470           0.080 
25.02.2004  00:00:00          13.100           1.730           1.730           0.080 
26.02.2004  00:00:00           1.630           1.730           1.730           0.080 
27.02.2004  00:00:00           2.630           0.130           0.130           0.080 
28.02.2004  00:00:00           0.000          -1.830          -1.830           0.070 
29.02.2004  00:00:00           0.000          -2.070          -2.070           0.070 
01.03.2004  00:00:00           5.670           0.870           0.870           0.090 
02.03.2004  00:00:00           3.230           4.270           4.270           0.090 
03.03.2004  00:00:00           0.000           4.100           4.100           0.090 
04.03.2004  00:00:00           0.000           1.900           1.900           0.080 
05.03.2004  00:00:00           0.200           0.430           0.430           0.080 
06.03.2004  00:00:00           0.070           0.800           0.800           0.070 
07.03.2004  00:00:00           0.000           1.430           1.430           0.070 
08.03.2004  00:00:00           0.000           2.470           2.470           0.070 
09.03.2004  00:00:00           0.000           2.000           2.000           0.060 
10.03.2004  00:00:00           0.000           1.700           1.700           0.060 
11.03.2004  00:00:00           0.000           1.200           1.200           0.050 
12.03.2004  00:00:00           0.000           3.230           3.230           0.050 
13.03.2004  00:00:00           0.000           3.600           3.600           0.040 
14.03.2004  00:00:00           8.000           3.600           3.600           0.040 
15.03.2004  00:00:00          11.300           5.700           5.700           0.070 
16.03.2004  00:00:00          13.130           6.600           6.600           0.090 
17.03.2004  00:00:00           7.030           7.200           7.200           0.100 
18.03.2004  00:00:00           0.000           7.000           7.000           0.100 
19.03.2004  00:00:00           8.400           6.400           6.400           0.120 
20.03.2004  00:00:00           7.930           5.100           5.100           0.120 
21.03.2004  00:00:00           2.930           3.430           3.430           0.120 
22.03.2004  00:00:00           4.500           3.670           3.670           0.120 
23.03.2004  00:00:00           1.070           3.370           3.370           0.110 
24.03.2004  00:00:00           0.100           3.000           3.000           0.110 
25.03.2004  00:00:00           0.000           2.600           2.600           0.100 
26.03.2004  00:00:00           0.000           2.400           2.400           0.090 
27.03.2004  00:00:00          19.830           2.930           2.930           0.100 
28.03.2004  00:00:00           0.000           4.900           4.900           0.090 
29.03.2004  00:00:00           2.730           4.600           4.600           0.090 
30.03.2004  00:00:00           1.700           4.970           4.970           0.090 
31.03.2004  00:00:00           0.000           5.600           5.600           0.080 
01.04.2004  00:00:00           0.000           8.100           8.100           0.070 
02.04.2004  00:00:00           0.000           8.300           8.300           0.060 
03.04.2004  00:00:00           0.000           7.430           7.430           0.060 
04.04.2004  00:00:00           8.100           6.600           6.600           0.080 
05.04.2004  00:00:00          20.830           6.700           6.700           0.120 
06.04.2004  00:00:00           0.000           5.600           5.600           0.120 
07.04.2004  00:00:00           0.000           5.930           5.930           0.110 
08.04.2004  00:00:00           0.000           5.500           5.500           0.110 
09.04.2004  00:00:00           4.430           5.200           5.200           0.110 
10.04.2004  00:00:00           5.800           4.500           4.500           0.100 
11.04.2004  00:00:00           0.600           4.230           4.230           0.100 
12.04.2004  00:00:00           2.070           4.370           4.370           0.090 
13.04.2004  00:00:00           1.370           5.000           5.000           0.090 
14.04.2004  00:00:00          11.300           6.200           6.200           0.110 
15.04.2004  00:00:00          14.770           7.400           7.400           0.110 
16.04.2004  00:00:00           0.000           9.800           9.800           0.110 
17.04.2004  00:00:00           0.000           8.100           8.100           0.100 
18.04.2004  00:00:00           6.870           8.900           8.900           0.110 
19.04.2004  00:00:00          11.200           8.500           8.500           0.120 
20.04.2004  00:00:00           5.930           8.500           8.500           0.140 
21.04.2004  00:00:00           5.430           6.000           6.000           0.140 
22.04.2004  00:00:00           0.030           9.300           9.300           0.140 
23.04.2004  00:00:00           4.830           9.600           9.600           0.130 
24.04.2004  00:00:00           0.000           6.330           6.330           0.120 
25.04.2004  00:00:00           4.570           7.830           7.830           0.120 
26.04.2004  00:00:00           1.300           8.800           8.800           0.120 
27.04.2004  00:00:00           0.000           9.000           9.000           0.110 
28.04.2004  00:00:00           2.430           9.500           9.500           0.100 
29.04.2004  00:00:00           4.430           9.600           9.600           0.100 
30.04.2004  00:00:00           0.000          10.970          10.970           0.090 
01.05.2004  00:00:00           0.000           9.530           9.530           0.080 
02.05.2004  00:00:00           0.000           9.330           9.330           0.080 
03.05.2004  00:00:00           0.700           9.100           9.100           0.070 
04.05.2004  00:00:00           6.230           8.030           8.030           0.070 
05.05.2004  00:00:00           1.200           9.000           9.000           0.070 
06.05.2004  00:00:00          10.770           9.700           9.700           0.080 
07.05.2004  00:00:00           1.330          12.300          12.300           0.080 
08.05.2004  00:00:00           0.000          16.300          16.300           0.070 
09.05.2004  00:00:00           0.000          15.300          15.300           0.070 
10.05.2004  00:00:00           4.970          12.100          12.100           0.070 
11.05.2004  00:00:00           0.000          10.700          10.700           0.060 
12.05.2004  00:00:00           0.000           9.200           9.200           0.060 
13.05.2004  00:00:00           0.000           9.170           9.170           0.060 
14.05.2004  00:00:00           0.000           8.800           8.800           0.050 
15.05.2004  00:00:00          11.470           8.730           8.730           0.060 
16.05.2004  00:00:00           2.670           9.300           9.300           0.050 
17.05.2004  00:00:00           1.500           9.600           9.600           0.050 
18.05.2004  00:00:00           0.130           9.700           9.700           0.050 
