date        time     P_O_Tysvær_23mo  T_Tysvær_23moh  T_Tysvær_23moh        Q_Tysvær 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
28.11.2006  00:00:00           4.230          10.000          10.000           0.320 
29.11.2006  00:00:00          16.100          10.530          10.530           0.330 
30.11.2006  00:00:00           3.170          10.070          10.070           0.290 
01.12.2006  00:00:00           7.430          10.300          10.300           0.310 
02.12.2006  00:00:00          18.330           9.030           9.030           0.300 
03.12.2006  00:00:00           1.730           8.900           8.900           0.290 
04.12.2006  00:00:00          34.670           8.730           8.730           0.380 
05.12.2006  00:00:00          35.800           9.030           9.030           0.440 
06.12.2006  00:00:00          11.400           8.400           8.400           0.430 
07.12.2006  00:00:00           9.970           6.830           6.830           0.480 
08.12.2006  00:00:00          29.700           6.970           6.970           0.610 
09.12.2006  00:00:00           5.830           7.330           7.330           0.520 
10.12.2006  00:00:00           3.230           6.630           6.630           0.470 
11.12.2006  00:00:00          69.330           8.170           8.170           0.650 
12.12.2006  00:00:00          10.200           8.000           8.000           0.560 
13.12.2006  00:00:00          18.230           7.430           7.430           0.500 
14.12.2006  00:00:00          20.170           8.200           8.200           0.480 
15.12.2006  00:00:00           5.000           9.000           9.000           0.410 
16.12.2006  00:00:00           3.930           7.230           7.230           0.340 
17.12.2006  00:00:00          12.100           5.170           5.170           0.320 
18.12.2006  00:00:00           0.000           2.700           2.700           0.270 
19.12.2006  00:00:00           5.570           4.430           4.430           0.250 
20.12.2006  00:00:00           7.430           7.930           7.930           0.230 
21.12.2006  00:00:00           0.100           7.070           7.070           0.200 
22.12.2006  00:00:00           0.000           6.730           6.730           0.180 
23.12.2006  00:00:00           4.070           8.700           8.700           0.170 
24.12.2006  00:00:00           8.000           8.530           8.530           0.170 
25.12.2006  00:00:00           0.000           7.500           7.500           0.150 
26.12.2006  00:00:00           0.100           4.800           4.800           0.140 
27.12.2006  00:00:00           0.000           6.100           6.100           0.130 
28.12.2006  00:00:00           2.130           5.730           5.730           0.120 
29.12.2006  00:00:00           0.630           3.400           3.400           0.110 
30.12.2006  00:00:00          19.930           7.000           7.000           0.150 
31.12.2006  00:00:00          11.970           8.130           8.130           0.150 
01.01.2007  00:00:00          28.730           6.970           6.970           0.300 
02.01.2007  00:00:00          17.070           5.800           5.800           0.330 
03.01.2007  00:00:00           5.300           4.570           4.570           0.340 
04.01.2007  00:00:00          20.870           7.230           7.230           0.390 
05.01.2007  00:00:00           3.270           7.030           7.030           0.380 
06.01.2007  00:00:00          11.130           6.800           6.800           0.360 
07.01.2007  00:00:00           5.900           7.530           7.530           0.360 
08.01.2007  00:00:00          35.930           7.570           7.570           0.470 
09.01.2007  00:00:00          15.570           6.730           6.730           0.520 
10.01.2007  00:00:00           9.430           7.730           7.730           0.460 
11.01.2007  00:00:00           4.070           2.930           2.930           0.420 
12.01.2007  00:00:00          17.500           4.830           4.830           0.490 
13.01.2007  00:00:00          18.000           7.200           7.200           0.500 
14.01.2007  00:00:00          29.170           6.100           6.100           0.560 
15.01.2007  00:00:00           8.530           6.770           6.770           0.480 
16.01.2007  00:00:00           8.700           7.700           7.700           0.390 
17.01.2007  00:00:00           3.230           3.930           3.930           0.340 
18.01.2007  00:00:00          12.300           5.370           5.370           0.330 
19.01.2007  00:00:00           3.830           4.130           4.130           0.290 
20.01.2007  00:00:00          13.570           3.000           3.000           0.370 
21.01.2007  00:00:00          24.670           4.370           4.370           0.400 
22.01.2007  00:00:00           0.100           0.770           0.770           0.350 
23.01.2007  00:00:00           3.930          -0.170          -0.170           0.300 
24.01.2007  00:00:00           0.070          -1.700          -1.700           0.250 
25.01.2007  00:00:00           0.100          -2.270          -2.270           0.220 
26.01.2007  00:00:00           5.200           2.830           2.830           0.220 
27.01.2007  00:00:00           4.500           1.200           1.200           0.200 
28.01.2007  00:00:00          12.730           2.600           2.600           0.280 
29.01.2007  00:00:00          11.270           5.970           5.970           0.310 
30.01.2007  00:00:00           5.970           5.530           5.530           0.320 
31.01.2007  00:00:00          14.270           7.170           7.170           0.340 
01.02.2007  00:00:00           4.670           5.900           5.900           0.320 
02.02.2007  00:00:00           7.970           6.700           6.700           0.310 
03.02.2007  00:00:00          15.730           6.500           6.500           0.340 
04.02.2007  00:00:00           5.830           7.230           7.230           0.340 
05.02.2007  00:00:00           6.670           4.570           4.570           0.330 
06.02.2007  00:00:00          10.000           1.930           1.930           0.300 
07.02.2007  00:00:00           0.000          -0.700          -0.700           0.260 
08.02.2007  00:00:00           0.000          -1.770          -1.770           0.220 
09.02.2007  00:00:00           0.000          -1.370          -1.370           0.180 
10.02.2007  00:00:00           0.000          -1.170          -1.170           0.160 
11.02.2007  00:00:00           0.000          -3.070          -3.070           0.140 
12.02.2007  00:00:00           0.000           0.030           0.030           0.120 
13.02.2007  00:00:00           0.000           2.700           2.700           0.110 
14.02.2007  00:00:00           0.000           2.730           2.730           0.100 
15.02.2007  00:00:00           4.270           4.500           4.500           0.100 
16.02.2007  00:00:00           0.970           5.700           5.700           0.090 
17.02.2007  00:00:00          22.770           5.600           5.600           0.170 
18.02.2007  00:00:00          13.670           4.630           4.630           0.190 
19.02.2007  00:00:00           3.670           4.400           4.400           0.190 
20.02.2007  00:00:00           0.000           2.830           2.830           0.170 
21.02.2007  00:00:00           0.700           0.630           0.630           0.160 
22.02.2007  00:00:00           0.000          -1.200          -1.200           0.130 
23.02.2007  00:00:00           0.000          -1.170          -1.170           0.120 
24.02.2007  00:00:00           0.000           1.430           1.430           0.110 
25.02.2007  00:00:00           0.630           2.800           2.800           0.100 
26.02.2007  00:00:00           7.800           1.700           1.700           0.110 
27.02.2007  00:00:00           4.800           2.600           2.600           0.130 
28.02.2007  00:00:00           0.200           2.830           2.830           0.150 
01.03.2007  00:00:00           5.800           4.470           4.470           0.160 
02.03.2007  00:00:00           0.000           4.900           4.900           0.160 
03.03.2007  00:00:00           0.000           3.870           3.870           0.150 
04.03.2007  00:00:00           4.200           3.800           3.800           0.140 
05.03.2007  00:00:00           2.270           6.300           6.300           0.140 
06.03.2007  00:00:00           7.970           5.400           5.400           0.170 
07.03.2007  00:00:00          11.800           6.230           6.230           0.190 
08.03.2007  00:00:00           2.930           5.300           5.300           0.190 
09.03.2007  00:00:00           9.300           5.730           5.730           0.210 
10.03.2007  00:00:00           9.500           5.500           5.500           0.230 
11.03.2007  00:00:00          23.870           5.800           5.800           0.290 
12.03.2007  00:00:00          16.930           6.700           6.700           0.370 
13.03.2007  00:00:00           8.270           6.170           6.170           0.360 
14.03.2007  00:00:00           0.000           6.300           6.300           0.310 
15.03.2007  00:00:00           4.430           6.230           6.230           0.270 
16.03.2007  00:00:00           7.800           5.700           5.700           0.250 
17.03.2007  00:00:00          16.770           4.800           4.800           0.260 
18.03.2007  00:00:00          14.330           4.400           4.400           0.290 
19.03.2007  00:00:00          16.770           3.600           3.600           0.280 
20.03.2007  00:00:00           0.400           4.330           4.330           0.240 
21.03.2007  00:00:00           0.000           3.470           3.470           0.210 
22.03.2007  00:00:00           0.000           3.530           3.530           0.190 
23.03.2007  00:00:00           0.000           4.800           4.800           0.160 
24.03.2007  00:00:00           0.000           5.400           5.400           0.140 
25.03.2007  00:00:00           2.070           6.000           6.000           0.130 
26.03.2007  00:00:00           0.000           6.400           6.400           0.110 
27.03.2007  00:00:00           0.000           8.300           8.300           0.100 
28.03.2007  00:00:00           0.000           9.300           9.300           0.090 
29.03.2007  00:00:00           0.000          10.370          10.370           0.080 
30.03.2007  00:00:00           0.000           9.600           9.600           0.080 
31.03.2007  00:00:00           0.000           7.070           7.070           0.070 
01.04.2007  00:00:00           0.000           5.500           5.500           0.060 
02.04.2007  00:00:00           0.000           5.800           5.800           0.060 
03.04.2007  00:00:00           0.770           5.570           5.570           0.050 
04.04.2007  00:00:00           0.000           5.800           5.800           0.050 
05.04.2007  00:00:00           0.000           6.500           6.500           0.040 
06.04.2007  00:00:00           0.000           4.400           4.400           0.040 
07.04.2007  00:00:00           0.100           3.400           3.400           0.040 
08.04.2007  00:00:00           3.900           2.730           2.730           0.100 
09.04.2007  00:00:00          43.100           4.700           4.700           0.120 
10.04.2007  00:00:00           4.470           6.200           6.200           0.180 
11.04.2007  00:00:00          14.270           6.970           6.970           0.210 
12.04.2007  00:00:00           0.200           7.630           7.630           0.190 
13.04.2007  00:00:00           0.000           8.900           8.900           0.170 
14.04.2007  00:00:00           0.000          10.000          10.000           0.150 
15.04.2007  00:00:00           0.000          10.800          10.800           0.130 
16.04.2007  00:00:00           0.000          12.700          12.700           0.110 
17.04.2007  00:00:00           1.300           8.200           8.200           0.100 
18.04.2007  00:00:00           4.970           5.830           5.830           0.090 
19.04.2007  00:00:00          15.800           6.370           6.370           0.100 
20.04.2007  00:00:00           5.230           3.670           3.670           0.090 
21.04.2007  00:00:00           0.000           3.430           3.430           0.080 
22.04.2007  00:00:00           4.700           6.030           6.030           0.140 
23.04.2007  00:00:00          12.000           8.100           8.100           0.160 
24.04.2007  00:00:00           2.600          10.900          10.900           0.190 
25.04.2007  00:00:00           3.970          10.700          10.700           0.200 
26.04.2007  00:00:00           2.470          12.400          12.400           0.190 
27.04.2007  00:00:00           0.000           9.470           9.470           0.170 
28.04.2007  00:00:00           0.000           9.700           9.700           0.150 
29.04.2007  00:00:00           0.000           9.600           9.600           0.130 
30.04.2007  00:00:00           0.000           9.300           9.300           0.110 
01.05.2007  00:00:00           0.000           9.200           9.200           0.100 
02.05.2007  00:00:00           0.000           8.170           8.170           0.090 
03.05.2007  00:00:00           0.000           9.400           9.400           0.080 
04.05.2007  00:00:00           0.000           8.700           8.700           0.070 
05.05.2007  00:00:00           0.000           8.700           8.700           0.060 
06.05.2007  00:00:00           0.000           8.800           8.800           0.060 
07.05.2007  00:00:00          13.500           8.700           8.700           0.050 
08.05.2007  00:00:00           5.630           8.370           8.370           0.060 
09.05.2007  00:00:00           9.870           7.700           7.700           0.060 
10.05.2007  00:00:00           0.000           6.600           6.600           0.050 
11.05.2007  00:00:00           0.000           7.100           7.100           0.050 
12.05.2007  00:00:00           0.000           6.100           6.100           0.050 
13.05.2007  00:00:00           2.200           7.330           7.330           0.040 
14.05.2007  00:00:00           7.600           9.200           9.200           0.040 
15.05.2007  00:00:00           2.630           7.600           7.600           0.040 
16.05.2007  00:00:00           3.430           6.900           6.900           0.030 
17.05.2007  00:00:00           0.000           7.000           7.000           0.030 
18.05.2007  00:00:00           0.100           8.500           8.500           0.030 
19.05.2007  00:00:00          12.270           9.900           9.900           0.040 
20.05.2007  00:00:00           0.100          10.100          10.100           0.040 
21.05.2007  00:00:00           0.000           9.800           9.800           0.030 
22.05.2007  00:00:00           0.000          10.600          10.600           0.030 
23.05.2007  00:00:00           0.900          10.070          10.070           0.030 
24.05.2007  00:00:00           9.770          10.300          10.300           0.050 
25.05.2007  00:00:00          11.600           9.700           9.700           0.050 
26.05.2007  00:00:00           0.000           9.170           9.170           0.050 
27.05.2007  00:00:00          10.530           8.200           8.200           0.050 
28.05.2007  00:00:00           0.000          10.300          10.300           0.050 
29.05.2007  00:00:00           1.700          12.300          12.300           0.050 
30.05.2007  00:00:00           0.000          16.200          16.200           0.050 
31.05.2007  00:00:00           7.700          11.400          11.400           0.050 
01.06.2007  00:00:00           0.000          13.370          13.370           0.050 
02.06.2007  00:00:00           0.000          12.800          12.800           0.040 
03.06.2007  00:00:00           0.000          14.900          14.900           0.040 
04.06.2007  00:00:00           0.000          14.470          14.470           0.040 
05.06.2007  00:00:00           0.000          14.770          14.770           0.030 
06.06.2007  00:00:00           2.830          14.370          14.370           0.030 
07.06.2007  00:00:00           0.000          15.730          15.730           0.030 
08.06.2007  00:00:00           0.000          18.400          18.400           0.020 
09.06.2007  00:00:00           0.000          20.300          20.300           0.020 
10.06.2007  00:00:00           0.000          17.800          17.800           0.020 
11.06.2007  00:00:00           0.000          19.270          19.270           0.020 
12.06.2007  00:00:00           0.000          15.900          15.900           0.010 
13.06.2007  00:00:00           0.000          11.700          11.700           0.010 
14.06.2007  00:00:00           2.470          10.100          10.100           0.010 
15.06.2007  00:00:00           0.030          10.630          10.630           0.010 
16.06.2007  00:00:00           0.000          13.200          13.200           0.010 
17.06.2007  00:00:00           4.130          14.170          14.170           0.010 
18.06.2007  00:00:00           6.170          12.170          12.170           0.010 
19.06.2007  00:00:00           0.000          13.900          13.900           0.010 
20.06.2007  00:00:00           0.000          13.400          13.400           0.000 
21.06.2007  00:00:00           1.530          15.800          15.800           0.000 
22.06.2007  00:00:00           0.000          15.200          15.200           0.000 
23.06.2007  00:00:00           0.000          15.200          15.200           0.000 
24.06.2007  00:00:00           0.000          14.700          14.700           0.000 
25.06.2007  00:00:00           0.000          14.400          14.400           0.000 
26.06.2007  00:00:00           0.000          14.700          14.700           0.000 
27.06.2007  00:00:00           7.470          13.000          13.000           0.000 
28.06.2007  00:00:00           3.570          10.800          10.800           0.000 
29.06.2007  00:00:00           1.730          11.270          11.270           0.000 
30.06.2007  00:00:00           5.070          12.770          12.770           0.000 
01.07.2007  00:00:00           0.000          13.600          13.600           0.000 
02.07.2007  00:00:00           2.930          15.800          15.800           0.000 
03.07.2007  00:00:00           3.130          16.000          16.000           0.000 
04.07.2007  00:00:00           4.300          15.000          15.000           0.000 
05.07.2007  00:00:00           2.300          14.700          14.700           0.000 
06.07.2007  00:00:00           7.600          16.000          16.000           0.010 
07.07.2007  00:00:00          10.970          15.270          15.270           0.010 
08.07.2007  00:00:00           3.770          15.700          15.700           0.010 
09.07.2007  00:00:00           6.730          13.300          13.300           0.010 
10.07.2007  00:00:00           3.230          13.400          13.400           0.010 
11.07.2007  00:00:00           1.300          13.400          13.400           0.010 
12.07.2007  00:00:00           3.030          13.770          13.770           0.010 
13.07.2007  00:00:00           4.200          11.870          11.870           0.010 
14.07.2007  00:00:00           0.000          13.300          13.300           0.020 
15.07.2007  00:00:00          14.100          14.370          14.370           0.020 
16.07.2007  00:00:00           0.370          13.400          13.400           0.020 
17.07.2007  00:00:00          19.530          14.800          14.800           0.090 
18.07.2007  00:00:00          31.600          14.200          14.200           0.120 
19.07.2007  00:00:00          10.700          12.870          12.870           0.150 
20.07.2007  00:00:00           0.100          13.070          13.070           0.140 
21.07.2007  00:00:00           0.000          13.400          13.400           0.130 
22.07.2007  00:00:00           0.000          16.370          16.370           0.110 
23.07.2007  00:00:00          11.400          15.800          15.800           0.110 
24.07.2007  00:00:00           0.000          14.400          14.400           0.100 
25.07.2007  00:00:00           0.000          15.800          15.800           0.090 
26.07.2007  00:00:00           0.300          15.300          15.300           0.080 
27.07.2007  00:00:00           4.470          16.400          16.400           0.100 
28.07.2007  00:00:00          11.130          13.900          13.900           0.110 
29.07.2007  00:00:00          13.300          12.870          12.870           0.120 
30.07.2007  00:00:00           9.400          12.030          12.030           0.150 
31.07.2007  00:00:00           4.330          12.300          12.300           0.150 
01.08.2007  00:00:00           0.000          12.130          12.130           0.180 
02.08.2007  00:00:00          32.970          12.400          12.400           0.210 
03.08.2007  00:00:00           0.230          13.370          13.370           0.190 
04.08.2007  00:00:00           0.000          14.270          14.270           0.170 
05.08.2007  00:00:00          15.470          15.400          15.400           0.170 
06.08.2007  00:00:00           5.130          18.100          18.100           0.150 
07.08.2007  00:00:00           0.000          21.700          21.700           0.140 
08.08.2007  00:00:00           8.730          13.900          13.900           0.130 
09.08.2007  00:00:00           1.700          13.600          13.600           0.120 
10.08.2007  00:00:00           0.000          14.870          14.870           0.100 
11.08.2007  00:00:00           0.000          14.370          14.370           0.090 
12.08.2007  00:00:00           0.000          14.300          14.300           0.080 
13.08.2007  00:00:00           0.030          14.670          14.670           0.070 
14.08.2007  00:00:00          14.200          15.300          15.300           0.070 
15.08.2007  00:00:00          23.330          15.630          15.630           0.190 
16.08.2007  00:00:00          20.330          14.570          14.570           0.200 
17.08.2007  00:00:00          11.500          13.230          13.230           0.270 
18.08.2007  00:00:00           8.900          11.900          11.900           0.280 
19.08.2007  00:00:00           1.870          13.000          13.000           0.250 
20.08.2007  00:00:00           5.000          14.830          14.830           0.220 
21.08.2007  00:00:00           4.830          16.300          16.300           0.190 
22.08.2007  00:00:00           0.000          17.070          17.070           0.160 
23.08.2007  00:00:00           0.000          16.600          16.600           0.140 
24.08.2007  00:00:00           0.000          16.100          16.100           0.130 
25.08.2007  00:00:00           3.630          14.800          14.800           0.120 
26.08.2007  00:00:00          10.870          13.430          13.430           0.110 
27.08.2007  00:00:00           7.300          12.630          12.630           0.110 
28.08.2007  00:00:00           2.600          10.770          10.770           0.100 
29.08.2007  00:00:00           0.130          10.330          10.330           0.090 
30.08.2007  00:00:00           5.130          10.470          10.470           0.090 
31.08.2007  00:00:00           9.230          11.430          11.430           0.090 
01.09.2007  00:00:00          21.270          11.770          11.770           0.140 
02.09.2007  00:00:00          29.070          12.430          12.430           0.210 
03.09.2007  00:00:00           6.630          11.330          11.330           0.240 
04.09.2007  00:00:00           7.700           9.830           9.830           0.220 
05.09.2007  00:00:00           3.200          10.970          10.970           0.210 
06.09.2007  00:00:00           5.470          11.870          11.870           0.190 
07.09.2007  00:00:00           2.870          13.000          13.000           0.190 
08.09.2007  00:00:00          12.130          13.100          13.100           0.210 
09.09.2007  00:00:00           1.300          11.600          11.600           0.210 
10.09.2007  00:00:00          23.300          11.230          11.230           0.260 
11.09.2007  00:00:00           1.270          11.900          11.900           0.230 
12.09.2007  00:00:00           7.030          11.800          11.800           0.210 
13.09.2007  00:00:00           0.330           9.800           9.800           0.180 
14.09.2007  00:00:00          14.630          11.430          11.430           0.220 
15.09.2007  00:00:00          16.430           9.270           9.270           0.210 
16.09.2007  00:00:00          10.330           8.770           8.770           0.320 
17.09.2007  00:00:00          19.170          10.570          10.570           0.390 
18.09.2007  00:00:00           0.000           8.630           8.630           0.350 
19.09.2007  00:00:00           1.230           7.470           7.470           0.300 
20.09.2007  00:00:00           2.300          10.130          10.130           0.260 
21.09.2007  00:00:00           8.000          10.900          10.900           0.240 
22.09.2007  00:00:00           9.300          10.970          10.970           0.220 
23.09.2007  00:00:00           5.070          11.230          11.230           0.210 
24.09.2007  00:00:00          25.000          13.600          13.600           0.480 
25.09.2007  00:00:00          52.530          12.870          12.870           0.710 
26.09.2007  00:00:00           2.830          10.230          10.230           0.620 
27.09.2007  00:00:00           0.000           9.700           9.700           0.480 
28.09.2007  00:00:00           0.000           9.900           9.900           0.360 
29.09.2007  00:00:00           0.000           9.600           9.600           0.290 
30.09.2007  00:00:00           4.930          10.170          10.170           0.240 
01.10.2007  00:00:00           1.500          11.230          11.230           0.200 
02.10.2007  00:00:00           0.000           9.500           9.500           0.170 
03.10.2007  00:00:00           0.000           8.970           8.970           0.150 
04.10.2007  00:00:00           0.000           9.930           9.930           0.120 
05.10.2007  00:00:00           0.000          11.530          11.530           0.110 
06.10.2007  00:00:00           0.000          10.700          10.700           0.100 
07.10.2007  00:00:00           1.000          11.330          11.330           0.090 
08.10.2007  00:00:00           2.300           9.170           9.170           0.080 
09.10.2007  00:00:00           0.000           6.930           6.930           0.080 
10.10.2007  00:00:00           0.000           7.370           7.370           0.070 
11.10.2007  00:00:00           0.000           7.870           7.870           0.080 
12.10.2007  00:00:00          18.230          10.370          10.370           0.090 
13.10.2007  00:00:00           0.000           9.700           9.700           0.080 
14.10.2007  00:00:00           9.800          11.270          11.270           0.100 
15.10.2007  00:00:00           2.930          11.970          11.970           0.100 
16.10.2007  00:00:00           8.400          12.070          12.070           0.120 
17.10.2007  00:00:00           8.500          10.630          10.630           0.130 
18.10.2007  00:00:00           2.400           7.430           7.430           0.130 
19.10.2007  00:00:00           0.000           5.270           5.270           0.130 
20.10.2007  00:00:00           0.000           5.400           5.400           0.120 
21.10.2007  00:00:00           0.000           8.100           8.100           0.110 
22.10.2007  00:00:00           2.100           9.870           9.870           0.120 
23.10.2007  00:00:00           2.830           9.800           9.800           0.110 
24.10.2007  00:00:00           0.000           8.330           8.330           0.110 
25.10.2007  00:00:00           0.000           6.800           6.800           0.100 
26.10.2007  00:00:00           0.000           7.500           7.500           0.090 
27.10.2007  00:00:00           0.300           8.930           8.930           0.100 
28.10.2007  00:00:00          30.600          11.300          11.300           0.210 
29.10.2007  00:00:00          22.530          10.370          10.370           0.250 
30.10.2007  00:00:00           5.470           8.230           8.230           0.240 
31.10.2007  00:00:00           5.330           5.630           5.630           0.310 
01.11.2007  00:00:00          53.300          10.130          10.130           0.480 
02.11.2007  00:00:00           2.400           6.070           6.070           0.460 
03.11.2007  00:00:00          20.970           7.270           7.270           0.530 
04.11.2007  00:00:00           4.630           7.630           7.630           0.430 
05.11.2007  00:00:00           0.000           5.830           5.830           0.410 
06.11.2007  00:00:00          31.300           7.200           7.200           0.420 
07.11.2007  00:00:00          22.530           6.430           6.430           0.460 
08.11.2007  00:00:00          11.000           7.000           7.000           0.440 
09.11.2007  00:00:00          12.870           7.470           7.470           0.400 
10.11.2007  00:00:00           9.770           3.030           3.030           0.360 
11.11.2007  00:00:00           2.670           1.600           1.600           0.330 
12.11.2007  00:00:00          11.300           4.530           4.530           0.330 
13.11.2007  00:00:00           0.000           3.330           3.330           0.280 
14.11.2007  00:00:00           0.000           1.430           1.430           0.230 
15.11.2007  00:00:00           0.000           0.630           0.630           0.200 
16.11.2007  00:00:00           1.300           2.670           2.670           0.170 
17.11.2007  00:00:00           1.230           5.630           5.630           0.160 
18.11.2007  00:00:00           3.400           8.230           8.230           0.140 
19.11.2007  00:00:00           3.400           6.830           6.830           0.130 
20.11.2007  00:00:00           0.000           3.600           3.600           0.120 
21.11.2007  00:00:00           0.000           4.630           4.630           0.110 
22.11.2007  00:00:00           6.800           6.870           6.870           0.120 
23.11.2007  00:00:00          18.230           6.470           6.470           0.120 
24.11.2007  00:00:00           1.600           3.000           3.000           0.150 
25.11.2007  00:00:00          37.570           5.670           5.670           0.190 
26.11.2007  00:00:00           4.270           2.430           2.430           0.200 
27.11.2007  00:00:00           0.000           1.770           1.770           0.180 
28.11.2007  00:00:00           9.670           2.530           2.530           0.260 
29.11.2007  00:00:00          27.770           7.830           7.830           0.370 
30.11.2007  00:00:00           9.230           5.970           5.970           0.360 
01.12.2007  00:00:00          19.200           5.670           5.670           0.520 
02.12.2007  00:00:00          10.730           5.730           5.730           0.600 
03.12.2007  00:00:00           0.300           3.600           3.600           0.510 
04.12.2007  00:00:00           1.530           1.830           1.830           0.400 
05.12.2007  00:00:00          18.970           5.370           5.370           0.490 
06.12.2007  00:00:00          16.730           9.030           9.030           0.520 
07.12.2007  00:00:00          12.730           7.270           7.270           0.510 
08.12.2007  00:00:00           2.770           5.730           5.730           0.450 
09.12.2007  00:00:00           0.100           2.900           2.900           0.360 
10.12.2007  00:00:00           0.000           4.830           4.830           0.290 
11.12.2007  00:00:00           0.000           2.930           2.930           0.240 
12.12.2007  00:00:00           0.000           0.500           0.500           0.200 
13.12.2007  00:00:00           0.000           2.500           2.500           0.170 
14.12.2007  00:00:00           0.000           5.130           5.130           0.150 
15.12.2007  00:00:00           0.000           5.100           5.100           0.140 
16.12.2007  00:00:00           0.000           5.200           5.200           0.120 
17.12.2007  00:00:00           0.000           4.230           4.230           0.110 
18.12.2007  00:00:00           0.000           0.230           0.230           0.100 
19.12.2007  00:00:00           0.000           0.200           0.200           0.100 
20.12.2007  00:00:00           0.000           0.800           0.800           0.090 
21.12.2007  00:00:00           0.000          -0.770          -0.770           0.080 
22.12.2007  00:00:00           0.000           0.200           0.200           0.070 
23.12.2007  00:00:00           2.600           3.830           3.830           0.070 
24.12.2007  00:00:00           1.270           5.200           5.200           0.080 
25.12.2007  00:00:00          14.630           5.230           5.230           0.090 
26.12.2007  00:00:00           9.430           3.730           3.730           0.100 
27.12.2007  00:00:00          11.130           7.030           7.030           0.130 
28.12.2007  00:00:00          10.500           7.570           7.570           0.150 
29.12.2007  00:00:00          23.730           7.000           7.000           0.240 
30.12.2007  00:00:00          11.000           5.800           5.800           0.260 
31.12.2007  00:00:00           1.670           3.000           3.000           0.240 
01.01.2008  00:00:00           0.000           0.400           0.400           0.210 
02.01.2008  00:00:00           0.000           0.300           0.300           0.180 
03.01.2008  00:00:00           0.000           2.700           2.700           0.150 
04.01.2008  00:00:00           0.000           1.370           1.370           0.130 
05.01.2008  00:00:00           0.000           2.400           2.400           0.110 
06.01.2008  00:00:00           0.000           3.900           3.900           0.100 
07.01.2008  00:00:00           5.800           4.370           4.370           0.090 
08.01.2008  00:00:00           2.800           4.000           4.000           0.090 
09.01.2008  00:00:00          10.000           3.970           3.970           0.130 
10.01.2008  00:00:00          25.800           5.530           5.530           0.180 
11.01.2008  00:00:00          15.170           4.830           4.830           0.290 
12.01.2008  00:00:00           1.000           4.330           4.330           0.280 
13.01.2008  00:00:00           0.000           2.600           2.600           0.260 
14.01.2008  00:00:00          15.770           6.000           6.000           0.280 
15.01.2008  00:00:00          22.770           6.070           6.070           0.340 
16.01.2008  00:00:00          13.200           5.470           5.470           0.390 
17.01.2008  00:00:00          12.170           4.100           4.100           0.380 
18.01.2008  00:00:00           0.000           3.900           3.900           0.330 
19.01.2008  00:00:00          21.730           6.270           6.270           0.350 
20.01.2008  00:00:00           8.430           5.270           5.270           0.310 
21.01.2008  00:00:00           8.330           5.000           5.000           0.280 
22.01.2008  00:00:00           1.700           2.130           2.130           0.240 
23.01.2008  00:00:00           4.830           2.530           2.530           0.230 
24.01.2008  00:00:00           8.970           6.330           6.330           0.260 
25.01.2008  00:00:00           8.900           5.400           5.400           0.260 
26.01.2008  00:00:00           5.300           6.500           6.500           0.260 
27.01.2008  00:00:00           7.730           4.230           4.230           0.260 
28.01.2008  00:00:00           5.830           3.970           3.970           0.230 
29.01.2008  00:00:00           2.870           6.870           6.870           0.210 
30.01.2008  00:00:00           3.370           4.570           4.570           0.190 
31.01.2008  00:00:00          15.670           3.830           3.830           0.270 
01.02.2008  00:00:00          23.970           3.370           3.370           0.360 
02.02.2008  00:00:00          10.670           2.430           2.430           0.350 
03.02.2008  00:00:00          11.870           0.330           0.330           0.340 
04.02.2008  00:00:00           0.100           5.400           5.400           0.300 
05.02.2008  00:00:00           3.600           5.330           5.330           0.270 
06.02.2008  00:00:00           5.670           5.900           5.900           0.290 
07.02.2008  00:00:00           8.630           4.630           4.630           0.280 
08.02.2008  00:00:00           8.000           4.630           4.630           0.290 
09.02.2008  00:00:00           1.270           7.300           7.300           0.260 
10.02.2008  00:00:00           0.000           6.800           6.800           0.230 
11.02.2008  00:00:00           0.900           4.400           4.400           0.200 
12.02.2008  00:00:00           0.000           3.000           3.000           0.170 
13.02.2008  00:00:00           0.000           4.030           4.030           0.150 
14.02.2008  00:00:00           0.000           3.330           3.330           0.130 
15.02.2008  00:00:00           0.000           0.230           0.230           0.120 
16.02.2008  00:00:00           0.000           1.830           1.830           0.110 
17.02.2008  00:00:00           4.800           4.630           4.630           0.120 
18.02.2008  00:00:00          19.300           6.800           6.800           0.130 
19.02.2008  00:00:00           2.570           6.630           6.630           0.130 
20.02.2008  00:00:00           1.700           5.670           5.670           0.130 
21.02.2008  00:00:00           7.130           4.630           4.630           0.170 
22.02.2008  00:00:00          22.130           6.900           6.900           0.220 
23.02.2008  00:00:00          15.600           5.130           5.130           0.280 
24.02.2008  00:00:00          17.130           6.530           6.530           0.330 
25.02.2008  00:00:00           9.330           5.670           5.670           0.320 
26.02.2008  00:00:00          18.130           5.200           5.200           0.370 
27.02.2008  00:00:00          14.270           6.630           6.630           0.410 
28.02.2008  00:00:00           8.370           4.870           4.870           0.360 
29.02.2008  00:00:00          11.370           4.830           4.830           0.340 
01.03.2008  00:00:00          21.870           4.870           4.870           0.460 
02.03.2008  00:00:00          12.200           4.970           4.970           0.470 
03.03.2008  00:00:00           2.030           3.770           3.770           0.380 
04.03.2008  00:00:00           1.530           1.970           1.970           0.310 
