date        time     P_O_Sorra_54moh   T_Sorra_54moh   T_Sorra_54moh         Q_Sorra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
30.08.2011  00:00:00           0.000          13.770          13.770           0.070 
31.08.2011  00:00:00           0.000          10.780          10.780           0.070 
01.09.2011  00:00:00           0.100          11.000          11.000           0.070 
02.09.2011  00:00:00           0.000           9.870           9.870           0.070 
03.09.2011  00:00:00           0.000          14.980          14.980           0.070 
04.09.2011  00:00:00           0.030          15.470          15.470           0.070 
05.09.2011  00:00:00           0.000          14.900          14.900           0.070 
06.09.2011  00:00:00           3.220          15.550          15.550           0.190 
07.09.2011  00:00:00          23.230          12.670          12.670           0.190 
08.09.2011  00:00:00          15.500          12.800          12.800           0.160 
09.09.2011  00:00:00           0.000          10.450          10.450           0.110 
10.09.2011  00:00:00           7.430          11.200          11.200           0.140 
11.09.2011  00:00:00           1.530           9.200           9.200           0.120 
12.09.2011  00:00:00          28.570          13.120          13.120           0.450 
13.09.2011  00:00:00           1.600          11.800          11.800           0.160 
14.09.2011  00:00:00           4.550          12.530          12.530           0.130 
15.09.2011  00:00:00           6.970           9.820           9.820           0.190 
16.09.2011  00:00:00          33.170           9.580           9.580           0.480 
17.09.2011  00:00:00           0.000           7.200           7.200           0.180 
18.09.2011  00:00:00           0.000           7.530           7.530           0.120 
19.09.2011  00:00:00           0.020           9.430           9.430           0.100 
20.09.2011  00:00:00           0.600          12.600          12.600           0.100 
21.09.2011  00:00:00           5.880          12.020          12.020           0.150 
22.09.2011  00:00:00           0.000          12.200          12.200           0.110 
23.09.2011  00:00:00           0.100          10.850          10.850           0.110 
24.09.2011  00:00:00           0.100          10.350          10.350           0.100 
25.09.2011  00:00:00           4.250           9.780           9.780           0.100 
26.09.2011  00:00:00           6.980          11.920          11.920           0.130 
27.09.2011  00:00:00           6.180          11.930          11.930           0.250 
28.09.2011  00:00:00          15.780          10.320          10.320           0.360 
29.09.2011  00:00:00          33.550          10.920          10.920           1.440 
30.09.2011  00:00:00          14.820          11.880          11.880           0.310 
01.10.2011  00:00:00           0.570           8.730           8.730           0.340 
02.10.2011  00:00:00          33.530          11.170          11.170           1.230 
03.10.2011  00:00:00           9.400           9.750           9.750           0.440 
04.10.2011  00:00:00           7.800          10.930          10.930           0.700 
05.10.2011  00:00:00          43.520           8.580           8.580           0.930 
06.10.2011  00:00:00          12.120           7.980           7.980           0.610 
07.10.2011  00:00:00          15.000           8.300           8.300           0.690 
08.10.2011  00:00:00           8.520           7.720           7.720           0.350 
09.10.2011  00:00:00           2.150           3.850           3.850           0.290 
10.10.2011  00:00:00           4.780           5.530           5.530           1.120 
11.10.2011  00:00:00          18.520           5.230           5.230           1.350 
12.10.2011  00:00:00          20.180           4.230           4.230           0.760 
13.10.2011  00:00:00          12.870           5.400           5.400           0.450 
14.10.2011  00:00:00           1.180           4.800           4.800           0.300 
15.10.2011  00:00:00           1.970           7.750           7.750           0.270 
16.10.2011  00:00:00          15.400           8.700           8.700           1.310 
17.10.2011  00:00:00          11.020           8.920           8.920           0.480 
18.10.2011  00:00:00           0.000           8.700           8.700           0.340 
19.10.2011  00:00:00           0.100           8.200           8.200           0.410 
20.10.2011  00:00:00          20.080           7.220           7.220           0.530 
21.10.2011  00:00:00          14.520           5.600           5.600           0.330 
22.10.2011  00:00:00          15.480           5.720           5.720           0.310 
23.10.2011  00:00:00          13.180           7.500           7.500           0.340 
24.10.2011  00:00:00           0.000           8.220           8.220           0.250 
25.10.2011  00:00:00           0.000           7.230           7.230           0.200 
26.10.2011  00:00:00           0.000           6.730           6.730           0.210 
27.10.2011  00:00:00           0.000          10.220          10.220           0.230 
28.10.2011  00:00:00           0.020           7.770           7.770           0.330 
29.10.2011  00:00:00           0.000           8.530           8.530           0.500 
30.10.2011  00:00:00          10.800           7.650           7.650           0.700 
31.10.2011  00:00:00           7.700           8.700           8.700           0.450 
01.11.2011  00:00:00          26.880           9.650           9.650           1.290 
02.11.2011  00:00:00          20.520          10.230          10.230           0.870 
03.11.2011  00:00:00           7.920           8.780           8.780           0.330 
04.11.2011  00:00:00           0.000           6.200           6.200           0.230 
05.11.2011  00:00:00           0.000           9.000           9.000           0.200 
06.11.2011  00:00:00           1.380          10.120          10.120           0.240 
07.11.2011  00:00:00          10.030           6.850           6.850           0.670 
08.11.2011  00:00:00          28.620           9.500           9.500           0.910 
09.11.2011  00:00:00           2.680           7.730           7.730           0.340 
10.11.2011  00:00:00           0.000           6.550           6.550           0.230 
11.11.2011  00:00:00           0.000           3.730           3.730           0.200 
12.11.2011  00:00:00           0.000           3.400           3.400           0.170 
13.11.2011  00:00:00           0.870           3.600           3.600           0.480 
14.11.2011  00:00:00          20.230           7.850           7.850           0.530 
15.11.2011  00:00:00           5.550           5.170           5.170           0.320 
16.11.2011  00:00:00           0.480           6.970           6.970           0.590 
17.11.2011  00:00:00          11.480           7.550           7.550           0.600 
18.11.2011  00:00:00           4.670           6.250           6.250           0.360 
19.11.2011  00:00:00           5.870           5.070           5.070           0.340 
20.11.2011  00:00:00           0.000           0.630           0.630           0.330 
21.11.2011  00:00:00          14.350           4.500           4.500           0.410 
22.11.2011  00:00:00           4.380           6.980           6.980           0.290 
23.11.2011  00:00:00           6.380           7.120           7.120           0.330 
24.11.2011  00:00:00           6.920           5.850           5.850           0.290 
25.11.2011  00:00:00           6.580           4.520           4.520           0.600 
26.11.2011  00:00:00          22.480           4.870           4.870           0.700 
27.11.2011  00:00:00           7.480           3.620           3.620           0.310 
28.11.2011  00:00:00          10.320           1.620           1.620           0.480 
29.11.2011  00:00:00           6.700           3.730           3.730           0.370 
30.11.2011  00:00:00           4.170           6.850           6.850           0.290 
01.12.2011  00:00:00           5.950           4.930           4.930           0.270 
02.12.2011  00:00:00           5.920           5.520           5.520           0.570 
03.12.2011  00:00:00           9.570           2.620           2.620           0.280 
04.12.2011  00:00:00           0.000           3.200           3.200           0.210 
05.12.2011  00:00:00           0.000           0.950           0.950           0.170 
06.12.2011  00:00:00           0.000          -0.800          -0.800           0.160 
07.12.2011  00:00:00          11.280          -0.080          -0.080           0.180 
08.12.2011  00:00:00           0.420          -0.330          -0.330           0.160 
09.12.2011  00:00:00           0.000          -1.980          -1.980           0.150 
10.12.2011  00:00:00           0.000           1.670           1.670           0.130 
11.12.2011  00:00:00           0.000          -1.120          -1.120           0.120 
12.12.2011  00:00:00           0.000          -3.980          -3.980           0.110 
13.12.2011  00:00:00           0.000          -0.920          -0.920           0.130 
14.12.2011  00:00:00           0.000           1.430           1.430           0.140 
15.12.2011  00:00:00           0.000           5.270           5.270           0.150 
16.12.2011  00:00:00           8.830           4.120           4.120           0.330 
17.12.2011  00:00:00           0.000           2.280           2.280           0.160 
18.12.2011  00:00:00           0.000           0.220           0.220           0.130 
19.12.2011  00:00:00           0.000          -1.630          -1.630           0.110 
20.12.2011  00:00:00           0.000          -0.930          -0.930           0.110 
21.12.2011  00:00:00           0.100           0.400           0.400           0.100 
22.12.2011  00:00:00           5.130           1.050           1.050           0.110 
23.12.2011  00:00:00          11.150           3.170           3.170           0.630 
24.12.2011  00:00:00          21.550           5.080           5.080           0.460 
25.12.2011  00:00:00           8.270           2.780           2.780           0.630 
26.12.2011  00:00:00          18.600           4.150           4.150           0.810 
27.12.2011  00:00:00           8.720           2.880           2.880           0.620 
28.12.2011  00:00:00           4.220           1.180           1.180           0.240 
29.12.2011  00:00:00           1.750          -0.630          -0.630           0.190 
30.12.2011  00:00:00           0.000          -2.600          -2.600           0.160 
31.12.2011  00:00:00           7.500          -2.620          -2.620           0.150 
01.01.2012  00:00:00           0.000          -4.130          -4.130           0.160 
02.01.2012  00:00:00           0.000           0.470           0.470           0.150 
03.01.2012  00:00:00           0.000           2.280           2.280           0.160 
04.01.2012  00:00:00           9.020          -1.380          -1.380           0.170 
05.01.2012  00:00:00           0.000           1.150           1.150           0.150 
06.01.2012  00:00:00           4.130          -2.720          -2.720           0.100 
07.01.2012  00:00:00           2.750          -7.300          -7.300           0.110 
08.01.2012  00:00:00           0.000          -9.980          -9.980           0.120 
09.01.2012  00:00:00           1.580          -5.150          -5.150           0.110 
10.01.2012  00:00:00           4.550          -2.650          -2.650           0.120 
11.01.2012  00:00:00           9.000           1.630           1.630           0.140 
12.01.2012  00:00:00          14.520           0.330           0.330           0.130 
13.01.2012  00:00:00           4.880           0.020           0.020           0.110 
14.01.2012  00:00:00           4.580           0.120           0.120           0.110 
15.01.2012  00:00:00          23.130           0.880           0.880           0.430 
16.01.2012  00:00:00          18.180           5.000           5.000           1.060 
17.01.2012  00:00:00           4.230           3.550           3.550           0.440 
18.01.2012  00:00:00           0.020           3.770           3.770           0.440 
19.01.2012  00:00:00           0.100           2.370           2.370           0.310 
20.01.2012  00:00:00           0.000          -0.750          -0.750           0.190 
21.01.2012  00:00:00           0.000          -4.120          -4.120           0.230 
22.01.2012  00:00:00           0.000          -2.020          -2.020           0.230 
23.01.2012  00:00:00           0.000          -5.100          -5.100           0.110 
24.01.2012  00:00:00           0.000          -7.170          -7.170           0.110 
25.01.2012  00:00:00           6.070          -4.980          -4.980           0.100 
26.01.2012  00:00:00           0.000          -2.470          -2.470           0.100 
27.01.2012  00:00:00           0.000          -0.980          -0.980           0.100 
28.01.2012  00:00:00           0.000          -0.570          -0.570           0.090 
29.01.2012  00:00:00           0.000          -3.070          -3.070           0.090 
30.01.2012  00:00:00           0.000          -3.730          -3.730           0.090 
31.01.2012  00:00:00           0.000          -6.020          -6.020           0.090 
01.02.2012  00:00:00           0.000          -7.580          -7.580           0.080 
02.02.2012  00:00:00           0.000          -5.900          -5.900           0.080 
03.02.2012  00:00:00           0.000          -6.120          -6.120           0.080 
04.02.2012  00:00:00           0.000          -9.380          -9.380           0.090 
05.02.2012  00:00:00           1.850          -8.520          -8.520           0.090 
06.02.2012  00:00:00          16.250          -8.020          -8.020           0.080 
07.02.2012  00:00:00           2.520          -5.600          -5.600           0.080 
08.02.2012  00:00:00           2.300           0.480           0.480           0.080 
09.02.2012  00:00:00           0.000           1.250           1.250           0.080 
10.02.2012  00:00:00           6.400           0.930           0.930           1.330 
11.02.2012  00:00:00           0.000           3.970           3.970           1.010 
12.02.2012  00:00:00           9.980           1.230           1.230           0.300 
13.02.2012  00:00:00           6.720           0.220           0.220           0.160 
14.02.2012  00:00:00          12.780           1.670           1.670           0.200 
15.02.2012  00:00:00           8.880          -0.520          -0.520           0.140 
16.02.2012  00:00:00           8.120          -1.830          -1.830           0.140 
17.02.2012  00:00:00           9.720           0.880           0.880           0.160 
18.02.2012  00:00:00           1.500           0.520           0.520           0.300 
19.02.2012  00:00:00           3.300           1.730           1.730           0.340 
20.02.2012  00:00:00          15.050          -2.230          -2.230           0.210 
21.02.2012  00:00:00          14.950           0.780           0.780           0.700 
22.02.2012  00:00:00           3.180           0.720           0.720           0.490 
23.02.2012  00:00:00          10.600           1.320           1.320           0.440 
24.02.2012  00:00:00           0.000           0.770           0.770           0.210 
25.02.2012  00:00:00           3.080          -1.420          -1.420           0.160 
26.02.2012  00:00:00           0.780          -4.550          -4.550           0.130 
27.02.2012  00:00:00           0.600          -2.430          -2.430           0.280 
28.02.2012  00:00:00           6.770           2.920           2.920           0.950 
29.02.2012  00:00:00           6.130           2.920           2.920           0.980 
01.03.2012  00:00:00          18.350           6.300           6.300           1.780 
02.03.2012  00:00:00           6.600           4.250           4.250           0.360 
03.03.2012  00:00:00           1.730           1.670           1.670           0.210 
04.03.2012  00:00:00           0.050           0.770           0.770           0.170 
05.03.2012  00:00:00           0.000           0.570           0.570           0.130 
06.03.2012  00:00:00           0.000          -2.120          -2.120           0.160 
07.03.2012  00:00:00           0.000          -0.870          -0.870           0.110 
08.03.2012  00:00:00           1.150           2.530           2.530           0.120 
09.03.2012  00:00:00           8.700           3.150           3.150           0.360 
10.03.2012  00:00:00           0.000           3.730           3.730           0.520 
11.03.2012  00:00:00          12.030           2.220           2.220           0.380 
12.03.2012  00:00:00           4.200           4.030           4.030           0.300 
13.03.2012  00:00:00           6.470           2.280           2.280           0.250 
14.03.2012  00:00:00           2.450           0.250           0.250           0.160 
15.03.2012  00:00:00          17.280           1.750           1.750           1.080 
16.03.2012  00:00:00           7.070           5.950           5.950           0.560 
17.03.2012  00:00:00          15.350           2.970           2.970           0.560 
18.03.2012  00:00:00           1.080           0.420           0.420           0.260 
19.03.2012  00:00:00           3.500           0.020           0.020           0.210 
20.03.2012  00:00:00           3.270           1.570           1.570           0.290 
21.03.2012  00:00:00          10.720           2.920           2.920           0.590 
22.03.2012  00:00:00          40.030           5.950           5.950           1.280 
23.03.2012  00:00:00           4.130           4.950           4.950           0.440 
24.03.2012  00:00:00          20.950           4.820           4.820           0.820 
25.03.2012  00:00:00          12.080           3.980           3.980           0.400 
26.03.2012  00:00:00           0.100           4.170           4.170           0.500 
27.03.2012  00:00:00          11.170           6.070           6.070           0.530 
28.03.2012  00:00:00          13.050           5.280           5.280           0.680 
29.03.2012  00:00:00          26.000           3.170           3.170           0.760 
30.03.2012  00:00:00          13.170           2.750           2.750           0.540 
31.03.2012  00:00:00           0.000           0.250           0.250           0.280 
01.04.2012  00:00:00          10.000           0.170           0.170           0.250 
02.04.2012  00:00:00           9.250          -2.070          -2.070           0.240 
03.04.2012  00:00:00           3.330          -0.820          -0.820           0.180 
04.04.2012  00:00:00           6.550           0.680           0.680           0.170 
05.04.2012  00:00:00           4.780          -0.070          -0.070           0.160 
06.04.2012  00:00:00          12.650          -2.800          -2.800           0.150 
07.04.2012  00:00:00           7.900          -2.250          -2.250           0.150 
08.04.2012  00:00:00          10.230          -0.670          -0.670           0.140 
09.04.2012  00:00:00           0.280          -1.100          -1.100           0.160 
10.04.2012  00:00:00           0.000           2.530           2.530           0.140 
11.04.2012  00:00:00           1.600           4.530           4.530           0.490 
12.04.2012  00:00:00           7.270           3.020           3.020           0.450 
13.04.2012  00:00:00           3.980           1.480           1.480           0.320 
14.04.2012  00:00:00           0.000           1.170           1.170           0.230 
15.04.2012  00:00:00           0.120           0.800           0.800           0.200 
16.04.2012  00:00:00           0.820           0.880           0.880           0.180 
17.04.2012  00:00:00           1.050           2.580           2.580           0.160 
18.04.2012  00:00:00           0.000           2.700           2.700           0.160 
19.04.2012  00:00:00           0.050           1.450           1.450           0.180 
20.04.2012  00:00:00           0.000           4.850           4.850           0.300 
21.04.2012  00:00:00           0.050           6.580           6.580           0.270 
22.04.2012  00:00:00           0.000           4.020           4.020           0.220 
23.04.2012  00:00:00           0.050           4.580           4.580           0.180 
24.04.2012  00:00:00           0.080           5.050           5.050           0.170 
25.04.2012  00:00:00           0.100           5.020           5.020           0.170 
26.04.2012  00:00:00           0.000           5.570           5.570           0.130 
27.04.2012  00:00:00           1.770           7.630           7.630           0.150 
28.04.2012  00:00:00           3.520           5.370           5.370           0.150 
29.04.2012  00:00:00           3.380           4.920           4.920           0.130 
30.04.2012  00:00:00           1.800           5.680           5.680           0.240 
01.05.2012  00:00:00           8.180           3.920           3.920           0.180 
02.05.2012  00:00:00           4.280           4.770           4.770           0.310 
03.05.2012  00:00:00           9.470           1.900           1.900           0.280 
04.05.2012  00:00:00           2.400           2.050           2.050           0.190 
05.05.2012  00:00:00           1.880           2.880           2.880           0.140 
06.05.2012  00:00:00           0.720           3.420           3.420           0.400 
07.05.2012  00:00:00          16.950           2.620           2.620           0.410 
08.05.2012  00:00:00           9.820           3.670           3.670           0.410 
09.05.2012  00:00:00           4.580           4.180           4.180           0.260 
10.05.2012  00:00:00           0.470           6.850           6.850           0.160 
11.05.2012  00:00:00           0.100           4.730           4.730           0.140 
12.05.2012  00:00:00           0.370           6.330           6.330           0.120 
13.05.2012  00:00:00           1.330           3.570           3.570           0.240 
14.05.2012  00:00:00           3.250           5.450           5.450           0.490 
15.05.2012  00:00:00           9.980           7.270           7.270           0.320 
16.05.2012  00:00:00           0.100           7.730           7.730           0.180 
17.05.2012  00:00:00           0.100           8.030           8.030           0.140 
18.05.2012  00:00:00           3.750           8.620           8.620           0.220 
19.05.2012  00:00:00           7.220           5.600           5.600           0.220 
20.05.2012  00:00:00           3.170           4.520           4.520           0.170 
21.05.2012  00:00:00           0.100           5.050           5.050           0.140 
22.05.2012  00:00:00           0.280           6.080           6.080           0.130 
23.05.2012  00:00:00           0.080          10.520          10.520           0.120 
24.05.2012  00:00:00           0.000          11.670          11.670           0.110 
25.05.2012  00:00:00           4.630          13.770          13.770           0.120 
26.05.2012  00:00:00           0.320           9.500           9.500           0.120 
27.05.2012  00:00:00           0.630           8.180           8.180           0.140 
28.05.2012  00:00:00          15.930           9.350           9.350           0.180 
29.05.2012  00:00:00           1.180           4.300           4.300           0.150 
30.05.2012  00:00:00           5.500           4.280           4.280           0.180 
31.05.2012  00:00:00           1.470           3.800           3.800           0.200 
01.06.2012  00:00:00          13.620           3.520           3.520           0.170 
02.06.2012  00:00:00           1.200           5.970           5.970           0.140 
03.06.2012  00:00:00           0.570           9.650           9.650           0.140 
04.06.2012  00:00:00           0.000           9.900           9.900           0.110 
05.06.2012  00:00:00           0.000          11.720          11.720           0.110 
06.06.2012  00:00:00           1.100          12.350          12.350           0.100 
07.06.2012  00:00:00           0.580           8.230           8.230           0.100 
08.06.2012  00:00:00           1.120           6.570           6.570           0.100 
09.06.2012  00:00:00           0.000           8.750           8.750           0.100 
10.06.2012  00:00:00           0.050          10.380          10.380           0.090 
11.06.2012  00:00:00           0.000           8.950           8.950           0.090 
12.06.2012  00:00:00           0.800           8.700           8.700           0.090 
13.06.2012  00:00:00           0.780           8.080           8.080           0.080 
14.06.2012  00:00:00           0.020           8.480           8.480           0.080 
15.06.2012  00:00:00           0.100           7.170           7.170           0.080 
16.06.2012  00:00:00           0.020           8.880           8.880           0.070 
17.06.2012  00:00:00           0.000          15.670          15.670           0.070 
18.06.2012  00:00:00           1.420          15.750          15.750           0.070 
19.06.2012  00:00:00           5.520          11.000          11.000           0.070 
20.06.2012  00:00:00           0.680          10.230          10.230           0.090 
21.06.2012  00:00:00           3.180           9.300           9.300           0.080 
22.06.2012  00:00:00           1.120           9.500           9.500           0.080 
23.06.2012  00:00:00           0.000          12.880          12.880           0.070 
24.06.2012  00:00:00           0.000          17.920          17.920           0.070 
25.06.2012  00:00:00           0.000          18.000          18.000           0.070 
26.06.2012  00:00:00           0.000          14.680          14.680           0.070 
27.06.2012  00:00:00           0.000           9.620           9.620           0.070 
28.06.2012  00:00:00           0.100           9.380           9.380           0.060 
29.06.2012  00:00:00           0.000           8.350           8.350           0.060 
30.06.2012  00:00:00           0.980          15.400          15.400           0.070 
01.07.2012  00:00:00           9.180          14.680          14.680           0.080 
02.07.2012  00:00:00          19.680          13.980          13.980           0.140 
03.07.2012  00:00:00           7.920          11.180          11.180           0.100 
04.07.2012  00:00:00           0.370          10.370          10.370           0.080 
05.07.2012  00:00:00           0.000          16.350          16.350           0.070 
06.07.2012  00:00:00           0.000          18.980          18.980           0.090 
07.07.2012  00:00:00           8.550          11.920          11.920           0.090 
08.07.2012  00:00:00           0.000          12.000          12.000           0.070 
09.07.2012  00:00:00           0.000          12.870          12.870           0.070 
10.07.2012  00:00:00           0.120          12.650          12.650           0.070 
11.07.2012  00:00:00           1.420          13.670          13.670           0.070 
12.07.2012  00:00:00           0.000          11.980          11.980           0.070 
13.07.2012  00:00:00           5.330          13.730          13.730           0.070 
14.07.2012  00:00:00           5.530          14.830          14.830           0.070 
15.07.2012  00:00:00           0.100          11.620          11.620           0.060 
16.07.2012  00:00:00           0.000          11.370          11.370           0.070 
17.07.2012  00:00:00           4.270          10.720          10.720           0.070 
18.07.2012  00:00:00           4.380          10.730          10.730           0.080 
19.07.2012  00:00:00           0.000          10.230          10.230           0.070 
20.07.2012  00:00:00           1.430          10.320          10.320           0.080 
21.07.2012  00:00:00           2.030           9.430           9.430           0.150 
22.07.2012  00:00:00          14.470           9.130           9.130           0.180 
23.07.2012  00:00:00           5.820          11.300          11.300           0.140 
24.07.2012  00:00:00          10.670          12.270          12.270           0.190 
25.07.2012  00:00:00           3.150          12.330          12.330           0.150 
26.07.2012  00:00:00           6.650          11.180          11.180           0.280 
27.07.2012  00:00:00           2.250          10.750          10.750           0.140 
28.07.2012  00:00:00           4.850          14.850          14.850           0.130 
29.07.2012  00:00:00           5.700          16.120          16.120           0.120 
30.07.2012  00:00:00           0.650          12.730          12.730           0.110 
31.07.2012  00:00:00           4.300          11.550          11.550           0.120 
01.08.2012  00:00:00           0.850          11.720          11.720           0.220 
02.08.2012  00:00:00          11.500          10.830          10.830           0.390 
03.08.2012  00:00:00           6.820          10.100          10.100           0.240 
04.08.2012  00:00:00           0.000          10.950          10.950           0.150 
05.08.2012  00:00:00           0.000          10.050          10.050           0.120 
06.08.2012  00:00:00           0.000          10.280          10.280           0.100 
07.08.2012  00:00:00           0.000          10.950          10.950           0.090 
08.08.2012  00:00:00           0.000          12.830          12.830           0.080 
09.08.2012  00:00:00           0.000          10.630          10.630           0.080 
10.08.2012  00:00:00           0.000          12.420          12.420           0.080 
11.08.2012  00:00:00           3.970          11.950          11.950           0.080 
12.08.2012  00:00:00           0.000          12.080          12.080           0.080 
13.08.2012  00:00:00           0.000          11.450          11.450           0.070 
14.08.2012  00:00:00           0.000          15.480          15.480           0.070 
15.08.2012  00:00:00           0.000          17.020          17.020           0.070 
16.08.2012  00:00:00           0.100          13.420          13.420           0.070 
17.08.2012  00:00:00           0.000          15.130          15.130           0.070 
18.08.2012  00:00:00           0.100          13.920          13.920           0.070 
19.08.2012  00:00:00           0.100          12.250          12.250           0.070 
20.08.2012  00:00:00           0.000          14.670          14.670           0.060 
21.08.2012  00:00:00           8.100          15.200          15.200           0.090 
22.08.2012  00:00:00           2.520          11.150          11.150           0.100 
23.08.2012  00:00:00           0.000           9.650           9.650           0.080 
24.08.2012  00:00:00           0.330           8.650           8.650           0.080 
25.08.2012  00:00:00           0.370          10.470          10.470           0.080 
26.08.2012  00:00:00           4.530          10.680          10.680           0.100 
27.08.2012  00:00:00           0.050           9.370           9.370           0.090 
28.08.2012  00:00:00           0.000           8.780           8.780           0.080 
29.08.2012  00:00:00           2.880          13.900          13.900           0.080 
30.08.2012  00:00:00           0.000          14.670          14.670           0.070 
31.08.2012  00:00:00           2.000          15.470          15.470           0.110 
01.09.2012  00:00:00           5.400           9.670           9.670           0.100 
02.09.2012  00:00:00           0.000          13.820          13.820           0.110 
03.09.2012  00:00:00           7.600          11.650          11.650           0.150 
04.09.2012  00:00:00           7.280          11.280          11.280           0.370 
05.09.2012  00:00:00          44.970          10.830          10.830           1.520 
06.09.2012  00:00:00          27.780           8.630           8.630           0.300 
07.09.2012  00:00:00           1.950           8.230           8.230           0.370 
08.09.2012  00:00:00          10.950           7.820           7.820           0.970 
09.09.2012  00:00:00           6.250           7.470           7.470           0.260 
10.09.2012  00:00:00           0.100           9.480           9.480           0.170 
11.09.2012  00:00:00           0.000          13.750          13.750           0.160 
12.09.2012  00:00:00           4.670          11.970          11.970           0.200 
13.09.2012  00:00:00           5.320           9.320           9.320           1.060 
14.09.2012  00:00:00          27.420           7.120           7.120           0.590 
15.09.2012  00:00:00           4.750           9.170           9.170           0.320 
16.09.2012  00:00:00          15.380           9.050           9.050           0.530 
17.09.2012  00:00:00          11.120           9.900           9.900           0.360 
18.09.2012  00:00:00           9.020           8.620           8.620           0.280 
19.09.2012  00:00:00           0.270           8.930           8.930           0.260 
20.09.2012  00:00:00           7.570           8.300           8.300           0.820 
21.09.2012  00:00:00          17.320           7.200           7.200           0.890 
22.09.2012  00:00:00           3.780           7.200           7.200           0.580 
23.09.2012  00:00:00           0.520           6.930           6.930           0.290 
24.09.2012  00:00:00           0.000           6.770           6.770           0.210 
25.09.2012  00:00:00           0.000           6.370           6.370           0.180 
26.09.2012  00:00:00           0.000           5.700           5.700           0.160 
27.09.2012  00:00:00           0.050           7.200           7.200           0.140 
28.09.2012  00:00:00           1.280           8.630           8.630           0.180 
29.09.2012  00:00:00           3.830           5.780           5.780           0.180 
30.09.2012  00:00:00           1.580           6.870           6.870           0.170 
01.10.2012  00:00:00           0.400           7.570           7.570           0.150 
02.10.2012  00:00:00           0.000           9.350           9.350           0.140 
03.10.2012  00:00:00           8.700           9.280           9.280           0.140 
04.10.2012  00:00:00           2.100          10.720          10.720           0.350 
05.10.2012  00:00:00           6.320           7.750           7.750           0.240 
06.10.2012  00:00:00           0.100           7.970           7.970           0.320 
07.10.2012  00:00:00           8.420           7.900           7.900           0.340 
08.10.2012  00:00:00           0.000           6.430           6.430           0.230 
09.10.2012  00:00:00           6.470           6.200           6.200           0.220 
10.10.2012  00:00:00          11.680           5.270           5.270           0.300 
11.10.2012  00:00:00           0.100           5.850           5.850           0.220 
12.10.2012  00:00:00           4.180           5.280           5.280           0.190 
13.10.2012  00:00:00           0.000           3.450           3.450           0.160 
14.10.2012  00:00:00           0.000           4.080           4.080           0.140 
15.10.2012  00:00:00           0.000           4.230           4.230           0.130 
16.10.2012  00:00:00           0.000           2.300           2.300           0.130 
17.10.2012  00:00:00           0.000           0.720           0.720           0.120 
18.10.2012  00:00:00           0.000           2.600           2.600           0.120 
19.10.2012  00:00:00           0.000           3.900           3.900           0.120 
20.10.2012  00:00:00           2.630           3.520           3.520           0.120 
21.10.2012  00:00:00           0.200           1.770           1.770           0.110 
22.10.2012  00:00:00           0.000           1.200           1.200           0.110 
23.10.2012  00:00:00           1.650           3.600           3.600           0.240 
24.10.2012  00:00:00          22.370           5.730           5.730           0.460 
25.10.2012  00:00:00           9.650           1.520           1.520           0.210 
26.10.2012  00:00:00          18.130          -1.630          -1.630           0.270 
27.10.2012  00:00:00          10.120           3.300           3.300           0.290 
28.10.2012  00:00:00          16.480           0.750           0.750           0.200 
29.10.2012  00:00:00          15.030           0.050           0.050           0.190 
30.10.2012  00:00:00           1.520          -0.070          -0.070           0.170 
31.10.2012  00:00:00           1.550           0.530           0.530           0.150 
01.11.2012  00:00:00           0.000          -0.330          -0.330           0.140 
02.11.2012  00:00:00           0.000           4.370           4.370           0.730 
03.11.2012  00:00:00           0.000           6.580           6.580           0.530 
04.11.2012  00:00:00           0.000           2.500           2.500           0.220 
05.11.2012  00:00:00           0.000          -0.780          -0.780           0.170 
06.11.2012  00:00:00           0.400           3.420           3.420           0.580 
07.11.2012  00:00:00          16.650           3.420           3.420           0.960 
08.11.2012  00:00:00          13.250           3.300           3.300           0.400 
09.11.2012  00:00:00           2.380           0.650           0.650           0.220 
10.11.2012  00:00:00           0.000           1.000           1.000           0.230 
11.11.2012  00:00:00           2.570           3.130           3.130           0.290 
12.11.2012  00:00:00           9.280           3.300           3.300           0.570 
13.11.2012  00:00:00           5.250           1.980           1.980           0.260 
14.11.2012  00:00:00          11.630           4.100           4.100           0.620 
15.11.2012  00:00:00          18.450           6.300           6.300           0.660 
16.11.2012  00:00:00          21.770           4.770           4.770           1.460 
17.11.2012  00:00:00           5.200           5.380           5.380           0.390 
18.11.2012  00:00:00           5.730           5.130           5.130           0.350 
19.11.2012  00:00:00          19.650           3.350           3.350           0.660 
20.11.2012  00:00:00           3.980           2.570           2.570           0.470 
21.11.2012  00:00:00           8.900           6.050           6.050           0.370 
22.11.2012  00:00:00           0.000           7.500           7.500           0.220 
23.11.2012  00:00:00           0.000           5.420           5.420           0.190 
24.11.2012  00:00:00           1.370           6.000           6.000           0.190 
25.11.2012  00:00:00           4.330           4.430           4.430           0.180 
26.11.2012  00:00:00           0.000           3.250           3.250           0.160 
27.11.2012  00:00:00           0.000           1.070           1.070           0.140 
28.11.2012  00:00:00           0.000           0.270           0.270           0.130 
29.11.2012  00:00:00           0.000          -1.920          -1.920           0.110 
30.11.2012  00:00:00           0.000          -6.080          -6.080           0.100 
