date        time     P_O_Sorra_54moh   T_Sorra_54moh   T_Sorra_54moh         Q_Sorra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
01.01.2000  00:00:00           0.000          -0.820          -0.820           0.150 
02.01.2000  00:00:00           7.500           0.930           0.930           0.220 
03.01.2000  00:00:00           3.720           2.420           2.420           0.280 
04.01.2000  00:00:00           0.100           2.250           2.250           0.390 
05.01.2000  00:00:00           5.370           2.170           2.170           0.330 
06.01.2000  00:00:00           2.080           1.420           1.420           1.200 
07.01.2000  00:00:00          11.350           3.700           3.700           1.430 
08.01.2000  00:00:00           6.030           4.570           4.570           1.860 
09.01.2000  00:00:00          10.280           4.280           4.280           0.760 
10.01.2000  00:00:00           5.880           2.620           2.620           0.430 
11.01.2000  00:00:00          10.000           2.950           2.950           0.680 
12.01.2000  00:00:00           9.900           2.800           2.800           0.740 
13.01.2000  00:00:00          17.750           2.180           2.180           0.550 
14.01.2000  00:00:00           4.270           0.770           0.770           0.360 
15.01.2000  00:00:00          12.380           2.200           2.200           0.730 
16.01.2000  00:00:00          16.080           4.420           4.420           1.360 
17.01.2000  00:00:00           7.130           3.120           3.120           0.510 
18.01.2000  00:00:00           8.320           2.380           2.380           0.570 
19.01.2000  00:00:00           6.230           0.700           0.700           0.310 
20.01.2000  00:00:00           9.170          -1.180          -1.180           0.250 
21.01.2000  00:00:00           4.650          -4.450          -4.450           0.210 
22.01.2000  00:00:00           0.000          -6.630          -6.630           0.200 
23.01.2000  00:00:00           0.000          -6.520          -6.520           0.180 
24.01.2000  00:00:00           7.780          -2.520          -2.520           0.170 
25.01.2000  00:00:00           4.150           1.580           1.580           0.250 
26.01.2000  00:00:00           5.250           3.930           3.930           0.850 
27.01.2000  00:00:00           7.720           1.520           1.520           0.350 
28.01.2000  00:00:00           6.000          -2.430          -2.430           0.240 
29.01.2000  00:00:00           7.400          -5.080          -5.080           0.200 
30.01.2000  00:00:00           6.200          -3.880          -3.880           0.170 
31.01.2000  00:00:00          11.530          -3.430          -3.430           0.170 
01.02.2000  00:00:00           7.250          -1.370          -1.370           0.160 
02.02.2000  00:00:00           0.420          -3.170          -3.170           0.160 
03.02.2000  00:00:00           8.150          -4.270          -4.270           0.150 
04.02.2000  00:00:00           9.650           0.480           0.480           0.240 
05.02.2000  00:00:00           0.100           1.530           1.530           0.270 
06.02.2000  00:00:00           9.850           2.680           2.680           1.710 
07.02.2000  00:00:00           3.650           4.080           4.080           0.830 
08.02.2000  00:00:00           5.280           2.620           2.620           0.570 
09.02.2000  00:00:00           0.100           1.520           1.520           0.320 
10.02.2000  00:00:00           6.270           1.320           1.320           0.960 
11.02.2000  00:00:00           7.550           3.120           3.120           0.990 
12.02.2000  00:00:00           1.180           3.350           3.350           0.610 
13.02.2000  00:00:00           1.250           2.720           2.720           0.490 
14.02.2000  00:00:00           6.550           1.520           1.520           0.290 
15.02.2000  00:00:00           4.620           0.550           0.550           0.230 
16.02.2000  00:00:00           0.100          -1.400          -1.400           0.200 
17.02.2000  00:00:00           0.070          -2.900          -2.900           0.170 
18.02.2000  00:00:00           1.650          -4.150          -4.150           0.160 
19.02.2000  00:00:00          19.630          -2.520          -2.520           0.150 
20.02.2000  00:00:00           6.070          -0.500          -0.500           0.140 
21.02.2000  00:00:00           6.570          -0.930          -0.930           0.140 
22.02.2000  00:00:00           1.200          -2.900          -2.900           0.140 
23.02.2000  00:00:00           6.750          -2.170          -2.170           0.130 
24.02.2000  00:00:00           0.100           0.230           0.230           0.120 
25.02.2000  00:00:00           0.100           0.420           0.420           0.140 
26.02.2000  00:00:00           1.620           0.200           0.200           0.140 
27.02.2000  00:00:00          19.970           2.630           2.630           1.130 
28.02.2000  00:00:00          17.970           3.420           3.420           0.920 
29.02.2000  00:00:00           0.070           2.720           2.720           0.390 
01.03.2000  00:00:00           0.100           2.320           2.320           0.290 
02.03.2000  00:00:00           4.880          -0.300          -0.300           0.220 
03.03.2000  00:00:00           0.000          -3.330          -3.330           0.170 
04.03.2000  00:00:00           0.000          -6.230          -6.230           0.150 
05.03.2000  00:00:00           0.000          -6.580          -6.580           0.140 
06.03.2000  00:00:00           0.070          -4.670          -4.670           0.100 
07.03.2000  00:00:00          13.000          -1.670          -1.670           0.170 
08.03.2000  00:00:00           4.900          -2.350          -2.350           0.150 
09.03.2000  00:00:00           7.570          -4.320          -4.320           0.130 
10.03.2000  00:00:00           9.450          -2.350          -2.350           0.130 
11.03.2000  00:00:00           0.000          -2.680          -2.680           0.120 
12.03.2000  00:00:00           4.580          -3.630          -3.630           0.120 
13.03.2000  00:00:00          15.950           0.280           0.280           0.510 
14.03.2000  00:00:00           7.530           1.400           1.400           0.470 
15.03.2000  00:00:00           5.630          -0.480          -0.480           0.240 
16.03.2000  00:00:00           3.350          -0.980          -0.980           0.170 
17.03.2000  00:00:00           0.000          -1.870          -1.870           0.160 
18.03.2000  00:00:00          25.830           0.820           0.820           0.390 
19.03.2000  00:00:00           7.780           3.600           3.600           3.410 
20.03.2000  00:00:00           7.570           4.720           4.720           2.180 
21.03.2000  00:00:00           3.120           1.180           1.180           0.410 
22.03.2000  00:00:00           1.650          -0.870          -0.870           0.250 
23.03.2000  00:00:00           5.730           0.170           0.170           0.200 
24.03.2000  00:00:00           3.320           1.020           1.020           0.180 
25.03.2000  00:00:00           1.970           0.020           0.020           0.160 
26.03.2000  00:00:00           0.000          -2.600          -2.600           0.160 
27.03.2000  00:00:00           0.000          -3.770          -3.770           0.140 
28.03.2000  00:00:00           0.000          -2.980          -2.980           0.130 
29.03.2000  00:00:00           7.300           0.750           0.750           1.960 
30.03.2000  00:00:00           8.920           4.320           4.320           1.500 
31.03.2000  00:00:00           4.570           2.520           2.520           0.440 
01.04.2000  00:00:00           0.630          -1.080          -1.080           0.290 
02.04.2000  00:00:00           0.000          -3.820          -3.820           0.260 
03.04.2000  00:00:00           0.000          -3.550          -3.550           0.160 
04.04.2000  00:00:00           0.000          -3.170          -3.170           0.200 
05.04.2000  00:00:00           0.000          -2.580          -2.580           0.170 
06.04.2000  00:00:00           6.780          -0.570          -0.570           0.130 
07.04.2000  00:00:00           0.100           1.420           1.420           0.130 
08.04.2000  00:00:00           1.830           2.380           2.380           0.200 
09.04.2000  00:00:00           2.130           4.730           4.730           0.970 
10.04.2000  00:00:00          10.880           4.600           4.600           0.630 
11.04.2000  00:00:00           3.720           3.800           3.800           0.380 
12.04.2000  00:00:00           0.000           2.880           2.880           0.270 
13.04.2000  00:00:00           0.000           1.580           1.580           0.210 
14.04.2000  00:00:00           0.020           2.520           2.520           0.210 
15.04.2000  00:00:00           6.580           2.680           2.680           0.270 
16.04.2000  00:00:00           1.650           3.120           3.120           0.240 
17.04.2000  00:00:00           0.070           4.120           4.120           0.230 
18.04.2000  00:00:00           5.220           3.150           3.150           0.280 
19.04.2000  00:00:00           6.450           3.980           3.980           0.370 
20.04.2000  00:00:00           1.970           3.820           3.820           0.300 
21.04.2000  00:00:00          12.550           4.570           4.570           0.340 
22.04.2000  00:00:00          32.620           6.170           6.170           1.200 
23.04.2000  00:00:00           1.480           5.000           5.000           0.670 
24.04.2000  00:00:00           6.750           6.000           6.000           0.530 
25.04.2000  00:00:00           0.000           5.120           5.120           0.310 
26.04.2000  00:00:00           5.000           3.920           3.920           0.370 
27.04.2000  00:00:00           0.000           1.920           1.920           0.230 
28.04.2000  00:00:00           0.000           3.870           3.870           0.190 
29.04.2000  00:00:00           0.030           6.150           6.150           0.160 
30.04.2000  00:00:00           0.000           8.070           8.070           0.150 
01.05.2000  00:00:00           0.000           8.420           8.420           0.140 
02.05.2000  00:00:00           0.930           7.920           7.920           0.140 
03.05.2000  00:00:00           2.800           5.870           5.870           0.150 
04.05.2000  00:00:00           3.900           4.570           4.570           0.200 
05.05.2000  00:00:00           7.170           4.720           4.720           0.220 
06.05.2000  00:00:00           1.880           4.130           4.130           0.170 
07.05.2000  00:00:00           0.000           5.680           5.680           0.150 
08.05.2000  00:00:00           4.650           5.920           5.920           0.160 
09.05.2000  00:00:00           0.000           6.820           6.820           0.140 
10.05.2000  00:00:00           9.880           7.070           7.070           0.200 
11.05.2000  00:00:00           5.030           4.270           4.270           0.230 
12.05.2000  00:00:00           2.000           2.320           2.320           0.600 
13.05.2000  00:00:00          28.200           4.120           4.120           0.580 
14.05.2000  00:00:00           0.120           6.320           6.320           0.270 
15.05.2000  00:00:00           1.730           6.820           6.820           0.200 
16.05.2000  00:00:00           0.000           7.270           7.270           0.170 
17.05.2000  00:00:00           0.000          11.750          11.750           0.140 
18.05.2000  00:00:00           0.000          14.570          14.570           0.130 
19.05.2000  00:00:00           0.000          11.470          11.470           0.120 
20.05.2000  00:00:00           0.050          11.950          11.950           0.110 
21.05.2000  00:00:00           0.000           9.050           9.050           0.110 
22.05.2000  00:00:00           0.000           7.370           7.370           0.110 
23.05.2000  00:00:00           0.030           8.900           8.900           0.100 
24.05.2000  00:00:00           0.000           9.780           9.780           0.100 
25.05.2000  00:00:00           8.580          10.400          10.400           0.150 
26.05.2000  00:00:00           2.570           7.820           7.820           0.130 
27.05.2000  00:00:00          15.480           7.470           7.470           0.610 
28.05.2000  00:00:00           1.150           8.670           8.670           0.240 
29.05.2000  00:00:00          17.930           9.570           9.570           0.710 
30.05.2000  00:00:00           9.430           9.070           9.070           0.300 
31.05.2000  00:00:00           3.570           7.700           7.700           0.270 
01.06.2000  00:00:00           5.000           7.220           7.220           0.270 
02.06.2000  00:00:00           3.530           8.330           8.330           0.210 
03.06.2000  00:00:00          11.500           9.350           9.350           0.670 
04.06.2000  00:00:00          32.720           6.150           6.150           0.470 
05.06.2000  00:00:00           3.220           5.420           5.420           0.330 
06.06.2000  00:00:00           0.000           6.320           6.320           0.230 
07.06.2000  00:00:00           0.020           8.870           8.870           0.180 
08.06.2000  00:00:00           0.000           8.280           8.280           0.150 
09.06.2000  00:00:00           0.450           7.380           7.380           0.140 
10.06.2000  00:00:00           0.000           9.020           9.020           0.140 
11.06.2000  00:00:00           3.450          10.380          10.380           0.140 
12.06.2000  00:00:00           8.250          10.480          10.480           0.160 
13.06.2000  00:00:00           9.030           9.250           9.250           0.320 
14.06.2000  00:00:00          30.450           8.820           8.820           1.240 
15.06.2000  00:00:00          15.120           7.920           7.920           0.520 
16.06.2000  00:00:00           0.380           7.620           7.620           0.250 
17.06.2000  00:00:00           5.480           7.070           7.070           0.300 
18.06.2000  00:00:00           6.550           7.320           7.320           0.330 
19.06.2000  00:00:00           9.980           7.680           7.680           0.440 
20.06.2000  00:00:00           4.920           8.800           8.800           0.400 
21.06.2000  00:00:00           5.150           8.420           8.420           0.240 
22.06.2000  00:00:00           0.020           9.970           9.970           0.200 
23.06.2000  00:00:00           3.730          10.630          10.630           0.190 
24.06.2000  00:00:00           4.300           9.120           9.120           0.180 
25.06.2000  00:00:00           0.220           8.780           8.780           0.170 
26.06.2000  00:00:00           0.000           9.380           9.380           0.160 
27.06.2000  00:00:00           0.100           9.230           9.230           0.190 
28.06.2000  00:00:00          13.850           9.870           9.870           0.370 
29.06.2000  00:00:00           1.830          10.320          10.320           0.210 
30.06.2000  00:00:00           0.000          11.100          11.100           0.160 
01.07.2000  00:00:00           0.000          14.050          14.050           0.140 
02.07.2000  00:00:00          17.350          14.750          14.750           0.130 
03.07.2000  00:00:00           0.100          12.100          12.100           0.130 
04.07.2000  00:00:00           2.570           9.880           9.880           0.140 
05.07.2000  00:00:00           0.100           8.720           8.720           0.150 
06.07.2000  00:00:00           0.000           8.220           8.220           0.140 
07.07.2000  00:00:00           0.070           9.330           9.330           0.140 
08.07.2000  00:00:00           8.280           9.950           9.950           0.190 
09.07.2000  00:00:00           0.100          10.080          10.080           0.160 
10.07.2000  00:00:00           0.100           9.200           9.200           0.150 
11.07.2000  00:00:00           0.000          11.850          11.850           0.140 
12.07.2000  00:00:00           0.020          13.820          13.820           0.130 
13.07.2000  00:00:00           7.120          13.930          13.930           0.130 
14.07.2000  00:00:00           2.080          11.630          11.630           0.140 
15.07.2000  00:00:00           0.570          12.930          12.930           0.130 
16.07.2000  00:00:00           0.830          12.200          12.200           0.130 
17.07.2000  00:00:00           0.000          12.120          12.120           0.130 
18.07.2000  00:00:00           0.100          12.170          12.170           0.130 
19.07.2000  00:00:00           0.730          12.220          12.220           0.130 
20.07.2000  00:00:00          20.770          12.100          12.100           0.470 
21.07.2000  00:00:00           3.930          11.230          11.230           0.190 
22.07.2000  00:00:00           0.000          11.850          11.850           0.130 
23.07.2000  00:00:00           0.000          12.320          12.320           0.120 
24.07.2000  00:00:00           0.000          12.150          12.150           0.110 
25.07.2000  00:00:00           0.000          15.650          15.650           0.100 
26.07.2000  00:00:00           0.000          16.530          16.530           0.090 
27.07.2000  00:00:00           0.000          17.020          17.020           0.090 
28.07.2000  00:00:00           0.000          16.520          16.520           0.090 
29.07.2000  00:00:00           0.000          15.370          15.370           0.090 
30.07.2000  00:00:00           0.000          12.750          12.750           0.090 
31.07.2000  00:00:00           1.700          10.920          10.920           0.090 
01.08.2000  00:00:00           0.000          10.720          10.720           0.090 
02.08.2000  00:00:00           0.000          10.500          10.500           0.090 
03.08.2000  00:00:00           0.000          11.880          11.880           0.090 
04.08.2000  00:00:00           0.000          12.570          12.570           0.090 
05.08.2000  00:00:00           3.080          12.170          12.170           0.090 
06.08.2000  00:00:00           8.620          11.930          11.930           0.170 
07.08.2000  00:00:00           7.050          11.070          11.070           0.280 
08.08.2000  00:00:00          39.720          10.520          10.520           1.110 
09.08.2000  00:00:00          17.970          11.020          11.020           0.560 
10.08.2000  00:00:00           2.470          10.350          10.350           0.360 
11.08.2000  00:00:00           0.000           9.630           9.630           0.210 
12.08.2000  00:00:00           0.000          10.230          10.230           0.170 
13.08.2000  00:00:00           0.000          10.830          10.830           0.160 
14.08.2000  00:00:00           0.020          12.630          12.630           0.140 
15.08.2000  00:00:00           0.000          14.680          14.680           0.150 
16.08.2000  00:00:00          14.730          13.480          13.480           0.360 
17.08.2000  00:00:00           2.730          11.380          11.380           0.220 
18.08.2000  00:00:00           0.320          11.230          11.230           0.200 
19.08.2000  00:00:00           0.100          12.020          12.020           0.160 
20.08.2000  00:00:00           1.930          10.930          10.930           0.160 
21.08.2000  00:00:00           0.000          11.330          11.330           0.170 
22.08.2000  00:00:00           0.000          11.520          11.520           0.170 
23.08.2000  00:00:00           3.470          10.150          10.150           0.180 
24.08.2000  00:00:00          11.450          10.450          10.450           0.260 
25.08.2000  00:00:00           2.470           9.730           9.730           0.200 
26.08.2000  00:00:00           1.280          10.820          10.820           0.200 
27.08.2000  00:00:00           0.000          13.120          13.120           0.200 
28.08.2000  00:00:00           0.000          15.120          15.120           0.190 
29.08.2000  00:00:00           0.400          13.720          13.720           0.190 
30.08.2000  00:00:00           3.400          11.330          11.330           0.210 
31.08.2000  00:00:00           5.570          10.320          10.320           0.250 
01.09.2000  00:00:00           4.000           9.730           9.730           0.330 
02.09.2000  00:00:00          18.830           9.200           9.200           0.370 
03.09.2000  00:00:00           5.670           8.730           8.730           0.320 
04.09.2000  00:00:00           1.430           7.780           7.780           0.240 
05.09.2000  00:00:00           0.000           6.630           6.630           0.200 
06.09.2000  00:00:00           0.000           6.950           6.950           0.160 
07.09.2000  00:00:00           0.000          10.030          10.030           0.180 
08.09.2000  00:00:00           5.420          12.230          12.230           0.320 
09.09.2000  00:00:00          22.130          10.820          10.820           0.910 
10.09.2000  00:00:00          38.280           9.950           9.950           1.220 
11.09.2000  00:00:00          17.930           9.700           9.700           0.620 
12.09.2000  00:00:00           5.600           8.830           8.830           0.680 
13.09.2000  00:00:00           0.000           6.630           6.630           0.400 
14.09.2000  00:00:00           0.000           8.400           8.400           0.270 
15.09.2000  00:00:00           0.000          10.120          10.120           0.190 
16.09.2000  00:00:00           0.200          10.870          10.870           0.170 
17.09.2000  00:00:00           9.630          11.250          11.250           0.290 
18.09.2000  00:00:00           3.120          11.250          11.250           0.290 
19.09.2000  00:00:00           0.000          11.550          11.550           0.210 
20.09.2000  00:00:00           0.000          11.450          11.450           0.170 
21.09.2000  00:00:00           0.000          12.120          12.120           0.160 
22.09.2000  00:00:00           0.000          11.120          11.120           0.150 
23.09.2000  00:00:00           0.000          13.220          13.220           0.140 
24.09.2000  00:00:00          10.650          12.430          12.430           0.450 
25.09.2000  00:00:00           6.250          10.430          10.430           0.270 
26.09.2000  00:00:00           0.000           9.020           9.020           0.220 
27.09.2000  00:00:00           0.000           8.770           8.770           0.200 
28.09.2000  00:00:00           0.000          10.780          10.780           0.170 
29.09.2000  00:00:00           0.450          12.570          12.570           0.190 
30.09.2000  00:00:00           0.000          11.250          11.250           0.180 
01.10.2000  00:00:00           0.100          12.220          12.220           0.170 
02.10.2000  00:00:00           0.000          12.900          12.900           0.180 
03.10.2000  00:00:00           0.000          12.350          12.350           0.160 
04.10.2000  00:00:00           0.100          11.030          11.030           0.150 
05.10.2000  00:00:00           3.320          12.430          12.430           0.170 
06.10.2000  00:00:00           0.630          11.850          11.850           0.170 
07.10.2000  00:00:00           0.500          10.250          10.250           0.150 
08.10.2000  00:00:00           0.000          13.280          13.280           0.160 
09.10.2000  00:00:00           1.550          12.570          12.570           0.160 
10.10.2000  00:00:00           0.230          11.970          11.970           0.180 
11.10.2000  00:00:00           0.000          10.950          10.950           0.160 
12.10.2000  00:00:00           0.000           9.550           9.550           0.170 
13.10.2000  00:00:00           4.680          10.070          10.070           0.170 
14.10.2000  00:00:00           1.920           8.750           8.750           0.160 
15.10.2000  00:00:00           0.700           9.480           9.480           0.170 
16.10.2000  00:00:00           4.370          10.020          10.020           0.170 
17.10.2000  00:00:00           0.000          12.070          12.070           0.150 
18.10.2000  00:00:00           4.730          11.670          11.670           0.160 
19.10.2000  00:00:00           0.480          11.250          11.250           0.160 
20.10.2000  00:00:00           0.530          11.120          11.120           0.180 
21.10.2000  00:00:00           0.000           9.530           9.530           0.280 
22.10.2000  00:00:00           7.150           9.520           9.520           0.510 
23.10.2000  00:00:00           6.580           8.080           8.080           0.330 
24.10.2000  00:00:00           0.000           6.980           6.980           0.280 
25.10.2000  00:00:00           0.150           6.020           6.020           0.290 
26.10.2000  00:00:00           0.000           4.520           4.520           0.310 
27.10.2000  00:00:00           0.000           2.400           2.400           0.310 
28.10.2000  00:00:00           0.000           0.820           0.820           0.320 
29.10.2000  00:00:00           0.000           1.180           1.180           0.330 
30.10.2000  00:00:00           0.000           1.920           1.920           0.310 
31.10.2000  00:00:00           0.000           1.070           1.070           0.300 
01.11.2000  00:00:00           0.000           5.570           5.570           0.290 
02.11.2000  00:00:00           0.000           7.620           7.620           0.280 
03.11.2000  00:00:00           0.430           7.720           7.720           0.270 
04.11.2000  00:00:00           0.000           7.830           7.830           0.260 
05.11.2000  00:00:00           0.000           7.830           7.830           0.250 
06.11.2000  00:00:00           0.000           4.630           4.630           0.240 
07.11.2000  00:00:00           6.930           3.050           3.050           0.230 
08.11.2000  00:00:00           0.000           3.520           3.520           0.220 
09.11.2000  00:00:00           0.000           6.020           6.020           0.210 
10.11.2000  00:00:00           0.000           7.220           7.220           0.200 
11.11.2000  00:00:00           0.000           7.000           7.000           0.190 
12.11.2000  00:00:00           0.000           5.550           5.550           0.180 
13.11.2000  00:00:00           0.000           6.630           6.630           0.170 
14.11.2000  00:00:00           0.000           7.520           7.520           0.160 
15.11.2000  00:00:00          13.220           6.020           6.020           0.150 
16.11.2000  00:00:00           0.000           5.350           5.350           0.140 
17.11.2000  00:00:00           0.000           3.420           3.420           0.130 
18.11.2000  00:00:00           0.000           4.320           4.320           0.120 
19.11.2000  00:00:00           0.000           4.620           4.620           0.110 
20.11.2000  00:00:00           0.000           3.230           3.230           0.110 
21.11.2000  00:00:00           0.000           3.220           3.220           0.100 
22.11.2000  00:00:00           0.000           1.050           1.050           0.100 
23.11.2000  00:00:00           0.000           1.500           1.500           0.100 
24.11.2000  00:00:00           2.780           5.620           5.620           0.110 
25.11.2000  00:00:00           0.020           6.500           6.500           0.130 
26.11.2000  00:00:00           0.000           6.100           6.100           0.110 
27.11.2000  00:00:00           0.000           4.730           4.730           0.110 
28.11.2000  00:00:00           0.000           5.920           5.920           0.100 
29.11.2000  00:00:00           0.000           3.480           3.480           0.100 
30.11.2000  00:00:00           0.000           2.230           2.230           0.100 
01.12.2000  00:00:00          13.650           4.420           4.420           0.240 
02.12.2000  00:00:00           1.850           5.720           5.720           0.170 
03.12.2000  00:00:00           6.320           5.320           5.320           0.210 
04.12.2000  00:00:00           2.270           6.030           6.030           0.170 
05.12.2000  00:00:00           0.100           5.220           5.220           0.160 
06.12.2000  00:00:00           7.330           6.450           6.450           0.280 
07.12.2000  00:00:00          13.900           8.170           8.170           0.430 
08.12.2000  00:00:00           8.170           7.270           7.270           0.240 
09.12.2000  00:00:00           0.000           4.230           4.230           0.180 
10.12.2000  00:00:00           0.000           2.250           2.250           0.140 
11.12.2000  00:00:00           0.000           0.770           0.770           0.130 
12.12.2000  00:00:00           6.730           2.020           2.020           0.190 
13.12.2000  00:00:00           0.000           3.420           3.420           0.160 
14.12.2000  00:00:00           0.100           3.620           3.620           0.140 
15.12.2000  00:00:00           0.100           3.900           3.900           0.130 
16.12.2000  00:00:00           0.100           3.100           3.100           0.120 
17.12.2000  00:00:00           0.000           1.630           1.630           0.100 
18.12.2000  00:00:00           0.000          -1.570          -1.570           0.090 
19.12.2000  00:00:00           0.000          -3.480          -3.480           0.090 
20.12.2000  00:00:00           0.000          -4.320          -4.320           0.080 
21.12.2000  00:00:00           0.000          -3.130          -3.130           0.100 
22.12.2000  00:00:00           9.750           2.820           2.820           0.180 
23.12.2000  00:00:00           7.020           1.920           1.920           0.120 
24.12.2000  00:00:00           0.230           0.230           0.230           0.110 
25.12.2000  00:00:00          10.350          -0.580          -0.580           0.100 
26.12.2000  00:00:00           2.270          -3.320          -3.320           0.100 
27.12.2000  00:00:00           0.000          -5.480          -5.480           0.110 
28.12.2000  00:00:00           0.000          -7.470          -7.470           0.130 
29.12.2000  00:00:00           0.000          -7.500          -7.500           0.130 
30.12.2000  00:00:00           0.000          -8.370          -8.370           0.140 
31.12.2000  00:00:00           0.000          -5.900          -5.900           0.130 
01.01.2001  00:00:00           0.000          -1.850          -1.850           0.120 
02.01.2001  00:00:00           0.000          -0.780          -0.780           0.100 
03.01.2001  00:00:00           0.000           0.800           0.800           0.100 
04.01.2001  00:00:00           0.000           3.580           3.580           0.110 
05.01.2001  00:00:00           0.000           3.930           3.930           0.110 
06.01.2001  00:00:00           0.000           3.370           3.370           0.100 
07.01.2001  00:00:00           0.000           2.930           2.930           0.090 
08.01.2001  00:00:00           0.000           1.400           1.400           0.090 
09.01.2001  00:00:00           0.380          -0.200          -0.200           0.090 
10.01.2001  00:00:00           0.000          -3.170          -3.170           0.080 
11.01.2001  00:00:00           8.980          -2.620          -2.620           0.080 
12.01.2001  00:00:00           4.050          -1.080          -1.080           0.090 
13.01.2001  00:00:00          12.220           2.800           2.800           0.520 
14.01.2001  00:00:00           3.530           5.180           5.180           1.060 
15.01.2001  00:00:00           4.680           5.920           5.920           0.620 
16.01.2001  00:00:00           1.530           6.170           6.170           0.620 
17.01.2001  00:00:00          19.250           5.230           5.230           0.430 
18.01.2001  00:00:00           0.000           3.150           3.150           0.240 
19.01.2001  00:00:00           9.450           3.270           3.270           0.280 
20.01.2001  00:00:00           4.320           2.800           2.800           0.200 
21.01.2001  00:00:00           0.000           0.270           0.270           0.140 
22.01.2001  00:00:00           0.000          -1.170          -1.170           0.110 
23.01.2001  00:00:00           0.000          -2.350          -2.350           0.110 
24.01.2001  00:00:00           0.000          -0.100          -0.100           0.110 
25.01.2001  00:00:00           0.000           3.120           3.120           0.130 
26.01.2001  00:00:00           2.300           4.000           4.000           0.110 
27.01.2001  00:00:00           0.000           2.430           2.430           0.090 
28.01.2001  00:00:00           0.000           0.030           0.030           0.090 
29.01.2001  00:00:00           0.000          -1.800          -1.800           0.090 
30.01.2001  00:00:00           0.000          -0.830          -0.830           0.090 
31.01.2001  00:00:00           0.000          -0.930          -0.930           0.080 
01.02.2001  00:00:00           0.000          -4.600          -4.600           0.070 
02.02.2001  00:00:00           0.000          -7.980          -7.980           0.090 
03.02.2001  00:00:00           0.000          -9.900          -9.900           0.100 
04.02.2001  00:00:00           0.000         -13.050         -13.050           0.150 
05.02.2001  00:00:00           0.000         -10.620         -10.620           0.110 
06.02.2001  00:00:00           0.000         -12.530         -12.530           0.190 
07.02.2001  00:00:00           0.000         -11.080         -11.080           0.210 
08.02.2001  00:00:00           2.700          -8.000          -8.000           0.180 
09.02.2001  00:00:00           5.980          -3.280          -3.280           0.160 
10.02.2001  00:00:00           9.630          -1.130          -1.130           0.120 
11.02.2001  00:00:00           2.570           0.850           0.850           0.100 
12.02.2001  00:00:00           0.100          -0.880          -0.880           0.090 
13.02.2001  00:00:00           6.080           0.720           0.720           1.470 
14.02.2001  00:00:00          49.850           4.520           4.520           3.010 
15.02.2001  00:00:00          51.980           4.480           4.480           1.290 
16.02.2001  00:00:00          12.320           2.280           2.280           0.450 
17.02.2001  00:00:00           5.700           2.520           2.520           0.480 
18.02.2001  00:00:00           6.450           0.920           0.920           0.170 
19.02.2001  00:00:00           4.680           2.920           2.920           0.730 
20.02.2001  00:00:00           6.720           3.130           3.130           1.020 
21.02.2001  00:00:00          20.530           2.370           2.370           0.280 
22.02.2001  00:00:00           3.870          -0.500          -0.500           0.160 
23.02.2001  00:00:00           0.000          -6.430          -6.430           0.120 
24.02.2001  00:00:00           4.550          -8.400          -8.400           0.110 
25.02.2001  00:00:00           0.000         -10.300         -10.300           0.100 
26.02.2001  00:00:00           0.000         -10.480         -10.480           0.110 
27.02.2001  00:00:00           0.000         -10.130         -10.130           0.130 
28.02.2001  00:00:00           0.000         -11.500         -11.500           0.140 
01.03.2001  00:00:00           0.000         -11.980         -11.980           0.140 
02.03.2001  00:00:00           0.300         -10.700         -10.700           0.160 
03.03.2001  00:00:00           0.000          -9.200          -9.200           0.140 
04.03.2001  00:00:00           0.000         -10.000         -10.000           0.130 
05.03.2001  00:00:00           0.000          -8.370          -8.370           0.140 
06.03.2001  00:00:00           5.700          -3.730          -3.730           0.120 
07.03.2001  00:00:00           0.000          -1.700          -1.700           0.110 
08.03.2001  00:00:00           0.000          -1.480          -1.480           0.090 
09.03.2001  00:00:00           7.930           0.180           0.180           0.090 
10.03.2001  00:00:00           0.000           2.320           2.320           0.090 
11.03.2001  00:00:00           5.120           1.370           1.370           0.090 
12.03.2001  00:00:00           1.570           0.720           0.720           0.080 
13.03.2001  00:00:00           0.000           0.580           0.580           0.080 
14.03.2001  00:00:00           0.000          -0.880          -0.880           0.080 
15.03.2001  00:00:00           0.000          -2.680          -2.680           0.070 
16.03.2001  00:00:00           0.000          -3.170          -3.170           0.070 
17.03.2001  00:00:00           0.000          -3.280          -3.280           0.070 
18.03.2001  00:00:00           0.000          -5.500          -5.500           0.070 
19.03.2001  00:00:00           0.000          -6.200          -6.200           0.070 
20.03.2001  00:00:00           3.420          -4.400          -4.400           0.070 
21.03.2001  00:00:00           9.500          -2.530          -2.530           0.070 
22.03.2001  00:00:00           1.200          -3.520          -3.520           0.070 
23.03.2001  00:00:00           0.000          -4.820          -4.820           0.070 
24.03.2001  00:00:00           0.000          -5.900          -5.900           0.060 
25.03.2001  00:00:00           0.000          -6.220          -6.220           0.060 
26.03.2001  00:00:00           6.280          -4.500          -4.500           0.070 
27.03.2001  00:00:00          13.580          -0.580          -0.580           0.070 
28.03.2001  00:00:00           6.030           1.250           1.250           0.070 
29.03.2001  00:00:00           0.000           0.000           0.000           0.070 
30.03.2001  00:00:00           0.000          -0.370          -0.370           0.070 
31.03.2001  00:00:00           0.000          -0.420          -0.420           0.070 
