date        time     P_O_Myra_131moh   T_Myra_131moh   T_Myra_131moh          Q_Myra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
20.05.2010  00:00:00           0.000          10.560          10.560           0.770 
21.05.2010  00:00:00           0.000           7.790           7.790           0.590 
22.05.2010  00:00:00           1.030          11.160          11.160           1.290 
23.05.2010  00:00:00           7.210           7.450           7.450           2.130 
24.05.2010  00:00:00           3.030           4.670           4.670           1.760 
25.05.2010  00:00:00           5.390           4.010           4.010           1.210 
26.05.2010  00:00:00           0.000           5.060           5.060           0.680 
27.05.2010  00:00:00           0.000           7.240           7.240           0.540 
28.05.2010  00:00:00           1.990           8.420           8.420           0.460 
29.05.2010  00:00:00           0.220           8.510           8.510           0.480 
30.05.2010  00:00:00           0.000           7.200           7.200           0.500 
31.05.2010  00:00:00           0.000           8.660           8.660           0.380 
01.06.2010  00:00:00           0.000           6.590           6.590           0.290 
02.06.2010  00:00:00           0.000          10.870          10.870           0.260 
03.06.2010  00:00:00          13.280           9.340           9.340           0.500 
04.06.2010  00:00:00           8.220           7.040           7.040           0.400 
05.06.2010  00:00:00           0.000           6.790           6.790           0.250 
06.06.2010  00:00:00           0.000           8.790           8.790           0.180 
07.06.2010  00:00:00           0.000           6.800           6.800           0.150 
08.06.2010  00:00:00           0.000           9.370           9.370           0.150 
09.06.2010  00:00:00           0.000          10.920          10.920           0.180 
10.06.2010  00:00:00           0.000           9.020           9.020           0.170 
11.06.2010  00:00:00           0.000          13.890          13.890           0.170 
12.06.2010  00:00:00          11.030          10.300          10.300           0.490 
13.06.2010  00:00:00           8.310           6.820           6.820           0.860 
14.06.2010  00:00:00           4.510           6.580           6.580           0.750 
15.06.2010  00:00:00           5.660           6.160           6.160           0.380 
16.06.2010  00:00:00           0.360           7.810           7.810           0.230 
17.06.2010  00:00:00           0.000           9.340           9.340           0.320 
18.06.2010  00:00:00          15.210           8.480           8.480           1.320 
19.06.2010  00:00:00          48.250           6.280           6.280           5.870 
20.06.2010  00:00:00          11.620           4.790           4.790           1.250 
21.06.2010  00:00:00           2.810           6.880           6.880           0.550 
22.06.2010  00:00:00           0.000           8.730           8.730           0.500 
23.06.2010  00:00:00           0.000           8.730           8.730           0.320 
24.06.2010  00:00:00           0.110          11.200          11.200           0.220 
25.06.2010  00:00:00           9.910          12.310          12.310           1.130 
26.06.2010  00:00:00          16.500           9.360           9.360           1.820 
27.06.2010  00:00:00           0.000           7.470           7.470           0.630 
28.06.2010  00:00:00           0.000           9.960           9.960           0.330 
29.06.2010  00:00:00           3.120          13.770          13.770           0.280 
30.06.2010  00:00:00           0.000          14.220          14.220           0.240 
01.07.2010  00:00:00           7.330           9.960           9.960           0.260 
02.07.2010  00:00:00           0.000          12.240          12.240           0.180 
03.07.2010  00:00:00           0.920          17.730          17.730           0.110 
04.07.2010  00:00:00           0.000          16.270          16.270           0.080 
05.07.2010  00:00:00           0.280          14.930          14.930           0.070 
06.07.2010  00:00:00           0.100          13.100          13.100           0.060 
07.07.2010  00:00:00           3.910          11.720          11.720           0.050 
08.07.2010  00:00:00           0.560          14.240          14.240           0.040 
09.07.2010  00:00:00           0.000          14.530          14.530           0.040 
10.07.2010  00:00:00           4.290          14.830          14.830           0.040 
11.07.2010  00:00:00           0.000          11.600          11.600           0.040 
12.07.2010  00:00:00           0.000          18.370          18.370           0.040 
13.07.2010  00:00:00           8.910          11.260          11.260           0.240 
14.07.2010  00:00:00           9.820           8.960           8.960           0.540 
15.07.2010  00:00:00           0.000          11.060          11.060           0.200 
16.07.2010  00:00:00           0.000          16.330          16.330           0.100 
17.07.2010  00:00:00           0.000          19.580          19.580           0.050 
18.07.2010  00:00:00          11.850          16.970          16.970           0.170 
19.07.2010  00:00:00           0.140          12.200          12.200           0.150 
20.07.2010  00:00:00           0.940          12.120          12.120           0.110 
21.07.2010  00:00:00           8.090          12.520          12.520           0.720 
22.07.2010  00:00:00          23.270          11.580          11.580           4.670 
23.07.2010  00:00:00          10.280           7.130           7.130           1.190 
24.07.2010  00:00:00           0.000          11.060          11.060           0.330 
25.07.2010  00:00:00           0.000          14.480          14.480           0.140 
26.07.2010  00:00:00           0.100          15.570          15.570           0.080 
27.07.2010  00:00:00           0.000          14.040          14.040           0.050 
28.07.2010  00:00:00           0.000          14.610          14.610           0.040 
29.07.2010  00:00:00           0.000          15.370          15.370           0.030 
30.07.2010  00:00:00           4.470          13.860          13.860           0.040 
31.07.2010  00:00:00           1.360          11.800          11.800           0.270 
01.08.2010  00:00:00           1.020          12.680          12.680           0.150 
02.08.2010  00:00:00          16.310          11.930          11.930           0.250 
03.08.2010  00:00:00           2.240          11.690          11.690           0.120 
04.08.2010  00:00:00           0.260          12.060          12.060           0.070 
05.08.2010  00:00:00           0.000          13.640          13.640           0.050 
06.08.2010  00:00:00           0.000          16.060          16.060           0.040 
07.08.2010  00:00:00           9.300          15.440          15.440           0.070 
08.08.2010  00:00:00           0.000          16.440          16.440           0.040 
09.08.2010  00:00:00           0.000          14.140          14.140           0.030 
10.08.2010  00:00:00           0.030          13.840          13.840           0.030 
11.08.2010  00:00:00           1.230          14.320          14.320           0.030 
12.08.2010  00:00:00           0.000          16.710          16.710           0.020 
13.08.2010  00:00:00           0.000          15.230          15.230           0.020 
14.08.2010  00:00:00           0.100          15.580          15.580           0.020 
15.08.2010  00:00:00           0.000          12.930          12.930           0.020 
16.08.2010  00:00:00           0.000          13.290          13.290           0.020 
17.08.2010  00:00:00           0.000          18.540          18.540           0.010 
18.08.2010  00:00:00           0.000          18.820          18.820           0.010 
19.08.2010  00:00:00           0.000          18.010          18.010           0.010 
20.08.2010  00:00:00           6.930          18.860          18.860           0.040 
21.08.2010  00:00:00           4.870          12.290          12.290           0.040 
22.08.2010  00:00:00           2.360          13.830          13.830           0.090 
23.08.2010  00:00:00           8.300          11.120          11.120           0.240 
24.08.2010  00:00:00           0.000          10.550          10.550           0.070 
25.08.2010  00:00:00           0.000          11.440          11.440           0.030 
26.08.2010  00:00:00           2.630          10.960          10.960           0.020 
27.08.2010  00:00:00           0.440           9.530           9.530           0.020 
28.08.2010  00:00:00           8.270          10.040          10.040           0.130 
29.08.2010  00:00:00           6.180           8.740           8.740           0.740 
30.08.2010  00:00:00           0.000          10.170          10.170           0.180 
31.08.2010  00:00:00          13.050           9.720           9.720           3.130 
01.09.2010  00:00:00          22.380           8.330           8.330           1.240 
02.09.2010  00:00:00           2.940           7.370           7.370           0.420 
03.09.2010  00:00:00           0.000           9.120           9.120           0.220 
04.09.2010  00:00:00           0.000           8.370           8.370           0.140 
05.09.2010  00:00:00           0.000          10.480          10.480           0.090 
06.09.2010  00:00:00           0.000          12.270          12.270           0.070 
07.09.2010  00:00:00           0.000          14.640          14.640           0.060 
08.09.2010  00:00:00           0.000          14.190          14.190           0.040 
09.09.2010  00:00:00           0.000          14.930          14.930           0.030 
10.09.2010  00:00:00           0.000          15.020          15.020           0.030 
11.09.2010  00:00:00           0.000          13.600          13.600           0.020 
12.09.2010  00:00:00           2.010          13.110          13.110           0.010 
13.09.2010  00:00:00           3.290          11.290          11.290           0.010 
14.09.2010  00:00:00           0.230          13.090          13.090           0.210 
15.09.2010  00:00:00          37.760           9.110           9.110           7.410 
16.09.2010  00:00:00          29.440           7.280           7.280           3.230 
17.09.2010  00:00:00           0.000           7.230           7.230           0.900 
18.09.2010  00:00:00          14.640           8.430           8.430           1.190 
19.09.2010  00:00:00           7.590           8.890           8.890           1.010 
20.09.2010  00:00:00           6.440           7.760           7.760           0.760 
21.09.2010  00:00:00           2.670           7.460           7.460           0.850 
22.09.2010  00:00:00           7.500           7.550           7.550           1.030 
23.09.2010  00:00:00          24.370           8.710           8.710           2.690 
24.09.2010  00:00:00           0.670           7.260           7.260           1.140 
25.09.2010  00:00:00           3.830           5.520           5.520           0.440 
26.09.2010  00:00:00           0.000           7.040           7.040           0.260 
27.09.2010  00:00:00           0.000           7.010           7.010           0.170 
28.09.2010  00:00:00           0.000           7.630           7.630           0.130 
29.09.2010  00:00:00           0.000           7.660           7.660           0.100 
30.09.2010  00:00:00           0.000           7.580           7.580           0.080 
01.10.2010  00:00:00           0.000           8.350           8.350           0.070 
02.10.2010  00:00:00           0.000           8.980           8.980           0.060 
03.10.2010  00:00:00           0.000          10.670          10.670           0.050 
04.10.2010  00:00:00           0.000          13.180          13.180           0.040 
05.10.2010  00:00:00           0.000          14.510          14.510           0.040 
06.10.2010  00:00:00           0.000          15.940          15.940           0.030 
07.10.2010  00:00:00           0.000          13.510          13.510           0.030 
08.10.2010  00:00:00           0.000          11.050          11.050           0.030 
09.10.2010  00:00:00           0.000           9.260           9.260           0.030 
10.10.2010  00:00:00           2.970           8.890           8.890           0.180 
11.10.2010  00:00:00           0.030           4.830           4.830           0.080 
12.10.2010  00:00:00           1.420           5.260           5.260           0.410 
13.10.2010  00:00:00           7.510           4.520           4.520           1.270 
14.10.2010  00:00:00          15.990           4.830           4.830           2.030 
15.10.2010  00:00:00           4.180           2.470           2.470           0.700 
16.10.2010  00:00:00           5.730           1.330           1.330           1.740 
17.10.2010  00:00:00           4.590           4.660           4.660           1.220 
18.10.2010  00:00:00           2.460           7.270           7.270           0.540 
19.10.2010  00:00:00          10.210           7.020           7.020           1.580 
20.10.2010  00:00:00          14.540           0.610           0.610           0.910 
21.10.2010  00:00:00          12.760          -2.860          -2.860           0.470 
22.10.2010  00:00:00           2.210          -1.930          -1.930           0.340 
23.10.2010  00:00:00           8.520           0.370           0.370           3.150 
24.10.2010  00:00:00          10.930           2.070           2.070           2.000 
25.10.2010  00:00:00          18.090           2.130           2.130           4.210 
26.10.2010  00:00:00           9.240           2.260           2.260           1.650 
27.10.2010  00:00:00           0.000           2.500           2.500           1.560 
28.10.2010  00:00:00           6.310           7.490           7.490           2.920 
29.10.2010  00:00:00           7.800           5.940           5.940           3.760 
30.10.2010  00:00:00           7.420           7.080           7.080           2.190 
31.10.2010  00:00:00           0.000           8.680           8.680           0.810 
01.11.2010  00:00:00           0.000           6.870           6.870           0.900 
02.11.2010  00:00:00           0.000           1.770           1.770           0.550 
03.11.2010  00:00:00           0.000           6.490           6.490           0.470 
04.11.2010  00:00:00           0.000           4.950           4.950           5.020 
05.11.2010  00:00:00           0.000           3.440           3.440           3.850 
06.11.2010  00:00:00           0.000           1.190           1.190           1.460 
07.11.2010  00:00:00           0.000          -0.180          -0.180           0.680 
08.11.2010  00:00:00           0.000          -2.790          -2.790           0.470 
09.11.2010  00:00:00           0.000          -5.490          -5.490           0.320 
10.11.2010  00:00:00           0.000          -7.280          -7.280           0.260 
11.11.2010  00:00:00           0.000          -5.490          -5.490           0.240 
12.11.2010  00:00:00           0.000          -2.370          -2.370           0.210 
13.11.2010  00:00:00           0.000           0.780           0.780           0.190 
14.11.2010  00:00:00           0.000           0.280           0.280           0.190 
15.11.2010  00:00:00           1.230           0.250           0.250           1.180 
16.11.2010  00:00:00           9.340           0.010           0.010           2.860 
17.11.2010  00:00:00           1.870           1.100           1.100           0.740 
18.11.2010  00:00:00           0.000          -1.080          -1.080           0.390 
19.11.2010  00:00:00           0.000          -4.940          -4.940           0.220 
20.11.2010  00:00:00           0.000          -3.760          -3.760           0.180 
21.11.2010  00:00:00           0.000          -4.490          -4.490           0.150 
22.11.2010  00:00:00           0.000          -3.110          -3.110           0.150 
23.11.2010  00:00:00           0.000          -3.310          -3.310           0.150 
24.11.2010  00:00:00           0.000          -4.200          -4.200           0.110 
25.11.2010  00:00:00           0.000          -8.290          -8.290           0.100 
26.11.2010  00:00:00           0.000         -10.630         -10.630           0.120 
27.11.2010  00:00:00           0.000         -11.470         -11.470           0.140 
28.11.2010  00:00:00           0.000         -10.740         -10.740           0.230 
29.11.2010  00:00:00           0.000          -9.170          -9.170           0.200 
30.11.2010  00:00:00           0.000          -9.430          -9.430           0.140 
01.12.2010  00:00:00           0.000         -10.330         -10.330           0.180 
02.12.2010  00:00:00           0.000          -6.660          -6.660           0.330 
03.12.2010  00:00:00           0.000          -5.650          -5.650           0.640 
04.12.2010  00:00:00           0.000          -8.560          -8.560           0.410 
05.12.2010  00:00:00           4.840          -2.570          -2.570           0.230 
06.12.2010  00:00:00           2.540          -2.680          -2.680           0.200 
07.12.2010  00:00:00           1.370          -1.560          -1.560           0.190 
08.12.2010  00:00:00          12.370          -1.760          -1.760           0.170 
09.12.2010  00:00:00           6.870          -3.580          -3.580           0.160 
10.12.2010  00:00:00           2.760          -4.840          -4.840           0.190 
11.12.2010  00:00:00          16.680           1.330           1.330           4.120 
12.12.2010  00:00:00           2.800          -1.640          -1.640           3.730 
13.12.2010  00:00:00           6.660          -0.240          -0.240           3.250 
14.12.2010  00:00:00           3.040           0.130           0.130           2.790 
15.12.2010  00:00:00           0.550           0.610           0.610           2.660 
16.12.2010  00:00:00          11.210           0.440           0.440           4.080 
17.12.2010  00:00:00           5.060          -5.090          -5.090           2.350 
18.12.2010  00:00:00           0.000          -5.710          -5.710           2.720 
19.12.2010  00:00:00           0.000          -6.880          -6.880           2.570 
20.12.2010  00:00:00           0.000          -9.920          -9.920           2.030 
21.12.2010  00:00:00           0.000         -10.710         -10.710           1.580 
22.12.2010  00:00:00           0.000          -9.690          -9.690           1.090 
23.12.2010  00:00:00           0.000         -11.640         -11.640           0.770 
24.12.2010  00:00:00           0.000         -11.470         -11.470           0.520 
25.12.2010  00:00:00           0.000         -12.140         -12.140           0.410 
26.12.2010  00:00:00           0.000          -8.840          -8.840           0.360 
27.12.2010  00:00:00           0.000          -8.840          -8.840           0.340 
28.12.2010  00:00:00           0.000          -7.220          -7.220           0.320 
29.12.2010  00:00:00           0.000          -5.590          -5.590           0.280 
30.12.2010  00:00:00           6.770          -3.280          -3.280           2.630 
31.12.2010  00:00:00           6.630          -0.260          -0.260           6.000 
01.01.2011  00:00:00          23.320           0.230           0.230           6.670 
02.01.2011  00:00:00          10.730          -0.910          -0.910           3.590 
03.01.2011  00:00:00           4.700          -2.240          -2.240           3.180 
04.01.2011  00:00:00           1.940          -2.220          -2.220           2.250 
05.01.2011  00:00:00           0.100          -3.440          -3.440           1.090 
06.01.2011  00:00:00           0.000          -1.610          -1.610           0.550 
07.01.2011  00:00:00           1.790          -1.670          -1.670           0.490 
08.01.2011  00:00:00           5.890          -1.860          -1.860           0.400 
09.01.2011  00:00:00           0.000          -1.530          -1.530           0.350 
10.01.2011  00:00:00          10.860          -0.830          -0.830           5.410 
11.01.2011  00:00:00          13.620          -1.410          -1.410           7.050 
12.01.2011  00:00:00           0.000          -3.510          -3.510           5.200 
13.01.2011  00:00:00           4.750          -2.840          -2.840           2.500 
14.01.2011  00:00:00           0.400          -4.840          -4.840           0.950 
15.01.2011  00:00:00           0.000          -3.230          -3.230           0.440 
16.01.2011  00:00:00           2.640           1.910           1.910           2.120 
17.01.2011  00:00:00           5.300           2.860           2.860          10.900 
18.01.2011  00:00:00           3.520           3.020           3.020          11.020 
19.01.2011  00:00:00           6.710           0.070           0.070           5.420 
20.01.2011  00:00:00           2.940           0.730           0.730           4.480 
21.01.2011  00:00:00           2.230           1.690           1.690           8.860 
22.01.2011  00:00:00          10.640           2.630           2.630           7.040 
23.01.2011  00:00:00          10.470           3.310           3.310           6.330 
24.01.2011  00:00:00           3.170           3.420           3.420           8.350 
25.01.2011  00:00:00          13.760           0.610           0.610           2.400 
26.01.2011  00:00:00           0.000          -4.140          -4.140           0.850 
27.01.2011  00:00:00           2.020          -0.960          -0.960           0.750 
28.01.2011  00:00:00           0.000           2.210           2.210           2.030 
29.01.2011  00:00:00           8.850           2.940           2.940           2.920 
30.01.2011  00:00:00           2.880          -0.610          -0.610           0.940 
31.01.2011  00:00:00           4.840           3.240           3.240           1.430 
01.02.2011  00:00:00           7.330           3.720           3.720           3.580 
02.02.2011  00:00:00           3.620           3.680           3.680           3.570 
03.02.2011  00:00:00           7.530           3.240           3.240           2.950 
04.02.2011  00:00:00           4.780           0.750           0.750           0.880 
05.02.2011  00:00:00           5.590           1.790           1.790           1.410 
06.02.2011  00:00:00          16.280           0.790           0.790           2.380 
07.02.2011  00:00:00           8.540           0.990           0.990           1.770 
08.02.2011  00:00:00           5.760           1.060           1.060           0.830 
09.02.2011  00:00:00           8.610           0.110           0.110           0.490 
10.02.2011  00:00:00           1.640          -1.650          -1.650           0.350 
11.02.2011  00:00:00           0.000          -4.320          -4.320           0.260 
12.02.2011  00:00:00           0.000          -7.040          -7.040           0.190 
13.02.2011  00:00:00           0.000          -6.820          -6.820           0.160 
14.02.2011  00:00:00           0.000          -5.340          -5.340           0.180 
15.02.2011  00:00:00           0.000          -3.140          -3.140           0.170 
16.02.2011  00:00:00           0.000          -4.670          -4.670           0.140 
17.02.2011  00:00:00           0.000          -4.730          -4.730           0.130 
18.02.2011  00:00:00           0.000          -4.660          -4.660           0.130 
19.02.2011  00:00:00           0.000          -2.990          -2.990           0.120 
20.02.2011  00:00:00           0.000          -3.400          -3.400           0.110 
21.02.2011  00:00:00           0.000          -6.840          -6.840           0.100 
22.02.2011  00:00:00           0.000          -5.370          -5.370           0.100 
23.02.2011  00:00:00           0.000          -7.710          -7.710           0.090 
24.02.2011  00:00:00           0.000          -6.850          -6.850           0.100 
25.02.2011  00:00:00           6.930           1.040           1.040           0.520 
26.02.2011  00:00:00           4.920           5.590           5.590           1.630 
27.02.2011  00:00:00           7.680           4.310           4.310           1.250 
28.02.2011  00:00:00           1.870           2.230           2.230           0.810 
01.03.2011  00:00:00           0.000           0.380           0.380           0.510 
02.03.2011  00:00:00           0.830           3.560           3.560           0.670 
03.03.2011  00:00:00           3.320           4.820           4.820           0.990 
04.03.2011  00:00:00           2.850           3.450           3.450           1.790 
05.03.2011  00:00:00          14.990           0.920           0.920           1.030 
06.03.2011  00:00:00           6.460          -2.760          -2.760           0.490 
07.03.2011  00:00:00           1.970           0.690           0.690           1.170 
08.03.2011  00:00:00           1.450           4.460           4.460           1.920 
09.03.2011  00:00:00           2.690           4.460           4.460           1.010 
10.03.2011  00:00:00           7.930          -1.480          -1.480           0.540 
11.03.2011  00:00:00           5.040          -3.360          -3.360           0.390 
12.03.2011  00:00:00           3.310          -0.890          -0.890           0.280 
13.03.2011  00:00:00           6.810          -1.030          -1.030           0.350 
14.03.2011  00:00:00           0.000          -0.990          -0.990           0.240 
15.03.2011  00:00:00           0.000          -1.360          -1.360           0.210 
16.03.2011  00:00:00           0.000           3.070           3.070           0.220 
17.03.2011  00:00:00           0.300           4.080           4.080           0.250 
18.03.2011  00:00:00           4.800           2.550           2.550           0.290 
19.03.2011  00:00:00           5.040           0.060           0.060           0.370 
20.03.2011  00:00:00           0.000           3.140           3.140           0.470 
21.03.2011  00:00:00           5.480           5.570           5.570           7.050 
22.03.2011  00:00:00          40.060           4.430           4.430           4.550 
23.03.2011  00:00:00           4.610           1.920           1.920           2.490 
24.03.2011  00:00:00          16.060           0.630           0.630           1.020 
25.03.2011  00:00:00           5.510          -2.920          -2.920           0.450 
26.03.2011  00:00:00           4.740          -4.410          -4.410           0.310 
27.03.2011  00:00:00           6.860          -1.990          -1.990           0.240 
28.03.2011  00:00:00           5.880          -0.940          -0.940           0.250 
29.03.2011  00:00:00           9.410          -1.990          -1.990           0.200 
30.03.2011  00:00:00           3.110          -3.220          -3.220           0.160 
31.03.2011  00:00:00           0.000          -2.570          -2.570           0.160 
01.04.2011  00:00:00           0.000           2.520           2.520           0.150 
02.04.2011  00:00:00           1.060           7.010           7.010           2.190 
03.04.2011  00:00:00           7.230           6.340           6.340           3.580 
04.04.2011  00:00:00           0.000           5.940           5.940           1.570 
05.04.2011  00:00:00           4.310           4.220           4.220           1.690 
06.04.2011  00:00:00           2.820           6.220           6.220           2.500 
07.04.2011  00:00:00          15.210           4.940           4.940           3.860 
08.04.2011  00:00:00          13.620           2.700           2.700           3.170 
09.04.2011  00:00:00           9.440           2.510           2.510           2.220 
10.04.2011  00:00:00           6.700           4.160           4.160           4.070 
11.04.2011  00:00:00           2.790           7.490           7.490           2.710 
12.04.2011  00:00:00          12.330           5.140           5.140           3.920 
13.04.2011  00:00:00           0.000           3.440           3.440           1.130 
14.04.2011  00:00:00           0.000           4.380           4.380           0.660 
15.04.2011  00:00:00           1.320           6.670           6.670           0.840 
16.04.2011  00:00:00           4.420           6.760           6.760           3.120 
17.04.2011  00:00:00           4.070           5.560           5.560           7.750 
18.04.2011  00:00:00           9.240           5.870           5.870           3.170 
19.04.2011  00:00:00           0.000           4.940           4.940           1.210 
20.04.2011  00:00:00           1.850           7.280           7.280           1.150 
21.04.2011  00:00:00           0.390           5.100           5.100           1.180 
22.04.2011  00:00:00           5.160           5.050           5.050           1.260 
23.04.2011  00:00:00           0.000           9.830           9.830           1.100 
24.04.2011  00:00:00           0.000          12.690          12.690           1.110 
25.04.2011  00:00:00           0.000          10.190          10.190           0.940 
26.04.2011  00:00:00           2.760           4.980           4.980           0.780 
27.04.2011  00:00:00           0.100           4.880           4.880           0.630 
28.04.2011  00:00:00           0.000           6.430           6.430           0.480 
29.04.2011  00:00:00           0.000           6.830           6.830           0.400 
30.04.2011  00:00:00           0.000           8.190           8.190           0.370 
01.05.2011  00:00:00           0.000           7.170           7.170           0.380 
02.05.2011  00:00:00           0.000           7.560           7.560           0.350 
03.05.2011  00:00:00           0.000           6.410           6.410           0.290 
04.05.2011  00:00:00           0.000           5.200           5.200           0.260 
05.05.2011  00:00:00           2.650           3.280           3.280           0.580 
06.05.2011  00:00:00           1.140           2.000           2.000           0.360 
07.05.2011  00:00:00           0.000           5.560           5.560           0.280 
08.05.2011  00:00:00           0.000          10.310          10.310           0.470 
09.05.2011  00:00:00           0.000          15.580          15.580           0.700 
10.05.2011  00:00:00           0.000          16.810          16.810           0.650 
11.05.2011  00:00:00           0.000          13.790          13.790           0.580 
12.05.2011  00:00:00           1.610          12.330          12.330           0.660 
13.05.2011  00:00:00           9.040           7.960           7.960           0.740 
14.05.2011  00:00:00           5.430           6.830           6.830           0.950 
15.05.2011  00:00:00           2.710           6.710           6.710           0.600 
16.05.2011  00:00:00           5.660           7.900           7.900           1.530 
17.05.2011  00:00:00           1.810           6.270           6.270           0.780 
18.05.2011  00:00:00           1.130           5.390           5.390           0.580 
19.05.2011  00:00:00           2.410           8.770           8.770           0.690 
20.05.2011  00:00:00           9.840           7.980           7.980           0.650 
21.05.2011  00:00:00           0.810           8.610           8.610           0.430 
22.05.2011  00:00:00           5.260           8.540           8.540           0.400 
23.05.2011  00:00:00           0.000          10.370          10.370           0.800 
24.05.2011  00:00:00           0.000          10.790          10.790           0.530 
25.05.2011  00:00:00           4.340           7.340           7.340           0.880 
26.05.2011  00:00:00          17.840           5.760           5.760           2.500 
27.05.2011  00:00:00           1.940           7.110           7.110           0.970 
28.05.2011  00:00:00           1.200           5.390           5.390           0.730 
29.05.2011  00:00:00           4.110           7.600           7.600           0.490 
30.05.2011  00:00:00           4.880           8.360           8.360           0.510 
31.05.2011  00:00:00           0.230           9.330           9.330           0.410 
01.06.2011  00:00:00           0.000           6.990           6.990           0.370 
02.06.2011  00:00:00           1.040          10.140          10.140           0.450 
03.06.2011  00:00:00           1.930          10.130          10.130           0.910 
04.06.2011  00:00:00           7.190          11.790          11.790           1.360 
05.06.2011  00:00:00           1.820           5.430           5.430           0.610 
06.06.2011  00:00:00           0.000           9.780           9.780           0.390 
07.06.2011  00:00:00           2.590          11.960          11.960           0.450 
08.06.2011  00:00:00           3.470          10.430          10.430           0.370 
09.06.2011  00:00:00           0.000          15.120          15.120           0.370 
10.06.2011  00:00:00          19.140          11.870          11.870           1.200 
11.06.2011  00:00:00           3.760           9.480           9.480           0.680 
12.06.2011  00:00:00           3.320          12.140          12.140           0.520 
13.06.2011  00:00:00           6.380           8.600           8.600           0.630 
14.06.2011  00:00:00           0.000          11.100          11.100           0.400 
15.06.2011  00:00:00           6.400          11.040          11.040           0.310 
16.06.2011  00:00:00           0.000           9.610           9.610           0.200 
17.06.2011  00:00:00           0.000          15.320          15.320           0.150 
18.06.2011  00:00:00           0.000          14.380          14.380           0.130 
19.06.2011  00:00:00           0.100          13.680          13.680           0.110 
20.06.2011  00:00:00           0.520          13.690          13.690           0.120 
21.06.2011  00:00:00           2.470           9.740           9.740           0.160 
22.06.2011  00:00:00           0.930           7.790           7.790           0.280 
23.06.2011  00:00:00           2.960           9.660           9.660           0.190 
24.06.2011  00:00:00           2.740           7.850           7.850           0.210 
25.06.2011  00:00:00           1.050           8.110           8.110           0.190 
26.06.2011  00:00:00           0.230           9.290           9.290           0.140 
27.06.2011  00:00:00           0.000          12.970          12.970           0.100 
28.06.2011  00:00:00           4.740          14.610          14.610           0.130 
29.06.2011  00:00:00           2.990          13.380          13.380           0.150 
30.06.2011  00:00:00          11.410          12.280          12.280           0.550 
01.07.2011  00:00:00           1.890           9.830           9.830           0.300 
02.07.2011  00:00:00           3.380           9.440           9.440           0.220 
03.07.2011  00:00:00           0.780          11.790          11.790           0.170 
04.07.2011  00:00:00           2.400          12.840          12.840           0.130 
05.07.2011  00:00:00           0.000          12.040          12.040           0.100 
06.07.2011  00:00:00           0.000          13.600          13.600           0.080 
07.07.2011  00:00:00           0.000          16.330          16.330           0.070 
08.07.2011  00:00:00           2.910          15.350          15.350           0.070 
09.07.2011  00:00:00           8.060          12.540          12.540           0.080 
10.07.2011  00:00:00           2.580          14.130          14.130           0.080 
11.07.2011  00:00:00           3.000          12.630          12.630           0.090 
12.07.2011  00:00:00           7.480          10.770          10.770           1.970 
13.07.2011  00:00:00           0.000           8.310           8.310           0.660 
14.07.2011  00:00:00           0.000           9.770           9.770           0.360 
15.07.2011  00:00:00           0.000          11.910          11.910           0.180 
16.07.2011  00:00:00           0.000          12.510          12.510           0.120 
17.07.2011  00:00:00           0.000          14.390          14.390           0.080 
18.07.2011  00:00:00           0.000          16.620          16.620           0.090 
19.07.2011  00:00:00           0.700          14.500          14.500           0.090 
20.07.2011  00:00:00           5.160          14.030          14.030           0.090 
21.07.2011  00:00:00          12.080          12.140          12.140           0.140 
22.07.2011  00:00:00           3.780           9.680           9.680           0.140 
23.07.2011  00:00:00          10.240           9.520           9.520           1.380 
24.07.2011  00:00:00           0.390          11.940          11.940           0.490 
25.07.2011  00:00:00           3.310          16.560          16.560           0.770 
26.07.2011  00:00:00          29.500          12.220          12.220           3.620 
27.07.2011  00:00:00           4.740          10.340          10.340           0.900 
28.07.2011  00:00:00           0.000          12.930          12.930           0.390 
29.07.2011  00:00:00           0.100          11.810          11.810           0.280 
30.07.2011  00:00:00           2.160          10.790          10.790           0.230 
31.07.2011  00:00:00           0.000          12.140          12.140           0.170 
01.08.2011  00:00:00           0.000          12.880          12.880           0.130 
02.08.2011  00:00:00           0.000          12.080          12.080           0.100 
03.08.2011  00:00:00           0.000          15.300          15.300           0.110 
04.08.2011  00:00:00           6.880          16.460          16.460           0.130 
05.08.2011  00:00:00           1.240          15.720          15.720           0.120 
06.08.2011  00:00:00           1.810          17.580          17.580           0.140 
07.08.2011  00:00:00           6.270          12.980          12.980           0.150 
08.08.2011  00:00:00           8.140          14.580          14.580           0.120 
09.08.2011  00:00:00          19.060          12.250          12.250           2.160 
10.08.2011  00:00:00           0.000           9.020           9.020           1.140 
11.08.2011  00:00:00           0.000           8.060           8.060           0.500 
12.08.2011  00:00:00           0.000           8.990           8.990           0.290 
13.08.2011  00:00:00           0.000          11.290          11.290           0.180 
14.08.2011  00:00:00           0.000          16.240          16.240           0.110 
15.08.2011  00:00:00           0.420          17.460          17.460           0.090 
16.08.2011  00:00:00           6.380          12.360          12.360           0.100 
17.08.2011  00:00:00           1.460          10.520          10.520           0.090 
18.08.2011  00:00:00           0.000          11.680          11.680           0.080 
19.08.2011  00:00:00           0.000          10.310          10.310           0.070 
