date        time     P_O_Myra_131moh   T_Myra_131moh   T_Myra_131moh          Q_Myra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
25.10.2007  00:00:00           0.000           5.020           5.020           0.300 
26.10.2007  00:00:00           0.000           2.750           2.750           0.250 
27.10.2007  00:00:00           0.000           6.610           6.610           0.340 
28.10.2007  00:00:00           7.550           7.860           7.860           2.460 
29.10.2007  00:00:00          19.810           5.670           5.670           1.540 
30.10.2007  00:00:00           0.110           3.760           3.760           1.400 
31.10.2007  00:00:00          14.000           1.760           1.760           3.440 
01.11.2007  00:00:00          28.830           4.160           4.160           2.410 
02.11.2007  00:00:00           5.500           2.340           2.340           1.190 
03.11.2007  00:00:00          26.580           0.200           0.200           3.230 
04.11.2007  00:00:00          12.170           4.200           4.200           1.280 
05.11.2007  00:00:00           0.280           0.740           0.740           0.790 
06.11.2007  00:00:00          11.170           2.780           2.780           1.310 
07.11.2007  00:00:00          17.710           0.170           0.170           4.170 
08.11.2007  00:00:00          13.090           1.940           1.940           2.480 
09.11.2007  00:00:00          16.440           1.750           1.750           2.340 
10.11.2007  00:00:00          15.080           0.880           0.880           0.920 
11.11.2007  00:00:00          14.860           0.830           0.830           1.460 
12.11.2007  00:00:00          12.530           1.360           1.360           1.550 
13.11.2007  00:00:00           4.070           2.430           2.430           1.020 
14.11.2007  00:00:00           0.000          -4.990          -4.990           0.510 
15.11.2007  00:00:00           5.020          -2.660          -2.660           0.860 
16.11.2007  00:00:00          17.390           3.640           3.640          11.780 
17.11.2007  00:00:00          14.850           5.590           5.590           4.990 
18.11.2007  00:00:00           0.000           2.680           2.680           1.310 
19.11.2007  00:00:00           0.000           2.910           2.910           0.750 
20.11.2007  00:00:00           0.070           1.490           1.490           0.530 
21.11.2007  00:00:00           0.000          -0.590          -0.590           0.400 
22.11.2007  00:00:00           5.990          -0.110          -0.110           0.890 
23.11.2007  00:00:00          14.700          -0.520          -0.520           1.010 
24.11.2007  00:00:00           3.150          -0.490          -0.490           0.510 
25.11.2007  00:00:00           7.940           1.390           1.390           1.620 
26.11.2007  00:00:00          16.540          -0.730          -0.730           0.700 
27.11.2007  00:00:00           7.030          -2.060          -2.060           0.410 
28.11.2007  00:00:00           4.910          -0.250          -0.250           1.630 
29.11.2007  00:00:00           6.380           1.470           1.470           1.220 
30.11.2007  00:00:00           0.620           0.400           0.400           0.620 
01.12.2007  00:00:00           0.010           1.640           1.640           0.430 
02.12.2007  00:00:00           7.880           1.690           1.690           1.130 
03.12.2007  00:00:00           3.820          -0.960          -0.960           0.670 
04.12.2007  00:00:00           0.000          -3.040          -3.040           0.430 
05.12.2007  00:00:00           3.500           0.830           0.830           1.140 
06.12.2007  00:00:00           7.210           4.240           4.240           1.735 
07.12.2007  00:00:00           4.440           2.980           2.980           2.330 
08.12.2007  00:00:00           4.020           1.160           1.160           1.340 
09.12.2007  00:00:00           2.830          -0.130          -0.130           0.900 
10.12.2007  00:00:00           0.000          -3.940          -3.940           0.500 
11.12.2007  00:00:00           0.000          -4.240          -4.240           0.340 
12.12.2007  00:00:00           0.000          -2.610          -2.610           0.270 
13.12.2007  00:00:00           0.000          -1.630          -1.630           0.240 
14.12.2007  00:00:00           0.000           0.540           0.540           0.280 
15.12.2007  00:00:00           0.000           2.410           2.410           0.300 
16.12.2007  00:00:00           0.000           0.390           0.390           0.220 
17.12.2007  00:00:00           0.000          -0.130          -0.130           0.200 
18.12.2007  00:00:00           0.000          -1.850          -1.850           0.190 
19.12.2007  00:00:00           0.000          -3.380          -3.380           0.190 
20.12.2007  00:00:00           0.150           4.110           4.110           0.660 
21.12.2007  00:00:00           2.490           3.410           3.410           0.490 
22.12.2007  00:00:00           0.600           2.120           2.120           0.480 
23.12.2007  00:00:00           0.000           0.300           0.300           0.320 
24.12.2007  00:00:00           0.140           2.690           2.690           0.500 
25.12.2007  00:00:00           7.290           2.870           2.870           1.030 
26.12.2007  00:00:00           0.000          -0.580          -0.580           0.440 
27.12.2007  00:00:00          15.040           4.140           4.140           0.430 
28.12.2007  00:00:00          12.760           4.590           4.590           1.050 
29.12.2007  00:00:00           3.090           1.270           1.270           1.060 
30.12.2007  00:00:00          10.410          -0.130          -0.130           0.810 
31.12.2007  00:00:00          17.810           1.470           1.470           0.900 
01.01.2008  00:00:00           0.000          -2.660          -2.660           0.390 
02.01.2008  00:00:00           0.000          -2.090          -2.090           0.260 
03.01.2008  00:00:00           0.000          -0.790          -0.790           0.170 
04.01.2008  00:00:00           0.000          -2.740          -2.740           0.140 
05.01.2008  00:00:00           0.000          -0.770          -0.770           0.140 
06.01.2008  00:00:00           0.000           1.260           1.260           0.140 
07.01.2008  00:00:00           0.000          -0.080          -0.080           0.130 
08.01.2008  00:00:00           0.000           0.280           0.280           0.120 
09.01.2008  00:00:00           0.000           0.860           0.860           0.120 
10.01.2008  00:00:00           0.000           3.210           3.210           0.120 
11.01.2008  00:00:00           0.000           2.880           2.880           0.110 
12.01.2008  00:00:00           0.710           2.290           2.290           0.130 
13.01.2008  00:00:00           6.460           0.230           0.230           0.320 
14.01.2008  00:00:00           2.780           0.430           0.430           0.690 
15.01.2008  00:00:00           0.000           3.840           3.840           0.560 
16.01.2008  00:00:00           3.710           4.220           4.220           0.690 
17.01.2008  00:00:00           9.890          -0.210          -0.210           0.620 
18.01.2008  00:00:00           2.080          -2.440          -2.440           0.350 
19.01.2008  00:00:00           5.680           0.520           0.520           1.940 
20.01.2008  00:00:00          15.070           0.330           0.330           1.090 
21.01.2008  00:00:00           6.130          -0.720          -0.720           0.610 
22.01.2008  00:00:00           0.000          -3.600          -3.600           0.340 
23.01.2008  00:00:00           0.000          -4.490          -4.490           0.250 
24.01.2008  00:00:00           9.990           0.700           0.700           2.040 
25.01.2008  00:00:00          11.010          -0.160          -0.160           1.680 
26.01.2008  00:00:00          16.160           1.620           1.620           1.270 
27.01.2008  00:00:00          13.660          -0.910          -0.910           0.540 
28.01.2008  00:00:00           2.890           1.140           1.140           4.210 
29.01.2008  00:00:00          26.430           3.230           3.230           7.910 
30.01.2008  00:00:00           7.910          -1.060          -1.060           1.730 
31.01.2008  00:00:00           5.230          -1.320          -1.320           0.760 
01.02.2008  00:00:00          15.280           0.960           0.960           0.930 
02.02.2008  00:00:00          17.800          -1.580          -1.580           0.630 
03.02.2008  00:00:00           3.470          -6.450          -6.450           0.460 
04.02.2008  00:00:00           5.460          -3.600          -3.600           0.310 
05.02.2008  00:00:00           0.000           0.790           0.790           0.250 
06.02.2008  00:00:00           0.000           2.450           2.450           0.260 
07.02.2008  00:00:00           6.120           1.250           1.250           0.840 
08.02.2008  00:00:00           0.580           2.510           2.510           1.010 
09.02.2008  00:00:00           0.120           4.850           4.850           1.630 
10.02.2008  00:00:00           2.800           3.910           3.910           1.410 
11.02.2008  00:00:00           0.070           1.260           1.260           0.750 
12.02.2008  00:00:00           0.000          -0.120          -0.120           0.470 
13.02.2008  00:00:00           4.790           2.560           2.560           0.860 
14.02.2008  00:00:00           3.010          -1.160          -1.160           0.450 
15.02.2008  00:00:00           3.800          -2.070          -2.070           0.320 
16.02.2008  00:00:00           0.000          -2.860          -2.860           0.270 
17.02.2008  00:00:00          40.100           2.680           2.680           5.480 
18.02.2008  00:00:00          24.970           3.860           3.860           5.010 
19.02.2008  00:00:00          17.310           3.460           3.460           2.490 
20.02.2008  00:00:00           2.120           3.130           3.130           1.840 
21.02.2008  00:00:00           0.000           2.640           2.640           0.890 
22.02.2008  00:00:00          19.580           4.340           4.340           2.590 
23.02.2008  00:00:00          23.160           0.500           0.500           2.120 
24.02.2008  00:00:00           9.600           1.990           1.990           3.020 
25.02.2008  00:00:00          15.980           1.510           1.510           1.380 
26.02.2008  00:00:00           4.860          -0.200          -0.200           0.860 
27.02.2008  00:00:00           5.390           1.540           1.540           1.080 
28.02.2008  00:00:00          11.690          -0.080          -0.080           0.900 
29.02.2008  00:00:00           7.620          -0.500          -0.500           0.760 
01.03.2008  00:00:00           3.820           1.420           1.420           0.630 
02.03.2008  00:00:00           0.000           2.140           2.140           0.690 
03.03.2008  00:00:00           9.380          -1.270          -1.270           0.550 
04.03.2008  00:00:00          11.060          -3.390          -3.390           0.360 
05.03.2008  00:00:00          14.940          -2.540          -2.540           0.310 
06.03.2008  00:00:00           8.510           1.290           1.290           1.220 
07.03.2008  00:00:00           4.640          -2.160          -2.160           0.550 
08.03.2008  00:00:00           0.000          -0.100          -0.100           0.390 
09.03.2008  00:00:00           0.000           4.820           4.820           0.550 
10.03.2008  00:00:00           0.000           4.380           4.380           0.500 
11.03.2008  00:00:00           0.000           2.700           2.700           0.350 
12.03.2008  00:00:00           0.000           5.440           5.440           0.430 
13.03.2008  00:00:00           0.000           4.130           4.130           0.400 
14.03.2008  00:00:00           2.560           3.120           3.120           0.390 
15.03.2008  00:00:00           1.460           0.820           0.820           0.840 
16.03.2008  00:00:00           6.810           0.410           0.410           1.280 
17.03.2008  00:00:00          13.940          -1.990          -1.990           0.590 
18.03.2008  00:00:00          12.810          -1.580          -1.580           0.430 
19.03.2008  00:00:00          13.670          -1.440          -1.440           0.340 
20.03.2008  00:00:00           5.550          -2.120          -2.120           0.280 
21.03.2008  00:00:00           0.000          -2.590          -2.590           0.230 
22.03.2008  00:00:00           0.000          -7.040          -7.040           0.220 
23.03.2008  00:00:00           0.000          -7.080          -7.080           0.170 
24.03.2008  00:00:00           3.420          -4.860          -4.860           0.160 
25.03.2008  00:00:00           0.000          -6.060          -6.060           0.140 
26.03.2008  00:00:00           0.000          -6.100          -6.100           0.130 
27.03.2008  00:00:00           1.170          -4.110          -4.110           0.130 
28.03.2008  00:00:00           0.000          -3.850          -3.850           0.120 
29.03.2008  00:00:00           0.000           1.140           1.140           0.170 
30.03.2008  00:00:00           0.000           2.980           2.980           0.560 
31.03.2008  00:00:00           0.000           5.490           5.490           1.210 
01.04.2008  00:00:00           0.000           6.110           6.110           1.050 
02.04.2008  00:00:00           0.000           6.030           6.030           0.920 
03.04.2008  00:00:00           0.080           5.050           5.050           0.680 
04.04.2008  00:00:00           0.150           2.460           2.460           1.680 
05.04.2008  00:00:00           8.660           2.210           2.210           1.300 
06.04.2008  00:00:00          11.040           0.230           0.230           1.210 
07.04.2008  00:00:00           0.000           1.510           1.510           0.680 
08.04.2008  00:00:00           0.000           2.080           2.080           0.480 
09.04.2008  00:00:00           0.000           3.480           3.480           0.390 
10.04.2008  00:00:00           2.740           2.330           2.330           0.350 
11.04.2008  00:00:00           0.000           1.980           1.980           0.310 
12.04.2008  00:00:00           0.000           2.060           2.060           0.290 
13.04.2008  00:00:00           0.000           2.250           2.250           0.270 
14.04.2008  00:00:00           0.000           4.010           4.010           0.320 
15.04.2008  00:00:00           7.690           1.310           1.310           0.430 
16.04.2008  00:00:00           0.060          -0.600          -0.600           0.330 
17.04.2008  00:00:00           0.000           0.810           0.810           0.260 
18.04.2008  00:00:00           0.000           2.620           2.620           0.250 
19.04.2008  00:00:00           0.000           2.460           2.460           0.270 
20.04.2008  00:00:00           0.000           2.380           2.380           0.290 
21.04.2008  00:00:00           0.000           3.280           3.280           0.300 
22.04.2008  00:00:00           0.000           4.490           4.490           0.380 
23.04.2008  00:00:00           0.000           6.360           6.360           0.490 
24.04.2008  00:00:00           0.000           6.420           6.420           0.560 
25.04.2008  00:00:00           0.000           7.750           7.750           0.570 
26.04.2008  00:00:00           0.000           6.840           6.840           0.800 
27.04.2008  00:00:00           1.130           8.160           8.160           1.400 
28.04.2008  00:00:00           0.000           8.450           8.450           1.050 
29.04.2008  00:00:00           0.000           9.900           9.900           1.780 
30.04.2008  00:00:00           0.000          12.010          12.010           1.340 
01.05.2008  00:00:00           0.000          12.430          12.430           1.520 
02.05.2008  00:00:00           0.000          11.490          11.490           1.190 
03.05.2008  00:00:00           5.770           7.330           7.330           0.790 
04.05.2008  00:00:00           1.880           6.040           6.040           0.580 
05.05.2008  00:00:00           0.510           8.740           8.740           0.580 
06.05.2008  00:00:00           5.170           7.590           7.590           0.940 
07.05.2008  00:00:00           0.000           7.190           7.190           0.730 
08.05.2008  00:00:00           0.000           8.260           8.260           0.700 
09.05.2008  00:00:00           0.000           9.560           9.560           0.720 
10.05.2008  00:00:00           0.000           9.790           9.790           0.540 
11.05.2008  00:00:00           0.920          11.860          11.860           0.730 
12.05.2008  00:00:00           3.960           5.250           5.250           0.510 
13.05.2008  00:00:00           0.000           5.100           5.100           0.300 
14.05.2008  00:00:00          10.480           4.850           4.850           1.460 
15.05.2008  00:00:00           7.670           3.900           3.900           0.660 
16.05.2008  00:00:00           3.880           3.730           3.730           0.400 
17.05.2008  00:00:00           0.000           4.920           4.920           0.320 
18.05.2008  00:00:00           3.440           4.170           4.170           0.290 
19.05.2008  00:00:00           9.210           3.090           3.090           0.930 
20.05.2008  00:00:00          13.040           2.590           2.590           0.990 
21.05.2008  00:00:00           2.940           3.280           3.280           0.690 
22.05.2008  00:00:00           1.900           5.060           5.060           0.560 
23.05.2008  00:00:00           6.020           6.880           6.880           0.550 
24.05.2008  00:00:00           0.000          10.100          10.100           0.500 
25.05.2008  00:00:00           0.000          10.710          10.710           0.440 
26.05.2008  00:00:00           1.080           8.560           8.560           0.720 
27.05.2008  00:00:00           4.230           6.150           6.150           0.520 
28.05.2008  00:00:00           0.000           8.340           8.340           0.370 
29.05.2008  00:00:00           0.000          12.340          12.340           0.370 
30.05.2008  00:00:00           0.000          14.890          14.890           0.400 
31.05.2008  00:00:00           0.000          15.560          15.560           0.450 
01.06.2008  00:00:00           0.100          15.610          15.610           0.420 
02.06.2008  00:00:00           0.580          10.230          10.230           0.340 
03.06.2008  00:00:00           0.000          16.460          16.460           0.400 
04.06.2008  00:00:00           0.000          19.310          19.310           0.380 
05.06.2008  00:00:00           0.000          18.780          18.780           0.330 
06.06.2008  00:00:00           0.000          17.640          17.640           0.270 
07.06.2008  00:00:00           0.000          18.450          18.450           0.260 
08.06.2008  00:00:00           0.000          17.430          17.430           0.250 
09.06.2008  00:00:00           8.290          11.480          11.480           0.490 
10.06.2008  00:00:00          16.570           9.850           9.850           2.220 
11.06.2008  00:00:00          37.370           5.740           5.740           2.080 
12.06.2008  00:00:00           9.310           7.660           7.660           1.820 
13.06.2008  00:00:00          11.540           5.970           5.970           2.020 
14.06.2008  00:00:00           0.870           8.090           8.090           0.720 
15.06.2008  00:00:00           0.710          12.030          12.030           0.480 
16.06.2008  00:00:00           2.540          11.310          11.310           1.180 
17.06.2008  00:00:00           0.360          10.770          10.770           0.730 
18.06.2008  00:00:00           3.590          10.580          10.580           0.540 
19.06.2008  00:00:00           0.260          11.150          11.150           0.430 
20.06.2008  00:00:00           0.230          13.230          13.230           0.620 
21.06.2008  00:00:00           0.700          12.680          12.680           1.010 
22.06.2008  00:00:00          16.290           8.750           8.750           1.740 
23.06.2008  00:00:00           4.760          10.630          10.630           2.490 
24.06.2008  00:00:00          14.500           7.020           7.020           2.720 
25.06.2008  00:00:00           9.110           6.850           6.850           1.300 
26.06.2008  00:00:00           1.940           7.340           7.340           0.650 
27.06.2008  00:00:00           1.390          11.320          11.320           0.420 
28.06.2008  00:00:00           0.060          11.330          11.330           0.310 
29.06.2008  00:00:00           0.040          10.940          10.940           0.260 
30.06.2008  00:00:00           0.000          14.010          14.010           0.260 
01.07.2008  00:00:00           5.140           9.800           9.800           0.420 
02.07.2008  00:00:00           0.000          12.870          12.870           0.250 
03.07.2008  00:00:00           0.000          18.290          18.290           0.200 
04.07.2008  00:00:00           0.000          22.880          22.880           0.160 
05.07.2008  00:00:00           0.000          20.390          20.390           0.140 
06.07.2008  00:00:00           0.000          13.800          13.800           0.140 
07.07.2008  00:00:00           0.000          12.270          12.270           0.130 
08.07.2008  00:00:00           0.000          13.550          13.550           0.120 
09.07.2008  00:00:00           0.000          14.200          14.200           0.110 
10.07.2008  00:00:00           0.000          11.010          11.010           0.110 
11.07.2008  00:00:00           0.000          11.570          11.570           0.110 
12.07.2008  00:00:00           0.030          12.910          12.910           0.110 
13.07.2008  00:00:00           0.000          13.400          13.400           0.100 
14.07.2008  00:00:00           2.840          12.370          12.370           0.110 
15.07.2008  00:00:00           5.160          10.690          10.690           0.130 
16.07.2008  00:00:00           4.470          10.740          10.740           0.130 
17.07.2008  00:00:00           7.550           9.820           9.820           0.410 
18.07.2008  00:00:00           2.960           9.290           9.290           0.280 
19.07.2008  00:00:00           0.010           8.990           8.990           0.190 
20.07.2008  00:00:00           0.000          14.710          14.710           0.140 
21.07.2008  00:00:00           1.550          16.180          16.180           0.380 
22.07.2008  00:00:00           2.560           9.580           9.580           0.410 
23.07.2008  00:00:00           3.420          13.460          13.460           0.240 
24.07.2008  00:00:00           1.100          14.170          14.170           0.230 
25.07.2008  00:00:00           0.000          17.440          17.440           0.170 
26.07.2008  00:00:00           0.000          20.890          20.890           0.130 
27.07.2008  00:00:00           0.000          23.190          23.190           0.100 
28.07.2008  00:00:00           0.000          20.270          20.270           0.090 
29.07.2008  00:00:00           0.000          19.940          19.940           0.080 
30.07.2008  00:00:00           0.000          19.040          19.040           0.080 
31.07.2008  00:00:00           0.000          18.230          18.230           0.080 
01.08.2008  00:00:00           0.000          16.740          16.740           0.080 
02.08.2008  00:00:00           0.000          14.980          14.980           0.090 
03.08.2008  00:00:00          22.560          15.690          15.690           0.460 
04.08.2008  00:00:00           8.050          13.780          13.780           0.500 
05.08.2008  00:00:00           0.000          15.460          15.460           0.200 
06.08.2008  00:00:00           3.920          15.040          15.040           0.150 
07.08.2008  00:00:00           6.690          13.490          13.490           0.150 
08.08.2008  00:00:00           0.000          12.400          12.400           0.140 
09.08.2008  00:00:00           0.000          10.670          10.670           0.130 
10.08.2008  00:00:00           0.040           9.520           9.520           0.120 
11.08.2008  00:00:00           1.060          13.090          13.090           0.120 
12.08.2008  00:00:00           1.840          14.690          14.690           0.110 
13.08.2008  00:00:00           1.950          14.030          14.030           0.110 
14.08.2008  00:00:00          16.760          13.630          13.630           4.980 
15.08.2008  00:00:00           7.360          10.290          10.290           1.520 
16.08.2008  00:00:00           0.000          10.800          10.800           0.550 
17.08.2008  00:00:00           0.000          13.280          13.280           0.330 
18.08.2008  00:00:00           0.000          15.680          15.680           0.230 
19.08.2008  00:00:00           3.370          13.580          13.580           0.230 
20.08.2008  00:00:00           8.060          11.770          11.770           0.220 
21.08.2008  00:00:00           0.100          12.070          12.070           0.220 
22.08.2008  00:00:00           8.190          10.700          10.700           0.240 
23.08.2008  00:00:00           0.000          10.150          10.150           0.190 
24.08.2008  00:00:00           0.000          12.680          12.680           0.160 
25.08.2008  00:00:00           0.000          16.610          16.610           0.130 
26.08.2008  00:00:00           5.240          16.530          16.530           0.150 
27.08.2008  00:00:00           0.030          11.240          11.240           0.140 
28.08.2008  00:00:00          13.280          10.770          10.770           1.760 
29.08.2008  00:00:00           6.440           9.410           9.410           4.440 
30.08.2008  00:00:00           0.960          10.390          10.390           1.550 
31.08.2008  00:00:00           0.100          10.570          10.570           0.650 
01.09.2008  00:00:00           0.000          14.230          14.230           0.410 
02.09.2008  00:00:00           1.410          14.510          14.510           2.350 
03.09.2008  00:00:00          11.830          11.590          11.590           6.060 
04.09.2008  00:00:00          25.690           7.560           7.560           5.240 
05.09.2008  00:00:00           0.000           9.210           9.210           1.070 
06.09.2008  00:00:00           0.000           8.160           8.160           0.550 
07.09.2008  00:00:00           0.000           9.390           9.390           0.380 
08.09.2008  00:00:00           0.000          10.100          10.100           0.290 
09.09.2008  00:00:00           0.000          12.550          12.550           0.240 
10.09.2008  00:00:00           0.000          13.540          13.540           0.200 
11.09.2008  00:00:00           0.000          13.210          13.210           0.170 
12.09.2008  00:00:00           0.000          13.450          13.450           0.150 
13.09.2008  00:00:00           0.000          12.730          12.730           0.140 
14.09.2008  00:00:00           0.000          11.210          11.210           0.130 
15.09.2008  00:00:00           0.000          11.410          11.410           0.130 
16.09.2008  00:00:00           0.000          10.830          10.830           0.120 
17.09.2008  00:00:00           0.000           9.820           9.820           0.130 
18.09.2008  00:00:00           0.000          10.950          10.950           0.120 
19.09.2008  00:00:00           3.390          11.320          11.320           0.150 
20.09.2008  00:00:00           0.100           9.760           9.760           0.310 
21.09.2008  00:00:00           0.000           9.830           9.830           0.190 
22.09.2008  00:00:00           3.900          12.760          12.760           0.510 
23.09.2008  00:00:00           0.000           9.280           9.280           0.350 
24.09.2008  00:00:00           0.000          10.170          10.170           0.220 
25.09.2008  00:00:00           0.000           9.620           9.620           0.180 
26.09.2008  00:00:00           3.100          10.330          10.330           0.990 
27.09.2008  00:00:00           3.620           9.320           9.320           2.540 
28.09.2008  00:00:00          39.040           6.890           6.890           2.170 
29.09.2008  00:00:00          19.220           5.040           5.040           5.160 
30.09.2008  00:00:00           0.000           5.030           5.030           1.740 
01.10.2008  00:00:00           0.000           6.270           6.270           0.650 
02.10.2008  00:00:00           0.870           7.020           7.020           0.460 
03.10.2008  00:00:00           3.440           5.960           5.960           0.430 
04.10.2008  00:00:00           4.710           6.990           6.990           1.080 
05.10.2008  00:00:00           4.230           4.740           4.740           6.370 
06.10.2008  00:00:00          22.930           4.680           4.680           3.540 
07.10.2008  00:00:00           5.180           4.610           4.610           1.170 
08.10.2008  00:00:00           0.100           5.130           5.130           0.650 
09.10.2008  00:00:00           4.290           8.970           8.970           0.940 
10.10.2008  00:00:00           1.030           9.680           9.680           0.560 
11.10.2008  00:00:00           0.000          10.400          10.400           0.500 
12.10.2008  00:00:00           8.020           8.910           8.910           1.940 
13.10.2008  00:00:00          11.060           6.430           6.430           2.150 
14.10.2008  00:00:00           9.740           6.760           6.760           2.430 
15.10.2008  00:00:00          17.630           5.720           5.720           2.160 
16.10.2008  00:00:00           0.000           6.120           6.120           0.890 
17.10.2008  00:00:00           0.920           5.030           5.030           1.180 
18.10.2008  00:00:00           1.220           5.660           5.660           0.980 
19.10.2008  00:00:00           3.260           5.760           5.760           2.060 
20.10.2008  00:00:00           2.880           5.760           5.760           1.320 
21.10.2008  00:00:00           7.560           8.200           8.200           0.740 
22.10.2008  00:00:00           4.560           4.190           4.190           1.100 
23.10.2008  00:00:00           4.500           3.460           3.460           1.250 
24.10.2008  00:00:00           3.170           9.110           9.110           0.620 
25.10.2008  00:00:00          10.480           5.640           5.640           0.910 
26.10.2008  00:00:00           0.000           6.640           6.640           1.000 
27.10.2008  00:00:00           3.580           3.790           3.790           1.860 
28.10.2008  00:00:00          16.440           2.010           2.010           2.010 
29.10.2008  00:00:00           0.000          -2.240          -2.240           0.690 
30.10.2008  00:00:00           0.000          -3.100          -3.100           0.410 
31.10.2008  00:00:00           4.250          -2.630          -2.630           0.330 
01.11.2008  00:00:00           8.570           0.420           0.420           0.560 
02.11.2008  00:00:00           5.280           3.280           3.280           1.840 
03.11.2008  00:00:00          12.220           5.420           5.420           2.660 
04.11.2008  00:00:00           3.940           7.370           7.370           2.000 
05.11.2008  00:00:00           0.510           4.860           4.860           0.840 
06.11.2008  00:00:00           0.060           1.870           1.870           0.520 
07.11.2008  00:00:00           0.000           3.950           3.950           0.400 
08.11.2008  00:00:00           1.270           5.420           5.420           0.460 
09.11.2008  00:00:00           0.000           6.710           6.710           0.370 
10.11.2008  00:00:00           0.000           6.560           6.560           0.690 
11.11.2008  00:00:00           0.660           4.000           4.000           2.800 
12.11.2008  00:00:00           2.730           2.950           2.950           3.590 
13.11.2008  00:00:00           4.960           1.760           1.760           1.460 
14.11.2008  00:00:00           3.080           2.250           2.250           1.640 
15.11.2008  00:00:00          12.570           4.370           4.370           4.580 
16.11.2008  00:00:00          25.030           2.940           2.940           3.530 
17.11.2008  00:00:00          13.380           0.220           0.220           1.530 
18.11.2008  00:00:00          21.190           3.090           3.090           1.760 
19.11.2008  00:00:00          17.940           0.090           0.090           1.820 
20.11.2008  00:00:00          20.330           1.530           1.530           1.210 
21.11.2008  00:00:00           9.930          -3.000          -3.000           0.620 
22.11.2008  00:00:00          11.080          -1.780          -1.780           0.470 
23.11.2008  00:00:00           3.530          -0.210          -0.210           0.380 
24.11.2008  00:00:00           0.170          -3.670          -3.670           0.320 
25.11.2008  00:00:00           6.210          -0.230          -0.230           0.320 
26.11.2008  00:00:00          18.380           1.880           1.880           3.100 
27.11.2008  00:00:00          53.070           1.670           1.670          11.820 
28.11.2008  00:00:00          30.990           1.840           1.840           4.330 
29.11.2008  00:00:00           2.930          -0.800          -0.800           1.250 
30.11.2008  00:00:00           0.000          -0.960          -0.960           0.660 
01.12.2008  00:00:00           0.000           0.930           0.930           0.890 
02.12.2008  00:00:00           0.000          -2.110          -2.110           0.580 
03.12.2008  00:00:00           0.000          -3.430          -3.430           0.380 
04.12.2008  00:00:00           0.000          -4.710          -4.710           0.310 
05.12.2008  00:00:00           0.000          -3.420          -3.420           0.210 
06.12.2008  00:00:00           0.000          -4.770          -4.770           0.200 
07.12.2008  00:00:00           0.000          -2.760          -2.760           0.210 
08.12.2008  00:00:00           9.690           0.020           0.020           0.510 
09.12.2008  00:00:00           9.100           0.920           0.920           0.950 
10.12.2008  00:00:00           0.000          -1.510          -1.510           0.400 
11.12.2008  00:00:00           0.000          -5.250          -5.250           0.220 
12.12.2008  00:00:00           0.000          -5.560          -5.560           0.180 
13.12.2008  00:00:00           0.000          -4.920          -4.920           0.150 
14.12.2008  00:00:00           0.000          -0.920          -0.920           0.160 
15.12.2008  00:00:00           0.050           2.950           2.950           0.160 
16.12.2008  00:00:00           0.000           3.870           3.870           0.280 
17.12.2008  00:00:00           0.000           7.030           7.030           0.670 
18.12.2008  00:00:00          11.760           4.060           4.060           1.580 
19.12.2008  00:00:00          16.820           2.710           2.710           2.890 
20.12.2008  00:00:00           0.000           1.630           1.630           0.660 
21.12.2008  00:00:00          13.340           0.130           0.130           0.470 
22.12.2008  00:00:00          25.060           1.860           1.860           2.810 
23.12.2008  00:00:00           7.150           0.660           0.660           0.700 
24.12.2008  00:00:00           8.190           1.660           1.660           1.140 
25.12.2008  00:00:00           0.000           2.890           2.890           0.680 
26.12.2008  00:00:00           2.700           4.790           4.790           0.970 
27.12.2008  00:00:00           6.580           4.910           4.910           1.290 
28.12.2008  00:00:00           0.000           0.910           0.910           0.590 
29.12.2008  00:00:00           0.000          -3.340          -3.340           0.380 
30.12.2008  00:00:00           0.000           1.600           1.600           0.300 
31.12.2008  00:00:00           6.610           3.720           3.720           0.500 
01.01.2009  00:00:00          10.170          -1.580          -1.580           0.420 
02.01.2009  00:00:00           9.740          -2.950          -2.950           0.280 
03.01.2009  00:00:00          15.030          -0.590          -0.590           0.590 
04.01.2009  00:00:00           0.000          -5.290          -5.290           0.350 
05.01.2009  00:00:00           0.000          -5.750          -5.750           0.280 
06.01.2009  00:00:00          21.770           0.190           0.190           3.210 
07.01.2009  00:00:00          16.520          -2.520          -2.520           0.840 
08.01.2009  00:00:00           9.720          -2.430          -2.430           3.730 
09.01.2009  00:00:00          27.900           5.080           5.080           8.640 
10.01.2009  00:00:00           4.930           4.840           4.840           2.040 
11.01.2009  00:00:00           0.130           6.090           6.090           1.590 
12.01.2009  00:00:00           6.060           5.470           5.470           3.130 
13.01.2009  00:00:00           0.100           4.930           4.930           1.960 
14.01.2009  00:00:00           6.540           2.080           2.080           0.990 
15.01.2009  00:00:00           0.000          -5.280          -5.280           0.560 
16.01.2009  00:00:00           0.000          -5.980          -5.980           0.390 
17.01.2009  00:00:00           0.000           2.080           2.080           0.290 
18.01.2009  00:00:00           0.000           3.390           3.390           0.240 
19.01.2009  00:00:00           0.000           1.970           1.970           0.200 
20.01.2009  00:00:00           0.000           0.210           0.210           0.200 
21.01.2009  00:00:00           0.000           1.340           1.340           0.160 
22.01.2009  00:00:00           0.000           3.180           3.180           0.150 
23.01.2009  00:00:00           0.000           2.310           2.310           0.130 
