date        time     P_O_Jogla_877mo  T_Jogla_877moh  T_Jogla_877moh         Q_Jogla 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
04.09.2001  00:00:00           1.690           7.590           7.590           1.340 
05.09.2001  00:00:00           0.000           8.360           8.360           0.700 
06.09.2001  00:00:00           0.000           5.690           5.690           0.490 
07.09.2001  00:00:00           2.440           5.080           5.080           0.430 
08.09.2001  00:00:00           0.000           3.340           3.340           0.520 
09.09.2001  00:00:00           2.340           4.200           4.200           0.480 
10.09.2001  00:00:00           0.000           8.630           8.630           0.350 
11.09.2001  00:00:00           4.020           5.290           5.290           0.360 
12.09.2001  00:00:00           0.000           4.280           4.280           0.280 
13.09.2001  00:00:00           2.680           5.640           5.640           0.360 
14.09.2001  00:00:00           0.000           5.690           5.690           0.300 
15.09.2001  00:00:00           0.000           6.540           6.540           0.280 
16.09.2001  00:00:00           5.580           6.010           6.010           1.670 
17.09.2001  00:00:00          10.870           6.500           6.500           1.080 
18.09.2001  00:00:00           0.000           8.680           8.680           0.710 
19.09.2001  00:00:00           1.420          10.390          10.390           0.620 
20.09.2001  00:00:00          11.890           7.830           7.830           2.360 
21.09.2001  00:00:00           0.000           4.640           4.640           0.850 
22.09.2001  00:00:00           0.000           7.160           7.160           0.570 
23.09.2001  00:00:00           0.000           8.090           8.090           0.440 
24.09.2001  00:00:00           0.690           8.480           8.480           0.390 
25.09.2001  00:00:00           0.000           5.510           5.510           0.310 
26.09.2001  00:00:00           0.000           2.400           2.400           0.260 
27.09.2001  00:00:00           0.700           3.600           3.600           0.280 
28.09.2001  00:00:00           0.000           4.130           4.130           0.250 
29.09.2001  00:00:00           0.000           3.130           3.130           0.220 
30.09.2001  00:00:00           4.060           2.450           2.450           1.040 
01.10.2001  00:00:00          15.000           6.320           6.320          10.070 
02.10.2001  00:00:00          39.840           6.270           6.270           8.330 
03.10.2001  00:00:00          18.560           6.130           6.130           7.300 
04.10.2001  00:00:00          14.580           5.120           5.120           5.020 
05.10.2001  00:00:00           7.030           3.140           3.140           2.070 
06.10.2001  00:00:00           1.730           6.300           6.300           2.240 
07.10.2001  00:00:00          25.620           7.910           7.910           9.710 
08.10.2001  00:00:00          14.750           6.990           6.990           8.590 
09.10.2001  00:00:00          43.290           6.270           6.270          10.770 
10.10.2001  00:00:00          20.480           5.420           5.420           5.460 
11.10.2001  00:00:00          17.710           3.100           3.100           3.930 
12.10.2001  00:00:00          11.480           4.550           4.550           6.230 
13.10.2001  00:00:00          12.090           7.090           7.090           3.450 
14.10.2001  00:00:00           2.310           3.730           3.730           1.810 
15.10.2001  00:00:00           0.000           6.630           6.630           3.290 
16.10.2001  00:00:00          18.430           8.970           8.970           5.470 
17.10.2001  00:00:00          13.770           4.800           4.800           2.050 
18.10.2001  00:00:00           0.000           4.380           4.380           1.050 
19.10.2001  00:00:00           0.000           3.360           3.360           0.700 
20.10.2001  00:00:00           0.000           4.840           4.840           0.550 
21.10.2001  00:00:00           0.000           6.170           6.170           0.500 
22.10.2001  00:00:00           0.000           4.000           4.000           0.460 
23.10.2001  00:00:00           0.000           1.470           1.470           0.380 
24.10.2001  00:00:00           0.220          -0.590          -0.590           0.480 
25.10.2001  00:00:00           7.640           1.810           1.810           1.540 
26.10.2001  00:00:00           9.190           4.870           4.870           7.540 
27.10.2001  00:00:00          38.990           5.200           5.200           9.520 
28.10.2001  00:00:00          24.000           3.960           3.960           7.310 
29.10.2001  00:00:00           4.310           1.340           1.340           5.870 
30.10.2001  00:00:00          32.800           3.490           3.490           6.910 
31.10.2001  00:00:00          26.810           3.890           3.890           9.350 
01.11.2001  00:00:00           6.560          -0.370          -0.370           2.050 
02.11.2001  00:00:00           3.320          -2.100          -2.100           2.440 
03.11.2001  00:00:00           6.500           3.520           3.520           3.030 
04.11.2001  00:00:00          17.480           0.980           0.980           5.350 
05.11.2001  00:00:00           7.340          -1.960          -1.960           1.950 
06.11.2001  00:00:00           8.790          -3.380          -3.380           1.180 
07.11.2001  00:00:00           3.760          -5.170          -5.170           0.960 
08.11.2001  00:00:00           4.460          -5.560          -5.560           0.850 
09.11.2001  00:00:00           0.000          -7.620          -7.620           0.720 
10.11.2001  00:00:00           5.470          -5.420          -5.420           1.100 
11.11.2001  00:00:00           9.640           1.100           1.100           2.770 
12.11.2001  00:00:00           3.630          -2.660          -2.660           1.280 
13.11.2001  00:00:00           0.000          -5.570          -5.570           0.860 
14.11.2001  00:00:00           0.000          -6.440          -6.440           0.750 
15.11.2001  00:00:00          12.960          -4.580          -4.580           2.250 
16.11.2001  00:00:00           1.100           0.680           0.680           1.440 
17.11.2001  00:00:00           2.280           2.360           2.360           1.780 
18.11.2001  00:00:00           1.960           1.190           1.190           2.380 
19.11.2001  00:00:00           0.660           1.110           1.110           1.700 
20.11.2001  00:00:00           0.000          -2.510          -2.510           0.880 
21.11.2001  00:00:00           7.190          -0.410          -0.410           1.590 
22.11.2001  00:00:00          12.290          -0.930          -0.930           1.170 
23.11.2001  00:00:00           1.210          -7.430          -7.430           0.670 
24.11.2001  00:00:00           1.470          -9.030          -9.030           0.670 
25.11.2001  00:00:00           3.500          -3.350          -3.350           2.120 
26.11.2001  00:00:00          11.070           0.470           0.470           3.420 
27.11.2001  00:00:00           1.280          -5.500          -5.500           1.210 
28.11.2001  00:00:00          13.320          -3.070          -3.070           0.770 
29.11.2001  00:00:00           2.320          -8.950          -8.950           0.730 
30.11.2001  00:00:00          13.180          -1.800          -1.800           0.700 
01.12.2001  00:00:00           7.870          -0.900          -0.900           0.760 
02.12.2001  00:00:00          25.120           0.250           0.250           1.180 
03.12.2001  00:00:00           0.000          -4.290          -4.290           0.690 
04.12.2001  00:00:00           0.820          -0.710          -0.710           0.470 
05.12.2001  00:00:00           7.740          -1.630          -1.630           0.450 
06.12.2001  00:00:00           0.000          -5.880          -5.880           0.440 
07.12.2001  00:00:00           0.000         -14.020         -14.020           1.160 
08.12.2001  00:00:00           7.920          -3.910          -3.910           1.070 
09.12.2001  00:00:00          11.510           1.790           1.790           1.270 
10.12.2001  00:00:00           1.080           2.440           2.440           3.390 
11.12.2001  00:00:00           0.000           0.820           0.820           2.680 
12.12.2001  00:00:00           0.000          -4.380          -4.380           1.500 
13.12.2001  00:00:00           0.000          -6.150          -6.150           1.320 
14.12.2001  00:00:00           0.000          -7.900          -7.900           1.800 
15.12.2001  00:00:00           0.000          -8.630          -8.630           2.630 
16.12.2001  00:00:00           0.000          -6.870          -6.870           2.470 
17.12.2001  00:00:00           0.000          -8.460          -8.460           2.110 
18.12.2001  00:00:00           0.000          -5.620          -5.620           1.180 
19.12.2001  00:00:00           4.640          -0.310          -0.310           0.300 
20.12.2001  00:00:00           0.690          -7.180          -7.180           0.210 
21.12.2001  00:00:00           9.750          -5.500          -5.500           0.250 
22.12.2001  00:00:00           0.000         -13.200         -13.200           0.230 
23.12.2001  00:00:00           0.910         -15.090         -15.090           0.210 
24.12.2001  00:00:00           9.180          -6.170          -6.170           0.200 
25.12.2001  00:00:00           1.610          -6.640          -6.640           0.120 
26.12.2001  00:00:00           0.190         -12.000         -12.000           0.090 
27.12.2001  00:00:00           0.000         -18.340         -18.340           0.070 
28.12.2001  00:00:00           0.000         -22.380         -22.380           0.050 
29.12.2001  00:00:00           0.000         -11.330         -11.330           0.100 
30.12.2001  00:00:00           0.000         -12.000         -12.000           0.140 
31.12.2001  00:00:00           0.310         -19.730         -19.730           0.180 
01.01.2002  00:00:00           8.130         -11.910         -11.910           0.590 
02.01.2002  00:00:00          21.280          -2.070          -2.070           0.950 
03.01.2002  00:00:00           0.000          -8.500          -8.500           1.540 
04.01.2002  00:00:00           0.000         -12.500         -12.500           0.830 
05.01.2002  00:00:00           0.000         -15.930         -15.930           0.220 
06.01.2002  00:00:00           1.000          -5.890          -5.890           0.180 
07.01.2002  00:00:00           0.000          -4.080          -4.080           0.100 
08.01.2002  00:00:00           0.000          -7.780          -7.780           0.090 
09.01.2002  00:00:00           0.000           0.630           0.630           0.090 
10.01.2002  00:00:00           0.100           0.340           0.340           0.090 
11.01.2002  00:00:00           1.070          -0.670          -0.670           0.090 
12.01.2002  00:00:00           0.690          -1.040          -1.040           0.090 
13.01.2002  00:00:00           1.380           0.740           0.740           0.110 
14.01.2002  00:00:00           3.490           0.190           0.190           0.160 
15.01.2002  00:00:00           8.630           1.530           1.530           1.920 
16.01.2002  00:00:00           2.460           0.710           0.710           0.710 
17.01.2002  00:00:00          11.280           0.260           0.260           1.020 
18.01.2002  00:00:00          19.300           0.560           0.560           2.480 
19.01.2002  00:00:00           3.470          -1.720          -1.720           0.510 
20.01.2002  00:00:00          15.590          -0.480          -0.480           0.370 
21.01.2002  00:00:00          18.470           0.090           0.090           0.350 
22.01.2002  00:00:00          24.470           0.710           0.710           2.500 
23.01.2002  00:00:00          26.180           0.710           0.710           1.310 
24.01.2002  00:00:00           7.940          -6.090          -6.090           0.520 
25.01.2002  00:00:00           4.590          -7.980          -7.980           0.400 
26.01.2002  00:00:00           6.990         -10.500         -10.500           0.320 
27.01.2002  00:00:00           3.850          -7.950          -7.950           0.300 
28.01.2002  00:00:00          13.980          -6.360          -6.360           0.540 
29.01.2002  00:00:00          45.570          -0.480          -0.480           0.710 
30.01.2002  00:00:00           5.470          -4.400          -4.400           0.480 
31.01.2002  00:00:00          10.970          -1.170          -1.170           0.430 
01.02.2002  00:00:00          10.490          -0.080          -0.080           0.370 
02.02.2002  00:00:00          28.840           1.570           1.570           5.170 
03.02.2002  00:00:00          26.190           3.170           3.170           9.010 
04.02.2002  00:00:00           6.450           2.170           2.170           5.120 
05.02.2002  00:00:00          17.550          -0.490          -0.490           3.140 
06.02.2002  00:00:00           9.060          -1.200          -1.200           2.020 
07.02.2002  00:00:00           3.580          -1.320          -1.320           1.260 
08.02.2002  00:00:00          14.450          -1.380          -1.380           0.790 
09.02.2002  00:00:00          17.520           0.660           0.660           0.830 
10.02.2002  00:00:00          25.680          -0.220          -0.220           0.890 
11.02.2002  00:00:00          12.640          -2.230          -2.230           0.710 
12.02.2002  00:00:00          19.240          -0.830          -0.830           0.610 
13.02.2002  00:00:00           0.000          -4.440          -4.440           0.470 
14.02.2002  00:00:00           0.000         -10.620         -10.620           0.890 
15.02.2002  00:00:00           2.310          -6.940          -6.940           0.360 
16.02.2002  00:00:00           1.000          -0.600          -0.600           0.330 
17.02.2002  00:00:00           3.800          -0.390          -0.390           0.320 
18.02.2002  00:00:00           8.360           0.430           0.430           0.320 
19.02.2002  00:00:00           8.180          -1.760          -1.760           0.320 
20.02.2002  00:00:00           1.430          -8.990          -8.990           0.400 
21.02.2002  00:00:00           0.000         -14.040         -14.040           0.400 
22.02.2002  00:00:00          17.940          -9.170          -9.170           0.320 
23.02.2002  00:00:00          15.740          -3.810          -3.810           0.360 
24.02.2002  00:00:00           0.330          -7.080          -7.080           0.300 
25.02.2002  00:00:00           2.120          -9.310          -9.310           0.250 
26.02.2002  00:00:00           4.480          -5.960          -5.960           0.210 
27.02.2002  00:00:00           3.130          -7.140          -7.140           0.220 
28.02.2002  00:00:00           1.340          -5.480          -5.480           0.210 
01.03.2002  00:00:00           2.970          -8.940          -8.940           0.200 
02.03.2002  00:00:00           7.410         -10.430         -10.430           0.200 
03.03.2002  00:00:00           0.590         -13.460         -13.460           0.200 
04.03.2002  00:00:00           8.680          -3.560          -3.560           0.210 
05.03.2002  00:00:00           9.210          -2.090          -2.090           0.230 
06.03.2002  00:00:00          39.890          -1.950          -1.950           0.300 
07.03.2002  00:00:00          19.640          -2.710          -2.710           0.320 
08.03.2002  00:00:00           1.070          -5.110          -5.110           0.290 
09.03.2002  00:00:00          18.220          -1.550          -1.550           0.310 
10.03.2002  00:00:00           8.520          -3.660          -3.660           0.300 
11.03.2002  00:00:00          10.430          -3.170          -3.170           0.270 
12.03.2002  00:00:00           5.260          -1.760          -1.760           0.250 
13.03.2002  00:00:00           6.110          -1.890          -1.890           0.240 
14.03.2002  00:00:00           0.000         -11.510         -11.510           0.220 
15.03.2002  00:00:00           0.000         -15.430         -15.430           0.190 
16.03.2002  00:00:00           0.000          -6.380          -6.380           0.180 
17.03.2002  00:00:00           3.450          -4.020          -4.020           0.180 
18.03.2002  00:00:00           4.240          -1.730          -1.730           0.190 
19.03.2002  00:00:00           7.800          -1.590          -1.590           0.240 
20.03.2002  00:00:00           1.430          -3.550          -3.550           0.220 
21.03.2002  00:00:00           0.000          -7.370          -7.370           0.180 
22.03.2002  00:00:00           0.000          -9.050          -9.050           0.170 
23.03.2002  00:00:00           0.000         -10.890         -10.890           0.160 
24.03.2002  00:00:00           0.000          -8.890          -8.890           0.150 
25.03.2002  00:00:00           0.000          -7.150          -7.150           0.150 
26.03.2002  00:00:00           4.720          -4.180          -4.180           0.150 
27.03.2002  00:00:00           0.000          -6.390          -6.390           0.150 
28.03.2002  00:00:00           0.000          -4.290          -4.290           0.150 
29.03.2002  00:00:00           0.000          -2.640          -2.640           0.160 
30.03.2002  00:00:00           0.000          -5.540          -5.540           0.180 
31.03.2002  00:00:00           0.000          -3.310          -3.310           0.220 
01.04.2002  00:00:00           0.430          -0.430          -0.430           0.300 
02.04.2002  00:00:00           5.360           1.300           1.300           1.350 
03.04.2002  00:00:00           2.880           2.240           2.240           2.270 
04.04.2002  00:00:00           0.000           2.150           2.150           2.110 
05.04.2002  00:00:00           0.000           2.450           2.450           2.840 
06.04.2002  00:00:00           0.000          -4.660          -4.660           2.320 
07.04.2002  00:00:00           0.000          -2.030          -2.030           2.000 
08.04.2002  00:00:00           0.920          -2.520          -2.520           1.620 
09.04.2002  00:00:00           0.980          -1.760          -1.760           1.350 
10.04.2002  00:00:00           0.000          -3.940          -3.940           1.010 
11.04.2002  00:00:00           0.000          -2.720          -2.720           0.830 
12.04.2002  00:00:00           0.000          -1.800          -1.800           0.880 
13.04.2002  00:00:00           0.000          -1.600          -1.600           0.980 
14.04.2002  00:00:00           0.000           0.680           0.680           1.340 
15.04.2002  00:00:00           0.930           1.460           1.460           1.730 
16.04.2002  00:00:00           0.000           1.480           1.480           1.750 
17.04.2002  00:00:00           0.770          -1.280          -1.280           1.600 
18.04.2002  00:00:00           0.000           0.240           0.240           1.260 
19.04.2002  00:00:00           0.000          -0.250          -0.250           1.150 
20.04.2002  00:00:00           0.000          -0.860          -0.860           1.830 
21.04.2002  00:00:00           0.000          -1.130          -1.130           2.360 
22.04.2002  00:00:00           1.840          -0.030          -0.030           3.550 
23.04.2002  00:00:00          16.720           1.790           1.790           6.660 
24.04.2002  00:00:00           0.000           2.010           2.010           8.800 
25.04.2002  00:00:00           0.000           1.640           1.640           7.750 
26.04.2002  00:00:00           0.000           0.940           0.940           5.280 
27.04.2002  00:00:00           7.180          -0.810          -0.810           3.160 
28.04.2002  00:00:00           0.620          -3.080          -3.080           1.940 
29.04.2002  00:00:00          12.000          -0.830          -0.830           2.260 
30.04.2002  00:00:00          23.600          -0.630          -0.630           1.830 
01.05.2002  00:00:00          47.760          -0.200          -0.200           3.420 
02.05.2002  00:00:00          15.710          -0.440          -0.440           2.720 
03.05.2002  00:00:00           3.200           1.000           1.000           2.660 
04.05.2002  00:00:00           0.660           1.190           1.190           2.900 
05.05.2002  00:00:00           0.000           1.670           1.670           3.420 
06.05.2002  00:00:00           0.000           4.540           4.540           5.050 
07.05.2002  00:00:00           0.000           4.640           4.640           6.000 
08.05.2002  00:00:00           0.000           4.570           4.570           6.030 
09.05.2002  00:00:00           0.000           4.500           4.500           7.760 
10.05.2002  00:00:00           0.000           7.020           7.020          12.370 
11.05.2002  00:00:00           0.000           7.690           7.690          12.420 
12.05.2002  00:00:00          12.020           7.190           7.190          13.170 
13.05.2002  00:00:00           0.000           1.280           1.280           6.720 
14.05.2002  00:00:00           0.000           5.180           5.180           6.300 
15.05.2002  00:00:00           8.880           3.780           3.780           8.570 
16.05.2002  00:00:00           0.760           2.430           2.430           6.300 
17.05.2002  00:00:00           1.960           2.790           2.790           6.090 
18.05.2002  00:00:00           0.000           3.820           3.820           5.630 
19.05.2002  00:00:00           0.000           5.330           5.330           5.620 
20.05.2002  00:00:00           3.350           4.320           4.320           6.460 
21.05.2002  00:00:00           0.000           6.480           6.480           8.670 
22.05.2002  00:00:00           0.000           6.970           6.970          11.570 
23.05.2002  00:00:00          17.250           9.080           9.080          19.650 
24.05.2002  00:00:00           4.630           5.090           5.090           7.190 
25.05.2002  00:00:00           8.560           6.280           6.280           8.390 
26.05.2002  00:00:00          11.840           3.760           3.760           7.350 
27.05.2002  00:00:00           7.930           5.870           5.870           7.690 
28.05.2002  00:00:00           4.350           4.990           4.990           6.230 
29.05.2002  00:00:00           0.210           7.560           7.560           6.610 
30.05.2002  00:00:00           6.270           4.880           4.880           7.390 
31.05.2002  00:00:00          10.390           4.420           4.420           5.950 
01.06.2002  00:00:00           3.700           4.340           4.340           4.670 
02.06.2002  00:00:00           0.000           6.960           6.960           3.990 
03.06.2002  00:00:00           0.000           9.240           9.240           4.920 
04.06.2002  00:00:00           0.000          10.410          10.410           6.460 
05.06.2002  00:00:00           8.940           9.620           9.620           7.090 
06.06.2002  00:00:00           0.000          14.230          14.230           7.190 
07.06.2002  00:00:00           0.000          13.740          13.740           5.770 
08.06.2002  00:00:00           0.000          13.250          13.250           4.280 
09.06.2002  00:00:00           0.000          13.890          13.890           3.340 
10.06.2002  00:00:00           0.000          14.130          14.130           4.120 
11.06.2002  00:00:00          21.150          11.760          11.760           6.120 
12.06.2002  00:00:00          10.360           6.010           6.010           4.250 
13.06.2002  00:00:00           4.040           5.420           5.420           2.310 
14.06.2002  00:00:00           0.000           6.850           6.850           1.820 
15.06.2002  00:00:00           3.040           9.690           9.690           3.130 
16.06.2002  00:00:00           7.110           8.580           8.580           3.140 
17.06.2002  00:00:00           0.720           9.060           9.060           2.510 
18.06.2002  00:00:00           2.870           9.230           9.230           2.780 
19.06.2002  00:00:00           1.810          10.160          10.160           2.790 
20.06.2002  00:00:00           1.900           7.940           7.940           2.000 
21.06.2002  00:00:00           0.000           7.940           7.940           1.390 
22.06.2002  00:00:00           2.580           8.500           8.500           1.990 
23.06.2002  00:00:00          25.190           7.180           7.180           7.320 
24.06.2002  00:00:00          10.040           6.580           6.580           3.620 
25.06.2002  00:00:00           0.090           7.730           7.730           1.840 
26.06.2002  00:00:00           6.470           5.770           5.770           4.070 
27.06.2002  00:00:00          12.340           4.980           4.980           3.380 
28.06.2002  00:00:00           1.880           5.990           5.990           3.010 
29.06.2002  00:00:00           3.610           8.410           8.410           3.200 
30.06.2002  00:00:00           0.440           6.730           6.730           1.430 
01.07.2002  00:00:00           1.130           7.240           7.240           0.960 
02.07.2002  00:00:00           9.770           7.950           7.950           3.690 
03.07.2002  00:00:00          11.120           5.020           5.020           2.900 
04.07.2002  00:00:00           3.190           7.880           7.880           1.500 
05.07.2002  00:00:00           5.610           8.160           8.160           1.320 
06.07.2002  00:00:00           0.000           6.590           6.590           0.790 
07.07.2002  00:00:00           0.770           6.510           6.510           1.850 
08.07.2002  00:00:00          11.150           6.560           6.560           3.570 
09.07.2002  00:00:00          11.930           8.780           8.780           3.820 
10.07.2002  00:00:00          10.770          13.320          13.320           2.690 
11.07.2002  00:00:00          42.820          13.590          13.590          15.950 
12.07.2002  00:00:00          11.520           7.530           7.530           5.020 
13.07.2002  00:00:00           3.610           8.740           8.740           1.560 
14.07.2002  00:00:00           0.910          11.040          11.040           1.200 
15.07.2002  00:00:00           2.080           9.970           9.970           0.910 
16.07.2002  00:00:00           0.000          11.440          11.440           0.580 
17.07.2002  00:00:00           0.000          13.100          13.100           0.460 
18.07.2002  00:00:00           0.000          10.060          10.060           0.400 
19.07.2002  00:00:00           0.200          11.140          11.140           0.340 
20.07.2002  00:00:00           0.000          11.060          11.060           0.340 
21.07.2002  00:00:00           0.000          12.260          12.260           0.870 
22.07.2002  00:00:00          16.660          13.720          13.720           0.990 
23.07.2002  00:00:00           0.000           9.860           9.860           0.490 
24.07.2002  00:00:00           0.000           8.620           8.620           0.400 
25.07.2002  00:00:00           0.000           7.410           7.410           0.310 
26.07.2002  00:00:00           0.100           7.910           7.910           0.260 
27.07.2002  00:00:00           0.000           8.080           8.080           0.220 
28.07.2002  00:00:00           0.000          11.850          11.850           0.190 
29.07.2002  00:00:00           0.580          12.610          12.610           0.190 
30.07.2002  00:00:00           0.000          15.170          15.170           0.150 
31.07.2002  00:00:00           0.000          17.960          17.960           0.120 
01.08.2002  00:00:00           0.000          17.720          17.720           0.100 
02.08.2002  00:00:00           0.000          19.160          19.160           0.090 
03.08.2002  00:00:00           3.690          15.090          15.090           0.130 
04.08.2002  00:00:00           0.190          13.110          13.110           0.110 
05.08.2002  00:00:00           0.000          13.020          13.020           0.120 
06.08.2002  00:00:00           0.000          13.030          13.030           0.120 
07.08.2002  00:00:00           0.000          14.750          14.750           0.130 
08.08.2002  00:00:00           7.410          14.200          14.200           0.130 
09.08.2002  00:00:00           0.000          13.770          13.770           0.110 
10.08.2002  00:00:00           0.600          13.230          13.230           0.110 
11.08.2002  00:00:00           1.140          13.700          13.700           0.110 
12.08.2002  00:00:00           9.160          12.890          12.890           0.120 
13.08.2002  00:00:00           0.000          13.100          13.100           0.110 
14.08.2002  00:00:00           0.000          12.300          12.300           0.090 
15.08.2002  00:00:00           0.000          12.090          12.090           0.080 
16.08.2002  00:00:00           0.100          14.690          14.690           0.070 
17.08.2002  00:00:00           0.000          14.060          14.060           0.070 
18.08.2002  00:00:00           0.000          16.530          16.530           0.060 
19.08.2002  00:00:00           0.000          15.850          15.850           0.060 
20.08.2002  00:00:00          17.730          14.370          14.370           0.280 
21.08.2002  00:00:00           4.330          15.190          15.190           0.320 
22.08.2002  00:00:00           0.000          14.060          14.060           0.160 
23.08.2002  00:00:00           0.000          14.580          14.580           0.120 
24.08.2002  00:00:00           0.000          14.930          14.930           0.090 
25.08.2002  00:00:00           0.000          14.820          14.820           0.080 
26.08.2002  00:00:00           0.000          13.840          13.840           0.070 
27.08.2002  00:00:00           0.000          14.000          14.000           0.070 
28.08.2002  00:00:00           3.170          12.650          12.650           0.060 
29.08.2002  00:00:00           0.000           9.760           9.760           0.060 
30.08.2002  00:00:00           7.460          10.120          10.120           0.110 
31.08.2002  00:00:00          15.770           9.690           9.690           1.430 
01.09.2002  00:00:00           5.100           6.900           6.900           0.820 
02.09.2002  00:00:00           0.000           8.680           8.680           0.370 
03.09.2002  00:00:00           0.000           8.800           8.800           0.250 
04.09.2002  00:00:00           0.000          10.180          10.180           1.170 
05.09.2002  00:00:00          24.990          10.240          10.240           4.640 
06.09.2002  00:00:00          19.330           8.900           8.900           4.100 
07.09.2002  00:00:00           9.550           9.190           9.190           3.450 
08.09.2002  00:00:00           4.380           9.820           9.820           2.940 
09.09.2002  00:00:00           3.060          12.380          12.380           1.670 
10.09.2002  00:00:00           0.000          14.080          14.080           0.950 
11.09.2002  00:00:00           0.000          11.550          11.550           0.560 
12.09.2002  00:00:00           0.000          11.920          11.920           0.380 
13.09.2002  00:00:00           0.000          12.450          12.450           0.300 
14.09.2002  00:00:00           0.000          12.940          12.940           0.240 
15.09.2002  00:00:00           0.000           9.090           9.090           0.200 
16.09.2002  00:00:00           0.000           7.880           7.880           0.180 
17.09.2002  00:00:00           0.000           9.340           9.340           0.160 
18.09.2002  00:00:00           0.000           7.080           7.080           0.140 
19.09.2002  00:00:00           0.000           5.330           5.330           0.120 
20.09.2002  00:00:00           2.610           5.290           5.290           0.140 
21.09.2002  00:00:00           0.000           5.400           5.400           0.130 
22.09.2002  00:00:00           0.000           5.170           5.170           0.120 
23.09.2002  00:00:00           0.000           2.650           2.650           0.100 
24.09.2002  00:00:00           1.830           3.990           3.990           0.100 
25.09.2002  00:00:00           0.550           7.200           7.200           0.110 
26.09.2002  00:00:00           4.330           6.300           6.300           0.280 
27.09.2002  00:00:00           2.970           4.790           4.790           0.670 
28.09.2002  00:00:00           2.350           5.710           5.710           0.490 
29.09.2002  00:00:00           0.000           6.060           6.060           0.340 
30.09.2002  00:00:00           0.000           6.700           6.700           0.280 
01.10.2002  00:00:00           1.880           8.320           8.320           0.270 
02.10.2002  00:00:00           0.910           7.660           7.660           0.240 
03.10.2002  00:00:00           0.000           5.630           5.630           0.210 
04.10.2002  00:00:00           5.480           6.290           6.290           0.370 
05.10.2002  00:00:00           3.870           4.680           4.680           0.660 
06.10.2002  00:00:00           3.680           2.730           2.730           0.810 
07.10.2002  00:00:00           3.390          -0.790          -0.790           0.750 
08.10.2002  00:00:00           0.000          -3.460          -3.460           0.400 
09.10.2002  00:00:00           0.000          -3.210          -3.210           0.290 
10.10.2002  00:00:00           0.000          -1.950          -1.950           0.240 
11.10.2002  00:00:00           0.000          -1.370          -1.370           0.190 
12.10.2002  00:00:00           0.000          -3.260          -3.260           0.130 
13.10.2002  00:00:00           0.000          -3.370          -3.370           0.150 
14.10.2002  00:00:00           0.100          -2.830          -2.830           0.130 
15.10.2002  00:00:00           0.000          -2.430          -2.430           0.120 
16.10.2002  00:00:00           0.000          -2.410          -2.410           0.120 
17.10.2002  00:00:00           0.000          -2.990          -2.990           0.100 
18.10.2002  00:00:00           0.000          -3.590          -3.590           0.090 
19.10.2002  00:00:00           0.000          -6.190          -6.190           0.080 
20.10.2002  00:00:00           4.190          -4.890          -4.890           0.080 
21.10.2002  00:00:00           0.000          -5.140          -5.140           0.090 
22.10.2002  00:00:00           0.000          -2.730          -2.730           0.080 
23.10.2002  00:00:00          16.560          -2.200          -2.200           0.530 
24.10.2002  00:00:00          25.210          -0.080          -0.080           0.910 
25.10.2002  00:00:00          10.430          -2.530          -2.530           3.560 
26.10.2002  00:00:00          49.750           1.620           1.620           7.910 
27.10.2002  00:00:00          12.820          -0.230          -0.230           2.590 
28.10.2002  00:00:00           2.200          -0.970          -0.970           1.660 
29.10.2002  00:00:00          11.970          -1.870          -1.870           1.330 
30.10.2002  00:00:00           2.490          -1.980          -1.980           1.150 
31.10.2002  00:00:00           5.550          -2.340          -2.340           0.940 
01.11.2002  00:00:00           3.590          -0.880          -0.880           0.770 
02.11.2002  00:00:00           0.000          -4.380          -4.380           0.610 
03.11.2002  00:00:00           0.000          -6.440          -6.440           1.100 
04.11.2002  00:00:00           0.000          -5.910          -5.910           1.000 
05.11.2002  00:00:00           0.000          -4.040          -4.040           0.520 
06.11.2002  00:00:00           3.800          -1.030          -1.030           1.530 
07.11.2002  00:00:00          31.450           1.030           1.030           4.590 
08.11.2002  00:00:00           0.000          -1.200          -1.200           2.280 
09.11.2002  00:00:00           0.000          -6.470          -6.470           1.270 
10.11.2002  00:00:00           0.000          -6.450          -6.450           0.820 
11.11.2002  00:00:00           0.000          -8.620          -8.620           0.510 
12.11.2002  00:00:00           3.190          -9.680          -9.680           0.440 
13.11.2002  00:00:00           9.480          -7.080          -7.080           0.460 
14.11.2002  00:00:00           4.360          -7.840          -7.840           0.410 
15.11.2002  00:00:00           3.910          -4.080          -4.080           0.360 
16.11.2002  00:00:00           2.600           0.570           0.570           0.370 
17.11.2002  00:00:00           0.000          -0.210          -0.210           0.350 
18.11.2002  00:00:00           2.220          -3.670          -3.670           0.310 
19.11.2002  00:00:00           0.000         -11.990         -11.990           0.310 
20.11.2002  00:00:00           0.000         -18.310         -18.310           0.230 
21.11.2002  00:00:00           0.000          -9.190          -9.190           0.340 
22.11.2002  00:00:00           2.510          -6.630          -6.630           0.500 
23.11.2002  00:00:00           1.180          -6.300          -6.300           0.510 
24.11.2002  00:00:00           2.350          -5.050          -5.050           0.440 
25.11.2002  00:00:00           2.960          -3.740          -3.740           0.220 
26.11.2002  00:00:00           0.000          -3.090          -3.090           0.200 
27.11.2002  00:00:00           0.000         -10.270         -10.270           0.190 
