date        time     P_O_Jogla_877mo  T_Jogla_877moh  T_Jogla_877moh         Q_Jogla 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
19.09.2006  00:00:00           2.140          11.340          11.340           0.610 
20.09.2006  00:00:00          12.060           7.320           7.320           1.220 
21.09.2006  00:00:00           2.900           8.100           8.100           1.280 
22.09.2006  00:00:00           0.000           8.740           8.740           0.670 
23.09.2006  00:00:00           0.670          11.790          11.790           0.440 
24.09.2006  00:00:00           0.000          10.640          10.640           0.420 
25.09.2006  00:00:00           2.690          10.170          10.170           0.410 
26.09.2006  00:00:00           0.000          13.390          13.390           0.530 
27.09.2006  00:00:00           8.800          10.840          10.840           2.340 
28.09.2006  00:00:00           1.800           5.410           5.410           1.620 
29.09.2006  00:00:00           6.270           7.370           7.370           1.540 
30.09.2006  00:00:00          11.580           7.990           7.990           2.570 
01.10.2006  00:00:00           5.810           8.810           8.810           1.960 
02.10.2006  00:00:00           7.630           7.870           7.870           1.770 
03.10.2006  00:00:00           2.920           8.080           8.080           1.090 
04.10.2006  00:00:00           0.300           6.010           6.010           0.970 
05.10.2006  00:00:00           4.630           5.100           5.100           0.710 
06.10.2006  00:00:00           9.660           4.400           4.400           2.170 
07.10.2006  00:00:00          20.830           8.350           8.350           6.840 
08.10.2006  00:00:00          16.050           4.790           4.790           5.250 
09.10.2006  00:00:00           1.170           4.100           4.100           3.210 
10.10.2006  00:00:00          16.510           4.680           4.680           3.530 
11.10.2006  00:00:00           0.000           4.040           4.040           1.430 
12.10.2006  00:00:00           0.850           6.270           6.270           1.020 
13.10.2006  00:00:00           4.580           6.080           6.080           0.870 
14.10.2006  00:00:00           0.000           6.230           6.230           0.620 
15.10.2006  00:00:00           0.000           4.370           4.370           0.470 
16.10.2006  00:00:00           0.000           2.760           2.760           0.390 
17.10.2006  00:00:00           0.000          -0.610          -0.610           0.340 
18.10.2006  00:00:00           0.440           4.310           4.310           0.310 
19.10.2006  00:00:00           2.800           5.870           5.870           0.450 
20.10.2006  00:00:00           4.910           7.190           7.190           1.330 
21.10.2006  00:00:00           4.280           5.750           5.750           1.630 
22.10.2006  00:00:00           7.720           6.740           6.740           4.120 
23.10.2006  00:00:00          18.420           5.260           5.260           4.650 
24.10.2006  00:00:00           0.690           4.070           4.070           1.660 
25.10.2006  00:00:00           0.000           2.590           2.590           0.930 
26.10.2006  00:00:00           8.440           1.430           1.430           3.020 
27.10.2006  00:00:00          36.960           3.370           3.370           8.170 
28.10.2006  00:00:00           2.230           0.170           0.170           1.970 
29.10.2006  00:00:00          16.020          -1.050          -1.050           1.630 
30.10.2006  00:00:00           8.090          -1.810          -1.810           2.110 
31.10.2006  00:00:00          25.770           1.030           1.030          13.540 
01.11.2006  00:00:00           7.660          -1.600          -1.600           2.910 
02.11.2006  00:00:00           0.000          -6.240          -6.240           1.350 
03.11.2006  00:00:00           0.000          -8.050          -8.050           0.980 
04.11.2006  00:00:00           1.770          -0.210          -0.210           1.320 
05.11.2006  00:00:00          17.090           3.420           3.420           7.470 
06.11.2006  00:00:00          27.530           6.070           6.070          11.680 
07.11.2006  00:00:00           8.710           4.590           4.590           3.670 
08.11.2006  00:00:00           3.540           2.480           2.480           2.260 
09.11.2006  00:00:00           2.900          -1.120          -1.120           1.270 
10.11.2006  00:00:00           2.480          -2.610          -2.610           0.600 
11.11.2006  00:00:00          16.030          -3.010          -3.010           2.380 
12.11.2006  00:00:00          20.600          -1.240          -1.240           1.610 
13.11.2006  00:00:00          10.430          -1.790          -1.790           1.300 
14.11.2006  00:00:00          36.500           0.050           0.050           1.400 
15.11.2006  00:00:00          16.600           0.280           0.280           1.380 
16.11.2006  00:00:00          21.690           1.330           1.330           7.360 
17.11.2006  00:00:00          25.700           3.670           3.670          11.310 
18.11.2006  00:00:00          24.210           2.170           2.170           8.390 
19.11.2006  00:00:00          11.710          -0.160          -0.160           2.990 
20.11.2006  00:00:00          14.370          -0.470          -0.470           3.480 
21.11.2006  00:00:00          21.370           0.450           0.450           3.110 
22.11.2006  00:00:00          12.500           0.220           0.220           1.790 
23.11.2006  00:00:00          20.740           0.460           0.460           1.590 
24.11.2006  00:00:00          16.390          -0.090          -0.090           1.850 
25.11.2006  00:00:00           8.070           1.420           1.420           8.000 
26.11.2006  00:00:00          45.020           4.780           4.780          21.100 
27.11.2006  00:00:00          11.480          -0.060          -0.060           5.220 
28.11.2006  00:00:00           5.590           4.250           4.250          10.540 
29.11.2006  00:00:00          12.400           4.760           4.760          12.750 
30.11.2006  00:00:00          10.650           3.160           3.160          13.340 
01.12.2006  00:00:00           0.660           3.530           3.530           8.570 
02.12.2006  00:00:00          10.600           1.730           1.730           5.880 
03.12.2006  00:00:00           9.800           2.410           2.410           3.980 
04.12.2006  00:00:00          35.990           1.710           1.710           5.630 
05.12.2006  00:00:00          31.450           0.800           0.800           8.410 
06.12.2006  00:00:00          24.060           1.410           1.410           5.930 
07.12.2006  00:00:00          16.900          -0.210          -0.210           2.960 
08.12.2006  00:00:00          47.490           0.740           0.740           2.970 
09.12.2006  00:00:00          12.340           0.350           0.350           2.930 
10.12.2006  00:00:00           2.800          -1.510          -1.510           1.780 
11.12.2006  00:00:00          43.040           0.510           0.510          13.970 
12.12.2006  00:00:00          20.290           0.050           0.050           6.150 
13.12.2006  00:00:00          26.880          -0.940          -0.940           2.640 
14.12.2006  00:00:00          28.160           0.510           0.510          11.540 
15.12.2006  00:00:00          25.090           1.070           1.070           6.810 
16.12.2006  00:00:00          12.870          -1.180          -1.180           2.650 
17.12.2006  00:00:00           9.530          -3.020          -3.020           1.700 
18.12.2006  00:00:00           0.000          -6.570          -6.570           1.350 
19.12.2006  00:00:00           0.680          -4.440          -4.440           1.130 
20.12.2006  00:00:00           4.200           0.570           0.570           2.360 
21.12.2006  00:00:00           0.000          -1.880          -1.880           2.750 
22.12.2006  00:00:00           0.000          -4.330          -4.330           1.820 
23.12.2006  00:00:00           0.900           1.130           1.130           2.560 
24.12.2006  00:00:00           0.000           2.070           2.070           6.360 
25.12.2006  00:00:00           0.000           0.970           0.970           4.760 
26.12.2006  00:00:00           0.000          -6.460          -6.460           2.260 
27.12.2006  00:00:00           0.000          -2.200          -2.200           1.510 
28.12.2006  00:00:00           0.430          -0.920          -0.920           1.090 
29.12.2006  00:00:00           0.000          -5.010          -5.010           0.810 
30.12.2006  00:00:00           9.940          -2.060          -2.060           2.820 
31.12.2006  00:00:00          31.770           0.620           0.620           2.160 
01.01.2007  00:00:00          26.160          -0.470          -0.470           1.470 
02.01.2007  00:00:00          10.370          -1.690          -1.690           0.940 
03.01.2007  00:00:00           2.280          -3.020          -3.020           0.760 
04.01.2007  00:00:00          23.640          -0.860          -0.860           4.130 
05.01.2007  00:00:00           3.810          -0.500          -0.500           2.610 
06.01.2007  00:00:00          11.470          -0.870          -0.870           1.430 
07.01.2007  00:00:00           6.340           0.780           0.780           1.160 
08.01.2007  00:00:00          27.700           1.080           1.080           4.310 
09.01.2007  00:00:00          17.610          -0.440          -0.440           6.480 
10.01.2007  00:00:00          28.230           0.260           0.260           4.940 
11.01.2007  00:00:00           3.040          -5.140          -5.140           1.990 
12.01.2007  00:00:00          20.010          -4.280          -4.280           1.430 
13.01.2007  00:00:00          35.580           0.620           0.620           2.680 
14.01.2007  00:00:00          34.820          -1.600          -1.600           2.540 
15.01.2007  00:00:00          27.090          -1.960          -1.960           3.770 
16.01.2007  00:00:00          29.750          -0.340          -0.340           4.570 
17.01.2007  00:00:00           3.970          -5.350          -5.350           2.130 
18.01.2007  00:00:00          15.360          -4.430          -4.430           1.470 
19.01.2007  00:00:00           0.160          -4.370          -4.370           1.070 
20.01.2007  00:00:00           6.040          -6.920          -6.920           0.970 
21.01.2007  00:00:00          35.320          -2.810          -2.810           1.080 
22.01.2007  00:00:00           3.070         -10.510         -10.510           0.980 
23.01.2007  00:00:00           0.730         -14.260         -14.260           0.680 
24.01.2007  00:00:00           0.380         -15.770         -15.770           0.490 
25.01.2007  00:00:00           0.230         -16.180         -16.180           0.470 
26.01.2007  00:00:00           1.380          -8.120          -8.120           0.670 
27.01.2007  00:00:00           0.000          -7.260          -7.260           0.730 
28.01.2007  00:00:00           8.010          -5.640          -5.640           0.670 
29.01.2007  00:00:00           4.360          -1.770          -1.770           0.570 
30.01.2007  00:00:00           0.180          -2.490          -2.490           0.470 
31.01.2007  00:00:00          11.130          -0.120          -0.120           0.510 
01.02.2007  00:00:00           7.620          -1.230          -1.230           0.510 
02.02.2007  00:00:00           0.860          -0.030          -0.030           0.490 
03.02.2007  00:00:00           6.850          -1.160          -1.160           0.610 
04.02.2007  00:00:00           3.270           1.300           1.300           0.870 
05.02.2007  00:00:00           8.100          -3.010          -3.010           0.880 
06.02.2007  00:00:00           1.580          -6.040          -6.040           0.690 
07.02.2007  00:00:00           2.650          -8.820          -8.820           0.590 
08.02.2007  00:00:00           0.000         -12.200         -12.200           0.490 
09.02.2007  00:00:00           0.000         -12.710         -12.710           0.420 
10.02.2007  00:00:00           0.000         -15.920         -15.920           0.290 
11.02.2007  00:00:00           0.260         -21.370         -21.370           0.500 
12.02.2007  00:00:00           0.760         -12.240         -12.240           0.670 
13.02.2007  00:00:00           0.490          -7.560          -7.560           0.460 
14.02.2007  00:00:00           0.000          -3.670          -3.670           0.310 
15.02.2007  00:00:00           2.230          -4.120          -4.120           0.290 
16.02.2007  00:00:00           1.970          -1.920          -1.920           0.280 
17.02.2007  00:00:00           2.610          -1.610          -1.610           0.270 
18.02.2007  00:00:00           2.150          -2.040          -2.040           0.260 
19.02.2007  00:00:00           0.000          -7.520          -7.520           0.260 
20.02.2007  00:00:00           0.000         -10.290         -10.290           0.240 
21.02.2007  00:00:00           5.260         -10.510         -10.510           0.240 
22.02.2007  00:00:00           2.110         -15.120         -15.120           0.230 
23.02.2007  00:00:00           2.780         -12.180         -12.180           0.220 
24.02.2007  00:00:00           2.300         -10.890         -10.890           0.210 
25.02.2007  00:00:00           3.180          -8.680          -8.680           0.210 
26.02.2007  00:00:00           3.330          -6.160          -6.160           0.210 
27.02.2007  00:00:00           0.690          -3.900          -3.900           0.210 
28.02.2007  00:00:00           5.920          -5.620          -5.620           0.200 
01.03.2007  00:00:00           3.690          -3.370          -3.370           0.200 
02.03.2007  00:00:00           0.000          -4.030          -4.030           0.200 
03.03.2007  00:00:00           0.000          -5.240          -5.240           0.180 
04.03.2007  00:00:00           3.580          -3.050          -3.050           0.180 
05.03.2007  00:00:00           3.170          -1.240          -1.240           0.180 
06.03.2007  00:00:00          13.110          -1.410          -1.410           0.190 
07.03.2007  00:00:00          22.370          -0.210          -0.210           0.220 
08.03.2007  00:00:00           0.000          -5.280          -5.280           0.200 
09.03.2007  00:00:00           2.620          -0.890          -0.890           0.190 
10.03.2007  00:00:00          17.850          -0.190          -0.190           0.200 
11.03.2007  00:00:00          21.630           0.670           0.670           0.450 
12.03.2007  00:00:00           4.480           0.980           0.980           1.660 
13.03.2007  00:00:00           4.620           1.250           1.250           2.520 
14.03.2007  00:00:00           2.020           0.020           0.020           2.020 
15.03.2007  00:00:00           0.770           0.510           0.510           1.410 
16.03.2007  00:00:00           5.110           0.040           0.040           1.260 
17.03.2007  00:00:00          27.480          -2.430          -2.430           1.060 
18.03.2007  00:00:00          19.020          -2.650          -2.650           0.780 
19.03.2007  00:00:00          22.160          -3.400          -3.400           0.650 
20.03.2007  00:00:00           0.000          -6.080          -6.080           0.520 
21.03.2007  00:00:00           0.000          -6.340          -6.340           0.440 
22.03.2007  00:00:00           0.000         -10.970         -10.970           0.400 
23.03.2007  00:00:00           0.000          -3.380          -3.380           0.360 
24.03.2007  00:00:00           0.000           1.060           1.060           0.370 
25.03.2007  00:00:00           0.000           2.350           2.350           0.610 
26.03.2007  00:00:00           0.000          -2.080          -2.080           0.600 
27.03.2007  00:00:00           0.000          -1.230          -1.230           0.740 
28.03.2007  00:00:00           0.000           1.310           1.310           1.020 
29.03.2007  00:00:00           0.000           0.960           0.960           1.010 
30.03.2007  00:00:00           0.000           0.080           0.080           1.110 
31.03.2007  00:00:00           0.000          -1.970          -1.970           1.070 
01.04.2007  00:00:00           0.000          -2.540          -2.540           1.000 
02.04.2007  00:00:00           0.000          -1.070          -1.070           0.980 
03.04.2007  00:00:00           0.000          -2.100          -2.100           0.890 
04.04.2007  00:00:00           0.000          -0.260          -0.260           0.760 
05.04.2007  00:00:00           0.000           3.000           3.000           0.820 
06.04.2007  00:00:00           0.000          -2.140          -2.140           0.830 
07.04.2007  00:00:00           0.160          -5.020          -5.020           0.640 
08.04.2007  00:00:00           7.500          -3.830          -3.830           0.510 
09.04.2007  00:00:00          34.200          -0.770          -0.770           0.540 
10.04.2007  00:00:00           7.410           2.480           2.480           1.090 
11.04.2007  00:00:00           0.130           1.580           1.580           1.530 
12.04.2007  00:00:00           0.880           1.320           1.320           1.900 
13.04.2007  00:00:00           0.000           3.950           3.950           2.620 
14.04.2007  00:00:00           0.000           3.240           3.240           3.050 
15.04.2007  00:00:00           0.000           3.750           3.750           3.540 
16.04.2007  00:00:00           0.000           3.310           3.310           3.900 
17.04.2007  00:00:00           0.000           1.630           1.630           4.070 
18.04.2007  00:00:00           7.320          -2.190          -2.190           2.640 
19.04.2007  00:00:00          23.080          -0.910          -0.910           1.730 
20.04.2007  00:00:00           3.680          -3.960          -3.960           1.320 
21.04.2007  00:00:00           0.000          -5.680          -5.680           1.050 
22.04.2007  00:00:00          12.490          -1.720          -1.720           1.300 
23.04.2007  00:00:00           8.690           1.140           1.140           3.730 
24.04.2007  00:00:00           0.220           4.820           4.820           6.330 
25.04.2007  00:00:00          11.520           4.570           4.570          11.530 
26.04.2007  00:00:00           0.870           6.190           6.190          16.080 
27.04.2007  00:00:00           0.000           5.090           5.090           8.560 
28.04.2007  00:00:00           0.000           4.720           4.720           6.350 
29.04.2007  00:00:00           0.000           4.590           4.590           5.770 
30.04.2007  00:00:00           0.000           4.450           4.450           6.170 
01.05.2007  00:00:00           0.000           5.130           5.130           6.320 
02.05.2007  00:00:00           0.000           4.640           4.640           6.330 
03.05.2007  00:00:00           0.000           4.550           4.550           6.800 
04.05.2007  00:00:00           0.000           4.990           4.990           6.600 
05.05.2007  00:00:00           0.000           5.790           5.790           5.420 
06.05.2007  00:00:00           0.000           4.110           4.110           4.760 
07.05.2007  00:00:00          15.360           1.880           1.880           6.100 
08.05.2007  00:00:00          20.490           1.300           1.300           4.640 
09.05.2007  00:00:00           1.450           0.820           0.820           2.950 
10.05.2007  00:00:00           0.480           0.370           0.370           2.250 
11.05.2007  00:00:00           0.000          -0.820          -0.820           1.850 
12.05.2007  00:00:00           0.000           1.160           1.160           2.260 
13.05.2007  00:00:00           3.840           1.950           1.950           3.550 
14.05.2007  00:00:00           5.140           3.550           3.550           4.420 
15.05.2007  00:00:00           3.340           1.380           1.380           2.920 
16.05.2007  00:00:00           0.990          -0.620          -0.620           1.990 
17.05.2007  00:00:00           0.000          -0.190          -0.190           1.810 
18.05.2007  00:00:00           1.620           2.530           2.530           3.240 
19.05.2007  00:00:00          16.370           4.090           4.090          17.280 
20.05.2007  00:00:00          11.100           3.300           3.300          13.850 
21.05.2007  00:00:00           0.960           3.070           3.070           5.410 
22.05.2007  00:00:00           0.000           4.160           4.160           4.130 
23.05.2007  00:00:00           0.890           3.140           3.140           4.180 
24.05.2007  00:00:00           1.300           3.590           3.590           7.480 
25.05.2007  00:00:00           5.350           5.110           5.110           9.750 
26.05.2007  00:00:00           0.000           3.420           3.420           5.750 
27.05.2007  00:00:00           0.000           2.260           2.260           3.530 
28.05.2007  00:00:00           1.070           3.240           3.240           3.690 
29.05.2007  00:00:00           0.150           5.160           5.160          10.110 
30.05.2007  00:00:00           0.000           8.730           8.730          16.840 
31.05.2007  00:00:00           0.600           7.120           7.120           7.470 
01.06.2007  00:00:00           1.000           8.620           8.620           7.290 
02.06.2007  00:00:00           0.000           6.520           6.520           7.360 
03.06.2007  00:00:00           0.000           8.460           8.460           6.690 
04.06.2007  00:00:00           0.000           9.390           9.390           4.900 
05.06.2007  00:00:00           0.000          12.240          12.240           5.040 
06.06.2007  00:00:00           0.000          11.190          11.190           6.690 
07.06.2007  00:00:00           0.000          11.470          11.470           5.690 
08.06.2007  00:00:00           2.820          12.230          12.230           5.300 
09.06.2007  00:00:00           0.000          13.120          13.120           4.910 
10.06.2007  00:00:00           0.000          13.620          13.620           4.520 
11.06.2007  00:00:00           0.000          15.230          15.230           4.930 
12.06.2007  00:00:00           0.000          13.780          13.780           5.150 
13.06.2007  00:00:00           0.000           7.570           7.570           3.000 
14.06.2007  00:00:00           0.000           4.580           4.580           1.820 
15.06.2007  00:00:00           0.000           3.230           3.230           1.420 
16.06.2007  00:00:00           0.000           8.380           8.380           2.020 
17.06.2007  00:00:00           0.000           8.480           8.480           3.120 
18.06.2007  00:00:00           0.000           7.220           7.220           2.190 
19.06.2007  00:00:00           0.000           9.470           9.470           2.500 
20.06.2007  00:00:00           0.000          11.300          11.300           2.620 
21.06.2007  00:00:00           0.000          12.800          12.800           2.960 
22.06.2007  00:00:00           1.080          10.840          10.840           2.320 
23.06.2007  00:00:00           0.000           9.740           9.740           1.950 
24.06.2007  00:00:00           0.000          10.300          10.300           2.400 
25.06.2007  00:00:00           0.000          10.100          10.100           2.060 
26.06.2007  00:00:00           6.930          10.830          10.830           2.320 
27.06.2007  00:00:00          14.020           9.840           9.840           3.330 
28.06.2007  00:00:00           3.260           7.650           7.650           1.980 
29.06.2007  00:00:00           0.000           4.340           4.340           1.330 
30.06.2007  00:00:00          18.370           7.650           7.650           4.090 
01.07.2007  00:00:00           0.000           9.670           9.670           1.960 
02.07.2007  00:00:00           3.530          10.220          10.220           2.600 
03.07.2007  00:00:00           9.010           9.030           9.030           3.620 
04.07.2007  00:00:00           3.570           9.600           9.600           3.930 
05.07.2007  00:00:00          12.540           9.840           9.840           3.880 
06.07.2007  00:00:00          13.540          12.110          12.110           4.280 
07.07.2007  00:00:00           8.530          11.900          11.900           2.890 
08.07.2007  00:00:00           0.000          11.010          11.010           1.650 
09.07.2007  00:00:00           4.050           8.190           8.190           1.540 
10.07.2007  00:00:00           1.260           6.440           6.440           1.700 
11.07.2007  00:00:00           1.020           7.920           7.920           2.370 
12.07.2007  00:00:00           6.600           8.570           8.570           3.420 
13.07.2007  00:00:00           1.400           7.020           7.020           1.910 
14.07.2007  00:00:00           0.000           9.530           9.530           2.790 
15.07.2007  00:00:00          17.700           9.500           9.500           3.700 
16.07.2007  00:00:00           0.980           6.620           6.620           2.140 
17.07.2007  00:00:00          12.330          13.360          13.360           6.660 
18.07.2007  00:00:00          28.330          10.330          10.330           6.470 
19.07.2007  00:00:00           2.050           7.640           7.640           3.080 
20.07.2007  00:00:00           0.000           6.330           6.330           1.300 
21.07.2007  00:00:00           0.000          10.800          10.800           0.820 
22.07.2007  00:00:00           0.000           9.380           9.380           0.720 
23.07.2007  00:00:00          11.220          11.390          11.390           2.540 
24.07.2007  00:00:00           2.280           8.600           8.600           5.130 
25.07.2007  00:00:00           5.920           9.940           9.940           2.570 
26.07.2007  00:00:00           1.820          10.040          10.040           1.170 
27.07.2007  00:00:00           6.270          10.350          10.350           5.470 
28.07.2007  00:00:00          25.050           6.820           6.820           4.310 
29.07.2007  00:00:00           5.540           6.300           6.300           2.810 
30.07.2007  00:00:00           3.400           4.820           4.820           1.410 
31.07.2007  00:00:00           0.000           8.270           8.270           0.890 
01.08.2007  00:00:00           0.000           6.460           6.460           0.800 
02.08.2007  00:00:00          13.660           8.300           8.300           3.200 
03.08.2007  00:00:00           0.000           7.820           7.820           1.040 
04.08.2007  00:00:00           0.000           7.260           7.260           0.740 
05.08.2007  00:00:00           3.490          10.260          10.260           1.160 
06.08.2007  00:00:00           0.730          13.350          13.350           0.800 
07.08.2007  00:00:00           0.000          14.300          14.300           0.520 
08.08.2007  00:00:00           0.000          14.060          14.060           0.470 
09.08.2007  00:00:00           3.210          12.510          12.510           0.420 
10.08.2007  00:00:00           0.180          14.490          14.490           0.340 
11.08.2007  00:00:00           1.380          15.410          15.410           0.760 
12.08.2007  00:00:00          11.760          14.220          14.220           2.280 
13.08.2007  00:00:00           0.000          13.280          13.280           0.830 
14.08.2007  00:00:00          10.100           9.240           9.240           4.040 
15.08.2007  00:00:00          34.630           9.570           9.570          15.200 
16.08.2007  00:00:00          18.710           9.190           9.190           3.860 
17.08.2007  00:00:00          11.820           6.670           6.670           4.380 
18.08.2007  00:00:00           5.080           5.930           5.930           2.110 
19.08.2007  00:00:00           1.710           7.160           7.160           2.220 
20.08.2007  00:00:00           6.170           9.000           9.000           2.470 
21.08.2007  00:00:00           6.030          11.170          11.170           1.510 
22.08.2007  00:00:00           0.000          12.720          12.720           0.740 
23.08.2007  00:00:00           0.000          13.400          13.400           0.470 
24.08.2007  00:00:00           0.000          13.960          13.960           0.370 
25.08.2007  00:00:00           0.110          12.800          12.800           0.290 
26.08.2007  00:00:00           4.740           6.670           6.670           0.900 
27.08.2007  00:00:00           4.550           5.540           5.540           1.020 
28.08.2007  00:00:00           0.920           3.680           3.680           0.610 
29.08.2007  00:00:00           0.000           3.790           3.790           0.410 
30.08.2007  00:00:00           0.520           3.000           3.000           0.330 
31.08.2007  00:00:00           3.690           5.600           5.600           0.530 
01.09.2007  00:00:00           0.000           5.230           5.230           0.620 
02.09.2007  00:00:00          17.810           6.310           6.310           2.810 
03.09.2007  00:00:00           3.460           4.310           4.310           2.260 
04.09.2007  00:00:00           1.230           2.460           2.460           0.870 
05.09.2007  00:00:00           0.000           4.940           4.940           0.570 
06.09.2007  00:00:00           0.000           6.780           6.780           0.480 
07.09.2007  00:00:00           0.270           8.080           8.080           0.470 
08.09.2007  00:00:00           0.000           9.750           9.750           0.480 
09.09.2007  00:00:00           0.100           5.980           5.980           0.400 
10.09.2007  00:00:00           7.110           5.660           5.660           2.010 
11.09.2007  00:00:00           0.000           5.460           5.460           0.750 
12.09.2007  00:00:00           0.620           6.340           6.340           0.510 
13.09.2007  00:00:00           0.000           3.510           3.510           0.390 
14.09.2007  00:00:00          11.860           6.790           6.790           4.000 
15.09.2007  00:00:00          17.110           2.380           2.380           3.410 
16.09.2007  00:00:00           7.800           1.530           1.530          10.740 
17.09.2007  00:00:00          31.700           6.670           6.670           7.220 
18.09.2007  00:00:00           0.450           1.700           1.700           1.440 
19.09.2007  00:00:00           1.390           1.180           1.180           1.540 
20.09.2007  00:00:00           6.320           3.630           3.630           1.590 
21.09.2007  00:00:00          10.000           4.440           4.440           3.890 
22.09.2007  00:00:00           4.440           3.200           3.200           3.240 
23.09.2007  00:00:00           1.870           5.010           5.010           1.790 
24.09.2007  00:00:00          13.570           9.020           9.020           6.250 
25.09.2007  00:00:00          22.070           7.770           7.770           5.600 
26.09.2007  00:00:00           2.320           4.150           4.150           1.730 
27.09.2007  00:00:00           0.000           4.200           4.200           0.930 
28.09.2007  00:00:00           0.000           4.240           4.240           0.600 
29.09.2007  00:00:00           0.000           4.250           4.250           0.490 
30.09.2007  00:00:00           4.900           5.650           5.650           0.710 
01.10.2007  00:00:00           0.000           6.780           6.780           0.670 
02.10.2007  00:00:00           0.000           2.430           2.430           0.480 
03.10.2007  00:00:00           0.000           3.310           3.310           0.410 
04.10.2007  00:00:00           0.000           4.880           4.880           0.350 
05.10.2007  00:00:00           0.000           4.140           4.140           0.310 
06.10.2007  00:00:00           0.000           4.000           4.000           0.270 
07.10.2007  00:00:00           0.000           5.180           5.180           0.280 
08.10.2007  00:00:00           0.750           2.500           2.500           0.300 
09.10.2007  00:00:00           0.000          -0.970          -0.970           0.230 
10.10.2007  00:00:00           0.000          -0.480          -0.480           0.210 
11.10.2007  00:00:00           0.000           0.740           0.740           0.520 
12.10.2007  00:00:00           4.970           3.760           3.760           0.700 
13.10.2007  00:00:00           0.000           5.080           5.080           0.440 
14.10.2007  00:00:00           5.040           6.320           6.320           2.090 
15.10.2007  00:00:00           5.330           6.160           6.160           1.380 
16.10.2007  00:00:00           6.010           5.640           5.640           2.320 
17.10.2007  00:00:00           5.710           2.980           2.980           3.300 
18.10.2007  00:00:00           0.290           0.170           0.170           1.310 
19.10.2007  00:00:00           0.000          -3.540          -3.540           0.560 
20.10.2007  00:00:00           0.000          -0.500          -0.500           0.470 
21.10.2007  00:00:00           0.000           2.360           2.360           0.460 
22.10.2007  00:00:00           0.000           4.740           4.740           0.440 
23.10.2007  00:00:00           0.000           2.600           2.600           0.380 
24.10.2007  00:00:00           0.000          -1.520          -1.520           0.310 
25.10.2007  00:00:00           0.000          -1.580          -1.580           0.260 
26.10.2007  00:00:00           0.000           0.220           0.220           0.220 
27.10.2007  00:00:00           0.490           0.780           0.780           0.410 
28.10.2007  00:00:00          10.790           4.940           4.940           7.590 
29.10.2007  00:00:00          24.350           5.690           5.690           3.870 
30.10.2007  00:00:00           4.900           0.280           0.280           2.160 
31.10.2007  00:00:00           2.310          -2.740          -2.740           3.350 
01.11.2007  00:00:00          21.600           4.520           4.520           4.540 
02.11.2007  00:00:00           0.370          -1.960          -1.960           1.260 
03.11.2007  00:00:00           0.000           0.880           0.880           2.300 
04.11.2007  00:00:00           0.000          -0.200          -0.200           1.150 
05.11.2007  00:00:00           0.000          -0.390          -0.390           1.760 
06.11.2007  00:00:00          19.030           0.460           0.460           1.760 
07.11.2007  00:00:00          15.380          -1.270          -1.270           1.380 
08.11.2007  00:00:00           4.040          -0.380          -0.380           2.480 
09.11.2007  00:00:00          21.980          -0.250          -0.250           2.140 
10.11.2007  00:00:00           1.440          -4.430          -4.430           0.970 
11.11.2007  00:00:00           0.510          -5.270          -5.270           0.680 
12.11.2007  00:00:00           0.000          -4.680          -4.680           0.550 
13.11.2007  00:00:00           0.000          -8.370          -8.370           0.630 
14.11.2007  00:00:00           0.000          -7.360          -7.360           0.630 
15.11.2007  00:00:00           0.000         -11.040         -11.040           1.230 
16.11.2007  00:00:00           0.000          -3.630          -3.630           0.350 
17.11.2007  00:00:00           0.000          -0.360          -0.360           0.400 
18.11.2007  00:00:00           0.840           1.310           1.310           1.040 
19.11.2007  00:00:00           0.980           2.040           2.040           0.850 
20.11.2007  00:00:00           0.000           0.920           0.920           0.430 
21.11.2007  00:00:00           0.000          -0.320          -0.320           0.330 
22.11.2007  00:00:00           2.570          -1.660          -1.660           0.670 
23.11.2007  00:00:00          10.820           0.100           0.100           0.750 
24.11.2007  00:00:00           0.000          -7.560          -7.560           0.360 
25.11.2007  00:00:00          17.390          -2.330          -2.330           0.400 
26.11.2007  00:00:00           2.430          -5.360          -5.360           0.350 
27.11.2007  00:00:00           0.000         -10.450         -10.450           0.360 
28.11.2007  00:00:00           5.330          -8.510          -8.510           0.380 
29.11.2007  00:00:00          17.260          -0.340          -0.340           2.840 
30.11.2007  00:00:00           4.640          -1.160          -1.160           1.180 
01.12.2007  00:00:00          24.500          -1.980          -1.980           1.550 
02.12.2007  00:00:00          20.660          -0.420          -0.420           1.180 
03.12.2007  00:00:00           1.560          -1.860          -1.860           0.700 
04.12.2007  00:00:00           0.000          -6.590          -6.590           0.500 
05.12.2007  00:00:00          10.710          -3.400          -3.400           2.670 
06.12.2007  00:00:00          33.860           0.950           0.950           8.420 
07.12.2007  00:00:00          15.690          -0.070          -0.070           2.880 
08.12.2007  00:00:00           0.000          -4.160          -4.160           1.320 
09.12.2007  00:00:00           0.000          -5.530          -5.530           0.830 
10.12.2007  00:00:00           2.100          -1.440          -1.440           0.680 
11.12.2007  00:00:00           0.000          -6.040          -6.040           0.510 
12.12.2007  00:00:00           0.000         -16.170         -16.170           1.510 
13.12.2007  00:00:00           0.000         -13.130         -13.130           1.260 
14.12.2007  00:00:00           0.480          -4.450          -4.450           0.370 
