date        time     P_O_Lye2_178moh   T_Lye2_178moh   T_Lye2_178moh          Q_Lye2 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
09.03.2007  00:00:00           5.950           4.550           4.550           0.060 
10.03.2007  00:00:00           5.750           4.250           4.250           0.140 
11.03.2007  00:00:00          16.850           5.550           5.550           0.150 
12.03.2007  00:00:00           7.800           6.100           6.100           0.130 
13.03.2007  00:00:00           0.750           5.150           5.150           0.060 
14.03.2007  00:00:00           0.000           5.400           5.400           0.040 
15.03.2007  00:00:00           0.200           5.350           5.350           0.050 
16.03.2007  00:00:00           3.700           4.700           4.700           0.090 
17.03.2007  00:00:00          12.200           3.750           3.750           0.120 
18.03.2007  00:00:00          15.750           3.850           3.850           0.260 
19.03.2007  00:00:00           6.850           2.600           2.600           0.110 
20.03.2007  00:00:00           0.000           3.250           3.250           0.050 
21.03.2007  00:00:00           0.000           2.550           2.550           0.030 
22.03.2007  00:00:00           0.000           2.100           2.100           0.020 
23.03.2007  00:00:00           0.000           3.900           3.900           0.020 
24.03.2007  00:00:00           0.100           4.300           4.300           0.020 
25.03.2007  00:00:00           0.200           7.250           7.250           0.010 
26.03.2007  00:00:00           0.000           6.750           6.750           0.010 
27.03.2007  00:00:00           0.000           9.050           9.050           0.010 
28.03.2007  00:00:00           0.000           9.050           9.050           0.010 
29.03.2007  00:00:00           0.000           8.950           8.950           0.010 
30.03.2007  00:00:00           0.000           9.000           9.000           0.010 
31.03.2007  00:00:00           0.000           6.450           6.450           0.010 
01.04.2007  00:00:00           0.000           4.800           4.800           0.010 
02.04.2007  00:00:00           0.000           4.500           4.500           0.010 
03.04.2007  00:00:00           0.000           3.900           3.900           0.010 
04.04.2007  00:00:00           0.000           5.350           5.350           0.010 
05.04.2007  00:00:00           0.550           5.600           5.600           0.010 
06.04.2007  00:00:00           0.000           3.650           3.650           0.010 
07.04.2007  00:00:00           1.100           2.200           2.200           0.010 
08.04.2007  00:00:00           4.650           2.000           2.000           0.150 
09.04.2007  00:00:00          28.700           4.000           4.000           0.140 
10.04.2007  00:00:00           2.650           6.650           6.650           0.080 
11.04.2007  00:00:00           5.050           6.900           6.900           0.060 
12.04.2007  00:00:00           0.650           6.450           6.450           0.040 
13.04.2007  00:00:00           0.150           6.900           6.900           0.030 
14.04.2007  00:00:00           0.000           8.750           8.750           0.020 
15.04.2007  00:00:00           0.000          10.350          10.350           0.020 
16.04.2007  00:00:00           0.000          12.100          12.100           0.020 
17.04.2007  00:00:00           0.050           7.000           7.000           0.020 
18.04.2007  00:00:00           3.950           4.700           4.700           0.060 
19.04.2007  00:00:00          17.900           5.350           5.350           0.180 
20.04.2007  00:00:00           1.500           2.750           2.750           0.060 
21.04.2007  00:00:00           0.200           2.200           2.200           0.040 
22.04.2007  00:00:00          12.700           4.700           4.700           0.180 
23.04.2007  00:00:00          13.900           7.000           7.000           0.120 
24.04.2007  00:00:00           1.650           9.850           9.850           0.070 
25.04.2007  00:00:00           3.600          10.250          10.250           0.060 
26.04.2007  00:00:00           0.750          12.500          12.500           0.050 
27.04.2007  00:00:00           0.000          10.050          10.050           0.030 
28.04.2007  00:00:00           0.000           9.900           9.900           0.030 
29.04.2007  00:00:00           0.000           9.500           9.500           0.020 
30.04.2007  00:00:00           0.000           9.450           9.450           0.020 
01.05.2007  00:00:00           0.000          10.000          10.000           0.020 
02.05.2007  00:00:00           0.000           8.550           8.550           0.020 
03.05.2007  00:00:00           0.000           8.400           8.400           0.020 
04.05.2007  00:00:00           0.000           7.550           7.550           0.010 
05.05.2007  00:00:00           0.000           8.850           8.850           0.010 
06.05.2007  00:00:00           0.000           8.750           8.750           0.040 
07.05.2007  00:00:00          12.850           7.450           7.450           0.030 
08.05.2007  00:00:00           7.950           7.100           7.100           0.060 
09.05.2007  00:00:00           6.750           7.150           7.150           0.040 
10.05.2007  00:00:00           0.050           4.750           4.750           0.030 
11.05.2007  00:00:00           1.600           5.950           5.950           0.020 
12.05.2007  00:00:00           0.000           5.450           5.450           0.020 
13.05.2007  00:00:00           3.800           6.200           6.200           0.020 
14.05.2007  00:00:00           1.350           7.650           7.650           0.060 
15.05.2007  00:00:00           9.550           6.650           6.650           0.040 
16.05.2007  00:00:00           0.650           5.700           5.700           0.030 
17.05.2007  00:00:00           0.250           5.950           5.950           0.020 
18.05.2007  00:00:00           0.800           8.150           8.150           0.050 
19.05.2007  00:00:00          10.750           9.500           9.500           0.060 
20.05.2007  00:00:00           0.000          10.050          10.050           0.030 
21.05.2007  00:00:00           0.000           8.600           8.600           0.030 
22.05.2007  00:00:00           0.000           9.750           9.750           0.030 
23.05.2007  00:00:00           0.000           8.400           8.400           0.030 
24.05.2007  00:00:00           1.600           9.950           9.950           0.020 
25.05.2007  00:00:00           7.350          10.600          10.600           0.040 
26.05.2007  00:00:00           0.000           8.450           8.450           0.010 
27.05.2007  00:00:00           0.950           7.450           7.450           0.010 
28.05.2007  00:00:00           0.000           9.500           9.500           0.010 
29.05.2007  00:00:00           1.100          11.600          11.600           0.010 
30.05.2007  00:00:00           0.100          15.650          15.650           0.010 
31.05.2007  00:00:00           4.300           9.800           9.800           0.000 
01.06.2007  00:00:00           0.000          13.100          13.100           0.000 
02.06.2007  00:00:00           0.000          11.450          11.450           0.000 
03.06.2007  00:00:00           0.000          13.700          13.700           0.000 
04.06.2007  00:00:00           0.000          13.750          13.750           0.000 
05.06.2007  00:00:00           0.000          15.000          15.000           0.000 
06.06.2007  00:00:00           0.600          15.000          15.000           0.030 
07.06.2007  00:00:00          10.050          16.900          16.900           0.020 
08.06.2007  00:00:00           5.050          17.500          17.500           0.010 
09.06.2007  00:00:00           0.000          19.750          19.750           0.010 
10.06.2007  00:00:00           0.000          18.100          18.100           0.010 
11.06.2007  00:00:00           0.000          19.850          19.850           0.010 
12.06.2007  00:00:00           0.000          16.250          16.250           0.010 
13.06.2007  00:00:00           0.000          11.050          11.050           0.010 
14.06.2007  00:00:00           1.350           8.950           8.950           0.010 
15.06.2007  00:00:00           0.000           9.300           9.300           0.000 
16.06.2007  00:00:00           0.000          13.300          13.300           0.010 
17.06.2007  00:00:00           6.400          12.000          12.000           0.010 
18.06.2007  00:00:00           0.000          12.400          12.400           0.000 
19.06.2007  00:00:00           0.000          13.100          13.100           0.000 
20.06.2007  00:00:00           0.000          13.200          13.200           0.000 
21.06.2007  00:00:00           3.200          16.000          16.000           0.020 
22.06.2007  00:00:00           0.000          15.200          15.200           0.010 
23.06.2007  00:00:00           0.000          14.000          14.000           0.010 
24.06.2007  00:00:00           0.000          14.200          14.200           0.000 
25.06.2007  00:00:00           0.000          13.700          13.700           0.000 
26.06.2007  00:00:00           0.000          14.850          14.850           0.030 
27.06.2007  00:00:00          25.650          12.250          12.250           0.070 
28.06.2007  00:00:00           8.350           9.900           9.900           0.030 
29.06.2007  00:00:00           0.000           9.650           9.650           0.040 
30.06.2007  00:00:00          14.500          11.100          11.100           0.050 
01.07.2007  00:00:00           0.000          13.050          13.050           0.020 
02.07.2007  00:00:00           0.350          15.700          15.700           0.010 
03.07.2007  00:00:00           2.600          14.850          14.850           0.020 
04.07.2007  00:00:00           5.300          14.800          14.800           0.020 
05.07.2007  00:00:00           3.400          14.100          14.100           0.010 
06.07.2007  00:00:00          26.000          15.600          15.600           0.280 
07.07.2007  00:00:00          21.500          15.400          15.400           0.160 
08.07.2007  00:00:00           1.950          14.150          14.150           0.060 
09.07.2007  00:00:00           3.450          12.300          12.300           0.040 
10.07.2007  00:00:00           4.750          12.700          12.700           0.040 
11.07.2007  00:00:00           1.250          12.150          12.150           0.030 
12.07.2007  00:00:00           2.300          13.100          13.100           0.050 
13.07.2007  00:00:00           6.150          10.950          10.950           0.050 
14.07.2007  00:00:00           0.000          13.400          13.400           0.090 
15.07.2007  00:00:00          13.950          13.650          13.650           0.060 
16.07.2007  00:00:00           0.000          12.250          12.250           0.030 
17.07.2007  00:00:00          21.200          15.450          15.450           0.440 
18.07.2007  00:00:00          26.450          13.850          13.850           0.295 
19.07.2007  00:00:00           8.700          12.050          12.050           0.150 
20.07.2007  00:00:00           0.000          11.300          11.300           0.050 
21.07.2007  00:00:00           0.000          13.150          13.150           0.040 
22.07.2007  00:00:00           0.000          15.200          15.200           0.040 
23.07.2007  00:00:00           1.100          14.900          14.900           0.040 
24.07.2007  00:00:00           0.000          13.300          13.300           0.030 
25.07.2007  00:00:00           0.000          13.950          13.950           0.025 
26.07.2007  00:00:00           0.850          14.450          14.450           0.020 
27.07.2007  00:00:00           8.700          14.850          14.850           0.160 
28.07.2007  00:00:00          25.250          12.900          12.900           0.175 
29.07.2007  00:00:00          13.750          11.450          11.450           0.190 
30.07.2007  00:00:00          15.550          10.900          10.900           0.510 
31.07.2007  00:00:00           4.950          11.500          11.500           0.080 
01.08.2007  00:00:00           0.400          10.600          10.600           0.160 
02.08.2007  00:00:00          25.750          12.350          12.350           0.230 
03.08.2007  00:00:00           6.000          12.900          12.900           0.040 
04.08.2007  00:00:00           0.000          12.600          12.600           0.030 
05.08.2007  00:00:00           8.750          14.650          14.650           0.040 
06.08.2007  00:00:00           0.000          17.400          17.400           0.020 
07.08.2007  00:00:00           0.000          21.200          21.200           0.020 
08.08.2007  00:00:00           9.150          13.700          13.700           0.020 
09.08.2007  00:00:00           0.100          14.050          14.050           0.020 
10.08.2007  00:00:00           0.000          15.150          15.150           0.015 
11.08.2007  00:00:00           0.000          15.000          15.000           0.010 
12.08.2007  00:00:00           0.000          15.400          15.400           0.010 
13.08.2007  00:00:00           0.000          14.800          14.800           0.010 
14.08.2007  00:00:00           8.900          13.950          13.950           0.020 
15.08.2007  00:00:00          25.000          14.600          14.600           0.290 
16.08.2007  00:00:00          27.150          13.250          13.250           0.110 
17.08.2007  00:00:00          13.350          12.300          12.300           0.100 
18.08.2007  00:00:00           8.850          11.050          11.050           0.090 
19.08.2007  00:00:00           1.500          12.300          12.300           0.050 
20.08.2007  00:00:00           3.950          14.650          14.650           0.040 
21.08.2007  00:00:00           1.800          16.150          16.150           0.020 
22.08.2007  00:00:00           0.000          17.450          17.450           0.020 
23.08.2007  00:00:00           0.000          17.950          17.950           0.015 
24.08.2007  00:00:00           0.000          16.450          16.450           0.010 
25.08.2007  00:00:00           2.300          14.450          14.450           0.020 
26.08.2007  00:00:00           5.400          12.700          12.700           0.030 
27.08.2007  00:00:00           4.050          11.400          11.400           0.040 
28.08.2007  00:00:00           4.750           9.750           9.750           0.020 
29.08.2007  00:00:00           0.050           9.200           9.200           0.010 
30.08.2007  00:00:00           1.100           8.450           8.450           0.010 
31.08.2007  00:00:00          16.550          10.450          10.450           0.140 
01.09.2007  00:00:00           2.950          11.000          11.000           0.110 
02.09.2007  00:00:00          21.300          11.350          11.350           0.115 
03.09.2007  00:00:00           9.050          10.050          10.050           0.120 
04.09.2007  00:00:00           1.800           8.050           8.050           0.040 
05.09.2007  00:00:00           2.750           9.750           9.750           0.060 
06.09.2007  00:00:00           4.650          10.850          10.850           0.040 
07.09.2007  00:00:00           1.550          12.150          12.150           0.070 
08.09.2007  00:00:00          10.650          12.750          12.750           0.130 
09.09.2007  00:00:00           0.000          10.700          10.700           0.090 
10.09.2007  00:00:00          14.500          10.400          10.400           0.200 
11.09.2007  00:00:00           4.600          10.600          10.600           0.060 
12.09.2007  00:00:00           2.000          10.850          10.850           0.045 
13.09.2007  00:00:00           0.000           8.550           8.550           0.030 
14.09.2007  00:00:00          15.000          10.450          10.450           0.210 
15.09.2007  00:00:00           6.400           8.350           8.350           0.070 
16.09.2007  00:00:00           9.100           7.650           7.650           0.490 
17.09.2007  00:00:00          32.250          10.450          10.450           0.220 
18.09.2007  00:00:00           0.150           7.750           7.750           0.145 
19.09.2007  00:00:00           1.100           5.900           5.900           0.070 
20.09.2007  00:00:00           3.900           8.750           8.750           0.060 
21.09.2007  00:00:00           5.850           9.550           9.550           0.050 
22.09.2007  00:00:00           5.250           9.600           9.600           0.040 
23.09.2007  00:00:00           0.200          10.450          10.450           0.070 
24.09.2007  00:00:00          15.100          13.300          13.300           0.850 
25.09.2007  00:00:00          53.550          12.250          12.250           0.340 
26.09.2007  00:00:00           9.750           9.050           9.050           0.160 
27.09.2007  00:00:00           0.000           8.450           8.450           0.050 
28.09.2007  00:00:00           0.000           8.850           8.850           0.050 
29.09.2007  00:00:00           0.100           8.900           8.900           0.050 
30.09.2007  00:00:00           7.200           9.600           9.600           0.050 
01.10.2007  00:00:00           2.650          10.750          10.750           0.040 
02.10.2007  00:00:00           0.450           8.200           8.200           0.030 
03.10.2007  00:00:00           0.000           7.650           7.650           0.020 
04.10.2007  00:00:00           0.000           9.500           9.500           0.015 
05.10.2007  00:00:00           0.000          10.000          10.000           0.010 
06.10.2007  00:00:00           0.000           8.850           8.850           0.010 
07.10.2007  00:00:00           1.900           9.450           9.450           0.020 
08.10.2007  00:00:00           1.250           7.900           7.900           0.020 
09.10.2007  00:00:00           0.000           5.450           5.450           0.010 
10.10.2007  00:00:00           0.000           5.950           5.950           0.010 
11.10.2007  00:00:00           0.000           6.250           6.250           0.100 
12.10.2007  00:00:00          19.500           9.400           9.400           0.090 
13.10.2007  00:00:00           0.000           9.500           9.500           0.040 
14.10.2007  00:00:00          15.450          10.300          10.300           0.300 
15.10.2007  00:00:00           8.550          10.700          10.700           0.110 
16.10.2007  00:00:00           4.700          10.850          10.850           0.100 
17.10.2007  00:00:00           2.900           9.200           9.200           0.090 
18.10.2007  00:00:00           4.800           6.400           6.400           0.040 
19.10.2007  00:00:00           0.000           3.700           3.700           0.020 
20.10.2007  00:00:00           0.000           3.600           3.600           0.020 
21.10.2007  00:00:00           0.000           7.500           7.500           0.020 
22.10.2007  00:00:00           2.500           9.150           9.150           0.020 
23.10.2007  00:00:00           0.200           8.650           8.650           0.020 
24.10.2007  00:00:00           0.000           5.750           5.750           0.010 
25.10.2007  00:00:00           0.000           4.050           4.050           0.010 
26.10.2007  00:00:00           0.000           5.050           5.050           0.025 
27.10.2007  00:00:00           0.750           7.750           7.750           0.040 
28.10.2007  00:00:00          16.400          10.250          10.250           0.300 
29.10.2007  00:00:00          22.850           9.700           9.700           0.170 
30.10.2007  00:00:00           6.250           6.900           6.900           0.225 
31.10.2007  00:00:00           2.050           4.800           4.800           0.280 
01.11.2007  00:00:00          36.550           9.350           9.350           0.360 
02.11.2007  00:00:00           1.300           4.550           4.550           0.080 
03.11.2007  00:00:00           6.500           6.250           6.250           0.120 
04.11.2007  00:00:00           0.550           6.250           6.250           0.050 
05.11.2007  00:00:00           0.000           3.750           3.750           0.220 
06.11.2007  00:00:00          27.850           5.950           5.950           0.170 
07.11.2007  00:00:00          10.150           4.750           4.750           0.190 
08.11.2007  00:00:00           6.500           5.750           5.750           0.260 
09.11.2007  00:00:00          13.150           6.050           6.050           0.150 
10.11.2007  00:00:00           6.300           1.750           1.750           0.070 
11.11.2007  00:00:00           3.850           0.600           0.600           0.080 
12.11.2007  00:00:00           6.600           2.900           2.900           0.090 
13.11.2007  00:00:00           0.000           1.350           1.350           0.040 
14.11.2007  00:00:00           0.000          -0.700          -0.700           0.020 
15.11.2007  00:00:00           0.000          -2.500          -2.500           0.010 
16.11.2007  00:00:00           0.000           1.650           1.650           0.015 
17.11.2007  00:00:00           1.750           4.800           4.800           0.020 
18.11.2007  00:00:00           0.000           6.000           6.000           0.020 
19.11.2007  00:00:00           1.900           6.050           6.050           0.010 
20.11.2007  00:00:00           0.000           4.100           4.100           0.010 
21.11.2007  00:00:00           0.100           4.350           4.350           0.010 
22.11.2007  00:00:00           0.900           5.250           5.250           0.020 
23.11.2007  00:00:00           4.450           5.300           5.300           0.020 
24.11.2007  00:00:00           0.050           0.750           0.750           0.120 
25.11.2007  00:00:00          28.200           3.900           3.900           0.130 
26.11.2007  00:00:00           3.350           0.850           0.850           0.075 
27.11.2007  00:00:00           0.300          -0.150          -0.150           0.020 
28.11.2007  00:00:00           6.000           0.550           0.550           0.270 
29.11.2007  00:00:00          39.050           5.950           5.950           0.320 
30.11.2007  00:00:00           5.050           4.500           4.500           0.080 
01.12.2007  00:00:00          21.900           4.250           4.250           0.110 
02.12.2007  00:00:00          17.300           4.950           4.950           0.140 
03.12.2007  00:00:00           0.500           3.000           3.000           0.060 
04.12.2007  00:00:00           2.350           0.650           0.650           0.040 
05.12.2007  00:00:00           9.650           3.700           3.700           0.170 
06.12.2007  00:00:00          22.150           7.950           7.950           0.180 
07.12.2007  00:00:00           8.000           5.400           5.400           0.090 
08.12.2007  00:00:00           6.100           4.700           4.700           0.050 
09.12.2007  00:00:00           0.000           2.100           2.100           0.040 
10.12.2007  00:00:00           0.650           3.500           3.500           0.020 
11.12.2007  00:00:00           0.000           1.150           1.150           0.010 
12.12.2007  00:00:00           0.000          -2.850          -2.850           0.010 
13.12.2007  00:00:00           0.000          -0.900          -0.900           0.010 
14.12.2007  00:00:00           0.000           2.950           2.950           0.010 
15.12.2007  00:00:00           0.000           3.000           3.000           0.010 
16.12.2007  00:00:00           0.000           2.400           2.400           0.010 
17.12.2007  00:00:00           0.000           3.650           3.650           0.010 
18.12.2007  00:00:00           0.000          -2.300          -2.300           0.010 
19.12.2007  00:00:00           0.000          -2.100          -2.100           0.010 
20.12.2007  00:00:00           0.000           0.050           0.050           0.010 
21.12.2007  00:00:00           0.100          -2.050          -2.050           0.010 
22.12.2007  00:00:00           0.000          -1.500          -1.500           0.000 
23.12.2007  00:00:00           3.550           2.100           2.100           0.010 
24.12.2007  00:00:00           0.000           3.350           3.350           0.040 
25.12.2007  00:00:00          13.100           3.900           3.900           0.040 
26.12.2007  00:00:00           6.550           2.900           2.900           0.040 
27.12.2007  00:00:00           5.750           5.400           5.400           0.100 
28.12.2007  00:00:00           7.500           5.850           5.850           0.110 
29.12.2007  00:00:00          24.900           5.950           5.950           0.085 
30.12.2007  00:00:00           2.800           4.400           4.400           0.060 
31.12.2007  00:00:00           0.150           1.300           1.300           0.030 
01.01.2008  00:00:00           0.000          -2.500          -2.500           0.020 
02.01.2008  00:00:00           0.000          -0.600          -0.600           0.010 
03.01.2008  00:00:00           0.000           1.150           1.150           0.010 
04.01.2008  00:00:00           0.000          -0.450          -0.450           0.010 
05.01.2008  00:00:00           0.000           0.350           0.350           0.010 
06.01.2008  00:00:00           8.100           0.900           0.900           0.030 
07.01.2008  00:00:00           1.700           2.850           2.850           0.030 
08.01.2008  00:00:00           1.750           2.550           2.550           0.020 
09.01.2008  00:00:00           8.150           2.850           2.850           0.050 
10.01.2008  00:00:00           7.250           4.000           4.000           0.080 
11.01.2008  00:00:00          11.250           3.800           3.800           0.110 
12.01.2008  00:00:00           0.400           3.600           3.600           0.040 
13.01.2008  00:00:00           0.000           1.500           1.500           0.030 
14.01.2008  00:00:00           6.350           4.400           4.400           0.125 
15.01.2008  00:00:00          18.250           5.200           5.200           0.220 
16.01.2008  00:00:00          13.350           4.500           4.500           0.160 
17.01.2008  00:00:00           9.600           3.600           3.600           0.070 
18.01.2008  00:00:00           0.000           2.800           2.800           0.070 
19.01.2008  00:00:00          12.450           4.850           4.850           0.080 
20.01.2008  00:00:00           1.550           4.100           4.100           0.060 
21.01.2008  00:00:00           5.700           4.200           4.200           0.050 
22.01.2008  00:00:00           0.850          -0.150          -0.150           0.030 
23.01.2008  00:00:00           2.550           0.750           0.750           0.080 
24.01.2008  00:00:00          12.200           4.900           4.900           0.090 
25.01.2008  00:00:00           4.050           4.150           4.150           0.070 
26.01.2008  00:00:00           8.650           5.450           5.450           0.090 
27.01.2008  00:00:00           5.050           3.500           3.500           0.050 
28.01.2008  00:00:00           3.550           3.150           3.150           0.050 
29.01.2008  00:00:00           0.000           5.700           5.700           0.030 
30.01.2008  00:00:00           6.150           3.600           3.600           0.060 
31.01.2008  00:00:00           7.450           2.250           2.250           0.310 
01.02.2008  00:00:00          23.800           3.000           3.000           0.190 
02.02.2008  00:00:00           8.150           1.650           1.650           0.050 
03.02.2008  00:00:00          10.050          -0.250          -0.250           0.130 
04.02.2008  00:00:00           0.050           3.950           3.950           0.060 
05.02.2008  00:00:00           1.900           3.300           3.300           0.110 
06.02.2008  00:00:00          17.400           4.150           4.150           0.160 
07.02.2008  00:00:00           7.850           3.650           3.650           0.080 
08.02.2008  00:00:00           8.500           3.200           3.200           0.060 
09.02.2008  00:00:00           4.350           5.900           5.900           0.030 
10.02.2008  00:00:00           0.000           5.050           5.050           0.020 
11.02.2008  00:00:00           0.250           3.400           3.400           0.020 
12.02.2008  00:00:00           0.000           1.650           1.650           0.010 
13.02.2008  00:00:00           0.000           2.250           2.250           0.010 
14.02.2008  00:00:00           0.000           1.400           1.400           0.010 
15.02.2008  00:00:00           0.000          -1.450          -1.450           0.010 
16.02.2008  00:00:00           0.000           0.950           0.950           0.010 
17.02.2008  00:00:00           0.000           3.850           3.850           0.010 
18.02.2008  00:00:00           3.900           5.700           5.700           0.030 
19.02.2008  00:00:00           1.100           6.050           6.050           0.030 
20.02.2008  00:00:00           2.250           4.650           4.650           0.020 
21.02.2008  00:00:00           3.350           3.200           3.200           0.140 
22.02.2008  00:00:00          15.850           5.750           5.750           0.230 
23.02.2008  00:00:00          16.350           4.300           4.300           0.160 
24.02.2008  00:00:00          13.200           5.250           5.250           0.150 
25.02.2008  00:00:00           6.500           4.900           4.900           0.285 
26.02.2008  00:00:00          20.200           4.350           4.350           0.420 
27.02.2008  00:00:00          19.700           5.600           5.600           0.170 
28.02.2008  00:00:00           2.350           4.150           4.150           0.050 
29.02.2008  00:00:00           1.100           3.850           3.850           0.090 
01.03.2008  00:00:00          24.600           3.150           3.150           0.085 
02.03.2008  00:00:00           8.100           3.700           3.700           0.080 
03.03.2008  00:00:00           2.500           2.450           2.450           0.040 
04.03.2008  00:00:00           1.300          -0.150          -0.150           0.030 
05.03.2008  00:00:00           0.500          -1.600          -1.600           0.240 
06.03.2008  00:00:00          36.200           2.900           2.900           0.165 
07.03.2008  00:00:00           1.000           2.600           2.600           0.090 
08.03.2008  00:00:00          11.800           3.950           3.950           0.230 
09.03.2008  00:00:00          19.250           5.150           5.150           0.130 
10.03.2008  00:00:00           4.800           4.350           4.350           0.070 
11.03.2008  00:00:00           3.600           4.400           4.400           0.060 
12.03.2008  00:00:00           4.100           4.900           4.900           0.060 
13.03.2008  00:00:00           0.350           3.900           3.900           0.030 
14.03.2008  00:00:00           2.000           3.250           3.250           0.020 
15.03.2008  00:00:00           2.800           4.200           4.200           0.020 
16.03.2008  00:00:00           0.000           3.700           3.700           0.015 
17.03.2008  00:00:00           0.500           2.050           2.050           0.010 
18.03.2008  00:00:00           0.650           1.000           1.000           0.010 
19.03.2008  00:00:00           0.000           1.250           1.250           0.010 
20.03.2008  00:00:00           0.100           0.900           0.900           0.040 
21.03.2008  00:00:00          15.650           0.300           0.300           0.030 
22.03.2008  00:00:00           0.000          -0.850          -0.850           0.010 
23.03.2008  00:00:00           0.950          -2.300          -2.300           0.010 
24.03.2008  00:00:00           5.150          -2.550          -2.550           0.020 
25.03.2008  00:00:00           0.000          -3.350          -3.350           0.010 
26.03.2008  00:00:00           5.700          -3.850          -3.850           0.015 
27.03.2008  00:00:00           0.000          -3.000          -3.000           0.020 
28.03.2008  00:00:00           7.950          -0.400          -0.400           0.100 
29.03.2008  00:00:00          11.500           3.850           3.850           0.240 
30.03.2008  00:00:00          17.750           4.550           4.550           0.580 
31.03.2008  00:00:00          18.400           4.850           4.850           0.140 
01.04.2008  00:00:00           0.000           5.800           5.800           0.160 
02.04.2008  00:00:00          15.650           4.400           4.400           0.120 
03.04.2008  00:00:00           0.000           4.250           4.250           0.060 
04.04.2008  00:00:00           1.700           4.550           4.550           0.070 
05.04.2008  00:00:00           6.900           4.500           4.500           0.060 
06.04.2008  00:00:00           0.600           2.450           2.450           0.040 
07.04.2008  00:00:00           0.000           3.300           3.300           0.040 
08.04.2008  00:00:00           0.000           2.000           2.000           0.030 
09.04.2008  00:00:00           0.000           2.750           2.750           0.030 
10.04.2008  00:00:00           2.150           2.850           2.850           0.030 
11.04.2008  00:00:00           3.100           3.200           3.200           0.030 
12.04.2008  00:00:00           6.000           5.600           5.600           0.050 
13.04.2008  00:00:00          40.650           4.150           4.150           0.220 
14.04.2008  00:00:00           2.350           4.250           4.250           0.070 
15.04.2008  00:00:00           8.500           4.050           4.050           0.040 
16.04.2008  00:00:00           0.000           3.350           3.350           0.030 
17.04.2008  00:00:00           0.000           4.250           4.250           0.030 
18.04.2008  00:00:00           0.000           5.850           5.850           0.030 
19.04.2008  00:00:00           0.000           5.100           5.100           0.030 
20.04.2008  00:00:00           0.000           5.100           5.100           0.030 
21.04.2008  00:00:00           0.000           6.500           6.500           0.030 
22.04.2008  00:00:00           0.000           7.000           7.000           0.030 
23.04.2008  00:00:00           0.000           7.800           7.800           0.030 
24.04.2008  00:00:00           0.000           7.550           7.550           0.030 
25.04.2008  00:00:00           3.150           8.950           8.950           0.030 
26.04.2008  00:00:00           0.000           6.950           6.950           0.030 
27.04.2008  00:00:00          22.200           7.150           7.150           0.030 
28.04.2008  00:00:00          29.850           9.600           9.600           0.030 
29.04.2008  00:00:00           6.100           8.550           8.550           0.030 
30.04.2008  00:00:00           5.950           8.000           8.000           0.040 
01.05.2008  00:00:00           9.750          10.150          10.150           0.020 
02.05.2008  00:00:00           3.000           8.400           8.400           0.020 
03.05.2008  00:00:00           0.000           7.650           7.650           0.010 
04.05.2008  00:00:00           0.000           6.000           6.000           0.010 
05.05.2008  00:00:00           0.000           8.800           8.800           0.010 
06.05.2008  00:00:00           0.000          10.750          10.750           0.010 
07.05.2008  00:00:00           0.000          10.200          10.200           0.010 
08.05.2008  00:00:00           0.000           9.000           9.000           0.010 
09.05.2008  00:00:00           0.000          11.500          11.500           0.010 
10.05.2008  00:00:00           0.000           9.250           9.250           0.010 
11.05.2008  00:00:00           0.000          12.950          12.950           0.010 
12.05.2008  00:00:00           0.000          11.300          11.300           0.010 
13.05.2008  00:00:00           0.000           9.850           9.850           0.010 
14.05.2008  00:00:00           0.000           9.000           9.000           0.010 
15.05.2008  00:00:00           0.000           9.800           9.800           0.010 
16.05.2008  00:00:00           3.050          10.400          10.400           0.010 
17.05.2008  00:00:00           0.000           7.800           7.800           0.010 
18.05.2008  00:00:00           0.000           8.150           8.150           0.010 
19.05.2008  00:00:00           0.000           6.150           6.150           0.010 
20.05.2008  00:00:00           0.000           6.500           6.500           0.000 
21.05.2008  00:00:00           0.000           6.850           6.850           0.000 
22.05.2008  00:00:00           0.000           7.850           7.850           0.000 
23.05.2008  00:00:00           0.000           8.100           8.100           0.000 
24.05.2008  00:00:00           0.000           8.400           8.400           0.000 
25.05.2008  00:00:00           0.000          11.600          11.600           0.000 
26.05.2008  00:00:00           0.000           9.900           9.900           0.000 
27.05.2008  00:00:00           0.000          11.500          11.500           0.000 
28.05.2008  00:00:00           0.000          13.500          13.500           0.000 
29.05.2008  00:00:00           1.800          17.000          17.000           0.010 
30.05.2008  00:00:00           0.200          17.200          17.200           0.000 
31.05.2008  00:00:00           0.000          17.550          17.550           0.000 
01.06.2008  00:00:00           0.000          18.550          18.550           0.000 
02.06.2008  00:00:00           0.000          18.550          18.550           0.000 
03.06.2008  00:00:00           0.000          17.550          17.550           0.000 
04.06.2008  00:00:00           0.000          20.600          20.600           0.000 
05.06.2008  00:00:00           0.000          17.850          17.850           0.000 
06.06.2008  00:00:00           0.000          16.750          16.750           0.000 
07.06.2008  00:00:00           0.000          16.950          16.950           0.010 
08.06.2008  00:00:00           0.000          16.550          16.550           0.000 
09.06.2008  00:00:00           0.000          14.800          14.800           0.000 
10.06.2008  00:00:00           1.600          14.150          14.150           0.010 
11.06.2008  00:00:00           8.900          10.000          10.000           0.010 
12.06.2008  00:00:00           8.400           9.150           9.150           0.000 
