date        time     P_O_Lye2_178moh   T_Lye2_178moh   T_Lye2_178moh          Q_Lye2 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
20.11.2008  00:00:00          18.100           6.450           6.450           0.170 
21.11.2008  00:00:00          12.400           0.600           0.600           0.105 
22.11.2008  00:00:00           3.800          -1.200          -1.200           0.040 
23.11.2008  00:00:00           0.000          -3.000          -3.000           0.030 
24.11.2008  00:00:00           0.100          -4.800          -4.800           0.020 
25.11.2008  00:00:00           0.000          -3.650          -3.650           0.020 
26.11.2008  00:00:00           9.650           0.050           0.050           0.190 
27.11.2008  00:00:00           3.400           8.000           8.000           0.090 
28.11.2008  00:00:00           7.300           5.750           5.750           0.080 
29.11.2008  00:00:00           6.650           3.000           3.000           0.070 
30.11.2008  00:00:00           0.650           1.650           1.650           0.040 
01.12.2008  00:00:00           0.100          -0.950          -0.950           0.030 
02.12.2008  00:00:00           0.000           0.300           0.300           0.020 
03.12.2008  00:00:00           0.000          -2.200          -2.200           0.020 
04.12.2008  00:00:00           1.900          -1.850          -1.850           0.020 
05.12.2008  00:00:00           0.400           1.550           1.550           0.015 
06.12.2008  00:00:00           0.150           2.200           2.200           0.010 
07.12.2008  00:00:00           0.000          -0.750          -0.750           0.020 
08.12.2008  00:00:00           9.300           3.100           3.100           0.080 
09.12.2008  00:00:00           6.600           3.400           3.400           0.050 
10.12.2008  00:00:00           1.350          -0.200          -0.200           0.030 
11.12.2008  00:00:00           0.000          -2.750          -2.750           0.020 
12.12.2008  00:00:00           0.000          -0.700          -0.700           0.010 
13.12.2008  00:00:00           0.100           0.950           0.950           0.010 
14.12.2008  00:00:00           0.000           2.450           2.450           0.010 
15.12.2008  00:00:00           0.000           3.400           3.400           0.010 
16.12.2008  00:00:00           9.500           3.900           3.900           0.020 
17.12.2008  00:00:00          21.050           5.000           5.000           0.160 
18.12.2008  00:00:00          11.050           5.100           5.100           0.130 
19.12.2008  00:00:00           8.250           5.700           5.700           0.090 
20.12.2008  00:00:00          20.600           3.950           3.950           0.210 
21.12.2008  00:00:00           4.300           4.550           4.550           0.100 
22.12.2008  00:00:00           8.250           5.900           5.900           0.070 
23.12.2008  00:00:00           2.700           4.300           4.300           0.040 
24.12.2008  00:00:00           0.000           4.550           4.550           0.030 
25.12.2008  00:00:00           9.650           1.850           1.850           0.020 
26.12.2008  00:00:00           0.000          -0.200          -0.200           0.020 
27.12.2008  00:00:00           0.000           0.200           0.200           0.010 
28.12.2008  00:00:00           0.000          -1.150          -1.150           0.010 
29.12.2008  00:00:00           2.950          -0.350          -0.350           0.010 
30.12.2008  00:00:00           3.100           0.900           0.900           0.010 
31.12.2008  00:00:00           0.000          -0.450          -0.450           0.010 
01.01.2009  00:00:00           0.000           0.700           0.700           0.010 
02.01.2009  00:00:00          10.450          -3.650          -3.650           0.010 
03.01.2009  00:00:00           6.050          -1.700          -1.700           0.020 
04.01.2009  00:00:00           0.100           0.900           0.900           0.010 
05.01.2009  00:00:00           0.000          -5.450          -5.450           0.010 
06.01.2009  00:00:00           0.000          -3.500          -3.500           0.020 
07.01.2009  00:00:00          10.150           1.100           1.100           0.010 
08.01.2009  00:00:00          23.250          -1.350          -1.350           0.050 
09.01.2009  00:00:00           7.000           5.000           5.000           0.050 
10.01.2009  00:00:00           1.700           4.700           4.700           0.050 
11.01.2009  00:00:00          11.600           4.300           4.300           0.440 
12.01.2009  00:00:00          41.600           5.850           5.850           0.280 
13.01.2009  00:00:00           2.250           6.150           6.150           0.090 
14.01.2009  00:00:00           7.450           3.400           3.400           0.050 
15.01.2009  00:00:00           0.000           0.100           0.100           0.030 
16.01.2009  00:00:00           5.100           0.800           0.800           0.030 
17.01.2009  00:00:00           0.350           1.100           1.100           0.040 
18.01.2009  00:00:00           7.550           1.700           1.700           0.380 
19.01.2009  00:00:00          17.800           2.600           2.600           0.250 
20.01.2009  00:00:00           0.000           3.000           3.000           0.120 
21.01.2009  00:00:00          10.450           3.050           3.050           0.360 
22.01.2009  00:00:00          21.400           3.600           3.600           0.190 
23.01.2009  00:00:00           2.750           1.800           1.800           0.130 
24.01.2009  00:00:00           0.000           2.700           2.700           0.090 
25.01.2009  00:00:00           0.000           0.300           0.300           0.050 
26.01.2009  00:00:00           6.450           3.050           3.050           0.030 
27.01.2009  00:00:00           0.000           0.900           0.900           0.020 
28.01.2009  00:00:00           1.100           2.200           2.200           0.030 
29.01.2009  00:00:00           2.100           2.950           2.950           0.020 
30.01.2009  00:00:00           0.100           0.850           0.850           0.020 
31.01.2009  00:00:00           0.000          -1.800          -1.800           0.020 
01.02.2009  00:00:00           0.000          -4.000          -4.000           0.010 
02.02.2009  00:00:00           0.000          -4.200          -4.200           0.010 
03.02.2009  00:00:00           0.000          -2.550          -2.550           0.010 
04.02.2009  00:00:00           0.200          -0.450          -0.450           0.020 
05.02.2009  00:00:00           7.250           0.300           0.300           0.020 
06.02.2009  00:00:00           1.450           0.700           0.700           0.020 
07.02.2009  00:00:00           2.500          -0.300          -0.300           0.020 
08.02.2009  00:00:00           0.000          -3.050          -3.050           0.010 
09.02.2009  00:00:00           3.700          -4.850          -4.850           0.010 
10.02.2009  00:00:00           0.000          -5.350          -5.350           0.010 
11.02.2009  00:00:00           0.000          -4.750          -4.750           0.010 
12.02.2009  00:00:00           0.000          -4.750          -4.750           0.010 
13.02.2009  00:00:00           2.750          -4.200          -4.200           0.010 
14.02.2009  00:00:00           0.000          -5.250          -5.250           0.010 
15.02.2009  00:00:00           2.900          -4.200          -4.200           0.010 
16.02.2009  00:00:00           4.200           0.300           0.300           0.020 
17.02.2009  00:00:00           5.050          -0.050          -0.050           0.010 
18.02.2009  00:00:00           2.500          -1.500          -1.500           0.020 
19.02.2009  00:00:00           1.700           1.600           1.600           0.040 
20.02.2009  00:00:00           0.950           1.500           1.500           0.050 
21.02.2009  00:00:00           1.950           1.350           1.350           0.550 
22.02.2009  00:00:00          32.450           3.950           3.950           0.280 
23.02.2009  00:00:00           4.250           3.900           3.900           0.110 
24.02.2009  00:00:00           0.000           2.650           2.650           0.060 
25.02.2009  00:00:00           2.600           3.800           3.800           0.050 
26.02.2009  00:00:00          11.900           3.750           3.750           0.130 
27.02.2009  00:00:00           2.300           2.750           2.750           0.070 
28.02.2009  00:00:00           0.000           1.650           1.650           0.040 
01.03.2009  00:00:00           0.000           1.500           1.500           0.030 
02.03.2009  00:00:00           3.600           3.100           3.100           0.040 
03.03.2009  00:00:00           4.700           4.000           4.000           0.040 
04.03.2009  00:00:00           3.550           4.600           4.600           0.070 
05.03.2009  00:00:00           0.000           4.150           4.150           0.040 
06.03.2009  00:00:00           3.150           4.500           4.500           0.050 
07.03.2009  00:00:00           6.300           1.150           1.150           0.040 
08.03.2009  00:00:00          19.350           2.650           2.650           0.290 
09.03.2009  00:00:00          11.650           3.450           3.450           0.150 
10.03.2009  00:00:00           5.050           3.450           3.450           0.100 
11.03.2009  00:00:00           4.500           1.750           1.750           0.060 
12.03.2009  00:00:00           5.000           2.300           2.300           0.080 
13.03.2009  00:00:00          10.050           3.700           3.700           0.120 
14.03.2009  00:00:00           0.250           4.850           4.850           0.060 
15.03.2009  00:00:00           1.300           5.150           5.150           0.040 
16.03.2009  00:00:00           1.250           5.050           5.050           0.070 
17.03.2009  00:00:00           9.900           4.800           4.800           0.080 
18.03.2009  00:00:00           0.500           4.250           4.250           0.040 
19.03.2009  00:00:00           0.000           3.000           3.000           0.030 
20.03.2009  00:00:00           0.000           2.500           2.500           0.020 
21.03.2009  00:00:00           0.000           3.700           3.700           0.020 
22.03.2009  00:00:00           2.000           4.950           4.950           0.020 
23.03.2009  00:00:00           4.400           3.900           3.900           0.020 
24.03.2009  00:00:00           1.750           1.300           1.300           0.020 
25.03.2009  00:00:00           3.600           1.800           1.800           0.020 
26.03.2009  00:00:00           0.100           0.450           0.450           0.020 
27.03.2009  00:00:00           5.550           0.350           0.350           0.020 
28.03.2009  00:00:00           0.200           2.000           2.000           0.020 
29.03.2009  00:00:00           0.100           1.600           1.600           0.010 
30.03.2009  00:00:00           2.150           2.100           2.100           0.020 
31.03.2009  00:00:00           5.500           4.700           4.700           0.030 
01.04.2009  00:00:00           3.150           5.700           5.700           0.025 
02.04.2009  00:00:00           0.000           6.050           6.050           0.020 
03.04.2009  00:00:00           0.000           4.350           4.350           0.020 
04.04.2009  00:00:00           0.000           3.500           3.500           0.020 
05.04.2009  00:00:00           0.700           6.450           6.450           0.010 
06.04.2009  00:00:00           0.000           4.800           4.800           0.010 
07.04.2009  00:00:00           0.000           6.700           6.700           0.020 
08.04.2009  00:00:00           3.350           7.200           7.200           0.030 
09.04.2009  00:00:00           9.900           6.150           6.150           0.040 
10.04.2009  00:00:00           0.000           8.550           8.550           0.020 
11.04.2009  00:00:00           2.950          10.750          10.750           0.030 
12.04.2009  00:00:00           3.900           9.500           9.500           0.020 
13.04.2009  00:00:00           4.200           7.100           7.100           0.020 
14.04.2009  00:00:00           1.700           6.800           6.800           0.020 
15.04.2009  00:00:00           0.000           8.050           8.050           0.020 
16.04.2009  00:00:00           0.000           9.800           9.800           0.010 
17.04.2009  00:00:00           0.000           8.050           8.050           0.010 
18.04.2009  00:00:00           0.000           6.750           6.750           0.010 
19.04.2009  00:00:00           0.000           6.600           6.600           0.010 
20.04.2009  00:00:00           0.000           7.050           7.050           0.010 
21.04.2009  00:00:00           0.000           5.500           5.500           0.010 
22.04.2009  00:00:00           0.050           6.650           6.650           0.010 
23.04.2009  00:00:00           0.000           7.400           7.400           0.010 
24.04.2009  00:00:00           0.000           7.200           7.200           0.010 
25.04.2009  00:00:00           0.000           9.700           9.700           0.010 
26.04.2009  00:00:00           0.000          11.850          11.850           0.010 
27.04.2009  00:00:00           0.100           9.100           9.100           0.030 
28.04.2009  00:00:00          13.350           7.600           7.600           0.010 
29.04.2009  00:00:00           0.000          11.300          11.300           0.010 
30.04.2009  00:00:00           0.400          11.900          11.900           0.010 
01.05.2009  00:00:00           0.000           9.800           9.800           0.010 
02.05.2009  00:00:00           2.850          11.600          11.600           0.010 
03.05.2009  00:00:00           0.000           7.650           7.650           0.010 
04.05.2009  00:00:00           3.750           7.500           7.500           0.050 
05.05.2009  00:00:00          16.900           7.650           7.650           0.080 
06.05.2009  00:00:00           4.100           6.550           6.550           0.030 
07.05.2009  00:00:00          15.500           7.150           7.150           0.120 
08.05.2009  00:00:00           2.300           8.200           8.200           0.060 
09.05.2009  00:00:00           5.200           7.550           7.550           0.040 
10.05.2009  00:00:00           7.700           7.400           7.400           0.080 
11.05.2009  00:00:00           0.000           6.200           6.200           0.030 
12.05.2009  00:00:00           0.000           7.300           7.300           0.020 
13.05.2009  00:00:00           0.000           9.350           9.350           0.020 
14.05.2009  00:00:00           0.000           9.950           9.950           0.020 
15.05.2009  00:00:00           0.950           8.800           8.800           0.020 
16.05.2009  00:00:00           0.100          10.850          10.850           0.010 
17.05.2009  00:00:00           0.000          11.800          11.800           0.020 
18.05.2009  00:00:00           0.550          10.150          10.150           0.010 
19.05.2009  00:00:00           6.300          10.200          10.200           0.030 
20.05.2009  00:00:00           2.200          10.100          10.100           0.020 
21.05.2009  00:00:00           2.600           9.650           9.650           0.030 
22.05.2009  00:00:00          16.300           8.750           8.750           0.130 
23.05.2009  00:00:00           7.450           8.600           8.600           0.050 
24.05.2009  00:00:00           2.700          10.500          10.500           0.040 
25.05.2009  00:00:00           1.200           9.000           9.000           0.030 
26.05.2009  00:00:00           0.000          11.950          11.950           0.090 
27.05.2009  00:00:00          16.900           8.950           8.950           0.160 
28.05.2009  00:00:00          12.700           7.900           7.900           0.120 
29.05.2009  00:00:00           2.350           9.350           9.350           0.040 
30.05.2009  00:00:00           0.000          13.100          13.100           0.030 
31.05.2009  00:00:00           0.000          14.400          14.400           0.020 
01.06.2009  00:00:00           0.200          14.900          14.900           0.020 
02.06.2009  00:00:00           0.000          13.700          13.700           0.020 
03.06.2009  00:00:00           0.000           9.350           9.350           0.020 
04.06.2009  00:00:00           0.000           8.150           8.150           0.020 
05.06.2009  00:00:00           0.300           7.400           7.400           0.020 
06.06.2009  00:00:00           0.000           8.950           8.950           0.020 
07.06.2009  00:00:00           0.000           7.750           7.750           0.020 
08.06.2009  00:00:00           5.800           9.150           9.150           0.030 
09.06.2009  00:00:00           5.950           9.200           9.200           0.020 
10.06.2009  00:00:00           0.100          10.450          10.450           0.020 
11.06.2009  00:00:00           0.100           9.700           9.700           0.020 
12.06.2009  00:00:00           0.000          10.300          10.300           0.020 
13.06.2009  00:00:00           0.000          10.450          10.450           0.020 
14.06.2009  00:00:00           0.000           9.500           9.500           0.020 
15.06.2009  00:00:00           0.000          10.050          10.050           0.020 
16.06.2009  00:00:00           0.000           8.800           8.800           0.020 
17.06.2009  00:00:00           0.000           8.600           8.600           0.070 
18.06.2009  00:00:00          27.350          11.050          11.050           0.070 
19.06.2009  00:00:00           3.950          11.150          11.150           0.030 
20.06.2009  00:00:00           0.000          10.300          10.300           0.010 
21.06.2009  00:00:00           0.000          11.200          11.200           0.010 
22.06.2009  00:00:00           0.150          10.850          10.850           0.010 
23.06.2009  00:00:00           0.500          12.150          12.150           0.010 
24.06.2009  00:00:00           0.000          13.900          13.900           0.010 
25.06.2009  00:00:00           0.000          15.950          15.950           0.010 
26.06.2009  00:00:00           0.000          20.300          20.300           0.010 
27.06.2009  00:00:00           0.000          19.950          19.950           0.010 
28.06.2009  00:00:00           0.000          18.550          18.550           0.010 
29.06.2009  00:00:00           0.000          20.850          20.850           0.010 
30.06.2009  00:00:00           0.100          20.250          20.250           0.010 
01.07.2009  00:00:00           0.200          17.400          17.400           0.010 
02.07.2009  00:00:00           0.300          18.100          18.100           0.010 
03.07.2009  00:00:00           0.000          19.800          19.800           0.010 
04.07.2009  00:00:00           0.000          20.300          20.300           0.010 
05.07.2009  00:00:00           0.000          18.800          18.800           0.010 
06.07.2009  00:00:00           0.000          17.800          17.800           0.010 
07.07.2009  00:00:00          13.550          16.050          16.050           0.060 
08.07.2009  00:00:00           0.600          15.900          15.900           0.010 
09.07.2009  00:00:00           0.300          14.200          14.200           0.020 
10.07.2009  00:00:00           4.750          14.150          14.150           0.010 
11.07.2009  00:00:00           0.000          14.100          14.100           0.010 
12.07.2009  00:00:00           0.000          14.400          14.400           0.010 
13.07.2009  00:00:00          10.400          14.100          14.100           0.030 
14.07.2009  00:00:00           4.900          13.650          13.650           0.010 
15.07.2009  00:00:00           3.250          16.050          16.050           0.030 
16.07.2009  00:00:00          14.850          15.150          15.150           0.020 
17.07.2009  00:00:00           0.500          14.800          14.800           0.010 
18.07.2009  00:00:00           0.000          17.800          17.800           0.470 
19.07.2009  00:00:00          66.700          14.600          14.600           0.200 
20.07.2009  00:00:00           3.000          14.250          14.250           0.080 
21.07.2009  00:00:00           9.100          13.950          13.950           0.080 
22.07.2009  00:00:00           0.000          12.950          12.950           0.040 
23.07.2009  00:00:00           8.650          14.800          14.800           0.040 
24.07.2009  00:00:00           6.050          15.850          15.850           0.030 
25.07.2009  00:00:00          14.750          14.750          14.750           0.160 
26.07.2009  00:00:00          13.350          13.500          13.500           0.060 
27.07.2009  00:00:00           1.600          12.400          12.400           0.060 
28.07.2009  00:00:00           6.450          13.500          13.500           0.040 
29.07.2009  00:00:00          11.600          14.950          14.950           0.060 
30.07.2009  00:00:00          12.500          15.450          15.450           0.110 
31.07.2009  00:00:00          44.850          13.950          13.950           0.580 
01.08.2009  00:00:00           5.050          11.500          11.500           0.080 
02.08.2009  00:00:00           2.500          14.300          14.300           0.040 
03.08.2009  00:00:00           0.950          14.400          14.400           0.020 
04.08.2009  00:00:00           0.150          15.950          15.950           0.020 
05.08.2009  00:00:00           0.000          15.300          15.300           0.010 
06.08.2009  00:00:00           1.400          16.600          16.600           0.010 
07.08.2009  00:00:00           0.100          18.500          18.500           0.010 
08.08.2009  00:00:00           3.000          19.750          19.750           0.160 
09.08.2009  00:00:00          12.300          15.650          15.650           0.070 
10.08.2009  00:00:00           0.400          15.200          15.200           0.030 
11.08.2009  00:00:00           3.700          15.100          15.100           0.020 
12.08.2009  00:00:00           1.500          13.750          13.750           0.040 
13.08.2009  00:00:00           4.050          13.450          13.450           0.040 
14.08.2009  00:00:00           1.450          12.300          12.300           0.030 
15.08.2009  00:00:00           6.350          12.550          12.550           0.330 
16.08.2009  00:00:00          35.500          14.200          14.200           0.220 
17.08.2009  00:00:00          11.000          13.150          13.150           0.130 
18.08.2009  00:00:00           2.350          12.500          12.500           0.060 
19.08.2009  00:00:00           0.000          12.950          12.950           0.040 
20.08.2009  00:00:00           0.000          15.950          15.950           0.030 
21.08.2009  00:00:00           3.450          18.000          18.000           0.040 
22.08.2009  00:00:00          12.150          13.050          13.050           0.050 
23.08.2009  00:00:00          10.700          12.400          12.400           0.070 
24.08.2009  00:00:00           0.000          14.450          14.450           0.040 
25.08.2009  00:00:00           0.000          17.450          17.450           0.030 
26.08.2009  00:00:00           5.100          13.950          13.950           0.020 
27.08.2009  00:00:00          11.300          15.150          15.150           0.090 
28.08.2009  00:00:00           8.300          14.650          14.650           0.110 
29.08.2009  00:00:00          24.950          12.400          12.400           0.220 
30.08.2009  00:00:00          21.200          11.000          11.000           0.230 
31.08.2009  00:00:00           3.300          11.800          11.800           0.110 
01.09.2009  00:00:00          10.850          15.250          15.250           0.110 
02.09.2009  00:00:00           9.700          13.750          13.750           0.320 
03.09.2009  00:00:00          14.950          12.150          12.150           0.120 
04.09.2009  00:00:00           7.000          13.400          13.400           0.100 
05.09.2009  00:00:00           0.000          13.550          13.550           0.050 
06.09.2009  00:00:00           1.800          11.450          11.450           0.040 
07.09.2009  00:00:00           5.150          12.500          12.500           0.090 
08.09.2009  00:00:00          10.150          11.900          11.900           0.070 
09.09.2009  00:00:00           2.400          14.950          14.950           0.040 
10.09.2009  00:00:00           1.950          12.550          12.550           0.030 
11.09.2009  00:00:00           0.950          11.750          11.750           0.020 
12.09.2009  00:00:00           1.300          11.850          11.850           0.030 
13.09.2009  00:00:00           2.600          11.550          11.550           0.020 
14.09.2009  00:00:00           0.100          12.700          12.700           0.020 
15.09.2009  00:00:00           0.000          12.400          12.400           0.020 
16.09.2009  00:00:00           0.000          12.100          12.100           0.020 
17.09.2009  00:00:00           0.450          10.800          10.800           0.010 
18.09.2009  00:00:00           0.000          10.700          10.700           0.010 
19.09.2009  00:00:00           0.000          12.100          12.100           0.010 
20.09.2009  00:00:00           4.300          13.100          13.100           0.030 
21.09.2009  00:00:00           1.250          10.550          10.550           0.020 
22.09.2009  00:00:00          24.300          12.500          12.500           0.140 
23.09.2009  00:00:00           5.250          12.400          12.400           0.200 
24.09.2009  00:00:00          10.450          10.500          10.500           0.170 
25.09.2009  00:00:00           5.200          11.500          11.500           0.100 
26.09.2009  00:00:00           3.800          12.350          12.350           0.050 
27.09.2009  00:00:00           0.000          12.050          12.050           0.070 
28.09.2009  00:00:00          11.700          11.700          11.700           0.170 
29.09.2009  00:00:00           8.450           7.550           7.550           0.100 
30.09.2009  00:00:00           3.700           6.250           6.250           0.100 
01.10.2009  00:00:00           9.900           6.600           6.600           0.120 
02.10.2009  00:00:00           3.200           5.000           5.000           0.070 
03.10.2009  00:00:00           5.050           6.000           6.000           0.220 
04.10.2009  00:00:00          25.750           8.400           8.400           0.340 
05.10.2009  00:00:00           6.750           6.200           6.200           0.110 
06.10.2009  00:00:00           1.200           5.400           5.400           0.110 
07.10.2009  00:00:00          15.250           9.200           9.200           0.110 
08.10.2009  00:00:00           5.650           6.450           6.450           0.110 
09.10.2009  00:00:00           6.700           5.050           5.050           0.070 
10.10.2009  00:00:00           0.000           5.500           5.500           0.040 
11.10.2009  00:00:00           0.000           7.200           7.200           0.030 
12.10.2009  00:00:00           0.000           6.150           6.150           0.020 
13.10.2009  00:00:00           0.100           4.550           4.550           0.020 
14.10.2009  00:00:00           0.000           3.300           3.300           0.010 
15.10.2009  00:00:00           0.000           4.150           4.150           0.010 
16.10.2009  00:00:00           3.500           7.500           7.500           0.010 
17.10.2009  00:00:00           0.000           6.050           6.050           0.010 
18.10.2009  00:00:00           0.000           3.950           3.950           0.010 
19.10.2009  00:00:00           2.000           5.700           5.700           0.010 
20.10.2009  00:00:00           0.000           6.750           6.750           0.010 
21.10.2009  00:00:00           0.000           9.250           9.250           0.010 
22.10.2009  00:00:00           0.000           8.400           8.400           0.010 
23.10.2009  00:00:00           0.000           7.550           7.550           0.010 
24.10.2009  00:00:00           0.000           7.500           7.500           0.010 
25.10.2009  00:00:00           0.100           6.950           6.950           0.010 
26.10.2009  00:00:00           2.000           8.150           8.150           0.010 
27.10.2009  00:00:00           0.300           7.250           7.250           0.010 
28.10.2009  00:00:00           1.250           5.750           5.750           0.030 
29.10.2009  00:00:00           7.250           6.600           6.600           0.010 
30.10.2009  00:00:00           0.000           5.600           5.600           0.010 
31.10.2009  00:00:00           0.000           6.100           6.100           0.010 
01.11.2009  00:00:00           1.750           5.650           5.650           0.010 
02.11.2009  00:00:00           3.350           6.100           6.100           0.050 
03.11.2009  00:00:00          20.900           9.100           9.100           0.110 
04.11.2009  00:00:00           6.250           7.100           7.100           0.040 
05.11.2009  00:00:00           0.000           3.550           3.550           0.020 
06.11.2009  00:00:00           0.000           2.600           2.600           0.020 
07.11.2009  00:00:00           4.650           5.500           5.500           0.020 
08.11.2009  00:00:00           2.950           7.550           7.550           0.020 
09.11.2009  00:00:00           0.100           6.950           6.950           0.010 
10.11.2009  00:00:00           0.000           3.150           3.150           0.010 
11.11.2009  00:00:00           0.000           2.550           2.550           0.010 
12.11.2009  00:00:00           0.000           3.850           3.850           0.010 
13.11.2009  00:00:00           0.000           3.150           3.150           0.010 
14.11.2009  00:00:00           1.900           5.250           5.250           0.080 
15.11.2009  00:00:00          24.500           9.100           9.100           0.160 
16.11.2009  00:00:00           0.100           7.600           7.600           0.050 
17.11.2009  00:00:00           6.350           7.500           7.500           0.150 
18.11.2009  00:00:00          13.200           7.200           7.200           0.150 
19.11.2009  00:00:00           4.350           5.700           5.700           0.500 
20.11.2009  00:00:00          67.300           9.200           9.200           0.960 
21.11.2009  00:00:00          15.050           9.350           9.350           0.110 
22.11.2009  00:00:00          29.250           7.450           7.450           0.460 
23.11.2009  00:00:00           7.750           7.850           7.850           0.150 
24.11.2009  00:00:00          13.050           6.400           6.400           0.220 
25.11.2009  00:00:00          18.350           7.450           7.450           0.280 
26.11.2009  00:00:00          15.800           7.550           7.550           0.200 
27.11.2009  00:00:00          10.350           6.350           6.350           0.140 
28.11.2009  00:00:00           6.500           5.100           5.100           0.090 
29.11.2009  00:00:00           1.350           3.600           3.600           0.060 
30.11.2009  00:00:00           2.000           1.550           1.550           0.060 
01.12.2009  00:00:00           0.000          -0.350          -0.350           0.030 
02.12.2009  00:00:00           0.000          -2.000          -2.000           0.030 
03.12.2009  00:00:00           0.000           2.850           2.850           0.030 
04.12.2009  00:00:00           0.000           3.900           3.900           0.020 
05.12.2009  00:00:00           0.000           5.300           5.300           0.020 
06.12.2009  00:00:00           3.700           4.900           4.900           0.070 
07.12.2009  00:00:00          13.600           6.550           6.550           0.120 
08.12.2009  00:00:00           3.300           6.900           6.900           0.060 
09.12.2009  00:00:00           0.000           6.300           6.300           0.040 
10.12.2009  00:00:00           0.900           6.300           6.300           0.030 
11.12.2009  00:00:00           0.450           5.050           5.050           0.020 
12.12.2009  00:00:00           0.200           0.850           0.850           0.020 
13.12.2009  00:00:00           0.000           0.500           0.500           0.020 
14.12.2009  00:00:00           1.400           1.100           1.100           0.020 
15.12.2009  00:00:00           9.900           2.550           2.550           0.050 
16.12.2009  00:00:00           0.450           1.850           1.850           0.030 
17.12.2009  00:00:00           0.200          -1.050          -1.050           0.020 
18.12.2009  00:00:00           0.000          -6.000          -6.000           0.010 
19.12.2009  00:00:00           0.400          -6.950          -6.950           0.010 
20.12.2009  00:00:00          28.900          -1.600          -1.600           0.010 
21.12.2009  00:00:00           1.550          -4.050          -4.050           0.010 
22.12.2009  00:00:00           0.000          -2.600          -2.600           0.010 
23.12.2009  00:00:00           0.000          -0.800          -0.800           0.010 
24.12.2009  00:00:00           5.700           0.450           0.450           0.020 
25.12.2009  00:00:00           3.000           1.400           1.400           0.010 
26.12.2009  00:00:00           0.150           0.750           0.750           0.010 
27.12.2009  00:00:00           0.900           0.000           0.000           0.010 
28.12.2009  00:00:00           3.000          -0.750          -0.750           0.010 
29.12.2009  00:00:00           1.450          -0.650          -0.650           0.010 
30.12.2009  00:00:00           0.600          -4.650          -4.650           0.010 
31.12.2009  00:00:00           0.000          -9.350          -9.350           0.010 
01.01.2010  00:00:00           0.000          -8.300          -8.300           0.010 
02.01.2010  00:00:00           0.000          -6.000          -6.000           0.010 
03.01.2010  00:00:00           0.000         -10.500         -10.500           0.010 
04.01.2010  00:00:00           0.000          -6.650          -6.650           0.010 
05.01.2010  00:00:00           0.000          -6.250          -6.250           0.010 
06.01.2010  00:00:00           0.000          -7.850          -7.850           0.010 
07.01.2010  00:00:00           0.000         -10.750         -10.750           0.000 
08.01.2010  00:00:00           0.000         -11.250         -11.250           0.000 
09.01.2010  00:00:00           0.000         -11.450         -11.450           0.000 
10.01.2010  00:00:00           0.000          -8.200          -8.200           0.000 
11.01.2010  00:00:00           0.000          -6.050          -6.050           0.000 
12.01.2010  00:00:00           0.000          -3.100          -3.100           0.000 
13.01.2010  00:00:00           0.000           1.200           1.200           0.000 
14.01.2010  00:00:00           0.000           0.850           0.850           0.000 
15.01.2010  00:00:00           0.000          -1.850          -1.850           0.000 
16.01.2010  00:00:00           0.000           0.200           0.200           0.000 
17.01.2010  00:00:00           0.000          -0.350          -0.350           0.000 
18.01.2010  00:00:00           0.000          -0.650          -0.650           0.000 
19.01.2010  00:00:00           0.000          -0.750          -0.750           0.000 
20.01.2010  00:00:00           0.000          -1.950          -1.950           0.000 
21.01.2010  00:00:00           0.000          -1.650          -1.650           0.000 
22.01.2010  00:00:00           0.000          -1.350          -1.350           0.000 
23.01.2010  00:00:00           0.000          -0.750          -0.750           0.000 
24.01.2010  00:00:00           0.000          -1.350          -1.350           0.000 
25.01.2010  00:00:00           0.000          -6.400          -6.400           0.000 
26.01.2010  00:00:00           0.000          -6.400          -6.400           0.000 
27.01.2010  00:00:00           4.600          -1.100          -1.100           0.060 
28.01.2010  00:00:00           8.250           1.850           1.850           0.040 
29.01.2010  00:00:00           0.300          -3.300          -3.300           0.020 
30.01.2010  00:00:00           0.000          -7.150          -7.150           0.020 
31.01.2010  00:00:00           3.700          -4.700          -4.700           0.010 
01.02.2010  00:00:00           0.000          -6.900          -6.900           0.010 
02.02.2010  00:00:00           4.000          -4.100          -4.100           0.010 
03.02.2010  00:00:00           4.050          -5.200          -5.200           0.010 
04.02.2010  00:00:00           0.000          -6.550          -6.550           0.010 
05.02.2010  00:00:00           0.000          -2.900          -2.900           0.010 
06.02.2010  00:00:00           0.000           0.800           0.800           0.010 
07.02.2010  00:00:00           0.000           0.150           0.150           0.010 
08.02.2010  00:00:00           0.000          -0.150          -0.150           0.010 
09.02.2010  00:00:00           0.000          -5.550          -5.550           0.010 
10.02.2010  00:00:00           0.000          -4.800          -4.800           0.000 
11.02.2010  00:00:00           0.000          -4.650          -4.650           0.010 
12.02.2010  00:00:00           1.450          -1.900          -1.900           0.000 
13.02.2010  00:00:00           0.000          -3.050          -3.050           0.000 
14.02.2010  00:00:00           0.000          -5.100          -5.100           0.010 
15.02.2010  00:00:00           0.000          -0.400          -0.400           0.010 
16.02.2010  00:00:00           0.000          -1.000          -1.000           0.010 
17.02.2010  00:00:00           0.000          -2.000          -2.000           0.010 
18.02.2010  00:00:00           0.000          -1.350          -1.350           0.010 
19.02.2010  00:00:00           0.000          -3.300          -3.300           0.010 
