date        time        P_O_Storgama      ovf_607moh      T_Storgama      ovf_607moh 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
07.06.2011  00:00:00          20.770          13.230          13.230           0.040 
08.06.2011  00:00:00           0.000          14.200          14.200           0.020 
09.06.2011  00:00:00           6.000          13.970          13.970           0.100 
10.06.2011  00:00:00          20.770          12.000          12.000           0.060 
11.06.2011  00:00:00           0.000          12.700          12.700           0.020 
12.06.2011  00:00:00           0.000          11.070          11.070           0.010 
13.06.2011  00:00:00           0.000           9.870           9.870           0.010 
14.06.2011  00:00:00           4.700          10.470          10.470           0.010 
15.06.2011  00:00:00           0.000           9.700           9.700           0.000 
16.06.2011  00:00:00           0.600          10.700          10.700           0.000 
17.06.2011  00:00:00          23.300          11.600          11.600           0.070 
18.06.2011  00:00:00          14.070           8.600           8.600           0.050 
19.06.2011  00:00:00           0.000           9.830           9.830           0.030 
20.06.2011  00:00:00           3.770           8.400           8.400           0.020 
21.06.2011  00:00:00           2.100          10.370          10.370           0.020 
22.06.2011  00:00:00           0.000          11.330          11.330           0.010 
23.06.2011  00:00:00           0.200          11.930          11.930           0.010 
24.06.2011  00:00:00           2.170          12.130          12.130           0.010 
25.06.2011  00:00:00           0.000          10.830          10.830           0.000 
26.06.2011  00:00:00           0.000          11.370          11.370           0.000 
27.06.2011  00:00:00           1.030          14.300          14.300           0.000 
28.06.2011  00:00:00           0.100          15.000          15.000           0.000 
29.06.2011  00:00:00           0.030          13.770          13.770           0.000 
30.06.2011  00:00:00           7.330          12.730          12.730           0.010 
01.07.2011  00:00:00          15.700          12.400          12.400           0.020 
02.07.2011  00:00:00           0.200          13.800          13.800           0.010 
03.07.2011  00:00:00           0.200          15.300          15.300           0.010 
04.07.2011  00:00:00           0.700          17.500          17.500           0.010 
05.07.2011  00:00:00           0.000          15.200          15.200           0.010 
06.07.2011  00:00:00           0.100          15.070          15.070           0.010 
07.07.2011  00:00:00          10.400          14.800          14.800           0.020 
08.07.2011  00:00:00          15.400          12.400          12.400           0.020 
09.07.2011  00:00:00           4.900          11.870          11.870           0.030 
10.07.2011  00:00:00          18.000          10.300          10.300           0.060 
11.07.2011  00:00:00           0.270          11.030          11.030           0.030 
12.07.2011  00:00:00           2.270          12.630          12.630           0.010 
13.07.2011  00:00:00           9.770          12.200          12.200           0.010 
14.07.2011  00:00:00           0.000          10.470          10.470           0.010 
15.07.2011  00:00:00           3.700          12.500          12.500           0.010 
16.07.2011  00:00:00           4.030           9.200           9.200           0.010 
17.07.2011  00:00:00          11.900          13.400          13.400           0.210 
18.07.2011  00:00:00          41.030          10.830          10.830           0.100 
19.07.2011  00:00:00          15.400          11.670          11.670           0.090 
20.07.2011  00:00:00           6.370          11.430          11.430           0.060 
21.07.2011  00:00:00           1.170          10.200          10.200           0.030 
22.07.2011  00:00:00           9.900          15.030          15.030           0.090 
23.07.2011  00:00:00          44.000          12.970          12.970           0.320 
24.07.2011  00:00:00          36.030          13.570          13.570           0.150 
25.07.2011  00:00:00          17.700          12.270          12.270           0.070 
26.07.2011  00:00:00           0.100          12.070          12.070           0.040 
27.07.2011  00:00:00           0.000          14.630          14.630           0.020 
28.07.2011  00:00:00           4.370          15.100          15.100           0.010 
29.07.2011  00:00:00           0.000          16.830          16.830           0.010 
30.07.2011  00:00:00           0.000          18.130          18.130           0.010 
31.07.2011  00:00:00           0.000          16.630          16.630           0.010 
01.08.2011  00:00:00           1.600          16.570          16.570           0.000 
02.08.2011  00:00:00           0.170          16.570          16.570           0.000 
03.08.2011  00:00:00           6.830          16.930          16.930           0.000 
04.08.2011  00:00:00           0.000          15.930          15.930           0.000 
05.08.2011  00:00:00           6.900          14.870          14.870           0.040 
06.08.2011  00:00:00          23.070          12.570          12.570           0.050 
07.08.2011  00:00:00           0.000          12.670          12.670           0.050 
08.08.2011  00:00:00          18.630           9.930           9.930           0.050 
09.08.2011  00:00:00           0.100           9.530           9.530           0.020 
10.08.2011  00:00:00           0.000          12.000          12.000           0.010 
11.08.2011  00:00:00           0.100           8.700           8.700           0.010 
12.08.2011  00:00:00           0.000           8.570           8.570           0.010 
13.08.2011  00:00:00           0.000          10.300          10.300           0.000 
14.08.2011  00:00:00           4.570          11.430          11.430           0.010 
15.08.2011  00:00:00          16.170          11.130          11.130           0.020 
16.08.2011  00:00:00           3.500          11.030          11.030           0.020 
17.08.2011  00:00:00           0.000          11.400          11.400           0.010 
18.08.2011  00:00:00           0.100          10.300          10.300           0.010 
19.08.2011  00:00:00           4.070          13.530          13.530           0.020 
20.08.2011  00:00:00          13.900           9.270           9.270           0.020 
21.08.2011  00:00:00           0.000           9.770           9.770           0.020 
22.08.2011  00:00:00           8.430           9.630           9.630           0.020 
23.08.2011  00:00:00           0.000          10.800          10.800           0.010 
24.08.2011  00:00:00           0.100          12.130          12.130           0.010 
25.08.2011  00:00:00          17.870           9.530           9.530           0.040 
26.08.2011  00:00:00           1.570          11.670          11.670           0.050 
27.08.2011  00:00:00          35.070          12.470          12.470           0.140 
28.08.2011  00:00:00           4.500          12.070          12.070           0.050 
29.08.2011  00:00:00           8.730           8.800           8.800           0.090 
30.08.2011  00:00:00          12.000           9.070           9.070           0.070 
31.08.2011  00:00:00           3.270           9.700           9.700           0.030 
01.09.2011  00:00:00           1.770           9.130           9.130           0.020 
02.09.2011  00:00:00           0.000          10.330          10.330           0.010 
03.09.2011  00:00:00           0.300           9.570           9.570           0.010 
04.09.2011  00:00:00           6.630          10.330          10.330           0.220 
05.09.2011  00:00:00          42.600          14.030          14.030           0.120 
06.09.2011  00:00:00           0.100          10.830          10.830           0.100 
07.09.2011  00:00:00          26.600           8.270           8.270           0.110 
08.09.2011  00:00:00           0.730           8.300           8.300           0.030 
09.09.2011  00:00:00           0.000           8.200           8.200           0.020 
10.09.2011  00:00:00           0.000           9.330           9.330           0.010 
11.09.2011  00:00:00          29.430           9.730           9.730           0.080 
12.09.2011  00:00:00           1.930          11.900          11.900           0.060 
13.09.2011  00:00:00          13.570           9.900           9.900           0.070 
14.09.2011  00:00:00           0.000          10.770          10.770           0.030 
15.09.2011  00:00:00           0.630           9.900           9.900           0.020 
16.09.2011  00:00:00           0.200           6.300           6.300           0.010 
17.09.2011  00:00:00           0.000           6.300           6.300           0.010 
18.09.2011  00:00:00          12.100           5.830           5.830           0.060 
19.09.2011  00:00:00          31.270           6.300           6.300           0.260 
20.09.2011  00:00:00           5.770           7.770           7.770           0.090 
21.09.2011  00:00:00           0.130           7.170           7.170           0.040 
22.09.2011  00:00:00           5.930           6.870           6.870           0.030 
23.09.2011  00:00:00           0.000           6.230           6.230           0.020 
24.09.2011  00:00:00           0.000           5.700           5.700           0.010 
25.09.2011  00:00:00           0.000           7.570           7.570           0.010 
26.09.2011  00:00:00           0.000           9.730           9.730           0.010 
27.09.2011  00:00:00           0.100           8.130           8.130           0.010 
28.09.2011  00:00:00           0.000           8.770           8.770           0.010 
29.09.2011  00:00:00           0.000          12.470          12.470           0.010 
30.09.2011  00:00:00           0.000          13.500          13.500           0.000 
01.10.2011  00:00:00           0.000          12.570          12.570           0.000 
02.10.2011  00:00:00           0.000          11.000          11.000           0.000 
03.10.2011  00:00:00           2.630           9.830           9.830           0.000 
04.10.2011  00:00:00           0.570           9.700           9.700           0.000 
05.10.2011  00:00:00           0.000           6.930           6.930           0.000 
06.10.2011  00:00:00           0.570           9.300           9.300           0.000 
07.10.2011  00:00:00           0.000           5.130           5.130           0.000 
08.10.2011  00:00:00           0.000           5.830           5.830           0.000 
09.10.2011  00:00:00           0.000           2.530           2.530           0.000 
10.10.2011  00:00:00          10.870           2.870           2.870           0.010 
11.10.2011  00:00:00           0.000           3.930           3.930           0.010 
12.10.2011  00:00:00           0.000           4.130           4.130           0.000 
13.10.2011  00:00:00           0.000           3.370           3.370           0.000 
14.10.2011  00:00:00           0.000           0.870           0.870           0.000 
15.10.2011  00:00:00           0.000           3.830           3.830           0.000 
16.10.2011  00:00:00           0.000           1.900           1.900           0.000 
17.10.2011  00:00:00           0.000           4.670           4.670           0.000 
18.10.2011  00:00:00          11.400           6.000           6.000           0.010 
19.10.2011  00:00:00           0.800           1.770           1.770           0.010 
20.10.2011  00:00:00           0.000           1.970           1.970           0.010 
21.10.2011  00:00:00           0.030          -0.230          -0.230           0.010 
22.10.2011  00:00:00           1.970           1.900           1.900           0.010 
23.10.2011  00:00:00           0.000           6.730           6.730           0.010 
24.10.2011  00:00:00           0.000           2.630           2.630           0.010 
25.10.2011  00:00:00           0.600           2.300           2.300           0.010 
26.10.2011  00:00:00           0.000           1.270           1.270           0.020 
27.10.2011  00:00:00          23.270           3.800           3.800           0.070 
28.10.2011  00:00:00           8.270           5.730           5.730           0.060 
29.10.2011  00:00:00           3.100           2.730           2.730           0.040 
30.10.2011  00:00:00           4.270           4.970           4.970           0.030 
31.10.2011  00:00:00           0.100           6.370           6.370           0.020 
01.11.2011  00:00:00           0.000           7.700           7.700           0.020 
02.11.2011  00:00:00           0.730           7.970           7.970           0.020 
03.11.2011  00:00:00           2.300           7.270           7.270           0.030 
04.11.2011  00:00:00           9.900           4.300           4.300           0.050 
05.11.2011  00:00:00           4.570           4.030           4.030           0.050 
06.11.2011  00:00:00           1.570           5.700           5.700           0.040 
07.11.2011  00:00:00           0.000           1.300           1.300           0.020 
08.11.2011  00:00:00           0.000           1.200           1.200           0.020 
09.11.2011  00:00:00           0.000           0.530           0.530           0.010 
10.11.2011  00:00:00           0.130           0.270           0.270           0.010 
11.11.2011  00:00:00           0.100           2.470           2.470           0.010 
12.11.2011  00:00:00           0.000          -2.270          -2.270           0.010 
13.11.2011  00:00:00           0.000          -1.500          -1.500           0.010 
14.11.2011  00:00:00           0.000           1.970           1.970           0.010 
15.11.2011  00:00:00           0.000          -0.330          -0.330           0.000 
16.11.2011  00:00:00           0.200          -5.730          -5.730           0.000 
17.11.2011  00:00:00           0.000          -5.130          -5.130           0.000 
18.11.2011  00:00:00           0.000          -3.030          -3.030           0.000 
19.11.2011  00:00:00           0.000           3.100           3.100           0.000 
20.11.2011  00:00:00           0.030           3.470           3.470           0.000 
21.11.2011  00:00:00           0.000          -1.170          -1.170           0.000 
22.11.2011  00:00:00           0.200          -3.300          -3.300           0.000 
23.11.2011  00:00:00           1.430          -1.230          -1.230           0.000 
24.11.2011  00:00:00           0.300           2.630           2.630           0.000 
25.11.2011  00:00:00           0.600           3.500           3.500           0.010 
26.11.2011  00:00:00           2.000           1.200           1.200           0.010 
27.11.2011  00:00:00           3.400           3.800           3.800           0.020 
28.11.2011  00:00:00           1.430           2.700           2.700           0.010 
29.11.2011  00:00:00           0.030           2.770           2.770           0.020 
30.11.2011  00:00:00          14.270           4.730           4.730           0.040 
01.12.2011  00:00:00           7.400           1.500           1.500           0.060 
02.12.2011  00:00:00          10.370          -0.170          -0.170           0.040 
03.12.2011  00:00:00           7.570          -3.430          -3.430           0.030 
04.12.2011  00:00:00           6.300           0.400           0.400           0.020 
05.12.2011  00:00:00           0.000          -6.030          -6.030           0.010 
06.12.2011  00:00:00           0.000          -5.500          -5.500           0.010 
07.12.2011  00:00:00           3.730          -7.030          -7.030           0.010 
08.12.2011  00:00:00           0.000         -10.900         -10.900           0.010 
09.12.2011  00:00:00          22.970          -3.730          -3.730           0.010 
10.12.2011  00:00:00           0.100          -2.630          -2.630           0.010 
11.12.2011  00:00:00           0.100          -5.530          -5.530           0.010 
12.12.2011  00:00:00           7.730          -1.730          -1.730           0.010 
13.12.2011  00:00:00           1.130          -0.770          -0.770           0.020 
14.12.2011  00:00:00          18.830          -0.670          -0.670           0.020 
15.12.2011  00:00:00           1.330           0.400           0.400           0.020 
16.12.2011  00:00:00           0.000          -2.570          -2.570           0.010 
17.12.2011  00:00:00           2.070          -5.730          -5.730           0.010 
18.12.2011  00:00:00           0.000         -13.030         -13.030           0.010 
19.12.2011  00:00:00           0.000          -4.830          -4.830           0.010 
20.12.2011  00:00:00           0.030          -6.500          -6.500           0.010 
21.12.2011  00:00:00           0.330         -13.600         -13.600           0.010 
22.12.2011  00:00:00           1.100         -11.570         -11.570           0.010 
23.12.2011  00:00:00           0.100          -1.800          -1.800           0.010 
24.12.2011  00:00:00           0.000          -0.070          -0.070           0.010 
25.12.2011  00:00:00           0.000          -1.000          -1.000           0.010 
26.12.2011  00:00:00           2.000           3.870           3.870           0.030 
27.12.2011  00:00:00           0.000           5.730           5.730           0.090 
28.12.2011  00:00:00           0.070          -0.070          -0.070           0.040 
29.12.2011  00:00:00          12.470           1.370           1.370           0.050 
30.12.2011  00:00:00           1.200           0.330           0.330           0.030 
31.12.2011  00:00:00           0.000          -7.500          -7.500           0.020 
01.01.2012  00:00:00          13.630          -6.830          -6.830           0.020 
02.01.2012  00:00:00           5.200          -1.030          -1.030           0.010 
03.01.2012  00:00:00           0.200          -4.330          -4.330           0.010 
04.01.2012  00:00:00          12.830          -0.400          -0.400           0.010 
05.01.2012  00:00:00           2.330          -5.700          -5.700           0.010 
06.01.2012  00:00:00           4.370          -8.230          -8.230           0.010 
07.01.2012  00:00:00           0.100          -4.600          -4.600           0.010 
08.01.2012  00:00:00           0.270          -8.770          -8.770           0.010 
09.01.2012  00:00:00           0.230         -12.600         -12.600           0.000 
10.01.2012  00:00:00           1.430          -6.500          -6.500           0.000 
11.01.2012  00:00:00           0.000          -0.170          -0.170           0.000 
12.01.2012  00:00:00           2.200           1.200           1.200           0.000 
13.01.2012  00:00:00           0.770          -0.830          -0.830           0.000 
14.01.2012  00:00:00           0.000          -2.470          -2.470           0.000 
15.01.2012  00:00:00           0.030          -9.800          -9.800           0.000 
16.01.2012  00:00:00           0.000          -6.670          -6.670           0.000 
17.01.2012  00:00:00           0.000          -5.270          -5.270           0.000 
18.01.2012  00:00:00           0.000          -9.030          -9.030           0.000 
19.01.2012  00:00:00           1.730          -3.000          -3.000           0.000 
20.01.2012  00:00:00           0.000          -4.330          -4.330           0.000 
21.01.2012  00:00:00           2.230          -8.830          -8.830           0.000 
22.01.2012  00:00:00          20.630          -4.800          -4.800           0.000 
23.01.2012  00:00:00           1.130          -5.870          -5.870           0.000 
24.01.2012  00:00:00           1.030          -7.400          -7.400           0.010 
25.01.2012  00:00:00           0.100          -7.700          -7.700           0.000 
26.01.2012  00:00:00           0.800          -7.330          -7.330           0.000 
27.01.2012  00:00:00          12.400          -4.670          -4.670           0.010 
28.01.2012  00:00:00           8.830          -5.600          -5.600           0.010 
29.01.2012  00:00:00           2.270          -7.270          -7.270           0.000 
30.01.2012  00:00:00           1.570          -8.070          -8.070           0.010 
31.01.2012  00:00:00           0.000         -12.470         -12.470           0.000 
01.02.2012  00:00:00           0.000         -19.000         -19.000           0.000 
02.02.2012  00:00:00           0.000         -14.100         -14.100           0.000 
03.02.2012  00:00:00           2.930         -13.800         -13.800           0.000 
04.02.2012  00:00:00           0.000         -17.870         -17.870           0.000 
05.02.2012  00:00:00           0.600         -14.600         -14.600           0.000 
06.02.2012  00:00:00           3.230          -8.930          -8.930           0.000 
07.02.2012  00:00:00           0.270          -7.270          -7.270           0.000 
08.02.2012  00:00:00           0.000          -5.670          -5.670           0.000 
09.02.2012  00:00:00           0.000          -7.600          -7.600           0.000 
10.02.2012  00:00:00           0.000         -10.430         -10.430           0.000 
11.02.2012  00:00:00           0.000          -8.670          -8.670           0.000 
12.02.2012  00:00:00           0.000          -1.900          -1.900           0.000 
13.02.2012  00:00:00           0.000          -4.430          -4.430           0.000 
14.02.2012  00:00:00           3.000          -4.230          -4.230           0.000 
15.02.2012  00:00:00           0.000          -0.730          -0.730           0.000 
16.02.2012  00:00:00           0.000          -2.730          -2.730           0.000 
17.02.2012  00:00:00           0.000          -1.630          -1.630           0.000 
18.02.2012  00:00:00           0.370          -0.500          -0.500           0.000 
19.02.2012  00:00:00           1.970          -0.570          -0.570           0.000 
20.02.2012  00:00:00           0.000          -4.800          -4.800           0.000 
21.02.2012  00:00:00           0.130           0.670           0.670           0.000 
22.02.2012  00:00:00           0.000           1.100           1.100           0.000 
23.02.2012  00:00:00           0.000           2.670           2.670           0.000 
24.02.2012  00:00:00           0.000           3.670           3.670           0.000 
25.02.2012  00:00:00           0.000           2.400           2.400           0.000 
26.02.2012  00:00:00           0.000          -3.130          -3.130           0.000 
27.02.2012  00:00:00           0.800          -7.670          -7.670           0.000 
28.02.2012  00:00:00           0.000           2.670           2.670           0.020 
29.02.2012  00:00:00           0.000           7.130           7.130           0.060 
01.03.2012  00:00:00           0.000           4.500           4.500           0.060 
02.03.2012  00:00:00           0.000           3.370           3.370           0.050 
03.03.2012  00:00:00           0.000          -1.070          -1.070           0.030 
04.03.2012  00:00:00           0.000          -2.230          -2.230           0.020 
05.03.2012  00:00:00           2.770          -4.170          -4.170           0.010 
06.03.2012  00:00:00           0.000          -3.830          -3.830           0.010 
07.03.2012  00:00:00           0.070          -2.930          -2.930           0.010 
08.03.2012  00:00:00          17.100          -3.330          -3.330           0.010 
09.03.2012  00:00:00           0.000          -1.330          -1.330           0.010 
10.03.2012  00:00:00           0.000           3.370           3.370           0.010 
11.03.2012  00:00:00           0.000           2.500           2.500           0.020 
12.03.2012  00:00:00           0.000           5.330           5.330           0.050 
13.03.2012  00:00:00           0.000           5.500           5.500           0.060 
14.03.2012  00:00:00           0.000           4.800           4.800           0.050 
15.03.2012  00:00:00           0.000           4.300           4.300           0.040 
16.03.2012  00:00:00           0.000           2.370           2.370           0.040 
17.03.2012  00:00:00           0.000           5.200           5.200           0.040 
18.03.2012  00:00:00           0.000           2.200           2.200           0.040 
19.03.2012  00:00:00           0.000           1.100           1.100           0.020 
20.03.2012  00:00:00           0.000           0.900           0.900           0.020 
21.03.2012  00:00:00           0.000           6.570           6.570           0.040 
22.03.2012  00:00:00           0.000           5.430           5.430           0.040 
23.03.2012  00:00:00           0.000           5.100           5.100           0.030 
24.03.2012  00:00:00           0.000           4.230           4.230           0.020 
25.03.2012  00:00:00           0.000           7.030           7.030           0.020 
26.03.2012  00:00:00           0.000           6.200           6.200           0.010 
27.03.2012  00:00:00           0.000          10.500          10.500           0.010 
28.03.2012  00:00:00           0.000           9.300           9.300           0.010 
29.03.2012  00:00:00           0.000           5.300           5.300           0.010 
30.03.2012  00:00:00           0.000           3.870           3.870           0.010 
31.03.2012  00:00:00           0.000           2.270           2.270           0.000 
01.04.2012  00:00:00           0.000           0.700           0.700           0.000 
02.04.2012  00:00:00           0.000          -0.870          -0.870           0.000 
03.04.2012  00:00:00           0.000          -4.230          -4.230           0.000 
04.04.2012  00:00:00           0.000          -3.600          -3.600           0.000 
05.04.2012  00:00:00           0.000          -0.330          -0.330           0.000 
06.04.2012  00:00:00           0.000           1.700           1.700           0.000 
07.04.2012  00:00:00           0.400          -4.100          -4.100           0.000 
08.04.2012  00:00:00           0.000          -3.530          -3.530           0.000 
09.04.2012  00:00:00           4.730          -0.100          -0.100           0.000 
10.04.2012  00:00:00          14.730           0.530           0.530           0.030 
11.04.2012  00:00:00           9.770           2.270           2.270           0.050 
12.04.2012  00:00:00           1.870           1.970           1.970           0.030 
13.04.2012  00:00:00           0.200           1.900           1.900           0.020 
14.04.2012  00:00:00           3.170           0.700           0.700           0.010 
15.04.2012  00:00:00           0.000           1.230           1.230           0.010 
16.04.2012  00:00:00           4.970          -0.470          -0.470           0.010 
17.04.2012  00:00:00           0.000          -1.800          -1.800           0.010 
18.04.2012  00:00:00           3.030           0.900           0.900           0.010 
19.04.2012  00:00:00           8.000          -0.230          -0.230           0.010 
20.04.2012  00:00:00           2.630           2.100           2.100           0.030 
21.04.2012  00:00:00           2.970           0.300           0.300           0.030 
22.04.2012  00:00:00           0.830           1.500           1.500           0.020 
23.04.2012  00:00:00           7.200           1.000           1.000           0.040 
24.04.2012  00:00:00           2.670           2.000           2.000           0.040 
25.04.2012  00:00:00           7.970           4.100           4.100           0.130 
26.04.2012  00:00:00          24.600           2.400           2.400           0.110 
27.04.2012  00:00:00          10.530           4.030           4.030           0.060 
28.04.2012  00:00:00           4.130           3.630           3.630           0.040 
29.04.2012  00:00:00           0.000           3.670           3.670           0.020 
30.04.2012  00:00:00           1.070           6.570           6.570           0.010 
01.05.2012  00:00:00           0.000           4.830           4.830           0.010 
02.05.2012  00:00:00           0.000           9.900           9.900           0.010 
03.05.2012  00:00:00           0.000          12.500          12.500           0.000 
04.05.2012  00:00:00           0.000           9.900           9.900           0.000 
05.05.2012  00:00:00           5.870           4.670           4.670           0.000 
06.05.2012  00:00:00           0.000           0.900           0.900           0.000 
07.05.2012  00:00:00           0.030           2.300           2.300           0.000 
08.05.2012  00:00:00           0.030           2.470           2.470           0.000 
09.05.2012  00:00:00           9.770           3.170           3.170           0.010 
10.05.2012  00:00:00           1.870           4.230           4.230           0.010 
11.05.2012  00:00:00          12.300           2.500           2.500           0.030 
12.05.2012  00:00:00           0.100           5.030           5.030           0.020 
13.05.2012  00:00:00           0.000           3.130           3.130           0.010 
14.05.2012  00:00:00           1.000           4.370           4.370           0.010 
15.05.2012  00:00:00           0.170           4.800           4.800           0.010 
16.05.2012  00:00:00          11.730           4.970           4.970           0.030 
17.05.2012  00:00:00           8.570           5.030           5.030           0.030 
18.05.2012  00:00:00           0.000           4.500           4.500           0.020 
19.05.2012  00:00:00           0.000           6.370           6.370           0.010 
20.05.2012  00:00:00           0.100           8.900           8.900           0.010 
21.05.2012  00:00:00           0.000          10.270          10.270           0.000 
22.05.2012  00:00:00           0.100          10.570          10.570           0.000 
23.05.2012  00:00:00           0.000          15.670          15.670           0.000 
24.05.2012  00:00:00           0.000          17.570          17.570           0.000 
25.05.2012  00:00:00           0.000          19.770          19.770           0.000 
26.05.2012  00:00:00           0.000          17.800          17.800           0.000 
27.05.2012  00:00:00           0.000          17.000          17.000           0.000 
28.05.2012  00:00:00           0.000          16.700          16.700           0.000 
29.05.2012  00:00:00           0.030          10.700          10.700           0.000 
30.05.2012  00:00:00           0.000           7.170           7.170           0.000 
31.05.2012  00:00:00           0.000           7.670           7.670           0.000 
01.06.2012  00:00:00           0.000           7.330           7.330           0.000 
02.06.2012  00:00:00           0.200           2.730           2.730           0.000 
03.06.2012  00:00:00           0.000           4.400           4.400           0.000 
04.06.2012  00:00:00           2.900           6.830           6.830           0.000 
05.06.2012  00:00:00           3.700           6.230           6.230           0.000 
06.06.2012  00:00:00           0.000           6.470           6.470           0.000 
07.06.2012  00:00:00           0.000           8.330           8.330           0.000 
08.06.2012  00:00:00           0.000           7.430           7.430           0.000 
09.06.2012  00:00:00          10.500           9.100           9.100           0.000 
10.06.2012  00:00:00          11.330           8.930           8.930           0.010 
11.06.2012  00:00:00           6.270          11.430          11.430           0.010 
12.06.2012  00:00:00           2.300          11.500          11.500           0.010 
13.06.2012  00:00:00           0.000           9.870           9.870           0.010 
14.06.2012  00:00:00           0.000          10.170          10.170           0.000 
15.06.2012  00:00:00          14.170           9.100           9.100           0.000 
16.06.2012  00:00:00          10.500           7.770           7.770           0.020 
17.06.2012  00:00:00           7.370           8.700           8.700           0.030 
18.06.2012  00:00:00           1.170          10.500          10.500           0.040 
19.06.2012  00:00:00           6.730           7.800           7.800           0.050 
20.06.2012  00:00:00           0.000           9.200           9.200           0.020 
21.06.2012  00:00:00           0.000          10.800          10.800           0.010 
22.06.2012  00:00:00           0.000          13.730          13.730           0.010 
23.06.2012  00:00:00          11.900          10.230          10.230           0.030 
24.06.2012  00:00:00          16.370           8.870           8.870           0.090 
25.06.2012  00:00:00           9.100           9.000           9.000           0.080 
26.06.2012  00:00:00           1.970          12.400          12.400           0.040 
27.06.2012  00:00:00           0.000          13.070          13.070           0.020 
28.06.2012  00:00:00           0.400          11.330          11.330           0.010 
29.06.2012  00:00:00           0.730          12.670          12.670           0.010 
30.06.2012  00:00:00           8.300          11.370          11.370           0.010 
01.07.2012  00:00:00           0.000          11.900          11.900           0.010 
02.07.2012  00:00:00          10.700           9.800           9.800           0.010 
03.07.2012  00:00:00           0.200          11.270          11.270           0.010 
04.07.2012  00:00:00           0.100          10.530          10.530           0.010 
05.07.2012  00:00:00           0.000          13.030          13.030           0.010 
06.07.2012  00:00:00           0.000          15.270          15.270           0.000 
07.07.2012  00:00:00          19.200          14.970          14.970           0.040 
08.07.2012  00:00:00           1.000          14.770          14.770           0.030 
09.07.2012  00:00:00           0.000          16.930          16.930           0.010 
10.07.2012  00:00:00           1.630          14.770          14.770           0.010 
11.07.2012  00:00:00           5.630          13.630          13.630           0.010 
12.07.2012  00:00:00           2.700          11.130          11.130           0.010 
13.07.2012  00:00:00           8.770          10.970          10.970           0.010 
14.07.2012  00:00:00           0.000          12.330          12.330           0.010 
15.07.2012  00:00:00           1.630          11.800          11.800           0.010 
16.07.2012  00:00:00           0.000          11.330          11.330           0.010 
17.07.2012  00:00:00           0.000          10.700          10.700           0.000 
18.07.2012  00:00:00           0.000          10.670          10.670           0.000 
19.07.2012  00:00:00           0.000          11.370          11.370           0.000 
20.07.2012  00:00:00           0.170           9.900           9.900           0.000 
21.07.2012  00:00:00           2.770          10.900          10.900           0.000 
22.07.2012  00:00:00           0.000          11.130          11.130           0.000 
23.07.2012  00:00:00           2.270          11.470          11.470           0.000 
24.07.2012  00:00:00           0.230          13.670          13.670           0.000 
25.07.2012  00:00:00           0.000          14.900          14.900           0.000 
26.07.2012  00:00:00           0.000          15.000          15.000           0.000 
27.07.2012  00:00:00           0.000          14.430          14.430           0.000 
28.07.2012  00:00:00           0.100          14.070          14.070           0.000 
29.07.2012  00:00:00          11.370          10.170          10.170           0.000 
30.07.2012  00:00:00           0.000          10.630          10.630           0.000 
31.07.2012  00:00:00           0.000          11.070          11.070           0.000 
01.08.2012  00:00:00           5.630          10.630          10.630           0.000 
02.08.2012  00:00:00           0.100          12.370          12.370           0.000 
03.08.2012  00:00:00          19.300          12.730          12.730           0.010 
04.08.2012  00:00:00           0.000          12.300          12.300           0.010 
05.08.2012  00:00:00           0.000          13.230          13.230           0.010 
06.08.2012  00:00:00           3.170          12.600          12.600           0.040 
07.08.2012  00:00:00          44.930          11.400          11.400           0.120 
08.08.2012  00:00:00           5.930          12.230          12.230           0.040 
09.08.2012  00:00:00           0.100          10.870          10.870           0.020 
10.08.2012  00:00:00           0.000          12.500          12.500           0.010 
11.08.2012  00:00:00           0.000          12.400          12.400           0.010 
12.08.2012  00:00:00           0.000          15.430          15.430           0.000 
13.08.2012  00:00:00           0.000          12.570          12.570           0.000 
14.08.2012  00:00:00           0.100          13.670          13.670           0.000 
15.08.2012  00:00:00           0.000          11.000          11.000           0.000 
16.08.2012  00:00:00           0.000          11.270          11.270           0.000 
17.08.2012  00:00:00           2.070          12.570          12.570           0.000 
18.08.2012  00:00:00          13.630          14.170          14.170           0.010 
19.08.2012  00:00:00           5.400          14.500          14.500           0.020 
20.08.2012  00:00:00           0.000          15.930          15.930           0.010 
21.08.2012  00:00:00           0.100          13.430          13.430           0.010 
22.08.2012  00:00:00           0.000          14.000          14.000           0.000 
23.08.2012  00:00:00           0.000          11.370          11.370           0.000 
24.08.2012  00:00:00           0.000          11.200          11.200           0.000 
25.08.2012  00:00:00           0.000          10.500          10.500           0.000 
26.08.2012  00:00:00           3.170          11.400          11.400           0.000 
27.08.2012  00:00:00           0.000          11.530          11.530           0.000 
28.08.2012  00:00:00           1.800          10.630          10.630           0.010 
29.08.2012  00:00:00          19.500           9.430           9.430           0.020 
30.08.2012  00:00:00          20.270          11.030          11.030           0.060 
31.08.2012  00:00:00           0.000          10.070          10.070           0.030 
01.09.2012  00:00:00           0.000           9.000           9.000           0.010 
02.09.2012  00:00:00           0.100          12.070          12.070           0.010 
03.09.2012  00:00:00           0.000          11.670          11.670           0.010 
04.09.2012  00:00:00           0.700          12.700          12.700           0.000 
05.09.2012  00:00:00           0.000          11.030          11.030           0.000 
