date        time        P_O_Storgama      ovf_607moh      T_Storgama      ovf_607moh 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
01.01.2007  00:00:00          18.630           0.270           0.270           0.040 
02.01.2007  00:00:00           0.000           0.870           0.870           0.030 
03.01.2007  00:00:00           0.000          -0.970          -0.970           0.020 
04.01.2007  00:00:00           4.770           0.270           0.270           0.020 
05.01.2007  00:00:00           0.030           1.600           1.600           0.020 
06.01.2007  00:00:00           1.630          -1.700          -1.700           0.010 
07.01.2007  00:00:00           0.000          -0.800          -0.800           0.010 
08.01.2007  00:00:00           9.130           1.600           1.600           0.020 
09.01.2007  00:00:00           6.730           1.600           1.600           0.030 
10.01.2007  00:00:00           0.100           2.970           2.970           0.030 
11.01.2007  00:00:00           0.030          -3.700          -3.700           0.020 
12.01.2007  00:00:00           9.570          -5.100          -5.100           0.020 
13.01.2007  00:00:00           6.200           1.870           1.870           0.020 
14.01.2007  00:00:00          19.030           0.530           0.530           0.040 
15.01.2007  00:00:00           0.200          -1.170          -1.170           0.030 
16.01.2007  00:00:00           0.000           3.370           3.370           0.040 
17.01.2007  00:00:00           0.000          -3.300          -3.300           0.020 
18.01.2007  00:00:00           9.130          -4.600          -4.600           0.020 
19.01.2007  00:00:00           0.000          -4.430          -4.430           0.010 
20.01.2007  00:00:00           0.000          -6.230          -6.230           0.010 
21.01.2007  00:00:00          21.970          -3.470          -3.470           0.010 
22.01.2007  00:00:00           0.030         -10.730         -10.730           0.010 
23.01.2007  00:00:00           0.000         -12.900         -12.900           0.010 
24.01.2007  00:00:00           0.000         -12.870         -12.870           0.010 
25.01.2007  00:00:00           0.000         -13.870         -13.870           0.010 
26.01.2007  00:00:00           0.000          -7.170          -7.170           0.010 
27.01.2007  00:00:00           0.000          -4.430          -4.430           0.000 
28.01.2007  00:00:00           0.000          -6.400          -6.400           0.000 
29.01.2007  00:00:00           0.000          -1.100          -1.100           0.000 
30.01.2007  00:00:00           0.000          -2.400          -2.400           0.000 
31.01.2007  00:00:00           0.000           3.170           3.170           0.000 
01.02.2007  00:00:00           0.000           1.400           1.400           0.000 
02.02.2007  00:00:00           0.000           1.670           1.670           0.000 
03.02.2007  00:00:00           0.000           2.600           2.600           0.000 
04.02.2007  00:00:00           0.000           2.370           2.370           0.000 
05.02.2007  00:00:00           0.000           0.030           0.030           0.000 
06.02.2007  00:00:00           3.770          -3.070          -3.070           0.000 
07.02.2007  00:00:00           3.530          -7.800          -7.800           0.000 
08.02.2007  00:00:00           0.270          -9.700          -9.700           0.000 
09.02.2007  00:00:00           2.830         -10.530         -10.530           0.000 
10.02.2007  00:00:00           0.000         -11.930         -11.930           0.000 
11.02.2007  00:00:00           0.000         -15.430         -15.430           0.000 
12.02.2007  00:00:00           1.300         -12.370         -12.370           0.000 
13.02.2007  00:00:00           0.570          -8.330          -8.330           0.000 
14.02.2007  00:00:00           0.000          -4.270          -4.270           0.000 
15.02.2007  00:00:00           4.830          -4.200          -4.200           0.000 
16.02.2007  00:00:00           3.800          -2.230          -2.230           0.000 
17.02.2007  00:00:00           3.330          -1.270          -1.270           0.000 
18.02.2007  00:00:00           0.630          -2.900          -2.900           0.000 
19.02.2007  00:00:00           0.000          -5.930          -5.930           0.000 
20.02.2007  00:00:00           0.000          -6.600          -6.600           0.000 
21.02.2007  00:00:00           6.300         -11.000         -11.000           0.000 
22.02.2007  00:00:00           6.530         -14.070         -14.070           0.000 
23.02.2007  00:00:00           6.200         -11.470         -11.470           0.000 
24.02.2007  00:00:00           5.970          -8.870          -8.870           0.010 
25.02.2007  00:00:00           9.030          -7.230          -7.230           0.010 
26.02.2007  00:00:00           6.200          -5.030          -5.030           0.010 
27.02.2007  00:00:00           0.330          -4.100          -4.100           0.010 
28.02.2007  00:00:00           7.870          -3.170          -3.170           0.010 
01.03.2007  00:00:00           4.630          -2.970          -2.970           0.010 
02.03.2007  00:00:00           2.400          -2.100          -2.100           0.010 
03.03.2007  00:00:00           0.000          -0.830          -0.830           0.010 
04.03.2007  00:00:00           2.030          -1.000          -1.000           0.000 
05.03.2007  00:00:00           0.830          -0.300          -0.300           0.000 
06.03.2007  00:00:00          13.370          -1.300          -1.300           0.010 
07.03.2007  00:00:00          24.700          -0.070          -0.070           0.010 
08.03.2007  00:00:00           0.000          -3.100          -3.100           0.010 
09.03.2007  00:00:00           0.000          -1.730          -1.730           0.010 
10.03.2007  00:00:00           0.000           0.330           0.330           0.010 
11.03.2007  00:00:00           0.000           1.170           1.170           0.010 
12.03.2007  00:00:00           0.000           3.930           3.930           0.040 
13.03.2007  00:00:00           0.000           3.730           3.730           0.060 
14.03.2007  00:00:00           0.000           3.100           3.100           0.040 
15.03.2007  00:00:00           0.000           4.030           4.030           0.030 
16.03.2007  00:00:00           0.000           3.070           3.070           0.040 
17.03.2007  00:00:00           0.000           0.970           0.970           0.030 
18.03.2007  00:00:00           1.130           0.270           0.270           0.020 
19.03.2007  00:00:00           0.770          -0.800          -0.800           0.020 
20.03.2007  00:00:00           0.000          -2.630          -2.630           0.010 
21.03.2007  00:00:00           0.000          -2.970          -2.970           0.010 
22.03.2007  00:00:00           0.000          -5.170          -5.170           0.010 
23.03.2007  00:00:00           0.000           0.570           0.570           0.010 
24.03.2007  00:00:00           0.630           2.200           2.200           0.010 
25.03.2007  00:00:00           0.000           3.700           3.700           0.020 
26.03.2007  00:00:00           0.000           2.570           2.570           0.020 
27.03.2007  00:00:00           0.000           3.070           3.070           0.030 
28.03.2007  00:00:00           0.000           0.600           0.600           0.040 
29.03.2007  00:00:00           0.000           2.300           2.300           0.040 
30.03.2007  00:00:00           0.000           2.200           2.200           0.040 
31.03.2007  00:00:00           0.000           2.230           2.230           0.040 
01.04.2007  00:00:00           0.000           1.230           1.230           0.040 
02.04.2007  00:00:00           0.000           2.330           2.330           0.040 
03.04.2007  00:00:00           0.000           3.130           3.130           0.040 
04.04.2007  00:00:00           0.000           3.670           3.670           0.040 
05.04.2007  00:00:00           0.000           6.630           6.630           0.050 
06.04.2007  00:00:00           0.000           1.330           1.330           0.040 
07.04.2007  00:00:00           0.000          -2.100          -2.100           0.030 
08.04.2007  00:00:00           0.270          -0.100          -0.100           0.020 
09.04.2007  00:00:00           5.930          -2.530          -2.530           0.020 
10.04.2007  00:00:00           0.030           0.070           0.070           0.020 
11.04.2007  00:00:00           0.070           5.500           5.500           0.020 
12.04.2007  00:00:00           0.000           5.300           5.300           0.030 
13.04.2007  00:00:00           0.000           5.530           5.530           0.040 
14.04.2007  00:00:00           0.000           6.770           6.770           0.030 
15.04.2007  00:00:00           0.000           6.800           6.800           0.030 
16.04.2007  00:00:00           0.000           7.100           7.100           0.030 
17.04.2007  00:00:00           0.000           5.600           5.600           0.020 
18.04.2007  00:00:00           0.000           2.900           2.900           0.020 
19.04.2007  00:00:00           0.030           2.800           2.800           0.010 
20.04.2007  00:00:00           0.000           0.370           0.370           0.010 
21.04.2007  00:00:00           0.000          -1.570          -1.570           0.010 
22.04.2007  00:00:00           2.170           1.270           1.270           0.010 
23.04.2007  00:00:00           5.370           2.170           2.170           0.020 
24.04.2007  00:00:00           0.000           8.530           8.530           0.020 
25.04.2007  00:00:00           5.700           6.270           6.270           0.030 
26.04.2007  00:00:00           0.330           8.000           8.000           0.030 
27.04.2007  00:00:00           0.000           8.600           8.600           0.020 
28.04.2007  00:00:00           0.000           7.830           7.830           0.010 
29.04.2007  00:00:00           0.000           7.130           7.130           0.010 
30.04.2007  00:00:00           0.000           8.530           8.530           0.010 
01.05.2007  00:00:00           0.000           8.270           8.270           0.010 
02.05.2007  00:00:00           0.000           8.300           8.300           0.010 
03.05.2007  00:00:00           0.000          10.930          10.930           0.000 
04.05.2007  00:00:00           0.000          10.870          10.870           0.000 
05.05.2007  00:00:00           0.000          10.000          10.000           0.000 
06.05.2007  00:00:00           0.000           7.970           7.970           0.000 
07.05.2007  00:00:00           5.170           4.200           4.200           0.000 
08.05.2007  00:00:00           0.000           5.600           5.600           0.000 
09.05.2007  00:00:00           0.000           4.170           4.170           0.000 
10.05.2007  00:00:00           0.000           4.470           4.470           0.000 
11.05.2007  00:00:00           0.000           3.600           3.600           0.000 
12.05.2007  00:00:00           0.030           5.830           5.830           0.000 
13.05.2007  00:00:00           6.600           5.800           5.800           0.000 
14.05.2007  00:00:00          18.300           6.600           6.600           0.020 
15.05.2007  00:00:00          12.930           3.870           3.870           0.020 
16.05.2007  00:00:00           0.000           2.970           2.970           0.010 
17.05.2007  00:00:00           0.000           4.370           4.370           0.010 
18.05.2007  00:00:00           0.000           7.100           7.100           0.010 
19.05.2007  00:00:00           7.770           6.470           6.470           0.010 
20.05.2007  00:00:00           0.200           7.170           7.170           0.010 
21.05.2007  00:00:00           1.030           7.600           7.600           0.010 
22.05.2007  00:00:00           0.000           8.070           8.070           0.010 
23.05.2007  00:00:00           0.000           6.800           6.800           0.010 
24.05.2007  00:00:00           0.000           7.000           7.000           0.000 
25.05.2007  00:00:00           0.030           9.370           9.370           0.000 
26.05.2007  00:00:00           2.100           7.400           7.400           0.000 
27.05.2007  00:00:00           0.000           6.630           6.630           0.000 
28.05.2007  00:00:00          20.030           7.500           7.500           0.020 
29.05.2007  00:00:00           6.730           5.830           5.830           0.020 
30.05.2007  00:00:00           1.870          10.170          10.170           0.020 
31.05.2007  00:00:00           2.600           9.530           9.530           0.020 
01.06.2007  00:00:00           4.900           9.970           9.970           0.050 
02.06.2007  00:00:00           7.070           7.570           7.570           0.050 
03.06.2007  00:00:00           0.000          10.470          10.470           0.030 
04.06.2007  00:00:00           0.000          13.270          13.270           0.020 
05.06.2007  00:00:00           0.000          16.730          16.730           0.010 
06.06.2007  00:00:00           0.000          15.400          15.400           0.010 
07.06.2007  00:00:00           0.000          16.770          16.770           0.010 
08.06.2007  00:00:00           0.000          17.530          17.530           0.000 
09.06.2007  00:00:00           0.000          18.870          18.870           0.000 
10.06.2007  00:00:00           0.000          18.730          18.730           0.000 
11.06.2007  00:00:00           0.000          19.930          19.930           0.000 
12.06.2007  00:00:00           0.000          19.000          19.000           0.000 
13.06.2007  00:00:00           0.000          13.130          13.130           0.000 
14.06.2007  00:00:00           0.000           9.600           9.600           0.000 
15.06.2007  00:00:00           0.000           7.100           7.100           0.000 
16.06.2007  00:00:00           0.000          10.900          10.900           0.000 
17.06.2007  00:00:00           0.370          11.630          11.630           0.000 
18.06.2007  00:00:00           2.130           8.070           8.070           0.000 
19.06.2007  00:00:00           0.000          13.670          13.670           0.000 
20.06.2007  00:00:00           0.000          14.900          14.900           0.000 
21.06.2007  00:00:00           0.000          15.600          15.600           0.000 
22.06.2007  00:00:00          16.000          14.070          14.070           0.000 
23.06.2007  00:00:00          31.930          11.000          11.000           0.010 
24.06.2007  00:00:00           6.200          11.570          11.570           0.000 
25.06.2007  00:00:00           4.930          14.100          14.100           0.000 
26.06.2007  00:00:00          12.030          12.800          12.800           0.000 
27.06.2007  00:00:00          10.930          13.530          13.530           0.010 
28.06.2007  00:00:00           0.000          12.630          12.630           0.000 
29.06.2007  00:00:00           0.000          11.530          11.530           0.000 
30.06.2007  00:00:00          15.500          11.370          11.370           0.010 
01.07.2007  00:00:00           0.000          11.670          11.670           0.010 
02.07.2007  00:00:00           2.830          11.800          11.800           0.010 
03.07.2007  00:00:00          42.530          10.200          10.200           0.170 
04.07.2007  00:00:00          18.400          11.300          11.300           0.120 
05.07.2007  00:00:00           9.770          11.870          11.870           0.070 
06.07.2007  00:00:00           5.670          14.330          14.330           0.040 
07.07.2007  00:00:00           4.600          13.500          13.500           0.020 
08.07.2007  00:00:00           3.670          14.830          14.830           0.020 
09.07.2007  00:00:00           0.100          13.700          13.700           0.020 
10.07.2007  00:00:00           0.600          11.000          11.000           0.010 
11.07.2007  00:00:00           4.200          11.770          11.770           0.010 
12.07.2007  00:00:00          18.630          11.230          11.230           0.010 
13.07.2007  00:00:00           0.270          10.870          10.870           0.010 
14.07.2007  00:00:00           0.000          13.570          13.570           0.020 
15.07.2007  00:00:00           9.400          12.100          12.100           0.020 
16.07.2007  00:00:00           0.000          11.500          11.500           0.010 
17.07.2007  00:00:00          10.100          15.430          15.430           0.040 
18.07.2007  00:00:00           8.800          12.200          12.200           0.040 
19.07.2007  00:00:00           2.170          11.670          11.670           0.030 
20.07.2007  00:00:00           0.000          12.130          12.130           0.020 
21.07.2007  00:00:00           0.000          13.670          13.670           0.010 
22.07.2007  00:00:00           0.100          11.870          11.870           0.010 
23.07.2007  00:00:00          12.200          12.800          12.800           0.040 
24.07.2007  00:00:00           0.000          10.770          10.770           0.020 
25.07.2007  00:00:00           0.070          12.730          12.730           0.020 
26.07.2007  00:00:00           0.000          14.370          14.370           0.010 
27.07.2007  00:00:00          16.500          13.300          13.300           0.020 
28.07.2007  00:00:00           0.100          10.130          10.130           0.010 
29.07.2007  00:00:00           0.000          11.170          11.170           0.010 
30.07.2007  00:00:00           0.000           9.270           9.270           0.010 
31.07.2007  00:00:00           0.000          12.870          12.870           0.010 
01.08.2007  00:00:00           0.000          12.670          12.670           0.010 
02.08.2007  00:00:00           1.900          12.570          12.570           0.010 
03.08.2007  00:00:00           0.530          11.330          11.330           0.010 
04.08.2007  00:00:00           0.000          11.970          11.970           0.010 
05.08.2007  00:00:00           0.000          11.930          11.930           0.010 
06.08.2007  00:00:00           0.000          15.000          15.000           0.010 
07.08.2007  00:00:00           0.000          15.030          15.030           0.000 
08.08.2007  00:00:00           0.000          15.100          15.100           0.000 
09.08.2007  00:00:00           0.000          15.470          15.470           0.000 
10.08.2007  00:00:00           0.000          16.430          16.430           0.000 
11.08.2007  00:00:00           4.230          16.930          16.930           0.000 
12.08.2007  00:00:00           0.100          15.670          15.670           0.000 
13.08.2007  00:00:00           0.000          16.370          16.370           0.000 
14.08.2007  00:00:00           4.200          12.130          12.130           0.000 
15.08.2007  00:00:00          30.030          11.700          11.700           0.170 
16.08.2007  00:00:00          41.930          12.000          12.000           0.100 
17.08.2007  00:00:00           0.000          11.030          11.030           0.040 
18.08.2007  00:00:00           0.000          10.000          10.000           0.030 
19.08.2007  00:00:00           0.000          11.070          11.070           0.020 
20.08.2007  00:00:00           9.800          10.530          10.530           0.040 
21.08.2007  00:00:00           3.670          12.730          12.730           0.030 
22.08.2007  00:00:00           0.000          14.270          14.270           0.020 
23.08.2007  00:00:00           0.000          14.930          14.930           0.010 
24.08.2007  00:00:00           0.000          16.670          16.670           0.010 
25.08.2007  00:00:00           0.000          17.470          17.470           0.010 
26.08.2007  00:00:00           0.000          11.270          11.270           0.000 
27.08.2007  00:00:00           0.000          10.200          10.200           0.000 
28.08.2007  00:00:00           3.630           7.800           7.800           0.000 
29.08.2007  00:00:00           0.000           7.100           7.100           0.000 
30.08.2007  00:00:00           0.000           6.700           6.700           0.000 
31.08.2007  00:00:00           2.300           7.900           7.900           0.000 
01.09.2007  00:00:00           0.930           6.500           6.500           0.000 
02.09.2007  00:00:00           0.000          10.000          10.000           0.000 
03.09.2007  00:00:00           0.000           9.070           9.070           0.000 
04.09.2007  00:00:00           0.000           6.900           6.900           0.000 
05.09.2007  00:00:00           0.200           9.330           9.330           0.000 
06.09.2007  00:00:00           0.000          11.230          11.230           0.000 
07.09.2007  00:00:00           0.000          11.870          11.870           0.000 
08.09.2007  00:00:00           0.000          14.170          14.170           0.000 
09.09.2007  00:00:00           0.000           9.530           9.530           0.000 
10.09.2007  00:00:00           1.100           8.670           8.670           0.000 
11.09.2007  00:00:00           0.400           7.570           7.570           0.000 
12.09.2007  00:00:00           0.000          10.530          10.530           0.000 
13.09.2007  00:00:00           0.000           8.100           8.100           0.000 
14.09.2007  00:00:00           2.270           9.130           9.130           0.000 
15.09.2007  00:00:00           0.030           7.600           7.600           0.000 
16.09.2007  00:00:00           5.770           5.430           5.430           0.000 
17.09.2007  00:00:00           9.200           7.570           7.570           0.000 
18.09.2007  00:00:00           0.000           5.470           5.470           0.000 
19.09.2007  00:00:00           0.070           3.900           3.900           0.000 
20.09.2007  00:00:00           6.330           2.930           2.930           0.000 
21.09.2007  00:00:00           1.330           5.800           5.800           0.000 
22.09.2007  00:00:00           0.070           6.670           6.670           0.000 
23.09.2007  00:00:00           0.000           7.000           7.000           0.000 
24.09.2007  00:00:00           1.370          10.600          10.600           0.000 
25.09.2007  00:00:00          10.730          10.130          10.130           0.010 
26.09.2007  00:00:00           0.070           5.600           5.600           0.010 
27.09.2007  00:00:00           0.000           6.070           6.070           0.010 
28.09.2007  00:00:00           0.000           3.970           3.970           0.000 
29.09.2007  00:00:00           0.000           3.830           3.830           0.010 
30.09.2007  00:00:00          22.730           5.530           5.530           0.120 
01.10.2007  00:00:00           5.100           7.330           7.330           0.050 
02.10.2007  00:00:00           0.000           6.470           6.470           0.030 
03.10.2007  00:00:00           0.000           6.100           6.100           0.020 
04.10.2007  00:00:00           0.000           6.270           6.270           0.010 
05.10.2007  00:00:00           0.070           4.970           4.970           0.010 
06.10.2007  00:00:00           0.000           5.270           5.270           0.010 
07.10.2007  00:00:00           0.130           6.770           6.770           0.010 
08.10.2007  00:00:00           0.130           5.170           5.170           0.010 
09.10.2007  00:00:00           0.000           2.330           2.330           0.000 
10.10.2007  00:00:00           0.000           1.730           1.730           0.000 
11.10.2007  00:00:00           0.070           3.270           3.270           0.000 
12.10.2007  00:00:00           0.600           6.300           6.300           0.000 
13.10.2007  00:00:00           0.000           5.400           5.400           0.000 
14.10.2007  00:00:00           0.000           7.400           7.400           0.000 
15.10.2007  00:00:00           0.000           8.400           8.400           0.000 
16.10.2007  00:00:00           0.000           7.870           7.870           0.000 
17.10.2007  00:00:00           0.200           6.130           6.130           0.000 
18.10.2007  00:00:00           0.000           4.230           4.230           0.000 
19.10.2007  00:00:00           0.000           0.170           0.170           0.000 
20.10.2007  00:00:00           0.000           1.530           1.530           0.000 
21.10.2007  00:00:00           0.000           5.730           5.730           0.000 
22.10.2007  00:00:00           0.030           5.970           5.970           0.000 
23.10.2007  00:00:00           0.000           3.370           3.370           0.000 
24.10.2007  00:00:00           0.000           1.430           1.430           0.000 
25.10.2007  00:00:00           0.000          -0.070          -0.070           0.000 
26.10.2007  00:00:00           0.000           0.970           0.970           0.000 
27.10.2007  00:00:00           0.470           0.830           0.830           0.000 
28.10.2007  00:00:00           6.370           6.000           6.000           0.020 
29.10.2007  00:00:00          14.630           7.600           7.600           0.020 
30.10.2007  00:00:00           0.000           2.370           2.370           0.010 
31.10.2007  00:00:00           0.000          -0.300          -0.300           0.010 
01.11.2007  00:00:00           1.600           6.730           6.730           0.010 
02.11.2007  00:00:00           0.000           2.600           2.600           0.010 
03.11.2007  00:00:00           0.000           2.730           2.730           0.010 
04.11.2007  00:00:00           0.000           3.830           3.830           0.010 
05.11.2007  00:00:00           0.000           0.230           0.230           0.000 
06.11.2007  00:00:00           1.170           2.530           2.530           0.000 
07.11.2007  00:00:00           0.000          -0.400          -0.400           0.000 
08.11.2007  00:00:00           0.000           2.200           2.200           0.000 
09.11.2007  00:00:00           2.830           2.170           2.170           0.010 
10.11.2007  00:00:00           0.000          -0.930          -0.930           0.000 
11.11.2007  00:00:00           0.000          -1.300          -1.300           0.000 
12.11.2007  00:00:00           0.000          -1.270          -1.270           0.000 
13.11.2007  00:00:00           0.000          -3.070          -3.070           0.000 
14.11.2007  00:00:00           0.000          -3.570          -3.570           0.000 
15.11.2007  00:00:00           0.000          -7.870          -7.870           0.000 
16.11.2007  00:00:00           0.000          -2.670          -2.670           0.000 
17.11.2007  00:00:00           0.000          -0.600          -0.600           0.000 
18.11.2007  00:00:00           0.000           1.370           1.370           0.000 
19.11.2007  00:00:00           1.000           1.930           1.930           0.000 
20.11.2007  00:00:00           0.000          -2.300          -2.300           0.000 
21.11.2007  00:00:00           0.000          -0.530          -0.530           0.000 
22.11.2007  00:00:00           1.970          -1.870          -1.870           0.000 
23.11.2007  00:00:00          14.230          -0.230          -0.230           0.010 
24.11.2007  00:00:00           0.000          -6.530          -6.530           0.010 
25.11.2007  00:00:00           3.770          -2.970          -2.970           0.010 
26.11.2007  00:00:00           0.000          -2.500          -2.500           0.000 
27.11.2007  00:00:00           0.000          -4.930          -4.930           0.000 
28.11.2007  00:00:00           0.000          -5.570          -5.570           0.000 
29.11.2007  00:00:00           6.470          -0.270          -0.270           0.010 
30.11.2007  00:00:00           0.000          -0.230          -0.230           0.010 
01.12.2007  00:00:00          25.630          -1.830          -1.830           0.110 
02.12.2007  00:00:00          23.100           0.370           0.370           0.100 
03.12.2007  00:00:00          15.500          -1.430          -1.430           0.040 
04.12.2007  00:00:00           5.470          -2.870          -2.870           0.020 
05.12.2007  00:00:00           4.230          -4.300          -4.300           0.020 
06.12.2007  00:00:00           4.870           1.630           1.630           0.080 
07.12.2007  00:00:00           3.430           2.330           2.330           0.060 
08.12.2007  00:00:00           0.000          -3.770          -3.770           0.030 
09.12.2007  00:00:00           0.000          -4.500          -4.500           0.020 
10.12.2007  00:00:00           9.870          -2.570          -2.570           0.020 
11.12.2007  00:00:00           0.000          -3.370          -3.370           0.010 
12.12.2007  00:00:00           0.000          -5.930          -5.930           0.010 
13.12.2007  00:00:00           0.000         -12.100         -12.100           0.010 
14.12.2007  00:00:00           0.000         -10.230         -10.230           0.010 
15.12.2007  00:00:00           0.000          -7.770          -7.770           0.010 
16.12.2007  00:00:00           0.000         -12.770         -12.770           0.000 
17.12.2007  00:00:00           0.000         -13.630         -13.630           0.000 
18.12.2007  00:00:00           0.000         -17.330         -17.330           0.000 
19.12.2007  00:00:00           0.000         -14.570         -14.570           0.000 
20.12.2007  00:00:00           0.000         -10.230         -10.230           0.000 
21.12.2007  00:00:00           0.000         -10.370         -10.370           0.000 
22.12.2007  00:00:00           0.000         -12.000         -12.000           0.000 
23.12.2007  00:00:00           2.600         -12.130         -12.130           0.000 
24.12.2007  00:00:00           0.000         -11.700         -11.700           0.000 
25.12.2007  00:00:00           0.200          -0.700          -0.700           0.000 
26.12.2007  00:00:00           8.830          -2.730          -2.730           0.000 
27.12.2007  00:00:00           4.200           0.770           0.770           0.010 
28.12.2007  00:00:00           5.870           2.370           2.370           0.030 
29.12.2007  00:00:00           5.830           2.600           2.600           0.060 
30.12.2007  00:00:00           0.000           0.030           0.030           0.040 
31.12.2007  00:00:00           0.000          -3.700          -3.700           0.020 
01.01.2008  00:00:00           0.000          -7.500          -7.500           0.010 
02.01.2008  00:00:00           1.500          -4.500          -4.500           0.010 
03.01.2008  00:00:00           7.030          -3.900          -3.900           0.010 
04.01.2008  00:00:00           6.830          -5.770          -5.770           0.010 
05.01.2008  00:00:00           8.070          -6.230          -6.230           0.010 
06.01.2008  00:00:00          26.300          -4.430          -4.430           0.010 
07.01.2008  00:00:00           4.100          -4.470          -4.470           0.010 
08.01.2008  00:00:00          14.600          -1.470          -1.470           0.010 
09.01.2008  00:00:00           6.030          -3.730          -3.730           0.010 
10.01.2008  00:00:00          15.170           0.100           0.100           0.010 
11.01.2008  00:00:00          13.970          -0.200          -0.200           0.010 
12.01.2008  00:00:00           2.970          -4.200          -4.200           0.010 
13.01.2008  00:00:00          12.730          -6.630          -6.630           0.010 
14.01.2008  00:00:00           6.170          -2.300          -2.300           0.010 
15.01.2008  00:00:00          19.300           0.100           0.100           0.040 
16.01.2008  00:00:00          38.230           1.000           1.000           0.090 
17.01.2008  00:00:00          17.000           0.270           0.270           0.080 
18.01.2008  00:00:00           4.130          -3.030          -3.030           0.030 
19.01.2008  00:00:00          15.900           0.570           0.570           0.030 
20.01.2008  00:00:00           0.000          -1.670          -1.670           0.020 
21.01.2008  00:00:00           0.000          -0.070          -0.070           0.020 
22.01.2008  00:00:00           0.000          -8.670          -8.670           0.010 
23.01.2008  00:00:00           0.000         -10.670         -10.670           0.010 
24.01.2008  00:00:00           4.670          -1.270          -1.270           0.010 
25.01.2008  00:00:00           5.500          -0.700          -0.700           0.010 
26.01.2008  00:00:00           4.530           0.430           0.430           0.010 
27.01.2008  00:00:00           0.000          -1.470          -1.470           0.010 
28.01.2008  00:00:00           0.000          -4.000          -4.000           0.010 
29.01.2008  00:00:00           0.000           3.030           3.030           0.010 
30.01.2008  00:00:00           8.300           0.900           0.900           0.020 
31.01.2008  00:00:00           2.570          -3.670          -3.670           0.020 
01.02.2008  00:00:00          28.830          -0.500          -0.500           0.020 
02.02.2008  00:00:00          15.200          -1.700          -1.700           0.010 
03.02.2008  00:00:00           3.400          -8.830          -8.830           0.010 
04.02.2008  00:00:00           0.600          -1.070          -1.070           0.010 
05.02.2008  00:00:00           5.600          -1.600          -1.600           0.010 
06.02.2008  00:00:00          21.270          -0.670          -0.670           0.010 
07.02.2008  00:00:00           4.730          -0.830          -0.830           0.010 
08.02.2008  00:00:00           0.000          -1.930          -1.930           0.010 
09.02.2008  00:00:00           0.000           1.430           1.430           0.010 
10.02.2008  00:00:00           0.000          -0.700          -0.700           0.020 
11.02.2008  00:00:00           0.000          -1.730          -1.730           0.010 
12.02.2008  00:00:00           0.000          -4.370          -4.370           0.010 
13.02.2008  00:00:00           0.000          -4.670          -4.670           0.010 
14.02.2008  00:00:00           0.000          -2.930          -2.930           0.010 
15.02.2008  00:00:00           0.000         -11.130         -11.130           0.010 
16.02.2008  00:00:00           0.000         -12.830         -12.830           0.010 
17.02.2008  00:00:00           0.000          -1.170          -1.170           0.010 
18.02.2008  00:00:00           0.000           5.330           5.330           0.010 
19.02.2008  00:00:00           0.000           4.600           4.600           0.030 
20.02.2008  00:00:00           0.000           2.400           2.400           0.030 
21.02.2008  00:00:00           0.000          -0.900          -0.900           0.020 
22.02.2008  00:00:00           0.000           2.270           2.270           0.040 
23.02.2008  00:00:00           0.300           0.100           0.100           0.030 
24.02.2008  00:00:00           0.000           1.570           1.570           0.020 
25.02.2008  00:00:00           0.000           2.270           2.270           0.030 
26.02.2008  00:00:00           0.530           1.000           1.000           0.020 
27.02.2008  00:00:00           0.700           1.330           1.330           0.030 
28.02.2008  00:00:00           0.000          -1.130          -1.130           0.020 
29.02.2008  00:00:00           0.000          -1.130          -1.130           0.020 
01.03.2008  00:00:00           4.070          -0.370          -0.370           0.020 
02.03.2008  00:00:00           0.570          -2.100          -2.100           0.010 
03.03.2008  00:00:00           0.000          -2.000          -2.000           0.010 
04.03.2008  00:00:00           1.670          -6.170          -6.170           0.010 
05.03.2008  00:00:00           0.000          -7.270          -7.270           0.010 
06.03.2008  00:00:00           0.000          -1.330          -1.330           0.010 
07.03.2008  00:00:00           0.000          -0.970          -0.970           0.010 
08.03.2008  00:00:00           6.570          -1.470          -1.470           0.010 
09.03.2008  00:00:00          17.900           0.970           0.970           0.030 
10.03.2008  00:00:00           6.270           1.470           1.470           0.030 
11.03.2008  00:00:00          17.300           0.930           0.930           0.060 
12.03.2008  00:00:00          22.830           1.330           1.330           0.090 
13.03.2008  00:00:00           8.630          -0.230          -0.230           0.040 
14.03.2008  00:00:00           0.000          -0.230          -0.230           0.030 
15.03.2008  00:00:00           0.000          -2.670          -2.670           0.020 
16.03.2008  00:00:00           0.000          -1.900          -1.900           0.020 
17.03.2008  00:00:00           0.000          -2.400          -2.400           0.010 
18.03.2008  00:00:00           0.000          -3.030          -3.030           0.010 
19.03.2008  00:00:00           0.000          -4.000          -4.000           0.010 
20.03.2008  00:00:00           0.000          -6.000          -6.000           0.010 
21.03.2008  00:00:00          20.970          -5.200          -5.200           0.030 
22.03.2008  00:00:00           1.730          -8.100          -8.100           0.010 
23.03.2008  00:00:00           0.000         -13.170         -13.170           0.010 
24.03.2008  00:00:00           0.130         -10.100         -10.100           0.010 
25.03.2008  00:00:00           0.300          -9.900          -9.900           0.010 
26.03.2008  00:00:00           1.530          -6.770          -6.770           0.010 
27.03.2008  00:00:00           0.000          -8.230          -8.230           0.010 
