date        time     P_O_Fura_561moh   T_Fura_561moh   T_Fura_561moh          Q_Fura 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
08.08.2009  00:00:00           0.000          16.570          16.570           0.340 
09.08.2009  00:00:00           8.130          15.640          15.640           0.300 
10.08.2009  00:00:00           8.180          14.440          14.440           1.540 
11.08.2009  00:00:00           7.650          13.180          13.180           2.210 
12.08.2009  00:00:00           5.260          11.940          11.940           2.460 
13.08.2009  00:00:00           4.070          11.730          11.730           1.380 
14.08.2009  00:00:00           0.030           8.160           8.160           0.770 
15.08.2009  00:00:00           0.010           8.770           8.770           2.070 
16.08.2009  00:00:00          26.100           9.320           9.320          10.810 
17.08.2009  00:00:00           0.000          12.160          12.160           2.080 
18.08.2009  00:00:00           0.030          11.440          11.440           0.860 
19.08.2009  00:00:00           0.000           9.620           9.620           0.510 
20.08.2009  00:00:00           0.000          11.240          11.240           0.380 
21.08.2009  00:00:00           1.060          14.450          14.450           2.440 
22.08.2009  00:00:00           6.380          13.480          13.480           1.600 
23.08.2009  00:00:00           0.000          10.780          10.780           0.650 
24.08.2009  00:00:00           0.230          11.120          11.120           0.450 
25.08.2009  00:00:00           0.000          10.860          10.860           0.350 
26.08.2009  00:00:00           5.510          12.620          12.620           1.500 
27.08.2009  00:00:00           8.660          11.740          11.740           1.710 
28.08.2009  00:00:00           1.740          12.440          12.440           2.760 
29.08.2009  00:00:00          13.830          10.500          10.500           7.050 
30.08.2009  00:00:00           0.010           8.480           8.480           2.490 
31.08.2009  00:00:00           0.000          10.280          10.280           1.530 
01.09.2009  00:00:00           8.590          11.290          11.290           2.050 
02.09.2009  00:00:00           0.000          12.970          12.970           1.190 
03.09.2009  00:00:00           0.000           9.280           9.280           0.720 
04.09.2009  00:00:00          15.800           9.910           9.910           8.860 
05.09.2009  00:00:00           5.400           9.860           9.860           3.110 
06.09.2009  00:00:00           0.000           8.700           8.700           1.220 
07.09.2009  00:00:00           0.000           8.450           8.450           0.670 
08.09.2009  00:00:00           0.120           9.060           9.060           0.600 
09.09.2009  00:00:00           0.100          12.210          12.210           0.480 
10.09.2009  00:00:00           0.000          10.630          10.630           0.350 
11.09.2009  00:00:00           0.000           9.130           9.130           0.280 
12.09.2009  00:00:00           0.000           8.230           8.230           0.250 
13.09.2009  00:00:00           0.000           9.220           9.220           0.220 
14.09.2009  00:00:00           0.000           8.820           8.820           0.180 
15.09.2009  00:00:00           0.000           6.730           6.730           0.160 
16.09.2009  00:00:00           0.000           8.530           8.530           0.150 
17.09.2009  00:00:00           0.000           7.520           7.520           0.140 
18.09.2009  00:00:00           0.000           8.630           8.630           0.130 
19.09.2009  00:00:00           0.000           9.000           9.000           0.120 
20.09.2009  00:00:00           0.000           9.160           9.160           0.120 
21.09.2009  00:00:00           2.120           6.690           6.690           0.140 
22.09.2009  00:00:00           2.510           8.240           8.240           0.130 
23.09.2009  00:00:00           0.000          10.170          10.170           0.120 
24.09.2009  00:00:00           0.000           6.670           6.670           0.100 
25.09.2009  00:00:00           0.000           6.830           6.830           0.090 
26.09.2009  00:00:00           0.000          11.920          11.920           0.080 
27.09.2009  00:00:00           0.000          12.090          12.090           0.080 
28.09.2009  00:00:00           0.000           8.430           8.430           0.080 
29.09.2009  00:00:00           0.010           3.650           3.650           0.070 
30.09.2009  00:00:00           0.000           3.060           3.060           0.070 
01.10.2009  00:00:00           1.250           2.670           2.670           0.070 
02.10.2009  00:00:00           0.000           0.580           0.580           0.080 
03.10.2009  00:00:00           0.000          -0.210          -0.210           0.120 
04.10.2009  00:00:00          13.440          -0.590          -0.590           0.230 
05.10.2009  00:00:00           0.000           1.450           1.450           0.220 
06.10.2009  00:00:00           0.000          -0.460          -0.460           0.740 
07.10.2009  00:00:00          22.020          -0.740          -0.740           6.960 
08.10.2009  00:00:00           0.000           1.640           1.640           2.420 
09.10.2009  00:00:00           3.310          -0.120          -0.120           1.120 
10.10.2009  00:00:00           0.000          -1.570          -1.570           0.650 
11.10.2009  00:00:00           0.000          -1.530          -1.530           0.520 
12.10.2009  00:00:00           1.450          -0.760          -0.760           0.460 
13.10.2009  00:00:00           0.000           0.590           0.590           0.400 
14.10.2009  00:00:00           0.000          -2.990          -2.990           0.320 
15.10.2009  00:00:00           0.000          -4.120          -4.120           0.280 
16.10.2009  00:00:00           5.230           2.020           2.020           0.530 
17.10.2009  00:00:00           0.000           3.540           3.540           0.670 
18.10.2009  00:00:00           0.000           1.380           1.380           0.570 
19.10.2009  00:00:00           0.000           0.410           0.410           0.450 
20.10.2009  00:00:00           0.000           0.290           0.290           0.380 
21.10.2009  00:00:00           0.000          -0.270          -0.270           0.340 
22.10.2009  00:00:00           0.000           1.260           1.260           0.420 
23.10.2009  00:00:00           0.000           0.910           0.910           0.530 
24.10.2009  00:00:00           0.000          -0.430          -0.430           0.510 
25.10.2009  00:00:00           0.640          -1.030          -1.030           0.790 
26.10.2009  00:00:00           3.630           1.250           1.250           2.000 
27.10.2009  00:00:00           0.000          -0.040          -0.040           1.130 
28.10.2009  00:00:00           0.000           0.850           0.850           0.620 
29.10.2009  00:00:00           0.000          -2.940          -2.940           0.440 
30.10.2009  00:00:00           0.000          -4.300          -4.300           0.340 
31.10.2009  00:00:00           0.000          -3.420          -3.420           0.270 
01.11.2009  00:00:00           0.070          -3.580          -3.580           0.250 
02.11.2009  00:00:00           2.040          -1.530          -1.530           0.250 
03.11.2009  00:00:00           7.030          -1.670          -1.670           0.350 
04.11.2009  00:00:00           2.640          -1.000          -1.000           0.590 
05.11.2009  00:00:00           0.970          -3.190          -3.190           0.410 
06.11.2009  00:00:00           0.000          -3.230          -3.230           0.340 
07.11.2009  00:00:00           7.010          -2.060          -2.060           0.960 
08.11.2009  00:00:00           1.570           1.230           1.230           1.990 
09.11.2009  00:00:00           0.950           1.030           1.030           1.420 
10.11.2009  00:00:00           0.000          -4.750          -4.750           0.750 
11.11.2009  00:00:00           0.000          -4.990          -4.990           0.550 
12.11.2009  00:00:00           0.000          -6.590          -6.590           0.410 
13.11.2009  00:00:00           0.000          -7.890          -7.890           0.310 
14.11.2009  00:00:00           4.040          -6.610          -6.610           0.320 
15.11.2009  00:00:00          10.720          -0.770          -0.770           3.970 
16.11.2009  00:00:00           4.800           1.860           1.860           4.170 
17.11.2009  00:00:00           2.950           0.670           0.670           2.740 
18.11.2009  00:00:00           5.450           2.010           2.010           6.790 
19.11.2009  00:00:00           0.000          -1.020          -1.020           2.600 
20.11.2009  00:00:00           4.500          -1.070          -1.070           4.040 
21.11.2009  00:00:00           4.970           4.090           4.090           4.670 
22.11.2009  00:00:00           2.140           0.550           0.550           2.890 
23.11.2009  00:00:00           8.890           0.220           0.220           5.540 
24.11.2009  00:00:00          11.940           2.330           2.330           8.470 
25.11.2009  00:00:00           2.940          -0.020          -0.020           4.130 
26.11.2009  00:00:00           4.390           1.460           1.460           4.530 
27.11.2009  00:00:00           0.000           2.010           2.010           2.610 
28.11.2009  00:00:00           0.000          -0.610          -0.610           1.550 
29.11.2009  00:00:00           0.000          -3.300          -3.300           0.940 
30.11.2009  00:00:00           7.110          -3.530          -3.530           0.660 
01.12.2009  00:00:00           1.880          -6.010          -6.010           0.440 
02.12.2009  00:00:00           0.000         -11.680         -11.680           0.320 
03.12.2009  00:00:00           0.000         -14.370         -14.370           0.310 
04.12.2009  00:00:00           0.030         -11.740         -11.740           0.380 
05.12.2009  00:00:00           3.170          -3.880          -3.880           0.380 
06.12.2009  00:00:00           5.640          -1.390          -1.390           0.360 
07.12.2009  00:00:00           0.920          -1.610          -1.610           0.340 
08.12.2009  00:00:00           3.610          -1.210          -1.210           0.350 
09.12.2009  00:00:00           0.000          -0.030          -0.030           0.380 
10.12.2009  00:00:00           0.650          -0.350          -0.350           0.360 
11.12.2009  00:00:00           0.450          -1.190          -1.190           0.360 
12.12.2009  00:00:00           0.000           0.640           0.640           0.420 
13.12.2009  00:00:00           0.000          -4.410          -4.410           0.360 
14.12.2009  00:00:00           0.330          -6.060          -6.060           0.320 
15.12.2009  00:00:00           3.620          -6.580          -6.580           0.270 
16.12.2009  00:00:00           0.000          -7.260          -7.260           0.220 
17.12.2009  00:00:00           0.000         -10.200         -10.200           0.240 
18.12.2009  00:00:00           0.000         -18.860         -18.860           0.250 
19.12.2009  00:00:00           0.000         -24.650         -24.650           0.320 
20.12.2009  00:00:00           1.730         -15.410         -15.410           0.410 
21.12.2009  00:00:00           1.120         -13.810         -13.810           0.230 
22.12.2009  00:00:00           0.000         -19.160         -19.160           0.180 
23.12.2009  00:00:00           0.060         -15.480         -15.480           0.160 
24.12.2009  00:00:00           1.600         -14.410         -14.410           0.150 
25.12.2009  00:00:00           3.410          -4.010          -4.010           0.150 
26.12.2009  00:00:00           9.230          -4.360          -4.360           0.160 
27.12.2009  00:00:00           7.510         -12.320         -12.320           0.160 
28.12.2009  00:00:00           0.000         -14.720         -14.720           0.160 
29.12.2009  00:00:00           0.000         -17.580         -17.580           0.160 
30.12.2009  00:00:00           0.000         -20.410         -20.410           0.150 
31.12.2009  00:00:00           0.000         -20.570         -20.570           0.150 
01.01.2010  00:00:00           0.030         -11.260         -11.260           0.140 
02.01.2010  00:00:00           0.000         -14.970         -14.970           0.140 
03.01.2010  00:00:00           0.000         -18.960         -18.960           0.130 
04.01.2010  00:00:00           0.000          -9.310          -9.310           0.130 
05.01.2010  00:00:00           0.000         -14.210         -14.210           0.130 
06.01.2010  00:00:00           0.030         -24.630         -24.630           0.120 
07.01.2010  00:00:00           0.000         -26.640         -26.640           0.110 
08.01.2010  00:00:00           0.000         -27.870         -27.870           0.110 
09.01.2010  00:00:00           0.000         -29.560         -29.560           0.100 
10.01.2010  00:00:00           0.000         -23.100         -23.100           0.100 
11.01.2010  00:00:00           0.000         -21.160         -21.160           0.090 
12.01.2010  00:00:00           0.000         -11.560         -11.560           0.090 
13.01.2010  00:00:00           0.000         -18.330         -18.330           0.090 
14.01.2010  00:00:00           0.000         -16.700         -16.700           0.090 
15.01.2010  00:00:00           0.000         -14.410         -14.410           0.090 
16.01.2010  00:00:00           0.020         -14.990         -14.990           0.090 
17.01.2010  00:00:00           1.630          -7.290          -7.290           0.090 
18.01.2010  00:00:00           2.300          -6.910          -6.910           0.090 
19.01.2010  00:00:00           0.800         -10.500         -10.500           0.090 
20.01.2010  00:00:00           0.000         -11.190         -11.190           0.090 
21.01.2010  00:00:00           3.290          -7.810          -7.810           0.090 
22.01.2010  00:00:00           0.050          -7.310          -7.310           0.090 
23.01.2010  00:00:00           0.810          -9.540          -9.540           0.100 
24.01.2010  00:00:00           0.000          -8.960          -8.960           0.090 
25.01.2010  00:00:00           0.000         -10.880         -10.880           0.090 
26.01.2010  00:00:00           0.000          -9.400          -9.400           0.090 
27.01.2010  00:00:00           3.340          -9.110          -9.110           0.090 
28.01.2010  00:00:00           0.000          -6.120          -6.120           0.090 
29.01.2010  00:00:00           1.320          -6.660          -6.660           0.080 
30.01.2010  00:00:00           1.190         -12.050         -12.050           0.070 
31.01.2010  00:00:00           2.020         -17.230         -17.230           0.070 
01.02.2010  00:00:00           0.000         -23.460         -23.460           0.070 
02.02.2010  00:00:00           0.000         -21.070         -21.070           0.060 
03.02.2010  00:00:00           1.110         -12.530         -12.530           0.060 
04.02.2010  00:00:00           1.770          -6.760          -6.760           0.060 
05.02.2010  00:00:00           1.570          -6.590          -6.590           0.060 
06.02.2010  00:00:00           0.000          -7.230          -7.230           0.070 
07.02.2010  00:00:00           0.000         -11.030         -11.030           0.070 
08.02.2010  00:00:00           0.000          -8.210          -8.210           0.060 
09.02.2010  00:00:00           0.000          -6.760          -6.760           0.060 
10.02.2010  00:00:00           1.290         -11.380         -11.380           0.060 
11.02.2010  00:00:00           0.000         -14.800         -14.800           0.060 
12.02.2010  00:00:00           0.000         -10.920         -10.920           0.070 
13.02.2010  00:00:00           0.000         -10.170         -10.170           0.060 
14.02.2010  00:00:00           0.000          -6.980          -6.980           0.060 
15.02.2010  00:00:00           0.000          -7.570          -7.570           0.060 
16.02.2010  00:00:00           0.000          -9.200          -9.200           0.060 
17.02.2010  00:00:00           1.000          -7.600          -7.600           0.060 
18.02.2010  00:00:00           0.790          -7.850          -7.850           0.060 
19.02.2010  00:00:00           1.890         -12.050         -12.050           0.060 
20.02.2010  00:00:00           0.030         -15.100         -15.100           0.060 
21.02.2010  00:00:00           5.440         -17.650         -17.650           0.060 
22.02.2010  00:00:00           0.030         -21.090         -21.090           0.060 
23.02.2010  00:00:00           0.020         -21.360         -21.360           0.060 
24.02.2010  00:00:00           0.080         -18.150         -18.150           0.060 
25.02.2010  00:00:00           0.000         -15.550         -15.550           0.060 
26.02.2010  00:00:00           4.080         -11.740         -11.740           0.060 
27.02.2010  00:00:00           0.650          -6.010          -6.010           0.060 
28.02.2010  00:00:00           9.770          -5.510          -5.510           0.060 
01.03.2010  00:00:00           0.000          -7.180          -7.180           0.060 
02.03.2010  00:00:00           0.000          -5.730          -5.730           0.060 
03.03.2010  00:00:00           0.000          -5.970          -5.970           0.060 
04.03.2010  00:00:00           0.000          -7.050          -7.050           0.060 
05.03.2010  00:00:00           0.000         -11.230         -11.230           0.060 
06.03.2010  00:00:00           0.000         -14.990         -14.990           0.060 
07.03.2010  00:00:00           0.000         -10.590         -10.590           0.060 
08.03.2010  00:00:00           0.000          -5.720          -5.720           0.060 
09.03.2010  00:00:00           0.000          -3.130          -3.130           0.060 
10.03.2010  00:00:00           0.000          -2.680          -2.680           0.060 
11.03.2010  00:00:00           0.000           0.890           0.890           0.060 
12.03.2010  00:00:00           0.000           1.020           1.020           0.060 
13.03.2010  00:00:00           0.000          -3.390          -3.390           0.060 
14.03.2010  00:00:00           0.000          -5.340          -5.340           0.060 
15.03.2010  00:00:00           0.000          -5.210          -5.210           0.060 
16.03.2010  00:00:00           0.000          -6.270          -6.270           0.060 
17.03.2010  00:00:00           0.020          -5.030          -5.030           0.060 
18.03.2010  00:00:00           1.670          -3.430          -3.430           0.060 
19.03.2010  00:00:00           0.000           1.440           1.440           0.060 
20.03.2010  00:00:00           1.710           1.190           1.190           0.070 
21.03.2010  00:00:00           3.990           3.180           3.180           0.080 
22.03.2010  00:00:00           5.820          -6.550          -6.550           0.080 
23.03.2010  00:00:00           3.880          -4.920          -4.920           0.070 
24.03.2010  00:00:00           2.440          -2.310          -2.310           0.080 
25.03.2010  00:00:00           2.430          -1.320          -1.320           0.080 
26.03.2010  00:00:00           0.000          -0.190          -0.190           0.090 
27.03.2010  00:00:00           0.480           0.630           0.630           0.150 
28.03.2010  00:00:00           5.790           0.140           0.140           0.260 
29.03.2010  00:00:00           2.130          -0.730          -0.730           0.320 
30.03.2010  00:00:00           5.370          -1.560          -1.560           0.370 
31.03.2010  00:00:00           0.960          -2.040          -2.040           0.290 
01.04.2010  00:00:00           4.690           0.110           0.110           0.370 
02.04.2010  00:00:00           7.810          -0.210          -0.210           0.570 
03.04.2010  00:00:00           1.360          -1.340          -1.340           0.730 
04.04.2010  00:00:00           0.000          -2.190          -2.190           0.550 
05.04.2010  00:00:00           0.000          -0.970          -0.970           0.430 
06.04.2010  00:00:00           0.000          -1.420          -1.420           0.390 
07.04.2010  00:00:00           0.530          -0.400          -0.400           0.370 
08.04.2010  00:00:00           0.000           3.030           3.030           0.540 
09.04.2010  00:00:00           1.280           1.170           1.170           0.700 
10.04.2010  00:00:00           0.000           2.360           2.360           1.150 
11.04.2010  00:00:00           0.000           1.930           1.930           1.620 
12.04.2010  00:00:00           0.000           2.710           2.710           1.910 
13.04.2010  00:00:00           0.000           4.440           4.440           2.380 
14.04.2010  00:00:00           0.000           1.800           1.800           2.550 
15.04.2010  00:00:00           0.000           4.370           4.370           2.610 
16.04.2010  00:00:00           3.280           2.090           2.090           2.870 
17.04.2010  00:00:00           0.000           1.630           1.630           2.430 
18.04.2010  00:00:00           4.480           1.380           1.380           2.390 
19.04.2010  00:00:00           0.000          -2.040          -2.040           1.500 
20.04.2010  00:00:00           0.000          -2.610          -2.610           1.020 
21.04.2010  00:00:00           2.190          -1.960          -1.960           0.750 
22.04.2010  00:00:00           0.000          -1.670          -1.670           0.670 
23.04.2010  00:00:00           0.000          -1.030          -1.030           0.690 
24.04.2010  00:00:00           0.000          -1.030          -1.030           0.690 
25.04.2010  00:00:00           0.000           1.130           1.130           0.960 
26.04.2010  00:00:00           0.000           2.350           2.350           1.810 
27.04.2010  00:00:00           0.290           3.080           3.080           2.640 
28.04.2010  00:00:00           0.000           0.860           0.860           2.210 
29.04.2010  00:00:00           5.950           0.750           0.750           3.760 
30.04.2010  00:00:00           0.000           6.620           6.620           6.190 
01.05.2010  00:00:00           0.890           6.760           6.760           5.090 
02.05.2010  00:00:00           0.020           0.950           0.950           3.040 
03.05.2010  00:00:00           0.000           1.440           1.440           2.250 
04.05.2010  00:00:00           0.000           1.320           1.320           1.770 
05.05.2010  00:00:00           0.000          -0.520          -0.520           1.430 
06.05.2010  00:00:00           0.000           1.720           1.720           1.660 
07.05.2010  00:00:00           0.000           3.180           3.180           2.580 
08.05.2010  00:00:00           0.000           4.160           4.160           3.530 
09.05.2010  00:00:00           0.000           5.380           5.380           3.370 
10.05.2010  00:00:00           5.060           3.070           3.070           2.970 
11.05.2010  00:00:00           7.910          -0.360          -0.360           2.150 
12.05.2010  00:00:00           0.000           0.770           0.770           1.920 
13.05.2010  00:00:00           0.000           4.830           4.830           2.370 
14.05.2010  00:00:00           0.000           4.020           4.020           3.660 
15.05.2010  00:00:00           4.840           7.560           7.560           6.970 
16.05.2010  00:00:00           5.790           8.630           8.630           9.510 
17.05.2010  00:00:00           6.350           8.540           8.540           5.740 
18.05.2010  00:00:00           0.040           7.310           7.310           3.700 
19.05.2010  00:00:00           0.000           9.580           9.580           3.140 
20.05.2010  00:00:00           0.000          13.970          13.970           2.900 
21.05.2010  00:00:00           0.820          13.870          13.870           1.780 
22.05.2010  00:00:00           0.000          13.620          13.620           0.770 
23.05.2010  00:00:00           4.980          12.500          12.500           0.780 
24.05.2010  00:00:00           0.380           7.480           7.480           0.560 
25.05.2010  00:00:00           0.000           5.620           5.620           0.380 
26.05.2010  00:00:00           0.000           4.930           4.930           0.280 
27.05.2010  00:00:00           0.000           6.260           6.260           0.230 
28.05.2010  00:00:00           0.000           6.190           6.190           0.190 
29.05.2010  00:00:00           0.000           6.890           6.890           0.170 
30.05.2010  00:00:00           0.520           7.380           7.380           0.160 
31.05.2010  00:00:00           0.000           9.590           9.590           0.140 
01.06.2010  00:00:00           0.000          12.780          12.780           0.110 
02.06.2010  00:00:00           0.000          13.950          13.950           0.090 
03.06.2010  00:00:00           0.000          13.110          13.110           0.080 
04.06.2010  00:00:00           0.000          10.520          10.520           0.070 
05.06.2010  00:00:00           0.000           9.490           9.490           0.060 
06.06.2010  00:00:00           0.000          11.600          11.600           0.050 
07.06.2010  00:00:00           0.000          12.620          12.620           0.050 
08.06.2010  00:00:00          29.920          10.280          10.280           4.720 
09.06.2010  00:00:00          18.440           9.060           9.060           6.160 
10.06.2010  00:00:00           3.220          10.390          10.390           3.170 
11.06.2010  00:00:00           0.000          13.330          13.330           1.140 
12.06.2010  00:00:00          29.400           9.950           9.950          13.460 
13.06.2010  00:00:00           7.810           8.960           8.960           3.940 
14.06.2010  00:00:00           2.640           7.610           7.610           1.610 
15.06.2010  00:00:00           0.000           7.500           7.500           0.700 
16.06.2010  00:00:00           0.000           9.730           9.730           0.430 
17.06.2010  00:00:00           0.000          12.370          12.370           0.290 
18.06.2010  00:00:00           0.000          13.920          13.920           0.240 
19.06.2010  00:00:00           6.340           6.360           6.360           0.300 
20.06.2010  00:00:00           0.000           6.990           6.990           0.210 
21.06.2010  00:00:00           0.000           8.410           8.410           0.150 
22.06.2010  00:00:00           0.000          12.340          12.340           0.120 
23.06.2010  00:00:00           0.000          14.790          14.790           0.100 
24.06.2010  00:00:00           0.000          13.570          13.570           0.090 
25.06.2010  00:00:00           2.580          14.120          14.120           0.090 
26.06.2010  00:00:00           3.250          11.580          11.580           0.090 
27.06.2010  00:00:00           0.000          11.400          11.400           0.070 
28.06.2010  00:00:00           0.000          14.330          14.330           0.060 
29.06.2010  00:00:00           0.000          14.480          14.480           0.060 
30.06.2010  00:00:00          13.640          14.250          14.250           1.210 
01.07.2010  00:00:00           1.990          11.660          11.660           0.870 
02.07.2010  00:00:00           0.000          14.090          14.090           0.535 
03.07.2010  00:00:00           0.000          16.210          16.210           0.200 
04.07.2010  00:00:00           0.000          17.730          17.730           0.150 
05.07.2010  00:00:00           0.780          15.600          15.600           0.130 
06.07.2010  00:00:00           5.840          13.950          13.950           0.190 
07.07.2010  00:00:00           0.000          13.280          13.280           0.110 
08.07.2010  00:00:00           1.380          14.380          14.380           0.100 
09.07.2010  00:00:00           6.390          12.680          12.680           0.170 
10.07.2010  00:00:00           0.000          15.180          15.180           0.110 
11.07.2010  00:00:00           0.000          16.260          16.260           0.130 
12.07.2010  00:00:00           6.100          14.970          14.970           0.400 
13.07.2010  00:00:00          12.900          16.110          16.110           2.160 
14.07.2010  00:00:00           3.320          14.730          14.730           1.750 
15.07.2010  00:00:00           2.850          14.240          14.240           2.220 
16.07.2010  00:00:00          12.490          13.800          13.800           2.870 
17.07.2010  00:00:00           0.000          14.090          14.090           0.970 
18.07.2010  00:00:00           0.000          14.140          14.140           0.520 
19.07.2010  00:00:00           0.000          13.390          13.390           0.310 
20.07.2010  00:00:00           1.840          13.070          13.070           0.280 
21.07.2010  00:00:00           4.130          13.870          13.870           0.880 
22.07.2010  00:00:00           4.750          16.220          16.220           1.590 
23.07.2010  00:00:00           0.000          12.360          12.360           0.630 
24.07.2010  00:00:00           0.000          10.280          10.280           0.330 
25.07.2010  00:00:00           0.000          13.020          13.020           0.230 
26.07.2010  00:00:00          13.630          10.620          10.620           2.100 
27.07.2010  00:00:00           2.010          12.420          12.420           1.320 
28.07.2010  00:00:00           0.000          13.520          13.520           0.570 
29.07.2010  00:00:00           0.130          15.480          15.480           1.070 
30.07.2010  00:00:00          13.170          14.870          14.870           9.930 
31.07.2010  00:00:00           7.360          14.300          14.300           5.270 
01.08.2010  00:00:00           6.510          14.400          14.400           2.260 
02.08.2010  00:00:00           0.000          12.880          12.880           1.370 
03.08.2010  00:00:00           0.000          13.960          13.960           0.660 
04.08.2010  00:00:00           0.000          12.950          12.950           0.490 
05.08.2010  00:00:00           0.000          12.910          12.910           0.400 
06.08.2010  00:00:00          12.760          13.060          13.060           4.580 
07.08.2010  00:00:00          11.610          12.030          12.030           2.900 
08.08.2010  00:00:00           0.000          12.530          12.530           0.960 
09.08.2010  00:00:00           0.000          16.750          16.750           0.500 
10.08.2010  00:00:00           0.240          15.310          15.310           0.340 
11.08.2010  00:00:00           0.000          14.300          14.300           0.290 
12.08.2010  00:00:00           9.670          13.420          13.420           2.970 
13.08.2010  00:00:00           5.910          14.750          14.750           4.920 
14.08.2010  00:00:00          27.450          15.600          15.600           6.240 
15.08.2010  00:00:00           0.000          16.580          16.580           1.670 
16.08.2010  00:00:00           0.000          13.910          13.910           0.690 
17.08.2010  00:00:00           0.090          13.220          13.220           0.460 
18.08.2010  00:00:00           2.560          12.600          12.600           0.410 
19.08.2010  00:00:00           7.750          10.300          10.300           0.780 
20.08.2010  00:00:00           1.730          10.430          10.430           0.730 
21.08.2010  00:00:00           2.120          13.540          13.540           0.650 
22.08.2010  00:00:00           1.650          13.210          13.210           0.520 
23.08.2010  00:00:00           0.000          11.290          11.290           0.330 
24.08.2010  00:00:00           9.000          11.600          11.600           7.860 
25.08.2010  00:00:00          11.370           9.090           9.090           9.890 
26.08.2010  00:00:00           0.000           9.810           9.810           2.250 
27.08.2010  00:00:00           2.680           9.170           9.170           1.370 
28.08.2010  00:00:00           6.330           8.380           8.380           6.900 
29.08.2010  00:00:00          20.640           6.690           6.690           4.970 
30.08.2010  00:00:00           1.280           5.570           5.570           2.410 
31.08.2010  00:00:00           0.000           8.220           8.220           1.150 
01.09.2010  00:00:00           0.030           9.460           9.460           0.670 
02.09.2010  00:00:00           0.000           7.160           7.160           0.480 
03.09.2010  00:00:00           0.000           6.340           6.340           0.350 
04.09.2010  00:00:00           0.000           4.560           4.560           0.290 
05.09.2010  00:00:00           0.000           6.730           6.730           0.240 
06.09.2010  00:00:00           0.000           8.920           8.920           0.210 
07.09.2010  00:00:00           0.000          10.680          10.680           0.180 
08.09.2010  00:00:00           0.000          10.040          10.040           0.170 
09.09.2010  00:00:00           0.000           9.190           9.190           0.160 
10.09.2010  00:00:00           0.000           8.410           8.410           0.150 
11.09.2010  00:00:00           0.840           8.160           8.160           0.290 
12.09.2010  00:00:00          11.280          10.150          10.150           5.200 
13.09.2010  00:00:00           1.970          10.770          10.770           4.150 
14.09.2010  00:00:00           4.310          10.010          10.010          13.480 
15.09.2010  00:00:00           8.440           8.400           8.400           7.080 
16.09.2010  00:00:00           0.000           5.340           5.340           2.720 
17.09.2010  00:00:00          10.920           5.680           5.680           3.920 
18.09.2010  00:00:00           2.880           5.870           5.870           1.840 
19.09.2010  00:00:00           2.210           6.770           6.770           1.190 
20.09.2010  00:00:00           6.060           6.400           6.400           0.740 
21.09.2010  00:00:00           9.460           5.430           5.430           1.960 
22.09.2010  00:00:00           0.000           4.670           4.670           1.030 
23.09.2010  00:00:00           0.380           7.290           7.290           1.340 
24.09.2010  00:00:00          22.030           8.340           8.340          15.480 
25.09.2010  00:00:00          21.920           1.850           1.850           9.290 
26.09.2010  00:00:00           0.000           2.230           2.230           2.800 
27.09.2010  00:00:00           0.000           1.660           1.660           1.340 
28.09.2010  00:00:00           0.000           1.320           1.320           0.770 
29.09.2010  00:00:00           0.000           1.320           1.320           0.590 
30.09.2010  00:00:00           0.000           2.120           2.120           0.480 
01.10.2010  00:00:00           0.000           2.700           2.700           0.410 
02.10.2010  00:00:00           1.460           2.710           2.710           0.400 
03.10.2010  00:00:00           0.000           2.920           2.920           2.130 
04.10.2010  00:00:00          10.720           4.580           4.580          11.440 
05.10.2010  00:00:00           4.840           6.620           6.620           3.230 
06.10.2010  00:00:00           2.440           6.070           6.070           2.430 
07.10.2010  00:00:00           5.840           6.370           6.370           6.310 
08.10.2010  00:00:00           0.000           6.060           6.060           2.080 
09.10.2010  00:00:00           0.020           3.470           3.470           1.130 
10.10.2010  00:00:00           0.000           2.320           2.320           0.730 
11.10.2010  00:00:00           0.000           2.380           2.380           0.570 
12.10.2010  00:00:00           0.000           2.610           2.610           0.470 
13.10.2010  00:00:00           0.000           2.290           2.290           0.400 
14.10.2010  00:00:00           0.020           3.590           3.590           0.360 
15.10.2010  00:00:00           0.000           1.280           1.280           0.300 
16.10.2010  00:00:00           0.000          -1.090          -1.090           0.280 
17.10.2010  00:00:00           0.000           1.140           1.140           0.260 
18.10.2010  00:00:00           0.030           2.220           2.220           0.240 
19.10.2010  00:00:00           0.020           3.860           3.860           0.280 
20.10.2010  00:00:00           0.000           0.780           0.780           0.260 
21.10.2010  00:00:00           0.000          -5.590          -5.590           0.180 
22.10.2010  00:00:00           0.000          -6.670          -6.670           0.180 
23.10.2010  00:00:00           0.000          -6.730          -6.730           0.150 
24.10.2010  00:00:00           0.000          -4.320          -4.320           0.160 
25.10.2010  00:00:00           0.000          -2.030          -2.030           0.160 
26.10.2010  00:00:00           0.000          -1.810          -1.810           0.160 
27.10.2010  00:00:00           0.000          -2.560          -2.560           0.280 
28.10.2010  00:00:00           6.000           2.540           2.540           0.810 
29.10.2010  00:00:00           0.000           2.340           2.340           1.020 
30.10.2010  00:00:00          10.480           2.460           2.460           7.150 
31.10.2010  00:00:00           3.040           4.170           4.170           3.840 
01.11.2010  00:00:00           0.000           3.290           3.290           1.610 
02.11.2010  00:00:00           0.000          -0.370          -0.370           1.620 
