date        time     P_O_Fura_561moh   T_Fura_561moh   T_Fura_561moh          Q_Fura 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
23.11.2011  00:00:00           0.890          -1.760          -1.760           0.180 
24.11.2011  00:00:00           1.190           1.620           1.620           0.300 
25.11.2011  00:00:00           0.000           1.910           1.910           0.320 
26.11.2011  00:00:00           0.000           1.470           1.470           0.290 
27.11.2011  00:00:00           1.700           0.970           0.970           0.260 
28.11.2011  00:00:00           0.740           0.350           0.350           0.220 
29.11.2011  00:00:00           0.000          -0.090          -0.090           0.270 
30.11.2011  00:00:00           5.110           3.900           3.900           1.920 
01.12.2011  00:00:00           0.000           1.160           1.160           1.220 
02.12.2011  00:00:00           2.310           0.500           0.500           0.680 
03.12.2011  00:00:00           0.000          -5.010          -5.010           0.430 
04.12.2011  00:00:00           3.260          -1.230          -1.230           0.340 
05.12.2011  00:00:00           0.000          -3.220          -3.220           0.240 
06.12.2011  00:00:00           0.530          -4.200          -4.200           0.160 
07.12.2011  00:00:00           0.000          -9.120          -9.120           0.180 
08.12.2011  00:00:00           0.000          -7.920          -7.920           0.180 
09.12.2011  00:00:00          10.940          -9.100          -9.100           0.160 
10.12.2011  00:00:00           0.000          -4.690          -4.690           0.170 
11.12.2011  00:00:00           0.000          -7.440          -7.440           0.140 
12.12.2011  00:00:00          11.340          -7.760          -7.760           0.160 
13.12.2011  00:00:00           3.370          -2.420          -2.420           0.170 
14.12.2011  00:00:00           6.700          -1.120          -1.120           0.170 
15.12.2011  00:00:00           1.500          -0.480          -0.480           0.210 
16.12.2011  00:00:00           2.720          -2.170          -2.170           0.200 
17.12.2011  00:00:00           1.920          -2.810          -2.810           0.180 
18.12.2011  00:00:00           0.000          -6.460          -6.460           0.170 
19.12.2011  00:00:00           0.000          -2.800          -2.800           0.170 
20.12.2011  00:00:00           0.000          -4.620          -4.620           0.190 
21.12.2011  00:00:00           0.000         -15.630         -15.630           0.210 
22.12.2011  00:00:00           0.000         -12.710         -12.710           0.230 
23.12.2011  00:00:00           3.070          -7.100          -7.100           0.160 
24.12.2011  00:00:00           0.000          -2.160          -2.160           0.130 
25.12.2011  00:00:00           0.000          -4.600          -4.600           0.130 
26.12.2011  00:00:00           0.000           2.110           2.110           0.160 
27.12.2011  00:00:00           0.000           2.460           2.460           0.210 
28.12.2011  00:00:00           0.000          -2.340          -2.340           0.200 
29.12.2011  00:00:00          11.500          -0.690          -0.690           0.310 
30.12.2011  00:00:00           0.000          -1.530          -1.530           0.270 
31.12.2011  00:00:00           0.000          -7.400          -7.400           0.220 
01.01.2012  00:00:00           5.250         -12.110         -12.110           0.210 
02.01.2012  00:00:00           4.890          -2.800          -2.800           0.180 
03.01.2012  00:00:00           0.000          -4.220          -4.220           0.170 
04.01.2012  00:00:00           9.790          -2.850          -2.850           0.170 
05.01.2012  00:00:00           0.000          -5.800          -5.800           0.170 
06.01.2012  00:00:00           0.000         -10.120         -10.120           0.160 
07.01.2012  00:00:00           0.430          -5.590          -5.590           0.150 
08.01.2012  00:00:00           3.580          -8.270          -8.270           0.150 
09.01.2012  00:00:00           0.000         -13.160         -13.160           0.140 
10.01.2012  00:00:00           6.890         -10.470         -10.470           0.140 
11.01.2012  00:00:00           0.000          -5.180          -5.180           0.140 
12.01.2012  00:00:00           0.000          -3.690          -3.690           0.130 
13.01.2012  00:00:00           0.000          -3.210          -3.210           0.130 
14.01.2012  00:00:00           0.000          -1.880          -1.880           0.130 
15.01.2012  00:00:00           0.000          -1.520          -1.520           0.130 
16.01.2012  00:00:00           0.000          -1.290          -1.290           0.120 
17.01.2012  00:00:00           0.000          -5.880          -5.880           0.120 
18.01.2012  00:00:00           0.000          -9.920          -9.920           0.120 
19.01.2012  00:00:00           4.320         -10.040         -10.040           0.120 
20.01.2012  00:00:00           0.000         -12.970         -12.970           0.110 
21.01.2012  00:00:00           0.070         -17.310         -17.310           0.110 
22.01.2012  00:00:00           6.160         -10.840         -10.840           0.110 
23.01.2012  00:00:00           0.000          -8.140          -8.140           0.110 
24.01.2012  00:00:00           0.060          -9.590          -9.590           0.100 
25.01.2012  00:00:00           0.000         -13.580         -13.580           0.100 
26.01.2012  00:00:00           0.000         -12.390         -12.390           0.100 
27.01.2012  00:00:00           1.490          -7.100          -7.100           0.100 
28.01.2012  00:00:00           3.090          -6.690          -6.690           0.100 
29.01.2012  00:00:00           0.110          -8.530          -8.530           0.100 
30.01.2012  00:00:00           0.000          -9.140          -9.140           0.100 
31.01.2012  00:00:00           0.000         -12.910         -12.910           0.090 
01.02.2012  00:00:00           0.000         -18.080         -18.080           0.090 
02.02.2012  00:00:00           0.940         -17.170         -17.170           0.090 
03.02.2012  00:00:00           0.000         -19.090         -19.090           0.090 
04.02.2012  00:00:00           0.000         -23.360         -23.360           0.090 
05.02.2012  00:00:00           0.210         -20.380         -20.380           0.080 
06.02.2012  00:00:00           5.960         -12.450         -12.450           0.080 
07.02.2012  00:00:00           0.000          -7.340          -7.340           0.080 
08.02.2012  00:00:00           0.000          -6.760          -6.760           0.080 
09.02.2012  00:00:00           0.000          -8.540          -8.540           0.080 
10.02.2012  00:00:00           0.000         -11.370         -11.370           0.080 
11.02.2012  00:00:00           0.000         -10.320         -10.320           0.080 
12.02.2012  00:00:00           0.000          -8.820          -8.820           0.080 
13.02.2012  00:00:00           0.000          -6.140          -6.140           0.080 
14.02.2012  00:00:00           0.000          -5.330          -5.330           0.080 
15.02.2012  00:00:00           0.090          -3.240          -3.240           0.080 
16.02.2012  00:00:00           1.550          -4.510          -4.510           0.080 
17.02.2012  00:00:00           0.000          -3.650          -3.650           0.080 
18.02.2012  00:00:00           0.100          -4.740          -4.740           0.080 
19.02.2012  00:00:00           4.210          -1.570          -1.570           0.090 
20.02.2012  00:00:00           0.000          -7.440          -7.440           0.080 
21.02.2012  00:00:00           0.000          -4.130          -4.130           0.080 
22.02.2012  00:00:00           1.130          -4.690          -4.690           0.080 
23.02.2012  00:00:00           6.740           0.080           0.080           0.090 
24.02.2012  00:00:00           1.970           0.760           0.760           0.090 
25.02.2012  00:00:00           0.000           1.640           1.640           0.090 
26.02.2012  00:00:00           0.000          -4.390          -4.390           0.090 
27.02.2012  00:00:00           0.000          -7.130          -7.130           0.090 
28.02.2012  00:00:00           2.020          -3.340          -3.340           0.090 
29.02.2012  00:00:00           0.000           1.230           1.230           0.100 
01.03.2012  00:00:00           0.000           3.570           3.570           0.120 
02.03.2012  00:00:00           0.000           2.570           2.570           0.160 
03.03.2012  00:00:00           0.000          -4.370          -4.370           0.160 
04.03.2012  00:00:00           0.000          -7.830          -7.830           0.150 
05.03.2012  00:00:00           0.000          -5.930          -5.930           0.140 
06.03.2012  00:00:00           0.000          -5.950          -5.950           0.130 
07.03.2012  00:00:00           0.000          -4.720          -4.720           0.120 
08.03.2012  00:00:00           6.880          -4.130          -4.130           0.120 
09.03.2012  00:00:00           0.030          -2.820          -2.820           0.120 
10.03.2012  00:00:00           0.000           0.960           0.960           0.170 
11.03.2012  00:00:00           0.560          -1.210          -1.210           0.160 
12.03.2012  00:00:00           0.000           4.220           4.220           0.180 
13.03.2012  00:00:00           0.000           6.090           6.090           0.300 
14.03.2012  00:00:00           0.000           3.140           3.140           0.400 
15.03.2012  00:00:00           0.000           2.630           2.630           0.510 
16.03.2012  00:00:00           0.000           1.710           1.710           0.590 
17.03.2012  00:00:00           0.000           2.920           2.920           0.600 
18.03.2012  00:00:00           0.000           0.570           0.570           0.680 
19.03.2012  00:00:00           0.000          -1.110          -1.110           0.670 
20.03.2012  00:00:00           4.060          -3.010          -3.010           0.570 
21.03.2012  00:00:00           0.000           2.690           2.690           0.580 
22.03.2012  00:00:00           0.000           6.680           6.680           1.140 
23.03.2012  00:00:00           0.000           5.580           5.580           1.730 
24.03.2012  00:00:00           0.000           3.720           3.720           1.980 
25.03.2012  00:00:00           0.000           5.980           5.980           2.790 
26.03.2012  00:00:00           0.000           5.490           5.490           3.120 
27.03.2012  00:00:00           0.000           6.540           6.540           4.430 
28.03.2012  00:00:00           0.000           7.170           7.170           4.340 
29.03.2012  00:00:00           0.000           3.380           3.380           3.130 
30.03.2012  00:00:00           0.000           1.310           1.310           2.180 
31.03.2012  00:00:00           0.000          -0.630          -0.630           1.450 
01.04.2012  00:00:00           0.000          -1.720          -1.720           0.970 
02.04.2012  00:00:00           0.000          -3.930          -3.930           0.660 
03.04.2012  00:00:00           0.000          -5.690          -5.690           0.530 
04.04.2012  00:00:00           0.000          -4.740          -4.740           0.450 
05.04.2012  00:00:00           0.000          -2.520          -2.520           0.420 
06.04.2012  00:00:00           0.000          -0.380          -0.380           0.360 
07.04.2012  00:00:00           0.000          -5.000          -5.000           0.280 
08.04.2012  00:00:00           0.000          -4.600          -4.600           0.290 
09.04.2012  00:00:00           0.870          -2.410          -2.410           0.260 
10.04.2012  00:00:00           8.350          -1.380          -1.380           0.240 
11.04.2012  00:00:00           3.320           0.890           0.890           0.500 
12.04.2012  00:00:00           2.990           0.900           0.900           0.630 
13.04.2012  00:00:00           0.000           1.280           1.280           0.760 
14.04.2012  00:00:00           0.000          -0.780          -0.780           0.670 
15.04.2012  00:00:00           0.000           0.980           0.980           0.600 
16.04.2012  00:00:00           6.160          -1.330          -1.330           0.530 
17.04.2012  00:00:00           4.480          -1.520          -1.520           0.480 
18.04.2012  00:00:00           1.580          -3.640          -3.640           0.420 
19.04.2012  00:00:00           3.000          -0.670          -0.670           0.430 
20.04.2012  00:00:00           0.000           1.980           1.980           0.600 
21.04.2012  00:00:00           1.400          -0.240          -0.240           0.600 
22.04.2012  00:00:00           0.980          -1.100          -1.100           0.550 
23.04.2012  00:00:00           0.780           1.960           1.960           0.910 
24.04.2012  00:00:00           4.420           0.990           0.990           1.380 
25.04.2012  00:00:00           0.000           2.390           2.390           2.030 
26.04.2012  00:00:00           3.720           4.960           4.960           6.790 
27.04.2012  00:00:00           9.760           3.470           3.470           9.780 
28.04.2012  00:00:00           3.150           4.390           4.390           6.530 
29.04.2012  00:00:00           0.000           2.830           2.830           4.030 
30.04.2012  00:00:00           0.000           4.500           4.500           3.410 
01.05.2012  00:00:00           0.000           5.590           5.590           3.680 
02.05.2012  00:00:00           0.000           7.750           7.750           4.200 
03.05.2012  00:00:00           0.000           7.520           7.520           3.540 
04.05.2012  00:00:00          12.150           2.750           2.750           2.740 
05.05.2012  00:00:00           4.190           0.210           0.210           1.860 
06.05.2012  00:00:00           0.000          -0.860          -0.860           1.300 
07.05.2012  00:00:00           0.000           0.590           0.590           1.070 
08.05.2012  00:00:00           0.000           1.660           1.660           1.030 
09.05.2012  00:00:00           3.840           4.150           4.150           3.170 
10.05.2012  00:00:00           1.510           5.350           5.350           4.250 
11.05.2012  00:00:00           7.210           5.620           5.620           4.480 
12.05.2012  00:00:00           3.110           3.380           3.380           3.040 
13.05.2012  00:00:00           0.000           2.520           2.520           1.970 
14.05.2012  00:00:00           3.780           3.650           3.650           2.920 
15.05.2012  00:00:00           0.000           4.870           4.870           1.970 
16.05.2012  00:00:00           1.970           5.830           5.830           1.890 
17.05.2012  00:00:00          11.310           5.600           5.600           2.320 
18.05.2012  00:00:00           4.060           5.130           5.130           1.590 
19.05.2012  00:00:00           1.410           5.610           5.610           1.200 
20.05.2012  00:00:00           6.190           6.740           6.740           1.620 
21.05.2012  00:00:00           0.000           8.620           8.620           1.040 
22.05.2012  00:00:00           0.000          11.590          11.590           0.690 
23.05.2012  00:00:00           0.000          13.790          13.790           0.500 
24.05.2012  00:00:00           0.000          17.080          17.080           0.350 
25.05.2012  00:00:00           0.000          17.980          17.980           0.250 
26.05.2012  00:00:00           0.000          17.520          17.520           0.180 
27.05.2012  00:00:00           0.000          14.560          14.560           0.140 
28.05.2012  00:00:00           0.000          17.170          17.170           0.110 
29.05.2012  00:00:00           0.000           6.210           6.210           0.090 
30.05.2012  00:00:00           0.000           5.080           5.080           0.080 
31.05.2012  00:00:00           0.170           6.460           6.460           0.080 
01.06.2012  00:00:00           0.000           5.030           5.030           0.080 
02.06.2012  00:00:00           0.000           3.690           3.690           0.070 
03.06.2012  00:00:00           2.560           4.470           4.470           0.080 
04.06.2012  00:00:00           4.110           6.260           6.260           0.080 
05.06.2012  00:00:00           2.230           5.670           5.670           0.090 
06.06.2012  00:00:00           0.160           7.440           7.440           0.130 
07.06.2012  00:00:00           0.230           8.290           8.290           0.180 
08.06.2012  00:00:00           0.000           9.780           9.780           0.130 
09.06.2012  00:00:00           0.000          11.540          11.540           0.090 
10.06.2012  00:00:00           0.000          10.250          10.250           0.090 
11.06.2012  00:00:00           0.020          10.830          10.830           0.080 
12.06.2012  00:00:00           6.110          10.830          10.830           0.210 
13.06.2012  00:00:00           6.150           9.500           9.500           0.610 
14.06.2012  00:00:00           0.000           8.760           8.760           0.420 
15.06.2012  00:00:00           0.000           7.680           7.680           0.250 
16.06.2012  00:00:00           3.680           7.860           7.860           0.470 
17.06.2012  00:00:00           4.050           8.630           8.630           0.910 
18.06.2012  00:00:00           0.000          11.000          11.000           0.670 
19.06.2012  00:00:00          10.640          10.260          10.260           1.340 
20.06.2012  00:00:00           0.000           8.910           8.910           0.550 
21.06.2012  00:00:00           0.000          10.710          10.710           0.300 
22.06.2012  00:00:00           0.000          13.210          13.210           0.190 
23.06.2012  00:00:00           0.020          13.420          13.420           0.140 
24.06.2012  00:00:00           3.000          10.000          10.000           0.370 
25.06.2012  00:00:00           3.670          10.350          10.350           0.880 
26.06.2012  00:00:00           4.540          12.520          12.520           0.870 
27.06.2012  00:00:00           0.000          11.730          11.730           0.390 
28.06.2012  00:00:00           0.000          10.730          10.730           0.220 
29.06.2012  00:00:00           0.000          11.640          11.640           0.170 
30.06.2012  00:00:00           2.370          10.840          10.840           0.280 
01.07.2012  00:00:00           0.020          12.860          12.860           0.260 
02.07.2012  00:00:00           1.260          10.760          10.760           0.490 
03.07.2012  00:00:00           2.620          11.250          11.250           0.270 
04.07.2012  00:00:00           0.990          13.690          13.690           0.170 
05.07.2012  00:00:00           0.000          14.340          14.340           0.130 
06.07.2012  00:00:00           0.000          16.530          16.530           0.100 
07.07.2012  00:00:00          18.090          16.790          16.790           2.000 
08.07.2012  00:00:00          11.340          14.580          14.580           2.420 
09.07.2012  00:00:00          15.940          15.610          15.610           7.590 
10.07.2012  00:00:00          19.600          12.100          12.100           4.190 
11.07.2012  00:00:00           9.260          12.530          12.530           7.420 
12.07.2012  00:00:00           7.680          11.400          11.400           3.540 
13.07.2012  00:00:00           7.620          11.040          11.040           4.620 
14.07.2012  00:00:00           5.170          12.110          12.110           6.350 
15.07.2012  00:00:00           0.000          12.290          12.290           1.970 
16.07.2012  00:00:00           6.560          12.010          12.010           2.240 
17.07.2012  00:00:00           0.000          11.110          11.110           1.190 
18.07.2012  00:00:00           9.290          11.460          11.460           0.910 
19.07.2012  00:00:00           8.110          10.640          10.640           1.260 
20.07.2012  00:00:00           7.860          10.400          10.400           1.130 
21.07.2012  00:00:00           2.440           7.570           7.570           0.670 
22.07.2012  00:00:00           0.000          10.830          10.830           0.500 
23.07.2012  00:00:00          11.080          11.290          11.290           2.430 
24.07.2012  00:00:00           0.000          13.440          13.440           1.250 
25.07.2012  00:00:00           0.000          16.340          16.340           0.640 
26.07.2012  00:00:00           0.000          14.370          14.370           0.430 
27.07.2012  00:00:00           0.010          14.290          14.290           0.600 
28.07.2012  00:00:00           4.660          13.700          13.700           6.340 
29.07.2012  00:00:00          27.930          12.440          12.440           5.110 
30.07.2012  00:00:00           0.000          13.320          13.320           1.450 
31.07.2012  00:00:00           0.000          13.420          13.420           1.710 
01.08.2012  00:00:00           7.510          11.700          11.700           1.560 
02.08.2012  00:00:00           0.980          13.140          13.140           1.820 
03.08.2012  00:00:00          24.920          12.690          12.690           4.890 
04.08.2012  00:00:00           7.530          15.440          15.440           4.500 
05.08.2012  00:00:00           2.000          13.140          13.140           3.280 
06.08.2012  00:00:00           2.080          11.860          11.860           1.870 
07.08.2012  00:00:00           8.250          11.990          11.990           2.460 
08.08.2012  00:00:00           8.460          10.620          10.620           2.060 
09.08.2012  00:00:00           0.040           9.420           9.420           0.990 
10.08.2012  00:00:00           2.810          10.570          10.570           0.750 
11.08.2012  00:00:00           0.000          12.210          12.210           0.590 
12.08.2012  00:00:00           0.000          14.420          14.420           0.420 
13.08.2012  00:00:00           0.000          14.950          14.950           0.310 
14.08.2012  00:00:00           0.350          14.760          14.760           0.250 
15.08.2012  00:00:00           0.000          11.230          11.230           0.200 
16.08.2012  00:00:00           0.000          12.780          12.780           0.160 
17.08.2012  00:00:00           0.000          13.980          13.980           0.140 
18.08.2012  00:00:00           0.100          13.440          13.440           0.140 
19.08.2012  00:00:00           8.320          13.250          13.250           0.390 
20.08.2012  00:00:00           0.000          16.210          16.210           0.830 
21.08.2012  00:00:00          15.480          12.330          12.330           2.630 
22.08.2012  00:00:00          11.520          13.550          13.550           4.960 
23.08.2012  00:00:00          17.580          11.210          11.210           3.450 
24.08.2012  00:00:00           9.640          10.000          10.000           3.520 
25.08.2012  00:00:00           0.000           9.400           9.400           1.490 
26.08.2012  00:00:00           1.570          11.330          11.330           0.800 
27.08.2012  00:00:00           0.150           7.270           7.270           0.560 
28.08.2012  00:00:00           0.000           7.260           7.260           0.640 
29.08.2012  00:00:00           4.410           8.650           8.650           1.630 
30.08.2012  00:00:00           0.000          10.630          10.630           0.740 
31.08.2012  00:00:00           0.030          10.520          10.520           0.550 
01.09.2012  00:00:00           0.000           8.850           8.850           0.380 
02.09.2012  00:00:00           0.020          11.640          11.640           0.300 
03.09.2012  00:00:00           0.000          11.390          11.390           0.250 
04.09.2012  00:00:00           0.030          12.340          12.340           0.200 
05.09.2012  00:00:00           0.000          11.770          11.770           0.170 
06.09.2012  00:00:00           0.000           7.420           7.420           0.140 
07.09.2012  00:00:00           0.090           5.260           5.260           0.140 
08.09.2012  00:00:00           0.000           8.070           8.070           0.120 
09.09.2012  00:00:00           0.040           5.000           5.000           0.110 
10.09.2012  00:00:00           0.990           7.960           7.960           0.110 
11.09.2012  00:00:00           1.660          11.750          11.750           0.250 
12.09.2012  00:00:00           4.320           7.600           7.600           0.690 
13.09.2012  00:00:00           0.250           3.970           3.970           0.490 
14.09.2012  00:00:00           7.140           6.310           6.310           2.320 
15.09.2012  00:00:00           0.020           8.200           8.200           1.520 
16.09.2012  00:00:00           0.000           9.700           9.700           0.640 
17.09.2012  00:00:00          14.230           9.580           9.580           2.360 
18.09.2012  00:00:00           2.540           6.870           6.870           2.180 
19.09.2012  00:00:00           0.840           6.060           6.060           1.320 
20.09.2012  00:00:00           3.250           3.820           3.820           0.680 
21.09.2012  00:00:00           0.000           2.340           2.340           0.500 
22.09.2012  00:00:00           0.000           3.170           3.170           0.380 
23.09.2012  00:00:00           0.000           5.350           5.350           0.300 
24.09.2012  00:00:00           0.000           4.410           4.410           0.250 
25.09.2012  00:00:00           0.000           4.890           4.890           0.220 
26.09.2012  00:00:00           9.480           3.300           3.300           2.400 
27.09.2012  00:00:00           7.900           3.800           3.800           2.380 
28.09.2012  00:00:00           0.220           5.130           5.130           1.100 
29.09.2012  00:00:00           8.690           6.030           6.030           1.170 
30.09.2012  00:00:00           0.010           3.930           3.930           0.960 
01.10.2012  00:00:00           2.190           6.280           6.280           1.170 
02.10.2012  00:00:00           0.000           7.450           7.450           0.940 
03.10.2012  00:00:00           0.730           6.030           6.030           1.260 
04.10.2012  00:00:00           4.800           6.280           6.280           2.660 
05.10.2012  00:00:00           0.930           3.170           3.170           1.190 
06.10.2012  00:00:00           0.000           2.260           2.260           0.670 
07.10.2012  00:00:00           0.000           2.970           2.970           0.510 
08.10.2012  00:00:00           0.000           4.530           4.530           0.400 
09.10.2012  00:00:00           0.020           3.260           3.260           0.490 
10.10.2012  00:00:00           0.000           1.360           1.360           0.450 
11.10.2012  00:00:00           0.000           1.140           1.140           0.360 
12.10.2012  00:00:00           0.000          -0.050          -0.050           0.300 
13.10.2012  00:00:00           0.000           0.450           0.450           0.280 
14.10.2012  00:00:00           0.000           0.310           0.310           0.270 
15.10.2012  00:00:00           4.250           0.530           0.530           0.480 
16.10.2012  00:00:00           4.270           0.510           0.510           0.690 
17.10.2012  00:00:00           8.750           1.360           1.360           4.510 
18.10.2012  00:00:00           2.070           2.670           2.670           4.080 
19.10.2012  00:00:00           5.660           5.690           5.690           4.380 
20.10.2012  00:00:00           0.000           3.340           3.340           2.180 
21.10.2012  00:00:00           6.860           1.600           1.600           2.440 
22.10.2012  00:00:00           2.000           1.030           1.030           1.250 
23.10.2012  00:00:00           0.400          -1.210          -1.210           0.760 
24.10.2012  00:00:00           0.000          -0.150          -0.150           0.590 
25.10.2012  00:00:00           0.000          -0.620          -0.620           0.480 
26.10.2012  00:00:00           0.000          -3.500          -3.500           0.380 
27.10.2012  00:00:00           0.000          -1.990          -1.990           0.310 
28.10.2012  00:00:00           0.000          -4.410          -4.410           0.200 
29.10.2012  00:00:00          11.220          -5.740          -5.740           0.250 
30.10.2012  00:00:00           1.670          -3.780          -3.780           0.260 
31.10.2012  00:00:00           0.000          -9.740          -9.740           0.230 
01.11.2012  00:00:00           7.470          -3.290          -3.290           0.530 
02.11.2012  00:00:00          10.630           0.480           0.480           2.310 
03.11.2012  00:00:00           3.970           0.980           0.980           2.550 
04.11.2012  00:00:00           3.210           1.300           1.300           2.660 
05.11.2012  00:00:00           0.000          -0.300          -0.300           1.570 
06.11.2012  00:00:00           0.000          -5.950          -5.950           0.840 
07.11.2012  00:00:00           0.030          -5.370          -5.370           0.610 
08.11.2012  00:00:00           0.060          -3.850          -3.850           0.550 
09.11.2012  00:00:00           0.070          -3.840          -3.840           0.440 
10.11.2012  00:00:00          11.740          -2.070          -2.070           3.280 
11.11.2012  00:00:00          10.810           3.180           3.180          17.230 
12.11.2012  00:00:00          13.060           1.060           1.060           6.720 
13.11.2012  00:00:00           0.000          -3.110          -3.110           2.310 
14.11.2012  00:00:00           1.350          -2.500          -2.500           1.540 
15.11.2012  00:00:00           0.000           2.480           2.480           1.530 
16.11.2012  00:00:00           0.000          -0.010          -0.010           1.070 
17.11.2012  00:00:00           0.080           0.740           0.740           0.950 
18.11.2012  00:00:00          10.170          -0.230          -0.230           1.030 
19.11.2012  00:00:00           0.000          -1.780          -1.780           0.780 
20.11.2012  00:00:00           8.520           0.000           0.000           3.570 
21.11.2012  00:00:00           2.880           3.630           3.630           9.950 
22.11.2012  00:00:00           1.350           3.570           3.570           7.250 
23.11.2012  00:00:00           2.420           1.670           1.670           4.370 
24.11.2012  00:00:00           3.040           1.570           1.570           5.250 
25.11.2012  00:00:00           0.000          -3.500          -3.500           2.150 
26.11.2012  00:00:00           0.000          -4.590          -4.590           1.150 
27.11.2012  00:00:00           0.000          -3.190          -3.190           0.710 
28.11.2012  00:00:00           0.180          -2.110          -2.110           0.590 
29.11.2012  00:00:00           0.000          -4.000          -4.000           0.440 
30.11.2012  00:00:00           0.000          -7.880          -7.880           0.340 
01.12.2012  00:00:00           0.000          -8.750          -8.750           0.270 
02.12.2012  00:00:00           0.000         -12.980         -12.980           0.210 
03.12.2012  00:00:00           0.000         -19.940         -19.940           0.290 
04.12.2012  00:00:00           0.000         -20.950         -20.950           0.620 
05.12.2012  00:00:00           0.030         -17.690         -17.690           0.770 
06.12.2012  00:00:00           0.000         -16.280         -16.280           0.640 
07.12.2012  00:00:00           0.000         -17.890         -17.890           0.290 
08.12.2012  00:00:00           0.000         -11.190         -11.190           0.190 
09.12.2012  00:00:00           0.740         -17.670         -17.670           0.140 
10.12.2012  00:00:00           0.110         -12.660         -12.660           0.110 
11.12.2012  00:00:00           0.020         -15.850         -15.850           0.110 
12.12.2012  00:00:00           0.000         -17.140         -17.140           0.100 
13.12.2012  00:00:00           0.000         -15.250         -15.250           0.080 
14.12.2012  00:00:00           0.000         -12.480         -12.480           0.090 
15.12.2012  00:00:00           2.330         -10.870         -10.870           0.100 
16.12.2012  00:00:00          11.680          -5.560          -5.560           0.110 
17.12.2012  00:00:00           8.870          -2.810          -2.810           0.120 
18.12.2012  00:00:00           0.000          -3.250          -3.250           0.120 
19.12.2012  00:00:00           0.000          -5.970          -5.970           0.120 
20.12.2012  00:00:00           0.000         -10.120         -10.120           0.120 
21.12.2012  00:00:00           1.610         -11.720         -11.720           0.120 
22.12.2012  00:00:00           2.130         -10.410         -10.410           0.120 
23.12.2012  00:00:00           1.420         -10.620         -10.620           0.120 
24.12.2012  00:00:00           1.820          -9.460          -9.460           0.120 
25.12.2012  00:00:00           4.750          -9.240          -9.240           0.120 
26.12.2012  00:00:00           1.860          -8.220          -8.220           0.120 
27.12.2012  00:00:00           0.100          -7.530          -7.530           0.120 
28.12.2012  00:00:00           0.000         -11.150         -11.150           0.120 
29.12.2012  00:00:00           8.230         -11.060         -11.060           0.120 
30.12.2012  00:00:00           6.890          -1.380          -1.380           0.500 
31.12.2012  00:00:00           1.230          -0.720          -0.720           1.280 
01.01.2013  00:00:00           6.070          -0.900          -0.900           1.990 
02.01.2013  00:00:00           0.000          -4.890          -4.890           1.900 
03.01.2013  00:00:00           1.310          -5.740          -5.740           1.350 
04.01.2013  00:00:00           0.000          -3.410          -3.410           1.050 
05.01.2013  00:00:00           0.060          -1.690          -1.690           0.720 
06.01.2013  00:00:00           0.260          -2.020          -2.020           0.460 
07.01.2013  00:00:00           0.000          -2.330          -2.330           0.330 
08.01.2013  00:00:00           0.030          -3.610          -3.610           0.280 
09.01.2013  00:00:00           0.000          -7.460          -7.460           0.250 
10.01.2013  00:00:00           0.000          -6.950          -6.950           0.240 
11.01.2013  00:00:00           0.000          -6.370          -6.370           0.240 
12.01.2013  00:00:00           0.000         -14.590         -14.590           0.900 
13.01.2013  00:00:00           0.000         -21.240         -21.240           3.150 
14.01.2013  00:00:00           0.000         -23.320         -23.320           1.740 
15.01.2013  00:00:00           0.000         -22.720         -22.720           0.150 
16.01.2013  00:00:00           0.000         -20.810         -20.810           0.190 
17.01.2013  00:00:00           1.620         -17.680         -17.680           0.370 
18.01.2013  00:00:00           0.030         -19.870         -19.870           0.330 
19.01.2013  00:00:00           0.000         -22.230         -22.230           0.130 
20.01.2013  00:00:00           0.000         -12.630         -12.630           0.090 
21.01.2013  00:00:00           0.000         -12.620         -12.620           0.060 
22.01.2013  00:00:00           0.000         -23.790         -23.790           0.030 
23.01.2013  00:00:00           0.000         -22.370         -22.370           0.030 
24.01.2013  00:00:00           0.000         -18.910         -18.910           0.040 
25.01.2013  00:00:00           0.000         -18.200         -18.200           0.050 
26.01.2013  00:00:00           1.050         -19.230         -19.230           0.050 
27.01.2013  00:00:00           0.000         -11.840         -11.840           0.030 
28.01.2013  00:00:00          11.490          -8.260          -8.260           0.040 
29.01.2013  00:00:00           0.000          -4.670          -4.670           0.080 
30.01.2013  00:00:00           5.940          -2.930          -2.930           0.100 
31.01.2013  00:00:00           0.060          -0.960          -0.960           0.100 
01.02.2013  00:00:00           0.000          -7.680          -7.680           0.090 
02.02.2013  00:00:00           0.000         -10.040         -10.040           0.090 
03.02.2013  00:00:00           0.000          -6.610          -6.610           0.090 
04.02.2013  00:00:00           0.000         -11.510         -11.510           0.090 
05.02.2013  00:00:00           4.970          -6.690          -6.690           0.090 
06.02.2013  00:00:00           2.380          -4.610          -4.610           0.090 
07.02.2013  00:00:00           0.000          -5.120          -5.120           0.090 
08.02.2013  00:00:00           0.000          -9.850          -9.850           0.090 
09.02.2013  00:00:00           0.000         -12.490         -12.490           0.090 
10.02.2013  00:00:00           0.580         -11.820         -11.820           0.090 
11.02.2013  00:00:00           0.950          -8.860          -8.860           0.090 
12.02.2013  00:00:00           0.000          -8.430          -8.430           0.090 
13.02.2013  00:00:00           1.410          -9.050          -9.050           0.090 
