date        time     P_O_Valen_73moh   T_Valen_73moh   T_Valen_73moh         Q_Valen 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
01.01.2000  00:00:00           3.560          -1.400          -1.400           1.360 
02.01.2000  00:00:00           5.500           2.360           2.360           1.400 
03.01.2000  00:00:00           5.300           3.180           3.180           1.850 
04.01.2000  00:00:00           9.390           3.940           3.940           3.320 
05.01.2000  00:00:00           3.100           2.850           2.850           5.040 
06.01.2000  00:00:00           0.070           3.030           3.030           4.790 
07.01.2000  00:00:00           4.100           3.700           3.700           4.440 
08.01.2000  00:00:00          14.650           4.450           4.450           5.520 
09.01.2000  00:00:00          32.980           3.810           3.810           8.030 
10.01.2000  00:00:00          10.030           3.170           3.170           8.830 
11.01.2000  00:00:00          14.580           4.390           4.390           7.640 
12.01.2000  00:00:00          20.740           3.420           3.420           7.940 
13.01.2000  00:00:00          10.500           1.990           1.990           7.110 
14.01.2000  00:00:00           4.410           0.850           0.850           5.500 
15.01.2000  00:00:00          15.040           2.120           2.120           4.780 
16.01.2000  00:00:00          15.330           4.840           4.840           5.920 
17.01.2000  00:00:00           2.670           5.450           5.450           6.510 
18.01.2000  00:00:00           4.060           3.090           3.090           5.520 
19.01.2000  00:00:00           3.110           1.640           1.640           4.290 
20.01.2000  00:00:00          10.370           2.690           2.690           3.830 
21.01.2000  00:00:00           6.830          -1.100          -1.100           3.430 
22.01.2000  00:00:00           3.090          -3.160          -3.160           2.930 
23.01.2000  00:00:00           5.140          -3.240          -3.240           2.440 
24.01.2000  00:00:00           7.150          -0.760          -0.760           2.070 
25.01.2000  00:00:00           6.490           3.250           3.250           2.200 
26.01.2000  00:00:00           1.760           5.100           5.100           2.890 
27.01.2000  00:00:00          13.650           3.390           3.390           3.910 
28.01.2000  00:00:00          17.770           0.180           0.180           4.190 
29.01.2000  00:00:00           4.410          -2.160          -2.160           3.610 
30.01.2000  00:00:00           4.880           0.020           0.020           2.990 
31.01.2000  00:00:00           2.350          -3.490          -3.490           2.410 
01.02.2000  00:00:00           3.150          -2.230          -2.230           1.990 
02.02.2000  00:00:00           0.020          -1.800          -1.800           1.660 
03.02.2000  00:00:00           4.340          -2.680          -2.680           1.410 
04.02.2000  00:00:00           6.840           1.450           1.450           1.560 
05.02.2000  00:00:00           3.760           2.250           2.250           1.940 
06.02.2000  00:00:00          17.940           3.290           3.290           3.880 
07.02.2000  00:00:00           4.880           4.310           4.310           5.730 
08.02.2000  00:00:00           8.290           3.770           3.770           5.930 
09.02.2000  00:00:00           4.920           1.040           1.040           5.300 
10.02.2000  00:00:00           2.180           0.630           0.630           4.280 
11.02.2000  00:00:00           4.460           1.860           1.860           3.770 
12.02.2000  00:00:00           1.020           2.560           2.560           3.270 
13.02.2000  00:00:00          14.390           1.160           1.160           2.800 
14.02.2000  00:00:00           0.380           0.720           0.720           2.490 
15.02.2000  00:00:00           2.080          -0.910          -0.910           2.170 
16.02.2000  00:00:00           4.110           0.650           0.650           1.940 
17.02.2000  00:00:00           0.100          -0.710          -0.710           1.700 
18.02.2000  00:00:00           7.910          -0.310          -0.310           1.510 
19.02.2000  00:00:00           2.530          -0.740          -0.740           1.340 
20.02.2000  00:00:00           3.890           0.030           0.030           1.190 
21.02.2000  00:00:00           3.380          -1.590          -1.590           1.020 
22.02.2000  00:00:00           3.530          -3.890          -3.890           0.890 
23.02.2000  00:00:00           1.690          -0.810          -0.810           0.780 
24.02.2000  00:00:00           0.010           0.520           0.520           0.690 
25.02.2000  00:00:00           0.000           1.440           1.440           0.620 
26.02.2000  00:00:00           5.160           1.520           1.520           0.680 
27.02.2000  00:00:00           6.910           3.680           3.680           1.010 
28.02.2000  00:00:00           0.330           3.230           3.230           1.590 
29.02.2000  00:00:00           0.100           2.950           2.950           1.980 
01.03.2000  00:00:00           0.140           3.000           3.000           2.180 
02.03.2000  00:00:00           7.220           0.960           0.960           2.240 
03.03.2000  00:00:00           2.410          -2.320          -2.320           2.110 
04.03.2000  00:00:00           5.810          -3.110          -3.110           1.920 
05.03.2000  00:00:00           8.720          -1.810          -1.810           1.710 
06.03.2000  00:00:00          15.260           0.370           0.370           1.880 
07.03.2000  00:00:00          12.630           1.850           1.850           2.250 
08.03.2000  00:00:00           3.970           0.730           0.730           2.360 
09.03.2000  00:00:00           1.540          -2.050          -2.050           2.220 
10.03.2000  00:00:00           2.360          -1.490          -1.490           1.940 
11.03.2000  00:00:00           0.000          -2.130          -2.130           1.670 
12.03.2000  00:00:00           0.000          -2.960          -2.960           1.420 
13.03.2000  00:00:00           5.260           1.900           1.900           1.760 
14.03.2000  00:00:00          12.820           2.610           2.610           2.500 
15.03.2000  00:00:00           7.900          -0.020          -0.020           2.790 
16.03.2000  00:00:00           4.150          -0.350          -0.350           2.620 
17.03.2000  00:00:00           8.890           1.230           1.230           2.740 
18.03.2000  00:00:00           9.540           3.310           3.310           4.240 
19.03.2000  00:00:00           3.290           4.170           4.170           5.330 
20.03.2000  00:00:00           6.320           6.210           6.210           7.020 
21.03.2000  00:00:00           4.250           3.710           3.710           7.040 
22.03.2000  00:00:00          16.310           1.050           1.050           5.790 
23.03.2000  00:00:00           5.440          -0.190          -0.190           4.480 
24.03.2000  00:00:00          10.790           0.500           0.500           3.510 
25.03.2000  00:00:00           0.000           0.450           0.450           2.750 
26.03.2000  00:00:00           0.000          -1.080          -1.080           2.200 
27.03.2000  00:00:00           0.000          -0.840          -0.840           1.820 
28.03.2000  00:00:00           0.000           0.130           0.130           1.540 
29.03.2000  00:00:00           5.780           2.790           2.790           1.660 
30.03.2000  00:00:00           1.080           5.370           5.370           2.020 
31.03.2000  00:00:00           8.280           4.280           4.280           2.600 
01.04.2000  00:00:00           2.920           1.000           1.000           3.020 
02.04.2000  00:00:00           0.890          -0.760          -0.760           2.890 
03.04.2000  00:00:00           0.000          -0.900          -0.900           2.510 
04.04.2000  00:00:00           0.560          -1.380          -1.380           2.110 
05.04.2000  00:00:00           0.030          -1.820          -1.820           1.790 
06.04.2000  00:00:00           1.830          -0.390          -0.390           1.540 
07.04.2000  00:00:00           0.000           2.500           2.500           1.340 
08.04.2000  00:00:00           0.020           3.230           3.230           1.160 
09.04.2000  00:00:00           0.000           5.410           5.410           1.010 
10.04.2000  00:00:00           2.540           4.450           4.450           0.930 
11.04.2000  00:00:00           0.010           4.130           4.130           0.870 
12.04.2000  00:00:00           1.650           4.080           4.080           0.830 
13.04.2000  00:00:00           0.000           2.240           2.240           0.800 
14.04.2000  00:00:00           3.490           1.580           1.580           0.800 
15.04.2000  00:00:00           7.680           2.060           2.060           1.010 
16.04.2000  00:00:00           0.000           2.960           2.960           1.120 
17.04.2000  00:00:00           0.000           4.780           4.780           1.160 
18.04.2000  00:00:00           0.090           4.710           4.710           1.130 
19.04.2000  00:00:00           0.000           5.880           5.880           1.060 
20.04.2000  00:00:00           0.000           6.300           6.300           0.960 
21.04.2000  00:00:00           0.000           7.720           7.720           0.880 
22.04.2000  00:00:00          13.640           7.020           7.020           1.080 
23.04.2000  00:00:00           0.030           7.110           7.110           1.130 
24.04.2000  00:00:00           0.080           6.790           6.790           1.120 
25.04.2000  00:00:00           0.000           6.140           6.140           1.040 
26.04.2000  00:00:00           1.190           4.740           4.740           0.950 
27.04.2000  00:00:00           0.000           3.950           3.950           0.840 
28.04.2000  00:00:00           1.140           5.950           5.950           0.760 
29.04.2000  00:00:00           0.000           8.040           8.040           0.680 
30.04.2000  00:00:00           0.000          10.130          10.130           0.610 
01.05.2000  00:00:00           0.000          11.480          11.480           0.550 
02.05.2000  00:00:00           0.000           9.050           9.050           0.500 
03.05.2000  00:00:00           0.170           7.210           7.210           0.450 
04.05.2000  00:00:00           0.000           5.310           5.310           0.400 
05.05.2000  00:00:00           4.160           6.830           6.830           0.380 
06.05.2000  00:00:00           0.000           6.220           6.220           0.350 
07.05.2000  00:00:00           0.000           8.630           8.630           0.320 
08.05.2000  00:00:00           0.000           8.060           8.060           0.290 
09.05.2000  00:00:00           0.000           9.240           9.240           0.270 
10.05.2000  00:00:00           2.690           9.540           9.540           0.260 
11.05.2000  00:00:00           1.280           6.970           6.970           0.240 
12.05.2000  00:00:00           0.000           4.740           4.740           0.220 
13.05.2000  00:00:00           0.000           6.850           6.850           0.200 
14.05.2000  00:00:00           0.000           8.880           8.880           0.190 
15.05.2000  00:00:00           0.010           8.910           8.910           0.180 
16.05.2000  00:00:00           0.000          11.510          11.510           0.170 
17.05.2000  00:00:00           0.000          14.440          14.440           0.160 
18.05.2000  00:00:00           0.050          14.360          14.360           0.150 
19.05.2000  00:00:00           0.000          11.440          11.440           0.140 
20.05.2000  00:00:00           0.000          10.410          10.410           0.140 
21.05.2000  00:00:00           0.700           8.860           8.860           0.130 
22.05.2000  00:00:00           0.000           7.450           7.450           0.120 
23.05.2000  00:00:00           0.020           9.100           9.100           0.120 
24.05.2000  00:00:00           0.000           9.510           9.510           0.110 
25.05.2000  00:00:00           6.570           8.450           8.450           0.110 
26.05.2000  00:00:00           0.580           8.350           8.350           0.110 
27.05.2000  00:00:00           0.000           8.400           8.400           0.100 
28.05.2000  00:00:00           0.100          10.430          10.430           0.090 
29.05.2000  00:00:00           0.160          10.230          10.230           0.090 
30.05.2000  00:00:00           7.000           8.400           8.400           0.100 
31.05.2000  00:00:00           1.730           6.530           6.530           0.090 
01.06.2000  00:00:00           0.020           6.460           6.460           0.090 
02.06.2000  00:00:00           1.130           9.860           9.860           0.090 
03.06.2000  00:00:00          15.720           8.770           8.770           0.110 
04.06.2000  00:00:00           4.430           5.560           5.560           0.110 
05.06.2000  00:00:00           0.020           5.260           5.260           0.100 
06.06.2000  00:00:00           0.000           6.760           6.760           0.100 
07.06.2000  00:00:00           0.000           9.560           9.560           0.090 
08.06.2000  00:00:00           0.000           9.460           9.460           0.090 
09.06.2000  00:00:00           0.000           8.040           8.040           0.090 
10.06.2000  00:00:00           0.000          11.640          11.640           0.090 
11.06.2000  00:00:00           0.110          11.860          11.860           0.090 
12.06.2000  00:00:00           3.120          10.500          10.500           0.090 
13.06.2000  00:00:00          10.680           9.750           9.750           0.110 
14.06.2000  00:00:00          11.920           9.850           9.850           0.240 
15.06.2000  00:00:00           6.900           8.090           8.090           0.330 
16.06.2000  00:00:00           7.080           7.650           7.650           0.410 
17.06.2000  00:00:00           0.870           7.270           7.270           0.450 
18.06.2000  00:00:00           1.330           8.750           8.750           0.490 
19.06.2000  00:00:00           6.420           9.370           9.370           0.560 
20.06.2000  00:00:00           4.050           9.830           9.830           0.610 
21.06.2000  00:00:00           0.010          10.400          10.400           0.610 
22.06.2000  00:00:00           7.170          10.980          10.980           0.620 
23.06.2000  00:00:00           1.620          11.960          11.960           0.620 
24.06.2000  00:00:00           0.020          10.590          10.590           0.590 
25.06.2000  00:00:00           0.630           9.440           9.440           0.570 
26.06.2000  00:00:00           0.020           9.110           9.110           0.540 
27.06.2000  00:00:00           8.830           8.300           8.300           0.710 
28.06.2000  00:00:00          44.430           7.650           7.650           2.240 
29.06.2000  00:00:00           5.760           9.000           9.000           3.630 
30.06.2000  00:00:00           0.000           9.940           9.940           3.740 
01.07.2000  00:00:00           0.010          11.240          11.240           3.140 
02.07.2000  00:00:00           2.260          14.680          14.680           2.520 
03.07.2000  00:00:00           5.570          12.630          12.630           2.130 
04.07.2000  00:00:00           0.400           9.840           9.840           1.790 
05.07.2000  00:00:00           0.010           9.210           9.210           1.490 
06.07.2000  00:00:00           0.000           9.450           9.450           1.230 
07.07.2000  00:00:00           0.660           8.670           8.670           1.020 
08.07.2000  00:00:00           7.130           8.160           8.160           0.890 
09.07.2000  00:00:00           0.000           8.100           8.100           0.760 
10.07.2000  00:00:00           0.000           9.440           9.440           0.650 
11.07.2000  00:00:00           1.200          10.680          10.680           0.570 
12.07.2000  00:00:00           0.050          13.350          13.350           0.510 
13.07.2000  00:00:00           0.020          12.050          12.050           0.460 
14.07.2000  00:00:00           3.470           9.910           9.910           0.430 
15.07.2000  00:00:00          17.790           9.920           9.920           0.470 
16.07.2000  00:00:00           1.300          10.870          10.870           0.480 
17.07.2000  00:00:00           1.020          10.350          10.350           0.470 
18.07.2000  00:00:00           1.430          10.950          10.950           0.470 
19.07.2000  00:00:00           0.190          11.060          11.060           0.450 
20.07.2000  00:00:00           0.100          11.050          11.050           0.440 
21.07.2000  00:00:00           0.140          10.750          10.750           0.410 
22.07.2000  00:00:00           0.000          12.190          12.190           0.390 
23.07.2000  00:00:00           0.530          12.760          12.760           0.370 
24.07.2000  00:00:00           0.100          11.500          11.500           0.350 
25.07.2000  00:00:00           0.130          12.590          12.590           0.330 
26.07.2000  00:00:00           0.000          15.640          15.640           0.300 
27.07.2000  00:00:00           0.000          16.340          16.340           0.290 
28.07.2000  00:00:00           0.030          15.110          15.110           0.270 
29.07.2000  00:00:00           0.300          13.400          13.400           0.250 
30.07.2000  00:00:00           0.000          12.580          12.580           0.230 
31.07.2000  00:00:00           0.000          12.590          12.590           0.220 
01.08.2000  00:00:00           0.000          11.710          11.710           0.200 
02.08.2000  00:00:00           0.000          11.740          11.740           0.190 
03.08.2000  00:00:00           0.000          12.070          12.070           0.180 
04.08.2000  00:00:00           0.000          11.900          11.900           0.170 
05.08.2000  00:00:00           1.840          12.130          12.130           0.160 
06.08.2000  00:00:00          10.110          12.270          12.270           0.170 
07.08.2000  00:00:00          12.320          10.990          10.990           0.220 
08.08.2000  00:00:00           6.700           9.990           9.990           0.330 
09.08.2000  00:00:00           6.750           9.690           9.690           0.470 
10.08.2000  00:00:00           0.790           9.500           9.500           0.580 
11.08.2000  00:00:00           2.120          11.040          11.040           0.740 
12.08.2000  00:00:00           2.910          10.570          10.570           0.870 
13.08.2000  00:00:00           1.710          11.470          11.470           0.900 
14.08.2000  00:00:00           0.000          12.710          12.710           0.880 
15.08.2000  00:00:00           0.920          14.520          14.520           0.870 
16.08.2000  00:00:00           2.850          12.910          12.910           0.880 
17.08.2000  00:00:00           0.600          11.780          11.780           0.860 
18.08.2000  00:00:00           0.050          12.150          12.150           0.790 
19.08.2000  00:00:00           0.000          11.480          11.480           0.720 
20.08.2000  00:00:00           0.000          11.140          11.140           0.640 
21.08.2000  00:00:00           0.000          11.530          11.530           0.580 
22.08.2000  00:00:00           0.820          11.480          11.480           0.530 
23.08.2000  00:00:00           0.050          10.600          10.600           0.480 
24.08.2000  00:00:00           8.310          10.270          10.270           0.480 
25.08.2000  00:00:00           2.210          10.460          10.460           0.460 
26.08.2000  00:00:00           0.020          11.580          11.580           0.450 
27.08.2000  00:00:00           0.000          13.360          13.360           0.420 
28.08.2000  00:00:00           0.010          14.750          14.750           0.400 
29.08.2000  00:00:00           0.010          14.320          14.320           0.380 
30.08.2000  00:00:00           4.900          12.550          12.550           0.440 
31.08.2000  00:00:00           7.820          10.210          10.210           0.490 
01.09.2000  00:00:00           0.000           9.850           9.850           0.480 
02.09.2000  00:00:00           0.170           9.770           9.770           0.490 
03.09.2000  00:00:00           0.020           8.830           8.830           0.500 
04.09.2000  00:00:00           3.360           8.500           8.500           0.530 
05.09.2000  00:00:00           9.960           9.100           9.100           0.610 
06.09.2000  00:00:00           0.930           9.450           9.450           0.620 
07.09.2000  00:00:00           0.010          11.470          11.470           0.630 
08.09.2000  00:00:00           3.350          11.960          11.960           0.640 
09.09.2000  00:00:00          10.640          10.560          10.560           0.940 
10.09.2000  00:00:00          19.870           9.840           9.840           1.770 
11.09.2000  00:00:00           6.400           8.970           8.970           2.380 
12.09.2000  00:00:00           6.390           7.930           7.930           2.680 
13.09.2000  00:00:00           0.000           6.790           6.790           2.580 
14.09.2000  00:00:00           0.000           7.850           7.850           2.280 
15.09.2000  00:00:00           0.000           8.850           8.850           1.940 
16.09.2000  00:00:00           0.070           9.430           9.430           1.660 
17.09.2000  00:00:00           0.020          10.680          10.680           1.430 
18.09.2000  00:00:00           3.010          10.560          10.560           1.240 
19.09.2000  00:00:00           0.900          12.000          12.000           1.050 
20.09.2000  00:00:00           0.010          11.210          11.210           0.910 
21.09.2000  00:00:00           0.010          10.420          10.420           0.780 
22.09.2000  00:00:00           0.010          10.930          10.930           0.680 
23.09.2000  00:00:00           0.000          11.610          11.610           0.600 
24.09.2000  00:00:00           0.000          11.500          11.500           0.540 
25.09.2000  00:00:00           0.050          10.920          10.920           0.490 
26.09.2000  00:00:00           0.000          10.220          10.220           0.450 
27.09.2000  00:00:00           0.000           9.300           9.300           0.410 
28.09.2000  00:00:00           0.000          10.310          10.310           0.370 
29.09.2000  00:00:00           1.360          12.000          12.000           0.350 
30.09.2000  00:00:00           0.000          11.720          11.720           0.330 
01.10.2000  00:00:00           0.000          13.000          13.000           0.310 
02.10.2000  00:00:00           0.000          12.420          12.420           0.290 
03.10.2000  00:00:00           1.540          10.600          10.600           0.280 
04.10.2000  00:00:00           0.030          10.940          10.940           0.270 
05.10.2000  00:00:00           0.000          12.080          12.080           0.250 
06.10.2000  00:00:00           0.000          10.890          10.890           0.240 
07.10.2000  00:00:00           0.000           8.850           8.850           0.230 
08.10.2000  00:00:00           0.000          10.810          10.810           0.220 
09.10.2000  00:00:00           0.000          10.470          10.470           0.210 
10.10.2000  00:00:00           0.010           9.820           9.820           0.190 
11.10.2000  00:00:00           0.000          10.550          10.550           0.180 
12.10.2000  00:00:00           0.000          10.660          10.660           0.170 
13.10.2000  00:00:00           0.000          10.830          10.830           0.170 
14.10.2000  00:00:00           0.000           8.600           8.600           0.170 
15.10.2000  00:00:00           3.270           7.980           7.980           0.160 
16.10.2000  00:00:00           0.000           8.430           8.430           0.160 
17.10.2000  00:00:00           0.000          10.910          10.910           0.150 
18.10.2000  00:00:00           0.930          10.980          10.980           0.150 
19.10.2000  00:00:00           0.020          10.270          10.270           0.140 
20.10.2000  00:00:00           0.000           9.900           9.900           0.140 
21.10.2000  00:00:00           0.000           7.370           7.370           0.140 
22.10.2000  00:00:00           3.960           8.480           8.480           0.140 
23.10.2000  00:00:00           1.410           7.930           7.930           0.140 
24.10.2000  00:00:00           0.330           7.070           7.070           0.140 
25.10.2000  00:00:00           3.830           7.860           7.860           0.140 
26.10.2000  00:00:00           0.570           6.190           6.190           0.140 
27.10.2000  00:00:00           0.000           3.880           3.880           0.140 
28.10.2000  00:00:00           1.940           3.590           3.590           0.180 
29.10.2000  00:00:00          11.920           4.960           4.960           0.260 
30.10.2000  00:00:00           0.000           5.780           5.780           0.240 
31.10.2000  00:00:00           0.000           4.740           4.740           0.250 
01.11.2000  00:00:00           0.000           6.290           6.290           0.270 
02.11.2000  00:00:00           0.000           8.030           8.030           0.280 
03.11.2000  00:00:00           0.000           5.170           5.170           0.290 
04.11.2000  00:00:00           0.000           6.560           6.560           0.280 
05.11.2000  00:00:00           0.000           6.500           6.500           0.280 
06.11.2000  00:00:00           0.000           3.740           3.740           0.280 
07.11.2000  00:00:00           0.000           2.310           2.310           0.270 
08.11.2000  00:00:00           0.000           3.550           3.550           0.260 
09.11.2000  00:00:00           0.110           6.290           6.290           0.260 
10.11.2000  00:00:00           0.000           4.890           4.890           0.250 
11.11.2000  00:00:00           0.000           3.760           3.760           0.240 
12.11.2000  00:00:00           0.000           3.540           3.540           0.230 
13.11.2000  00:00:00           0.000           6.180           6.180           0.220 
14.11.2000  00:00:00           0.000           6.230           6.230           0.210 
15.11.2000  00:00:00           0.000           3.420           3.420           0.210 
16.11.2000  00:00:00           0.000           0.630           0.630           0.200 
17.11.2000  00:00:00           0.000           1.110           1.110           0.190 
18.11.2000  00:00:00           0.000           6.030           6.030           0.180 
19.11.2000  00:00:00           0.000           5.350           5.350           0.170 
20.11.2000  00:00:00           0.000           5.640           5.640           0.160 
21.11.2000  00:00:00           0.000           7.470           7.470           0.160 
22.11.2000  00:00:00           0.000           5.550           5.550           0.150 
23.11.2000  00:00:00           0.000           5.400           5.400           0.150 
24.11.2000  00:00:00           0.000           5.730           5.730           0.150 
25.11.2000  00:00:00           0.000           6.920           6.920           0.140 
26.11.2000  00:00:00           0.000           5.960           5.960           0.140 
27.11.2000  00:00:00           0.000           5.520           5.520           0.130 
28.11.2000  00:00:00           0.000           5.270           5.270           0.130 
29.11.2000  00:00:00           0.000           1.690           1.690           0.120 
30.11.2000  00:00:00           1.780           3.640           3.640           0.130 
01.12.2000  00:00:00           5.280           6.170           6.170           0.130 
02.12.2000  00:00:00           1.720           5.500           5.500           0.130 
03.12.2000  00:00:00           1.260           5.740           5.740           0.130 
04.12.2000  00:00:00           0.000           6.340           6.340           0.140 
05.12.2000  00:00:00           0.030           5.460           5.460           0.130 
06.12.2000  00:00:00           0.020           7.460           7.460           0.130 
07.12.2000  00:00:00           0.040           7.050           7.050           0.140 
08.12.2000  00:00:00           0.020           5.240           5.240           0.140 
09.12.2000  00:00:00           0.000           4.580           4.580           0.130 
10.12.2000  00:00:00           0.050           3.390           3.390           0.130 
11.12.2000  00:00:00           0.840           2.950           2.950           0.130 
12.12.2000  00:00:00           9.210           4.730           4.730           0.150 
13.12.2000  00:00:00           0.840           5.300           5.300           0.180 
14.12.2000  00:00:00           0.130           4.320           4.320           0.190 
15.12.2000  00:00:00           9.590           2.930           2.930           0.250 
16.12.2000  00:00:00           7.190           3.650           3.650           0.380 
17.12.2000  00:00:00          12.010           3.070           3.070           0.580 
18.12.2000  00:00:00           0.010           0.720           0.720           0.710 
19.12.2000  00:00:00           0.000          -3.060          -3.060           0.820 
20.12.2000  00:00:00           0.010          -4.710          -4.710           0.850 
21.12.2000  00:00:00           0.010          -3.810          -3.810           0.820 
22.12.2000  00:00:00           3.860           1.880           1.880           0.760 
23.12.2000  00:00:00           4.450           2.520           2.520           0.730 
24.12.2000  00:00:00          10.540           0.480           0.480           0.710 
25.12.2000  00:00:00           6.660           0.090           0.090           0.680 
26.12.2000  00:00:00           4.430          -0.400          -0.400           0.650 
27.12.2000  00:00:00           0.000          -3.330          -3.330           0.600 
28.12.2000  00:00:00           0.000          -6.200          -6.200           0.560 
29.12.2000  00:00:00           0.000          -8.290          -8.290           0.510 
30.12.2000  00:00:00           0.000         -10.690         -10.690           0.480 
31.12.2000  00:00:00           0.000          -8.310          -8.310           0.440 
01.01.2001  00:00:00           0.000          -3.550          -3.550           0.400 
02.01.2001  00:00:00           0.280           0.120           0.120           0.380 
03.01.2001  00:00:00           0.000          -0.480          -0.480           0.370 
04.01.2001  00:00:00           0.000           2.540           2.540           0.280 
05.01.2001  00:00:00           0.000           2.400           2.400           0.270 
06.01.2001  00:00:00           0.000           2.840           2.840           0.250 
07.01.2001  00:00:00           0.000           4.270           4.270           0.220 
08.01.2001  00:00:00           0.000           2.060           2.060           0.210 
09.01.2001  00:00:00           6.650           0.180           0.180           0.200 
10.01.2001  00:00:00           3.710          -0.820          -0.820           0.200 
11.01.2001  00:00:00           7.020           1.160           1.160           0.210 
12.01.2001  00:00:00           4.380           3.470           3.470           0.270 
13.01.2001  00:00:00           0.550           4.400           4.400           0.460 
14.01.2001  00:00:00           0.000           3.250           3.250           0.700 
15.01.2001  00:00:00           0.000           3.120           3.120           1.020 
16.01.2001  00:00:00           0.000           0.810           0.810           1.250 
17.01.2001  00:00:00           0.000           1.250           1.250           1.290 
18.01.2001  00:00:00           0.000           0.310           0.310           1.210 
19.01.2001  00:00:00           0.000          -1.070          -1.070           1.060 
20.01.2001  00:00:00           0.000          -0.220          -0.220           0.920 
21.01.2001  00:00:00           0.000          -1.810          -1.810           0.790 
22.01.2001  00:00:00           0.000          -2.390          -2.390           0.680 
23.01.2001  00:00:00           0.000          -1.450          -1.450           0.590 
24.01.2001  00:00:00           0.000          -0.740          -0.740           0.510 
25.01.2001  00:00:00           0.070           3.180           3.180           0.440 
26.01.2001  00:00:00           0.000           3.450           3.450           0.390 
27.01.2001  00:00:00           0.000           4.390           4.390           0.350 
28.01.2001  00:00:00           0.000           0.150           0.150           0.320 
29.01.2001  00:00:00           0.000          -1.520          -1.520           0.290 
30.01.2001  00:00:00           9.480           1.650           1.650           0.280 
31.01.2001  00:00:00           5.720           1.290           1.290           0.270 
01.02.2001  00:00:00           0.020          -2.720          -2.720           0.240 
02.02.2001  00:00:00           0.000          -7.550          -7.550           0.210 
03.02.2001  00:00:00           0.000         -10.650         -10.650           0.190 
04.02.2001  00:00:00           0.000         -14.050         -14.050           0.190 
05.02.2001  00:00:00           0.000         -13.960         -13.960           0.200 
06.02.2001  00:00:00           0.000         -12.380         -12.380           0.200 
07.02.2001  00:00:00           0.000          -7.590          -7.590           0.190 
08.02.2001  00:00:00           1.370          -3.590          -3.590           0.190 
09.02.2001  00:00:00           6.800          -1.780          -1.780           0.170 
10.02.2001  00:00:00          14.970          -0.840          -0.840           0.160 
11.02.2001  00:00:00           3.470          -0.930          -0.930           0.150 
12.02.2001  00:00:00           4.080           0.690           0.690           0.160 
13.02.2001  00:00:00           8.770           3.270           3.270           0.370 
14.02.2001  00:00:00          11.730           5.910           5.910           0.930 
15.02.2001  00:00:00           0.820           6.490           6.490           1.780 
16.02.2001  00:00:00           0.790           3.770           3.770           2.510 
17.02.2001  00:00:00           4.110           2.790           2.790           2.660 
18.02.2001  00:00:00           6.850           3.690           3.690           2.610 
19.02.2001  00:00:00           7.640           4.510           4.510           2.580 
20.02.2001  00:00:00           8.180           3.560           3.560           2.930 
21.02.2001  00:00:00          19.810           3.200           3.200           3.820 
22.02.2001  00:00:00          14.370           0.370           0.370           3.760 
23.02.2001  00:00:00           5.040          -1.930          -1.930           3.120 
24.02.2001  00:00:00           5.720          -1.720          -1.720           2.530 
25.02.2001  00:00:00           5.540          -5.640          -5.640           2.040 
26.02.2001  00:00:00           0.000          -9.430          -9.430           1.650 
27.02.2001  00:00:00           0.000         -11.500         -11.500           1.350 
28.02.2001  00:00:00           0.000         -12.240         -12.240           1.080 
01.03.2001  00:00:00           0.000         -12.760         -12.760           0.860 
02.03.2001  00:00:00           0.000         -11.030         -11.030           0.720 
03.03.2001  00:00:00           0.020          -8.640          -8.640           0.670 
04.03.2001  00:00:00           4.680          -5.990          -5.990           0.610 
05.03.2001  00:00:00           3.380          -1.670          -1.670           0.540 
06.03.2001  00:00:00          14.930           1.430           1.430           0.880 
07.03.2001  00:00:00          10.450           2.230           2.230           1.470 
08.03.2001  00:00:00           0.000           1.980           1.980           1.870 
09.03.2001  00:00:00           0.000           2.410           2.410           2.060 
10.03.2001  00:00:00           0.060           3.370           3.370           2.040 
11.03.2001  00:00:00           0.110           3.020           3.020           2.030 
12.03.2001  00:00:00           3.290           3.480           3.480           2.160 
13.03.2001  00:00:00           0.000           3.420           3.420           2.320 
14.03.2001  00:00:00           1.030           1.960           1.960           2.270 
15.03.2001  00:00:00           0.710          -0.850          -0.850           2.070 
16.03.2001  00:00:00           0.020          -2.040          -2.040           1.800 
17.03.2001  00:00:00           0.000          -1.870          -1.870           1.520 
18.03.2001  00:00:00           0.000          -3.910          -3.910           1.270 
19.03.2001  00:00:00           0.000          -5.490          -5.490           1.030 
20.03.2001  00:00:00           3.180          -3.480          -3.480           0.870 
21.03.2001  00:00:00           6.790          -1.640          -1.640           0.760 
22.03.2001  00:00:00           4.190          -3.030          -3.030           0.660 
23.03.2001  00:00:00           7.070          -2.370          -2.370           0.600 
24.03.2001  00:00:00           3.130          -0.180          -0.180           0.540 
25.03.2001  00:00:00           2.530          -0.510          -0.510           0.490 
26.03.2001  00:00:00           0.000          -4.240          -4.240           0.440 
27.03.2001  00:00:00           0.000          -2.840          -2.840           0.400 
28.03.2001  00:00:00           0.000          -0.940          -0.940           0.360 
29.03.2001  00:00:00           0.000          -1.060          -1.060           0.330 
30.03.2001  00:00:00           0.000          -0.610          -0.610           0.300 
31.03.2001  00:00:00           0.020           0.640           0.640           0.270 
01.04.2001  00:00:00           1.610           3.990           3.990           0.370 
