date        time     P_O_Valen_73moh   T_Valen_73moh   T_Valen_73moh         Q_Valen 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
28.12.2001  00:00:00           2.250          -5.850          -5.850           1.200 
29.12.2001  00:00:00           0.000          -8.240          -8.240           1.080 
30.12.2001  00:00:00           0.000         -10.260         -10.260           1.010 
31.12.2001  00:00:00           0.140         -10.400         -10.400           0.980 
01.01.2002  00:00:00          15.260          -4.460          -4.460           0.970 
02.01.2002  00:00:00           0.820          -0.690          -0.690           0.980 
03.01.2002  00:00:00           0.000          -0.940          -0.940           0.940 
04.01.2002  00:00:00           0.000           0.580           0.580           0.910 
05.01.2002  00:00:00           0.000           1.500           1.500           0.910 
06.01.2002  00:00:00           0.030           2.120           2.120           1.140 
07.01.2002  00:00:00           0.490           4.140           4.140           1.770 
08.01.2002  00:00:00           5.830           5.970           5.970           4.280 
09.01.2002  00:00:00          16.240           5.440           5.440           7.690 
10.01.2002  00:00:00           0.130           5.760           5.760           7.480 
11.01.2002  00:00:00           0.000           6.840           6.840           6.190 
12.01.2002  00:00:00           0.170           5.650           5.650           4.800 
13.01.2002  00:00:00          17.780           5.210           5.210           4.250 
14.01.2002  00:00:00           1.520           5.510           5.510           3.810 
15.01.2002  00:00:00           0.940           5.340           5.340           3.160 
16.01.2002  00:00:00           2.910           3.120           3.120           2.630 
17.01.2002  00:00:00           0.220           2.450           2.450           2.380 
18.01.2002  00:00:00           1.380           2.270           2.270           2.150 
19.01.2002  00:00:00           9.650           3.230           3.230           2.190 
20.01.2002  00:00:00           1.390           1.790           1.790           2.160 
21.01.2002  00:00:00           3.980           0.040           0.040           2.080 
22.01.2002  00:00:00           0.000          -3.000          -3.000           1.880 
23.01.2002  00:00:00           0.000          -4.370          -4.370           1.650 
24.01.2002  00:00:00           1.380          -3.770          -3.770           1.440 
25.01.2002  00:00:00           5.690          -4.660          -4.660           1.250 
26.01.2002  00:00:00           4.150          -1.730          -1.730           1.080 
27.01.2002  00:00:00           0.000          -4.270          -4.270           0.920 
28.01.2002  00:00:00           2.350          -4.650          -4.650           0.810 
29.01.2002  00:00:00           7.460          -0.920          -0.920           0.730 
30.01.2002  00:00:00           4.400           0.640           0.640           0.670 
31.01.2002  00:00:00           0.020          -2.310          -2.310           0.600 
01.02.2002  00:00:00           0.700          -1.290          -1.290           0.540 
02.02.2002  00:00:00           0.090           1.370           1.370           0.510 
03.02.2002  00:00:00           0.230           4.290           4.290           0.570 
04.02.2002  00:00:00           0.000           4.860           4.860           0.610 
05.02.2002  00:00:00           0.190           2.490           2.490           0.640 
06.02.2002  00:00:00           6.630           2.660           2.660           0.810 
07.02.2002  00:00:00           2.470           3.050           3.050           1.110 
08.02.2002  00:00:00           0.000           0.870           0.870           1.250 
09.02.2002  00:00:00           2.530           2.640           2.640           1.340 
10.02.2002  00:00:00           9.640           2.860           2.860           1.720 
11.02.2002  00:00:00           7.950           2.870           2.870           2.540 
12.02.2002  00:00:00           0.000           0.970           0.970           2.770 
13.02.2002  00:00:00           2.110           0.550           0.550           2.570 
14.02.2002  00:00:00           0.100           0.860           0.860           2.170 
15.02.2002  00:00:00           6.080           2.980           2.980           2.010 
16.02.2002  00:00:00          24.770           5.490           5.490           2.810 
17.02.2002  00:00:00          14.110           5.770           5.770           4.330 
18.02.2002  00:00:00           1.530           3.100           3.100           4.700 
19.02.2002  00:00:00           9.990           0.390           0.390           4.220 
20.02.2002  00:00:00           7.520          -2.820          -2.820           3.470 
21.02.2002  00:00:00          12.690          -3.710          -3.710           2.840 
22.02.2002  00:00:00           9.580          -0.150          -0.150           2.430 
23.02.2002  00:00:00          19.850           0.980           0.980           2.110 
24.02.2002  00:00:00           8.500          -0.380          -0.380           1.810 
25.02.2002  00:00:00          28.230           0.380           0.380           1.670 
26.02.2002  00:00:00           2.050          -1.410          -1.410           1.450 
27.02.2002  00:00:00           0.000          -3.230          -3.230           1.240 
28.02.2002  00:00:00           2.640          -3.080          -3.080           1.040 
01.03.2002  00:00:00           5.980          -1.830          -1.830           0.910 
02.03.2002  00:00:00           9.670          -2.120          -2.120           0.840 
03.03.2002  00:00:00           9.110          -1.870          -1.870           0.770 
04.03.2002  00:00:00           4.880           1.330           1.330           0.820 
05.03.2002  00:00:00          24.010           1.560           1.560           1.040 
06.03.2002  00:00:00          22.260           0.670           0.670           1.160 
07.03.2002  00:00:00           6.120          -0.530          -0.530           1.240 
08.03.2002  00:00:00           3.190           1.150           1.150           1.240 
09.03.2002  00:00:00           4.410           0.740           0.740           1.210 
10.03.2002  00:00:00           8.940           1.470           1.470           1.180 
11.03.2002  00:00:00           1.480          -0.620          -0.620           1.120 
12.03.2002  00:00:00          12.330          -0.060          -0.060           1.150 
13.03.2002  00:00:00           0.000          -1.390          -1.390           1.100 
14.03.2002  00:00:00           0.000          -2.930          -2.930           1.040 
15.03.2002  00:00:00           0.000          -0.510          -0.510           0.980 
16.03.2002  00:00:00           0.000          -0.250          -0.250           0.930 
17.03.2002  00:00:00           0.000           0.500           0.500           0.880 
18.03.2002  00:00:00           2.530           2.190           2.190           0.880 
19.03.2002  00:00:00           2.250           2.030           2.030           0.940 
20.03.2002  00:00:00           0.050           1.580           1.580           1.020 
21.03.2002  00:00:00           8.890           1.980           1.980           1.210 
22.03.2002  00:00:00           7.900           1.960           1.960           1.390 
23.03.2002  00:00:00           0.000           1.110           1.110           1.480 
24.03.2002  00:00:00           0.000           0.620           0.620           1.510 
25.03.2002  00:00:00           0.000           2.040           2.040           1.480 
26.03.2002  00:00:00           2.490           3.560           3.560           1.650 
27.03.2002  00:00:00           0.020           4.940           4.940           2.400 
28.03.2002  00:00:00           8.830           5.400           5.400           6.960 
29.03.2002  00:00:00          13.900           5.920           5.920          18.110 
30.03.2002  00:00:00           1.100           4.790           4.790          15.630 
31.03.2002  00:00:00           0.000           3.260           3.260           9.750 
01.04.2002  00:00:00           0.000           2.780           2.780           6.640 
02.04.2002  00:00:00           0.000           4.900           4.900           4.860 
03.04.2002  00:00:00           0.950           6.050           6.050           3.950 
04.04.2002  00:00:00           0.000           5.930           5.930           3.480 
05.04.2002  00:00:00           0.000           6.940           6.940           3.160 
06.04.2002  00:00:00           0.000           6.240           6.240           2.860 
07.04.2002  00:00:00           0.020           5.290           5.290           2.570 
08.04.2002  00:00:00           0.000           4.370           4.370           2.290 
09.04.2002  00:00:00           1.640           4.800           4.800           2.020 
10.04.2002  00:00:00           0.010           5.900           5.900           1.780 
11.04.2002  00:00:00           9.870           5.540           5.540           1.740 
12.04.2002  00:00:00           8.660           4.220           4.220           1.940 
13.04.2002  00:00:00           0.100           4.100           4.100           1.980 
14.04.2002  00:00:00           0.000           3.600           3.600           1.870 
15.04.2002  00:00:00           0.000           6.230           6.230           1.680 
16.04.2002  00:00:00           0.000           6.270           6.270           1.460 
17.04.2002  00:00:00           1.330           6.080           6.080           1.260 
18.04.2002  00:00:00           0.000           5.510           5.510           1.060 
19.04.2002  00:00:00           0.000           4.760           4.760           0.910 
20.04.2002  00:00:00           0.000           4.790           4.790           0.780 
21.04.2002  00:00:00           0.000           5.950           5.950           0.680 
22.04.2002  00:00:00           1.590           7.500           7.500           0.610 
23.04.2002  00:00:00           4.930           8.350           8.350           0.570 
24.04.2002  00:00:00           0.150           7.180           7.180           0.550 
25.04.2002  00:00:00           0.020           7.430           7.430           0.540 
26.04.2002  00:00:00           2.340           7.160           7.160           0.510 
27.04.2002  00:00:00           0.000           8.230           8.230           0.480 
28.04.2002  00:00:00           3.130           7.750           7.750           0.470 
29.04.2002  00:00:00           0.020           4.950           4.950           0.430 
30.04.2002  00:00:00           0.000           7.110           7.110           0.400 
01.05.2002  00:00:00           0.000           8.380           8.380           0.360 
02.05.2002  00:00:00           2.990           7.460           7.460           0.360 
03.05.2002  00:00:00           0.000           7.310           7.310           0.330 
04.05.2002  00:00:00           1.190           6.780           6.780           0.300 
05.05.2002  00:00:00           0.000           5.990           5.990           0.290 
06.05.2002  00:00:00           0.000           5.290           5.290           0.260 
07.05.2002  00:00:00           0.000           7.090           7.090           0.240 
08.05.2002  00:00:00           0.000           8.840           8.840           0.230 
09.05.2002  00:00:00           0.010           7.360           7.360           0.210 
10.05.2002  00:00:00           0.000           8.620           8.620           0.200 
11.05.2002  00:00:00           0.000          12.190          12.190           0.190 
12.05.2002  00:00:00           0.030          11.710          11.710           0.180 
13.05.2002  00:00:00           4.390           7.930           7.930           0.180 
14.05.2002  00:00:00           0.000           8.900           8.900           0.170 
15.05.2002  00:00:00           0.000          12.030          12.030           0.160 
16.05.2002  00:00:00           0.590          10.300          10.300           0.160 
17.05.2002  00:00:00          12.930           7.450           7.450           0.160 
18.05.2002  00:00:00           0.900           6.160           6.160           0.150 
19.05.2002  00:00:00           0.000           6.450           6.450           0.140 
20.05.2002  00:00:00           0.000           9.330           9.330           0.130 
21.05.2002  00:00:00           0.000          11.350          11.350           0.130 
22.05.2002  00:00:00           0.000          14.100          14.100           0.120 
23.05.2002  00:00:00           0.000          15.960          15.960           0.120 
24.05.2002  00:00:00           0.000          16.200          16.200           0.110 
25.05.2002  00:00:00           0.060          13.280          13.280           0.110 
26.05.2002  00:00:00           0.000          12.420          12.420           0.100 
27.05.2002  00:00:00           0.000          11.450          11.450           0.100 
28.05.2002  00:00:00           0.000          12.900          12.900           0.090 
29.05.2002  00:00:00           0.030          13.540          13.540           0.090 
30.05.2002  00:00:00           0.000          14.730          14.730           0.090 
31.05.2002  00:00:00           8.360          11.890          11.890           0.090 
01.06.2002  00:00:00           0.340          12.020          12.020           0.090 
02.06.2002  00:00:00           0.000          11.880          11.880           0.090 
03.06.2002  00:00:00           0.020          14.090          14.090           0.080 
04.06.2002  00:00:00           0.000          14.870          14.870           0.080 
05.06.2002  00:00:00           0.000          17.870          17.870           0.080 
06.06.2002  00:00:00           0.000          18.690          18.690           0.080 
07.06.2002  00:00:00           0.000          17.630          17.630           0.080 
08.06.2002  00:00:00           0.000          18.250          18.250           0.070 
09.06.2002  00:00:00           0.000          18.780          18.780           0.070 
10.06.2002  00:00:00           0.000          19.260          19.260           0.080 
11.06.2002  00:00:00           6.180          17.880          17.880           0.080 
12.06.2002  00:00:00           0.160          18.040          18.040           0.080 
13.06.2002  00:00:00          10.360          13.620          13.620           0.080 
14.06.2002  00:00:00           0.020          12.540          12.540           0.080 
15.06.2002  00:00:00           1.860          12.680          12.680           0.070 
16.06.2002  00:00:00           2.620          14.290          14.290           0.070 
17.06.2002  00:00:00           6.420          13.160          13.160           0.070 
18.06.2002  00:00:00           0.190          13.710          13.710           0.070 
19.06.2002  00:00:00           6.650          14.510          14.510           0.070 
20.06.2002  00:00:00           9.670          13.530          13.530           0.070 
21.06.2002  00:00:00           0.000          12.500          12.500           0.060 
22.06.2002  00:00:00           2.420          11.850          11.850           0.060 
23.06.2002  00:00:00           1.940          11.680          11.680           0.060 
24.06.2002  00:00:00           0.000          12.540          12.540           0.060 
25.06.2002  00:00:00           3.980          11.840          11.840           0.060 
26.06.2002  00:00:00           3.400          11.580          11.580           0.060 
27.06.2002  00:00:00           9.060          11.870          11.870           0.070 
28.06.2002  00:00:00           0.050          12.240          12.240           0.070 
29.06.2002  00:00:00           0.540          11.420          11.420           0.060 
30.06.2002  00:00:00           0.000          11.800          11.800           0.060 
01.07.2002  00:00:00           0.000          11.630          11.630           0.060 
02.07.2002  00:00:00           0.000          12.780          12.780           0.050 
03.07.2002  00:00:00           0.070          14.450          14.450           0.050 
04.07.2002  00:00:00           0.110          13.540          13.540           0.050 
05.07.2002  00:00:00           0.020          13.730          13.730           0.050 
06.07.2002  00:00:00           2.230          12.270          12.270           0.050 
07.07.2002  00:00:00           1.320          11.680          11.680           0.050 
08.07.2002  00:00:00           0.000          12.920          12.920           0.040 
09.07.2002  00:00:00           0.000          14.310          14.310           0.040 
10.07.2002  00:00:00           0.820          15.920          15.920           0.040 
11.07.2002  00:00:00           0.000          18.570          18.570           0.040 
12.07.2002  00:00:00           1.380          17.160          17.160           0.040 
13.07.2002  00:00:00           0.450          13.890          13.890           0.040 
14.07.2002  00:00:00           0.760          14.750          14.750           0.030 
15.07.2002  00:00:00           0.020          15.840          15.840           0.030 
16.07.2002  00:00:00           0.100          15.100          15.100           0.030 
17.07.2002  00:00:00           0.000          14.270          14.270           0.030 
18.07.2002  00:00:00           0.000          13.600          13.600           0.030 
19.07.2002  00:00:00           0.000          14.800          14.800           0.020 
20.07.2002  00:00:00           0.000          15.120          15.120           0.020 
21.07.2002  00:00:00           0.000          14.590          14.590           0.020 
22.07.2002  00:00:00           0.000          14.700          14.700           0.020 
23.07.2002  00:00:00           0.270          14.450          14.450           0.010 
24.07.2002  00:00:00           6.550          13.300          13.300           0.020 
25.07.2002  00:00:00           3.170          12.540          12.540           0.020 
26.07.2002  00:00:00           0.950          13.720          13.720           0.020 
27.07.2002  00:00:00           3.020          13.040          13.040           0.020 
28.07.2002  00:00:00           1.000          13.800          13.800           0.020 
29.07.2002  00:00:00           6.600          15.500          15.500           0.020 
30.07.2002  00:00:00           0.000          14.920          14.920           0.010 
31.07.2002  00:00:00           0.260          17.020          17.020           0.010 
01.08.2002  00:00:00           0.000          16.360          16.360           0.010 
02.08.2002  00:00:00           0.000          14.090          14.090           0.010 
03.08.2002  00:00:00           0.000          15.490          15.490           0.010 
04.08.2002  00:00:00           0.000          15.080          15.080           0.010 
05.08.2002  00:00:00           0.000          14.810          14.810           0.000 
06.08.2002  00:00:00           0.000          15.460          15.460           0.000 
07.08.2002  00:00:00           0.000          14.550          14.550           0.000 
08.08.2002  00:00:00           0.000          15.000          15.000           0.000 
09.08.2002  00:00:00           8.490          15.460          15.460           0.000 
10.08.2002  00:00:00           0.000          16.340          16.340           0.000 
11.08.2002  00:00:00           0.000          16.940          16.940           0.000 
12.08.2002  00:00:00           0.000          17.450          17.450           0.000 
13.08.2002  00:00:00           0.320          16.330          16.330           0.000 
14.08.2002  00:00:00           1.260          15.000          15.000           0.000 
15.08.2002  00:00:00           0.280          14.440          14.440           0.000 
16.08.2002  00:00:00           0.000          16.950          16.950           0.000 
17.08.2002  00:00:00           0.020          16.350          16.350           0.000 
18.08.2002  00:00:00           0.000          18.130          18.130           0.000 
19.08.2002  00:00:00           0.000          20.460          20.460           0.000 
20.08.2002  00:00:00           0.000          19.450          19.450           0.000 
21.08.2002  00:00:00           0.000          18.520          18.520           0.000 
22.08.2002  00:00:00           0.000          16.510          16.510           0.000 
23.08.2002  00:00:00           0.000          16.520          16.520           0.000 
24.08.2002  00:00:00           0.000          17.300          17.300           0.000 
25.08.2002  00:00:00           0.000          17.590          17.590           0.000 
26.08.2002  00:00:00           0.030          16.170          16.170           0.000 
27.08.2002  00:00:00           0.360          15.440          15.440           0.000 
28.08.2002  00:00:00           1.970          14.530          14.530           0.000 
29.08.2002  00:00:00           1.110          13.520          13.520           0.000 
30.08.2002  00:00:00          13.990          13.780          13.780           0.000 
31.08.2002  00:00:00          29.480          13.010          13.010           0.000 
01.09.2002  00:00:00          11.210          12.460          12.460           0.010 
02.09.2002  00:00:00           1.080          12.190          12.190           0.020 
03.09.2002  00:00:00          38.470          12.640          12.640           0.110 
04.09.2002  00:00:00           0.520          13.140          13.140           0.090 
05.09.2002  00:00:00           0.000          14.460          14.460           0.090 
06.09.2002  00:00:00           5.660          13.960          13.960           0.150 
07.09.2002  00:00:00           5.490          12.090          12.090           0.220 
08.09.2002  00:00:00           0.100          12.400          12.400           0.270 
09.09.2002  00:00:00           0.000          13.010          13.010           0.310 
10.09.2002  00:00:00           0.010          12.070          12.070           0.340 
11.09.2002  00:00:00           0.010          12.910          12.910           0.360 
12.09.2002  00:00:00           0.010          14.260          14.260           0.370 
13.09.2002  00:00:00          12.990          14.260          14.260           0.420 
14.09.2002  00:00:00           2.910          12.250          12.250           0.450 
15.09.2002  00:00:00           4.920          10.360          10.360           0.460 
16.09.2002  00:00:00          11.980          11.500          11.500           0.710 
17.09.2002  00:00:00           3.820          11.390          11.390           0.980 
18.09.2002  00:00:00          10.680          10.230          10.230           1.440 
19.09.2002  00:00:00           6.550           8.230           8.230           1.650 
20.09.2002  00:00:00           0.000           7.510           7.510           1.670 
21.09.2002  00:00:00           6.750           7.920           7.920           1.620 
22.09.2002  00:00:00           5.020           7.950           7.950           1.580 
23.09.2002  00:00:00           0.000           6.420           6.420           1.450 
24.09.2002  00:00:00           5.640           8.430           8.430           1.370 
25.09.2002  00:00:00           2.960           7.980           7.980           1.280 
26.09.2002  00:00:00           4.910           4.290           4.290           1.170 
27.09.2002  00:00:00           0.220           5.560           5.560           1.050 
28.09.2002  00:00:00          16.120           9.330           9.330           1.190 
29.09.2002  00:00:00          14.270          11.000          11.000           1.460 
30.09.2002  00:00:00          55.730           9.730           9.730           4.970 
01.10.2002  00:00:00           6.050           7.710           7.710           7.990 
02.10.2002  00:00:00           0.000           6.550           6.550           6.380 
03.10.2002  00:00:00           1.020           7.180           7.180           4.580 
04.10.2002  00:00:00           2.140           9.330           9.330           3.520 
05.10.2002  00:00:00          10.450           9.310           9.310           3.160 
06.10.2002  00:00:00           4.550           6.850           6.850           2.860 
07.10.2002  00:00:00           0.010           3.190           3.190           2.530 
08.10.2002  00:00:00           0.010           1.850           1.850           2.140 
09.10.2002  00:00:00           0.000           2.570           2.570           1.790 
10.10.2002  00:00:00           0.000           3.070           3.070           1.500 
11.10.2002  00:00:00           0.000           3.560           3.560           1.240 
12.10.2002  00:00:00           0.000           3.890           3.890           1.010 
13.10.2002  00:00:00           0.000           3.530           3.530           0.840 
14.10.2002  00:00:00           0.000           3.500           3.500           0.700 
15.10.2002  00:00:00           0.000           4.250           4.250           0.590 
16.10.2002  00:00:00           0.000           1.950           1.950           0.510 
17.10.2002  00:00:00           2.580           1.890           1.890           0.460 
18.10.2002  00:00:00           2.250          -0.140          -0.140           0.420 
19.10.2002  00:00:00          15.140          -0.850          -0.850           0.420 
20.10.2002  00:00:00           7.940           0.780           0.780           0.420 
21.10.2002  00:00:00          10.360           1.340           1.340           0.440 
22.10.2002  00:00:00           2.140          -0.340          -0.340           0.440 
23.10.2002  00:00:00           0.000          -0.130          -0.130           0.400 
24.10.2002  00:00:00           0.000           4.690           4.690           0.510 
25.10.2002  00:00:00           0.110           4.520           4.520           0.700 
26.10.2002  00:00:00           0.570           4.350           4.350           0.890 
27.10.2002  00:00:00           5.390           4.910           4.910           1.410 
28.10.2002  00:00:00          12.840           4.690           4.690           2.440 
29.10.2002  00:00:00           0.990           4.060           4.060           3.300 
30.10.2002  00:00:00           4.780           3.700           3.700           3.560 
31.10.2002  00:00:00           6.970           2.870           2.870           3.650 
01.11.2002  00:00:00          11.010           3.280           3.280           4.190 
02.11.2002  00:00:00           2.070           1.280           1.280           3.860 
03.11.2002  00:00:00           0.000          -0.810          -0.810           3.130 
04.11.2002  00:00:00           0.000           0.450           0.450           2.460 
05.11.2002  00:00:00           0.000          -0.050          -0.050           1.960 
06.11.2002  00:00:00           2.460           2.210           2.210           1.620 
07.11.2002  00:00:00           3.000           4.820           4.820           1.390 
08.11.2002  00:00:00           0.020           2.880           2.880           1.170 
09.11.2002  00:00:00           0.000           2.010           2.010           0.980 
10.11.2002  00:00:00           0.000          -0.400          -0.400           0.850 
11.11.2002  00:00:00           0.000          -2.610          -2.610           0.720 
12.11.2002  00:00:00           0.000          -4.280          -4.280           0.620 
13.11.2002  00:00:00           0.000          -3.300          -3.300           0.540 
14.11.2002  00:00:00           0.000          -2.510          -2.510           0.480 
15.11.2002  00:00:00           0.000          -1.790          -1.790           0.430 
16.11.2002  00:00:00           0.000           0.200           0.200           0.400 
17.11.2002  00:00:00           1.630           1.360           1.360           0.330 
18.11.2002  00:00:00           0.120           0.860           0.860           0.310 
19.11.2002  00:00:00           5.790          -0.050          -0.050           0.290 
20.11.2002  00:00:00           0.000          -3.230          -3.230           0.260 
21.11.2002  00:00:00           0.000          -1.790          -1.790           0.240 
22.11.2002  00:00:00           0.000          -0.180          -0.180           0.220 
23.11.2002  00:00:00           0.000          -0.740          -0.740           0.210 
24.11.2002  00:00:00           0.000           0.190           0.190           0.190 
25.11.2002  00:00:00           0.000           1.800           1.800           0.180 
26.11.2002  00:00:00           1.960           2.220           2.220           0.170 
27.11.2002  00:00:00           0.050           3.340           3.340           0.160 
28.11.2002  00:00:00           0.000           1.420           1.420           0.150 
29.11.2002  00:00:00           0.000           2.370           2.370           0.140 
30.11.2002  00:00:00           0.000           2.550           2.550           0.130 
01.12.2002  00:00:00           0.000          -0.560          -0.560           0.130 
02.12.2002  00:00:00           0.000          -0.580          -0.580           0.120 
03.12.2002  00:00:00           0.000          -1.520          -1.520           0.110 
04.12.2002  00:00:00           0.000          -2.240          -2.240           0.110 
05.12.2002  00:00:00           0.000          -0.380          -0.380           0.100 
06.12.2002  00:00:00           0.000          -1.220          -1.220           0.100 
07.12.2002  00:00:00           0.000          -2.640          -2.640           0.100 
08.12.2002  00:00:00           0.000          -1.670          -1.670           0.100 
09.12.2002  00:00:00           0.040          -1.010          -1.010           0.090 
10.12.2002  00:00:00           0.000          -0.890          -0.890           0.080 
11.12.2002  00:00:00           0.910          -0.680          -0.680           0.080 
12.12.2002  00:00:00           5.130           2.030           2.030           0.080 
13.12.2002  00:00:00           0.000           2.110           2.110           0.080 
14.12.2002  00:00:00           0.000          -1.570          -1.570           0.080 
15.12.2002  00:00:00           0.000          -3.550          -3.550           0.070 
16.12.2002  00:00:00           0.000          -3.970          -3.970           0.070 
17.12.2002  00:00:00           0.090          -0.130          -0.130           0.070 
18.12.2002  00:00:00          12.100           2.040           2.040           0.080 
19.12.2002  00:00:00          34.110           3.870           3.870           1.420 
20.12.2002  00:00:00          44.010           5.100           5.100           6.080 
21.12.2002  00:00:00           4.630           0.300           0.300           7.370 
22.12.2002  00:00:00           0.190          -2.730          -2.730           5.380 
23.12.2002  00:00:00           0.000          -4.540          -4.540           3.740 
24.12.2002  00:00:00           0.000          -3.860          -3.860           2.650 
25.12.2002  00:00:00           0.000          -1.850          -1.850           1.970 
26.12.2002  00:00:00           0.000          -0.400          -0.400           1.530 
27.12.2002  00:00:00           0.000           0.800           0.800           1.210 
28.12.2002  00:00:00           0.000           1.000           1.000           0.940 
29.12.2002  00:00:00           0.000          -0.690          -0.690           0.760 
30.12.2002  00:00:00           0.000          -6.060          -6.060           0.630 
31.12.2002  00:00:00           0.000         -10.100         -10.100           0.560 
01.01.2003  00:00:00          12.980          -2.820          -2.820           0.500 
02.01.2003  00:00:00           0.000          -8.200          -8.200           0.460 
03.01.2003  00:00:00           0.000         -10.910         -10.910           0.440 
04.01.2003  00:00:00           0.000         -11.510         -11.510           0.420 
05.01.2003  00:00:00           7.600          -3.860          -3.860           0.410 
06.01.2003  00:00:00           0.000          -5.910          -5.910           0.370 
07.01.2003  00:00:00          14.460          -0.040          -0.040           0.380 
08.01.2003  00:00:00          11.750           3.560           3.560           0.710 
09.01.2003  00:00:00          14.300           4.200           4.200           1.710 
10.01.2003  00:00:00           3.330           0.640           0.640           2.220 
11.01.2003  00:00:00           9.820           1.840           1.840           3.750 
12.01.2003  00:00:00          25.240           3.760           3.760           7.010 
13.01.2003  00:00:00          17.370           3.600           3.600           8.130 
14.01.2003  00:00:00          13.570           2.060           2.060           8.200 
15.01.2003  00:00:00          27.760           3.270           3.270          10.270 
16.01.2003  00:00:00          23.020           2.850           2.850           9.420 
17.01.2003  00:00:00          19.970           2.150           2.150           8.300 
18.01.2003  00:00:00           3.820           3.980           3.980           7.790 
19.01.2003  00:00:00          11.980           3.050           3.050           7.080 
20.01.2003  00:00:00           0.000          -0.210          -0.210           5.250 
21.01.2003  00:00:00           1.490          -0.350          -0.350           3.740 
22.01.2003  00:00:00           0.050          -0.570          -0.570           2.710 
23.01.2003  00:00:00           1.890          -1.650          -1.650           2.050 
24.01.2003  00:00:00           0.000          -2.520          -2.520           1.690 
25.01.2003  00:00:00           9.370           2.850           2.850           1.940 
26.01.2003  00:00:00          10.950           4.180           4.180           2.490 
27.01.2003  00:00:00           4.660           2.800           2.800           2.980 
28.01.2003  00:00:00           0.490           3.160           3.160           3.360 
29.01.2003  00:00:00           2.360           1.370           1.370           3.130 
30.01.2003  00:00:00           0.000          -3.380          -3.380           2.580 
31.01.2003  00:00:00           0.040          -6.770          -6.770           2.050 
01.02.2003  00:00:00           0.000          -3.600          -3.600           1.650 
02.02.2003  00:00:00           0.070           0.370           0.370           1.340 
03.02.2003  00:00:00           0.000           0.870           0.870           1.060 
04.02.2003  00:00:00           0.000          -0.420          -0.420           0.840 
05.02.2003  00:00:00           0.000          -2.570          -2.570           0.690 
06.02.2003  00:00:00           2.370          -3.240          -3.240           0.580 
07.02.2003  00:00:00           0.920          -1.230          -1.230           0.490 
08.02.2003  00:00:00           0.710           2.490           2.490           0.450 
09.02.2003  00:00:00           0.140           5.220           5.220           0.460 
10.02.2003  00:00:00           6.860           4.350           4.350           0.530 
11.02.2003  00:00:00           0.020           2.870           2.870           0.590 
12.02.2003  00:00:00           0.040           3.630           3.630           0.640 
13.02.2003  00:00:00           0.000           3.030           3.030           0.670 
14.02.2003  00:00:00           0.000           3.060           3.060           0.680 
15.02.2003  00:00:00           0.000           2.400           2.400           0.650 
16.02.2003  00:00:00           0.000           1.570           1.570           0.600 
17.02.2003  00:00:00           0.000           0.090           0.090           0.540 
18.02.2003  00:00:00           0.000          -0.260          -0.260           0.490 
19.02.2003  00:00:00           0.000           0.050           0.050           0.440 
20.02.2003  00:00:00           0.000           0.160           0.160           0.390 
21.02.2003  00:00:00           0.000           1.800           1.800           0.350 
22.02.2003  00:00:00           0.000           2.160           2.160           0.310 
23.02.2003  00:00:00           0.000           0.720           0.720           0.280 
24.02.2003  00:00:00           0.000           0.370           0.370           0.260 
25.02.2003  00:00:00           0.000           0.880           0.880           0.240 
26.02.2003  00:00:00           0.000           1.000           1.000           0.220 
27.02.2003  00:00:00           0.000           1.280           1.280           0.200 
28.02.2003  00:00:00           0.000          -0.370          -0.370           0.190 
01.03.2003  00:00:00           0.000          -1.180          -1.180           0.170 
02.03.2003  00:00:00           0.000           0.160           0.160           0.160 
03.03.2003  00:00:00           0.000           0.070           0.070           0.150 
04.03.2003  00:00:00           0.000          -0.730          -0.730           0.140 
05.03.2003  00:00:00           0.000          -0.970          -0.970           0.130 
06.03.2003  00:00:00           0.000           2.260           2.260           0.130 
07.03.2003  00:00:00           0.050           3.360           3.360           0.120 
08.03.2003  00:00:00           0.030           3.970           3.970           0.130 
09.03.2003  00:00:00           2.150           3.870           3.870           0.130 
10.03.2003  00:00:00           5.300           4.250           4.250           0.180 
11.03.2003  00:00:00           8.350           4.790           4.790           0.420 
12.03.2003  00:00:00          15.110           2.860           2.860           0.870 
13.03.2003  00:00:00           2.260           3.270           3.270           1.360 
14.03.2003  00:00:00           0.020           4.960           4.960           1.610 
15.03.2003  00:00:00           0.000           4.020           4.020           1.610 
16.03.2003  00:00:00           0.000           3.560           3.560           1.510 
17.03.2003  00:00:00           3.410           4.700           4.700           1.440 
18.03.2003  00:00:00           1.880           5.460           5.460           1.370 
19.03.2003  00:00:00          11.060           5.490           5.490           1.540 
20.03.2003  00:00:00           0.680           2.790           2.790           1.660 
21.03.2003  00:00:00           0.000           2.810           2.810           1.650 
22.03.2003  00:00:00           0.070           5.050           5.050           1.560 
23.03.2003  00:00:00           0.000           6.890           6.890           1.420 
24.03.2003  00:00:00           4.360           5.950           5.950           1.320 
25.03.2003  00:00:00           0.050           4.930           4.930           1.190 
26.03.2003  00:00:00           0.000           5.770           5.770           1.060 
27.03.2003  00:00:00           5.990           6.380           6.380           1.000 
28.03.2003  00:00:00           3.550           4.500           4.500           0.970 
29.03.2003  00:00:00           5.400           4.550           4.550           1.000 
