date        time     P_O_Grava_781mo  T_Grava_781moh  T_Grava_781moh         Q_Grava 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
28.01.2015  00:00:00           0.000          -0.040          -0.040           0.050 
29.01.2015  00:00:00           1.910          -1.730          -1.730           0.050 
30.01.2015  00:00:00           0.000          -3.930          -3.930           0.050 
31.01.2015  00:00:00           0.570          -4.500          -4.500           0.040 
01.02.2015  00:00:00           0.000          -7.600          -7.600           0.040 
02.02.2015  00:00:00           0.000          -7.960          -7.960           0.050 
03.02.2015  00:00:00           0.000          -7.170          -7.170           0.050 
04.02.2015  00:00:00           0.000         -10.510         -10.510           0.050 
05.02.2015  00:00:00           0.000         -11.570         -11.570           0.050 
06.02.2015  00:00:00           0.000          -5.260          -5.260           0.050 
07.02.2015  00:00:00           0.000           1.600           1.600           0.050 
08.02.2015  00:00:00           0.000          -3.010          -3.010           0.050 
09.02.2015  00:00:00           0.000           1.510           1.510           0.050 
10.02.2015  00:00:00           0.000           3.300           3.300           0.050 
11.02.2015  00:00:00           0.000           1.270           1.270           0.050 
12.02.2015  00:00:00           0.000          -2.190          -2.190           0.040 
13.02.2015  00:00:00           0.000          -4.200          -4.200           0.030 
14.02.2015  00:00:00           0.930          -2.610          -2.610           0.030 
15.02.2015  00:00:00           0.030          -2.930          -2.930           0.030 
16.02.2015  00:00:00           2.660          -4.330          -4.330           0.030 
17.02.2015  00:00:00           3.770          -3.760          -3.760           0.030 
18.02.2015  00:00:00           1.190           0.810           0.810           0.040 
19.02.2015  00:00:00           0.000           3.510           3.510           0.080 
20.02.2015  00:00:00           0.790           1.160           1.160           0.120 
21.02.2015  00:00:00           0.040          -2.300          -2.300           0.130 
22.02.2015  00:00:00           0.100          -3.790          -3.790           0.090 
23.02.2015  00:00:00           4.060          -2.990          -2.990           0.070 
24.02.2015  00:00:00           7.760          -2.190          -2.190           0.060 
25.02.2015  00:00:00           3.960          -1.360          -1.360           0.060 
26.02.2015  00:00:00           0.000          -3.040          -3.040           0.060 
27.02.2015  00:00:00           7.940          -2.310          -2.310           0.060 
28.02.2015  00:00:00           0.000          -2.810          -2.810           0.050 
01.03.2015  00:00:00           5.560          -0.830          -0.830           0.060 
02.03.2015  00:00:00           2.370          -1.010          -1.010           0.060 
03.03.2015  00:00:00           0.000          -2.740          -2.740           0.060 
04.03.2015  00:00:00           0.000          -5.770          -5.770           0.050 
05.03.2015  00:00:00           0.000          -5.140          -5.140           0.050 
06.03.2015  00:00:00           0.000           0.130           0.130           0.050 
07.03.2015  00:00:00           7.910           1.560           1.560           0.080 
08.03.2015  00:00:00           0.100           4.290           4.290           0.380 
09.03.2015  00:00:00           0.000           1.260           1.260           0.480 
10.03.2015  00:00:00           2.840          -0.070          -0.070           0.420 
11.03.2015  00:00:00          11.040           0.440           0.440           0.390 
12.03.2015  00:00:00           0.000          -1.400          -1.400           0.300 
13.03.2015  00:00:00           0.000          -1.060          -1.060           0.250 
14.03.2015  00:00:00           0.000          -3.370          -3.370           0.200 
15.03.2015  00:00:00           0.000          -2.140          -2.140           0.180 
16.03.2015  00:00:00           0.000           0.160           0.160           0.160 
17.03.2015  00:00:00           0.000           0.210           0.210           0.150 
18.03.2015  00:00:00           0.000           0.960           0.960           0.170 
19.03.2015  00:00:00           0.290          -0.160          -0.160           0.200 
20.03.2015  00:00:00           0.530           1.410           1.410           0.170 
21.03.2015  00:00:00           5.030           0.400           0.400           0.170 
22.03.2015  00:00:00           0.000          -5.070          -5.070           0.130 
23.03.2015  00:00:00           4.110          -0.010          -0.010           0.130 
24.03.2015  00:00:00           0.000           0.640           0.640           0.140 
25.03.2015  00:00:00           2.900           0.710           0.710           0.130 
26.03.2015  00:00:00          11.410          -3.900          -3.900           0.130 
27.03.2015  00:00:00           6.830          -4.030          -4.030           0.120 
28.03.2015  00:00:00           0.000          -2.740          -2.740           0.120 
29.03.2015  00:00:00           3.000          -1.190          -1.190           0.130 
30.03.2015  00:00:00           0.000          -0.340          -0.340           0.070 
31.03.2015  00:00:00           0.000          -2.300          -2.300           0.040 
01.04.2015  00:00:00           0.000          -1.870          -1.870           0.110 
02.04.2015  00:00:00           0.000          -3.790          -3.790           0.090 
03.04.2015  00:00:00           0.000          -3.210          -3.210           0.120 
04.04.2015  00:00:00           0.000          -4.140          -4.140           0.110 
05.04.2015  00:00:00           0.000          -3.630          -3.630           0.090 
06.04.2015  00:00:00           0.030          -0.970          -0.970           0.090 
07.04.2015  00:00:00           0.000           3.890           3.890           0.110 
08.04.2015  00:00:00           0.000           4.000           4.000           0.150 
09.04.2015  00:00:00           0.000           2.030           2.030           0.160 
10.04.2015  00:00:00           0.000           2.790           2.790           0.220 
11.04.2015  00:00:00           0.000           3.040           3.040           0.240 
12.04.2015  00:00:00           5.560           1.700           1.700           0.260 
13.04.2015  00:00:00           1.670          -0.610          -0.610           0.180 
14.04.2015  00:00:00           0.710          -1.430          -1.430           0.130 
15.04.2015  00:00:00           0.110           2.160           2.160           0.140 
16.04.2015  00:00:00           0.000           1.630           1.630           0.140 
17.04.2015  00:00:00           0.000          -0.670          -0.670           0.190 
18.04.2015  00:00:00           0.000           0.900           0.900           0.270 
19.04.2015  00:00:00           0.000           3.590           3.590           0.340 
20.04.2015  00:00:00           0.000           4.970           4.970           0.510 
21.04.2015  00:00:00           0.000           6.670           6.670           0.660 
22.04.2015  00:00:00           0.000           5.160           5.160           0.590 
23.04.2015  00:00:00           0.000           7.400           7.400           0.660 
24.04.2015  00:00:00           0.000           2.960           2.960           0.440 
25.04.2015  00:00:00           0.800           2.630           2.630           0.350 
26.04.2015  00:00:00           3.230           1.340           1.340           0.440 
27.04.2015  00:00:00           0.000          -0.770          -0.770           0.260 
28.04.2015  00:00:00           0.070          -2.090          -2.090           0.190 
29.04.2015  00:00:00           0.000           0.760           0.760           0.180 
30.04.2015  00:00:00           4.260           1.190           1.190           0.170 
01.05.2015  00:00:00           0.590           0.790           0.790           0.160 
02.05.2015  00:00:00           0.340           1.360           1.360           0.170 
03.05.2015  00:00:00           0.000           1.270           1.270           0.170 
04.05.2015  00:00:00           4.190           3.240           3.240           0.200 
05.05.2015  00:00:00           5.240           2.310           2.310           0.340 
06.05.2015  00:00:00          13.970           4.400           4.400           0.790 
07.05.2015  00:00:00           5.810           3.890           3.890           0.720 
08.05.2015  00:00:00           0.000           2.410           2.410           0.390 
09.05.2015  00:00:00           0.000           0.210           0.210           0.230 
10.05.2015  00:00:00           3.970           0.290           0.290           0.180 
11.05.2015  00:00:00           1.090           4.430           4.430           0.310 
12.05.2015  00:00:00           9.390           4.410           4.410           0.530 
13.05.2015  00:00:00           1.400           3.600           3.600           0.350 
14.05.2015  00:00:00           0.000           4.660           4.660           0.310 
15.05.2015  00:00:00           0.000           3.940           3.940           0.260 
16.05.2015  00:00:00           0.040           4.860           4.860           0.240 
17.05.2015  00:00:00           0.930           2.540           2.540           0.200 
18.05.2015  00:00:00           0.000           2.660           2.660           0.200 
19.05.2015  00:00:00          12.840           4.010           4.010           0.330 
20.05.2015  00:00:00           5.490           2.770           2.770           0.300 
21.05.2015  00:00:00           0.000           3.370           3.370           0.260 
22.05.2015  00:00:00           0.000           6.210           6.210           0.280 
23.05.2015  00:00:00           1.400           4.630           4.630           0.250 
24.05.2015  00:00:00           0.000           3.970           3.970           0.210 
25.05.2015  00:00:00           3.110           3.230           3.230           0.220 
26.05.2015  00:00:00           0.000           4.670           4.670           0.200 
27.05.2015  00:00:00           0.000           5.600           5.600           0.170 
28.05.2015  00:00:00           0.870           5.140           5.140           0.190 
29.05.2015  00:00:00           6.290           2.600           2.600           0.190 
30.05.2015  00:00:00           4.660           3.530           3.530           0.280 
31.05.2015  00:00:00           8.990           2.560           2.560           0.230 
01.06.2015  00:00:00           5.560           5.710           5.710           0.300 
02.06.2015  00:00:00           3.060           2.940           2.940           0.410 
03.06.2015  00:00:00          15.660           3.810           3.810           0.370 
04.06.2015  00:00:00           0.000           5.360           5.360           0.230 
05.06.2015  00:00:00           0.000           5.460           5.460           0.160 
06.06.2015  00:00:00           8.410           9.330           9.330           0.370 
07.06.2015  00:00:00           0.140           7.010           7.010           0.220 
08.06.2015  00:00:00           0.000           5.590           5.590           0.140 
09.06.2015  00:00:00           0.000           6.440           6.440           0.090 
10.06.2015  00:00:00           0.000           9.190           9.190           0.080 
11.06.2015  00:00:00           0.000           8.110           8.110           0.080 
12.06.2015  00:00:00           0.000          10.260          10.260           0.080 
13.06.2015  00:00:00           0.000          10.690          10.690           0.070 
14.06.2015  00:00:00           0.000           8.590           8.590           0.040 
15.06.2015  00:00:00           0.000           5.000           5.000           0.030 
16.06.2015  00:00:00           0.000           6.090           6.090           0.020 
17.06.2015  00:00:00           2.270           8.630           8.630           0.030 
18.06.2015  00:00:00           4.730           6.660           6.660           0.040 
19.06.2015  00:00:00           1.160           8.530           8.530           0.040 
20.06.2015  00:00:00           0.930           8.760           8.760           0.030 
21.06.2015  00:00:00           0.000          11.800          11.800           0.020 
22.06.2015  00:00:00           0.000          11.700          11.700           0.020 
23.06.2015  00:00:00           2.310           9.370           9.370           0.020 
24.06.2015  00:00:00           0.000          11.360          11.360           0.010 
25.06.2015  00:00:00           0.000           8.690           8.690           0.010 
26.06.2015  00:00:00           0.000           7.500           7.500           0.010 
27.06.2015  00:00:00           0.000          11.690          11.690           0.010 
28.06.2015  00:00:00           0.000          12.130          12.130           0.010 
29.06.2015  00:00:00           0.570          12.260          12.260           0.010 
30.06.2015  00:00:00           0.000          10.710          10.710           0.010 
01.07.2015  00:00:00           0.000          14.240          14.240           0.000 
02.07.2015  00:00:00           0.000          17.770          17.770           0.000 
03.07.2015  00:00:00           0.000          16.960          16.960           0.000 
04.07.2015  00:00:00           0.000          16.240          16.240           0.000 
05.07.2015  00:00:00           0.000          18.510          18.510           0.000 
06.07.2015  00:00:00          15.640          18.170          18.170           0.030 
07.07.2015  00:00:00           4.260          10.000          10.000           0.010 
08.07.2015  00:00:00          11.230          10.860          10.860           0.210 
09.07.2015  00:00:00          31.510           9.900           9.900           0.660 
10.07.2015  00:00:00           0.000           7.970           7.970           0.170 
11.07.2015  00:00:00           0.000           9.770           9.770           0.070 
12.07.2015  00:00:00           0.730          11.540          11.540           0.050 
13.07.2015  00:00:00           0.070          11.900          11.900           0.040 
14.07.2015  00:00:00           0.000          11.610          11.610           0.030 
15.07.2015  00:00:00           0.000          11.500          11.500           0.020 
16.07.2015  00:00:00           0.000          10.390          10.390           0.010 
17.07.2015  00:00:00           0.000           8.200           8.200           0.010 
18.07.2015  00:00:00           8.290          10.530          10.530           0.020 
19.07.2015  00:00:00           0.190           8.970           8.970           0.020 
20.07.2015  00:00:00           1.890           9.240           9.240           0.020 
21.07.2015  00:00:00           1.200          11.430          11.430           0.020 
22.07.2015  00:00:00           1.900           9.400           9.400           0.030 
23.07.2015  00:00:00           0.000           9.430           9.430           0.020 
24.07.2015  00:00:00           0.000           8.630           8.630           0.010 
25.07.2015  00:00:00           0.000           7.970           7.970           0.010 
26.07.2015  00:00:00           3.760           7.860           7.860           0.010 
27.07.2015  00:00:00           0.540           9.110           9.110           0.010 
28.07.2015  00:00:00           0.400          11.160          11.160           0.010 
29.07.2015  00:00:00           4.330           9.670           9.670           0.020 
30.07.2015  00:00:00          15.010           9.990           9.990           0.070 
31.07.2015  00:00:00           0.400          11.240          11.240           0.030 
01.08.2015  00:00:00           0.000           9.160           9.160           0.020 
02.08.2015  00:00:00          16.310           8.540           8.540           0.210 
03.08.2015  00:00:00           0.070           8.010           8.010           0.080 
04.08.2015  00:00:00           0.030          10.990          10.990           0.130 
05.08.2015  00:00:00          19.470          10.830          10.830           0.490 
06.08.2015  00:00:00           0.100          11.470          11.470           0.180 
07.08.2015  00:00:00           1.390          11.370          11.370           0.130 
08.08.2015  00:00:00           0.060          13.330          13.330           0.060 
09.08.2015  00:00:00           0.000           9.900           9.900           0.050 
10.08.2015  00:00:00           0.100          10.290          10.290           0.030 
11.08.2015  00:00:00           1.230          11.840          11.840           0.150 
12.08.2015  00:00:00           9.300          10.690          10.690           0.130 
13.08.2015  00:00:00           0.010           9.070           9.070           0.050 
14.08.2015  00:00:00           0.000          12.140          12.140           0.040 
15.08.2015  00:00:00           2.110          13.290          13.290           0.030 
16.08.2015  00:00:00          34.370          13.040          13.040           1.630 
17.08.2015  00:00:00          12.970          11.140          11.140           0.870 
18.08.2015  00:00:00           0.000          12.930          12.930           0.280 
19.08.2015  00:00:00           0.000          11.290          11.290           0.130 
20.08.2015  00:00:00           0.000          12.540          12.540           0.080 
21.08.2015  00:00:00           0.000          11.870          11.870           0.060 
22.08.2015  00:00:00           0.000          12.300          12.300           0.040 
23.08.2015  00:00:00           0.000          11.830          11.830           0.030 
24.08.2015  00:00:00           0.190          13.760          13.760           0.030 
25.08.2015  00:00:00          21.640          12.510          12.510           0.890 
26.08.2015  00:00:00          26.090          11.570          11.570           0.710 
27.08.2015  00:00:00          17.770          11.100          11.100           1.060 
28.08.2015  00:00:00           8.210           9.210           9.210           0.550 
29.08.2015  00:00:00           0.000           9.100           9.100           0.220 
30.08.2015  00:00:00           1.560           9.840           9.840           0.190 
31.08.2015  00:00:00           0.010           9.610           9.610           0.120 
01.09.2015  00:00:00           5.840          11.190          11.190           0.220 
02.09.2015  00:00:00          34.570           8.710           8.710           0.820 
03.09.2015  00:00:00          40.560           8.570           8.570           0.870 
04.09.2015  00:00:00           3.410           7.390           7.390           0.320 
05.09.2015  00:00:00           0.100           8.740           8.740           0.160 
06.09.2015  00:00:00           1.600           6.710           6.710           0.110 
07.09.2015  00:00:00           0.000           6.540           6.540           0.070 
08.09.2015  00:00:00           0.000           9.100           9.100           0.050 
09.09.2015  00:00:00           0.000          10.290          10.290           0.040 
10.09.2015  00:00:00           0.000          10.900          10.900           0.030 
11.09.2015  00:00:00           0.000          10.860          10.860           0.030 
12.09.2015  00:00:00           4.740           9.900           9.900           0.030 
13.09.2015  00:00:00          17.390           9.090           9.090           0.240 
14.09.2015  00:00:00          16.540           9.530           9.530           0.680 
15.09.2015  00:00:00          37.430          10.360          10.360           1.370 
16.09.2015  00:00:00          18.110           7.360           7.360           0.680 
17.09.2015  00:00:00           8.770           7.670           7.670           0.730 
18.09.2015  00:00:00          13.490           9.390           9.390           0.500 
19.09.2015  00:00:00           0.000           9.390           9.390           0.210 
20.09.2015  00:00:00           0.000           7.370           7.370           0.130 
21.09.2015  00:00:00           0.000           7.070           7.070           0.090 
22.09.2015  00:00:00           2.310           6.690           6.690           0.170 
23.09.2015  00:00:00           8.060           7.290           7.290           0.240 
24.09.2015  00:00:00           1.590           8.140           8.140           0.190 
25.09.2015  00:00:00           7.660           6.460           6.460           0.270 
26.09.2015  00:00:00           0.160           4.870           4.870           0.150 
27.09.2015  00:00:00           0.000           5.360           5.360           0.090 
28.09.2015  00:00:00           0.000           5.960           5.960           0.070 
29.09.2015  00:00:00           0.000           6.540           6.540           0.060 
30.09.2015  00:00:00           0.000           7.700           7.700           0.050 
01.10.2015  00:00:00           0.000           9.870           9.870           0.040 
02.10.2015  00:00:00           0.000           8.860           8.860           0.040 
03.10.2015  00:00:00           0.000           7.030           7.030           0.030 
04.10.2015  00:00:00           0.000           4.800           4.800           0.030 
05.10.2015  00:00:00           0.100           3.600           3.600           0.030 
06.10.2015  00:00:00           0.000           5.240           5.240           0.030 
07.10.2015  00:00:00           0.000           3.060           3.060           0.030 
08.10.2015  00:00:00           2.970           1.430           1.430           0.070 
09.10.2015  00:00:00          12.990           1.060           1.060           0.280 
10.10.2015  00:00:00           2.940           2.040           2.040           0.220 
11.10.2015  00:00:00           0.000           3.070           3.070           0.140 
12.10.2015  00:00:00           1.910           3.400           3.400           0.130 
13.10.2015  00:00:00           1.240           1.510           1.510           0.110 
14.10.2015  00:00:00           0.170          -1.040          -1.040           0.070 
15.10.2015  00:00:00           0.000          -0.430          -0.430           0.060 
16.10.2015  00:00:00           0.000          -0.300          -0.300           0.050 
17.10.2015  00:00:00           0.000           0.770           0.770           0.040 
18.10.2015  00:00:00           0.000           1.200           1.200           0.030 
19.10.2015  00:00:00           0.000           1.990           1.990           0.030 
20.10.2015  00:00:00           0.000           2.030           2.030           0.030 
21.10.2015  00:00:00           0.100           1.500           1.500           0.030 
22.10.2015  00:00:00           0.890           4.010           4.010           0.030 
23.10.2015  00:00:00           0.010           7.370           7.370           0.040 
24.10.2015  00:00:00           0.000           4.540           4.540           0.030 
25.10.2015  00:00:00           2.690           4.260           4.260           0.050 
26.10.2015  00:00:00           0.000           1.770           1.770           0.040 
27.10.2015  00:00:00           0.000           1.840           1.840           0.030 
28.10.2015  00:00:00           0.000           1.030           1.030           0.030 
29.10.2015  00:00:00           0.000           0.170           0.170           0.020 
30.10.2015  00:00:00           0.130           1.070           1.070           0.030 
31.10.2015  00:00:00           2.500           2.970           2.970           0.040 
01.11.2015  00:00:00           0.290           4.390           4.390           0.040 
02.11.2015  00:00:00           0.000           4.000           4.000           0.030 
03.11.2015  00:00:00           0.000           3.990           3.990           0.030 
04.11.2015  00:00:00           0.000           3.390           3.390           0.020 
05.11.2015  00:00:00           0.210           2.860           2.860           0.020 
06.11.2015  00:00:00           2.940           3.290           3.290           0.040 
07.11.2015  00:00:00          12.890           5.300           5.300           0.320 
08.11.2015  00:00:00          13.630           4.690           4.690           0.500 
09.11.2015  00:00:00           9.800           3.840           3.840           0.500 
10.11.2015  00:00:00           4.970           2.610           2.610           0.350 
11.11.2015  00:00:00           0.000           4.230           4.230           0.180 
12.11.2015  00:00:00           3.010           3.010           3.010           0.180 
13.11.2015  00:00:00          12.500           3.040           3.040           0.380 
14.11.2015  00:00:00           2.570           0.330           0.330           0.250 
15.11.2015  00:00:00           1.060           1.230           1.230           0.160 
16.11.2015  00:00:00           3.660          -0.370          -0.370           0.130 
17.11.2015  00:00:00           9.810          -0.310          -0.310           0.130 
18.11.2015  00:00:00           1.770           0.040           0.040           0.120 
19.11.2015  00:00:00           7.030          -0.700          -0.700           0.110 
20.11.2015  00:00:00           0.000          -4.800          -4.800           0.090 
21.11.2015  00:00:00           0.000          -8.710          -8.710           0.070 
22.11.2015  00:00:00           0.000         -10.590         -10.590           0.060 
23.11.2015  00:00:00           0.000         -10.040         -10.040           0.050 
24.11.2015  00:00:00           0.000          -2.370          -2.370           0.050 
25.11.2015  00:00:00           1.210          -0.870          -0.870           0.040 
26.11.2015  00:00:00           0.000          -6.190          -6.190           0.040 
27.11.2015  00:00:00           0.000           0.590           0.590           0.130 
28.11.2015  00:00:00           2.870           3.330           3.330           0.410 
29.11.2015  00:00:00           4.200          -1.130          -1.130           0.160 
30.11.2015  00:00:00           4.140          -2.410          -2.410           0.100 
01.12.2015  00:00:00           3.360          -2.130          -2.130           0.080 
02.12.2015  00:00:00           3.910          -3.700          -3.700           0.070 
03.12.2015  00:00:00           1.000           0.490           0.490           0.080 
04.12.2015  00:00:00          23.100          -2.000          -2.000           0.150 
05.12.2015  00:00:00           8.900           1.600           1.600           0.540 
06.12.2015  00:00:00          24.830           4.010           4.010           1.200 
07.12.2015  00:00:00           6.070           0.960           0.960           0.490 
08.12.2015  00:00:00           0.510          -1.440          -1.440           0.260 
09.12.2015  00:00:00           6.870           2.190           2.190           0.500 
10.12.2015  00:00:00           4.000           2.030           2.030           0.490 
11.12.2015  00:00:00           7.300          -0.790          -0.790           0.330 
12.12.2015  00:00:00           0.000          -5.030          -5.030           0.180 
13.12.2015  00:00:00           0.000          -5.030          -5.030           0.110 
14.12.2015  00:00:00           0.000          -9.360          -9.360           0.090 
15.12.2015  00:00:00           0.000          -8.200          -8.200           0.060 
16.12.2015  00:00:00           0.130          -8.770          -8.770           0.060 
17.12.2015  00:00:00           3.990          -2.460          -2.460           0.060 
18.12.2015  00:00:00           0.760           1.430           1.430           0.120 
19.12.2015  00:00:00           0.000           4.160           4.160           0.230 
20.12.2015  00:00:00           4.590           4.010           4.010           0.730 
21.12.2015  00:00:00           3.900           4.060           4.060           0.480 
22.12.2015  00:00:00           0.700           1.400           1.400           0.260 
23.12.2015  00:00:00           5.060           1.210           1.210           0.270 
24.12.2015  00:00:00          11.890           0.200           0.200           0.300 
25.12.2015  00:00:00          15.700           1.410           1.410           0.560 
26.12.2015  00:00:00           3.410          -2.230          -2.230           0.230 
27.12.2015  00:00:00           5.410          -9.610          -9.610           0.150 
28.12.2015  00:00:00           1.830          -9.900          -9.900           0.110 
29.12.2015  00:00:00           0.140          -7.340          -7.340           0.090 
30.12.2015  00:00:00           5.200          -3.110          -3.110           0.090 
31.12.2015  00:00:00           4.090           0.740           0.740           0.190 
