date        time     P_O_Grava_781mo  T_Grava_781moh  T_Grava_781moh         Q_Grava 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
19.06.2012  00:00:00           8.700           7.130           7.130           0.170 
20.06.2012  00:00:00           0.060           7.600           7.600           0.060 
21.06.2012  00:00:00           0.000           8.840           8.840           0.040 
22.06.2012  00:00:00           0.000          12.360          12.360           0.030 
23.06.2012  00:00:00          10.060           9.270           9.270           0.160 
24.06.2012  00:00:00           7.870           7.890           7.890           0.390 
25.06.2012  00:00:00          10.790           7.970           7.970           0.380 
26.06.2012  00:00:00           3.440          11.330          11.330           0.140 
27.06.2012  00:00:00           0.000          10.140          10.140           0.060 
28.06.2012  00:00:00           0.000           9.840           9.840           0.040 
29.06.2012  00:00:00           0.940          12.530          12.530           0.050 
30.06.2012  00:00:00           5.490          10.700          10.700           0.080 
01.07.2012  00:00:00           3.060          10.790          10.790           0.100 
02.07.2012  00:00:00           7.570           8.360           8.360           0.130 
03.07.2012  00:00:00           0.100           9.630           9.630           0.100 
04.07.2012  00:00:00          14.830           9.200           9.200           0.430 
05.07.2012  00:00:00           0.040          11.540          11.540           0.250 
06.07.2012  00:00:00           0.000          14.030          14.030           0.140 
07.07.2012  00:00:00          14.310          14.070          14.070           0.530 
08.07.2012  00:00:00           4.530          13.910          13.910           0.660 
09.07.2012  00:00:00           0.000          15.760          15.760           0.300 
10.07.2012  00:00:00          12.200          13.930          13.930           1.430 
11.07.2012  00:00:00          22.370          12.810          12.810           0.690 
12.07.2012  00:00:00           4.070          10.410          10.410           0.480 
13.07.2012  00:00:00           7.790           9.900           9.900           0.290 
14.07.2012  00:00:00           0.100          10.330          10.330           0.150 
15.07.2012  00:00:00           1.530          10.400          10.400           0.100 
16.07.2012  00:00:00           0.000           9.030           9.030           0.070 
17.07.2012  00:00:00           0.000           8.630           8.630           0.050 
18.07.2012  00:00:00           0.000           8.840           8.840           0.040 
19.07.2012  00:00:00           1.240          10.540          10.540           0.050 
20.07.2012  00:00:00           3.570           9.040           9.040           0.060 
21.07.2012  00:00:00           0.000           9.910           9.910           0.040 
22.07.2012  00:00:00           0.000           9.570           9.570           0.030 
23.07.2012  00:00:00           0.190          10.190          10.190           0.030 
24.07.2012  00:00:00           2.170          12.610          12.610           0.030 
25.07.2012  00:00:00           0.370          13.770          13.770           0.020 
26.07.2012  00:00:00           0.000          12.230          12.230           0.020 
27.07.2012  00:00:00           0.000          13.370          13.370           0.010 
28.07.2012  00:00:00           0.000          12.990          12.990           0.020 
29.07.2012  00:00:00           2.510           9.340           9.340           0.020 
30.07.2012  00:00:00           0.000           9.160           9.160           0.010 
31.07.2012  00:00:00           0.270           9.970           9.970           0.080 
01.08.2012  00:00:00           3.560           9.370           9.370           0.140 
02.08.2012  00:00:00           2.130          11.290          11.290           0.070 
03.08.2012  00:00:00          12.340          11.890          11.890           0.380 
04.08.2012  00:00:00           0.500          10.730          10.730           0.120 
05.08.2012  00:00:00           0.390          11.800          11.800           0.060 
06.08.2012  00:00:00           0.000          11.400          11.400           0.060 
07.08.2012  00:00:00          22.430          10.310          10.310           0.450 
08.08.2012  00:00:00           4.210          11.230          11.230           0.160 
09.08.2012  00:00:00           0.140           9.840           9.840           0.070 
10.08.2012  00:00:00           0.000          10.710          10.710           0.040 
11.08.2012  00:00:00           0.000          11.370          11.370           0.030 
12.08.2012  00:00:00           0.000          14.400          14.400           0.030 
13.08.2012  00:00:00           0.000          12.790          12.790           0.020 
14.08.2012  00:00:00           0.000          13.630          13.630           0.030 
15.08.2012  00:00:00           1.200           9.430           9.430           0.020 
16.08.2012  00:00:00           0.000          10.600          10.600           0.020 
17.08.2012  00:00:00           5.470          11.700          11.700           0.020 
18.08.2012  00:00:00           8.090          13.140          13.140           0.080 
19.08.2012  00:00:00           6.060          13.700          13.700           0.140 
20.08.2012  00:00:00           0.460          14.430          14.430           0.060 
21.08.2012  00:00:00           1.360          12.500          12.500           0.070 
22.08.2012  00:00:00           0.000          12.640          12.640           0.040 
23.08.2012  00:00:00           0.000          10.260          10.260           0.030 
24.08.2012  00:00:00           0.000           9.760           9.760           0.020 
25.08.2012  00:00:00           0.000           9.290           9.290           0.020 
26.08.2012  00:00:00           3.340          10.340          10.340           0.020 
27.08.2012  00:00:00           0.000           9.230           9.230           0.020 
28.08.2012  00:00:00           1.740          10.330          10.330           0.180 
29.08.2012  00:00:00          15.090           8.830           8.830           0.240 
30.08.2012  00:00:00          18.400          10.200          10.200           0.690 
31.08.2012  00:00:00           0.100           9.000           9.000           0.250 
01.09.2012  00:00:00           0.000           8.110           8.110           0.110 
02.09.2012  00:00:00           0.640          11.030          11.030           0.070 
03.09.2012  00:00:00           0.000          10.360          10.360           0.050 
04.09.2012  00:00:00           0.000          11.660          11.660           0.040 
05.09.2012  00:00:00           0.000           9.630           9.630           0.030 
06.09.2012  00:00:00           0.000           5.970           5.970           0.030 
07.09.2012  00:00:00           0.990           5.910           5.910           0.030 
08.09.2012  00:00:00           0.000           7.640           7.640           0.020 
09.09.2012  00:00:00           0.000           7.690           7.690           0.020 
10.09.2012  00:00:00           0.070          10.460          10.460           0.020 
11.09.2012  00:00:00           1.470          11.710          11.710           0.050 
12.09.2012  00:00:00           8.560           6.230           6.230           0.050 
13.09.2012  00:00:00           1.030           4.130           4.130           0.030 
14.09.2012  00:00:00           5.610           6.270           6.270           0.060 
15.09.2012  00:00:00           0.530           6.940           6.940           0.050 
16.09.2012  00:00:00           0.000           7.730           7.730           0.030 
17.09.2012  00:00:00           7.190           8.000           8.000           0.110 
18.09.2012  00:00:00           3.910           6.490           6.490           0.120 
19.09.2012  00:00:00           1.730           5.100           5.100           0.080 
20.09.2012  00:00:00           0.000           3.090           3.090           0.050 
21.09.2012  00:00:00           0.000           1.810           1.810           0.040 
22.09.2012  00:00:00           0.000           2.410           2.410           0.030 
23.09.2012  00:00:00           0.000           3.440           3.440           0.020 
24.09.2012  00:00:00           0.000           4.160           4.160           0.020 
25.09.2012  00:00:00           0.660           4.160           4.160           0.020 
26.09.2012  00:00:00          18.990           2.670           2.670           0.180 
27.09.2012  00:00:00           9.860           4.790           4.790           0.410 
28.09.2012  00:00:00           0.000           5.060           5.060           0.160 
29.09.2012  00:00:00           3.960           4.940           4.940           0.160 
30.09.2012  00:00:00           1.790           3.860           3.860           0.120 
01.10.2012  00:00:00           2.370           6.200           6.200           0.120 
02.10.2012  00:00:00           2.240           6.090           6.090           0.130 
03.10.2012  00:00:00           8.360           6.370           6.370           0.700 
04.10.2012  00:00:00          18.240           4.910           4.910           0.490 
05.10.2012  00:00:00           2.800           2.400           2.400           0.230 
06.10.2012  00:00:00           0.000           1.910           1.910           0.130 
07.10.2012  00:00:00           0.000           2.400           2.400           0.100 
08.10.2012  00:00:00           0.000           3.890           3.890           0.080 
09.10.2012  00:00:00           2.110           1.630           1.630           0.080 
10.10.2012  00:00:00           0.000           1.670           1.670           0.060 
11.10.2012  00:00:00           0.000           0.860           0.860           0.050 
12.10.2012  00:00:00           0.000           0.000           0.000           0.040 
13.10.2012  00:00:00           0.900           0.770           0.770           0.050 
14.10.2012  00:00:00           0.000          -0.960          -0.960           0.040 
15.10.2012  00:00:00           9.510          -0.590          -0.590           0.070 
16.10.2012  00:00:00          12.470           0.370           0.370           0.130 
17.10.2012  00:00:00          13.710           0.900           0.900           0.420 
18.10.2012  00:00:00           2.860           3.370           3.370           0.650 
19.10.2012  00:00:00           7.640           4.270           4.270           0.680 
20.10.2012  00:00:00           6.430           3.660           3.660           0.740 
21.10.2012  00:00:00           8.940           2.840           2.840           0.510 
22.10.2012  00:00:00           0.000           1.110           1.110           0.230 
23.10.2012  00:00:00           0.000           0.330           0.330           0.140 
24.10.2012  00:00:00           0.000           0.710           0.710           0.110 
25.10.2012  00:00:00           0.000           0.760           0.760           0.090 
26.10.2012  00:00:00           0.000          -2.940          -2.940           0.070 
27.10.2012  00:00:00           0.000          -4.000          -4.000           0.050 
28.10.2012  00:00:00           0.000          -5.500          -5.500           0.040 
29.10.2012  00:00:00           8.800          -3.560          -3.560           0.050 
30.10.2012  00:00:00           1.840          -5.810          -5.810           0.040 
31.10.2012  00:00:00           5.860          -5.470          -5.470           0.050 
01.11.2012  00:00:00          12.370           1.140           1.140           0.240 
02.11.2012  00:00:00          13.330           1.010           1.010           0.310 
03.11.2012  00:00:00           5.700           0.060           0.060           0.290 
04.11.2012  00:00:00           8.900          -0.390          -0.390           0.250 
05.11.2012  00:00:00           3.730          -1.390          -1.390           0.170 
06.11.2012  00:00:00           0.060          -5.700          -5.700           0.130 
07.11.2012  00:00:00           0.000          -2.260          -2.260           0.100 
08.11.2012  00:00:00           0.030           1.360           1.360           0.120 
09.11.2012  00:00:00           1.040           0.170           0.170           0.130 
10.11.2012  00:00:00           6.140           0.570           0.570           0.440 
11.11.2012  00:00:00          10.870           2.530           2.530           1.130 
12.11.2012  00:00:00           6.930          -0.090          -0.090           0.500 
13.11.2012  00:00:00           0.000          -3.200          -3.200           0.230 
14.11.2012  00:00:00           0.190           0.940           0.940           0.390 
15.11.2012  00:00:00           0.870           2.970           2.970           0.400 
16.11.2012  00:00:00           0.010           1.270           1.270           0.220 
17.11.2012  00:00:00           1.510           2.370           2.370           0.300 
18.11.2012  00:00:00           5.270          -0.070          -0.070           0.240 
19.11.2012  00:00:00           0.000          -1.530          -1.530           0.150 
20.11.2012  00:00:00           2.810           0.840           0.840           0.220 
21.11.2012  00:00:00           4.070           4.010           4.010           0.760 
22.11.2012  00:00:00           8.200           3.130           3.130           0.650 
23.11.2012  00:00:00           5.610           1.830           1.830           0.890 
24.11.2012  00:00:00          12.110           0.590           0.590           0.540 
25.11.2012  00:00:00           0.000          -4.210          -4.210           0.230 
26.11.2012  00:00:00           2.910          -2.300          -2.300           0.160 
27.11.2012  00:00:00           1.860          -2.340          -2.340           0.120 
28.11.2012  00:00:00           0.710          -2.360          -2.360           0.100 
29.11.2012  00:00:00           0.000          -4.060          -4.060           0.080 
30.11.2012  00:00:00           0.000          -8.590          -8.590           0.060 
01.12.2012  00:00:00           0.430         -11.000         -11.000           0.060 
02.12.2012  00:00:00           0.340         -13.530         -13.530           0.050 
03.12.2012  00:00:00           3.590         -12.310         -12.310           0.050 
04.12.2012  00:00:00           0.100         -15.330         -15.330           0.030 
05.12.2012  00:00:00           0.100         -18.140         -18.140           0.030 
06.12.2012  00:00:00           0.000         -17.610         -17.610           0.020 
07.12.2012  00:00:00           0.000         -14.730         -14.730           0.020 
08.12.2012  00:00:00           0.000         -15.570         -15.570           0.020 
09.12.2012  00:00:00           8.310         -13.070         -13.070           0.020 
10.12.2012  00:00:00           8.510          -8.560          -8.560           0.020 
11.12.2012  00:00:00           0.000         -16.640         -16.640           0.020 
12.12.2012  00:00:00           0.000         -17.410         -17.410           0.020 
13.12.2012  00:00:00           4.910         -13.240         -13.240           0.020 
14.12.2012  00:00:00           0.900          -8.160          -8.160           0.020 
15.12.2012  00:00:00           5.040          -9.010          -9.010           0.020 
16.12.2012  00:00:00          13.410          -5.010          -5.010           0.020 
17.12.2012  00:00:00           7.490          -2.430          -2.430           0.020 
18.12.2012  00:00:00           3.560          -3.040          -3.040           0.020 
19.12.2012  00:00:00           0.740          -5.170          -5.170           0.020 
20.12.2012  00:00:00           0.000         -11.160         -11.160           0.020 
21.12.2012  00:00:00           0.010         -12.030         -12.030           0.020 
22.12.2012  00:00:00           1.960          -8.970          -8.970           0.020 
23.12.2012  00:00:00           4.790         -10.400         -10.400           0.020 
24.12.2012  00:00:00           7.260          -8.900          -8.900           0.020 
25.12.2012  00:00:00           5.640          -8.590          -8.590           0.020 
26.12.2012  00:00:00           0.000          -4.360          -4.360           0.020 
27.12.2012  00:00:00           0.000          -6.010          -6.010           0.020 
28.12.2012  00:00:00           0.000          -8.430          -8.430           0.020 
29.12.2012  00:00:00          10.230          -7.240          -7.240           0.020 
30.12.2012  00:00:00           8.930           0.090           0.090           0.110 
31.12.2012  00:00:00           2.670          -1.990          -1.990           0.050 
01.01.2013  00:00:00           5.600          -0.030          -0.030           0.060 
02.01.2013  00:00:00           0.000          -3.240          -3.240           0.050 
03.01.2013  00:00:00           2.270          -1.440          -1.440           0.050 
04.01.2013  00:00:00           0.000           2.360           2.360           0.050 
05.01.2013  00:00:00           0.000           1.240           1.240           0.050 
06.01.2013  00:00:00           0.000          -0.190          -0.190           0.050 
07.01.2013  00:00:00           0.060          -1.410          -1.410           0.050 
08.01.2013  00:00:00           0.000          -2.840          -2.840           0.040 
09.01.2013  00:00:00           1.840          -4.800          -4.800           0.040 
10.01.2013  00:00:00           0.000          -5.230          -5.230           0.040 
11.01.2013  00:00:00           0.000          -8.030          -8.030           0.040 
12.01.2013  00:00:00           0.000         -13.540         -13.540           0.030 
13.01.2013  00:00:00           0.000         -14.960         -14.960           0.030 
14.01.2013  00:00:00           0.000         -17.440         -17.440           0.040 
15.01.2013  00:00:00           0.570         -14.200         -14.200           0.030 
16.01.2013  00:00:00           0.000         -16.400         -16.400           0.020 
17.01.2013  00:00:00           0.000         -15.810         -15.810           0.020 
18.01.2013  00:00:00           0.300         -12.970         -12.970           0.020 
19.01.2013  00:00:00           0.200         -17.370         -17.370           0.020 
20.01.2013  00:00:00           0.000         -17.810         -17.810           0.020 
21.01.2013  00:00:00           0.240          -9.160          -9.160           0.020 
22.01.2013  00:00:00           0.000         -14.600         -14.600           0.020 
23.01.2013  00:00:00           0.000         -22.530         -22.530           0.020 
24.01.2013  00:00:00           0.000         -15.860         -15.860           0.020 
25.01.2013  00:00:00           0.000         -15.830         -15.830           0.020 
26.01.2013  00:00:00           2.870         -10.440         -10.440           0.010 
27.01.2013  00:00:00           3.040          -7.340          -7.340           0.010 
28.01.2013  00:00:00          10.860          -6.110          -6.110           0.010 
29.01.2013  00:00:00           3.540          -2.010          -2.010           0.010 
30.01.2013  00:00:00           8.370          -1.970          -1.970           0.010 
31.01.2013  00:00:00           0.100          -0.330          -0.330           0.020 
01.02.2013  00:00:00           0.000          -8.040          -8.040           0.010 
02.02.2013  00:00:00           0.000         -14.170         -14.170           0.010 
03.02.2013  00:00:00           0.000          -6.710          -6.710           0.010 
04.02.2013  00:00:00           2.630          -7.340          -7.340           0.010 
05.02.2013  00:00:00           1.400          -3.610          -3.610           0.010 
06.02.2013  00:00:00           0.000          -7.210          -7.210           0.010 
07.02.2013  00:00:00           0.000          -9.190          -9.190           0.010 
08.02.2013  00:00:00           0.000         -11.470         -11.470           0.010 
09.02.2013  00:00:00           0.000         -13.660         -13.660           0.010 
10.02.2013  00:00:00           0.770         -14.160         -14.160           0.010 
11.02.2013  00:00:00           1.110          -9.700          -9.700           0.010 
12.02.2013  00:00:00           0.110         -13.190         -13.190           0.010 
13.02.2013  00:00:00           0.000         -12.170         -12.170           0.010 
14.02.2013  00:00:00           1.010          -9.190          -9.190           0.010 
15.02.2013  00:00:00           1.910          -7.130          -7.130           0.010 
16.02.2013  00:00:00           1.410          -6.970          -6.970           0.010 
17.02.2013  00:00:00           0.000          -4.530          -4.530           0.010 
18.02.2013  00:00:00           0.100           0.110           0.110           0.010 
19.02.2013  00:00:00           0.200          -0.090          -0.090           0.010 
20.02.2013  00:00:00           0.000          -7.030          -7.030           0.010 
21.02.2013  00:00:00           0.000         -12.260         -12.260           0.010 
22.02.2013  00:00:00           0.000         -11.970         -11.970           0.010 
23.02.2013  00:00:00           0.100          -5.490          -5.490           0.010 
24.02.2013  00:00:00           0.170          -3.430          -3.430           0.010 
25.02.2013  00:00:00           0.000          -5.630          -5.630           0.010 
26.02.2013  00:00:00           0.000          -8.260          -8.260           0.010 
27.02.2013  00:00:00           0.000          -2.640          -2.640           0.010 
28.02.2013  00:00:00           0.000          -1.400          -1.400           0.010 
01.03.2013  00:00:00           0.000          -2.090          -2.090           0.010 
02.03.2013  00:00:00           0.000          -2.640          -2.640           0.010 
03.03.2013  00:00:00           0.000          -1.370          -1.370           0.010 
04.03.2013  00:00:00           0.000          -2.630          -2.630           0.010 
05.03.2013  00:00:00           0.000          -0.990          -0.990           0.010 
06.03.2013  00:00:00           0.000          -3.370          -3.370           0.010 
07.03.2013  00:00:00           0.000          -3.190          -3.190           0.010 
08.03.2013  00:00:00           0.000          -8.400          -8.400           0.010 
09.03.2013  00:00:00           0.000         -11.070         -11.070           0.010 
10.03.2013  00:00:00           0.300         -11.990         -11.990           0.010 
11.03.2013  00:00:00           0.000         -14.810         -14.810           0.010 
12.03.2013  00:00:00           0.000         -10.460         -10.460           0.010 
13.03.2013  00:00:00           0.000          -8.010          -8.010           0.010 
14.03.2013  00:00:00           0.000         -14.230         -14.230           0.020 
15.03.2013  00:00:00           0.090         -11.370         -11.370           0.010 
16.03.2013  00:00:00           9.230          -6.730          -6.730           0.010 
17.03.2013  00:00:00           3.290          -5.090          -5.090           0.010 
18.03.2013  00:00:00           0.240          -6.400          -6.400           0.010 
19.03.2013  00:00:00           0.000          -8.930          -8.930           0.010 
20.03.2013  00:00:00           0.200         -11.490         -11.490           0.010 
21.03.2013  00:00:00           2.270          -9.810          -9.810           0.010 
22.03.2013  00:00:00           0.000         -12.900         -12.900           0.010 
23.03.2013  00:00:00           0.000         -15.030         -15.030           0.010 
24.03.2013  00:00:00           0.000         -12.190         -12.190           0.010 
25.03.2013  00:00:00           0.000         -10.740         -10.740           0.010 
26.03.2013  00:00:00           0.000         -10.660         -10.660           0.010 
27.03.2013  00:00:00           0.000         -10.410         -10.410           0.010 
28.03.2013  00:00:00           0.000         -10.010         -10.010           0.010 
29.03.2013  00:00:00           0.000          -9.830          -9.830           0.010 
30.03.2013  00:00:00           0.000          -8.800          -8.800           0.010 
31.03.2013  00:00:00           0.000          -8.960          -8.960           0.010 
01.04.2013  00:00:00           0.000          -8.000          -8.000           0.010 
02.04.2013  00:00:00           0.000          -7.200          -7.200           0.010 
03.04.2013  00:00:00           0.000          -7.270          -7.270           0.010 
04.04.2013  00:00:00           0.000          -6.640          -6.640           0.010 
05.04.2013  00:00:00           0.000          -4.640          -4.640           0.010 
06.04.2013  00:00:00           0.000          -5.210          -5.210           0.010 
07.04.2013  00:00:00           0.030          -6.110          -6.110           0.010 
08.04.2013  00:00:00           0.000          -8.000          -8.000           0.010 
09.04.2013  00:00:00           0.000          -8.100          -8.100           0.010 
10.04.2013  00:00:00           0.000          -8.740          -8.740           0.010 
11.04.2013  00:00:00           0.430          -5.400          -5.400           0.010 
12.04.2013  00:00:00           5.540          -4.070          -4.070           0.010 
13.04.2013  00:00:00           2.040          -3.190          -3.190           0.010 
14.04.2013  00:00:00           0.000          -3.410          -3.410           0.010 
15.04.2013  00:00:00          19.400           0.290           0.290           0.060 
16.04.2013  00:00:00           0.290           3.500           3.500           0.140 
17.04.2013  00:00:00           4.330           2.260           2.260           0.290 
18.04.2013  00:00:00           5.070           2.810           2.810           0.610 
19.04.2013  00:00:00           0.710           2.490           2.490           0.750 
20.04.2013  00:00:00           0.000           0.010           0.010           0.630 
21.04.2013  00:00:00           0.000           0.500           0.500           0.500 
22.04.2013  00:00:00           0.000           1.730           1.730           0.380 
23.04.2013  00:00:00           0.740           0.800           0.800           0.360 
24.04.2013  00:00:00           1.200           1.400           1.400           0.420 
25.04.2013  00:00:00           0.000           1.130           1.130           0.370 
26.04.2013  00:00:00           0.890           0.760           0.760           0.410 
27.04.2013  00:00:00           0.000           0.730           0.730           0.370 
28.04.2013  00:00:00           0.000          -0.960          -0.960           0.240 
29.04.2013  00:00:00           2.530          -0.110          -0.110           0.220 
30.04.2013  00:00:00           4.390           0.370           0.370           0.290 
01.05.2013  00:00:00           0.260          -0.300          -0.300           0.300 
02.05.2013  00:00:00           0.000           0.310           0.310           0.240 
03.05.2013  00:00:00           0.000          -1.100          -1.100           0.180 
04.05.2013  00:00:00           3.910           0.940           0.940           0.280 
05.05.2013  00:00:00           1.140           1.300           1.300           0.360 
06.05.2013  00:00:00           0.000           4.170           4.170           0.600 
07.05.2013  00:00:00           0.230           5.770           5.770           1.000 
08.05.2013  00:00:00           0.000           6.240           6.240           0.930 
09.05.2013  00:00:00           7.270           6.600           6.600           1.100 
10.05.2013  00:00:00           2.960           3.890           3.890           0.820 
11.05.2013  00:00:00           7.670           2.440           2.440           0.970 
12.05.2013  00:00:00           9.370           3.740           3.740           0.860 
13.05.2013  00:00:00           1.130           3.930           3.930           0.620 
14.05.2013  00:00:00           4.060           1.200           1.200           0.460 
15.05.2013  00:00:00           3.060           1.710           1.710           0.430 
16.05.2013  00:00:00          32.070           3.930           3.930           1.490 
17.05.2013  00:00:00           4.610           5.590           5.590           0.840 
18.05.2013  00:00:00          13.060          10.100          10.100           1.210 
19.05.2013  00:00:00           6.110          13.760          13.760           0.740 
20.05.2013  00:00:00           4.710          13.290          13.290           0.670 
21.05.2013  00:00:00           4.140           8.170           8.170           0.450 
22.05.2013  00:00:00           0.700          10.970          10.970           0.250 
23.05.2013  00:00:00          15.340           5.070           5.070           0.580 
24.05.2013  00:00:00           5.610           1.630           1.630           0.330 
25.05.2013  00:00:00           0.000           8.310           8.310           0.180 
26.05.2013  00:00:00           0.430          10.360          10.360           0.130 
27.05.2013  00:00:00           0.000          12.990          12.990           0.120 
28.05.2013  00:00:00           2.700           7.110           7.110           0.130 
29.05.2013  00:00:00           6.140          10.090          10.090           0.270 
30.05.2013  00:00:00          18.040           9.830           9.830           0.770 
31.05.2013  00:00:00           2.940          10.440          10.440           0.360 
01.06.2013  00:00:00           0.440          12.640          12.640           0.250 
02.06.2013  00:00:00          12.860          11.090          11.090           0.420 
03.06.2013  00:00:00           9.730           7.090           7.090           0.240 
04.06.2013  00:00:00           0.000           7.910           7.910           0.130 
05.06.2013  00:00:00           4.210           7.100           7.100           0.360 
06.06.2013  00:00:00           7.840           4.860           4.860           0.260 
07.06.2013  00:00:00           3.340           6.440           6.440           0.180 
08.06.2013  00:00:00           0.000           9.290           9.290           0.110 
09.06.2013  00:00:00           0.000           8.700           8.700           0.070 
10.06.2013  00:00:00           0.000          10.540          10.540           0.060 
11.06.2013  00:00:00           0.000          10.630          10.630           0.050 
12.06.2013  00:00:00           0.000          12.090          12.090           0.040 
13.06.2013  00:00:00          11.290          10.070          10.070           0.280 
14.06.2013  00:00:00           7.970           9.730           9.730           0.370 
15.06.2013  00:00:00           0.000           7.600           7.600           0.150 
16.06.2013  00:00:00           5.910           7.800           7.800           0.160 
17.06.2013  00:00:00           0.270           8.810           8.810           0.110 
18.06.2013  00:00:00           0.000          10.610          10.610           0.060 
19.06.2013  00:00:00           0.000          13.330          13.330           0.060 
20.06.2013  00:00:00           8.840          12.110          12.110           0.130 
21.06.2013  00:00:00           0.010          14.000          14.000           0.170 
22.06.2013  00:00:00          38.890          13.870          13.870           1.400 
23.06.2013  00:00:00           4.910          11.410          11.410           0.600 
24.06.2013  00:00:00           5.260           9.060           9.060           0.630 
25.06.2013  00:00:00           6.510           8.290           8.290           0.430 
26.06.2013  00:00:00           1.890          11.210          11.210           0.230 
27.06.2013  00:00:00           5.800           9.970           9.970           0.220 
28.06.2013  00:00:00           2.890          10.060          10.060           0.210 
29.06.2013  00:00:00           8.470           7.810           7.810           0.870 
30.06.2013  00:00:00          12.740           7.130           7.130           0.460 
01.07.2013  00:00:00           0.000          11.060          11.060           0.200 
02.07.2013  00:00:00           3.260           9.770           9.770           0.150 
03.07.2013  00:00:00           0.000           8.340           8.340           0.130 
04.07.2013  00:00:00           6.440           9.540           9.540           0.220 
05.07.2013  00:00:00           0.270          11.990          11.990           0.140 
06.07.2013  00:00:00           0.000          10.430          10.430           0.090 
07.07.2013  00:00:00           0.000          15.660          15.660           0.060 
08.07.2013  00:00:00           0.000          13.390          13.390           0.040 
09.07.2013  00:00:00           0.000          14.960          14.960           0.040 
10.07.2013  00:00:00           0.000          12.340          12.340           0.030 
11.07.2013  00:00:00           0.000          13.290          13.290           0.020 
12.07.2013  00:00:00           0.000          15.040          15.040           0.020 
13.07.2013  00:00:00           0.000          16.900          16.900           0.020 
14.07.2013  00:00:00           0.000          13.210          13.210           0.010 
15.07.2013  00:00:00           0.000          11.090          11.090           0.010 
16.07.2013  00:00:00           0.000          11.730          11.730           0.010 
17.07.2013  00:00:00           0.000          13.960          13.960           0.010 
18.07.2013  00:00:00           0.000          14.990          14.990           0.010 
19.07.2013  00:00:00           0.000          15.230          15.230           0.010 
20.07.2013  00:00:00           0.000          16.010          16.010           0.010 
21.07.2013  00:00:00           0.000          17.940          17.940           0.000 
22.07.2013  00:00:00           0.000          17.930          17.930           0.000 
23.07.2013  00:00:00           0.000          15.990          15.990           0.000 
24.07.2013  00:00:00           0.000          15.110          15.110           0.000 
25.07.2013  00:00:00           0.140          16.970          16.970           0.000 
26.07.2013  00:00:00           0.000          15.760          15.760           0.000 
27.07.2013  00:00:00           0.000          17.100          17.100           0.000 
28.07.2013  00:00:00           0.000          15.500          15.500           0.000 
29.07.2013  00:00:00           3.700          13.560          13.560           0.010 
30.07.2013  00:00:00           2.840          13.570          13.570           0.010 
31.07.2013  00:00:00           0.940          11.800          11.800           0.010 
01.08.2013  00:00:00           0.000          11.610          11.610           0.010 
02.08.2013  00:00:00           0.000          14.370          14.370           0.000 
03.08.2013  00:00:00          23.790          14.600          14.600           0.100 
04.08.2013  00:00:00           5.110          13.410          13.410           0.070 
05.08.2013  00:00:00           6.760          11.790          11.790           0.070 
06.08.2013  00:00:00          12.870          12.690          12.690           0.750 
07.08.2013  00:00:00          24.940          12.230          12.230           0.440 
08.08.2013  00:00:00           0.000          14.130          14.130           0.300 
09.08.2013  00:00:00           8.270          11.060          11.060           0.300 
10.08.2013  00:00:00           0.000          10.270          10.270           0.110 
11.08.2013  00:00:00           0.000          11.040          11.040           0.060 
12.08.2013  00:00:00           0.000          10.410          10.410           0.040 
13.08.2013  00:00:00           0.000          10.300          10.300           0.030 
14.08.2013  00:00:00           3.410           9.270           9.270           0.030 
15.08.2013  00:00:00           0.000           9.200           9.200           0.020 
16.08.2013  00:00:00           2.990          13.100          13.100           0.140 
17.08.2013  00:00:00          21.190          11.440          11.440           0.440 
18.08.2013  00:00:00           4.000          12.190          12.190           0.300 
19.08.2013  00:00:00           5.110          10.630          10.630           0.290 
20.08.2013  00:00:00           0.000           9.660           9.660           0.110 
21.08.2013  00:00:00           0.000          10.240          10.240           0.070 
22.08.2013  00:00:00           0.000          10.230          10.230           0.050 
23.08.2013  00:00:00           0.000          11.590          11.590           0.030 
24.08.2013  00:00:00           0.000          11.470          11.470           0.030 
25.08.2013  00:00:00           0.000          10.130          10.130           0.020 
26.08.2013  00:00:00           0.000           9.130           9.130           0.020 
27.08.2013  00:00:00           0.000           9.770           9.770           0.020 
28.08.2013  00:00:00           0.000          11.590          11.590           0.010 
29.08.2013  00:00:00           0.000          10.100          10.100           0.010 
30.08.2013  00:00:00           0.000          10.060          10.060           0.010 
31.08.2013  00:00:00           1.430          12.330          12.330           0.010 
01.09.2013  00:00:00           0.000           7.860           7.860           0.010 
02.09.2013  00:00:00           0.100           8.200           8.200           0.010 
03.09.2013  00:00:00           0.000          11.200          11.200           0.010 
04.09.2013  00:00:00           0.000          11.630          11.630           0.010 
05.09.2013  00:00:00           0.000          11.730          11.730           0.010 
06.09.2013  00:00:00           5.490          10.870          10.870           0.020 
07.09.2013  00:00:00           7.330          12.000          12.000           0.030 
08.09.2013  00:00:00           0.290          11.630          11.630           0.020 
09.09.2013  00:00:00           0.000          12.130          12.130           0.030 
10.09.2013  00:00:00           8.740          10.440          10.440           0.060 
11.09.2013  00:00:00           8.060           9.640           9.640           0.110 
12.09.2013  00:00:00           1.900           9.130           9.130           0.110 
13.09.2013  00:00:00           0.000          10.440          10.440           0.050 
14.09.2013  00:00:00           2.940           9.440           9.440           0.060 
