date        time     P_O_Sula_1318mo  T_Sula_1318moh  T_Sula_1318moh          Q_Sula 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
09.06.2005  00:00:00           1.780           2.690           2.690           2.730 
10.06.2005  00:00:00           8.390           2.580           2.580           5.410 
11.06.2005  00:00:00           0.650          -0.580          -0.580           5.870 
12.06.2005  00:00:00           4.450           1.870           1.870           5.340 
13.06.2005  00:00:00          18.360           2.110           2.110           6.960 
14.06.2005  00:00:00           4.790           1.950           1.950           7.870 
15.06.2005  00:00:00          10.310           2.050           2.050           9.200 
16.06.2005  00:00:00           0.000           4.900           4.900           8.760 
17.06.2005  00:00:00           3.790           4.770           4.770           9.920 
18.06.2005  00:00:00           2.760           2.720           2.720           8.740 
19.06.2005  00:00:00           0.000           5.260           5.260           6.930 
20.06.2005  00:00:00           0.000           9.110           9.110           7.780 
21.06.2005  00:00:00           4.160           7.560           7.560          10.720 
22.06.2005  00:00:00           3.310           6.250           6.250          10.260 
23.06.2005  00:00:00           0.210           4.760           4.760           8.590 
24.06.2005  00:00:00           1.390           6.340           6.340           9.970 
25.06.2005  00:00:00           0.100           3.540           3.540           7.660 
26.06.2005  00:00:00           0.000           2.700           2.700           5.000 
27.06.2005  00:00:00           0.660           3.280           3.280           4.340 
28.06.2005  00:00:00           4.740           2.240           2.240           4.180 
29.06.2005  00:00:00           1.600           2.730           2.730           3.700 
30.06.2005  00:00:00           0.000           7.290           7.290           3.630 
01.07.2005  00:00:00           1.970           9.220           9.220           4.360 
02.07.2005  00:00:00           0.220           8.370           8.370           5.380 
03.07.2005  00:00:00           0.250           7.930           7.930           5.450 
04.07.2005  00:00:00           6.140           8.960           8.960           7.470 
05.07.2005  00:00:00           0.000           8.140           8.140           8.210 
06.07.2005  00:00:00           2.070           9.970           9.970           7.630 
07.07.2005  00:00:00           0.000           8.990           8.990           6.660 
08.07.2005  00:00:00           1.500          10.620          10.620           5.310 
09.07.2005  00:00:00           0.000          12.160          12.160           4.310 
10.07.2005  00:00:00           0.190          12.510          12.510           4.010 
11.07.2005  00:00:00           0.300           7.990           7.990           3.600 
12.07.2005  00:00:00           0.000          11.980          11.980           3.600 
13.07.2005  00:00:00           0.930          10.950          10.950           4.090 
14.07.2005  00:00:00           0.200           4.320           4.320           3.330 
15.07.2005  00:00:00           2.880           6.490           6.490           2.850 
16.07.2005  00:00:00           2.950           7.000           7.000           2.720 
17.07.2005  00:00:00           0.000           7.830           7.830           2.470 
18.07.2005  00:00:00           0.000           9.310           9.310           2.250 
19.07.2005  00:00:00           0.000          11.270          11.270           2.370 
20.07.2005  00:00:00          15.820           9.010           9.010           3.120 
21.07.2005  00:00:00           3.510           9.940           9.940           3.180 
22.07.2005  00:00:00           0.000          10.540          10.540           2.840 
23.07.2005  00:00:00           2.640           9.720           9.720           2.260 
24.07.2005  00:00:00           0.000          10.160          10.160           1.780 
25.07.2005  00:00:00          18.780           8.520           8.520           2.260 
26.07.2005  00:00:00           0.000           7.110           7.110           2.120 
27.07.2005  00:00:00           1.900           8.180           8.180           1.890 
28.07.2005  00:00:00           1.090           7.990           7.990           1.980 
29.07.2005  00:00:00           9.290           7.050           7.050           2.420 
30.07.2005  00:00:00           0.000          10.450          10.450           1.990 
31.07.2005  00:00:00           0.000          10.810          10.810           1.650 
01.08.2005  00:00:00           4.580           8.290           8.290           1.630 
02.08.2005  00:00:00           0.000           9.260           9.260           1.470 
03.08.2005  00:00:00           0.000           8.900           8.900           1.250 
04.08.2005  00:00:00           1.070           5.830           5.830           1.110 
05.08.2005  00:00:00           0.220           4.820           4.820           0.940 
06.08.2005  00:00:00           1.720           4.230           4.230           0.870 
07.08.2005  00:00:00          10.050           3.950           3.950           1.620 
08.08.2005  00:00:00           4.390           6.130           6.130           2.210 
09.08.2005  00:00:00           5.060           5.570           5.570           2.020 
10.08.2005  00:00:00           5.420           9.550           9.550           1.620 
11.08.2005  00:00:00           9.530          12.890          12.890           1.480 
12.08.2005  00:00:00           1.800           8.110           8.110           1.460 
13.08.2005  00:00:00           0.000           6.250           6.250           1.250 
14.08.2005  00:00:00           0.000           7.380           7.380           1.000 
15.08.2005  00:00:00           0.000           8.200           8.200           0.820 
16.08.2005  00:00:00           0.100           5.690           5.690           0.720 
17.08.2005  00:00:00           1.040           4.030           4.030           0.710 
18.08.2005  00:00:00           0.110           7.900           7.900           0.680 
19.08.2005  00:00:00           0.000          10.620          10.620           0.640 
20.08.2005  00:00:00           0.000           9.770           9.770           0.640 
21.08.2005  00:00:00           0.190           8.840           8.840           0.640 
22.08.2005  00:00:00           0.000          11.330          11.330           0.610 
23.08.2005  00:00:00           1.500          10.180          10.180           0.590 
24.08.2005  00:00:00           1.240           5.560           5.560           0.620 
25.08.2005  00:00:00          10.960           6.100           6.100           1.150 
26.08.2005  00:00:00           6.210           3.090           3.090           1.740 
27.08.2005  00:00:00           0.760           2.390           2.390           1.460 
28.08.2005  00:00:00           0.290           2.110           2.110           1.050 
29.08.2005  00:00:00           2.050           5.230           5.230           1.210 
30.08.2005  00:00:00           2.850           3.730           3.730           1.300 
31.08.2005  00:00:00           0.100           3.000           3.000           1.220 
01.09.2005  00:00:00           0.000           7.730           7.730           0.990 
02.09.2005  00:00:00           6.920           8.750           8.750           1.110 
03.09.2005  00:00:00           7.530           5.000           5.000           1.350 
04.09.2005  00:00:00           0.000           6.020           6.020           1.190 
05.09.2005  00:00:00           1.920           7.340           7.340           1.180 
06.09.2005  00:00:00           0.370           7.640           7.640           1.080 
07.09.2005  00:00:00           0.580           9.460           9.460           1.160 
08.09.2005  00:00:00           1.420           6.240           6.240           1.650 
09.09.2005  00:00:00           1.480           2.790           2.790           2.020 
10.09.2005  00:00:00           0.200           0.590           0.590           1.720 
11.09.2005  00:00:00           0.000           3.590           3.590           1.300 
12.09.2005  00:00:00           2.950           3.740           3.740           1.100 
13.09.2005  00:00:00           0.270           2.080           2.080           1.070 
14.09.2005  00:00:00          13.640           6.410           6.410           2.180 
15.09.2005  00:00:00           6.990           3.010           3.010           2.960 
16.09.2005  00:00:00           0.000          -1.200          -1.200           2.410 
17.09.2005  00:00:00           0.000          -1.840          -1.840           1.980 
18.09.2005  00:00:00           0.280           0.550           0.550           1.570 
19.09.2005  00:00:00           0.000           4.800           4.800           1.210 
20.09.2005  00:00:00           0.950           5.570           5.570           1.230 
21.09.2005  00:00:00           5.760           2.050           2.050           1.380 
22.09.2005  00:00:00           0.210           2.960           2.960           1.260 
23.09.2005  00:00:00           0.650           5.710           5.710           1.100 
24.09.2005  00:00:00           0.160           4.710           4.710           0.960 
25.09.2005  00:00:00           0.000           0.050           0.050           0.780 
26.09.2005  00:00:00           0.000           2.730           2.730           0.720 
27.09.2005  00:00:00           0.000           5.050           5.050           0.660 
28.09.2005  00:00:00           0.320           3.580           3.580           0.610 
29.09.2005  00:00:00           0.000           0.240           0.240           0.530 
30.09.2005  00:00:00           2.580          -0.250          -0.250           0.590 
01.10.2005  00:00:00           8.430           1.490           1.490           0.800 
02.10.2005  00:00:00           0.000           2.570           2.570           0.840 
03.10.2005  00:00:00           0.650           2.160           2.160           0.820 
04.10.2005  00:00:00           1.150           3.830           3.830           0.820 
05.10.2005  00:00:00           0.000           4.130           4.130           0.770 
06.10.2005  00:00:00           0.000           2.360           2.360           0.690 
07.10.2005  00:00:00           0.000           4.420           4.420           0.620 
08.10.2005  00:00:00           0.000           6.610           6.610           0.560 
09.10.2005  00:00:00           3.280           4.680           4.680           0.720 
10.10.2005  00:00:00           6.950           0.380           0.380           0.700 
11.10.2005  00:00:00           0.000           5.310           5.310           0.630 
12.10.2005  00:00:00           0.000           6.900           6.900           0.540 
13.10.2005  00:00:00           0.000           4.390           4.390           0.560 
14.10.2005  00:00:00           2.570           1.710           1.710           0.690 
15.10.2005  00:00:00           0.100          -2.600          -2.600           0.630 
16.10.2005  00:00:00           0.000           0.670           0.670           0.600 
17.10.2005  00:00:00           0.000           1.950           1.950           0.530 
18.10.2005  00:00:00           0.000           2.180           2.180           0.470 
19.10.2005  00:00:00           0.000           1.190           1.190           0.410 
20.10.2005  00:00:00           0.000           3.450           3.450           0.380 
21.10.2005  00:00:00           8.490          -0.050          -0.050           0.420 
22.10.2005  00:00:00           7.300          -1.090          -1.090           0.440 
23.10.2005  00:00:00           4.320          -5.790          -5.790           0.380 
24.10.2005  00:00:00           0.000         -10.560         -10.560           0.350 
25.10.2005  00:00:00           0.290         -10.030         -10.030           0.470 
26.10.2005  00:00:00          11.120          -6.660          -6.660           0.490 
27.10.2005  00:00:00           0.300          -3.050          -3.050           0.470 
28.10.2005  00:00:00           0.580           1.850           1.850           0.830 
29.10.2005  00:00:00           4.440           4.680           4.680           2.260 
30.10.2005  00:00:00           0.480           2.850           2.850           2.250 
31.10.2005  00:00:00           0.000           5.770           5.770           2.110 
01.11.2005  00:00:00           3.740           5.110           5.110           2.130 
02.11.2005  00:00:00           0.850           2.560           2.560           1.880 
03.11.2005  00:00:00           2.210          -0.310          -0.310           1.620 
04.11.2005  00:00:00           9.680           1.720           1.720           1.680 
05.11.2005  00:00:00           6.780           2.300           2.300           1.660 
06.11.2005  00:00:00           3.880          -0.490          -0.490           1.450 
07.11.2005  00:00:00           0.980           0.660           0.660           1.300 
08.11.2005  00:00:00           0.550          -0.980          -0.980           1.100 
09.11.2005  00:00:00           2.820           1.260           1.260           1.220 
10.11.2005  00:00:00           1.890          -0.280          -0.280           1.200 
11.11.2005  00:00:00           2.730          -1.750          -1.750           1.030 
12.11.2005  00:00:00           3.040          -1.400          -1.400           0.580 
13.11.2005  00:00:00           1.780          -1.490          -1.490           0.330 
14.11.2005  00:00:00          23.600          -3.270          -3.270           0.410 
15.11.2005  00:00:00          23.690          -0.210          -0.210           0.570 
16.11.2005  00:00:00           0.290          -8.540          -8.540           0.780 
17.11.2005  00:00:00           0.000          -7.790          -7.790           2.100 
18.11.2005  00:00:00           0.000          -7.930          -7.930           2.310 
19.11.2005  00:00:00           0.000          -7.180          -7.180           1.710 
20.11.2005  00:00:00           0.000          -5.600          -5.600           1.160 
21.11.2005  00:00:00           1.470          -2.690          -2.690           0.910 
22.11.2005  00:00:00           3.180          -0.060          -0.060           0.860 
23.11.2005  00:00:00           0.100           0.600           0.600           0.770 
24.11.2005  00:00:00           5.820          -0.930          -0.930           0.760 
25.11.2005  00:00:00           6.060          -4.950          -4.950           0.720 
26.11.2005  00:00:00           0.000          -6.660          -6.660           0.630 
27.11.2005  00:00:00           0.000         -11.710         -11.710           0.600 
28.11.2005  00:00:00           0.210         -11.400         -11.400           0.560 
29.11.2005  00:00:00           0.000         -14.510         -14.510           0.520 
30.11.2005  00:00:00           2.340         -10.770         -10.770           0.490 
01.12.2005  00:00:00           2.030         -10.120         -10.120           0.450 
02.12.2005  00:00:00           0.420          -4.470          -4.470           0.410 
03.12.2005  00:00:00           0.000          -6.120          -6.120           0.370 
04.12.2005  00:00:00           0.000          -9.040          -9.040           0.340 
05.12.2005  00:00:00           0.000          -8.280          -8.280           0.300 
06.12.2005  00:00:00           0.000          -7.580          -7.580           0.270 
07.12.2005  00:00:00           2.790          -6.750          -6.750           0.260 
08.12.2005  00:00:00           0.000          -7.910          -7.910           0.260 
09.12.2005  00:00:00           0.000          -9.630          -9.630           0.240 
10.12.2005  00:00:00           3.700          -7.220          -7.220           0.260 
11.12.2005  00:00:00           4.750          -0.250          -0.250           0.520 
12.12.2005  00:00:00           3.130          -1.830          -1.830           0.670 
13.12.2005  00:00:00           0.490          -5.200          -5.200           0.610 
14.12.2005  00:00:00           7.830          -3.200          -3.200           0.550 
15.12.2005  00:00:00           4.330          -3.550          -3.550           0.510 
16.12.2005  00:00:00           0.690          -8.870          -8.870           0.570 
17.12.2005  00:00:00           0.220         -10.750         -10.750           0.460 
18.12.2005  00:00:00           0.110          -9.290          -9.290           0.400 
19.12.2005  00:00:00           0.850         -11.340         -11.340           0.360 
20.12.2005  00:00:00           0.270          -7.630          -7.630           0.340 
21.12.2005  00:00:00           0.000          -8.550          -8.550           0.300 
22.12.2005  00:00:00           1.210          -4.180          -4.180           0.280 
23.12.2005  00:00:00           2.840          -6.160          -6.160           0.270 
24.12.2005  00:00:00           2.400          -3.600          -3.600           0.260 
25.12.2005  00:00:00           0.220          -8.000          -8.000           0.230 
26.12.2005  00:00:00           0.000          -7.080          -7.080           0.220 
27.12.2005  00:00:00           0.000         -12.420         -12.420           0.210 
28.12.2005  00:00:00           0.000         -18.140         -18.140           0.200 
29.12.2005  00:00:00           0.000         -16.320         -16.320           0.190 
30.12.2005  00:00:00           0.000         -15.160         -15.160           0.180 
31.12.2005  00:00:00           0.000         -12.210         -12.210           0.170 
01.01.2006  00:00:00           1.560         -11.590         -11.590           0.170 
02.01.2006  00:00:00           0.000         -12.410         -12.410           0.160 
03.01.2006  00:00:00           0.000          -9.680          -9.680           0.150 
04.01.2006  00:00:00           0.150          -7.440          -7.440           0.150 
05.01.2006  00:00:00           0.000          -9.470          -9.470           0.140 
06.01.2006  00:00:00           0.100         -10.980         -10.980           0.130 
07.01.2006  00:00:00           0.000          -9.680          -9.680           0.130 
08.01.2006  00:00:00           0.000          -9.470          -9.470           0.120 
09.01.2006  00:00:00           0.000         -16.340         -16.340           0.120 
10.01.2006  00:00:00           6.220          -8.440          -8.440           0.100 
11.01.2006  00:00:00           4.490          -2.390          -2.390           0.110 
12.01.2006  00:00:00           2.340          -4.560          -4.560           0.130 
13.01.2006  00:00:00           0.000          -3.300          -3.300           0.140 
14.01.2006  00:00:00           0.000          -2.800          -2.800           0.140 
15.01.2006  00:00:00           0.000          -3.780          -3.780           0.130 
16.01.2006  00:00:00           0.000          -5.520          -5.520           0.130 
17.01.2006  00:00:00           0.000          -9.650          -9.650           0.110 
18.01.2006  00:00:00          13.340         -11.100         -11.100           0.120 
19.01.2006  00:00:00           5.100         -11.410         -11.410           0.120 
20.01.2006  00:00:00          15.790         -13.190         -13.190           0.130 
21.01.2006  00:00:00           1.100         -16.150         -16.150           0.140 
22.01.2006  00:00:00           0.090         -15.150         -15.150           0.140 
23.01.2006  00:00:00           0.230          -8.170          -8.170           0.140 
24.01.2006  00:00:00           0.690          -5.350          -5.350           0.130 
25.01.2006  00:00:00           2.780          -6.280          -6.280           0.130 
26.01.2006  00:00:00           0.000         -12.060         -12.060           0.130 
27.01.2006  00:00:00           0.000          -9.120          -9.120           0.120 
28.01.2006  00:00:00           0.000         -11.670         -11.670           0.110 
29.01.2006  00:00:00           0.000          -4.100          -4.100           0.100 
30.01.2006  00:00:00           0.220          -2.740          -2.740           0.100 
31.01.2006  00:00:00           0.390          -3.320          -3.320           0.110 
01.02.2006  00:00:00           0.090          -2.680          -2.680           0.110 
02.02.2006  00:00:00           0.000          -3.790          -3.790           0.110 
03.02.2006  00:00:00           0.000          -1.580          -1.580           0.110 
04.02.2006  00:00:00           0.390          -4.640          -4.640           0.100 
05.02.2006  00:00:00           2.890          -7.930          -7.930           0.100 
06.02.2006  00:00:00          11.190          -5.410          -5.410           0.120 
07.02.2006  00:00:00           5.500          -3.460          -3.460           0.130 
08.02.2006  00:00:00           4.290          -7.170          -7.170           0.130 
09.02.2006  00:00:00           8.220          -8.750          -8.750           0.140 
10.02.2006  00:00:00           0.000         -11.880         -11.880           0.130 
11.02.2006  00:00:00           0.000         -15.800         -15.800           0.130 
12.02.2006  00:00:00           0.000         -11.240         -11.240           0.120 
13.02.2006  00:00:00           0.000          -6.440          -6.440           0.110 
14.02.2006  00:00:00           0.000          -6.730          -6.730           0.110 
15.02.2006  00:00:00           3.300          -6.750          -6.750           0.100 
16.02.2006  00:00:00          14.060          -9.240          -9.240           0.110 
17.02.2006  00:00:00           3.590          -9.460          -9.460           0.120 
18.02.2006  00:00:00           0.000         -14.100         -14.100           0.120 
19.02.2006  00:00:00           0.000         -12.990         -12.990           0.120 
20.02.2006  00:00:00           0.000         -11.910         -11.910           0.110 
21.02.2006  00:00:00           0.000         -11.960         -11.960           0.110 
22.02.2006  00:00:00           0.000         -10.730         -10.730           0.100 
23.02.2006  00:00:00           0.000          -0.870          -0.870           0.100 
24.02.2006  00:00:00           0.000          -0.130          -0.130           0.090 
25.02.2006  00:00:00           0.000          -3.640          -3.640           0.090 
26.02.2006  00:00:00           0.100         -11.700         -11.700           0.090 
27.02.2006  00:00:00           0.200         -11.250         -11.250           0.080 
28.02.2006  00:00:00           2.920         -12.000         -12.000           0.080 
01.03.2006  00:00:00           0.000         -15.240         -15.240           0.070 
02.03.2006  00:00:00           4.470         -14.540         -14.540           0.070 
03.03.2006  00:00:00           0.000         -16.280         -16.280           0.070 
04.03.2006  00:00:00           0.210         -20.700         -20.700           0.070 
05.03.2006  00:00:00           0.180         -22.790         -22.790           0.070 
06.03.2006  00:00:00           0.470         -15.850         -15.850           0.070 
07.03.2006  00:00:00           0.000         -16.970         -16.970           0.070 
08.03.2006  00:00:00           0.000         -15.480         -15.480           0.070 
09.03.2006  00:00:00           0.000         -11.060         -11.060           0.070 
10.03.2006  00:00:00           0.000         -17.730         -17.730           0.060 
11.03.2006  00:00:00           0.000         -19.930         -19.930           0.060 
12.03.2006  00:00:00           0.000         -12.910         -12.910           0.060 
13.03.2006  00:00:00           0.000         -11.720         -11.720           0.060 
14.03.2006  00:00:00           0.000         -13.520         -13.520           0.060 
15.03.2006  00:00:00           0.000         -15.390         -15.390           0.050 
16.03.2006  00:00:00           0.000         -14.690         -14.690           0.050 
17.03.2006  00:00:00           0.000          -8.320          -8.320           0.050 
18.03.2006  00:00:00           0.000          -5.840          -5.840           0.050 
19.03.2006  00:00:00           0.390          -3.160          -3.160           0.050 
20.03.2006  00:00:00           0.480          -9.030          -9.030           0.050 
21.03.2006  00:00:00           0.930         -11.910         -11.910           0.050 
22.03.2006  00:00:00           1.500         -13.320         -13.320           0.050 
23.03.2006  00:00:00           1.030         -12.430         -12.430           0.050 
24.03.2006  00:00:00           0.000         -15.530         -15.530           0.050 
25.03.2006  00:00:00           0.000         -15.320         -15.320           0.040 
26.03.2006  00:00:00           0.000         -10.890         -10.890           0.040 
27.03.2006  00:00:00           6.000         -10.240         -10.240           0.040 
28.03.2006  00:00:00           3.230          -6.450          -6.450           0.050 
29.03.2006  00:00:00           4.060          -3.230          -3.230           0.050 
30.03.2006  00:00:00           2.570          -3.320          -3.320           0.050 
31.03.2006  00:00:00           0.000          -6.590          -6.590           0.050 
01.04.2006  00:00:00           1.890          -8.160          -8.160           0.050 
02.04.2006  00:00:00           0.500          -8.140          -8.140           0.050 
03.04.2006  00:00:00           2.200          -4.960          -4.960           0.050 
04.04.2006  00:00:00           7.460          -6.420          -6.420           0.060 
05.04.2006  00:00:00           3.480         -10.370         -10.370           0.070 
06.04.2006  00:00:00           0.620         -10.170         -10.170           0.070 
07.04.2006  00:00:00           0.780          -6.380          -6.380           0.070 
08.04.2006  00:00:00           3.930          -7.120          -7.120           0.070 
09.04.2006  00:00:00           4.360          -5.450          -5.450           0.070 
10.04.2006  00:00:00           0.000          -6.710          -6.710           0.070 
11.04.2006  00:00:00           0.000          -8.160          -8.160           0.070 
12.04.2006  00:00:00           0.120          -6.490          -6.490           0.070 
13.04.2006  00:00:00           0.000          -3.860          -3.860           0.060 
14.04.2006  00:00:00           1.360          -4.330          -4.330           0.060 
15.04.2006  00:00:00           0.100          -4.640          -4.640           0.050 
16.04.2006  00:00:00           0.000          -3.740          -3.740           0.050 
17.04.2006  00:00:00           0.280          -4.180          -4.180           0.060 
18.04.2006  00:00:00           1.820          -5.680          -5.680           0.060 
19.04.2006  00:00:00           1.340          -5.660          -5.660           0.070 
20.04.2006  00:00:00           0.000          -6.790          -6.790           0.070 
21.04.2006  00:00:00           0.000          -9.400          -9.400           0.070 
22.04.2006  00:00:00           0.000          -8.180          -8.180           0.060 
23.04.2006  00:00:00           0.000          -2.090          -2.090           0.060 
24.04.2006  00:00:00           2.230          -4.250          -4.250           0.060 
25.04.2006  00:00:00           0.000          -2.730          -2.730           0.060 
26.04.2006  00:00:00           0.000          -0.610          -0.610           0.060 
27.04.2006  00:00:00           2.170          -2.430          -2.430           0.060 
28.04.2006  00:00:00           0.000          -4.040          -4.040           0.060 
29.04.2006  00:00:00           1.240          -4.310          -4.310           0.060 
30.04.2006  00:00:00           5.640           0.060           0.060           0.060 
01.05.2006  00:00:00           5.290          -0.110          -0.110           0.070 
02.05.2006  00:00:00           0.000          -3.640          -3.640           0.070 
03.05.2006  00:00:00           0.000          -0.960          -0.960           0.070 
04.05.2006  00:00:00           0.000           1.340           1.340           0.190 
05.05.2006  00:00:00           0.000           3.830           3.830           0.270 
06.05.2006  00:00:00           0.000           4.070           4.070           0.380 
07.05.2006  00:00:00           0.000           3.980           3.980           0.560 
08.05.2006  00:00:00           0.000           3.520           3.520           0.750 
09.05.2006  00:00:00           0.000           4.330           4.330           1.300 
10.05.2006  00:00:00           0.000           4.620           4.620           1.850 
11.05.2006  00:00:00           0.000           3.910           3.910           2.320 
12.05.2006  00:00:00           0.730           1.600           1.600           2.470 
13.05.2006  00:00:00           0.190          -3.030          -3.030           2.030 
14.05.2006  00:00:00           0.100          -3.560          -3.560           1.510 
15.05.2006  00:00:00           0.000          -4.600          -4.600           1.930 
16.05.2006  00:00:00           0.000          -4.100          -4.100           2.240 
17.05.2006  00:00:00           0.000          -1.750          -1.750           1.610 
18.05.2006  00:00:00           3.720          -0.470          -0.470           1.150 
19.05.2006  00:00:00           6.990          -0.230          -0.230           1.020 
20.05.2006  00:00:00           2.250           1.340           1.340           1.450 
21.05.2006  00:00:00           2.530           1.630           1.630           1.970 
22.05.2006  00:00:00           3.180          -0.110          -0.110           2.270 
23.05.2006  00:00:00           2.560           1.020           1.020           2.440 
24.05.2006  00:00:00           5.260          -1.140          -1.140           2.410 
25.05.2006  00:00:00           2.630          -0.950          -0.950           2.130 
26.05.2006  00:00:00          18.000          -1.790          -1.790           1.650 
27.05.2006  00:00:00           0.000          -2.080          -2.080           1.210 
28.05.2006  00:00:00           0.000           0.740           0.740           1.060 
29.05.2006  00:00:00           0.000           1.710           1.710           1.200 
30.05.2006  00:00:00           0.000           1.470           1.470           1.560 
31.05.2006  00:00:00           0.000           0.440           0.440           1.850 
01.06.2006  00:00:00           0.000          -2.040          -2.040           1.800 
02.06.2006  00:00:00           0.000           1.860           1.860           2.050 
03.06.2006  00:00:00           1.030           1.830           1.830           2.850 
04.06.2006  00:00:00           0.490          -0.220          -0.220           2.480 
05.06.2006  00:00:00           0.000          -0.300          -0.300           2.200 
06.06.2006  00:00:00           0.000           2.570           2.570           2.510 
07.06.2006  00:00:00           0.000           5.670           5.670           3.420 
08.06.2006  00:00:00           0.000           5.150           5.150           4.930 
09.06.2006  00:00:00           0.000           6.580           6.580           6.090 
10.06.2006  00:00:00           0.000           8.790           8.790           6.350 
11.06.2006  00:00:00           0.000          11.240          11.240           7.070 
12.06.2006  00:00:00           0.000          11.490          11.490           7.270 
13.06.2006  00:00:00           0.000          12.810          12.810           9.040 
14.06.2006  00:00:00           0.520           6.880           6.880           8.500 
15.06.2006  00:00:00           0.000           2.520           2.520           4.240 
16.06.2006  00:00:00           0.000           7.690           7.690           2.880 
17.06.2006  00:00:00           0.000           9.600           9.600           3.060 
18.06.2006  00:00:00           3.850           9.770           9.770           4.180 
19.06.2006  00:00:00           0.750           7.280           7.280           5.580 
20.06.2006  00:00:00           0.710           7.670           7.670           5.780 
21.06.2006  00:00:00           0.280           6.540           6.540           3.920 
22.06.2006  00:00:00           4.480           4.190           4.190           3.420 
23.06.2006  00:00:00           6.120           2.770           2.770           2.960 
24.06.2006  00:00:00           1.250           2.940           2.940           2.340 
25.06.2006  00:00:00           0.430           4.940           4.940           2.070 
26.06.2006  00:00:00           0.240           3.550           3.550           1.900 
27.06.2006  00:00:00           0.000           8.640           8.640           1.770 
28.06.2006  00:00:00           3.680           7.680           7.680           2.030 
29.06.2006  00:00:00           0.000           7.580           7.580           2.000 
30.06.2006  00:00:00           0.000           9.960           9.960           1.740 
01.07.2006  00:00:00           0.000          12.180          12.180           1.640 
02.07.2006  00:00:00           0.000          10.280          10.280           1.660 
03.07.2006  00:00:00           0.000          12.280          12.280           1.560 
04.07.2006  00:00:00           0.980          10.910          10.910           1.600 
05.07.2006  00:00:00           0.000          12.080          12.080           1.580 
06.07.2006  00:00:00           0.000          14.090          14.090           1.480 
07.07.2006  00:00:00           0.000          13.190          13.190           1.520 
08.07.2006  00:00:00           4.630          11.860          11.860           1.440 
09.07.2006  00:00:00           0.140           6.650           6.650           1.260 
10.07.2006  00:00:00           7.870           6.560           6.560           1.180 
11.07.2006  00:00:00           4.280           6.700           6.700           1.240 
12.07.2006  00:00:00           2.720           5.400           5.400           1.130 
13.07.2006  00:00:00           5.980           5.890           5.890           1.310 
14.07.2006  00:00:00           2.050           3.270           3.270           1.460 
15.07.2006  00:00:00           0.000           4.360           4.360           1.170 
16.07.2006  00:00:00           0.000           9.510           9.510           0.870 
17.07.2006  00:00:00           0.100          11.720          11.720           0.700 
18.07.2006  00:00:00           0.530           7.840           7.840           0.670 
19.07.2006  00:00:00           0.000           9.390           9.390           0.620 
20.07.2006  00:00:00           0.000          12.320          12.320           0.560 
21.07.2006  00:00:00           0.000          13.840          13.840           0.530 
22.07.2006  00:00:00           0.000          14.240          14.240           0.490 
23.07.2006  00:00:00           0.000          14.170          14.170           0.460 
24.07.2006  00:00:00           2.530          14.680          14.680           0.420 
25.07.2006  00:00:00           2.900          12.580          12.580           0.380 
26.07.2006  00:00:00           0.000          12.640          12.640           0.350 
27.07.2006  00:00:00           0.000          14.940          14.940           0.340 
28.07.2006  00:00:00           1.920          13.990          13.990           0.330 
29.07.2006  00:00:00           0.000          11.980          11.980           0.330 
30.07.2006  00:00:00           6.600          12.820          12.820           0.330 
31.07.2006  00:00:00           5.570          11.850          11.850           0.340 
01.08.2006  00:00:00           7.380           8.550           8.550           0.380 
02.08.2006  00:00:00           0.000          10.950          10.950           0.360 
03.08.2006  00:00:00           0.000          10.700          10.700           0.330 
04.08.2006  00:00:00           0.000          11.610          11.610           0.290 
05.08.2006  00:00:00           0.000          13.290          13.290           0.270 
06.08.2006  00:00:00           0.000          13.370          13.370           0.240 
07.08.2006  00:00:00           3.120          14.250          14.250           0.260 
08.08.2006  00:00:00           0.850           7.700           7.700           0.230 
09.08.2006  00:00:00           0.560          10.500          10.500           0.240 
10.08.2006  00:00:00          10.850           9.320           9.320           0.270 
11.08.2006  00:00:00           1.100           8.440           8.440           0.280 
12.08.2006  00:00:00           0.650           9.140           9.140           0.280 
13.08.2006  00:00:00           0.000          10.310          10.310           0.270 
14.08.2006  00:00:00           0.000           9.870           9.870           0.250 
15.08.2006  00:00:00           2.670           8.950           8.950           0.300 
16.08.2006  00:00:00           6.940           8.380           8.380           0.350 
17.08.2006  00:00:00           2.100           8.350           8.350           0.400 
18.08.2006  00:00:00           2.860           8.870           8.870           0.490 
19.08.2006  00:00:00           0.000          10.410          10.410           0.500 
20.08.2006  00:00:00           0.000          10.360          10.360           0.500 
21.08.2006  00:00:00           3.420           9.540           9.540           0.520 
22.08.2006  00:00:00           0.820          10.480          10.480           0.530 
23.08.2006  00:00:00           5.580          10.070          10.070           0.620 
24.08.2006  00:00:00           2.430           9.470           9.470           0.690 
25.08.2006  00:00:00          10.440           8.860           8.860           1.010 
26.08.2006  00:00:00           4.320           8.670           8.670           1.070 
27.08.2006  00:00:00           0.000           9.460           9.460           0.960 
28.08.2006  00:00:00           9.070           8.320           8.320           1.430 
29.08.2006  00:00:00           5.830           7.200           7.200           2.100 
30.08.2006  00:00:00           2.800           6.740           6.740           1.870 
31.08.2006  00:00:00           0.910           6.710           6.710           1.390 
01.09.2006  00:00:00           0.000           4.890           4.890           1.030 
