date        time     P_O_Sula_1318mo  T_Sula_1318moh  T_Sula_1318moh          Q_Sula 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
05.12.2007  00:00:00           3.980          -6.400          -6.400           0.240 
06.12.2007  00:00:00           3.040          -0.310          -0.310           0.280 
07.12.2007  00:00:00           1.760          -2.460          -2.460           0.270 
08.12.2007  00:00:00           0.100          -6.850          -6.850           0.250 
09.12.2007  00:00:00           0.410          -9.550          -9.550           0.230 
10.12.2007  00:00:00           2.830          -8.550          -8.550           0.220 
11.12.2007  00:00:00           0.340          -9.750          -9.750           0.200 
12.12.2007  00:00:00           0.000         -16.710         -16.710           0.180 
13.12.2007  00:00:00           0.000         -13.030         -13.030           0.170 
14.12.2007  00:00:00           0.000         -10.680         -10.680           0.170 
15.12.2007  00:00:00           0.000          -5.730          -5.730           0.160 
16.12.2007  00:00:00           0.000          -8.420          -8.420           0.150 
17.12.2007  00:00:00           0.000         -11.470         -11.470           0.140 
18.12.2007  00:00:00           0.000         -12.630         -12.630           0.130 
19.12.2007  00:00:00           0.000          -9.570          -9.570           0.120 
20.12.2007  00:00:00           0.000          -5.210          -5.210           0.110 
21.12.2007  00:00:00           0.000          -3.540          -3.540           0.110 
22.12.2007  00:00:00           0.000          -7.920          -7.920           0.100 
23.12.2007  00:00:00           0.000         -11.140         -11.140           0.100 
24.12.2007  00:00:00           0.000          -5.280          -5.280           0.100 
25.12.2007  00:00:00           0.910          -3.660          -3.660           0.090 
26.12.2007  00:00:00           0.180          -7.760          -7.760           0.090 
27.12.2007  00:00:00           0.330          -2.240          -2.240           0.090 
28.12.2007  00:00:00           8.890          -2.710          -2.710           0.110 
29.12.2007  00:00:00           8.440          -5.250          -5.250           0.130 
30.12.2007  00:00:00           7.550          -5.140          -5.140           0.140 
31.12.2007  00:00:00           0.100          -7.900          -7.900           0.130 
01.01.2008  00:00:00           0.000         -16.160         -16.160           0.120 
02.01.2008  00:00:00           0.240         -11.160         -11.160           0.120 
03.01.2008  00:00:00           3.340          -9.490          -9.490           0.120 
04.01.2008  00:00:00           4.050         -12.380         -12.380           0.130 
05.01.2008  00:00:00           2.500         -12.620         -12.620           0.160 
06.01.2008  00:00:00           3.970         -10.560         -10.560           0.180 
07.01.2008  00:00:00           4.870          -8.540          -8.540           0.170 
08.01.2008  00:00:00           8.330          -6.670          -6.670           0.170 
09.01.2008  00:00:00           3.630          -8.320          -8.320           0.160 
10.01.2008  00:00:00           7.080          -5.520          -5.520           0.160 
11.01.2008  00:00:00           4.540          -6.210          -6.210           0.190 
12.01.2008  00:00:00           0.730          -6.120          -6.120           0.180 
13.01.2008  00:00:00           5.380          -8.630          -8.630           0.160 
14.01.2008  00:00:00           1.140          -5.380          -5.380           0.160 
15.01.2008  00:00:00           3.270          -4.030          -4.030           0.140 
16.01.2008  00:00:00           8.830          -3.510          -3.510           0.150 
17.01.2008  00:00:00           9.090          -4.350          -4.350           0.160 
18.01.2008  00:00:00           0.900          -9.470          -9.470           0.150 
19.01.2008  00:00:00           4.460          -6.190          -6.190           0.150 
20.01.2008  00:00:00           2.010          -7.110          -7.110           0.200 
21.01.2008  00:00:00           4.810          -6.210          -6.210           0.250 
22.01.2008  00:00:00           0.000         -11.530         -11.530           0.240 
23.01.2008  00:00:00           0.820          -9.920          -9.920           0.210 
24.01.2008  00:00:00           3.060          -4.040          -4.040           0.190 
25.01.2008  00:00:00          16.230          -6.600          -6.600           0.300 
26.01.2008  00:00:00          12.970          -5.440          -5.440           0.400 
27.01.2008  00:00:00           2.450          -7.480          -7.480           0.410 
28.01.2008  00:00:00           0.300          -7.400          -7.400           0.440 
29.01.2008  00:00:00           0.360          -0.350          -0.350           0.390 
30.01.2008  00:00:00           0.000          -6.730          -6.730           0.280 
31.01.2008  00:00:00           0.100          -7.930          -7.930           0.240 
01.02.2008  00:00:00           3.810          -6.710          -6.710           0.240 
02.02.2008  00:00:00           0.600          -8.790          -8.790           0.220 
03.02.2008  00:00:00           1.190         -14.460         -14.460           0.210 
04.02.2008  00:00:00           7.240          -8.080          -8.080           0.220 
05.02.2008  00:00:00           0.000          -7.210          -7.210           0.200 
06.02.2008  00:00:00           9.760          -5.540          -5.540           0.190 
07.02.2008  00:00:00           3.560          -6.180          -6.180           0.200 
08.02.2008  00:00:00           0.420          -6.960          -6.960           0.200 
09.02.2008  00:00:00           1.090          -0.800          -0.800           0.180 
10.02.2008  00:00:00           0.270          -1.380          -1.380           0.180 
11.02.2008  00:00:00           0.000          -4.510          -4.510           0.170 
12.02.2008  00:00:00           0.000          -6.910          -6.910           0.160 
13.02.2008  00:00:00           0.000          -1.880          -1.880           0.150 
14.02.2008  00:00:00           0.000          -8.610          -8.610           0.140 
15.02.2008  00:00:00           0.000         -13.250         -13.250           0.130 
16.02.2008  00:00:00           0.000         -12.940         -12.940           0.130 
17.02.2008  00:00:00           3.100          -4.380          -4.380           0.140 
18.02.2008  00:00:00           0.780          -1.350          -1.350           0.170 
19.02.2008  00:00:00           0.110          -0.640          -0.640           0.180 
20.02.2008  00:00:00          10.720          -1.340          -1.340           0.170 
21.02.2008  00:00:00           0.000          -5.630          -5.630           0.160 
22.02.2008  00:00:00          13.530          -3.150          -3.150           0.220 
23.02.2008  00:00:00          10.900          -6.410          -6.410           0.300 
24.02.2008  00:00:00           0.780          -3.460          -3.460           0.360 
25.02.2008  00:00:00           3.970          -5.380          -5.380           0.380 
26.02.2008  00:00:00           1.370          -6.300          -6.300           0.340 
27.02.2008  00:00:00           3.380          -4.710          -4.710           0.290 
28.02.2008  00:00:00           0.610          -6.320          -6.320           0.260 
29.02.2008  00:00:00           5.040          -6.340          -6.340           0.300 
01.03.2008  00:00:00           0.420          -5.570          -5.570           0.300 
02.03.2008  00:00:00           2.650          -7.410          -7.410           0.270 
03.03.2008  00:00:00           1.790          -8.730          -8.730           0.230 
04.03.2008  00:00:00           2.360         -14.520         -14.520           0.200 
05.03.2008  00:00:00           8.060         -12.400         -12.400           0.190 
06.03.2008  00:00:00           9.660          -7.150          -7.150           0.200 
07.03.2008  00:00:00           1.250          -9.920          -9.920           0.210 
08.03.2008  00:00:00           1.440          -5.870          -5.870           0.190 
09.03.2008  00:00:00           1.100          -4.030          -4.030           0.170 
10.03.2008  00:00:00           0.000          -3.950          -3.950           0.160 
11.03.2008  00:00:00           4.430          -4.320          -4.320           0.160 
12.03.2008  00:00:00           9.080          -3.070          -3.070           0.180 
13.03.2008  00:00:00           0.000          -5.250          -5.250           0.180 
14.03.2008  00:00:00           1.010          -5.170          -5.170           0.170 
15.03.2008  00:00:00           0.000          -9.370          -9.370           0.160 
16.03.2008  00:00:00           0.000          -8.420          -8.420           0.140 
17.03.2008  00:00:00           0.330          -8.870          -8.870           0.140 
18.03.2008  00:00:00           0.200          -9.190          -9.190           0.130 
19.03.2008  00:00:00           0.100          -8.800          -8.800           0.120 
20.03.2008  00:00:00           0.180         -10.100         -10.100           0.120 
21.03.2008  00:00:00           9.980         -10.540         -10.540           0.130 
22.03.2008  00:00:00           4.150         -14.730         -14.730           0.130 
23.03.2008  00:00:00           0.000         -19.020         -19.020           0.120 
24.03.2008  00:00:00           0.260         -15.670         -15.670           0.120 
25.03.2008  00:00:00           0.000         -16.230         -16.230           0.110 
26.03.2008  00:00:00           4.630         -15.470         -15.470           0.100 
27.03.2008  00:00:00           0.000         -15.530         -15.530           0.100 
28.03.2008  00:00:00           0.690         -11.230         -11.230           0.090 
29.03.2008  00:00:00           7.930          -6.250          -6.250           0.090 
30.03.2008  00:00:00           4.050          -5.370          -5.370           0.090 
31.03.2008  00:00:00           3.380          -3.460          -3.460           0.100 
01.04.2008  00:00:00           0.200          -2.470          -2.470           0.090 
02.04.2008  00:00:00           1.340          -2.570          -2.570           0.100 
03.04.2008  00:00:00           3.150          -2.010          -2.010           0.100 
04.04.2008  00:00:00           1.100          -2.720          -2.720           0.100 
05.04.2008  00:00:00           7.800          -4.490          -4.490           0.110 
06.04.2008  00:00:00           0.000          -8.230          -8.230           0.100 
07.04.2008  00:00:00           1.730          -5.070          -5.070           0.130 
08.04.2008  00:00:00           0.000          -5.290          -5.290           0.130 
09.04.2008  00:00:00           0.000          -8.350          -8.350           0.120 
10.04.2008  00:00:00           0.000          -8.450          -8.450           0.110 
11.04.2008  00:00:00           1.010          -6.530          -6.530           0.110 
12.04.2008  00:00:00           0.970          -6.230          -6.230           0.100 
13.04.2008  00:00:00           0.000          -5.830          -5.830           0.100 
14.04.2008  00:00:00           0.000          -5.560          -5.560           0.100 
15.04.2008  00:00:00           0.690          -5.860          -5.860           0.090 
16.04.2008  00:00:00           0.000          -7.940          -7.940           0.090 
17.04.2008  00:00:00           0.000          -9.720          -9.720           0.080 
18.04.2008  00:00:00           0.000          -7.750          -7.750           0.080 
19.04.2008  00:00:00           0.000          -5.360          -5.360           0.070 
20.04.2008  00:00:00           0.000          -4.520          -4.520           0.070 
21.04.2008  00:00:00           0.000          -3.650          -3.650           0.070 
22.04.2008  00:00:00           0.000          -3.520          -3.520           0.070 
23.04.2008  00:00:00           0.000          -3.430          -3.430           0.060 
24.04.2008  00:00:00           0.000          -3.560          -3.560           0.060 
25.04.2008  00:00:00           0.000          -0.650          -0.650           0.060 
26.04.2008  00:00:00           0.000          -0.600          -0.600           0.060 
27.04.2008  00:00:00           1.000          -0.090          -0.090           0.070 
28.04.2008  00:00:00           3.510           1.340           1.340           0.120 
29.04.2008  00:00:00           8.150           2.020           2.020           0.290 
30.04.2008  00:00:00           4.560           2.330           2.330           0.400 
01.05.2008  00:00:00          13.380           1.840           1.840           0.490 
02.05.2008  00:00:00           9.530           1.200           1.200           0.650 
03.05.2008  00:00:00           7.090           0.170           0.170           1.310 
04.05.2008  00:00:00           0.000          -1.540          -1.540           1.390 
05.05.2008  00:00:00           0.000           1.720           1.720           1.510 
06.05.2008  00:00:00           0.000           2.460           2.460           2.420 
07.05.2008  00:00:00           0.000           1.930           1.930           2.780 
08.05.2008  00:00:00           0.000           2.550           2.550           2.820 
09.05.2008  00:00:00           0.000           2.720           2.720           3.130 
10.05.2008  00:00:00           0.000           3.270           3.270           4.970 
11.05.2008  00:00:00           0.100           5.820           5.820           5.400 
12.05.2008  00:00:00           0.000           1.100           1.100           5.970 
13.05.2008  00:00:00           0.000          -0.940          -0.940           5.130 
14.05.2008  00:00:00           0.000           1.090           1.090           4.020 
15.05.2008  00:00:00           0.250           1.650           1.650           3.800 
16.05.2008  00:00:00           1.040          -0.270          -0.270           3.690 
17.05.2008  00:00:00           4.790          -1.780          -1.780           3.130 
18.05.2008  00:00:00           0.000          -4.950          -4.950           2.670 
19.05.2008  00:00:00           0.000          -5.580          -5.580           2.420 
20.05.2008  00:00:00           0.000          -3.470          -3.470           2.230 
21.05.2008  00:00:00           0.280          -2.070          -2.070           2.130 
22.05.2008  00:00:00           0.000          -2.850          -2.850           1.980 
23.05.2008  00:00:00           2.780          -1.940          -1.940           1.740 
24.05.2008  00:00:00           4.340          -1.300          -1.300           1.480 
25.05.2008  00:00:00           0.000          -0.990          -0.990           1.380 
26.05.2008  00:00:00           0.000           1.090           1.090           1.560 
27.05.2008  00:00:00           0.000           1.010           1.010           1.990 
28.05.2008  00:00:00           0.000           3.600           3.600           2.630 
29.05.2008  00:00:00           0.000           6.230           6.230           3.320 
30.05.2008  00:00:00           0.000           6.240           6.240           4.330 
31.05.2008  00:00:00           0.100           8.590           8.590           7.300 
01.06.2008  00:00:00           0.000           9.820           9.820           9.860 
02.06.2008  00:00:00           0.000           7.340           7.340           9.720 
03.06.2008  00:00:00           0.000           7.980           7.980          10.620 
04.06.2008  00:00:00           0.000           8.910           8.910          11.000 
05.06.2008  00:00:00           0.000           9.030           9.030           9.500 
06.06.2008  00:00:00           0.000           8.780           8.780           7.990 
07.06.2008  00:00:00           0.000           9.740           9.740           7.370 
08.06.2008  00:00:00           0.000           9.790           9.790           7.560 
09.06.2008  00:00:00           6.320           4.650           4.650           7.220 
10.06.2008  00:00:00           1.790           3.340           3.340           6.520 
11.06.2008  00:00:00           1.760           1.020           1.020           5.430 
12.06.2008  00:00:00           0.630           0.710           0.710           3.320 
13.06.2008  00:00:00           4.050           0.930           0.930           2.520 
14.06.2008  00:00:00          10.970           1.020           1.020           2.340 
15.06.2008  00:00:00           4.370           0.250           0.250           2.280 
16.06.2008  00:00:00           0.000           1.960           1.960           2.310 
17.06.2008  00:00:00           0.440           3.680           3.680           2.510 
18.06.2008  00:00:00           0.000           3.850           3.850           2.780 
19.06.2008  00:00:00           0.780           3.650           3.650           3.290 
20.06.2008  00:00:00           1.920           3.190           3.190           4.530 
21.06.2008  00:00:00           0.600           2.400           2.400           3.950 
22.06.2008  00:00:00           3.870           1.210           1.210           3.190 
23.06.2008  00:00:00           5.870           2.280           2.280           2.870 
24.06.2008  00:00:00           3.130           2.050           2.050           2.760 
25.06.2008  00:00:00           0.100           0.320           0.320           2.350 
26.06.2008  00:00:00           0.000           2.290           2.290           2.100 
27.06.2008  00:00:00           1.060           3.820           3.820           2.160 
28.06.2008  00:00:00           1.160           4.260           4.260           2.430 
29.06.2008  00:00:00           0.000           5.290           5.290           2.640 
30.06.2008  00:00:00           7.140           5.350           5.350           3.120 
01.07.2008  00:00:00           0.090           3.350           3.350           3.340 
02.07.2008  00:00:00           0.100           6.080           6.080           3.070 
03.07.2008  00:00:00           0.000          11.270          11.270           3.540 
04.07.2008  00:00:00           0.000          11.790          11.790           4.640 
05.07.2008  00:00:00           0.000          11.250          11.250           4.130 
06.07.2008  00:00:00           0.000          11.610          11.610           3.860 
07.07.2008  00:00:00          32.640           5.340           5.340           5.440 
08.07.2008  00:00:00           0.000           3.050           3.050           3.280 
09.07.2008  00:00:00           0.000           5.280           5.280           2.310 
10.07.2008  00:00:00           0.000           8.030           8.030           1.920 
11.07.2008  00:00:00           0.000           8.980           8.980           1.900 
12.07.2008  00:00:00           3.450           6.560           6.560           2.160 
13.07.2008  00:00:00           3.050           7.850           7.850           2.340 
14.07.2008  00:00:00           5.920           6.850           6.850           2.490 
15.07.2008  00:00:00           0.400           4.990           4.990           2.300 
16.07.2008  00:00:00           7.210           4.310           4.310           2.680 
17.07.2008  00:00:00           2.580           2.800           2.800           2.350 
18.07.2008  00:00:00           0.900           2.990           2.990           1.910 
19.07.2008  00:00:00           1.110           3.940           3.940           1.570 
20.07.2008  00:00:00           2.350           5.520           5.520           1.740 
21.07.2008  00:00:00           6.570           7.630           7.630           2.640 
22.07.2008  00:00:00           0.000           8.860           8.860           2.460 
23.07.2008  00:00:00           0.000           8.260           8.260           2.060 
24.07.2008  00:00:00           0.000          10.050          10.050           1.900 
25.07.2008  00:00:00           0.000          14.150          14.150           2.030 
26.07.2008  00:00:00           0.000          14.550          14.550           1.850 
27.07.2008  00:00:00           0.000          15.050          15.050           1.670 
28.07.2008  00:00:00           0.000          15.450          15.450           1.440 
29.07.2008  00:00:00           0.000          16.150          16.150           1.260 
30.07.2008  00:00:00          13.480          15.390          15.390           1.930 
31.07.2008  00:00:00           8.770          13.360          13.360           2.700 
01.08.2008  00:00:00           0.000          13.290          13.290           2.000 
02.08.2008  00:00:00           0.570          13.010          13.010           1.660 
03.08.2008  00:00:00           9.340           8.460           8.460           1.750 
04.08.2008  00:00:00           8.660           8.190           8.190           2.550 
05.08.2008  00:00:00           1.100           6.350           6.350           2.430 
06.08.2008  00:00:00           0.670           6.480           6.480           1.900 
07.08.2008  00:00:00           0.910           7.420           7.420           1.530 
08.08.2008  00:00:00           5.170           7.050           7.050           1.570 
09.08.2008  00:00:00           7.840           7.090           7.090           1.600 
10.08.2008  00:00:00           2.730           4.940           4.940           1.480 
11.08.2008  00:00:00           4.130           4.810           4.810           1.600 
12.08.2008  00:00:00           6.600           5.280           5.280           1.760 
13.08.2008  00:00:00           4.820           6.990           6.990           2.300 
14.08.2008  00:00:00          12.950           5.370           5.370           3.540 
15.08.2008  00:00:00           8.330           5.870           5.870           3.460 
16.08.2008  00:00:00           6.750           5.020           5.020           3.240 
17.08.2008  00:00:00           0.630           5.670           5.670           2.340 
18.08.2008  00:00:00           0.000           6.740           6.740           1.690 
19.08.2008  00:00:00           0.000           8.000           8.000           1.270 
20.08.2008  00:00:00           0.000           9.000           9.000           1.010 
21.08.2008  00:00:00           0.000           7.580           7.580           0.840 
22.08.2008  00:00:00           0.000           6.740           6.740           0.710 
23.08.2008  00:00:00           0.000           6.690           6.690           0.640 
24.08.2008  00:00:00           0.000           7.430           7.430           0.560 
25.08.2008  00:00:00           0.000           7.020           7.020           0.500 
26.08.2008  00:00:00           0.630           6.010           6.010           0.550 
27.08.2008  00:00:00           0.100           4.750           4.750           0.550 
28.08.2008  00:00:00           8.320           4.000           4.000           0.710 
29.08.2008  00:00:00           0.200           3.120           3.120           0.760 
30.08.2008  00:00:00           0.510           5.220           5.220           0.710 
31.08.2008  00:00:00           0.150           8.570           8.570           0.630 
01.09.2008  00:00:00           0.000           8.780           8.780           0.590 
02.09.2008  00:00:00           0.200           7.510           7.510           0.540 
03.09.2008  00:00:00           7.880           6.310           6.310           1.260 
04.09.2008  00:00:00           2.570           2.350           2.350           1.850 
05.09.2008  00:00:00           2.560           2.510           2.510           1.690 
06.09.2008  00:00:00           0.300           2.780           2.780           1.310 
07.09.2008  00:00:00           0.000           3.060           3.060           1.020 
08.09.2008  00:00:00           3.790           5.600           5.600           0.820 
09.09.2008  00:00:00           2.220           5.100           5.100           0.700 
10.09.2008  00:00:00           0.340           4.090           4.090           0.620 
11.09.2008  00:00:00           3.740           2.410           2.410           0.590 
12.09.2008  00:00:00           0.000           3.660           3.660           0.590 
13.09.2008  00:00:00           0.000           1.160           1.160           0.530 
14.09.2008  00:00:00           0.000           3.140           3.140           0.490 
15.09.2008  00:00:00           0.000           3.190           3.190           0.440 
16.09.2008  00:00:00           0.000           1.460           1.460           0.410 
17.09.2008  00:00:00           0.000           0.390           0.390           0.370 
18.09.2008  00:00:00           0.000           1.620           1.620           0.350 
19.09.2008  00:00:00           5.800           2.280           2.280           0.390 
20.09.2008  00:00:00           1.800           2.600           2.600           0.420 
21.09.2008  00:00:00           0.000           2.690           2.690           0.400 
22.09.2008  00:00:00           0.100           5.070           5.070           0.390 
23.09.2008  00:00:00           0.270           3.890           3.890           0.360 
24.09.2008  00:00:00           0.000           4.880           4.880           0.340 
25.09.2008  00:00:00           0.000           5.430           5.430           0.320 
26.09.2008  00:00:00           0.920           7.590           7.590           0.290 
27.09.2008  00:00:00           1.130           4.800           4.800           0.300 
28.09.2008  00:00:00          17.930           2.500           2.500           0.320 
29.09.2008  00:00:00           5.800          -1.230          -1.230           0.330 
30.09.2008  00:00:00           4.670           0.150           0.150           0.350 
01.10.2008  00:00:00           9.400          -1.680          -1.680           0.400 
02.10.2008  00:00:00           0.000          -1.920          -1.920           0.420 
03.10.2008  00:00:00           2.700          -1.500          -1.500           0.460 
04.10.2008  00:00:00           3.320          -1.940          -1.940           0.470 
05.10.2008  00:00:00           7.340          -4.300          -4.300           0.530 
06.10.2008  00:00:00           3.270          -3.950          -3.950           0.510 
07.10.2008  00:00:00           0.760          -3.150          -3.150           0.480 
08.10.2008  00:00:00           0.680          -1.130          -1.130           0.580 
09.10.2008  00:00:00           3.720           1.400           1.400           0.850 
10.10.2008  00:00:00           1.790           0.920           0.920           0.980 
11.10.2008  00:00:00           4.570           2.270           2.270           1.720 
12.10.2008  00:00:00           4.370           0.340           0.340           2.020 
13.10.2008  00:00:00           3.080          -0.360          -0.360           1.890 
14.10.2008  00:00:00           3.060          -0.480          -0.480           1.770 
15.10.2008  00:00:00           0.520          -1.850          -1.850           1.420 
16.10.2008  00:00:00           0.490          -2.690          -2.690           1.120 
17.10.2008  00:00:00           0.000          -4.400          -4.400           0.860 
18.10.2008  00:00:00           0.000          -3.090          -3.090           0.730 
19.10.2008  00:00:00           8.170          -2.360          -2.360           0.650 
20.10.2008  00:00:00           4.960          -2.020          -2.020           0.860 
21.10.2008  00:00:00           6.030          -0.110          -0.110           1.350 
22.10.2008  00:00:00           9.970          -3.980          -3.980           0.950 
23.10.2008  00:00:00           0.510          -4.700          -4.700           1.020 
24.10.2008  00:00:00           2.610           0.150           0.150           1.210 
25.10.2008  00:00:00          10.040          -2.190          -2.190           1.150 
26.10.2008  00:00:00           5.680          -1.290          -1.290           1.140 
27.10.2008  00:00:00           0.570          -3.350          -3.350           1.020 
28.10.2008  00:00:00           0.390          -5.330          -5.330           0.820 
29.10.2008  00:00:00           0.110         -10.610         -10.610           0.590 
30.10.2008  00:00:00           3.910         -11.350         -11.350           0.580 
31.10.2008  00:00:00           0.000          -7.900          -7.900           0.490 
01.11.2008  00:00:00           0.000         -11.310         -11.310           0.740 
02.11.2008  00:00:00           0.510          -8.190          -8.190           0.470 
03.11.2008  00:00:00           0.000          -1.540          -1.540           0.430 
04.11.2008  00:00:00           0.000          -0.360          -0.360           0.400 
05.11.2008  00:00:00           0.000          -2.270          -2.270           0.370 
06.11.2008  00:00:00           0.000          -1.250          -1.250           0.340 
07.11.2008  00:00:00           0.000          -0.520          -0.520           0.320 
08.11.2008  00:00:00           7.830          -3.860          -3.860           0.330 
09.11.2008  00:00:00           0.000          -1.510          -1.510           0.300 
10.11.2008  00:00:00           6.800          -2.950          -2.950           0.350 
11.11.2008  00:00:00           0.310          -3.730          -3.730           0.370 
12.11.2008  00:00:00           0.000          -8.400          -8.400           1.310 
13.11.2008  00:00:00           0.000         -10.010         -10.010           1.200 
14.11.2008  00:00:00           7.830          -4.750          -4.750           0.350 
15.11.2008  00:00:00           9.470          -0.490          -0.490           0.390 
16.11.2008  00:00:00          10.400          -2.940          -2.940           0.160 
17.11.2008  00:00:00           0.370          -6.300          -6.300           0.390 
18.11.2008  00:00:00           1.480          -4.140          -4.140           0.590 
19.11.2008  00:00:00           1.710          -7.070          -7.070           0.420 
20.11.2008  00:00:00           1.040          -4.640          -4.640           0.460 
21.11.2008  00:00:00           2.270         -10.740         -10.740           0.510 
22.11.2008  00:00:00           0.190         -10.630         -10.630           0.410 
23.11.2008  00:00:00           0.000          -8.700          -8.700           0.340 
24.11.2008  00:00:00           0.000         -11.500         -11.500           0.290 
25.11.2008  00:00:00           0.000          -8.050          -8.050           0.260 
26.11.2008  00:00:00           1.640          -4.660          -4.660           0.250 
27.11.2008  00:00:00          15.030          -1.210          -1.210           0.350 
28.11.2008  00:00:00           2.640          -3.650          -3.650           0.370 
29.11.2008  00:00:00           0.000          -7.220          -7.220           0.330 
30.11.2008  00:00:00           8.080          -7.510          -7.510           0.300 
01.12.2008  00:00:00           0.000         -10.400         -10.400           0.270 
02.12.2008  00:00:00           1.280         -11.260         -11.260           0.240 
03.12.2008  00:00:00           4.610          -9.380          -9.380           0.230 
04.12.2008  00:00:00           1.490          -8.360          -8.360           0.220 
05.12.2008  00:00:00           0.000         -12.620         -12.620           0.200 
06.12.2008  00:00:00           1.680          -9.860          -9.860           0.190 
07.12.2008  00:00:00           0.100         -13.230         -13.230           0.180 
08.12.2008  00:00:00           0.270          -6.500          -6.500           0.170 
09.12.2008  00:00:00           0.440          -6.640          -6.640           0.170 
10.12.2008  00:00:00           0.090          -9.350          -9.350           0.160 
11.12.2008  00:00:00           0.000         -15.520         -15.520           0.150 
12.12.2008  00:00:00           0.290         -12.000         -12.000           0.150 
13.12.2008  00:00:00           0.000         -13.270         -13.270           0.140 
14.12.2008  00:00:00           0.100          -8.730          -8.730           0.130 
15.12.2008  00:00:00           0.170          -6.020          -6.020           0.130 
16.12.2008  00:00:00           0.400          -5.630          -5.630           0.130 
17.12.2008  00:00:00           4.070          -3.420          -3.420           0.130 
18.12.2008  00:00:00           1.250          -4.750          -4.750           0.140 
19.12.2008  00:00:00          11.580          -4.020          -4.020           0.170 
20.12.2008  00:00:00           0.890          -6.540          -6.540           0.170 
21.12.2008  00:00:00           5.780          -6.120          -6.120           0.180 
22.12.2008  00:00:00          20.700          -4.770          -4.770           0.230 
23.12.2008  00:00:00           0.190          -7.370          -7.370           0.270 
24.12.2008  00:00:00           0.560          -4.650          -4.650           0.250 
25.12.2008  00:00:00           0.000          -7.980          -7.980           0.220 
26.12.2008  00:00:00           0.000          -7.230          -7.230           0.200 
27.12.2008  00:00:00           0.000          -7.670          -7.670           0.180 
28.12.2008  00:00:00           0.000         -11.820         -11.820           0.170 
29.12.2008  00:00:00           0.000         -17.260         -17.260           0.160 
30.12.2008  00:00:00           0.000         -17.590         -17.590           0.140 
31.12.2008  00:00:00           0.120          -6.600          -6.600           0.130 
01.01.2009  00:00:00           0.590          -7.390          -7.390           0.130 
02.01.2009  00:00:00           0.000         -15.400         -15.400           0.120 
03.01.2009  00:00:00           0.690          -9.730          -9.730           0.130 
04.01.2009  00:00:00           0.350         -11.250         -11.250           0.130 
05.01.2009  00:00:00           0.000         -20.490         -20.490           0.120 
06.01.2009  00:00:00           1.790         -11.640         -11.640           0.110 
07.01.2009  00:00:00           4.050          -9.810          -9.810           0.120 
08.01.2009  00:00:00           0.240         -12.180         -12.180           0.120 
09.01.2009  00:00:00           0.100          -2.360          -2.360           0.130 
10.01.2009  00:00:00           0.350          -2.330          -2.330           0.130 
11.01.2009  00:00:00           0.340          -4.140          -4.140           0.130 
12.01.2009  00:00:00           1.520          -0.580          -0.580           0.160 
13.01.2009  00:00:00           7.020          -1.840          -1.840           0.190 
14.01.2009  00:00:00           0.400          -5.380          -5.380           0.180 
15.01.2009  00:00:00           0.000         -11.390         -11.390           0.170 
16.01.2009  00:00:00           0.000         -12.880         -12.880           0.160 
17.01.2009  00:00:00           0.000         -11.000         -11.000           0.140 
18.01.2009  00:00:00           0.710         -10.600         -10.600           0.150 
19.01.2009  00:00:00           6.300         -10.030         -10.030           0.160 
20.01.2009  00:00:00           1.000          -8.740          -8.740           0.170 
21.01.2009  00:00:00           0.100          -7.770          -7.770           0.170 
22.01.2009  00:00:00           2.400          -5.560          -5.560           0.160 
23.01.2009  00:00:00           2.680          -8.360          -8.360           0.160 
24.01.2009  00:00:00           5.010          -8.380          -8.380           0.200 
25.01.2009  00:00:00           3.960          -8.500          -8.500           0.230 
26.01.2009  00:00:00           0.000         -11.180         -11.180           0.200 
27.01.2009  00:00:00           0.000         -14.930         -14.930           0.180 
28.01.2009  00:00:00           0.090          -9.880          -9.880           0.160 
29.01.2009  00:00:00           0.090          -5.110          -5.110           0.150 
30.01.2009  00:00:00           0.000          -8.870          -8.870           0.140 
31.01.2009  00:00:00           0.000          -9.520          -9.520           0.130 
01.02.2009  00:00:00           0.000          -8.340          -8.340           0.120 
02.02.2009  00:00:00           0.000          -8.660          -8.660           0.110 
03.02.2009  00:00:00           0.000         -11.190         -11.190           0.100 
04.02.2009  00:00:00           0.940         -13.050         -13.050           0.100 
05.02.2009  00:00:00           8.100         -10.080         -10.080           0.110 
06.02.2009  00:00:00           2.530         -12.420         -12.420           0.100 
07.02.2009  00:00:00           2.970         -11.610         -11.610           0.100 
08.02.2009  00:00:00           3.680         -12.940         -12.940           0.100 
09.02.2009  00:00:00           0.130         -14.620         -14.620           0.100 
10.02.2009  00:00:00           0.000         -12.740         -12.740           0.100 
11.02.2009  00:00:00           0.000         -19.190         -19.190           0.090 
12.02.2009  00:00:00           0.000         -12.520         -12.520           0.090 
13.02.2009  00:00:00           0.100         -12.250         -12.250           0.080 
14.02.2009  00:00:00           0.000         -15.640         -15.640           0.080 
15.02.2009  00:00:00           4.380         -10.740         -10.740           0.080 
16.02.2009  00:00:00           5.170          -7.420          -7.420           0.090 
17.02.2009  00:00:00           0.280          -9.030          -9.030           0.090 
18.02.2009  00:00:00           2.690          -7.260          -7.260           0.090 
19.02.2009  00:00:00           0.620          -3.550          -3.550           0.090 
20.02.2009  00:00:00           0.100          -5.640          -5.640           0.080 
