date        time     P_O_Ytre_607moh   T_Ytre_607moh   T_Ytre_607moh          Q_Ytre 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
09.02.2012  00:00:00           0.000          -2.320          -2.320           0.180 
10.02.2012  00:00:00           4.340          -0.920          -0.920           0.200 
11.02.2012  00:00:00           6.880           2.110           2.110           0.290 
12.02.2012  00:00:00          13.450          -1.480          -1.480           0.330 
13.02.2012  00:00:00           2.030          -5.450          -5.450           0.330 
14.02.2012  00:00:00           1.880          -7.060          -7.060           0.330 
15.02.2012  00:00:00           0.000          -8.620          -8.620           0.330 
16.02.2012  00:00:00           0.000          -9.340          -9.340           0.310 
17.02.2012  00:00:00           0.820          -7.030          -7.030           0.300 
18.02.2012  00:00:00           5.460          -3.960          -3.960           0.280 
19.02.2012  00:00:00           3.670          -3.530          -3.530           0.300 
20.02.2012  00:00:00           4.300          -5.710          -5.710           0.290 
21.02.2012  00:00:00           2.930          -6.680          -6.680           0.320 
22.02.2012  00:00:00          11.570          -4.170          -4.170           0.360 
23.02.2012  00:00:00           0.000          -7.010          -7.010           0.360 
24.02.2012  00:00:00           3.930          -7.100          -7.100           0.360 
25.02.2012  00:00:00           0.000         -11.590         -11.590           0.350 
26.02.2012  00:00:00           9.280          -6.870          -6.870           0.390 
27.02.2012  00:00:00           0.310          -6.270          -6.270           0.330 
28.02.2012  00:00:00           0.390          -3.840          -3.840           0.330 
29.02.2012  00:00:00           9.590          -2.340          -2.340           0.350 
01.03.2012  00:00:00           2.510          -1.680          -1.680           0.390 
02.03.2012  00:00:00          18.780           0.560           0.560           0.520 
03.03.2012  00:00:00           5.320          -3.400          -3.400           0.530 
04.03.2012  00:00:00           0.000          -6.430          -6.430           0.500 
05.03.2012  00:00:00           0.000          -5.000          -5.000           0.490 
06.03.2012  00:00:00           0.000          -8.440          -8.440           0.470 
07.03.2012  00:00:00           0.000          -7.170          -7.170           0.450 
08.03.2012  00:00:00           0.000          -3.900          -3.900           0.430 
09.03.2012  00:00:00           1.830          -2.040          -2.040           0.410 
10.03.2012  00:00:00           2.920          -0.230          -0.230           0.420 
11.03.2012  00:00:00           5.990          -1.460          -1.460           0.420 
12.03.2012  00:00:00           8.310          -1.590          -1.590           0.520 
13.03.2012  00:00:00          10.790          -2.690          -2.690           0.580 
14.03.2012  00:00:00           9.230          -3.300          -3.300           0.590 
15.03.2012  00:00:00           1.250          -3.060          -3.060           0.560 
16.03.2012  00:00:00          13.120           1.770           1.770           0.720 
17.03.2012  00:00:00           8.310          -1.240          -1.240           0.770 
18.03.2012  00:00:00           3.240          -3.800          -3.800           0.730 
19.03.2012  00:00:00           0.000          -2.540          -2.540           0.720 
20.03.2012  00:00:00           0.000          -5.890          -5.890           0.680 
21.03.2012  00:00:00           0.000          -7.850          -7.850           0.650 
22.03.2012  00:00:00           1.870          -4.440          -4.440           0.640 
23.03.2012  00:00:00           6.590           0.070           0.070           0.660 
24.03.2012  00:00:00           0.000          -1.770          -1.770           0.630 
25.03.2012  00:00:00           3.040          -1.960          -1.960           0.640 
26.03.2012  00:00:00           6.840          -1.660          -1.660           0.640 
27.03.2012  00:00:00          16.130           1.290           1.290           0.750 
28.03.2012  00:00:00          20.720           2.070           2.070           0.910 
29.03.2012  00:00:00           2.270           0.040           0.040           0.980 
30.03.2012  00:00:00           0.010          -6.500          -6.500           0.960 
31.03.2012  00:00:00           2.920          -5.650          -5.650           0.900 
01.04.2012  00:00:00           2.410          -6.710          -6.710           0.840 
02.04.2012  00:00:00           0.000          -8.360          -8.360           0.810 
03.04.2012  00:00:00           0.000         -10.620         -10.620           0.770 
04.04.2012  00:00:00           3.550          -5.410          -5.410           0.740 
05.04.2012  00:00:00           8.640          -6.120          -6.120           0.720 
06.04.2012  00:00:00           6.400          -7.120          -7.120           0.690 
07.04.2012  00:00:00           4.050          -6.140          -6.140           0.680 
08.04.2012  00:00:00           2.790          -4.940          -4.940           0.650 
09.04.2012  00:00:00           0.000          -6.710          -6.710           0.610 
10.04.2012  00:00:00           0.000          -5.700          -5.700           0.560 
11.04.2012  00:00:00           0.880          -2.490          -2.490           0.570 
12.04.2012  00:00:00           6.270          -1.330          -1.330           0.600 
13.04.2012  00:00:00           0.570          -1.040          -1.040           0.590 
14.04.2012  00:00:00           1.770          -2.420          -2.420           0.570 
15.04.2012  00:00:00           0.000          -4.650          -4.650           0.540 
16.04.2012  00:00:00           0.000          -4.380          -4.380           0.510 
17.04.2012  00:00:00           0.000          -3.270          -3.270           0.480 
18.04.2012  00:00:00           0.000          -4.320          -4.320           0.460 
19.04.2012  00:00:00           0.000          -4.610          -4.610           0.430 
20.04.2012  00:00:00           0.000          -4.960          -4.960           0.410 
21.04.2012  00:00:00           0.000          -1.510          -1.510           0.390 
22.04.2012  00:00:00           0.000          -0.370          -0.370           0.370 
23.04.2012  00:00:00           0.000          -1.870          -1.870           0.350 
24.04.2012  00:00:00           0.000          -0.390          -0.390           0.340 
25.04.2012  00:00:00           0.990           1.530           1.530           0.330 
26.04.2012  00:00:00           0.000           1.890           1.890           0.320 
27.04.2012  00:00:00           0.000           4.290           4.290           0.340 
28.04.2012  00:00:00           2.900           2.590           2.590           0.450 
29.04.2012  00:00:00           5.620           0.170           0.170           0.550 
30.04.2012  00:00:00           0.000           1.350           1.350           0.600 
01.05.2012  00:00:00           7.510          -2.090          -2.090           0.710 
02.05.2012  00:00:00           3.710          -0.850          -0.850           0.750 
03.05.2012  00:00:00           3.800          -0.550          -0.550           0.770 
04.05.2012  00:00:00           2.520          -2.950          -2.950           0.750 
05.05.2012  00:00:00           0.000          -1.920          -1.920           0.730 
06.05.2012  00:00:00           5.530          -0.500          -0.500           0.820 
07.05.2012  00:00:00           1.110          -1.850          -1.850           1.080 
08.05.2012  00:00:00           0.000           1.070           1.070           1.320 
09.05.2012  00:00:00           0.000           1.370           1.370           1.470 
10.05.2012  00:00:00           0.000           3.050           3.050           1.620 
11.05.2012  00:00:00           1.090           2.240           2.240           1.750 
12.05.2012  00:00:00           1.730           0.350           0.350           1.880 
13.05.2012  00:00:00           8.520          -1.970          -1.970           1.910 
14.05.2012  00:00:00           0.000           1.490           1.490           1.890 
15.05.2012  00:00:00           5.710           3.630           3.630           1.970 
16.05.2012  00:00:00           0.000           5.990           5.990           2.150 
17.05.2012  00:00:00           0.000           6.790           6.790           2.430 
18.05.2012  00:00:00           0.430           6.660           6.660           2.880 
19.05.2012  00:00:00           6.550           4.360           4.360           3.450 
20.05.2012  00:00:00           2.100           2.160           2.160           3.750 
21.05.2012  00:00:00           4.110           1.460           1.460           3.940 
22.05.2012  00:00:00           0.490           1.600           1.600           3.990 
23.05.2012  00:00:00           0.000           2.870           2.870           3.930 
24.05.2012  00:00:00           0.000           6.780           6.780           3.940 
25.05.2012  00:00:00           3.100           9.430           9.430           4.660 
26.05.2012  00:00:00           0.090           7.220           7.220           6.010 
27.05.2012  00:00:00           0.000           7.390           7.390           7.880 
28.05.2012  00:00:00          13.950           6.200           6.200           9.190 
29.05.2012  00:00:00          16.400           0.590           0.590           9.360 
30.05.2012  00:00:00           9.030           0.750           0.750           9.090 
31.05.2012  00:00:00           2.050           0.740           0.740           8.420 
01.06.2012  00:00:00           0.470           2.900           2.900           7.710 
02.06.2012  00:00:00           4.040           2.570           2.570           7.050 
03.06.2012  00:00:00           0.000           6.610           6.610           6.490 
04.06.2012  00:00:00           0.000           9.200           9.200           6.090 
05.06.2012  00:00:00           0.000           9.960           9.960           5.890 
06.06.2012  00:00:00           0.000           8.360           8.360           5.750 
07.06.2012  00:00:00           0.000           6.580           6.580           5.650 
08.06.2012  00:00:00           2.270           2.970           2.970           5.380 
09.06.2012  00:00:00           0.000           3.840           3.840           5.020 
10.06.2012  00:00:00           1.090           4.680           4.680           4.660 
11.06.2012  00:00:00           2.170           6.160           6.160           4.390 
12.06.2012  00:00:00           2.420           5.860           5.860           4.200 
13.06.2012  00:00:00           1.060           5.470           5.470           4.030 
14.06.2012  00:00:00           0.750           5.780           5.780           3.890 
15.06.2012  00:00:00           3.450           7.010           7.010           3.790 
16.06.2012  00:00:00           1.980           5.500           5.500           3.660 
17.06.2012  00:00:00           0.000          10.770          10.770           3.640 
18.06.2012  00:00:00           0.000          12.810          12.810           4.020 
19.06.2012  00:00:00           0.000           9.160           9.160           4.210 
20.06.2012  00:00:00           8.870           7.470           7.470           4.660 
21.06.2012  00:00:00          12.830           5.130           5.130           5.270 
22.06.2012  00:00:00           0.520           5.040           5.040           5.370 
23.06.2012  00:00:00           0.270           6.410           6.410           5.180 
24.06.2012  00:00:00           0.000          10.420          10.420           4.930 
25.06.2012  00:00:00           0.000          11.770          11.770           4.700 
26.06.2012  00:00:00           0.880           8.750           8.750           4.470 
27.06.2012  00:00:00           0.010           5.530           5.530           4.220 
28.06.2012  00:00:00           0.900           4.510           4.510           3.920 
29.06.2012  00:00:00           0.000           4.090           4.090           3.630 
30.06.2012  00:00:00           0.010           8.330           8.330           3.390 
01.07.2012  00:00:00           0.000          11.320          11.320           3.490 
02.07.2012  00:00:00           0.920          12.910          12.910           3.530 
03.07.2012  00:00:00          15.950           9.250           9.250           3.880 
04.07.2012  00:00:00           2.550           4.490           4.490           3.930 
05.07.2012  00:00:00           0.000           8.790           8.790           3.770 
06.07.2012  00:00:00           0.000          14.870          14.870           3.730 
07.07.2012  00:00:00           1.610           7.720           7.720           3.570 
08.07.2012  00:00:00           0.000           8.490           8.490           3.370 
09.07.2012  00:00:00           0.000           7.230           7.230           3.120 
10.07.2012  00:00:00           0.000           5.360           5.360           2.900 
11.07.2012  00:00:00           0.000           9.700           9.700           2.700 
12.07.2012  00:00:00           0.000          10.660          10.660           2.550 
13.07.2012  00:00:00           1.800          13.870          13.870           2.530 
14.07.2012  00:00:00           2.310          15.990          15.990           2.670 
15.07.2012  00:00:00          41.330          11.370          11.370           3.340 
16.07.2012  00:00:00           1.330          11.110          11.110           3.430 
17.07.2012  00:00:00           3.100           9.820           9.820           3.280 
18.07.2012  00:00:00           0.000           9.420           9.420           3.120 
19.07.2012  00:00:00           2.970           9.330           9.330           2.940 
20.07.2012  00:00:00           1.980           8.920           8.920           2.840 
21.07.2012  00:00:00           1.140           7.140           7.140           2.710 
22.07.2012  00:00:00           3.000           5.830           5.830           2.620 
23.07.2012  00:00:00           0.030           7.300           7.300           2.520 
24.07.2012  00:00:00           3.330          10.690          10.690           2.470 
25.07.2012  00:00:00           3.490          10.550          10.550           2.620 
26.07.2012  00:00:00           5.370           8.710           8.710           2.780 
27.07.2012  00:00:00           0.030           7.370           7.370           2.790 
28.07.2012  00:00:00           0.000           9.170           9.170           2.730 
29.07.2012  00:00:00           7.980          10.320          10.320           2.740 
30.07.2012  00:00:00           0.890          12.080          12.080           2.630 
31.07.2012  00:00:00           0.000          12.770          12.770           2.550 
01.08.2012  00:00:00           0.060          13.270          13.270           2.510 
02.08.2012  00:00:00           9.780          11.800          11.800           2.460 
03.08.2012  00:00:00          10.360          10.050          10.050           2.390 
04.08.2012  00:00:00           0.290           7.870           7.870           2.300 
05.08.2012  00:00:00           0.000           7.880           7.880           2.210 
06.08.2012  00:00:00           2.250           7.530           7.530           2.100 
07.08.2012  00:00:00           0.110           6.940           6.940           1.980 
08.08.2012  00:00:00           0.000           8.210           8.210           1.870 
09.08.2012  00:00:00           0.000           8.330           8.330           1.750 
10.08.2012  00:00:00           0.000           9.250           9.250           1.600 
11.08.2012  00:00:00           0.000          11.930          11.930           1.500 
12.08.2012  00:00:00           0.040           9.800           9.800           1.470 
13.08.2012  00:00:00           0.000          10.930          10.930           1.410 
14.08.2012  00:00:00           0.000          12.800          12.800           1.330 
15.08.2012  00:00:00           0.000          13.030          13.030           1.250 
16.08.2012  00:00:00           0.000          12.070          12.070           1.170 
17.08.2012  00:00:00           0.000          10.830          10.830           1.110 
18.08.2012  00:00:00           0.000           9.330           9.330           1.050 
19.08.2012  00:00:00           0.000           7.880           7.880           0.980 
20.08.2012  00:00:00           0.000           7.530           7.530           0.910 
21.08.2012  00:00:00           0.000           9.290           9.290           0.860 
22.08.2012  00:00:00           0.860           6.570           6.570           0.810 
23.08.2012  00:00:00           0.000           4.380           4.380           0.760 
24.08.2012  00:00:00           0.000           5.610           5.610           0.710 
25.08.2012  00:00:00           2.290           7.170           7.170           0.660 
26.08.2012  00:00:00           4.610           8.100           8.100           0.680 
27.08.2012  00:00:00           5.910           5.470           5.470           0.700 
28.08.2012  00:00:00           0.830           5.790           5.790           0.680 
29.08.2012  00:00:00           0.000          10.430          10.430           0.620 
30.08.2012  00:00:00           0.000          10.640          10.640           0.620 
31.08.2012  00:00:00           0.000          12.320          12.320           0.640 
01.09.2012  00:00:00           7.680           9.320           9.320           0.630 
02.09.2012  00:00:00           0.000          10.310          10.310           0.610 
03.09.2012  00:00:00           4.790          10.630          10.630           0.640 
04.09.2012  00:00:00           3.090           8.380           8.380           0.670 
05.09.2012  00:00:00           1.870           7.730           7.730           0.670 
06.09.2012  00:00:00           6.950           7.890           7.890           0.770 
07.09.2012  00:00:00           1.890           3.790           3.790           0.830 
08.09.2012  00:00:00           0.030           3.470           3.470           0.840 
09.09.2012  00:00:00           5.910           3.760           3.760           0.860 
10.09.2012  00:00:00           0.000           2.310           2.310           0.830 
11.09.2012  00:00:00           0.000           7.140           7.140           0.810 
12.09.2012  00:00:00           0.000          11.260          11.260           0.940 
13.09.2012  00:00:00          14.710           5.730           5.730           1.070 
14.09.2012  00:00:00           0.000           6.710           6.710           1.080 
15.09.2012  00:00:00           2.700           6.190           6.190           1.110 
16.09.2012  00:00:00           1.320           5.260           5.260           1.090 
17.09.2012  00:00:00           1.320           7.320           7.320           1.100 
18.09.2012  00:00:00           7.060           7.450           7.450           1.220 
19.09.2012  00:00:00           9.260           5.060           5.060           1.280 
20.09.2012  00:00:00           0.000           3.150           3.150           1.270 
21.09.2012  00:00:00           5.220           3.950           3.950           1.280 
22.09.2012  00:00:00           2.460           3.260           3.260           1.270 
23.09.2012  00:00:00           1.010           3.600           3.600           1.260 
24.09.2012  00:00:00           1.040           4.310           4.310           1.230 
25.09.2012  00:00:00           0.040           3.880           3.880           1.160 
26.09.2012  00:00:00           0.000           2.090           2.090           1.060 
27.09.2012  00:00:00           0.000           2.030           2.030           1.050 
28.09.2012  00:00:00           0.000           2.550           2.550           1.030 
29.09.2012  00:00:00           0.000           3.140           3.140           0.950 
30.09.2012  00:00:00           0.000           3.160           3.160           0.890 
01.10.2012  00:00:00           2.230           3.770           3.770           0.870 
02.10.2012  00:00:00           0.000           3.720           3.720           0.850 
03.10.2012  00:00:00           0.030           3.660           3.660           0.810 
04.10.2012  00:00:00           1.330           4.490           4.490           0.780 
05.10.2012  00:00:00           2.770           5.830           5.830           0.790 
06.10.2012  00:00:00           3.090           5.430           5.430           0.790 
07.10.2012  00:00:00           1.380           6.090           6.090           0.780 
08.10.2012  00:00:00           0.000           4.700           4.700           0.750 
09.10.2012  00:00:00           0.000           4.610           4.610           0.720 
10.10.2012  00:00:00           0.000           3.320           3.320           0.710 
11.10.2012  00:00:00           2.180           2.410           2.410           0.700 
12.10.2012  00:00:00           1.110           2.570           2.570           0.680 
13.10.2012  00:00:00           0.000           1.370           1.370           0.660 
14.10.2012  00:00:00           0.000           2.000           2.000           0.630 
15.10.2012  00:00:00           0.000           0.040           0.040           0.610 
16.10.2012  00:00:00           0.000          -2.780          -2.780           0.590 
17.10.2012  00:00:00           0.000          -4.270          -4.270           0.560 
18.10.2012  00:00:00           0.000          -3.800          -3.800           0.550 
19.10.2012  00:00:00           0.000          -2.870          -2.870           0.510 
20.10.2012  00:00:00           5.190          -0.640          -0.640           0.530 
21.10.2012  00:00:00           4.190          -0.200          -0.200           0.510 
22.10.2012  00:00:00           0.000           0.380           0.380           0.490 
23.10.2012  00:00:00           0.000           1.350           1.350           0.480 
24.10.2012  00:00:00          11.260          -0.270          -0.270           0.550 
25.10.2012  00:00:00           9.370          -4.290          -4.290           0.560 
26.10.2012  00:00:00          15.110          -5.670          -5.670           0.650 
27.10.2012  00:00:00          16.370          -1.210          -1.210           0.710 
28.10.2012  00:00:00          14.090          -1.150          -1.150           0.770 
29.10.2012  00:00:00           6.980          -3.670          -3.670           0.720 
30.10.2012  00:00:00           0.000          -7.110          -7.110           0.700 
31.10.2012  00:00:00           0.000          -4.130          -4.130           0.670 
01.11.2012  00:00:00           0.000          -3.680          -3.680           0.630 
02.11.2012  00:00:00           0.000          -5.020          -5.020           0.570 
03.11.2012  00:00:00           0.000           1.950           1.950           0.550 
04.11.2012  00:00:00           0.000           0.460           0.460           0.540 
05.11.2012  00:00:00           9.920           0.100           0.100           0.590 
06.11.2012  00:00:00           5.130           0.530           0.530           0.570 
07.11.2012  00:00:00           0.000          -1.530          -1.530           0.570 
08.11.2012  00:00:00           7.520          -3.210          -3.210           0.630 
09.11.2012  00:00:00           6.040          -2.500          -2.500           0.670 
10.11.2012  00:00:00           3.430          -4.390          -4.390           0.630 
11.11.2012  00:00:00           0.000          -2.750          -2.750           0.610 
12.11.2012  00:00:00           1.580          -1.590          -1.590           0.630 
13.11.2012  00:00:00           8.110          -2.470          -2.470           0.620 
14.11.2012  00:00:00           0.000          -3.550          -3.550           0.620 
15.11.2012  00:00:00          13.310          -0.070          -0.070           0.700 
16.11.2012  00:00:00           8.100           0.730           0.730           0.720 
17.11.2012  00:00:00           1.670           0.650           0.650           0.700 
18.11.2012  00:00:00           0.000          -0.970          -0.970           0.700 
19.11.2012  00:00:00           7.370          -0.750          -0.750           0.710 
20.11.2012  00:00:00           0.000          -0.990          -0.990           0.690 
21.11.2012  00:00:00           0.200          -4.450          -4.450           0.680 
22.11.2012  00:00:00           5.370           3.320           3.320           0.710 
23.11.2012  00:00:00           0.000           0.590           0.590           0.710 
24.11.2012  00:00:00           0.000           0.570           0.570           0.660 
25.11.2012  00:00:00           0.000          -0.620          -0.620           0.670 
26.11.2012  00:00:00           0.000          -5.310          -5.310           0.650 
27.11.2012  00:00:00           0.000          -3.140          -3.140           0.630 
28.11.2012  00:00:00           0.000          -4.270          -4.270           0.600 
29.11.2012  00:00:00           0.000          -6.280          -6.280           0.580 
30.11.2012  00:00:00           0.000          -9.000          -9.000           0.530 
01.12.2012  00:00:00           0.000          -9.060          -9.060           0.520 
02.12.2012  00:00:00           0.000         -13.590         -13.590           0.500 
03.12.2012  00:00:00           0.000         -10.510         -10.510           0.480 
04.12.2012  00:00:00           0.000          -6.820          -6.820           0.450 
05.12.2012  00:00:00           0.000          -7.680          -7.680           0.430 
06.12.2012  00:00:00           0.000         -12.240         -12.240           0.410 
07.12.2012  00:00:00           0.000          -8.380          -8.380           0.350 
08.12.2012  00:00:00           0.000          -8.100          -8.100           0.370 
09.12.2012  00:00:00           0.000          -5.620          -5.620           0.340 
10.12.2012  00:00:00           0.000          -7.690          -7.690           0.310 
11.12.2012  00:00:00           0.000         -10.720         -10.720           0.300 
12.12.2012  00:00:00           0.000          -7.710          -7.710           0.290 
13.12.2012  00:00:00           0.000          -7.510          -7.510           0.250 
14.12.2012  00:00:00           0.000          -6.570          -6.570           0.270 
15.12.2012  00:00:00           0.000          -5.570          -5.570           0.250 
16.12.2012  00:00:00           0.000          -5.850          -5.850           0.250 
17.12.2012  00:00:00           0.000          -6.270          -6.270           0.240 
18.12.2012  00:00:00           0.010          -5.050          -5.050           0.220 
19.12.2012  00:00:00           0.000          -5.010          -5.010           0.220 
20.12.2012  00:00:00           0.000          -6.940          -6.940           0.220 
21.12.2012  00:00:00           0.000          -9.000          -9.000           0.210 
22.12.2012  00:00:00           0.000          -8.440          -8.440           0.190 
23.12.2012  00:00:00           0.000          -7.350          -7.350           0.200 
24.12.2012  00:00:00           0.000         -10.520         -10.520           0.190 
25.12.2012  00:00:00           0.000         -11.490         -11.490           0.180 
26.12.2012  00:00:00           2.150         -11.300         -11.300           0.170 
27.12.2012  00:00:00           0.000          -9.100          -9.100           0.160 
28.12.2012  00:00:00           1.110         -10.970         -10.970           0.170 
29.12.2012  00:00:00           3.170          -7.090          -7.090           0.140 
30.12.2012  00:00:00           0.000          -3.940          -3.940           0.150 
31.12.2012  00:00:00           0.000          -2.130          -2.130           0.160 
01.01.2013  00:00:00           0.000          -4.500          -4.500           0.150 
02.01.2013  00:00:00           0.000          -5.130          -5.130           0.150 
03.01.2013  00:00:00           0.000          -8.040          -8.040           0.140 
04.01.2013  00:00:00           0.000          -8.380          -8.380           0.150 
05.01.2013  00:00:00          14.240          -4.080          -4.080           0.150 
06.01.2013  00:00:00           0.000          -2.950          -2.950           0.150 
07.01.2013  00:00:00           4.660           0.740           0.740           0.170 
08.01.2013  00:00:00           0.000          -1.580          -1.580           0.170 
09.01.2013  00:00:00          12.630          -1.920          -1.920           0.210 
10.01.2013  00:00:00           4.640           0.200           0.200           0.220 
11.01.2013  00:00:00           0.000          -2.670          -2.670           0.210 
12.01.2013  00:00:00           0.060          -0.430          -0.430           0.210 
13.01.2013  00:00:00           1.670           0.220           0.220           0.210 
14.01.2013  00:00:00           4.030          -1.040          -1.040           0.220 
15.01.2013  00:00:00           8.050          -2.400          -2.400           0.220 
16.01.2013  00:00:00           0.000          -6.780          -6.780           0.220 
17.01.2013  00:00:00           0.000          -8.240          -8.240           0.210 
18.01.2013  00:00:00           4.730          -3.710          -3.710           0.240 
19.01.2013  00:00:00          22.530           0.760           0.760           0.320 
20.01.2013  00:00:00           2.680          -4.270          -4.270           0.320 
21.01.2013  00:00:00           3.460          -6.540          -6.540           0.320 
22.01.2013  00:00:00          17.180          -1.350          -1.350           0.370 
23.01.2013  00:00:00          13.470          -7.140          -7.140           0.370 
24.01.2013  00:00:00           8.680          -6.100          -6.100           0.360 
25.01.2013  00:00:00           3.460          -8.410          -8.410           0.360 
26.01.2013  00:00:00           5.600         -11.150         -11.150           0.350 
27.01.2013  00:00:00           0.070          -9.740          -9.740           0.340 
28.01.2013  00:00:00           0.000         -14.250         -14.250           0.310 
29.01.2013  00:00:00           0.000          -9.380          -9.380           0.300 
30.01.2013  00:00:00           0.000         -11.630         -11.630           0.290 
31.01.2013  00:00:00           1.710          -7.710          -7.710           0.280 
01.02.2013  00:00:00           1.190          -7.930          -7.930           0.280 
02.02.2013  00:00:00           0.000          -7.920          -7.920           0.260 
03.02.2013  00:00:00           0.000          -9.070          -9.070           0.250 
04.02.2013  00:00:00           0.020         -11.630         -11.630           0.230 
05.02.2013  00:00:00           0.000          -9.340          -9.340           0.220 
06.02.2013  00:00:00           0.000          -5.770          -5.770           0.210 
07.02.2013  00:00:00           0.000         -11.290         -11.290           0.210 
08.02.2013  00:00:00           0.000         -10.220         -10.220           0.200 
09.02.2013  00:00:00           0.000          -9.400          -9.400           0.190 
10.02.2013  00:00:00           0.580          -9.090          -9.090           0.180 
11.02.2013  00:00:00           1.210          -6.120          -6.120           0.180 
12.02.2013  00:00:00           0.000          -8.220          -8.220           0.170 
13.02.2013  00:00:00           0.000          -5.260          -5.260           0.160 
14.02.2013  00:00:00           0.000          -6.360          -6.360           0.150 
15.02.2013  00:00:00           0.000          -8.960          -8.960           0.150 
16.02.2013  00:00:00           0.000         -10.700         -10.700           0.150 
17.02.2013  00:00:00           0.000         -10.480         -10.480           0.140 
18.02.2013  00:00:00           0.000          -8.860          -8.860           0.140 
19.02.2013  00:00:00           0.000          -9.610          -9.610           0.140 
20.02.2013  00:00:00           0.000          -7.410          -7.410           0.140 
21.02.2013  00:00:00          11.080          -1.940          -1.940           0.140 
22.02.2013  00:00:00           2.970          -5.420          -5.420           0.160 
23.02.2013  00:00:00           6.230          -2.940          -2.940           0.180 
24.02.2013  00:00:00          19.050           1.290           1.290           0.290 
25.02.2013  00:00:00          16.790           1.500           1.500           0.420 
26.02.2013  00:00:00          16.690           2.150           2.150           0.630 
27.02.2013  00:00:00           5.990          -2.600          -2.600           0.770 
28.02.2013  00:00:00          17.310           1.380           1.380           0.890 
01.03.2013  00:00:00           1.060          -4.150          -4.150           0.920 
02.03.2013  00:00:00           0.000         -10.200         -10.200           0.880 
03.03.2013  00:00:00           0.000          -8.570          -8.570           0.830 
04.03.2013  00:00:00           1.720         -11.730         -11.730           0.790 
05.03.2013  00:00:00           0.980         -10.320         -10.320           0.740 
06.03.2013  00:00:00           0.000         -11.510         -11.510           0.710 
07.03.2013  00:00:00           3.200         -10.140         -10.140           0.670 
08.03.2013  00:00:00           5.230          -9.230          -9.230           0.660 
09.03.2013  00:00:00           2.980         -10.110         -10.110           0.630 
10.03.2013  00:00:00           5.880          -6.720          -6.720           0.600 
11.03.2013  00:00:00           3.300          -6.830          -6.830           0.580 
12.03.2013  00:00:00           5.030         -12.630         -12.630           0.550 
13.03.2013  00:00:00           3.650         -12.490         -12.490           0.520 
14.03.2013  00:00:00           0.000         -11.160         -11.160           0.500 
15.03.2013  00:00:00           3.990         -11.500         -11.500           0.500 
16.03.2013  00:00:00           0.000         -10.690         -10.690           0.450 
17.03.2013  00:00:00           0.000          -5.870          -5.870           0.420 
18.03.2013  00:00:00           0.000          -4.330          -4.330           0.400 
19.03.2013  00:00:00           0.000          -4.130          -4.130           0.370 
20.03.2013  00:00:00           0.000          -7.030          -7.030           0.340 
21.03.2013  00:00:00           0.000          -7.560          -7.560           0.330 
22.03.2013  00:00:00           0.010          -7.980          -7.980           0.320 
23.03.2013  00:00:00           1.790          -3.910          -3.910           0.320 
24.03.2013  00:00:00           6.010          -1.810          -1.810           0.330 
25.03.2013  00:00:00           9.770          -2.700          -2.700           0.350 
26.03.2013  00:00:00           2.050          -5.620          -5.620           0.340 
27.03.2013  00:00:00           2.920          -3.910          -3.910           0.330 
28.03.2013  00:00:00           6.860          -5.200          -5.200           0.340 
29.03.2013  00:00:00          12.760          -6.390          -6.390           0.370 
30.03.2013  00:00:00           5.540          -5.410          -5.410           0.390 
31.03.2013  00:00:00           6.910          -4.070          -4.070           0.420 
01.04.2013  00:00:00           8.120          -4.290          -4.290           0.440 
02.04.2013  00:00:00           3.430          -3.760          -3.760           0.430 
03.04.2013  00:00:00           4.740          -5.100          -5.100           0.430 
04.04.2013  00:00:00           5.250          -5.530          -5.530           0.440 
05.04.2013  00:00:00           0.150          -7.040          -7.040           0.420 
06.04.2013  00:00:00           0.000          -5.930          -5.930           0.400 
07.04.2013  00:00:00           2.160          -6.240          -6.240           0.380 
08.04.2013  00:00:00           3.510          -5.850          -5.850           0.380 
09.04.2013  00:00:00           0.000          -9.950          -9.950           0.360 
10.04.2013  00:00:00           6.230          -3.950          -3.950           0.350 
11.04.2013  00:00:00           0.000          -0.680          -0.680           0.320 
12.04.2013  00:00:00           0.000          -2.780          -2.780           0.300 
13.04.2013  00:00:00           0.000          -2.930          -2.930           0.290 
14.04.2013  00:00:00           0.000          -3.470          -3.470           0.280 
15.04.2013  00:00:00           3.220           1.370           1.370           0.270 
16.04.2013  00:00:00           0.830           3.050           3.050           0.270 
17.04.2013  00:00:00           0.000           5.650           5.650           0.260 
18.04.2013  00:00:00           1.710           2.880           2.880           0.280 
19.04.2013  00:00:00           0.620           3.060           3.060           0.330 
20.04.2013  00:00:00           5.830           1.040           1.040           0.400 
21.04.2013  00:00:00           0.840           0.140           0.140           0.410 
22.04.2013  00:00:00           0.000           4.160           4.160           0.430 
23.04.2013  00:00:00           0.000           3.220           3.220           0.470 
24.04.2013  00:00:00           0.000           2.640           2.640           0.500 
25.04.2013  00:00:00           1.730           2.750           2.750           0.530 
26.04.2013  00:00:00           0.000           1.890           1.890           0.540 
27.04.2013  00:00:00           2.700           0.570           0.570           0.560 
28.04.2013  00:00:00           0.160          -1.350          -1.350           0.560 
29.04.2013  00:00:00           0.020           0.180           0.180           0.560 
30.04.2013  00:00:00           0.000           1.900           1.900           0.560 
