date        time     P_O_Ytre_607moh   T_Ytre_607moh   T_Ytre_607moh          Q_Ytre 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
17.11.2007  00:00:00           5.270          -4.770          -4.770           0.950 
18.11.2007  00:00:00           4.770          -3.660          -3.660           0.940 
19.11.2007  00:00:00          10.470           0.290           0.290           1.020 
20.11.2007  00:00:00           0.030          -3.000          -3.000           0.990 
21.11.2007  00:00:00           0.020           2.870           2.870           1.000 
22.11.2007  00:00:00           4.490           2.620           2.620           1.010 
23.11.2007  00:00:00           6.150          -4.260          -4.260           1.040 
24.11.2007  00:00:00          14.460          -2.760          -2.760           1.080 
25.11.2007  00:00:00           3.070          -0.720          -0.720           1.060 
26.11.2007  00:00:00           0.430          -3.560          -3.560           1.020 
27.11.2007  00:00:00           5.140          -3.940          -3.940           1.050 
28.11.2007  00:00:00           3.360          -6.740          -6.740           1.010 
29.11.2007  00:00:00           0.010          -6.550          -6.550           0.940 
30.11.2007  00:00:00           0.000         -10.730         -10.730           0.910 
01.12.2007  00:00:00           0.000          -4.630          -4.630           0.820 
02.12.2007  00:00:00           0.000          -4.660          -4.660           0.790 
03.12.2007  00:00:00           0.000          -8.210          -8.210           0.730 
04.12.2007  00:00:00           0.000          -7.910          -7.910           0.700 
05.12.2007  00:00:00           0.000         -12.220         -12.220           0.640 
06.12.2007  00:00:00           0.000          -6.600          -6.600           0.640 
07.12.2007  00:00:00           0.000          -4.110          -4.110           0.600 
08.12.2007  00:00:00           0.000          -4.920          -4.920           0.580 
09.12.2007  00:00:00           4.080          -3.410          -3.410           0.570 
10.12.2007  00:00:00           1.940          -3.920          -3.920           0.570 
11.12.2007  00:00:00           4.110          -1.760          -1.760           0.580 
12.12.2007  00:00:00           5.700          -4.890          -4.890           0.600 
13.12.2007  00:00:00           3.690          -1.930          -1.930           0.620 
14.12.2007  00:00:00           5.410           2.040           2.040           0.760 
15.12.2007  00:00:00           3.710           3.310           3.310           0.860 
16.12.2007  00:00:00           7.490           4.970           4.970           1.410 
17.12.2007  00:00:00          17.760           4.660           4.660           2.710 
18.12.2007  00:00:00           8.510           5.630           5.630           3.990 
19.12.2007  00:00:00           5.830           3.850           3.850           4.500 
20.12.2007  00:00:00          14.890           0.690           0.690           4.740 
21.12.2007  00:00:00          20.770           0.060           0.060           5.160 
22.12.2007  00:00:00           2.390           1.180           1.180           5.380 
23.12.2007  00:00:00           0.640          -3.350          -3.350           5.190 
24.12.2007  00:00:00           0.030           1.600           1.600           4.930 
25.12.2007  00:00:00           6.930           1.510           1.510           4.710 
26.12.2007  00:00:00           0.060          -4.060          -4.060           4.410 
27.12.2007  00:00:00           0.170          -6.040          -6.040           4.020 
28.12.2007  00:00:00           4.380          -0.850          -0.850           3.790 
29.12.2007  00:00:00           0.000           0.090           0.090           3.500 
30.12.2007  00:00:00           0.000          -4.030          -4.030           3.170 
31.12.2007  00:00:00           0.000          -9.370          -9.370           2.890 
01.01.2008  00:00:00           0.000         -11.500         -11.500           2.620 
02.01.2008  00:00:00           0.000         -10.390         -10.390           2.430 
03.01.2008  00:00:00           0.000          -7.330          -7.330           2.240 
04.01.2008  00:00:00           0.000          -6.300          -6.300           1.940 
05.01.2008  00:00:00           0.000          -6.880          -6.880           1.740 
06.01.2008  00:00:00           0.000          -6.640          -6.640           1.580 
07.01.2008  00:00:00           0.000          -6.100          -6.100           1.460 
08.01.2008  00:00:00           0.860          -5.170          -5.170           1.350 
09.01.2008  00:00:00           2.580          -3.670          -3.670           1.250 
10.01.2008  00:00:00           0.000          -6.920          -6.920           1.130 
11.01.2008  00:00:00           0.000          -7.460          -7.460           1.060 
12.01.2008  00:00:00           0.000          -7.120          -7.120           0.980 
13.01.2008  00:00:00           0.000          -7.050          -7.050           0.940 
14.01.2008  00:00:00           0.000         -11.460         -11.460           0.870 
15.01.2008  00:00:00           1.900          -8.360          -8.360           0.830 
16.01.2008  00:00:00           0.000          -3.700          -3.700           0.810 
17.01.2008  00:00:00           0.210          -3.680          -3.680           0.750 
18.01.2008  00:00:00           0.030         -10.020         -10.020           0.730 
19.01.2008  00:00:00           0.000          -8.470          -8.470           0.670 
20.01.2008  00:00:00           0.000          -0.300          -0.300           0.670 
21.01.2008  00:00:00           0.100          -2.280          -2.280           0.640 
22.01.2008  00:00:00           0.000          -8.000          -8.000           0.590 
23.01.2008  00:00:00           0.000         -10.170         -10.170           0.560 
24.01.2008  00:00:00           0.000          -8.170          -8.170           0.490 
25.01.2008  00:00:00           2.820          -3.760          -3.760           0.550 
26.01.2008  00:00:00           1.860          -8.280          -8.280           0.510 
27.01.2008  00:00:00           1.670         -10.470         -10.470           0.520 
28.01.2008  00:00:00           9.030          -5.120          -5.120           0.540 
29.01.2008  00:00:00           7.650          -1.250          -1.250           0.580 
30.01.2008  00:00:00          16.100          -1.910          -1.910           0.660 
31.01.2008  00:00:00           3.390          -3.560          -3.560           0.660 
01.02.2008  00:00:00           0.030          -9.730          -9.730           0.590 
02.02.2008  00:00:00           0.000          -3.480          -3.480           0.580 
03.02.2008  00:00:00           4.430          -2.790          -2.790           0.580 
04.02.2008  00:00:00           4.270          -3.700          -3.700           0.540 
05.02.2008  00:00:00           0.000          -7.830          -7.830           0.490 
06.02.2008  00:00:00           0.000          -4.390          -4.390           0.420 
07.02.2008  00:00:00           0.000          -6.100          -6.100           0.420 
08.02.2008  00:00:00           0.610          -2.960          -2.960           0.440 
09.02.2008  00:00:00           0.070          -4.790          -4.790           0.410 
10.02.2008  00:00:00           0.010          -3.400          -3.400           0.380 
11.02.2008  00:00:00           1.020           2.940           2.940           0.400 
12.02.2008  00:00:00           2.100           4.440           4.440           0.460 
13.02.2008  00:00:00          15.570           0.510           0.510           0.630 
14.02.2008  00:00:00          11.070          -4.570          -4.570           0.660 
15.02.2008  00:00:00           4.530          -5.870          -5.870           0.670 
16.02.2008  00:00:00           3.270          -3.420          -3.420           0.680 
17.02.2008  00:00:00          12.330          -0.330          -0.330           0.710 
18.02.2008  00:00:00          12.340          -3.470          -3.470           0.750 
19.02.2008  00:00:00           6.460          -3.710          -3.710           0.800 
20.02.2008  00:00:00           3.560          -6.650          -6.650           0.780 
21.02.2008  00:00:00           3.700          -4.710          -4.710           0.730 
22.02.2008  00:00:00           0.510          -0.890          -0.890           0.660 
23.02.2008  00:00:00           1.510          -3.530          -3.530           0.640 
24.02.2008  00:00:00           0.000          -9.070          -9.070           0.560 
25.02.2008  00:00:00           0.000          -9.780          -9.780           0.570 
26.02.2008  00:00:00           3.720          -6.020          -6.020           0.560 
27.02.2008  00:00:00           0.030          -7.150          -7.150           0.540 
28.02.2008  00:00:00           0.000          -8.350          -8.350           0.510 
29.02.2008  00:00:00           1.290         -11.650         -11.650           0.500 
01.03.2008  00:00:00           0.000         -10.200         -10.200           0.470 
02.03.2008  00:00:00           0.000         -11.510         -11.510           0.480 
03.03.2008  00:00:00           0.000         -12.670         -12.670           0.490 
04.03.2008  00:00:00           0.000         -10.710         -10.710           0.490 
05.03.2008  00:00:00           0.000         -13.440         -13.440           0.480 
06.03.2008  00:00:00           0.000          -9.980          -9.980           0.480 
07.03.2008  00:00:00           0.000          -7.660          -7.660           0.470 
08.03.2008  00:00:00           0.000          -9.760          -9.760           0.430 
09.03.2008  00:00:00           0.000          -6.110          -6.110           0.370 
10.03.2008  00:00:00           0.000          -2.400          -2.400           0.410 
11.03.2008  00:00:00           0.000          -0.810          -0.810           0.410 
12.03.2008  00:00:00           0.000          -3.670          -3.670           0.380 
13.03.2008  00:00:00           0.000          -2.090          -2.090           0.370 
14.03.2008  00:00:00           0.000          -1.290          -1.290           0.380 
15.03.2008  00:00:00           0.000          -2.160          -2.160           0.370 
16.03.2008  00:00:00           0.400          -1.610          -1.610           0.370 
17.03.2008  00:00:00           0.000          -0.520          -0.520           0.350 
18.03.2008  00:00:00           0.020          -3.050          -3.050           0.350 
19.03.2008  00:00:00           2.610          -5.640          -5.640           0.350 
20.03.2008  00:00:00           0.000         -11.730         -11.730           0.350 
21.03.2008  00:00:00           0.000         -13.590         -13.590           0.340 
22.03.2008  00:00:00           0.000         -13.980         -13.980           0.330 
23.03.2008  00:00:00           0.000         -13.860         -13.860           0.280 
24.03.2008  00:00:00           0.000         -12.910         -12.910           0.290 
25.03.2008  00:00:00           1.640         -12.590         -12.590           0.300 
26.03.2008  00:00:00           2.400          -8.610          -8.610           0.290 
27.03.2008  00:00:00           0.000          -8.980          -8.980           0.280 
28.03.2008  00:00:00           4.150          -8.700          -8.700           0.330 
29.03.2008  00:00:00           2.170          -7.750          -7.750           0.320 
30.03.2008  00:00:00           0.000          -6.830          -6.830           0.320 
31.03.2008  00:00:00           2.010          -2.930          -2.930           0.330 
01.04.2008  00:00:00          12.610          -0.610          -0.610           0.380 
02.04.2008  00:00:00           5.980           0.660           0.660           0.390 
03.04.2008  00:00:00           0.030          -3.850          -3.850           0.350 
04.04.2008  00:00:00           0.000          -3.610          -3.610           0.360 
05.04.2008  00:00:00           0.000          -2.220          -2.220           0.350 
06.04.2008  00:00:00           0.170          -3.740          -3.740           0.350 
07.04.2008  00:00:00           0.000          -3.520          -3.520           0.290 
08.04.2008  00:00:00           0.000          -3.430          -3.430           0.280 
09.04.2008  00:00:00           0.000          -4.070          -4.070           0.270 
10.04.2008  00:00:00           0.000          -2.820          -2.820           0.270 
11.04.2008  00:00:00           0.000          -7.010          -7.010           0.260 
12.04.2008  00:00:00           0.000          -6.250          -6.250           0.250 
13.04.2008  00:00:00           0.000          -2.960          -2.960           0.240 
14.04.2008  00:00:00           0.000          -0.840          -0.840           0.240 
15.04.2008  00:00:00           2.300          -3.440          -3.440           0.240 
16.04.2008  00:00:00           0.030          -1.060          -1.060           0.240 
17.04.2008  00:00:00           9.660          -1.380          -1.380           0.320 
18.04.2008  00:00:00          24.150           0.750           0.750           0.390 
19.04.2008  00:00:00           3.850          -1.610          -1.610           0.420 
20.04.2008  00:00:00           0.040          -2.100          -2.100           0.420 
21.04.2008  00:00:00           2.170          -1.870          -1.870           0.420 
22.04.2008  00:00:00           1.660          -0.280          -0.280           0.410 
23.04.2008  00:00:00           1.900           1.390           1.390           0.420 
24.04.2008  00:00:00           3.480           1.360           1.360           0.430 
25.04.2008  00:00:00           0.830          -0.630          -0.630           0.420 
26.04.2008  00:00:00           0.000          -1.660          -1.660           0.400 
27.04.2008  00:00:00           0.000           0.140           0.140           0.390 
28.04.2008  00:00:00           0.000           2.950           2.950           0.370 
29.04.2008  00:00:00           0.030           5.320           5.320           0.390 
30.04.2008  00:00:00           0.000           5.770           5.770           0.410 
01.05.2008  00:00:00           0.000           7.710           7.710           0.470 
02.05.2008  00:00:00           0.000           7.940           7.940           0.590 
03.05.2008  00:00:00           0.000           7.950           7.950           0.830 
04.05.2008  00:00:00           0.970           8.530           8.530           1.220 
05.05.2008  00:00:00           5.210           4.470           4.470           1.780 
06.05.2008  00:00:00           1.270           3.370           3.370           2.160 
07.05.2008  00:00:00          13.310           2.970           2.970           2.660 
08.05.2008  00:00:00           2.630           3.040           3.040           3.030 
09.05.2008  00:00:00           4.260           4.080           4.080           3.470 
10.05.2008  00:00:00           6.710           3.130           3.130           4.000 
11.05.2008  00:00:00           7.380           0.430           0.430           4.040 
12.05.2008  00:00:00           6.540           0.440           0.440           4.020 
13.05.2008  00:00:00          10.010          -0.820          -0.820           3.880 
14.05.2008  00:00:00           2.590           0.110           0.110           3.660 
15.05.2008  00:00:00           0.000           0.480           0.480           3.420 
16.05.2008  00:00:00           0.000           0.930           0.930           3.210 
17.05.2008  00:00:00           0.030           0.910           0.910           3.000 
18.05.2008  00:00:00           0.040           0.660           0.660           2.820 
19.05.2008  00:00:00           0.030           1.800           1.800           2.640 
20.05.2008  00:00:00           0.000           3.250           3.250           2.450 
21.05.2008  00:00:00           0.000           2.970           2.970           2.320 
22.05.2008  00:00:00           0.000           2.470           2.470           2.210 
23.05.2008  00:00:00           0.000           5.200           5.200           2.130 
24.05.2008  00:00:00           0.000           5.130           5.130           2.100 
25.05.2008  00:00:00           0.000           4.230           4.230           2.060 
26.05.2008  00:00:00           2.950           3.990           3.990           2.070 
27.05.2008  00:00:00           0.880           4.740           4.740           2.150 
28.05.2008  00:00:00           5.750           5.610           5.610           2.500 
29.05.2008  00:00:00           1.290           6.470           6.470           3.000 
30.05.2008  00:00:00           0.190           5.830           5.830           3.430 
31.05.2008  00:00:00           0.000           8.120           8.120           3.600 
01.06.2008  00:00:00           0.000          12.410          12.410           3.940 
02.06.2008  00:00:00           2.970           7.920           7.920           4.400 
03.06.2008  00:00:00           0.000           6.400           6.400           4.570 
04.06.2008  00:00:00           0.000           9.470           9.470           4.560 
05.06.2008  00:00:00           0.000          11.740          11.740           4.590 
06.06.2008  00:00:00           0.000           9.310           9.310           4.590 
07.06.2008  00:00:00           0.000           7.930           7.930           4.480 
08.06.2008  00:00:00           0.000           9.380           9.380           4.390 
09.06.2008  00:00:00           0.000           6.060           6.060           4.220 
10.06.2008  00:00:00           0.000           6.420           6.420           3.980 
11.06.2008  00:00:00           0.000           7.760           7.760           3.700 
12.06.2008  00:00:00           0.000           7.260           7.260           3.490 
13.06.2008  00:00:00           0.000           7.920           7.920           3.230 
14.06.2008  00:00:00           0.000           8.130           8.130           3.000 
15.06.2008  00:00:00           0.000           7.830           7.830           2.850 
16.06.2008  00:00:00           0.000           7.180           7.180           2.710 
17.06.2008  00:00:00           0.000           8.160           8.160           2.610 
18.06.2008  00:00:00           3.290           8.180           8.180           2.600 
19.06.2008  00:00:00           4.210           7.620           7.620           2.620 
20.06.2008  00:00:00           1.090           8.650           8.650           2.640 
21.06.2008  00:00:00           1.620          12.970          12.970           3.010 
22.06.2008  00:00:00           3.190          11.810          11.810           3.090 
23.06.2008  00:00:00           0.850           7.080           7.080           2.990 
24.06.2008  00:00:00           0.840          11.580          11.580           2.980 
25.06.2008  00:00:00          16.200           9.430           9.430           3.290 
26.06.2008  00:00:00           6.440           7.610           7.610           3.450 
27.06.2008  00:00:00           8.220           6.680           6.680           3.740 
28.06.2008  00:00:00           0.920           6.650           6.650           3.740 
29.06.2008  00:00:00           0.000           8.880           8.880           3.580 
30.06.2008  00:00:00           0.040          10.180          10.180           3.500 
01.07.2008  00:00:00           1.130          14.870          14.870           3.490 
02.07.2008  00:00:00           6.360          12.350          12.350           3.470 
03.07.2008  00:00:00           0.000          10.740          10.740           3.280 
04.07.2008  00:00:00           0.000           9.220           9.220           3.110 
05.07.2008  00:00:00           0.000           7.650           7.650           2.890 
06.07.2008  00:00:00           0.000           8.080           8.080           2.700 
07.07.2008  00:00:00           0.000          10.160          10.160           2.500 
08.07.2008  00:00:00           0.000           9.130           9.130           2.330 
09.07.2008  00:00:00           0.000           8.530           8.530           2.150 
10.07.2008  00:00:00           0.060           7.240           7.240           2.000 
11.07.2008  00:00:00           0.000           7.610           7.610           1.860 
12.07.2008  00:00:00           0.000           9.580           9.580           1.740 
13.07.2008  00:00:00           0.000          11.390          11.390           1.640 
14.07.2008  00:00:00           0.000          12.490          12.490           1.580 
15.07.2008  00:00:00           0.050          11.270          11.270           1.520 
16.07.2008  00:00:00          11.280          10.880          10.880           1.560 
17.07.2008  00:00:00           0.840           7.820           7.820           1.520 
18.07.2008  00:00:00           4.650          10.970          10.970           1.500 
19.07.2008  00:00:00           0.220          10.260          10.260           1.490 
20.07.2008  00:00:00           2.270          11.410          11.410           1.460 
21.07.2008  00:00:00           0.030          16.080          16.080           1.420 
22.07.2008  00:00:00           7.360          13.840          13.840           1.510 
23.07.2008  00:00:00          16.180           9.970           9.970           1.720 
24.07.2008  00:00:00           3.340          10.860          10.860           1.810 
25.07.2008  00:00:00           3.720          12.200          12.200           1.950 
26.07.2008  00:00:00           0.000          11.250          11.250           1.950 
27.07.2008  00:00:00           0.000          11.220          11.220           1.890 
28.07.2008  00:00:00           0.000          13.300          13.300           1.820 
29.07.2008  00:00:00           0.000          11.830          11.830           1.740 
30.07.2008  00:00:00           0.000          14.490          14.490           1.660 
31.07.2008  00:00:00           1.000          13.570          13.570           1.580 
01.08.2008  00:00:00           0.000           8.170           8.170           1.460 
02.08.2008  00:00:00           0.030           7.570           7.570           1.360 
03.08.2008  00:00:00           0.000           6.560           6.560           1.270 
04.08.2008  00:00:00           0.000           9.050           9.050           1.180 
05.08.2008  00:00:00           0.000           9.660           9.660           1.090 
06.08.2008  00:00:00           0.000          10.820          10.820           1.020 
07.08.2008  00:00:00           0.000           9.410           9.410           0.950 
08.08.2008  00:00:00           0.000           7.910           7.910           0.890 
09.08.2008  00:00:00           0.000           8.300           8.300           0.840 
10.08.2008  00:00:00           0.560           8.180           8.180           0.800 
11.08.2008  00:00:00           0.000           8.530           8.530           0.760 
12.08.2008  00:00:00           0.500          12.010          12.010           0.700 
13.08.2008  00:00:00           3.270          10.720          10.720           0.680 
14.08.2008  00:00:00           1.480          10.370          10.370           0.670 
15.08.2008  00:00:00           4.290          10.430          10.430           0.700 
16.08.2008  00:00:00           1.480           8.830           8.830           0.700 
17.08.2008  00:00:00           1.650           9.380           9.380           0.670 
18.08.2008  00:00:00           0.000           8.090           8.090           0.650 
19.08.2008  00:00:00           0.000          10.720          10.720           0.630 
20.08.2008  00:00:00           1.230          10.540          10.540           0.600 
21.08.2008  00:00:00           1.360           9.780           9.780           0.600 
22.08.2008  00:00:00           2.040          11.300          11.300           0.590 
23.08.2008  00:00:00           2.490           9.850           9.850           0.580 
24.08.2008  00:00:00           0.000           8.440           8.440           0.570 
25.08.2008  00:00:00           0.000          10.190          10.190           0.540 
26.08.2008  00:00:00           0.000          11.130          11.130           0.510 
27.08.2008  00:00:00           0.010          10.980          10.980           0.490 
28.08.2008  00:00:00           0.470           9.930           9.930           0.470 
29.08.2008  00:00:00           0.010           7.030           7.030           0.450 
30.08.2008  00:00:00           0.040           6.850           6.850           0.430 
31.08.2008  00:00:00           0.000           3.690           3.690           0.410 
01.09.2008  00:00:00           2.990           5.040           5.040           0.410 
02.09.2008  00:00:00           0.040           4.510           4.510           0.410 
03.09.2008  00:00:00           0.050           3.040           3.040           0.400 
04.09.2008  00:00:00           0.200           5.650           5.650           0.410 
05.09.2008  00:00:00           5.920           5.180           5.180           0.420 
06.09.2008  00:00:00           3.810           4.910           4.910           0.450 
07.09.2008  00:00:00           0.530           4.920           4.920           0.450 
08.09.2008  00:00:00           1.570           6.830           6.830           0.450 
09.09.2008  00:00:00           0.000           5.820           5.820           0.460 
10.09.2008  00:00:00           0.000           6.470           6.470           0.440 
11.09.2008  00:00:00           0.000           7.060           7.060           0.430 
12.09.2008  00:00:00           0.000           6.260           6.260           0.420 
13.09.2008  00:00:00           0.000           4.690           4.690           0.410 
14.09.2008  00:00:00           0.000           4.370           4.370           0.400 
15.09.2008  00:00:00           0.000           5.050           5.050           0.400 
16.09.2008  00:00:00           0.000           6.910           6.910           0.380 
17.09.2008  00:00:00           0.000           5.910           5.910           0.380 
18.09.2008  00:00:00           0.000           5.220           5.220           0.370 
19.09.2008  00:00:00           0.000           5.530           5.530           0.350 
20.09.2008  00:00:00           4.720           7.010           7.010           0.360 
21.09.2008  00:00:00           0.000           8.480           8.480           0.350 
22.09.2008  00:00:00           2.930          12.390          12.390           0.370 
23.09.2008  00:00:00           0.680           8.910           8.910           0.440 
24.09.2008  00:00:00          17.220           6.810           6.810           0.640 
25.09.2008  00:00:00           2.030           2.490           2.490           0.690 
26.09.2008  00:00:00           5.760           4.110           4.110           0.800 
27.09.2008  00:00:00          11.020           4.740           4.740           0.970 
28.09.2008  00:00:00          11.440           6.060           6.060           1.310 
29.09.2008  00:00:00          18.200           4.900           4.900           1.670 
30.09.2008  00:00:00           2.050           1.830           1.830           1.740 
01.10.2008  00:00:00           0.000          -1.170          -1.170           1.730 
02.10.2008  00:00:00           0.000           1.280           1.280           1.660 
03.10.2008  00:00:00           0.040           1.500           1.500           1.600 
04.10.2008  00:00:00           0.300           0.120           0.120           1.530 
05.10.2008  00:00:00           0.000          -0.180          -0.180           1.420 
06.10.2008  00:00:00           0.000           4.300           4.300           1.450 
07.10.2008  00:00:00           1.380           4.750           4.750           1.430 
08.10.2008  00:00:00           0.040           2.870           2.870           1.360 
09.10.2008  00:00:00           0.030           1.640           1.640           1.290 
10.10.2008  00:00:00           0.590           4.700           4.700           1.260 
11.10.2008  00:00:00           3.760           6.290           6.290           1.260 
12.10.2008  00:00:00           1.660           4.910           4.910           1.250 
13.10.2008  00:00:00           1.990           2.660           2.660           1.220 
14.10.2008  00:00:00           0.340           3.210           3.210           1.160 
15.10.2008  00:00:00           0.450           3.110           3.110           1.120 
16.10.2008  00:00:00           0.910           0.130           0.130           1.050 
17.10.2008  00:00:00           0.100          -1.450          -1.450           1.020 
18.10.2008  00:00:00           0.040          -1.220          -1.220           0.970 
19.10.2008  00:00:00           0.040          -2.540          -2.540           0.920 
20.10.2008  00:00:00           0.640          -0.500          -0.500           0.880 
21.10.2008  00:00:00           0.890           2.190           2.190           0.840 
22.10.2008  00:00:00           0.250           4.590           4.590           0.820 
23.10.2008  00:00:00           0.240           3.230           3.230           0.850 
24.10.2008  00:00:00           6.830           2.480           2.480           0.880 
25.10.2008  00:00:00           3.300           1.810           1.810           0.860 
26.10.2008  00:00:00           0.000           1.450           1.450           0.870 
27.10.2008  00:00:00           3.130           3.310           3.310           0.840 
28.10.2008  00:00:00           0.010          -1.460          -1.460           0.810 
29.10.2008  00:00:00           2.710          -3.190          -3.190           0.790 
30.10.2008  00:00:00           1.520          -3.600          -3.600           0.760 
31.10.2008  00:00:00           0.440          -6.920          -6.920           0.720 
01.11.2008  00:00:00           0.000          -8.740          -8.740           0.700 
02.11.2008  00:00:00           0.000          -1.560          -1.560           0.680 
03.11.2008  00:00:00          10.170           1.110           1.110           0.700 
04.11.2008  00:00:00           3.220          -0.970          -0.970           0.720 
05.11.2008  00:00:00          16.190           0.970           0.970           0.840 
06.11.2008  00:00:00           1.800          -2.220          -2.220           0.820 
07.11.2008  00:00:00           3.380          -1.630          -1.630           0.810 
08.11.2008  00:00:00           1.150          -1.460          -1.460           0.800 
09.11.2008  00:00:00           0.050          -0.050          -0.050           0.790 
10.11.2008  00:00:00           0.000          -1.760          -1.760           0.790 
11.11.2008  00:00:00           0.000          -2.400          -2.400           0.780 
12.11.2008  00:00:00           3.270          -0.890          -0.890           0.790 
13.11.2008  00:00:00           2.260          -7.770          -7.770           0.780 
14.11.2008  00:00:00           0.000         -10.790         -10.790           0.760 
15.11.2008  00:00:00           2.300          -6.400          -6.400           0.740 
16.11.2008  00:00:00           0.000          -9.970          -9.970           0.720 
17.11.2008  00:00:00           7.750          -7.990          -7.990           0.730 
18.11.2008  00:00:00           6.670          -3.310          -3.310           0.740 
19.11.2008  00:00:00           1.160          -2.350          -2.350           0.720 
20.11.2008  00:00:00           0.030          -7.870          -7.870           0.690 
21.11.2008  00:00:00           1.170          -7.170          -7.170           0.660 
22.11.2008  00:00:00           2.510          -3.510          -3.510           0.640 
23.11.2008  00:00:00           0.000         -10.040         -10.040           0.590 
24.11.2008  00:00:00           0.100          -8.950          -8.950           0.570 
25.11.2008  00:00:00           0.000          -3.940          -3.940           0.540 
26.11.2008  00:00:00           0.000          -8.950          -8.950           0.510 
27.11.2008  00:00:00           6.840          -7.550          -7.550           0.490 
28.11.2008  00:00:00           0.000          -8.400          -8.400           0.450 
29.11.2008  00:00:00           0.030          -5.900          -5.900           0.420 
30.11.2008  00:00:00           0.000          -6.490          -6.490           0.410 
01.12.2008  00:00:00           1.470          -7.420          -7.420           0.400 
02.12.2008  00:00:00           0.040          -4.870          -4.870           0.380 
03.12.2008  00:00:00           0.000          -8.310          -8.310           0.360 
04.12.2008  00:00:00           0.000          -4.710          -4.710           0.330 
05.12.2008  00:00:00           0.000          -5.450          -5.450           0.340 
06.12.2008  00:00:00           0.000         -13.890         -13.890           0.330 
07.12.2008  00:00:00           0.000         -12.430         -12.430           0.310 
08.12.2008  00:00:00           0.000          -6.490          -6.490           0.310 
09.12.2008  00:00:00           0.000          -6.530          -6.530           0.300 
10.12.2008  00:00:00           0.000         -11.050         -11.050           0.300 
11.12.2008  00:00:00           0.000         -11.170         -11.170           0.290 
12.12.2008  00:00:00           0.000          -8.190          -8.190           0.280 
13.12.2008  00:00:00           0.000          -5.020          -5.020           0.270 
14.12.2008  00:00:00           0.000          -9.600          -9.600           0.250 
15.12.2008  00:00:00           0.000          -8.550          -8.550           0.240 
16.12.2008  00:00:00           0.000          -7.220          -7.220           0.210 
17.12.2008  00:00:00           0.000           1.020           1.020           0.230 
18.12.2008  00:00:00           0.000           1.990           1.990           0.230 
19.12.2008  00:00:00           0.030           0.950           0.950           0.240 
20.12.2008  00:00:00           1.530           0.330           0.330           0.240 
21.12.2008  00:00:00           0.000          -3.590          -3.590           0.240 
22.12.2008  00:00:00           0.000          -8.340          -8.340           0.240 
23.12.2008  00:00:00           9.700          -7.900          -7.900           0.270 
24.12.2008  00:00:00           2.350          -9.380          -9.380           0.250 
25.12.2008  00:00:00           2.470          -4.260          -4.260           0.280 
26.12.2008  00:00:00           6.710           4.520           4.520           0.410 
27.12.2008  00:00:00          18.730          -0.310          -0.310           0.500 
28.12.2008  00:00:00          14.750           0.190           0.190           0.550 
29.12.2008  00:00:00           5.690           4.400           4.400           0.770 
30.12.2008  00:00:00          15.570           3.150           3.150           1.170 
31.12.2008  00:00:00          21.650          -2.460          -2.460           1.550 
01.01.2009  00:00:00           9.340          -7.530          -7.530           1.670 
02.01.2009  00:00:00          10.140          -9.030          -9.030           1.740 
03.01.2009  00:00:00           1.210         -12.870         -12.870           1.710 
04.01.2009  00:00:00           1.500         -10.810         -10.810           1.680 
05.01.2009  00:00:00           7.950          -9.160          -9.160           1.720 
06.01.2009  00:00:00           8.160          -6.520          -6.520           1.760 
07.01.2009  00:00:00           9.570          -9.380          -9.380           1.770 
08.01.2009  00:00:00           2.570         -11.770         -11.770           1.710 
09.01.2009  00:00:00           5.040          -4.090          -4.090           1.640 
10.01.2009  00:00:00           4.970           0.290           0.290           1.660 
11.01.2009  00:00:00          11.970           3.710           3.710           1.800 
12.01.2009  00:00:00           3.440           2.170           2.170           1.930 
13.01.2009  00:00:00           1.220          -8.050          -8.050           1.870 
14.01.2009  00:00:00           3.370         -14.320         -14.320           1.800 
15.01.2009  00:00:00           6.520         -12.170         -12.170           1.770 
16.01.2009  00:00:00           1.610          -6.180          -6.180           1.620 
17.01.2009  00:00:00           0.000          -6.060          -6.060           1.520 
18.01.2009  00:00:00           0.000          -5.930          -5.930           1.430 
19.01.2009  00:00:00           0.000          -5.980          -5.980           1.310 
20.01.2009  00:00:00           0.000          -5.040          -5.040           1.240 
21.01.2009  00:00:00           0.000          -4.620          -4.620           1.080 
22.01.2009  00:00:00           0.000          -2.400          -2.400           1.110 
23.01.2009  00:00:00           0.000          -3.870          -3.870           1.030 
24.01.2009  00:00:00           0.000          -5.740          -5.740           0.980 
25.01.2009  00:00:00           0.000         -11.600         -11.600           0.940 
26.01.2009  00:00:00           0.000         -10.180         -10.180           0.890 
27.01.2009  00:00:00           0.000          -9.200          -9.200           0.840 
28.01.2009  00:00:00           0.000         -11.240         -11.240           0.760 
29.01.2009  00:00:00           0.000          -9.840          -9.840           0.730 
30.01.2009  00:00:00           0.000          -5.670          -5.670           0.690 
31.01.2009  00:00:00           0.000          -3.750          -3.750           0.650 
01.02.2009  00:00:00           0.000           2.570           2.570           0.640 
02.02.2009  00:00:00           4.260           1.050           1.050           0.650 
03.02.2009  00:00:00          10.050          -2.020          -2.020           0.660 
04.02.2009  00:00:00           0.620          -5.740          -5.740           0.620 
05.02.2009  00:00:00           0.000         -10.210         -10.210           0.550 
06.02.2009  00:00:00           0.000         -13.290         -13.290           0.550 
