,predicted_residual,observed_residual,hbv_simulated,hbv_observed,hbv_BB_simulated,hbv_BB_observed
0,[-0.1884956],[0.158],[0.878],[0.72],[1.06649561],[0.72]
1,[-0.14194447],[0.122],[0.812],[0.69],[0.95394447],[0.69]
2,[-0.13553405],[0.005],[0.665],[0.66],[0.80053405],[0.66]
3,[-0.1520599],[-0.072],[0.588],[0.66],[0.7400599],[0.66]
4,[-0.29001626],[-0.868],[0.602],[1.47],[0.89201626],[1.47]
5,[-0.7566963],[-0.73],[1.08],[1.81],[1.83669628],[1.81]
6,[0.03342297],[-0.033],[1.417],[1.45],[1.38357703],[1.45]
7,[-0.06728255],[-0.088],[1.192],[1.28],[1.25928255],[1.28]
8,[-0.07293533],[-0.151],[1.009],[1.16],[1.08193533],[1.16]
9,[-0.07029423],[-0.255],[0.835],[1.09],[0.90529423],[1.09]
10,[-0.06063196],[-0.308],[0.692],[1.],[0.75263196],[1.]
11,[-0.06320375],[-0.3],[0.66],[0.96],[0.72320375],[0.96]
12,[-0.07814552],[-0.229],[0.641],[0.87],[0.71914552],[0.87]
13,[-0.08876657],[-0.207],[0.623],[0.83],[0.71176657],[0.83]
14,[-0.09332302],[-0.205],[0.605],[0.81],[0.69832302],[0.81]
15,[-0.35408202],[-0.148],[0.652],[0.8],[1.00608202],[0.8]
16,[-0.13360348],[-0.13],[0.64],[0.77],[0.77360348],[0.77]
17,[-0.1381337],[-0.145],[0.605],[0.75],[0.7431337],[0.75]
18,[-0.13668819],[-0.152],[0.588],[0.74],[0.72468819],[0.74]
19,[-0.11829169],[-0.138],[0.572],[0.71],[0.69029169],[0.71]
20,[-0.20675635],[-0.122],[0.568],[0.69],[0.77475635],[0.69]
21,[-0.18208274],[-0.116],[0.564],[0.68],[0.74608274],[0.68]
22,[-0.16946897],[-0.089],[0.551],[0.64],[0.72046897],[0.64]
23,[-0.37479773],[-0.073],[0.577],[0.65],[0.95179773],[0.65]
24,[-0.22911234],[-0.072],[0.568],[0.64],[0.79711234],[0.64]
25,[-0.20701437],[-0.069],[0.551],[0.62],[0.75801437],[0.62]
26,[-0.20564127],[-0.074],[0.536],[0.61],[0.74164127],[0.61]
27,[-0.25342777],[-0.091],[0.529],[0.62],[0.78242777],[0.62]
28,[-0.26058272],[-0.702],[0.528],[1.23],[0.78858272],[1.23]
29,[-0.6338032],[-0.284],[1.166],[1.45],[1.79980319],[1.45]
30,[-0.03119143],[-0.002],[1.958],[1.96],[1.98919143],[1.96]
31,[0.4718799],[0.358],[2.018],[1.66],[1.5461201],[1.66]
32,[0.35743725],[0.379],[1.789],[1.41],[1.43156275],[1.41]
33,[0.19271712],[0.226],[1.496],[1.27],[1.30328288],[1.27]
34,[0.02264582],[0.07],[1.25],[1.18],[1.22735418],[1.18]
35,[-0.12260523],[0.017],[1.147],[1.13],[1.26960523],[1.13]
36,[-0.14675002],[-1.082],[1.158],[2.24],[1.30475002],[2.24]
37,[-0.7872163],[-0.711],[1.579],[2.29],[2.36621631],[2.29]
38,[0.21152589],[0.028],[1.878],[1.85],[1.66647411],[1.85]
39,[0.18995705],[-0.005],[1.635],[1.64],[1.44504295],[1.64]
40,[-0.19556521],[-0.096],[1.534],[1.63],[1.72956521],[1.63]
41,[0.07803559],[-0.019],[1.441],[1.46],[1.36296441],[1.46]
42,[-0.10871436],[-0.101],[1.309],[1.41],[1.41771436],[1.41]
43,[-0.29457113],[-0.258],[1.352],[1.61],[1.64657113],[1.61]
44,[-0.5268216],[-0.683],[1.697],[2.38],[2.22382161],[2.38]
45,[-0.5222709],[-0.457],[2.313],[2.77],[2.83527092],[2.77]
46,[0.2068713],[0.286],[2.656],[2.37],[2.4491287],[2.37]
47,[0.42942733],[0.473],[2.473],[2.],[2.04357267],[2.]
48,[0.47011045],[0.325],[2.185],[1.86],[1.71488955],[1.86]
49,[0.4354562],[0.282],[2.052],[1.77],[1.61654381],[1.77]
50,[0.2514391],[0.054],[2.094],[2.04],[1.84256091],[2.04]
51,[0.47045827],[0.232],[2.072],[1.84],[1.60154173],[1.84]
52,[0.20835301],[0.126],[1.996],[1.87],[1.78764699],[1.87]
53,[0.32135695],[-0.234],[2.126],[2.36],[1.80464305],[2.36]
54,[0.5519891],[-0.126],[2.234],[2.36],[1.68201092],[2.36]
55,[0.3957457],[0.107],[2.077],[1.97],[1.68125431],[1.97]
56,[0.01854397],[-0.286],[2.144],[2.43],[2.12545603],[2.43]
57,[0.22519568],[-0.045],[2.395],[2.44],[2.16980432],[2.44]
58,[0.46692362],[-0.347],[2.473],[2.82],[2.00607638],[2.82]
59,[0.45985243],[-0.137],[2.523],[2.66],[2.06314757],[2.66]
60,[0.68571883],[0.271],[2.361],[2.09],[1.67528117],[2.09]
61,[0.62502646],[0.261],[2.031],[1.77],[1.40597354],[1.77]
62,[0.64033216],[0.158],[1.738],[1.58],[1.09766784],[1.58]
63,[0.660486],[0.117],[1.587],[1.47],[0.92651402],[1.47]
64,[0.48660102],[0.197],[1.747],[1.55],[1.26039898],[1.55]
65,[0.3557935],[0.146],[1.936],[1.79],[1.58020649],[1.79]
66,[0.289055],[0.236],[1.866],[1.63],[1.57694501],[1.63]
67,[0.40567294],[0.205],[1.655],[1.45],[1.24932706],[1.45]
68,[0.42068166],[0.144],[1.454],[1.31],[1.03331834],[1.31]
69,[0.30122703],[0.056],[1.276],[1.22],[0.97477297],[1.22]
70,[0.24672739],[-0.055],[1.125],[1.18],[0.87827261],[1.18]
71,[0.19209146],[-0.136],[1.024],[1.16],[0.83190854],[1.16]
72,[0.09427846],[-0.167],[1.013],[1.18],[0.91872154],[1.18]
73,[-0.08047558],[-0.336],[1.124],[1.46],[1.20447558],[1.46]
74,[0.12524307],[-0.919],[1.191],[2.11],[1.06575693],[2.11]
75,[0.04609781],[-0.659],[1.221],[1.88],[1.17490219],[1.88]
76,[-0.13631728],[-0.323],[1.347],[1.67],[1.48331728],[1.67]
77,[-0.46701577],[-1.17],[1.5],[2.67],[1.96701577],[2.67]
78,[-0.908748],[-1.871],[2.109],[3.98],[3.01774797],[3.98]
79,[0.20948553],[-0.249],[2.511],[2.76],[2.30151447],[2.76]
80,[0.11526914],[-0.083],[2.467],[2.55],[2.35173086],[2.55]
81,[0.4064056],[-0.049],[2.411],[2.46],[2.0045944],[2.46]
82,[-0.08580148],[0.066],[2.386],[2.32],[2.47180148],[2.32]
83,[0.44213367],[0.343],[2.293],[1.95],[1.85086633],[1.95]
84,[0.26189023],[0.175],[1.995],[1.82],[1.73310977],[1.82]
85,[0.38921013],[0.294],[1.864],[1.57],[1.47478987],[1.57]
86,[0.41509798],[0.378],[1.738],[1.36],[1.32290202],[1.36]
87,[0.39434823],[0.295],[1.555],[1.26],[1.16065177],[1.26]
88,[-0.08391124],[-0.707],[1.673],[2.38],[1.75691124],[2.38]
89,[-0.9108507],[-3.269],[2.291],[5.56],[3.2018507],[5.56]
90,[-0.18227607],[-1.897],[2.863],[4.76],[3.04527607],[4.76]
91,[0.5922199],[-0.488],[2.822],[3.31],[2.22978011],[3.31]
92,[0.53944886],[-0.048],[2.462],[2.51],[1.92255114],[2.51]
93,[0.5548559],[-0.001],[2.229],[2.23],[1.67414412],[2.23]
94,[0.5221832],[0.202],[2.022],[1.82],[1.49981682],[1.82]
95,[0.5130584],[0.236],[1.756],[1.52],[1.24294158],[1.52]
96,[0.50820726],[0.234],[1.544],[1.31],[1.03579274],[1.31]
97,[0.49983817],[0.198],[1.358],[1.16],[0.85816183],[1.16]
98,[0.491827],[0.158],[1.198],[1.04],[0.70617299],[1.04]
99,[0.4759582],[0.202],[1.152],[0.95],[0.6760418],[0.95]
100,[0.39461762],[0.096],[1.196],[1.1],[0.80138238],[1.1]
101,[0.28580913],[0.137],[1.277],[1.14],[0.99119087],[1.14]
102,[0.34417078],[0.248],[1.238],[0.99],[0.89382922],[0.99]
103,[0.37570816],[0.266],[1.146],[0.88],[0.77029184],[0.88]
104,[0.3836222],[0.31],[1.12],[0.81],[0.7363778],[0.81]
105,[0.38912323],[0.344],[1.094],[0.75],[0.70487677],[0.75]
106,[0.38157406],[0.36],[1.07],[0.71],[0.68842594],[0.71]
107,[0.31468695],[0.384],[1.064],[0.68],[0.74931305],[0.68]
108,[0.3162815],[0.32],[1.07],[0.75],[0.7537185],[0.75]
109,[0.2339035],[0.35],[1.22],[0.87],[0.9860965],[0.87]
110,[0.18486905],[0.262],[1.452],[1.19],[1.26713095],[1.19]
111,[-0.3271179],[-0.091],[1.719],[1.81],[2.04611789],[1.81]
112,[0.34445086],[0.466],[1.796],[1.33],[1.45154914],[1.33]
113,[0.3434712],[0.374],[1.674],[1.3],[1.3305288],[1.3]
114,[-0.44369963],[-0.143],[1.827],[1.97],[2.27069963],[1.97]
115,[0.3205258],[0.419],[1.929],[1.51],[1.6084742],[1.51]
116,[0.24940772],[0.276],[1.836],[1.56],[1.58659228],[1.56]
117,[0.29615748],[0.396],[1.726],[1.33],[1.42984252],[1.33]
118,[0.23386547],[0.421],[1.631],[1.21],[1.39713453],[1.21]
119,[0.09136084],[0.454],[1.654],[1.2],[1.56263916],[1.2]
120,[0.29169425],[0.467],[1.587],[1.12],[1.29530575],[1.12]
121,[0.31823522],[0.345],[1.395],[1.05],[1.07676478],[1.05]
122,[0.26085666],[0.183],[1.223],[1.04],[0.96214334],[1.04]
123,[-0.05198907],[0.277],[1.267],[0.99],[1.31898907],[0.99]
124,[0.27561188],[0.33],[1.29],[0.96],[1.01438812],[0.96]
125,[0.29130137],[0.279],[1.169],[0.89],[0.87769863],[0.89]
126,[-0.1544545],[0.145],[1.145],[1.],[1.2994545],[1.]
127,[0.2440448],[0.203],[1.123],[0.92],[0.8789552],[0.92]
128,[0.313246],[0.247],[1.097],[0.85],[0.78375399],[0.85]
129,[-0.8091299],[-0.843],[1.207],[2.05],[2.01612989],[2.05]
130,[0.0967099],[-0.177],[1.243],[1.42],[1.1462901],[1.42]
131,[0.19663866],[-1.203],[1.107],[2.31],[0.91036134],[2.31]
132,[-0.7867378],[-1.259],[2.111],[3.37],[2.8977378],[3.37]
133,[0.01049058],[0.585],[3.115],[2.53],[3.10450942],[2.53]
134,[0.04256448],[0.941],[3.041],[2.1],[2.99843552],[2.1]
135,[-0.04237231],[0.661],[3.081],[2.42],[3.12337231],[2.42]
136,[0.46709365],[0.762],[3.082],[2.32],[2.61490635],[2.32]
137,[0.5562857],[0.959],[2.969],[2.01],[2.41271432],[2.01]
138,[0.5822204],[1.082],[2.732],[1.65],[2.14977962],[1.65]
139,[0.58271366],[0.932],[2.372],[1.44],[1.78928634],[1.44]
140,[0.40935093],[0.802],[2.062],[1.26],[1.65264907],[1.26]
141,[0.36301258],[0.711],[1.791],[1.08],[1.42798742],[1.08]
142,[0.39885238],[0.603],[1.573],[0.97],[1.17414762],[0.97]
143,[0.4422119],[0.503],[1.383],[0.88],[0.9407881],[0.88]
144,[0.41148978],[0.405],[1.215],[0.81],[0.80351022],[0.81]
145,[0.35698777],[0.396],[1.156],[0.76],[0.79901223],[0.76]
146,[0.34279415],[0.423],[1.133],[0.71],[0.79020585],[0.71]
147,[0.29636556],[0.436],[1.106],[0.67],[0.80963444],[0.67]
148,[0.25617278],[0.461],[1.081],[0.62],[0.82482722],[0.62]
149,[0.22094315],[0.465],[1.055],[0.59],[0.83405685],[0.59]
150,[0.15462919],[0.461],[1.031],[0.57],[0.87637081],[0.57]
151,[0.09964144],[0.477],[1.007],[0.53],[0.90735856],[0.53]
152,[0.06262591],[0.463],[0.983],[0.52],[0.92037409],[0.52]
153,[0.05553889],[0.47],[0.96],[0.49],[0.90446111],[0.49]
154,[0.04660022],[0.458],[0.938],[0.48],[0.89139978],[0.48]
155,[0.04788329],[0.456],[0.916],[0.46],[0.86811671],[0.46]
156,[0.05814314],[0.435],[0.895],[0.46],[0.83685686],[0.46]
157,[0.06816137],[0.454],[0.874],[0.42],[0.80583863],[0.42]
158,[0.06525055],[0.413],[0.853],[0.44],[0.78774945],[0.44]
159,[0.06803904],[0.373],[0.833],[0.46],[0.76496096],[0.46]
160,[0.05922578],[0.414],[0.814],[0.4],[0.75477422],[0.4]
161,[0.04895602],[0.415],[0.795],[0.38],[0.74604398],[0.38]
162,[0.04613241],[0.407],[0.777],[0.37],[0.73086759],[0.37]
163,[0.06280386],[0.379],[0.759],[0.38],[0.69619614],[0.38]
164,[0.09019523],[0.343],[0.743],[0.4],[0.65280477],[0.4]
165,[0.04099666],[0.298],[0.728],[0.43],[0.68700334],[0.43]
166,[0.02286835],[0.223],[0.713],[0.49],[0.69013165],[0.49]
167,[-0.11978631],[0.23],[0.7],[0.47],[0.81978631],[0.47]
168,[-0.04573466],[0.246],[0.686],[0.44],[0.73173466],[0.44]
169,[-0.03704086],[0.261],[0.671],[0.41],[0.70804086],[0.41]
170,[-0.01084496],[0.266],[0.656],[0.39],[0.66684496],[0.39]
171,[0.0032948],[0.151],[0.641],[0.49],[0.6377052],[0.49]
172,[-0.0393302],[0.436],[0.926],[0.49],[0.9653302],[0.49]
173,[-0.10741849],[0.612],[1.572],[0.96],[1.67941849],[0.96]
174,[-0.47460285],[0.391],[2.071],[1.68],[2.54560285],[1.68]
175,[-0.18432207],[-0.552],[2.218],[2.77],[2.40232207],[2.77]
176,[-0.8285432],[-2.125],[2.575],[4.7],[3.40354319],[4.7]
177,[-0.22376165],[-0.219],[2.931],[3.15],[3.15476165],[3.15]
178,[0.24079585],[0.291],[2.751],[2.46],[2.51020415],[2.46]
179,[0.27803522],[0.394],[2.394],[2.],[2.11596478],[2.]
180,[0.28113663],[0.272],[2.102],[1.83],[1.82086337],[1.83]
181,[0.2257383],[0.304],[1.824],[1.52],[1.5982617],[1.52]
182,[0.31208348],[0.298],[1.548],[1.25],[1.23591652],[1.25]
183,[0.27229837],[0.152],[1.352],[1.2],[1.07970163],[1.2]
184,[0.15709263],[0.228],[1.528],[1.3],[1.37090737],[1.3]
185,[0.22396818],[0.521],[1.731],[1.21],[1.50703182],[1.21]
186,[0.2514265],[0.42],[1.56],[1.14],[1.30857351],[1.14]
187,[0.21415737],[0.443],[1.343],[0.9],[1.12884263],[0.9]
