,Date,Q_obs,Q_sim,Residual,EPOT
0,2000-01-13,0.22,0.0,-0.22,0.1
1,2000-01-14,0.18,0.001,-0.179,0.1
2,2000-01-15,0.2,0.001,-0.199,0.1
3,2000-01-16,0.11,0.002,-0.108,0.1
4,2000-01-17,0.14,0.106,-0.034000000000000016,0.11
5,2000-01-18,0.16,0.17,0.010000000000000009,0.114
6,2000-01-19,0.13,0.115,-0.015,0.11699999999999999
7,2000-01-20,0.11,0.095,-0.015,0.121
8,2000-01-21,0.09,0.085,-0.0049999999999999906,0.124
9,2000-01-22,0.07,0.048,-0.022000000000000006,0.128
10,2000-01-23,0.05,0.023,-0.027000000000000003,0.131
11,2000-01-24,0.03,0.01,-0.019999999999999997,0.134
12,2000-01-25,0.03,0.004,-0.026,0.138
13,2000-01-26,0.02,0.002,-0.018000000000000002,0.141
14,2000-01-27,0.04,0.033,-0.006999999999999999,0.145
15,2000-01-28,0.04,0.07,0.030000000000000006,0.14800000000000002
16,2000-01-29,0.12,0.11699999999999999,-0.0030000000000000027,0.152
17,2000-01-30,0.16,0.20199999999999999,0.04199999999999998,0.155
18,2000-01-31,0.13,0.175,0.044999999999999984,0.159
19,2000-02-01,0.1,0.085,-0.015,0.155
20,2000-02-02,0.11,0.085,-0.024999999999999994,0.159
21,2000-02-03,0.11,0.092,-0.018000000000000002,0.162
22,2000-02-04,0.28,0.182,-0.09800000000000003,0.166
23,2000-02-05,0.67,0.7659999999999999,0.09599999999999986,0.16899999999999998
24,2000-02-06,0.63,0.774,0.14400000000000002,0.172
25,2000-02-07,0.38,0.37799999999999995,-0.0020000000000000573,0.17600000000000002
26,2000-02-08,0.24,0.203,-0.03699999999999998,0.179
27,2000-02-09,0.16,0.113,-0.047,0.183
28,2000-02-10,0.15,0.078,-0.072,0.18600000000000003
29,2000-02-11,0.18,0.175,-0.0050000000000000044,0.19
30,2000-02-12,0.2,0.213,0.012999999999999984,0.193
31,2000-02-13,0.21,0.27,0.060000000000000026,0.19699999999999998
32,2000-02-14,0.18,0.249,0.069,0.2
33,2000-02-15,0.15,0.163,0.013000000000000012,0.21600000000000003
34,2000-02-16,0.13,0.12,-0.010000000000000009,0.23199999999999998
35,2000-02-17,0.1,0.077,-0.023000000000000007,0.248
36,2000-02-18,0.08,0.037000000000000005,-0.043,0.265
37,2000-02-19,0.06,0.017,-0.043,0.281
38,2000-02-20,0.04,0.008,-0.032,0.297
39,2000-02-21,0.03,0.003,-0.027,0.313
40,2000-02-22,0.02,0.002,-0.018000000000000002,0.32899999999999996
41,2000-02-23,0.02,0.004,-0.016,0.345
42,2000-02-24,0.02,0.012,-0.008,0.361
43,2000-02-25,0.03,0.032,0.0020000000000000018,0.377
44,2000-02-26,0.04,0.061,0.020999999999999998,0.39399999999999996
45,2000-02-27,0.1,0.066,-0.034,0.41
46,2000-02-28,0.18,0.187,0.007000000000000006,0.426
47,2000-02-29,0.18,0.213,0.033,0.442
48,2000-03-01,0.17,0.145,-0.025000000000000022,0.45799999999999996
49,2000-03-02,0.13,0.107,-0.023000000000000007,0.474
50,2000-03-03,0.11,0.11199999999999999,0.001999999999999988,0.49
51,2000-03-04,0.11,0.09699999999999999,-0.013000000000000012,0.506
52,2000-03-05,0.1,0.048,-0.052000000000000005,0.523
53,2000-03-06,0.08,0.161,0.081,0.539
54,2000-03-07,0.25,0.272,0.02200000000000002,0.555
55,2000-03-08,0.3,0.21,-0.09,0.5710000000000001
56,2000-03-09,0.25,0.214,-0.036000000000000004,0.5870000000000001
57,2000-03-10,0.26,0.182,-0.07800000000000001,0.603
58,2000-03-11,0.17,0.08900000000000001,-0.081,0.619
59,2000-03-12,0.13,0.07,-0.06,0.635
60,2000-03-13,0.11,0.146,0.03599999999999999,0.652
61,2000-03-14,0.16,0.192,0.032,0.6679999999999999
62,2000-03-15,0.16,0.18,0.01999999999999999,0.684
63,2000-03-16,0.12,0.126,0.006000000000000005,0.7
64,2000-03-17,0.13,0.106,-0.024000000000000007,0.71
65,2000-03-18,0.18,0.136,-0.043999999999999984,0.72
66,2000-03-19,0.16,0.10800000000000001,-0.05199999999999999,0.73
67,2000-03-20,0.14,0.106,-0.034000000000000016,0.74
68,2000-03-21,0.16,0.133,-0.026999999999999996,0.75
69,2000-03-22,0.16,0.132,-0.027999999999999997,0.76
70,2000-03-23,0.14,0.095,-0.04500000000000001,0.77
71,2000-03-24,0.11,0.049,-0.061,0.78
72,2000-03-25,0.08,0.023,-0.057,0.79
73,2000-03-26,0.07,0.022000000000000002,-0.048,0.8
74,2000-03-27,0.05,0.02,-0.030000000000000002,0.81
75,2000-03-28,0.03,0.01,-0.019999999999999997,0.82
76,2000-03-29,0.02,0.005,-0.015,0.83
77,2000-03-30,0.02,0.002,-0.018000000000000002,0.84
78,2000-03-31,0.01,0.002,-0.008,0.85
79,2000-04-01,0.01,0.002,-0.008,0.86
80,2000-04-02,0.01,0.002,-0.008,0.87
81,2000-04-03,0.01,0.002,-0.008,0.88
82,2000-04-04,0.0,0.002,0.002,0.89
83,2000-04-05,0.0,0.002,0.002,0.9
84,2000-04-06,0.02,0.002,-0.018000000000000002,0.91
85,2000-04-07,0.05,0.069,0.019000000000000003,0.92
86,2000-04-08,0.06,0.109,0.049,0.93
87,2000-04-09,0.05,0.068,0.018000000000000002,0.94
88,2000-04-10,0.04,0.033,-0.006999999999999999,0.95
89,2000-04-11,0.04,0.036000000000000004,-0.003999999999999997,0.96
90,2000-04-12,0.04,0.04,0.0,0.97
91,2000-04-13,0.03,0.024,-0.005999999999999998,0.98
92,2000-04-14,0.02,0.011000000000000001,-0.009,0.99
93,2000-04-15,0.02,0.019,-0.0010000000000000009,1.0
94,2000-04-16,0.02,0.021,0.0010000000000000009,1.042
95,2000-04-17,0.02,0.01,-0.01,1.084
96,2000-04-18,0.02,0.004,-0.016,1.126
97,2000-04-19,0.02,0.004,-0.016,1.168
98,2000-04-20,0.02,0.005,-0.015,1.21
99,2000-04-21,0.06,0.084,0.024000000000000007,1.252
100,2000-04-22,0.12,0.161,0.04100000000000001,1.294
101,2000-04-23,0.11,0.131,0.021000000000000005,1.335
102,2000-04-24,0.09,0.081,-0.008999999999999994,1.3769999999999998
103,2000-04-25,0.06,0.047,-0.012999999999999998,1.419
104,2000-04-26,0.04,0.023,-0.017,1.4609999999999999
105,2000-04-27,0.04,0.023,-0.017,1.5030000000000001
106,2000-04-28,0.03,0.022000000000000002,-0.007999999999999997,1.545
107,2000-04-29,0.02,0.01,-0.01,1.587
108,2000-04-30,0.02,0.004,-0.016,1.629
109,2000-05-01,0.01,0.002,-0.008,1.671
110,2000-05-02,0.03,0.006999999999999999,-0.023,1.713
