,Date,Q_obs,Q_sim,Residual,EPOT
0,2004-01-23,0.73,0.067,-0.663,0.131
1,2004-01-24,1.91,0.331,-1.579,0.134
2,2004-01-25,2.98,0.6859999999999999,-2.294,0.138
3,2004-01-26,2.94,0.934,-2.006,0.141
4,2004-01-27,2.29,0.9790000000000001,-1.311,0.145
5,2004-01-28,1.68,0.92,-0.7599999999999999,0.14800000000000002
6,2004-01-29,1.25,0.846,-0.404,0.152
7,2004-01-30,0.99,0.7390000000000001,-0.2509999999999999,0.155
8,2004-01-31,0.85,0.6809999999999999,-0.16900000000000004,0.159
9,2004-02-01,0.74,0.653,-0.08699999999999997,0.155
10,2004-02-02,0.67,0.611,-0.05900000000000005,0.159
11,2004-02-03,1.62,0.8859999999999999,-0.7340000000000002,0.162
12,2004-02-04,8.97,5.043,-3.9270000000000005,0.166
13,2004-02-05,12.1,11.739,-0.3609999999999989,0.16899999999999998
14,2004-02-06,10.39,10.879000000000001,0.48900000000000077,0.172
15,2004-02-07,8.38,10.290999999999999,1.9109999999999978,0.17600000000000002
16,2004-02-08,4.59,5.165,0.5750000000000002,0.179
17,2004-02-09,2.6,2.741,0.14100000000000001,0.183
18,2004-02-10,1.74,1.615,-0.125,0.18600000000000003
19,2004-02-11,1.29,1.265,-0.025000000000000133,0.19
20,2004-02-12,1.06,1.138,0.07799999999999985,0.193
21,2004-02-13,0.94,1.045,0.10499999999999998,0.19699999999999998
22,2004-02-14,0.89,0.976,0.08599999999999997,0.2
23,2004-02-15,0.81,0.912,0.10199999999999998,0.21600000000000003
24,2004-02-16,0.74,0.818,0.07799999999999996,0.23199999999999998
25,2004-02-17,0.68,0.754,0.07399999999999995,0.248
26,2004-02-18,0.64,0.7559999999999999,0.11599999999999988,0.265
27,2004-02-19,0.62,0.728,0.10799999999999998,0.281
28,2004-02-20,0.58,0.643,0.06300000000000006,0.297
29,2004-02-21,0.56,0.557,-0.0030000000000000027,0.313
30,2004-02-22,0.57,0.547,-0.02299999999999991,0.32899999999999996
31,2004-02-23,0.54,0.527,-0.013000000000000012,0.345
32,2004-02-24,0.58,0.508,-0.07199999999999995,0.361
33,2004-02-25,0.6,0.59,-0.010000000000000009,0.377
34,2004-02-26,0.57,0.632,0.062000000000000055,0.39399999999999996
35,2004-02-27,0.53,0.5670000000000001,0.03700000000000003,0.41
36,2004-02-28,0.49,0.485,-0.0050000000000000044,0.426
37,2004-02-29,0.44,0.428,-0.01200000000000001,0.442
38,2004-03-01,0.44,0.396,-0.043999999999999984,0.45799999999999996
39,2004-03-02,0.51,0.611,0.10099999999999998,0.474
40,2004-03-03,0.59,0.838,0.248,0.49
41,2004-03-04,0.59,0.8240000000000001,0.2340000000000001,0.506
42,2004-03-05,0.58,0.743,0.16300000000000003,0.523
43,2004-03-06,0.55,0.657,0.10699999999999998,0.539
44,2004-03-07,0.51,0.605,0.09499999999999997,0.555
45,2004-03-08,0.48,0.585,0.10499999999999998,0.5710000000000001
46,2004-03-09,0.47,0.547,0.07700000000000007,0.5870000000000001
47,2004-03-10,0.44,0.47100000000000003,0.031000000000000028,0.603
48,2004-03-11,0.42,0.429,0.009000000000000008,0.619
49,2004-03-12,0.41,0.419,0.009000000000000008,0.635
50,2004-03-13,0.38,0.423,0.04299999999999998,0.652
51,2004-03-14,0.39,0.41600000000000004,0.026000000000000023,0.6679999999999999
52,2004-03-15,1.27,0.8140000000000001,-0.45599999999999996,0.684
53,2004-03-16,5.34,6.5920000000000005,1.2520000000000007,0.7
54,2004-03-17,10.73,10.907,0.1769999999999996,0.71
